a01	stime_h_vx4	stime_m_vx4	res_id_vx4	consent_vx4	v1_01	pid_v1	mid_v1	v1_02	v1_03	v1_04	v1_05	v1_06	v1_07	v1_08	v1_09	v1_10	v1_11	v1_15	v1_16	v1_12	v1_13	v1_14	hhid2	del	hh_type	round
1578.0			2	1	1	82	4	7	2	6	24	2	12	13	1	41		1		1	1	1	"1578"		3	3.0
1579.0	7	21	4	1	2																		"1579"		3	3.0
1580.0	15	7	2	1	2																		"1580"		3	3.0
1581.0	16	55	1	1	2																		"1581"		3	3.0
1582.0	17	17	3	1	1	81	4	3	2	10	13	1	4	13	1	1		1		1	1	1	"1582"		3	3.0
1583.0	17	32	2	1	2																		"1583"		3	3.0
1584.0	14	25	1	1	2																		"1584"		3	3.0
1585.0	17	12	2	1	2																		"1585"		3	3.0
1586.1	12	20	1	1	1	81	6	3	2	8	14	1	5	14	1	1		1		1	3	1	"1586.1"		3	3.0
1586.2	16	35	8	1	2																		"1586.2"		3	3.0
1587.0	12	22	2	1	2																		"1587"		3	3.0
1588.0	14	30	3	1	2																		"1588"		3	3.0
1589.0	13	31	1	1	2																		"1589"		3	3.0
1590.0	13	59	1	1	1	81	8	4	0	3	25	2	6	82	1	1		1		1	1	2	"1590"		3	3.0
1591.0	16	58	1	1	2																		"1591"		3	3.0
1592.0	12	47	2	1	1	81	1	2	2	4	54	1	99	51	1	3		1		8	1	1	"1592"		3	3.0
1595.0	14	1	2	1	2																		"1595"		3	3.0
1596.0	14	55	2	1	2																		"1596"		3	3.0
1597.0	18	39	1	1	2																		"1597"		3	3.0
1598.0	16	5	1	1	2																		"1598"		3	3.0
1599.0	11	54	1	1	2																		"1599"		3	3.0
1600.1	13	3	1	1	2																		"1600.1"		3	3.0
1600.21	16	59	5	1	2																		"1600.2.1"		3	3.0
1600.22	12	3	4	1	2																		"1600.2.2"		3	3.0
1601.0	15	13	1	1	2																		"1601"		3	3.0
1602.0	12	6	1	1	2																		"1602"		3	3.0
1603.0	12	29	1	1	2																		"1603"		3	3.0
1604.0	12	21	1	1	2																		"1604"		3	3.0
1605.0	12	46	1	1	2																		"1605"		3	3.0
1606.0	12	27	1	1	2																		"1606"		3	3.0
1607.0	11	27	1	1	2																		"1607"		3	3.0
1608.0	9	44	1	1	2																		"1608"		3	3.0
1609.0	11	59	1	1	2																		"1609"		3	3.0
1610.0	13	41	1	1	2																		"1610"		3	3.0
1611.0	12	54	1	1	2																		"1611"		3	3.0
1612.0	15	36	1	1	2																		"1612"		3	3.0
1613.0	15	41	1	1	2																		"1613"		3	3.0
1614.0	10	31	1	1	2																		"1614"		3	3.0
1615.0	14	25	3	1	2																		"1615"		3	3.0
1616.0	11	0	1	1	2																		"1616"		3	3.0
1617.0	12	48	2	1	2																		"1617"		3	3.0
1618.0	16	20	5	1	2																		"1618"		3	3.0
1619.0	13	11	1	1	2																		"1619"		3	3.0
1620.0	12	26	1	1	2																		"1620"		3	3.0
1621.0	11	34	1	1	2																		"1621"		3	3.0
1622.0	13	2	1	1	2																		"1622"		3	3.0
1623.0	14	49	1	1	2																		"1623"		3	3.0
1624.0	11	33	1	1	2																		"1624"		3	3.0
1625.1	12	16	1	1	2																		"1625.1"		3	3.0
1625.2	11	34	3	1	2																		"1625.2"		3	3.0
1625.3	14	52	5	1	2																		"1625.3"		3	3.0
1626.0	14	16	1	1	2																		"1626"		3	3.0
1627.0	13	59	1	1	1	81	3	3	1	1	18	1	10	81	2		24	1		1	1	2	"1627"		3	3.0
1628.0	13	36	1	1	2																		"1628"		3	3.0
1629.0	11	36	2	1	1	81	3	3	2	6	30	1	9	13	2		27	2	1	1	3	1	"1629"		3	3.0
1630.0	13	12	2	1	2																		"1630"		3	3.0
1631.0	13	21	1	1	2																		"1631"		3	3.0
1632.0	11	21	1	1	2																		"1632"		3	3.0
1633.0	9	22	6	1	2																		"1633"		3	3.0
1634.0	13	1	2	1	2																		"1634"		3	3.0
1635.0	12	38	1	1	2																		"1635"		3	3.0
1636.0	14	3	1	1	2																		"1636"		3	3.0
1637.0	14	58	1	1	2																		"1637"		3	3.0
1638.1	12	24	7	1	2																		"1638.1"		3	3.0
1638.2	12	42	7	1	2																		"1638.2"		3	3.0
1639.0	14	50	1	1	2																		"1639"		3	3.0
1640.1	14	33	1	1	2																		"1640.1"		3	3.0
1640.2	12	33	3	1	2																		"1640.2"		3	3.0
1641.0	15	11	1	1	2																		"1641"		3	3.0
1642.0	14	20	1	1	2																		"1642"		3	3.0
1643.0	10	44	1	1	2																		"1643"		3	3.0
1644.1	12	59	1	1	2																		"1644.1"		3	3.0
1644.2	14	56	3	1	2																		"1644.2"		3	3.0
1645.0	10	45	1	1	2																		"1645"		3	3.0
1646.0	11	59	1	1	2																		"1646"		3	3.0
1648.0	13	3	2	1	2																		"1648"		3	3.0
1649.0	15	16	1	1	2																		"1649"		3	3.0
1650.0	13	6	1	1	2																		"1650"		3	3.0
1651.0	12	49	1	1	2																		"1651"		3	3.0
1652.0	14	5	1	1	2																		"1652"		3	3.0
1653.0	11	49	1	1	2																		"1653"		3	3.0
1654.0	12	4	2	1	1	81	1	2	1	2	48	1	3	13	2		20	1		1	1	1	"1654"		3	3.0
1655.0	12	41	3	1	2																		"1655"		3	3.0
1656.0	16	19	1	1	2																		"1656"		3	3.0
1657.1	11	39	1	1	2																		"1657.1"		3	3.0
1657.2	16	15	6	1	2																		"1657.2"		3	3.0
1658.0	12	36	1	1	2																		"1658"		3	3.0
1659.0	11	59	1	1	2																		"1659"		3	3.0
1660.0	11	50	1	1	1	81	7	2	1	6	48	1	16	50	1	1		1		8	1	1	"1660"		3	3.0
1661.0	11	44	1	1	2																		"1661"		3	3.0
1662.0	11	39	3	1	2																		"1662"		3	3.0
1663.0	14	3	1	1	2																		"1663"		3	3.0
1664.0	17	13	1	1	2																		"1664"		3	3.0
1665.0	10	55	2	1	2																		"1665"		3	3.0
1666.0	13	43	1	1	2																		"1666"		3	3.0
1668.1	14	15	3	1	2																		"1668.1"		3	3.0
1668.2	11	36	4	1	2																		"1668.2"		3	3.0
1669.0	11	37	1	1	2																		"1669"		3	3.0
1670.0	12	29	1	1	2																		"1670"		3	3.0
1671.0	17	0	1	1	2																		"1671"		3	3.0
1672.0	13	38	1	1	1	81	3	3	2	2	18	1	12	81	1	52		1		2	1	2	"1672"		3	3.0
1673.0	13	10	1	1	2																		"1673"		3	3.0
1674.0	12	6	1	1	2																		"1674"		3	3.0
1675.0	13	41	1	1	1	81	3	3	2	2	31	1	99	13	1	1		1		1	1	1	"1675"		3	3.0
1676.0	12	9	2	1	2																		"1676"		3	3.0
1677.0	11	39	1	1	2																		"1677"		3	3.0
1678.0	20	40	3	1	2																		"1678"		3	3.0
1679.2	11	31	4	1	2																		"1679.2"		3	3.0
1680.0	12	51	1	1	2																		"1680"		3	3.0
1681.0	16	41	1	1	1	81	3	3	8	4	18	1	76	81	1	8		1		2	1	2	"1681"	1	2	3.0
1682.0	11	54	1	1	2																		"1682"		2	3.0
1683.0	13	44	1	1	2																		"1683"		2	3.0
1684.0	14	11	1	1	1	81	3	3	3	6	26	1	12	81	1	1		1		2	1	2	"1684"		2	3.0
1685.0	17	28	1	1	1	81	3	3	1	8	16	2	8	82	1	8		1		3	1	2	"1685"		2	3.0
1686.0	13	25	1	1	2																		"1686"		2	3.0
1687.0	14	57	1	1	2																		"1687"		2	3.0
1688.0	13	55	1	1	1	81	2	5	2	5	16	2	76	81	1	8		1		2	4	2	"1688"		2	3.0
1689.0	13	10	1	1	2																		"1689"		2	3.0
1691.0	16	15	1	1	2																		"1691"		2	3.0
1693.0	12	17	1	1	2																		"1693"		2	3.0
1694.0	17	38	1	1	2																		"1694"		2	3.0
1695.0	15	5	4	1	2																		"1695"		2	3.0
1696.0	15	50	1	1	2																		"1696"		2	3.0
1697.0	15	30	1	1	2																		"1697"		2	3.0
1698.0	16	14	2	1	1	81	1	2	2	6	37	1	4	1	2		24	1		1	5	1	"1698"		2	3.0
1699.0	10	17	2	1	1	81	1	2	2	0	42	1	8	13	2		27	2	1	8	5	1	"1699"		2	3.0
1700.0	15	35	1	1	1	81	3	3	0	8	19	1	12	8	2		20	1		1	4	1	"1700"		2	3.0
1701.0	16	12	1	1	2																		"1701"		2	3.0
1702.0	15	5	3	1	2																		"1702"		2	3.0
1703.0	11	58	2	1	2																		"1703"		2	3.0
1704.0	13	36	1	1	2																		"1704"		2	3.0
1705.0	14	58	1	1	2																		"1705"		2	3.0
1706.0	16	5	1	1	2																		"1706"		2	3.0
1707.0	16	2	4	1	2																		"1707"		2	3.0
1708.1	8	50	1	1	2																		"1708.1"		2	3.0
1708.2	13	22	3	1	2																		"1708.2"		2	3.0
1709.0	15	8	4	1	2																		"1709"		2	3.0
1710.0	13	8	1	1	2																		"1710"		2	3.0
1711.0	11	52	1	1	1	81	4	4	3	2	32	2	10	82	1	2		1		9	1	2	"1711"		2	3.0
1711.0			1	1	1	82	5	5	3	2	9	1	4	81	1	2		1		9	1	2	"1711"		2	3.0
1711.0			1	1	1	83	6	3	3	0	28	1	9	36	2		10	1		1	1	2	"1711"		2	3.0
1712.0	12	28	1	1	2																		"1712"		2	3.0
1713.0	16	2	1	1	2																		"1713"		2	3.0
1714.0	15	15	1	1	1	81	3	3	0	6	17	2	10	81	1	8		1		2	10	2	"1714"		2	3.0
1715.0	12	18	1	1	2																		"1715"		2	3.0
1716.0	14	25	1	1	2																		"1716"		2	3.0
1717.0	13	58	6	1	2																		"1717"		2	3.0
1718.0	12	30	2	1	2																		"1718"		2	3.0
1719.0	13	23	3	1	2																		"1719"		2	3.0
1720.0	14	20	1	1	2																		"1720"		2	3.0
1721.0	15	59	2	1	1	81	2	1	4	4	43	1	10	21	1	2		1		1	10	1	"1721"		2	3.0
1721.0			2	1	1	82	3	3	0	8	16	2	10	8	1	9		1		2	10	2	"1721"		2	3.0
1722.0	15	20	1	1	2																		"1722"		2	3.0
1723.0	17	46	3	1	2																		"1723"		2	3.0
1724.1	11	38	1	1	1	81	5	3	2	11	19	2	7	82	1	8		1		3	1	2	"1724.1"		2	3.0
1724.2	16	56	3	1	2																		"1724.2"		2	3.0
1724.3	12	57	4	1	2																		"1724.3"		2	3.0
1725.0	14	35	1	1	2																		"1725"		2	3.0
1726.0	16	0	4	1	2																		"1726"		2	3.0
1727.0	15	29	1	1	1	81	3	3	0	8	14	2	6	81	1	8		1		3	1	2	"1727"		2	3.0
1728.0	12	43	3	1	1	81	5	3	0	10	10	1	5	81	1	1		1		2	1	2	"1728"		2	3.0
1729.1	18	37	1	1	2																		"1729.1"		2	3.0
1729.2	11	46	4	1	2																		"1729.2"		2	3.0
1730.0	13	16	1	1	2																		"1730"		2	3.0
1731.0	16	50	1	1	2																		"1731"		2	3.0
1732.0	15	57	3	1	2																		"1732"		2	3.0
1733.0	10	25	2	1	2																		"1733"		2	3.0
1735.0	14	7	1	1	2																		"1735"		2	3.0
1736.0	16	15	1	1	1	81	3	3	2	1	20	2	7	82	1	8		1		1	10	2	"1736"		2	3.0
1737.0	11	52	1	1	1	81	2	3	0	3	18	2	10	82	1	7		1		3	5	2	"1737"		2	3.0
1737.0			1	1	1	82	4	3	2	4	13	1	3	10	1	1		1		3	1	1	"1737"		2	3.0
1738.0	15	32	1	1	2																		"1738"		2	3.0
1739.1	16	32	1	1	2																		"1739.1"		2	3.0
1739.2	15	20	5	1	2																		"1739.2"		2	3.0
1740.0	16	46	1	1	2																		"1740"		2	3.0
1741.0	16	8	1	1	1	81	3	3	3	0	28	1	99	13	2		24	2	6	1	5	1	"1741"		3	3.0
1742.0	15	30	1	1	2																		"1742"		3	3.0
1743.1	16	12	1	1	2																		"1743.1"		3	3.0
1743.2	13	45	3	1	2																		"1743.2"		3	3.0
1745.0	14	55	2	1	1	81	1	2	3	2	32	1	99	13	1	14		1		1	1	1	"1745"		3	3.0
1746.0	12	47	1	1	2																		"1746"		3	3.0
1749.1	14	45	2	1	2																		"1749.1"		3	3.0
1749.2	14	45	4	1	2																		"1749.2"		3	3.0
1750.0	15	10	1	1	2																		"1750"		3	3.0
1751.0	15	5	5	1	2																		"1751"		3	3.0
1752.0	15	22	1	1	2																		"1752"		3	3.0
1753.0	14	55	1	1	2																		"1753"		3	3.0
1754.0	14	0	3	1	1	81	2	3	0	6	24	1	10	21	1	1		1		1	1	1	"1754"		3	3.0
1755.0	12	9	1	1	2																		"1755"		3	3.0
1756.0	13	2	7	1	2																		"1756"		3	3.0
1757.0	15	45	1	1	2																		"1757"		3	3.0
1759.0	13	30	5	1	2																		"1759"		3	3.0
1760.0	16	40	1	1	2																		"1760"		3	3.0
1761.0	12	19	1	1	2																		"1761"		3	3.0
1762.0	14	50	1	1	1	81	3	3	2	0	13	1	5	81	1	56		1		2	1	2	"1762"		3	3.0
1763.0	18	30	1	1	2																		"1763"		3	3.0
1764.0	13	20	1	1	2																		"1764"		3	3.0
1765.0	15	14	1	1	2																		"1765"		3	3.0
1766.0	14	13	4	1	2																		"1766"		3	3.0
1767.0	15	5	1	1	2																		"1767"		3	3.0
1769.0	13	14	1	1	2																		"1769"		3	3.0
1770.0	14	30	2	1	2																		"1770"		3	3.0
1771.0	12	23	1	1	2																		"1771"		3	3.0
1772.0	14	3	2	1	2																		"1772"		3	3.0
1773.0	13	21	1	1	1	81	4	3	1	3	18	2	10	81	1	56		1		3	8	2	"1773"		3	3.0
1774.0	15	35	1	1	1	81	7	3	3	0	22	1	5	23	1	56		1		8	1	2	"1774"		3	3.0
1775.11	17	38	19	1	1	81	18	2	2	6	35	1	3	13	2		24	3	6	1	3	1	"1775.1.1"		3	3.0
1775.12	16	15	1	1	2																		"1775.1.2"		3	3.0
1775.2	14	43	3	1	2																		"1775.2"		3	3.0
1775.3	15	0	18	1	1	81	10	3	0	3	14	2	7	81	1	56		1		2	1	2	"1775.3"		3	3.0
1776.0	12	8	1	1	2																		"1776"		3	3.0
1777.0	14	30	1	1	2																		"1777"		3	3.0
1778.0	13	48	1	1	1	81	3	7	1	6	22	2	5	82	1	57		1		3	9	2	"1778"		3	3.0
1779.0	13	10	1	1	2																		"1779"		3	3.0
1780.0	13	2	1	1	2																		"1780"		3	3.0
1781.0	13	53	1	1	2																		"1781"		3	3.0
1782.0	14	24	1	1	1	81	5	6	0	3	30	1	4	13	1	1		1		1	1	2	"1782"		3	3.0
1783.0	15	35	1	1	2																		"1783"		3	3.0
1784.0	14	29	1	1	2																		"1784"		3	3.0
1786.0	16	30	1	1	1	81	3	3	2	0	24	2	15	81	1	1		1		2	3	2	"1786"		3	3.0
1787.0	17	30	2	1	2																		"1787"		3	3.0
1788.0	11	54	2	1	2																		"1788"		3	3.0
1789.0	13	55	1	1	2																		"1789"		3	3.0
1790.0	15	45	2	1	1	81	4	3	2	5	17	1	76	81	1	56		1		2	3	2	"1790"		3	3.0
1790.0			2	1	1	82	3	3	2	8	19	2	6	82	1	56		1		3	3	2	"1790"		3	3.0
1791.1	14	22	1	1	2																		"1791.1"		3	3.0
1791.2	13	58	4	1	2																		"1791.2"		3	3.0
1791.3	13	40	8	1	2																		"1791.3"		3	3.0
1793.0	11	43	1	1	1	81	3	3	1	6	6	2	1	81	1	57		1		2	1	2	"1793"		3	3.0
1795.0	14	12	3	1	2																		"1795"		3	3.0
1796.0	15	25	1	1	1	81	5	3	1	3	20	1	5	13	1	1		1		1	7	2	"1796"		3	3.0
1797.1	17	32	5	1	2																		"1797.1"		3	3.0
1797.2	15	10	2	1	2																		"1797.2"		3	3.0
1798.0	11	15	1	1	1	81	5	3	4	0	32	1	5	13	1	18		1		1	3	1	"1798"		3	3.0
1798.0			1	1	1	82	6	3	4	0	25	1	5	13	1	18		1		1	3	1	"1798"		3	3.0
1799.0	14	21	1	1	2																		"1799"		3	3.0
1800.0	14	9	7	1	2																		"1800"		3	3.0
1801.0	13	45	1	1	2																		"1801"		3	3.0
1802.0	15	36	1	1	2																		"1802"		3	3.0
1803.1	16	20	1	1	2																		"1803.1"		3	3.0
1803.2	12	17	5	1	2																		"1803.2"		3	3.0
1804.0	13	32	1	1	2																		"1804"		3	3.0
1805.0	14	5	1	1	2																		"1805"		3	3.0
1806.0	12	36	1	1	2																		"1806"		3	3.0
1807.0	15	23	1	1	1	81	2	3	1	8	20	2	4	82	1	56		1		3	3	2	"1807"		3	3.0
1808.1	16	10	1	1	2																		"1808.1"		3	3.0
1808.2	12	8	3	1	2																		"1808.2"		3	3.0
1809.0	12	36	1	1	2																		"1809"		3	3.0
1810.0	16	8	1	1	2																		"1810"		3	3.0
1811.1	12	58	1	1	2																		"1811.1"		3	3.0
1811.2	16	42	3	1	2																		"1811.2"		3	3.0
1812.0	14	23	5	1	2																		"1812"		3	3.0
1813.0	18	4	2	1	2																		"1813"		3	3.0
1814.0	15	2	3	1	2																		"1814"		3	3.0
1815.0	14	58	1	1	2																		"1815"		3	3.0
1816.0	18	15	1	1	2																		"1816"		3	3.0
1817.0	14	20	1	1	2																		"1817"		3	3.0
1818.0	14	51	1	1	2																		"1818"		3	3.0
1819.0	16	25	1	1	2																		"1819"		3	3.0
1820.0	12	48	2	1	2																		"1820"		3	3.0
1821.0	14	45	1	1	1	81	7	3	0	8	31	1	8	11	1	57		1		1	1	2	"1821"		3	3.0
1821.0			1	1	1	82	9	3	2	0	27	2	16	46	1	57		1		1	1	2	"1821"		3	3.0
1822.0	15	52	1	1	2																		"1822"		3	3.0
1823.0	15	42	1	1	1	81	4	3	2	2	13	2	3	81	1	56		1		2	10	2	"1823"		3	3.0
1824.0	15	35	1	1	2																		"1824"		3	3.0
1825.0	12	14	3	1	2																		"1825"		3	3.0
1826.0	15	38	1	1	2																		"1826"		3	3.0
1827.0	15	22	1	1	2																		"1827"		3	3.0
1828.0	10	32	1	1	2																		"1828"		3	3.0
1829.0	13	35	4	1	2																		"1829"		3	3.0
1830.0	15	35	1	1	2																		"1830"		3	3.0
1832.1	11	47	2	1	2																		"1832.1"		3	3.0
1832.2	15	53	1	1	2																		"1832.2"		3	3.0
1833.0	14	10	2	1	1	81	3	3	2	6	21	2	10	82	1	56		1		3	1	2	"1833"		3	3.0
1833.0			2	1	1	82	4	3	0	8	19	2	10	82	1	56		1		3	1	2	"1833"		3	3.0
1833.0			2	1	1	83	6	3	2	1	14	1	7	13	1	1		1		1	1	1	"1833"		3	3.0
1834.0	15	30	1	1	2																		"1834"		3	3.0
1835.0	16	24	1	1	1	81	4	2	0	8	24	1	7	13	1	55		1		1	1	1	"1835"		3	3.0
1835.0			1	1	1	82	9	3	0	7	26	1	7	13	2		29	2	5	1	5	1	"1835"		3	3.0
1836.0	16	1	1	1	1	81	3	3	3	0	21	2	12	82	1	56		1		3	4	2	"1836"		3	3.0
1837.0	14	15	4	1	1	81	1	2	5	3	30	2	5	13	2		29	2	1	1	5	1	"1837"		3	3.0
1838.0	15	43	1	1	2																		"1838"		3	3.0
1839.0	15	0	1	1	1	81	5	3	2	0	22	1	8	11	2		24	2	6	1	8	1	"1839"		3	3.0
1840.0	15	52	1	1	1	81	3	3	2	0	18	1	9	13	1	1		1		1	4	1	"1840"		3	3.0
1841.0	13	10	1	1	2																		"1841"		3	3.0
1842.0	15	41	1	1	2																		"1842"		3	3.0
1843.11	14	30	1	1	2																		"1843.1.1"		3	3.0
1843.12	14	30	8	1	2																		"1843.1.2"		3	3.0
1843.2	15	34	5	1	2																		"1843.2"		3	3.0
1844.0	13	20	1	1	2																		"1844"		3	3.0
1845.0	16	19	1	1	2																		"1845"		3	3.0
1846.0	14	18	1	1	2																		"1846"		3	3.0
1847.0	16	22	3	1	2																		"1847"		3	3.0
1848.0	14	25	1	1	2																		"1848"		3	3.0
1849.0	14	57	1	1	2																		"1849"		3	3.0
1850.0	16	35	1	1	2																		"1850"		3	3.0
1851.0	13	16	1	1	2																		"1851"		3	3.0
1853.0	16	3	1	1	2																		"1853"		3	3.0
1854.0	12	44	1	1	2																		"1854"		3	3.0
1855.0	16	35	1	1	2																		"1855"		3	3.0
1856.1	13	20	1	1	2																		"1856.1"		3	3.0
1856.2	15	45	6	1	2																		"1856.2"		3	3.0
1857.0	13	18	1	1	2																		"1857"		3	3.0
1858.0	15	24	1	1	2																		"1858"		3	3.0
1859.0	10	35	1	1	1	81	4	3	2	6	28	1	10	13	1	56		1		1	1	1	"1859"		3	3.0
1860.0	15	55	1	1	2																		"1860"		3	3.0
1861.1	13	10	1	1	2																		"1861.1"		3	3.0
1861.2	9	25	4	1	1	81	5	7	0	6	25	1	1	13	1	56		1		1	1	2	"1861.2"		3	3.0
1862.0	12	10	1	1	2																		"1862"		3	3.0
1863.0	16	55	1	1	1	81	2	3	3	0	12	1	76	81	1	28		1		2	1	2	"1863"		3	3.0
1863.0			1	1	1	82	3	3	2	0	10	2	76	81	1	28		1		2	1	2	"1863"		3	3.0
1863.0			1	1	1	83	4	3	1	6	8	2	76	81	1	28		1		2	1	2	"1863"		3	3.0
1864.0	15	41	1	1	1	81	4	3	2	2	14	2	76	81	1	56		1		2	1	2	"1864"		3	3.0
1865.1	14	2	5	1	2																		"1865.1"		3	3.0
1865.2	13	5	1	1	2																		"1865.2"		3	3.0
1866.0	14	32	1	1	1	81	3	3	2	8	22	2	8	82	1	56		1		3	1	2	"1866"		3	3.0
1867.0	15	12	1	1	2																		"1867"		3	3.0
1868.0	13	16	2	1	2																		"1868"		3	3.0
1869.0	13	51	2	1	2																		"1869"		3	3.0
1870.0	12	56	1	1	2																		"1870"		3	3.0
1871.0	13	13	1	1	2																		"1871"		3	3.0
1872.0	14	20	1	1	1	81	3	3	1	2	18	2	8	81	1	56		1		3	2	2	"1872"		3	3.0
1873.0	14	50	1	1	1	81	6	7	3	2	34	1	8	12	1	55		1		1	1	1	"1873"		3	3.0
1874.0	16	2	1	1	1	81	5	5	2	3	9	1	3	81	1	56		1		2	1	2	"1874"		3	3.0
1874.0			1	1	1	82	6	5	1	2	7	1	2	81	1	56		1		2	1	2	"1874"		3	3.0
1875.0	12	54	4	1	1	81	8	7	2	10	30	1	12	13	1	56		1		1	1	1	"1875"		3	3.0
1876.1	14	53	1	1	2																		"1876.1"		3	3.0
1876.2	17	13	6	1	1	81	9	3	1	0	17	1	10	81	1	1		1		2	1	2	"1876.2"		3	3.0
1877.0	12	45	2	1	2																		"1877"		3	3.0
1878.0	11	5	5	1	2																		"1878"		3	3.0
1879.1	15	40	1	1	2																		"1879.1"		3	3.0
1879.2	13	40	6	1	1	81	5	7	2	3	25	1	5	13	1	56		1		1	1	2	"1879.2"		3	3.0
1880.0	19	41	2	1	2																		"1880"		3	3.0
1881.0	14	10	1	1	2																		"1881"		3	3.0
1882.0	12	8	1	1	2																		"1882"		3	3.0
1883.0	13	36	1	1	2																		"1883"		3	3.0
1884.0	12	32	1	1	2																		"1884"		3	3.0
1885.0	13	35	1	1	2																		"1885"		3	3.0
1886.0	12	18	1	1	2																		"1886"		3	3.0
1887.0	14	15	5	1	2																		"1887"		3	3.0
1888.0	18	23	1	1	2																		"1888"		3	3.0
1889.0	15	34	1	1	1	81	3	3	1	6	19	2	74	81	1	55		1		2	1	2	"1889"		3	3.0
1889.0			1	1	1	82	4	3	1	6	18	2	74	81	1	55		1		2	1	2	"1889"		3	3.0
1891.0	12	20	1	1	1	81	3	3	3	6	21	1	12	81	1	1		1		2	1	2	"1891"		3	3.0
1892.0	14	50	1	1	2																		"1892"		3	3.0
1893.0	14	0	1	1	2																		"1893"		3	3.0
1894.0	13	35	1	1	2																		"1894"		3	3.0
1895.0	11	33	1	1	2																		"1895"		3	3.0
1896.0	13	46	1	1	2																		"1896"		3	3.0
1897.0	12	45	3	1	2																		"1897"		3	3.0
1898.0	14	50	1	1	2																		"1898"		3	3.0
1899.0	14	53	1	1	2																		"1899"		3	3.0
1900.0	13	55	1	1	1	81	5	5	0	5	18	2	12	81	1	56		1		2	1	2	"1900"		3	3.0
1901.0	17	50	2	1	1	81	1	2	3	2	35	1	4	13	2		16	2	6	1	8	1	"1901"		3	3.0
1902.0	13	18	6	1	2																		"1902"		3	3.0
1903.0	16	7	1	1	1	81	3	3	2	3	17	1	5	13	1	1		1		1	1	1	"1903"		3	3.0
1905.0	14	16	1	1	2																		"1905"		3	3.0
1906.0	17	20	3	1	2																		"1906"		3	3.0
1907.0	13	5	1	1	1	81	6	3	0	2	18	1	8	13	1	1		1		1	1	1	"1907"		3	3.0
1908.0	16	42	1	1	2																		"1908"		3	3.0
1909.0	16	8	2	1	2																		"1909"		3	3.0
1910.0	14	45	2	1	2																		"1910"		3	3.0
1914.0	14	26	1	1	2																		"1914"		3	3.0
1915.0	16	20	4	1	2																		"1915"		3	3.0
1916.0	16	12	1	1	2																		"1916"		3	3.0
1917.0	15	20	1	1	2																		"1917"		3	3.0
1919.0	9	28	1	1	2																		"1919"		3	3.0
1920.0	15	46	1	1	1	81	3	3	1	0	16	2	6	8	2		32	1		1	3	1	"1920"		3	3.0
1920.0			1	1	1	82	2	2	0	6	31	2	99	8	2		32	1		1	3	1	"1920"		3	3.0
1921.0	16	38	1	1	1	81	4	5	0	2	17	1	6	37	2		24	2	3	1	1	2	"1921"		3	3.0
1922.0	17	56	3	1	2																		"1922"		3	3.0
1923.0	13	20	1	1	2																		"1923"		3	3.0
1924.0	14	48	4	1	2																		"1924"		3	3.0
1926.0	14	8	1	1	2																		"1926"		3	3.0
1927.0	15	29	1	1	1	81	4	3	0	0	36	1	6	13	2		21	2	3	1	4	1	"1927"		3	3.0
1928.0	17	28	1	1	1	81	3	3	3	6	26	1	8	13	2		12	2	3	1	2	2	"1928"		3	3.0
1928.0			1	1	1	82	5	3	2	4	27	1	8	13	2		12	2	3	1	2	2	"1928"		3	3.0
1929.0	14	35	1	1	2																		"1929"		3	3.0
1930.0	15	18	1	1	2																		"1930"		3	3.0
1931.0	14	10	1	1	2																		"1931"		3	3.0
1932.0	16	40	1	1	2																		"1932"		3	3.0
1933.0	15	40	1	1	2																		"1933"		3	3.0
1934.0	11	19	1	1	2																		"1934"		3	3.0
1935.0	12	36	1	1	2																		"1935"		3	3.0
1936.0	16	19	1	1	2																		"1936"		3	3.0
1937.0	18	8	1	1	2																		"1937"		3	3.0
1938.0	20	2	1	1	2																		"1938"		3	3.0
1939.0	11	35	1	1	2																		"1939"		3	3.0
1940.1	17	11	6	1	2																		"1940.1"		3	3.0
1940.2	17	18	3	1	2																		"1940.2"		3	3.0
1941.0	12	35	1	1	2																		"1941"		3	3.0
1942.0	15	10	3	1	2																		"1942"		3	3.0
1943.0	15	38	1	1	2																		"1943"		3	3.0
1944.0	12	15	1	1	2																		"1944"		3	3.0
1945.0	17	15	1	1	2																		"1945"		3	3.0
1946.0	16	49	1	1	2																		"1946"		3	3.0
1947.0	13	17	1	1	1	81	4	5	1	0	14	1	9	21	1	46		1		2	1	2	"1947"		3	3.0
1948.0	12	40	1	1	2																		"1948"		3	3.0
1949.0	11	18	1	1	1	81	3	3	1	0	16	1	0	21	1	39		1		1	1	2	"1949"		3	3.0
1950.0	13	37	1	1	2																		"1950"		3	3.0
1951.0	15	44	1	1	2																		"1951"		3	3.0
1952.0	11	46	1	1	2																		"1952"		3	3.0
1953.0	18	51	1	1	2																		"1953"		3	3.0
1954.0	11	55	1	1	2																		"1954"		3	3.0
1955.0	17	0	2	1	2																		"1955"		3	3.0
1957.0	15	6	1	1	2																		"1957"		3	3.0
1958.0	13	9	1	1	2																		"1958"		3	3.0
1959.0	15	31	1	1	2																		"1959"		3	3.0
1960.0	15	33	1	1	2																		"1960"		3	3.0
1961.0	12	27	1	1	2																		"1961"		3	3.0
1962.0	14	58	1	1	2																		"1962"		3	3.0
1963.1	15	57	1	1	2																		"1963.1"		3	3.0
1963.2	13	1	7	1	2																		"1963.2"		3	3.0
