a01	stime_h_vx4	stime_m_vx4	res_id_vx4	consent_vx4	v1_01	pid_v1	mid_v1	v1_02	v1_03	v1_04	v1_05	v1_06	v1_07	v1_08	v1_09	v1_10	v1_11	v1_15	v1_16	v1_12	v1_13	v1_14	hhid2	del	hh_type	round
2702.0	12	57	1	1	2																		"2702"		3	3.0
2703.0	18	36	1	1	1	81	2	3	1	0	17	1	9	13	1	1		1		1	1	1	"2703"		3	3.0
2704.0	14	46	1	1	1	81	3	3	1	7	25	1	1	13	1	27		1		3	3	1	"2704"		3	3.0
2704.0			1	1	1	82	5	3	1	4	17	1	1	13	1	27		1		3	3	1	"2704"		3	3.0
2704.0			1	1	1	83	8	4	0	8	21	2	1	82	1	18		1		9	9	2	"2704"		3	3.0
2705.0	16	8	6	1	2																		"2705"		3	3.0
2706.0	11	51	1	1	2																		"2706"		3	3.0
2707.0	14	41	8	1	2																		"2707"		3	3.0
2708.0	14	24	1	1	2																		"2708"		3	3.0
2709.0	16	59	1	1	2																		"2709"		3	3.0
2710.0	13	15	1	1	2																		"2710"		3	3.0
2711.0	11	32	2	1	1	81	4	3	0	5	17	1	5	11	1	18		1		9	3	2	"2711"		3	3.0
2711.0			2	1	1	82	5	3	0	5	15	1	4	11	1	18		1		9	3	2	"2711"		3	3.0
2712.0	13	42	2	1	2																		"2712"		3	3.0
2713.0	18	21	1	1	1	81	2	3	0	2	19	1	9	10	1	1		1		1	1	2	"2713"		3	3.0
2713.0			1	1	1	82	6	2	0	6	45	1	5	1	1	19		1		9	1	1	"2713"		3	3.0
2714.0	16	35	1	1	1	81	2	3	0	7	21	1	10	81	1	1		1		2	3	2	"2714"		3	3.0
2714.0			1	1	1	82	3	3	2	1	16	2	6	82	1	27		1		3	3	2	"2714"		3	3.0
2715.0	14	12	1	1	2																		"2715"		3	3.0
2716.0	14	44	1	1	1	81	3	3	2	2	25	1	4	22	1	28		1		1	1	1	"2716"		3	3.0
2717.0	15	53	1	1	1	81	3	3	1	3	28	1	7	1	1	26		1		1	1	1	"2717"		3	3.0
2718.0	14	40	1	1	2																		"2718"		3	3.0
2719.0	18	22	1	1	2																		"2719"		3	3.0
2720.0	17	10	1	1	2																		"2720"		3	3.0
2721.0	15	8	1	1	2																		"2721"		3	3.0
2722.0	12	25	1	1	2																		"2722"		3	3.0
2723.0	14	35	1	1	1	81	3	3	3	2	16	2	8	82	1	49		1		3	1	2	"2723"		3	3.0
2724.0	13	17	1	1	1	81	3	3	2	4	11	1	2	81	1	49		1		2	3	2	"2724"		3	3.0
2725.0	13	27	1	1	2																		"2725"		3	3.0
2726.0	11	54	3	1	1	81	5	3	2	1	16	2	7	82	1	49		1		3	3	2	"2726"		3	3.0
2727.0	13	21	2	1	1	81	3	3	2	5	24	1	15	81	1	51		1		2	3	2	"2727"		3	3.0
2727.0			2	1	1	82	4	3	2	11	20	2	10	82	1	49		1		3	3	2	"2727"		3	3.0
2728.0	12	56	1	1	2																		"2728"		3	3.0
2729.0	15	20	1	1	2																		"2729"		3	3.0
2730.0	13	40	1	1	2																		"2730"		3	3.0
2731.0	11	52	1	1	1	81	3	3	2	6	17	2	5	82	1	42		1		3	4	2	"2731"		3	3.0
2731.0			1	1	1	82	4	3	2	4	21	2	7	82	1	44		1		3	4	1	"2731"		3	3.0
2732.0	14	31	1	1	2																		"2732"		3	3.0
2733.0	14	0	2	1	1	81	3	3	0	6	16	1	6	11	1	2		1		1	1	1	"2733"		3	3.0
2733.0			2	1	1	82	4	3	0	6	13	2	6	82	1	49		1		3	1	2	"2733"		3	3.0
2734.0	14	43	1	1	1	81	3	3	3	6	17	1	5	13	1	2		1		1	3	1	"2734"		3	3.0
2734.0			1	1	1	82	4	3	3	6	14	2	6	81	1	2		1		2	3	2	"2734"		3	3.0
2735.0	12	33	1	1	1	81	3	3	2	11	17	2	10	82	1	49		1		3	3	2	"2735"		3	3.0
2736.0	12	10	2	1	2																		"2736"		3	3.0
2737.0	14	2	3	1	2																		"2737"		3	3.0
2740.0	12	51	1	1	1	81	3	3	1	3	22	2	6	82	1	49		1		3	3	2	"2740"		3	3.0
2741.0	15	22	1	1	2																		"2741"		3	3.0
2742.0	15	38	2	1	2																		"2742"		3	3.0
2743.1	15	0	1	1	2																		"2743.1"		3	3.0
2743.2	14	42	4	1	2																		"2743.2"		3	3.0
2743.3	14	50	10	1	2																		"2743.3"		3	3.0
2744.0	13	4	1	1	1	81	3	3	1	6	14	2	6	82	1	49		1		3	3	2	"2744"		3	3.0
2745.1	14	6	1	1	2																		"2745.1"		3	3.0
2745.2	13	21	3	1	2																		"2745.2"		3	3.0
2745.3	15	37	6	1	2																		"2745.3"		3	3.0
2745.4	14	12	9	1	2																		"2745.4"		3	3.0
2746.1	15	26	1	1	2																		"2746.1"		3	3.0
2746.2	16	14	3	1	2																		"2746.2"		3	3.0
2747.1	13	23	1	1	2																		"2747.1"		3	3.0
2747.2	13	15	4	1	2																		"2747.2"		3	3.0
2748.0	15	32	1	1	2																		"2748"		3	3.0
2749.0	17	4	1	1	2																		"2749"		3	3.0
2750.0	14	25	1	1	1	81	3	3	3	1	13	1	5	81	1	49		1		2	4	2	"2750"		3	3.0
2751.0	16	18	1	1	2																		"2751"		3	3.0
2752.0	16	43	1	1	2																		"2752"		3	3.0
2753.0	14	26	1	1	2																		"2753"		3	3.0
2755.0	17	1	6	1	1	81	8	3	1	3	15	1	5	81	1	49		1		2	3	2	"2755"		3	3.0
2756.1	14	21	1	1	1	81	6	3	2	4	22	1	12	81	1	57		1		2	1	2	"2756.1"		3	3.0
2756.1			1	1	1	82	7	3	1	2	18	1	10	37	1	1		1		1	1	2	"2756.1"		3	3.0
2756.2	13	13	4	1	2																		"2756.2"		3	3.0
2757.0	11	59	1	1	2																		"2757"		3	3.0
2758.0	15	5	1	1	2																		"2758"		3	3.0
2759.0	13	34	1	1	2																		"2759"		3	3.0
2760.0	13	51	5	1	2																		"2760"		3	3.0
2761.0	13	36	1	1	2																		"2761"		2	3.0
2762.0	14	25	2	1	2																		"2762"		2	3.0
2763.0	15	15	1	1	1	81	3	3	2	6	30	1	4	7	1	1		1		1	1	1	"2763"		2	3.0
2764.0	13	0	1	1	2																		"2764"		2	3.0
2765.0	15	46	1	1	2																		"2765"		2	3.0
2766.0	15	51	2	1	2																		"2766"		2	3.0
2767.0	16	30	1	1	2																		"2767"		2	3.0
2768.0	12	40	1	1	1	81	5	3	2	5	21	1	10	44	1	9		1		2	1	1	"2768"		2	3.0
2769.0	14	18	1	1	2																		"2769"		2	3.0
2770.0	11	51	4	1	2																		"2770"		2	3.0
2771.0	16	8	2	1	2																		"2771"		2	3.0
2772.0	12	23	3	1	2																		"2772"		2	3.0
2773.0	16	26	1	1	2																		"2773"		2	3.0
2774.0	13	43	1	1	2																		"2774"		2	3.0
2775.0	13	20	2	1	2																		"2775"		2	3.0
2776.0	12	45	1	1	2																		"2776"		2	3.0
2777.0	14	53	1	1	2																		"2777"		2	3.0
2778.0	15	47	1	1	2																		"2778"		2	3.0
2779.0	16	5	1	1	1	81	3	3	2	3	18	1	9	13	1	1		1		1	1	1	"2779"		2	3.0
2780.0	16	22	1	1	2																		"2780"		2	3.0
2781.0	14	6	2	1	1	81	1	2	2	8	31	1	99	37	1	2		1		1	1	1	"2781"		2	3.0
2782.0	13	56	1	1	2																		"2782"		2	3.0
2783.0	17	38	2	1	2																		"2783"		2	3.0
2784.0	8	43	1	1	2																		"2784"		2	3.0
2785.1	14	41	3	1	1	81	1	2	10	2	49	1	8	13	1	1		1		1	1	2	"2785.1"	1	2	3.0
2785.2	13	7	2	1	2																		"2785.2"		2	3.0
2786.0	12	30	1	1	1	81	2	3	0	1	21	1	6	3	2		19	1		1	1	1	"2786"		2	3.0
2787.0	16	16	1	1	2																		"2787"		2	3.0
2788.0	14	51	6	1	2																		"2788"		2	3.0
2789.0	10	56	2	1	2																		"2789"		2	3.0
2790.0	12	11	1	1	2																		"2790"		2	3.0
2791.0	16	3	3	1	2																		"2791"		2	3.0
2792.0	15	3	1	1	2																		"2792"		2	3.0
2793.0	14	10	1	1	2																		"2793"		2	3.0
2794.0	17	10	1	1	2																		"2794"		2	3.0
2795.0	13	1	1	1	2																		"2795"		2	3.0
2796.0	10	6	2	1	1	81	1	2	2	11	56	1	4	21	1	9		1		1	10	1	"2796"		2	3.0
2797.0	10	37	1	1	2																		"2797"		2	3.0
2798.0	11	37	3	1	2																		"2798"		2	3.0
2799.0	16	9	1	1	2																		"2799"		2	3.0
2800.0	12	58	1	1	2																		"2800"		2	3.0
2801.0	15	30	1	1	2																		"2801"		2	3.0
2802.0	13	34	1	1	2																		"2802"		2	3.0
2803.0	16	36	1	1	1	81	3	3	2	5	21	2	12	5	1	1		1		2	2	2	"2803"		2	3.0
2804.0	15	24	1	1	2																		"2804"		2	3.0
2805.0	13	48	2	1	2																		"2805"		2	3.0
2806.0	11	28	4	1	2																		"2806"		2	3.0
2808.0	13	48	1	1	2																		"2808"		2	3.0
2809.0	11	56	1	1	2																		"2809"		2	3.0
2810.0	12	19	4	1	1	81	3	2	1	4	32	1	9	37	1	2		1		1	1	1	"2810"		2	3.0
2811.0	15	32	7	1	2																		"2811"		2	3.0
2812.0	16	8	2	1	2																		"2812"		2	3.0
2813.0	17	13	1	1	2																		"2813"		2	3.0
2814.0	16	54	5	1	2																		"2814"		2	3.0
2815.0	14	50	1	1	2																		"2815"		2	3.0
2816.0	16	21	2	1	2																		"2816"		2	3.0
2817.0	12	17	1	1	2																		"2817"		2	3.0
2818.0	13	24	5	1	2																		"2818"		2	3.0
2819.0	13	17	1	1	2																		"2819"		2	3.0
2820.0	13	25	1	1	2																		"2820"		2	3.0
2821.0	12	21	1	1	2																		"2821"		2	3.0
2822.0	16	20	1	1	2																		"2822"		2	3.0
2823.0	11	49	1	1	2																		"2823"		2	3.0
2824.0	13	43	1	1	2																		"2824"		2	3.0
2825.0	9	10	1	1	2																		"2825"		2	3.0
2826.0	18	17	1	1	2																		"2826"		2	3.0
2827.0	13	47	1	1	2																		"2827"		2	3.0
2828.0	13	42	1	1	2																		"2828"		2	3.0
2829.0	15	37	1	1	2																		"2829"		2	3.0
2831.0	14	30	1	1	2																		"2831"		2	3.0
2832.0	13	37	1	1	1	81	5	3	1	6	17	1	8	10	2		10	1		8	1	2	"2832"		2	3.0
2833.0	16	38	1	1	2																		"2833"		2	3.0
2834.0	15	30	4	1	2																		"2834"		2	3.0
2835.0	17	5	1	1	2																		"2835"		2	3.0
2836.0	0		1	1	2																		"2836"		2	3.0
2837.0	16	4	1	1	2																		"2837"		2	3.0
2838.0	17	15	1	1	2																		"2838"		2	3.0
2839.1	14	40	2	1	2																		"2839.1"		2	3.0
2839.2	15	20	5	1	2																		"2839.2"		2	3.0
2840.0	16	15	1	1	2																		"2840"		2	3.0
2841.0	15	48	1	1	1	81	3	3	1	6	23	1	12	13	1	1		1		1	1	1	"2841"		2	3.0
2842.0	14	33	1	1	2																		"2842"		2	3.0
2844.0	13	38	1	1	2																		"2844"		2	3.0
2845.0	15	21	1	1	2																		"2845"		2	3.0
2846.0	15	7	1	1	2																		"2846"		2	3.0
2847.0	15	5	1	1	2																		"2847"		2	3.0
2848.0	13	55	1	1	2																		"2848"		2	3.0
2849.0	16	30	2	1	1	81	3	3	8	0	21	1	12	13	1	1		1		1	1	1	"2849"	1	2	3.0
2850.0	12	27	2	1	1	81	1	2	0	11	46	1	10	21	1	1		1		1	1	1	"2850"		2	3.0
2851.0	14	5	1	1	2																		"2851"		2	3.0
2852.0	14	5	1	1	2																		"2852"		2	3.0
2853.0	17	16	1	1	2																		"2853"		2	3.0
2854.0	12	15	3	1	2																		"2854"		2	3.0
2855.0	16	17	1	1	2																		"2855"		2	3.0
2856.0	14	25	1	1	2																		"2856"		2	3.0
2857.0	14	32	1	1	2																		"2857"		2	3.0
2858.0	12	10	1	1	2																		"2858"		2	3.0
2859.1	14	22	1	1	2																		"2859.1"		2	3.0
2859.2	14	42	5	1	2																		"2859.2"		2	3.0
2860.0	13	25	1	1	2																		"2860"		2	3.0
2862.0	13	20	2	1	1	81	1	2	3	0	61	1	5	3	1	1		1		8	1	1	"2862"		3	3.0
2863.0	13	4	1	1	1	81	7	3	2	11	25	1	12	7	2		30	2	1	1	4	1	"2863"		3	3.0
2864.0	14	10	1	1	2																		"2864"		3	3.0
2865.0	14	20	4	1	2																		"2865"		3	3.0
2866.0	13	50	1	1	2																		"2866"		3	3.0
2867.0	16	20	1	1	2																		"2867"		3	3.0
2868.1	16	47	1	1	2																		"2868.1"		3	3.0
2868.2	13	55	3	1	2																		"2868.2"		3	3.0
2869.0	16	35	2	1	2																		"2869"		3	3.0
2870.0	13	26	2	1	1	81	1	2	2	3	38	1	2	36	1	5		1		8	1	1	"2870"		3	3.0
2871.0	12	21	1	1	2																		"2871"		3	3.0
2872.0	14	41	2	1	2																		"2872"		3	3.0
2873.0	13	31	1	1	2																		"2873"		3	3.0
2874.0	13	42	2	1	2																		"2874"		3	3.0
2875.0	13	52	2	1	2																		"2875"		3	3.0
2876.0	14	40	1	1	2																		"2876"		3	3.0
2877.0	15	11	1	1	2																		"2877"		3	3.0
2878.1	13	12	3	1	1	81	1	2	4	6	40	1	9	36	1	18		1		8	1	1	"2878.1"		3	3.0
2878.2	16	48	5	1	2																		"2878.2"		3	3.0
2879.0	13	45	1	1	2																		"2879"		3	3.0
2880.0	13	31	1	1	2																		"2880"		3	3.0
2881.1	12	30	1	1	2																		"2881.1"		3	3.0
2881.2	13	15	3	1	2																		"2881.2"		3	3.0
2882.0	16	5	2	1	2																		"2882"		3	3.0
2883.0	11	42	1	1	2																		"2883"		3	3.0
2885.1	14	23	1	1	2																		"2885.1"		3	3.0
2885.2	11	10	3	1	2																		"2885.2"		3	3.0
2886.0	17	16	1	1	2																		"2886"		3	3.0
2887.0	13	58	1	1	1	81	2	3	3	6	14	1	2	37	1	1		1		1	8	1	"2887"		3	3.0
2888.0	13	23	1	1	1	81	3	7	0	4	26	2	5	11	2		29	2	1	1	6	1	"2888"		3	3.0
2889.0	14	6	5	1	2																		"2889"		3	3.0
2890.0	14	35	1	1	1	81	3	3	2	7	19	1	2	7	2		24	1		1	4	1	"2890"		3	3.0
2890.0			1	1	1	82	4	3	0	6	15	1	6	32	1	1		1		1	3	2	"2890"		3	3.0
2893.0	14	56	1	1	2																		"2893"		3	3.0
2894.0	14	38	4	1	2																		"2894"		3	3.0
2895.0	12	44	1	1	2																		"2895"		3	3.0
2896.0	15	7	2	1	1	81	4	3	2	4	15	1	6	36	1	1		1		1	2	2	"2896"		3	3.0
2897.0	13	6	2	1	2																		"2897"		3	3.0
2898.0	15	56	3	1	2																		"2898"		3	3.0
2899.0	13	16	1	1	2																		"2899"		3	3.0
2900.0	13	10	1	1	2																		"2900"		3	3.0
2901.0	13	10	1	1	2																		"2901"		3	3.0
2902.0	13	40	2	1	1	81	3	3	0	1	21	1	12	13	1	43		1		1	1	1	"2902"		3	3.0
2903.0	13	19	1	1	2																		"2903"		3	3.0
2904.0	11	6	1	1	2																		"2904"		3	3.0
2905.0	15	27	1	1	2																		"2905"		3	3.0
2907.0	11	53	1	1	2																		"2907"		3	3.0
2908.0	12	38	1	1	2																		"2908"		3	3.0
2909.0	12	46	1	1	2																		"2909"		3	3.0
2910.0	15	18	2	1	2																		"2910"		3	3.0
2911.0	11	59	2	1	1	81	3	7	1	1	22	1	5	1	2		29	1		8	7	1	"2911"		3	3.0
2912.0	12	40	1	1	2																		"2912"		3	3.0
2913.0	8	26	1	1	2																		"2913"		3	3.0
2914.0	12	41	1	1	2																		"2914"		3	3.0
2915.0	12	44	1	1	2																		"2915"		3	3.0
2916.0	13	14	1	1	2																		"2916"		3	3.0
2917.0	11	30	1	1	2																		"2917"		3	3.0
2918.1	12	56	1	1	1	81	7	3	2	6	31	1	9	13	1	1		1		1	2	2	"2918.1"		3	3.0
2918.1			1	1	1	82	8	4	2	6	22	2	10	13	1	1		1		1	2	2	"2918.1"		3	3.0
2918.1			1	1	1	83	9	5	2	6	4	1	1	81	1	1		1		2	2	2	"2918.1"		3	3.0
2918.2	17	16	3	1	1	81	7	1	2	6	31	1	9	13	1	1		1		1	2	2	"2918.2"		3	3.0
2918.2			3	1	1	82	8	11	2	6	22	2	10	13	1	1		1		1	2	2	"2918.2"		3	3.0
2918.2			3	1	1	83	9	12	2	6	4	1	1	81	1	1		1		2	2	2	"2918.2"		3	3.0
2919.0	13	6	1	1	2																		"2919"		3	3.0
2920.0	11	2	1	1	2																		"2920"		3	3.0
2922.0	10	59	1	1	2																		"2922"		3	3.0
2923.0	13	49	2	1	2																		"2923"		3	3.0
2924.0	18	30	1	1	2																		"2924"		3	3.0
2925.0	15	26	1	1	2																		"2925"		3	3.0
2926.0	10	24	1	1	2																		"2926"		3	3.0
2927.0	12	13	1	1	2																		"2927"		3	3.0
2928.0	13	20	1	1	1	81	8	3	2	2	2	2	3	13	1	1		1		1	1	2	"2928"		3	3.0
2929.0	11	52	1	1	2																		"2929"		3	3.0
2930.0	11	18	1	1	1	81	4	3	2	4	36	1	2	13	1	1		1		1	1	2	"2930"		3	3.0
2930.0			1	1	1	82	5	4	2	4	21	2	4	13	1	1		1		1	1	2	"2930"		3	3.0
2931.0	10	45	1	1	2																		"2931"		3	3.0
2932.0	17	25	3	1	2																		"2932"		3	3.0
2933.0	12	8	1	1	1	81	4	3	0	6	17	1	10	13	2		12	1		1	4	1	"2933"		3	3.0
2934.0	15	44	1	1	2																		"2934"		3	3.0
2935.0	14	32	1	1	1	81	5	3	2	4	26	1	4	22	1	1		1		9	1	2	"2935"		3	3.0
2936.0	18	33	1	1	1	81	3	3	5	2	11	2	4	81	1	1		1		2	10	2	"2936"		3	3.0
2936.0			1	1	1	82	4	3	0	3	4	1	66	81	1	1		1		2	10	2	"2936"		3	3.0
2938.0	11	36	3	1	2																		"2938"		3	3.0
2939.0	14	42	1	1	2																		"2939"		3	3.0
2940.0	12	41	1	1	2																		"2940"		3	3.0
2941.0	7	30	3	1	2																		"2941"		2	3.0
2942.0	17	28	2	1	2																		"2942"		2	3.0
2943.0	14	15	1	1	2																		"2943"		2	3.0
2944.0	13	3	1	1	2																		"2944"		2	3.0
2945.0	14	5	1	1	2																		"2945"		2	3.0
2946.0	18	50	1	1	1	81	3	3	1	11	20	1	1	12	1	1		1		1	10	1	"2946"		2	3.0
2947.0	12	54	1	1	1	81	3	3	0	1	31	1	4	32	2		21	1		1	8	2	"2947"		2	3.0
2948.0	8	4	1	1	2																		"2948"		2	3.0
2949.1	11	22	1	1	2																		"2949.1"		2	3.0
2949.2	12	16	3	1	2																		"2949.2"		2	3.0
2950.0	11	48	1	1	2																		"2950"		2	3.0
2951.1	12	55	1	1	2																		"2951.1"		2	3.0
2951.2	13	42	5	1	2																		"2951.2"		2	3.0
2952.0	8	10	1	1	2																		"2952"		2	3.0
2953.1	11	36	2	1	2																		"2953.1"		2	3.0
2953.2	14	42	3	1	2																		"2953.2"		2	3.0
2954.0	12	34	1	1	2																		"2954"		2	3.0
2955.0	18	50	1	1	2																		"2955"		2	3.0
2956.0	7	35	1	1	1	81	3	3	0	8	21	1	10	12	1	30		1		1	4	1	"2956"		2	3.0
2957.0	11	57	1	1	2																		"2957"		2	3.0
2958.0	18	7	1	1	2																		"2958"		2	3.0
2959.0	12	22	1	1	2																		"2959"		2	3.0
2960.0	18	33	1	1	1	81	3	3	1	3	26	1	74	13	1	39		1		1	1	1	"2960"		2	3.0
2961.1	13	13	1	1	2																		"2961.1"		3	3.0
2961.2	14	25	9	1	2																		"2961.2"		3	3.0
2962.0	12	1	2	1	2																		"2962"		3	3.0
2963.0	15	34	1	1	2																		"2963"		3	3.0
2964.0	14	43	1	1	2																		"2964"		3	3.0
2965.0	12	19	1	1	2																		"2965"		3	3.0
2966.0	14	41	1	1	1	81	2	3	3	8	27	1	9	37	2		27	1		1	1	1	"2966"		3	3.0
2967.0	8	0	2	1	2																		"2967"		3	3.0
2968.0	10	54	1	1	2																		"2968"		3	3.0
2969.0	16	35	1	1	2																		"2969"		3	3.0
2970.0	15	48	2	1	2																		"2970"		3	3.0
2971.0	14	15	1	1	2																		"2971"		3	3.0
2972.0	17	52	4	1	2																		"2972"		3	3.0
2973.0	12	9	3	1	2																		"2973"		3	3.0
2974.0	13	4	1	1	2																		"2974"		3	3.0
2975.0	17	33	1	1	2																		"2975"		3	3.0
2976.0	13	58	1	1	2																		"2976"		3	3.0
2977.0	15	30	1	1	2																		"2977"		3	3.0
2978.0	15	38	1	1	2																		"2978"		3	3.0
2979.0	13	51	4	1	1	81	1	7	2	3	29	1	5	37	2		2	1		1	3	1	"2979"		3	3.0
2980.0	15	2	1	1	2																		"2980"		3	3.0
2981.0	10	35	3	1	2																		"2981"		3	3.0
2982.0	12	11	1	1	2																		"2982"		3	3.0
2983.11	17	8	5	1	2																		"2983.1.1"		3	3.0
2983.12	10	59	6	1	2																		"2983.1.2"		3	3.0
2983.2	15	15	3	1	2																		"2983.2"		3	3.0
2984.1	14	7	1	1	2																		"2984.1"		3	3.0
2984.2	17	9	3	1	2																		"2984.2"		3	3.0
2985.0	14	15	1	1	2																		"2985"		3	3.0
2986.0	14	17	2	1	2																		"2986"		3	3.0
2987.0	16	54	2	1	2																		"2987"		3	3.0
2988.0	13	58	2	1	2																		"2988"		3	3.0
2989.0	13	15	1	1	2																		"2989"		3	3.0
2990.0	16	58	2	1	2																		"2990"		3	3.0
2991.0	15	27	5	1	2																		"2991"		3	3.0
2992.1	14	20	1	1	2																		"2992.1"		3	3.0
2992.2	9	1	4	1	2																		"2992.2"		3	3.0
2993.0	13	17	2	1	2																		"2993"		3	3.0
2994.0	15	3	1	1	1	81	2	3	2	6	20	1	7	13	1	1		1		1	1	1	"2994"		3	3.0
2995.0	15	9	3	1	2																		"2995"		3	3.0
2996.0	13	38	1	1	2																		"2996"		3	3.0
2997.0	13	31	1	1	2																		"2997"		3	3.0
2998.0	12	16	1	1	2																		"2998"		3	3.0
2999.0	14	33	4	1	2																		"2999"		3	3.0
3001.0	14	42	1	1	2																		"3001"		3	3.0
3002.1	14	57	9	1	2																		"3002.1"		3	3.0
3002.2	10	7	6	1	2																		"3002.2"		3	3.0
3003.0	14	42	1	1	2																		"3003"		3	3.0
3004.0	15	22	2	1	2																		"3004"		3	3.0
3005.0	12	30	1	1	2																		"3005"		3	3.0
3006.0	16	1	1	1	2																		"3006"		3	3.0
3007.1	13	47	1	1	2																		"3007.1"		3	3.0
3007.2	12	43	5	1	2																		"3007.2"		3	3.0
3008.0	13	6	1	1	2																		"3008"		3	3.0
3009.0	15	57	1	1	2																		"3009"		3	3.0
3010.0	15	14	1	1	2																		"3010"		3	3.0
3011.0	14	47	1	1	2																		"3011"		3	3.0
3012.0	11	49	1	1	2																		"3012"		3	3.0
3013.0	15	7	1	1	2																		"3013"		3	3.0
3014.1	15	30	1	1	1	81	5	3	1	2	19	1	3	21	1	55		1		1	2	1	"3014.1"		3	3.0
3014.2	16	43	8	1	2																		"3014.2"		3	3.0
3015.0	14	48	2	1	1	81	1	2	3	1	34	1	10	21	2		3	1		1	1	1	"3015"		3	3.0
3016.0	14	57	1	1	2																		"3016"		3	3.0
3017.0	16	12	1	1	1	81	3	3	3	8	22	2	12	81	1	55		1		2	1	1	"3017"		3	3.0
3017.0			1	1	1	82	4	3	3	8	19	1	12	81	2		39	1		2	2	2	"3017"		3	3.0
3017.0			1	1	1	83	5	3	2	1	18	2	12	81	1	55		1		2	1	1	"3017"		3	3.0
3017.0			1	1	1	84	6	3	0	8	12	2	6	81	1	55		1		2	1	1	"3017"		3	3.0
3018.0	13	11	1	1	2																		"3018"		3	3.0
3019.0	13	58	1	1	2																		"3019"		3	3.0
3020.0	9	56	1	1	2																		"3020"		3	3.0
3021.0	9	35	2	1	1	81	3	3	1	3	15	1	5	13	1	55		1		1	1	1	"3021"		3	3.0
3022.0	12	50	3	1	2																		"3022"		3	3.0
3023.0	12	31	1	1	2																		"3023"		3	3.0
3024.0	15	43	1	1	2																		"3024"		3	3.0
3025.0	15	15	6	1	2																		"3025"		3	3.0
3026.1	15	14	8	1	2																		"3026.1"		3	3.0
3026.2	14	10	2	1	2																		"3026.2"		3	3.0
3027.0	15	57	1	1	2																		"3027"		3	3.0
3028.1	9	18	12	1	2																		"3028.1"		3	3.0
3028.2	15	24	2	1	2																		"3028.2"		3	3.0
3028.3	16	8	5	1	2																		"3028.3"		3	3.0
3029.1	13	43	1	1	2																		"3029.1"		3	3.0
3029.2	14	40	2	1	2																		"3029.2"		3	3.0
3030.0	14	2	1	1	2																		"3030"		3	3.0
3031.0	12	2	1	1	2																		"3031"		3	3.0
3032.0	9	38	1	1	2																		"3032"		3	3.0
3033.0	14	10	3	1	1	81	3	1	3	2	25	1	4	37	2		27	1		1	1	1	"3033"		3	3.0
3034.0	13	50	1	1	2																		"3034"		3	3.0
3035.1	15	46	1	1	2																		"3035.1"		3	3.0
3035.2	16	50	5	1	2																		"3035.2"		3	3.0
3036.0	12	25	1	1	2																		"3036"		3	3.0
3037.0	15	16	1	1	2																		"3037"		3	3.0
3038.0	14	57	1	1	2																		"3038"		3	3.0
3039.0	14	50	1	1	2																		"3039"		3	3.0
3040.0	14	8	1	1	2																		"3040"		3	3.0
3041.0	12	32	3	1	2																		"3041"		3	3.0
3042.0	15	13	3	1	2																		"3042"		3	3.0
3043.0	16	51	3	1	2																		"3043"		3	3.0
3044.0	13	9	1	1	2																		"3044"		3	3.0
3045.0	12	35	3	1	2																		"3045"		3	3.0
3046.0	15	18	1	1	2																		"3046"		3	3.0
3047.0	13	3	1	1	1	81	6	3	2	5	24	1	12	81	1	56		1		2	1	1	"3047"		3	3.0
3048.0	12	30	2	1	2																		"3048"		3	3.0
3049.0	11	20	1	1	2																		"3049"		3	3.0
3050.0	14	40	1	1	2																		"3050"		3	3.0
3051.0	16	6	1	1	2																		"3051"		3	3.0
3052.0	12	45	1	1	2																		"3052"		3	3.0
3053.0	11	40	1	1	2																		"3053"		3	3.0
3054.0	8	42	1	1	2																		"3054"		3	3.0
3055.0	9	22	1	1	2																		"3055"		3	3.0
3056.0	14	20	1	1	2																		"3056"		3	3.0
3057.0	14	50	1	1	2																		"3057"		3	3.0
3058.0	13	44	3	1	2																		"3058"		3	3.0
3059.0	10	13	1	1	2																		"3059"		3	3.0
3060.0	13	32	1	1	2																		"3060"		3	3.0
3062.1	16	21	1	1	2																		"3062.1"		3	3.0
3062.2	17	1	3	1	2																		"3062.2"		3	3.0
3063.0	17	22	1	1	2																		"3063"		3	3.0
3065.0	11	50	1	1	2																		"3065"		3	3.0
3066.0	17	24	1	1	2																		"3066"		3	3.0
3067.0	14	55	1	1	2																		"3067"		3	3.0
3068.0	17	38	6	1	2																		"3068"		3	3.0
3069.0	13	55	1	1	2																		"3069"		3	3.0
3070.0	16	8	5	1	2																		"3070"		3	3.0
3071.1	15	0	1	1	2																		"3071.1"		3	3.0
3071.2	14	21	8	1	2																		"3071.2"		3	3.0
3072.0	11	57	1	1	2																		"3072"		3	3.0
3073.0	14	13	2	1	2																		"3073"		3	3.0
3074.0	16	12	1	1	2																		"3074"		3	3.0
3075.0	16	8	1	1	2																		"3075"		3	3.0
3076.0	13	53	1	1	2																		"3076"		3	3.0
3077.0	12	20	1	1	2																		"3077"		3	3.0
3078.1	15	27	1	1	2																		"3078.1"		3	3.0
3078.2	13	5	5	1	2																		"3078.2"		3	3.0
3079.0	15	46	4	1	2																		"3079"		3	3.0
3080.0	13	56	1	1	2																		"3080"		3	3.0
3081.0	14	1	1	1	2																		"3081"		3	3.0
3082.1	13	46	3	1	2																		"3082.1"		3	3.0
3082.2	16	35	6	1	2																		"3082.2"		3	3.0
