a01	stime_h_c	stime_m_c	res_id_c	consent_c	mid_c	c01	c02	c02oth	c03	c04	c05	c05oth	c06	c07	c08	c09	c10	c11	c12	c13	c14	hhid2	hh_type	round
3498.0			1	1	4	1		" "			23	" "	5	6	8.0	3					12000.0	"3498"	3	3.0
3499.0	8	7	2	1	2	1		" "			70	" "	1	7	1.0	3					500.0	"3499"	3	3.0
3499.0			2	1	2	1		" "			69	" "	2	7	1.0	3					100.0	"3499"	3	3.0
3499.0			2	1	2	1		" "			65	" "	3	7	1.0	3					500.0	"3499"	3	3.0
3501.0	8	17	1	1	1	1		" "			51	" "	1	7	4.0	3					7000.0	"3501"	3	3.0
3501.0			1	1	1	1		" "			65	" "	2	3	1.0	3					1000.0	"3501"	3	3.0
3501.0			1	1	1	2		" "			70	" "	3	4	1.0	4						"3501"	3	3.0
3501.0			1	1	2	1		" "			70	" "	4	7	1.0	3					100.0	"3501"	3	3.0
3501.0			1	1	5	5		" "				" "										"3501"	3	3.0
3502.0	8	47	1	1	1	1		" "			23	" "	1	7	10.0	3					15000.0	"3502"	3	3.0
3502.0			1	1	2	1		" "			69	" "	2	7	1.0	3					100.0	"3502"	3	3.0
3502.0			1	1	4	5		" "				" "										"3502"	3	3.0
3503.0	8	58	1	1	1	1		" "			22	" "	1	7	10.0	3					12000.0	"3503"	3	3.0
3503.0			1	1	2	1		" "			69	" "	2	7	1.0	3					50.0	"3503"	3	3.0
3503.0			1	1	3	5		" "				" "										"3503"	3	3.0
3503.0			1	1	4	5		" "				" "										"3503"	3	3.0
3504.0	14	23	1	1	1	1		" "			65	" "	1	7	2.0	3					4500.0	"3504"	3	3.0
3504.0			1	1	1	1		" "			1	" "	2	6	7.0	1	300	50	2		7000.0	"3504"	3	3.0
3504.0			1	1	1	1		" "			70	" "	3	5	1.0	3					3500.0	"3504"	3	3.0
3504.0			1	1	2	1		" "			69	" "	4	7	2.0	3					200.0	"3504"	3	3.0
3504.0			1	1	2	2		" "			70	" "	5	7	2.0	4						"3504"	3	3.0
3504.0			1	1	3	5		" "				" "										"3504"	3	3.0
3505.0	8	23	1	1	1	1		" "			11	" "	1	6	4.0	1	200	0	2		5000.0	"3505"	3	3.0
3505.0			1	1	1	1		" "			70	" "	2	7	1.0	3					0.0	"3505"	3	3.0
3505.0			1	1	2	1		" "			69	" "	3	7	1.0	3					100.0	"3505"	3	3.0
3505.0			1	1	2	2		" "			70	" "	4	7	1.0	4						"3505"	3	3.0
3505.0			1	1	3	1		" "			13	" "	5	6	10.0	2					6000.0	"3505"	3	3.0
3506.1	8	42	1	1	1	1		" "			65	" "	1	4	4.0	3					6500.0	"3506.1"	3	3.0
3506.1			1	1	1	1		" "			11	" "	2	5	8.0	1	400	0	2		6000.0	"3506.1"	3	3.0
3506.1			1	1	1	1		" "			51	" "	6	4	2.0	3					5000.0	"3506.1"	3	3.0
3506.1			1	1	2	1		" "			70	" "	3	7	1.0	3					250.0	"3506.1"	3	3.0
3506.1			1	1	2	2		" "			70	" "	4	7	1.0	4						"3506.1"	3	3.0
3506.1			1	1	5	1		" "			11	" "	5	6	8.0	1	300	0	2		4500.0	"3506.1"	3	3.0
3506.2	7	53	3	1	3	1		" "			65	" "	1	7	5.0	3					6500.0	"3506.2"	3	3.0
3506.2			3	1	3	1		" "			7	" "	2	7	1.0	3					0.0	"3506.2"	3	3.0
3506.2			3	1	6	1		" "			69	" "	3	7	1.0	3					100.0	"3506.2"	3	3.0
3506.2			3	1	6	2		" "			70	" "	4	7	1.0	4						"3506.2"	3	3.0
3507.1	8	33	1	1	1	1		" "			65	" "	1	7	6.0	3					22250.0	"3507.1"	3	3.0
3507.1			1	1	1	1		" "			51	" "	2	7	4.0	3					9000.0	"3507.1"	3	3.0
3507.1			1	1	1	1		" "			70	" "	3	7	2.0	3					1200.0	"3507.1"	3	3.0
3507.1			1	1	2	1		" "			69	" "	4	7	1.0	3					150.0	"3507.1"	3	3.0
3507.1			1	1	2	2		" "			70	" "	5	7	1.0	4						"3507.1"	3	3.0
3507.1			1	1	3	2		" "			69	" "	6	7	1.0	4						"3507.1"	3	3.0
3507.2	8	48	4	1	4	1		" "			70	" "	1	7	2.0	3					300.0	"3507.2"	3	3.0
3507.2			4	1	5	1		" "			69	" "	2	7	1.0	3					0.0	"3507.2"	3	3.0
3507.2			4	1	5	2		" "			70	" "	3	7	2.0	4						"3507.2"	3	3.0
3508.0	8	54	1	1	1	1		" "			52	" "	1	6	8.0	3					25000.0	"3508"	3	3.0
3508.0			1	1	2	8		" "				" "										"3508"	3	3.0
3508.0			1	1	3	5		" "				" "										"3508"	3	3.0
3508.0			1	1	4	5		" "				" "										"3508"	3	3.0
3510.0	7	18	1	1	1	1		" "			52	" "	1	7	12.0	3					70000.0	"3510"	3	3.0
3510.0			1	1	2	1		" "			70	" "	2	7	1.0	3					5800.0	"3510"	3	3.0
3510.0			1	1	3	2		" "			52	" "	3	7	10.0	4						"3510"	3	3.0
3510.0			1	1	3	2		" "			70	" "	4	4	1.0	4						"3510"	3	3.0
3510.0			1	1	4	5		" "				" "										"3510"	3	3.0
3510.0			1	1	5	2		" "			70	" "	5	4	1.0	4						"3510"	3	3.0
3511.0	13	35	1	1	1	1		" "			51	" "	1	7	9.0	3					25000.0	"3511"	3	3.0
3511.0			1	1	2	8		" "				" "										"3511"	3	3.0
3511.0			1	1	3	5		" "				" "										"3511"	3	3.0
3511.0			1	1	4	7		" "				" "										"3511"	3	3.0
3511.0			1	1	5	8		" "				" "										"3511"	3	3.0
3511.0			1	1	6	5		" "				" "										"3511"	3	3.0
3512.0	14	12	1	1	1	1		" "			51	" "	1	6	10.0	3					25000.0	"3512"	3	3.0
3512.0			1	1	2	1		" "			69	" "	2	1	1.0	3					100.0	"3512"	3	3.0
3512.0			1	1	3	9		" "				" "										"3512"	3	3.0
3512.0			1	1	4	5		" "				" "										"3512"	3	3.0
3513.1	8	57	4	1	4	1		" "			20	" "	1	6	8.0	3					10000.0	"3513.1"	3	3.0
3513.1			4	1	4	1		" "			46	" "	2	6	3.0	3					6000.0	"3513.1"	3	3.0
3513.1			4	1	5	1		" "			69	" "	3	7	1.0	3					200.0	"3513.1"	3	3.0
3513.2	8	15	3	1	3	1		" "			69	" "	1	7	1.0	3					200.0	"3513.2"	3	3.0
3513.2			3	1	5	2		" "			69	" "	2	3	1.0	4						"3513.2"	3	3.0
3514.0	13	19	2	1	2	1		" "			69	" "	1	7	1.0	3					100.0	"3514"	3	3.0
3514.0			2	1	3	5		" "				" "										"3514"	3	3.0
3514.0			2	1	4	5		" "				" "										"3514"	3	3.0
3514.0			2	1	5	5		" "				" "										"3514"	3	3.0
3514.0			2	1	6	2		" "			69	" "	2	3	1.0	4						"3514"	3	3.0
3515.0	7	15	1	1	1	1		" "			52	" "	1	7	12.0	3					45000.0	"3515"	3	3.0
3515.0			1	1	1	1		" "			70	" "	2	7	1.0	3					0.0	"3515"	3	3.0
3515.0			1	1	2	2		" "			70	" "	3	7	1.0	4						"3515"	3	3.0
3515.0			1	1	3	5		" "				" "										"3515"	3	3.0
3515.0			1	1	4	5		" "				" "										"3515"	3	3.0
3516.0	8	35	1	1	1	1		" "			70	" "	1	4	1.0	3					17500.0	"3516"	3	3.0
3516.0			1	1	2	2		" "			70	" "	2	7	2.0	4						"3516"	3	3.0
3516.0			1	1	2	1		" "			69	" "	3	7	2.0	3					250.0	"3516"	3	3.0
3516.0			1	1	3	5		" "				" "										"3516"	3	3.0
3516.0			1	1	4	5		" "				" "										"3516"	3	3.0
3517.1	18	52	1	1	1	1		" "			52	" "	1	7	10.0	3					35000.0	"3517.1"	3	3.0
3517.1			1	1	1	1		" "			70	" "	2	7	1.0	3					0.0	"3517.1"	3	3.0
3517.1			1	1	2	2		" "			70	" "	3	7	1.0	4						"3517.1"	3	3.0
3517.1			1	1	3	5		" "				" "										"3517.1"	3	3.0
3517.1			1	1	4	5		" "				" "										"3517.1"	3	3.0
3517.2	8	0	5	1	5	1		" "			51	" "	1	7	9.0	3					40000.0	"3517.2"	3	3.0
3517.2			5	1	6	8		" "				" "										"3517.2"	3	3.0
3517.2			5	1	7	2		" "			51	" "	2	7	6.0	4						"3517.2"	3	3.0
3517.2			5	1	8	5		" "				" "										"3517.2"	3	3.0
3517.3	9	2	9	1	9	1		" "			52	" "	1	7	9.0	3					35000.0	"3517.3"	3	3.0
3517.3			9	1	10	8		" "				" "										"3517.3"	3	3.0
3517.3			9	1	11	5		" "				" "										"3517.3"	3	3.0
3517.3			9	1	12	5		" "				" "										"3517.3"	3	3.0
3517.3			9	1	16	7		" "				" "										"3517.3"	3	3.0
3517.4	13	28	13	1	13	1		" "			51	" "	1	7	9.0	3					35000.0	"3517.4"	3	3.0
3517.4			13	1	14	8		" "				" "										"3517.4"	3	3.0
3517.4			13	1	15	5		" "				" "										"3517.4"	3	3.0
3518.0	8	52	1	1	1	1		" "			32	" "	1	6	9.0	3					3000.0	"3518"	3	3.0
3518.0			1	1	1	2		" "			70	" "	2	7	1.0	4						"3518"	3	3.0
3518.0			1	1	2	2		" "			70	" "	3	4	1.0	4						"3518"	3	3.0
3518.0			1	1	3	1		" "			52	" "	4	6	9.0	3					18000.0	"3518"	3	3.0
3518.0			1	1	4	1		" "			70	" "	5	7	1.0	3					750.0	"3518"	3	3.0
3518.0			1	1	5	1		" "			52	" "	6	6	9.0	3					13000.0	"3518"	3	3.0
3518.0			1	1	6	5		" "				" "										"3518"	3	3.0
3518.0			1	1	7	5		" "				" "										"3518"	3	3.0
3519.0	8	22	1	1	1	1		" "			51	" "	1	7	9.0	3					20000.0	"3519"	3	3.0
3519.0			1	1	1	1		" "			70	" "	2	7	1.0	3					3500.0	"3519"	3	3.0
3519.0			1	1	2	2		" "			70	" "	3	2	1.0	4						"3519"	3	3.0
3519.0			1	1	3	2		" "			70	" "	4	7	1.0	4						"3519"	3	3.0
3520.0	9	23	2	1	2	1		" "			70	" "	1	7	2.0	3					3800.0	"3520"	3	3.0
3520.0			2	1	2	1		" "			69	" "	2	7	1.0	3					100.0	"3520"	3	3.0
3520.0			2	1	3	2		" "			70	" "	3	3	1.0	4						"3520"	3	3.0
3520.0			2	1	4	2		" "			70	" "	4	5	1.0	4						"3520"	3	3.0
3520.0			2	1	4	2		" "			69	" "	5	7	1.0	4						"3520"	3	3.0
3521.0	9	8	1	1	1	1		" "			64	" "	1	7	3.0	3					24500.0	"3521"	3	3.0
3521.0			1	1	2	1		" "			70	" "	2	7	1.0	3					600.0	"3521"	3	3.0
3521.0			1	1	3	2		" "			70	" "	3	4	1.0	4						"3521"	3	3.0
3521.0			1	1	4	5		" "				" "										"3521"	3	3.0
3521.0			1	1	6	1		" "			70	" "	4	7	1.0	3					0.0	"3521"	3	3.0
3521.0			1	1	7	2		" "			70	" "	5	5	1.0	4						"3521"	3	3.0
3522.0	8	8	1	1	1	1		" "			64	" "	1	7	2.0	3					31000.0	"3522"	3	3.0
3522.0			1	1	1	1		" "			70	" "	2	7	1.0	3					1250.0	"3522"	3	3.0
3522.0			1	1	2	1		" "			69	" "	3	7	1.0	3					200.0	"3522"	3	3.0
3522.0			1	1	2	2		" "			70	" "	4	7	1.0	4						"3522"	3	3.0
3522.0			1	1	4	5		" "				" "										"3522"	3	3.0
3523.0	8	30	1	1	1	1		" "			64	" "	1	7	3.0	3					80000.0	"3523"	3	3.0
3523.0			1	1	1	1		" "			70	" "	2	7	1.0	3					0.0	"3523"	3	3.0
3523.0			1	1	2	1		" "			69	" "	3	7	1.0	3					2500.0	"3523"	3	3.0
3523.0			1	1	2	2		" "			70	" "	4	7	1.0	4						"3523"	3	3.0
3523.0			1	1	3	5		" "				" "										"3523"	3	3.0
3523.0			1	1	4	7		" "				" "										"3523"	3	3.0
3524.0	12	2	1	1	1	1		" "			70	" "	1	7	2.0	3					8000.0	"3524"	3	3.0
3524.0			1	1	1	1		" "			69	" "	2	7	1.0	3					400.0	"3524"	3	3.0
3524.0			1	1	3	7		" "				" "										"3524"	3	3.0
3525.0	8	10	2	1	2	1		" "			64	" "	1	2	1.0	3					7000.0	"3525"	3	3.0
3525.0			2	1	2	1		" "			70	" "	2	7	1.0	3					150.0	"3525"	3	3.0
3525.0			2	1	2	1		" "			69	" "	3	7	1.0	3					50.0	"3525"	3	3.0
3526.0	8	55	2	1	2	1		" "			11	"ONNER BARITE JI AR KAJ"	1	7	4.0	1	20	60	2		600.0	"3526"	3	3.0
3527.0	9	9	1	1	1	1		" "			64	" "	1	7	4.0	3					5000.0	"3527"	3	3.0
3527.0			1	1	1	1		" "			70	" "	2	7	1.0	3					500.0	"3527"	3	3.0
3527.0			1	1	2	1		" "			69	" "	3	7	1.0	3					150.0	"3527"	3	3.0
3527.0			1	1	2	2		" "			70	" "	4	7	1.0	4						"3527"	3	3.0
3527.0			1	1	3	5		" "				" "										"3527"	3	3.0
3528.0	8	31	1	1	1	1		" "			64	" "	1	7	1.0	3					4000.0	"3528"	3	3.0
3528.0			1	1	1	1		" "			50	" "	2	7	7.0	3					6000.0	"3528"	3	3.0
3528.0			1	1	2	1		" "			24	" "	3	5	2.0	3					3000.0	"3528"	3	3.0
3528.0			1	1	2	1		" "			69	" "	4	7	1.0	3					200.0	"3528"	3	3.0
3528.0			1	1	3	2		" "			69	" "	5	7	1.0	4						"3528"	3	3.0
3528.0			1	1	3	2		" "			24	" "	6	2	2.0	4						"3528"	3	3.0
3528.0			1	1	4	5		" "				" "										"3528"	3	3.0
3528.0			1	1	5	5		" "				" "										"3528"	3	3.0
3529.0	8	41	1	1	1	1		" "			64	" "	1	7	3.0	3					6600.0	"3529"	3	3.0
3529.0			1	1	1	1		" "			70	" "	2	7	1.0	3					1500.0	"3529"	3	3.0
3529.0			1	1	2	1		" "			69	" "	3	7	1.0	3					100.0	"3529"	3	3.0
3529.0			1	1	2	2		" "			70	" "	4	7	1.0	4						"3529"	3	3.0
3529.0			1	1	3	2		" "			70	" "	5	5	1.0	4						"3529"	3	3.0
3529.0			1	1	4	5		" "				" "										"3529"	3	3.0
3530.0	8	35	1	1	1	1		" "			64	" "	1	7	5.0	3					21300.0	"3530"	3	3.0
3530.0			1	1	1	1		" "			70	" "	2	5	2.0	3					5600.0	"3530"	3	3.0
3530.0			1	1	2	1		" "			69	" "	3	7	2.0	3					150.0	"3530"	3	3.0
3530.0			1	1	2	2		" "			70	" "	4	7	1.0	4						"3530"	3	3.0
3530.0			1	1	4	2		" "			69	" "	5	5	1.0	4						"3530"	3	3.0
3530.0			1	1	5	5		" "				" "										"3530"	3	3.0
3531.0	8	34	1	1	1	1		" "			50	" "	1	4	5.0	3					4000.0	"3531"	3	3.0
3531.0			1	1	1	1		" "			70	" "	2	7	3.0	3					2500.0	"3531"	3	3.0
3531.0			1	1	1	1		" "			65	" "	3	7	1.0	3					2000.0	"3531"	3	3.0
3531.0			1	1	2	1		" "			69	" "	4	7	1.0	3					200.0	"3531"	3	3.0
3531.0			1	1	2	2		" "			70	" "	5	7	1.0	4						"3531"	3	3.0
3531.0			1	1	4	5		" "				" "										"3531"	3	3.0
3532.1	7	14	1	1	1	1		" "			64	" "	1	4	2.0	3					3000.0	"3532.1"	3	3.0
3532.1			1	1	1	1		" "			21	" "	2	7	5.0	2					200.0	"3532.1"	3	3.0
3532.1			1	1	2	1		" "			70	" "	3	7	1.0	3					0.0	"3532.1"	3	3.0
3532.1			1	1	2	1		" "			69	" "	4	7	1.0	3					600.0	"3532.1"	3	3.0
3532.1			1	1	4	2		" "			64	" "	5	3	2.0	4						"3532.1"	3	3.0
3532.1			1	1	5	7		" "				" "										"3532.1"	3	3.0
3532.1			1	1	6	2		" "			69	" "	6	4	1.0	4						"3532.1"	3	3.0
3532.1			1	1	6	2		" "			70	" "	7	4	1.0	4						"3532.1"	3	3.0
3532.2	8	25	3	1	3	1		" "			65	" "	1	7	2.0	3					2500.0	"3532.2"	3	3.0
3532.2			3	1	3	1		" "			70	" "	2	7	1.0	3					0.0	"3532.2"	3	3.0
3532.2			3	1	7	1		" "			69	" "	3	7	1.0	3					150.0	"3532.2"	3	3.0
3532.2			3	1	7	2		" "			70	" "	4	7	1.0	4						"3532.2"	3	3.0
3533.1	8	22	1	1	1	1		" "			65	" "	1	7	2.0	3					10000.0	"3533.1"	3	3.0
3533.1			1	1	1	2		" "			70	" "	2	7	2.0	4						"3533.1"	3	3.0
3533.1			1	1	2	1		" "			69	" "	3	7	2.0	3					300.0	"3533.1"	3	3.0
3533.1			1	1	2	1		" "			70	" "	4	7	3.0	3					0.0	"3533.1"	3	3.0
3533.2	13	56	3	1	3	1		" "			51	" "	1	7	7.0	3					14000.0	"3533.2"	3	3.0
3533.2			3	1	3	1		" "			70	" "	2	7	2.0	3					7500.0	"3533.2"	3	3.0
3533.2			3	1	3	1		" "			65	" "	3	2	2.0	3					1000.0	"3533.2"	3	3.0
3533.2			3	1	5	2		" "			70	" "	4	7	2.0	4						"3533.2"	3	3.0
3533.2			3	1	5	1		" "			69	" "	5	7	1.0	3					150.0	"3533.2"	3	3.0
3534.0	8	28	1	1	1	1		" "			70	" "	1	7	3.0	3					2800.0	"3534"	3	3.0
3534.0			1	1	3	1		" "			70	" "	2	7	2.0	3					500.0	"3534"	3	3.0
3534.0			1	1	3	1		" "			69	" "	3	7	2.0	3					250.0	"3534"	3	3.0
3534.0			1	1	4	5		" "				" "										"3534"	3	3.0
3534.0			1	1	5	2		" "			69	" "	4	6	1.0	4						"3534"	3	3.0
3534.0			1	1	6	1		" "			1	" "	5	4	8.0	1	250	0	2		5000.0	"3534"	3	3.0
3534.0			1	1	6	2		" "			70	" "	6	5	1.0	4						"3534"	3	3.0
3535.0	8	25	1	1	1	1		" "			64	" "	1	7	4.0	3					21000.0	"3535"	3	3.0
3535.0			1	1	1	1		" "			70	" "	2	7	2.0	3					2000.0	"3535"	3	3.0
3535.0			1	1	2	1		" "			69	" "	3	7	1.0	3					2000.0	"3535"	3	3.0
3535.0			1	1	2	2		" "			70	" "	4	7	2.0	4						"3535"	3	3.0
3535.0			1	1	4	2		" "			64	" "	5	5	1.0	4						"3535"	3	3.0
3535.0			1	1	4	2		" "			70	" "	6	2	1.0	4						"3535"	3	3.0
3535.0			1	1	4	1		" "			46	" "	7	6	3.0	2					1500.0	"3535"	3	3.0
3535.0			1	1	5	7		" "				" "										"3535"	3	3.0
3536.1	8	14	1	1	1	1		" "			65	" "	1	7	3.0	3					4500.0	"3536.1"	3	3.0
3536.1			1	1	1	1		" "			70	" "	2	7	3.0	3					700.0	"3536.1"	3	3.0
3536.1			1	1	2	2		" "			70	" "	3	7	2.0	4						"3536.1"	3	3.0
3536.2	8	54	3	1	3	1		" "			65	" "	1	7	2.0	3					7000.0	"3536.2"	3	3.0
3536.2			3	1	3	1		" "			70	" "	2	7	33.0	3					0.0	"3536.2"	3	3.0
3536.2			3	1	4	2		" "			70	" "	3	7	2.0	4						"3536.2"	3	3.0
3536.2			3	1	4	1		" "			69	" "	4	7	1.0	3					100.0	"3536.2"	3	3.0
3537.0	7	54	1	1	1	1		" "			65	" "	1	7	3.0	3					9500.0	"3537"	3	3.0
3537.0			1	1	1	1		" "			23	" "	2	1	5.0	3					6000.0	"3537"	3	3.0
3537.0			1	1	1	1		" "			70	" "	3	7	1.0	3					0.0	"3537"	3	3.0
3537.0			1	1	2	1		" "			69	" "	4	7	1.0	3					150.0	"3537"	3	3.0
3537.0			1	1	2	2		" "			70	" "	5	7	1.0	4						"3537"	3	3.0
3538.0	8	53	1	1	1	1		" "			65	" "	1	4	2.0	3					2200.0	"3538"	3	3.0
3538.0			1	1	1	1		" "			70	" "	2	7	1.0	3					8000.0	"3538"	3	3.0
3538.0			1	1	2	1		" "			69	" "	3	7	1.0	3					200.0	"3538"	3	3.0
3538.0			1	1	2	2		" "			70	" "	4	7	1.0	4						"3538"	3	3.0
3538.0			1	1	3	2		" "			70	" "	5	5	1.0	4						"3538"	3	3.0
3538.0			1	1	4	5		" "				" "										"3538"	3	3.0
3539.0	8	20	1	1	1	1		" "			65	" "	1	4	3.0	3					6750.0	"3539"	3	3.0
3539.0			1	1	1	1		" "			70	" "	2	7	2.0	3					1850.0	"3539"	3	3.0
3539.0			1	1	2	1		" "			69	" "	3	7	1.0	3					100.0	"3539"	3	3.0
3539.0			1	1	2	2		" "			70	" "	4	7	1.0	4						"3539"	3	3.0
3539.0			1	1	4	5		" "				" "										"3539"	3	3.0
3540.0	8	42	1	1	1	1		" "			64	" "	1	7	4.0	3					16000.0	"3540"	3	3.0
3540.0			1	1	1	1		" "			70	" "	2	7	2.0	3					7000.0	"3540"	3	3.0
3540.0			1	1	2	1		" "			69	" "	3	7	2.0	3					650.0	"3540"	3	3.0
3540.0			1	1	2	1		" "			70	" "	4	7	2.0	3					3800.0	"3540"	3	3.0
3540.0			1	1	2	2		" "			70	" "	5	7	1.0	4						"3540"	3	3.0
3540.0			1	1	4	5		" "				" "										"3540"	3	3.0
3541.0	8	43	5	1	1	1		" "			64	" "	1	4	5.0	3					1950.0	"3541"	3	3.0
3541.0			5	1	1	1		" "			1	" "	2	3	8.0	1	300	0	2		4500.0	"3541"	3	3.0
3541.0			5	1	1	1		" "			70	" "	3	6	1.0	3					0.0	"3541"	3	3.0
3541.0			5	1	2	1		" "			69	" "	4	7	1.0	3					125.0	"3541"	3	3.0
3541.0			5	1	2	2		" "			70	" "	5	7	3.0	4						"3541"	3	3.0
3541.0			5	1	3	2		" "			69	" "	6	7	1.0	4						"3541"	3	3.0
3541.0			5	1	4	5		" "				" "										"3541"	3	3.0
3541.0			5	1	5	1		" "			11	" "	7	7	10.0	1	500	0	2		12000.0	"3541"	3	3.0
3541.0			5	1	5	2		" "			64	" "	8	4	2.0	4						"3541"	3	3.0
3542.0	14	27	2	1	2	1		" "			69	" "	1	7	2.0	3					170.0	"3542"	3	3.0
3542.0			2	1	3	5		" "				" "										"3542"	3	3.0
3543.0	7	11	3	1	2	2		" "			69	" "	1	3	1.0	4						"3543"	3	3.0
3543.0			3	1	3	1		" "			23	" "	2	7	10.0	3					20000.0	"3543"	3	3.0
3543.0			3	1	4	1		" "			69	" "	3	7	1.0	3					150.0	"3543"	3	3.0
3544.0	8	42	1	1	1	1		" "			1	" "	1	4	9.0	1	300	100	2		8000.0	"3544"	3	3.0
3544.0			1	1	2	1		" "			69	" "	2	7	1.0	3					100.0	"3544"	3	3.0
3544.0			1	1	5	5		" "				" "										"3544"	3	3.0
3544.0			1	1	6	5		" "				" "										"3544"	3	3.0
3545.0	8	23	1	1	1	1		" "			13	" "	1	6	12.0	2					8000.0	"3545"	3	3.0
3545.0			1	1	2	2		" "			24	" "	2	3	3.0	4						"3545"	3	3.0
3545.0			1	1	3	1		" "			21	" "	3	7	10.0	2					6000.0	"3545"	3	3.0
3545.0			1	1	4	1		" "			14	" "	4	6	8.0	2					6000.0	"3545"	3	3.0
3545.0			1	1	5	5		" "				" "										"3545"	3	3.0
3546.0	8	37	1	1	1	1		" "			64	" "	1	4	3.0	3					7715.0	"3546"	3	3.0
3546.0			1	1	1	1		" "			70	" "	2	7	1.0	3					333.0	"3546"	3	3.0
3546.0			1	1	4	2		" "			70	" "	3	7	1.0	4						"3546"	3	3.0
3547.0	13	49	6	1	2	1		" "			57	" "	1	4	3.0	1	50	0	2		400.0	"3547"	3	3.0
3547.0			6	1	5	1		" "			11	" "	2	6	6.0	1	200	0	2		4400.0	"3547"	3	3.0
3547.0			6	1	6	1		" "			57	" "	3	6	3.0	1	50	0	2		400.0	"3547"	3	3.0
3548.0	8	53	1	1	1	1		" "			65	" "	1	2	5.0	3					3350.0	"3548"	3	3.0
3548.0			1	1	1	1		" "			1	" "	2	5	8.0	1	350	50	2		9000.0	"3548"	3	3.0
3548.0			1	1	1	1		" "			70	" "	3	2	1.0	3					0.0	"3548"	3	3.0
3548.0			1	1	2	1		" "			69	" "	4	7	1.0	3					0.0	"3548"	3	3.0
3548.0			1	1	2	2		" "			70	" "	5	7	1.0	4						"3548"	3	3.0
3548.0			1	1	3	2		" "			70	" "	6	7	1.0	4						"3548"	3	3.0
3548.0			1	1	4	5		" "				" "										"3548"	3	3.0
3549.0	14	4	2	1	2	8		" "				" "										"3549"	3	3.0
3549.0			2	1	4	9		" "				" "										"3549"	3	3.0
3550.0	13	34	1	1	1	1		" "			64	" "	1	3	2.0	3					5600.0	"3550"	3	3.0
3550.0			1	1	1	1		" "			70	" "	2	5	1.0	3					4500.0	"3550"	3	3.0
3550.0			1	1	2	1		" "			69	" "	3	7	1.0	3					100.0	"3550"	3	3.0
3550.0			1	1	2	2		" "			70	" "	4	5	1.0	4						"3550"	3	3.0
3550.0			1	1	4	2		" "			64	" "	5	5	4.0	4						"3550"	3	3.0
3550.0			1	1	4	2		" "			70	" "	6	5	1.0	4						"3550"	3	3.0
3550.0			1	1	5	2		" "			69	" "	7	4	1.0	4						"3550"	3	3.0
3551.0	9	0	1	1	1	1		" "			64	" "	1	6	2.0	3					10950.0	"3551"	3	3.0
3551.0			1	1	1	1		" "			70	" "	2	7	1.0	3					850.0	"3551"	3	3.0
3551.0			1	1	2	1		" "			69	" "	3	7	1.0	3					0.0	"3551"	3	3.0
3551.0			1	1	2	2		" "			70	" "	4	7	1.0	4						"3551"	3	3.0
3551.0			1	1	3	1		" "			13	" "	5	7	8.0	2					4000.0	"3551"	3	3.0
3551.0			1	1	4	1		" "			24	" "	6	4	2.0	3					1000.0	"3551"	3	3.0
3551.0			1	1	4	2		" "			69	" "	7	7	1.0	4						"3551"	3	3.0
3551.0			1	1	4	2		" "			70	" "	8	7	1.0	4						"3551"	3	3.0
3551.0			1	1	5	5		" "				" "										"3551"	3	3.0
3551.0			1	1	7	1		" "			50	" "	9	2	5.0	3					3000.0	"3551"	3	3.0
3552.0	8	15	1	1	1	1		" "			65	" "	1	4	3.0	3					12700.0	"3552"	3	3.0
3552.0			1	1	1	1		" "			37	" "	2	5	6.0	1	300	0	2		4500.0	"3552"	3	3.0
3552.0			1	1	2	8		" "				" "										"3552"	3	3.0
3552.0			1	1	3	5		" "				" "										"3552"	3	3.0
3552.0			1	1	4	5		" "				" "										"3552"	3	3.0
3553.0	13	45	1	1	1	1		" "			64	" "	1	7	3.0	3					1335.0	"3553"	3	3.0
3553.0			1	1	1	1		" "			70	" "	2	7	2.0	3					0.0	"3553"	3	3.0
3553.0			1	1	2	1		" "			57	" "	3	5	4.0	3					8000.0	"3553"	3	3.0
3553.0			1	1	2	2		" "			70	" "	4	7	3.0	4						"3553"	3	3.0
3553.0			1	1	3	2		" "			57	" "	5	5	4.0	4						"3553"	3	3.0
3553.0			1	1	3	2		" "			64	" "	6	3	2.0	4						"3553"	3	3.0
3553.0			1	1	5	5		" "				" "										"3553"	3	3.0
3554.0	9	1	1	1	1	1		" "			22	" "	1	6	9.0	3					7500.0	"3554"	3	3.0
3554.0			1	1	2	1		" "			70	" "	2	7	1.0	3					0.0	"3554"	3	3.0
3554.0			1	1	4	4		" "		1		" "										"3554"	3	3.0
3554.0			1	1	5	5		" "				" "										"3554"	3	3.0
3555.0	9	3	1	1	1	1		" "			64	" "	1	7	3.0	3					1400.0	"3555"	3	3.0
3555.0			1	1	1	1		" "			70	" "	2	7	1.0	3					1375.0	"3555"	3	3.0
3555.0			1	1	2	1		" "			57	" "	3	2	2.0	3					2500.0	"3555"	3	3.0
3555.0			1	1	2	1		" "			69	" "	4	7	1.0	3					150.0	"3555"	3	3.0
3555.0			1	1	4	5		" "				" "										"3555"	3	3.0
3556.0	7	4	1	1	1	1		" "			72	" "	1	6	8.0	3					15000.0	"3556"	3	3.0
3556.0			1	1	1	1		" "			70	" "	2	2	1.0	3					875.0	"3556"	3	3.0
3556.0			1	1	2	1		" "			69	" "	3	7	1.0	3					100.0	"3556"	3	3.0
