a01	stime_h_c	stime_m_c	res_id_c	consent_c	mid_c	c01	c02	c02oth	c03	c04	c05	c05oth	c06	c07	c08	c09	c10	c11	c12	c13	c14	hhid2	hh_type	round
4890.0			1	1	5	5		" "				" "										"4890"	3	3.0
4890.0			1	1	6	1		" "			1	" "	5	2	8.0	1	350	50	2		4000.0	"4890"	3	3.0
4890.0			1	1	7	1		" "			24	" "	6	4	4.0	3					3000.0	"4890"	3	3.0
4890.0			1	1	7	2		" "			70	" "	7	2	0.5	4						"4890"	3	3.0
4891.0	13	9	1	1	1	1		" "			51	" "	1	7	10.0	3					900.0	"4891"	3	3.0
4891.0			1	1	2	1		" "			69	" "	2	7	1.0	3					50.0	"4891"	3	3.0
4891.0			1	1	4	5		" "				" "										"4891"	3	3.0
4892.0	9	3	1	1	1	1		" "			1	" "	1	3	8.0	1	400	0	2		6000.0	"4892"	3	3.0
4892.0			1	1	1	1		" "			36	" "	2	4	8.0	1	500	0	2		8000.0	"4892"	3	3.0
4892.0			1	1	1	1		" "			70	" "	3	7	1.0	3					0.0	"4892"	3	3.0
4892.0			1	1	2	1		" "			69	" "	4	7	1.0	3					50.0	"4892"	3	3.0
4892.0			1	1	2	2		" "			70	" "	5	7	1.0	4						"4892"	3	3.0
4892.0			1	1	5	5		" "				" "										"4892"	3	3.0
4892.0			1	1	6	5		" "				" "										"4892"	3	3.0
4893.0	9	15	2	1	2	8		" "				" "										"4893"	3	3.0
4894.0	9	5	2	1	2	1		" "			64	" "	1	5	2.0	3					5600.0	"4894"	3	3.0
4894.0			2	1	2	1		" "			70	" "	2	7	3.0	3					500.0	"4894"	3	3.0
4894.0			2	1	4	1		" "			69	" "	3	7	13.0	3					50.0	"4894"	3	3.0
4894.0			2	1	4	2		" "			70	" "	4	5	1.0	4						"4894"	3	3.0
4894.0			2	1	5	9		" "				" "										"4894"	3	3.0
4894.0			2	1	6	9		" "				" "										"4894"	3	3.0
4895.0	9	6	1	1	1	7		" "				" "										"4895"	3	3.0
4895.0			1	1	2	1		" "			69	" "	1	7	1.0	3					20.0	"4895"	3	3.0
4895.0			1	1	3	8		" "				" "										"4895"	3	3.0
4895.0			1	1	4	8		" "				" "										"4895"	3	3.0
4896.0	14	44	1	1	1	1		" "			50	" "	1	7	5.0	3					10000.0	"4896"	3	3.0
4896.0			1	1	1	1		" "			64	" "	2	2	3.0	3					2000.0	"4896"	3	3.0
4896.0			1	1	1	1		" "			70	" "	3	7	1.0	3					0.0	"4896"	3	3.0
4896.0			1	1	2	1		" "			69	" "	4	7	1.0	3					50.0	"4896"	3	3.0
4896.0			1	1	2	2		" "			70	" "	5	7	1.0	4						"4896"	3	3.0
4896.0			1	1	3	5		" "				" "										"4896"	3	3.0
4896.0			1	1	4	5		" "				" "										"4896"	3	3.0
4896.0			1	1	5	6		" "				" "										"4896"	3	3.0
4897.0	9	12	1	1	1	1		" "			64	" "	1	7	2.0	3					2600.0	"4897"	3	3.0
4897.0			1	1	1	1		" "			69	" "	2	7	1.0	3					50.3	"4897"	3	3.0
4897.0			1	1	2	8		" "				" "										"4897"	3	3.0
4897.0			1	1	3	5		" "				" "										"4897"	3	3.0
4897.0			1	1	4	5		" "				" "										"4897"	3	3.0
4897.0			1	1	5	5		" "				" "										"4897"	3	3.0
4898.0	9	16	1	1	1	1		" "			64	" "	1	6	6.0	3					7000.0	"4898"	3	3.0
4898.0			1	1	1	1		" "			70	" "	2	7	2.0	3					3290.0	"4898"	3	3.0
4898.0			1	1	2	1		" "			69	" "	3	7	1.0	3					0.0	"4898"	3	3.0
4898.0			1	1	2	2		" "			70	" "	4	7	1.5	4						"4898"	3	3.0
4898.0			1	1	3	2		" "			70	" "	5	2	0.5	4						"4898"	3	3.0
4898.0			1	1	4	5		" "				" "										"4898"	3	3.0
4899.0	9	8	1	1	1	1		" "			64	" "	1	7	3.0	3					0.0	"4899"	3	3.0
4899.0			1	1	1	1		" "			70	" "	2	7	1.0	3					0.0	"4899"	3	3.0
4899.0			1	1	2	2		" "			70	" "	3	7	1.0	4						"4899"	3	3.0
4899.0			1	1	2	1		" "			69	" "	4	7	1.0	3					0.0	"4899"	3	3.0
4899.0			1	1	5	5		" "				" "										"4899"	3	3.0
4900.0	9	14	1	1	1	1		" "			64	" "	1	7	3.0	3					10000.0	"4900"	3	3.0
4900.0			1	1	1	2		" "			70	" "	2	7	1.0	4						"4900"	3	3.0
4900.0			1	1	2	1		" "			70	" "	3	7	1.0	3					500.0	"4900"	3	3.0
4900.0			1	1	2	1		" "			69	" "	4	7	1.0	3					50.0	"4900"	3	3.0
4900.0			1	1	3	2		" "			64	" "	5	7	2.0	4						"4900"	3	3.0
4900.0			1	1	3	2		" "			70	" "	6	7	1.0	4						"4900"	3	3.0
4900.0			1	1	4	5		" "				" "										"4900"	3	3.0
4900.0			1	1	5	8		" "				" "										"4900"	3	3.0
4900.0			1	1	7	5		" "				" "										"4900"	3	3.0
4901.0	11	53	1	1	1	8		" "				" "										"4901"	3	3.0
4901.0			1	1	3	8		" "				" "										"4901"	3	3.0
4903.0	10	45	3	1	2	1		" "			69	" "	1	6	0.25	3					1500.0	"4903"	3	3.0
4903.0			3	1	3	2		" "			69	" "	2	3	0.25	4						"4903"	3	3.0
4903.0			3	1	5	5		" "				" "										"4903"	3	3.0
4905.0	10	41	1	1	1	7		" "				" "										"4905"	3	3.0
4905.0			1	1	2	8		" "				" "										"4905"	3	3.0
4905.0			1	1	3	11		" "				" "										"4905"	3	3.0
4905.0			1	1	6	1		" "			11	" "	1	6	7.0	2					5000.0	"4905"	3	3.0
4905.0			1	1	7	8		" "				" "										"4905"	3	3.0
4906.0	10	58	1	1	1	1		" "			64	" "	1	2	2.0	3					4000.0	"4906"	3	3.0
4906.0			1	1	1	1		" "			70	" "	2	3	1.0	3					5000.0	"4906"	3	3.0
4906.0			1	1	5	2		" "			70	" "	3	2	0.5	4						"4906"	3	3.0
4906.0			1	1	8	8		" "				" "										"4906"	3	3.0
4906.0			1	1	10	2		" "			70	" "	4	3	0.5	4						"4906"	3	3.0
4906.0			1	1	11	1		" "			12	" "	5	6	7.0	2					22000.0	"4906"	3	3.0
4906.0			1	1	12	8		" "				" "										"4906"	3	3.0
4906.0			1	1	13	2		" "			70	" "	6	6	7.0	4						"4906"	3	3.0
4908.0	11	52	1	1	1	1		" "			70	" "	1	7	3.0	3					550.0	"4908"	3	3.0
4908.0			1	1	1	1		" "			69	" "	2	7	1.0	3					900.0	"4908"	3	3.0
4908.0			1	1	2	2		" "			70	" "	3	7	1.0	4						"4908"	3	3.0
4908.0			1	1	2	2		" "			69	" "	6	2	0.25	4						"4908"	3	3.0
4908.0			1	1	3	2		" "			70	" "	4	7	0.5	4						"4908"	3	3.0
4908.0			1	1	4	2		" "			70	" "	5	6	1.0	4						"4908"	3	3.0
4909.0	11	55	1	1	1	1		" "			69	" "	1	7	0.25	3					100.0	"4909"	3	3.0
4909.0			1	1	2	2		" "			69	" "	2	4	0.25	4						"4909"	3	3.0
4909.0			1	1	3	5		" "				" "										"4909"	3	3.0
4909.0			1	1	5	1		" "			44	" "	3	7	2.0	2					5000.0	"4909"	3	3.0
4910.0	11	21	1	1	1	7		" "				" "										"4910"	3	3.0
4910.0			1	1	2	1		" "			69	" "	1	5	0.25	3					100.0	"4910"	3	3.0
4910.0			1	1	3	1		" "			64	" "	2	3	3.0	3					3000.0	"4910"	3	3.0
4910.0			1	1	4	2		" "			69	" "	3	6	0.25	4						"4910"	3	3.0
4910.0			1	1	5	5		" "				" "										"4910"	3	3.0
4910.0			1	1	8	2		" "			64	" "	4	3	3.0	4						"4910"	3	3.0
4911.0	11	50	1	1	1	1		" "			65	" "	1	3	3.0	3					1000.0	"4911"	3	3.0
4911.0			1	1	2	8		" "				" "										"4911"	3	3.0
4911.0			1	1	3	5		" "				" "										"4911"	3	3.0
4913.0	11	21	1	1	1	1		" "			65	" "	1	2	4.0	3					1000.0	"4913"	3	3.0
4913.0			1	1	1	2		" "			70	" "	2	7	1.0	4						"4913"	3	3.0
4913.0			1	1	2	1		" "			69	" "	3	7	0.25	3					0.0	"4913"	3	3.0
4913.0			1	1	2	1		" "			70	" "	4	5	0.35	3					200.0	"4913"	3	3.0
4913.0			1	1	3	2		" "			70	" "	5	3	0.5	4						"4913"	3	3.0
4913.0			1	1	4	5		" "				" "										"4913"	3	3.0
4914.0	10	21	1	1	1	10		" "				" "										"4914"	3	3.0
4914.0			1	1	3	8		" "				" "										"4914"	3	3.0
4914.0			1	1	4	5		" "				" "										"4914"	3	3.0
4914.0			1	1	7	8		" "				" "										"4914"	3	3.0
4916.0	10	32	4	1	1	8		" "				" "										"4916"	3	3.0
4916.0			4	1	4	10		" "				" "										"4916"	3	3.0
4916.0			4	1	5	8		" "				" "										"4916"	3	3.0
4917.1	9	30	1	1	1	1		" "			1	" "	1	4	10.0	1	300	0	2		4500.0	"4917.1"	3	3.0
4917.1			1	1	1	1		" "			65	" "	2	2	4.0	3					2000.0	"4917.1"	3	3.0
4917.1			1	1	2	8		" "				" "										"4917.1"	3	3.0
4917.1			1	1	9	5		" "				" "										"4917.1"	3	3.0
4917.2	10	2	4	1	4	1		" "			51	" "	1	7	10.0	3					9000.0	"4917.2"	3	3.0
4917.2			4	1	5	2		" "			69	" "	2	7	0.25	4						"4917.2"	3	3.0
4917.2			4	1	6	7		" "				" "										"4917.2"	3	3.0
4917.2			4	1	12	1		" "			69	" "	3	7	0.5	3					100.0	"4917.2"	3	3.0
4918.0	10	45	1	1	1	1		" "			70	" "	1	7	2.0	3					0.0	"4918"	3	3.0
4918.0			1	1	1	1		" "			64	" "	2	3	4.0	3					1800.0	"4918"	3	3.0
4918.0			1	1	2	2		" "			70	" "	3	7	1.0	4						"4918"	3	3.0
4918.0			1	1	2	1		" "			69	" "	4	7	0.5	3					100.0	"4918"	3	3.0
4918.0			1	1	3	2		" "			70	" "	5	3	1.0	4						"4918"	3	3.0
4918.0			1	1	3	2		" "			69	" "	6	2	0.25	4						"4918"	3	3.0
4918.0			1	1	4	5		" "				" "										"4918"	3	3.0
4918.0			1	1	5	5		" "				" "										"4918"	3	3.0
4918.0			1	1	6	5		" "				" "										"4918"	3	3.0
4918.0			1	1	7	5		" "				" "										"4918"	3	3.0
4919.0	12	9	1	1	1	3	1	" "	2		1	" "	1	0	0.0	2					4000.0	"4919"	3	3.0
4919.0			1	1	2	1		" "			69	" "	2	7	0.2	3					0.0	"4919"	3	3.0
4919.0			1	1	5	5		" "				" "										"4919"	3	3.0
4919.0			1	1	7	7		" "				" "										"4919"	3	3.0
4920.1	11	21	1	1	1	1		" "			70	" "	1	2	1.0	3					60.0	"4920.1"	3	3.0
4920.1			1	1	2	1		" "			69	" "	2	6	0.25	3					120.0	"4920.1"	3	3.0
4920.1			1	1	5	1		" "			23	" "	3	7	9.0	3					16000.0	"4920.1"	3	3.0
4920.1			1	1	6	2		" "			70	" "	4	6	1.0	4						"4920.1"	3	3.0
4920.1			1	1	9	1		" "			16	" "	5	6	8.0	2					22500.0	"4920.1"	3	3.0
4920.1			1	1	12	2		" "			70	" "	6	4	1.0	4						"4920.1"	3	3.0
4920.1			1	1	12	2		" "			69	" "	7	6	0.25	4						"4920.1"	3	3.0
4921.0	9	47	1	1	1	3	4	" "	2		64	" "	1	0	0.0	3					2000.0	"4921"	3	3.0
4921.0			1	1	3	2		" "			69	" "	2	3	0.25	4						"4921"	3	3.0
4921.0			1	1	4	1		" "			69	" "	3	7	0.25	3					100.0	"4921"	3	3.0
4922.0	9	53	1	1	1	1		" "			65	" "	1	2	3.0	3					7000.0	"4922"	3	3.0
4922.0			1	1	1	1		" "			70	" "	2	7	2.0	3					200.0	"4922"	3	3.0
4922.0			1	1	2	1		" "			69	" "	3	7	0.25	3					120.0	"4922"	3	3.0
4922.0			1	1	2	2		" "			70	" "	4	3	0.5	4						"4922"	3	3.0
4922.0			1	1	5	2		" "			70	" "	5	7	0.5	4						"4922"	3	3.0
4922.0			1	1	7	2		" "			69	" "	6	4	0.25	4						"4922"	3	3.0
4922.0			1	1	8	5		" "				" "										"4922"	3	3.0
4922.0			1	1	9	5		" "				" "										"4922"	3	3.0
4923.0	10	39	1	1	1	11		" "				" "										"4923"	3	3.0
4923.0			1	1	2	1		" "			69	" "	1	7	0.25	3					100.0	"4923"	3	3.0
4923.0			1	1	3	2		" "			69	" "	2	2	0.25	4						"4923"	3	3.0
4923.0			1	1	4	5		" "				" "										"4923"	3	3.0
4923.0			1	1	5	5		" "				" "										"4923"	3	3.0
4923.0			1	1	6	5		" "				" "										"4923"	3	3.0
4924.0	9	36	5	1	1	1		" "			69	" "	1	7	0.25	3					70.0	"4924"	3	3.0
4924.0			5	1	3	8		" "				" "										"4924"	3	3.0
4924.0			5	1	4	5		" "				" "										"4924"	3	3.0
4924.0			5	1	5	3	4	" "	3		64	" "	2	0	0.0	3					750.0	"4924"	3	3.0
4924.0			5	1	6	8		" "				" "										"4924"	3	3.0
4924.0			5	1	10	8		" "				" "										"4924"	3	3.0
4926.1	10	33	1	1	1	1		" "			2	" "	1	2	0.0	1	400	70	2		5400.0	"4926.1"	3	3.0
4926.1			1	1	6	7		" "				" "										"4926.1"	3	3.0
4926.1			1	1	7	8		" "				" "										"4926.1"	3	3.0
4926.2	15	45	10	1	2	1		" "			69	" "	1	7	0.1	3					0.0	"4926.2"	3	3.0
4926.2			10	1	2	2		" "			70	" "	2	7	2.0	4						"4926.2"	3	3.0
4926.2			10	1	3	5		" "				" "										"4926.2"	3	3.0
4926.2			10	1	4	5		" "				" "										"4926.2"	3	3.0
4926.2			10	1	8	5		" "				" "										"4926.2"	3	3.0
4926.2			10	1	10	1		" "			70	" "	3	7	4.0	3					500.0	"4926.2"	3	3.0
4927.0	10	19	1	1	1	1		" "			52	" "	1	3	10.0	3					15000.0	"4927"	3	3.0
4927.0			1	1	2	8		" "				" "										"4927"	3	3.0
4927.0			1	1	3	5		" "				" "										"4927"	3	3.0
4927.0			1	1	4	5		" "				" "										"4927"	3	3.0
4928.0	16	36	1	1	1	1		" "			23	" "	1	7	11.0	3					14000.0	"4928"	3	3.0
4928.0			1	1	2	8		" "				" "										"4928"	3	3.0
4928.0			1	1	3	5		" "				" "										"4928"	3	3.0
4929.0	9	30	4	1	1	8		" "				" "										"4929"	3	3.0
4929.0			4	1	4	8		" "				" "										"4929"	3	3.0
4929.0			4	1	5	5		" "				" "										"4929"	3	3.0
4930.1	14	36	1	1	1	8		" "				" "										"4930.1"	3	3.0
4930.1			1	1	5	8		" "				" "										"4930.1"	3	3.0
4930.2	8	53	4	1	4	1		" "			11	"DECORETOR ER KAJ"	1	3	8.0	1	400	100	2		7500.0	"4930.2"	3	3.0
4930.2			4	1	5	1		" "			69	" "	2	7	0.25	3					0.0	"4930.2"	3	3.0
4931.0	14	42	1	1	1	1		" "			65	" "	1	0	0.0	3					2000.0	"4931"	3	3.0
4931.0			1	1	2	1		" "			23	" "	2	7	10.0	3					17000.0	"4931"	3	3.0
4931.0			1	1	5	8		" "				" "										"4931"	3	3.0
4932.0	10	40	1	1	1	8		" "				" "										"4932"	3	3.0
4932.0			1	1	2	5		" "				" "										"4932"	3	3.0
4932.0			1	1	3	5		" "				" "										"4932"	3	3.0
4932.0			1	1	4	5		" "				" "										"4932"	3	3.0
4933.0	9	41	1	1	1	1		" "			69	" "	1	7	0.25	3					100.0	"4933"	3	3.0
4933.0			1	1	3	2		" "			69	" "	2	3	0.25	4						"4933"	3	3.0
4933.0			1	1	4	5		" "				" "										"4933"	3	3.0
4934.1	14	0	1	1	1	1		" "			70	" "	1	7	6.0	3					500.0	"4934.1"	3	3.0
4934.1			1	1	2	1		" "			69	" "	2	3	0.25	3					100.0	"4934.1"	3	3.0
4934.1			1	1	11	1		" "			52	" "	3	6	9.0	3					12000.0	"4934.1"	3	3.0
4934.1			1	1	11	2		" "			70	" "	4	3	2.0	4						"4934.1"	3	3.0
4934.1			1	1	17	2		" "			70	" "	5	7	2.0	4						"4934.1"	3	3.0
4934.1			1	1	17	2		" "			69	" "	6	7	0.25	4						"4934.1"	3	3.0
4934.2	10	3	3	1	3	1		" "			52	" "	1	6	8.0	3					20000.0	"4934.2"	3	3.0
4934.2			3	1	4	8		" "				" "										"4934.2"	3	3.0
4934.2			3	1	5	8		" "				" "										"4934.2"	3	3.0
4934.2			3	1	6	5		" "				" "										"4934.2"	3	3.0
4934.2			3	1	7	5		" "				" "										"4934.2"	3	3.0
4934.2			3	1	8	5		" "				" "										"4934.2"	3	3.0
4934.2			3	1	9	5		" "				" "										"4934.2"	3	3.0
4934.3	8	50	12	1	12	1		" "			69	" "	1	7	0.25	3					290.0	"4934.3"	3	3.0
4934.3			12	1	13	5		" "				" "										"4934.3"	3	3.0
4934.3			12	1	15	5		" "				" "										"4934.3"	3	3.0
4934.4	9	21	10	1	10	1		" "			65	" "	1	4	2.0	3					4500.0	"4934.4"	3	3.0
4934.4			10	1	10	1		" "			70	" "	2	7	3.0	3					0.0	"4934.4"	3	3.0
4934.4			10	1	10	2		" "			69	" "	4	5	1.0	4						"4934.4"	3	3.0
4934.4			10	1	19	1		" "			69	" "	3	7	0.5	3					100.0	"4934.4"	3	3.0
4934.4			10	1	19	2		" "			70	" "	5	7	1.0	4						"4934.4"	3	3.0
4935.0	9	50	1	1	1	1		" "			65	" "	1	2	3.0	3					1600.0	"4935"	3	3.0
4935.0			1	1	1	1		" "			70	" "	2	7	1.0	3					100.0	"4935"	3	3.0
4935.0			1	1	2	1		" "			69	" "	6	7	0.25	3					50.0	"4935"	3	3.0
4935.0			1	1	6	2		" "			70	" "	3	7	1.0	4						"4935"	3	3.0
4935.0			1	1	7	2		" "			70	" "	4	2	0.5	4						"4935"	3	3.0
4935.0			1	1	8	2		" "			69	" "	5	2	0.25	4						"4935"	3	3.0
4936.0	9	12	2	1	2	7		" "				" "										"4936"	3	3.0
4936.0			2	1	3	8		" "				" "										"4936"	3	3.0
4936.0			2	1	4	8		" "				" "										"4936"	3	3.0
4937.0	8	49	3	1	1	7		" "				" "										"4937"	3	3.0
4937.0			3	1	3	1		" "			51	" "	1	7	13.0	3					22000.0	"4937"	3	3.0
4937.0			3	1	4	2		" "			51	" "	2	7	7.0	4						"4937"	3	3.0
4937.0			3	1	6	1		" "			21	" "	3	6	10.0	2					7500.0	"4937"	3	3.0
4937.0			3	1	8	8		" "				" "										"4937"	3	3.0
4938.0	9	38	1	1	1	1		" "			64	" "	1	7	3.0	3					1450.0	"4938"	3	3.0
4938.0			1	1	1	1		" "			70	" "	2	7	1.0	3					0.0	"4938"	3	3.0
4938.0			1	1	5	2		" "			70	" "	3	7	1.0	4						"4938"	3	3.0
4938.0			1	1	5	1		" "			69	" "	4	7	0.25	3					100.0	"4938"	3	3.0
4940.0	9	35	1	1	1	1		" "			52	" "	1	7	10.0	3					25000.0	"4940"	3	3.0
4940.0			1	1	2	1		" "			69	" "	2	4	0.25	3					100.0	"4940"	3	3.0
4940.0			1	1	3	2		" "			69	" "	3	4	0.25	4						"4940"	3	3.0
4940.0			1	1	4	5		" "				" "										"4940"	3	3.0
4940.0			1	1	5	3	4	" "	9		64	" "	4	0	0.0	3					3000.0	"4940"	3	3.0
4940.0			1	1	7	2		" "			69	" "	5	7	0.25	4						"4940"	3	3.0
4941.0	10	12	1	1	1	1		" "			15	" "	1	5	6.0	2					1500.0	"4941"	3	3.0
4941.0			1	1	1	1		" "			69	" "	2	7	0.5	3					100.0	"4941"	3	3.0
4941.0			1	1	2	2		" "			69	" "	3	4	0.25	4						"4941"	3	3.0
4942.0	10	55	1	1	1	1		" "			64	" "	1	2	2.0	3					1200.0	"4942"	3	3.0
4942.0			1	1	2	1		" "			69	" "	2	4	0.25	3					100.0	"4942"	3	3.0
4942.0			1	1	3	5		" "				" "										"4942"	3	3.0
4942.0			1	1	4	2		" "			69	" "	3	6	0.25	4						"4942"	3	3.0
4942.0			1	1	5	5		" "				" "										"4942"	3	3.0
4943.0	9	5	1	1	1	1		" "			1	" "	1	7	9.0	1	300	50	2		9500.0	"4943"	3	3.0
4943.0			1	1	2	8		" "				" "										"4943"	3	3.0
4943.0			1	1	3	8		" "				" "										"4943"	3	3.0
4943.0			1	1	4	5		" "				" "										"4943"	3	3.0
4943.0			1	1	5	4		" "		2		" "										"4943"	3	3.0
4944.0	12	49	4	1	2	7		" "				" "										"4944"	3	3.0
4944.0			4	1	3	1		" "			24	" "	1	7	10.0	3					10000.0	"4944"	3	3.0
4944.0			4	1	4	2		" "			24	" "	2	4	3.5	4						"4944"	3	3.0
4944.0			4	1	4	1		" "			69	" "	3	7	0.25	3					100.0	"4944"	3	3.0
4944.0			4	1	5	5		" "				" "										"4944"	3	3.0
4944.0			4	1	6	5		" "				" "										"4944"	3	3.0
4945.0	10	47	3	1	2	8		" "				" "										"4945"	3	3.0
4945.0			3	1	3	1		" "			1	" "	1	4	8.0	1	300	50	2		6500.0	"4945"	3	3.0
4945.0			3	1	4	5		" "				" "										"4945"	3	3.0
4946.1	10	42	1	1	1	1		" "			3	" "	1	5	8.0	1	300	50	2		5250.0	"4946.1"	3	3.0
4946.1			1	1	1	1		" "			70	" "	2	7	1.0	3					0.0	"4946.1"	3	3.0
4946.1			1	1	2	2		" "			70	" "	3	7	0.5	4						"4946.1"	3	3.0
4946.1			1	1	3	6		" "				" "										"4946.1"	3	3.0
4946.2	9	32	4	1	4	1		" "			1	" "	1	2	8.0	1	300	40	2		3400.0	"4946.2"	3	3.0
4946.2			4	1	5	8		" "				" "										"4946.2"	3	3.0
4946.2			4	1	7	6		" "				" "										"4946.2"	3	3.0
4947.0	10	31	1	1	1	1		" "			1	" "	1	6	8.0	1	250	0	2		6000.0	"4947"	3	3.0
4947.0			1	1	1	1		" "			70	" "	2	5	0.5	3					40.0	"4947"	3	3.0
4947.0			1	1	2	1		" "			69	" "	3	7	0.5	3					80.0	"4947"	3	3.0
4947.0			1	1	2	2		" "			7	" "	4	6	1.0	4						"4947"	3	3.0
4947.0			1	1	3	1		" "			1	" "	5	6	8.0	1	200	0	2		55000.0	"4947"	3	3.0
4947.0			1	1	3	2		" "			70	" "	6	3	0.5	4						"4947"	3	3.0
4947.0			1	1	4	2		" "			70	" "	7	6	0.5	4						"4947"	3	3.0
4947.0			1	1	5	2		" "			70	" "	8	6	2.0	4						"4947"	3	3.0
4947.0			1	1	6	5		" "				" "										"4947"	3	3.0
4947.0			1	1	10	9		" "				" "										"4947"	3	3.0
4948.0	10	17	1	1	1	1		" "			7	" "	1	3	6.0	1	250	60	2		6500.0	"4948"	3	3.0
4948.0			1	1	2	8		" "				" "										"4948"	3	3.0
4948.0			1	1	8	5		" "				" "										"4948"	3	3.0
4949.0	9	20	1	1	1	1		" "			65	" "	1	3	1.0	3					14500.0	"4949"	3	3.0
4949.0			1	1	1	1		" "			70	" "	2	7	3.0	3					6500.0	"4949"	3	3.0
4949.0			1	1	2	1		" "			69	" "	3	7	0.2	3					0.0	"4949"	3	3.0
4949.0			1	1	2	2		" "			70	" "	4	7	1.0	4						"4949"	3	3.0
4949.0			1	1	3	2		" "			70	" "	5	5	1.0	4						"4949"	3	3.0
4949.0			1	1	5	2		" "			69	" "	6	7	0.2	4						"4949"	3	3.0
4949.0			1	1	7	7		" "				" "										"4949"	3	3.0
4950.0	11	10	1	1	1	7		" "				" "										"4950"	3	3.0
4950.0			1	1	2	8		" "				" "										"4950"	3	3.0
4950.0			1	1	3	9		" "				" "										"4950"	3	3.0
4950.0			1	1	5	1		" "			1	" "	1	2	8.0	1	250	0	2		4500.0	"4950"	3	3.0
4951.0	13	1	2	1	2	1		" "			15	" "	1	7	8.0	2					1500.0	"4951"	3	3.0
4951.0			2	1	4	5		" "				" "										"4951"	3	3.0
4952.0	8	44	1	1	1	1		" "			50	" "	1	7	10.0	3					13000.0	"4952"	3	3.0
4952.0			1	1	2	1		" "			69	" "	2	7	0.25	3					40.0	"4952"	3	3.0
4952.0			1	1	4	3	6	" "	2		51	" "	3	0	0.0	3					2000.0	"4952"	3	3.0
4952.0			1	1	5	8		" "				" "										"4952"	3	3.0
4952.0			1	1	6	5		" "				" "										"4952"	3	3.0
4952.0			1	1	7	8		" "				" "										"4952"	3	3.0
4953.0	8	40	1	1	1	1		" "			65	" "	1	2	5.0	3					2000.0	"4953"	3	3.0
4953.0			1	1	1	1		" "			70	" "	2	5	1.0	3					0.0	"4953"	3	3.0
4953.0			1	1	2	2		" "			70	" "	3	7	1.0	4						"4953"	3	3.0
4953.0			1	1	4	2		" "			70	" "	5	3	0.5	4						"4953"	3	3.0
4953.0			1	1	6	2		" "			70	" "	7	2	0.5	4						"4953"	3	3.0
4953.0			1	1	7	10		" "				" "										"4953"	3	3.0
4953.0			1	1	8	5		" "				" "										"4953"	3	3.0
4953.0			1	1	9	2		" "			70	" "	4	3	0.5	4						"4953"	3	3.0
4953.0			1	1	10	1		" "			1	" "	6	5	9.0	1	350	0	2		8500.0	"4953"	3	3.0
4953.0			1	1	10	2		" "			70	" "	8	2	0.5	4						"4953"	3	3.0
4954.0	15	29	4	1	1	8		" "				" "										"4954"	3	3.0
4954.0			4	1	2	5		" "				" "										"4954"	3	3.0
4954.0			4	1	4	1		" "			1	" "	1	1	7.0	1	350	50	2		10000.0	"4954"	3	3.0
4955.0	10	24	1	1	1	1		" "			51	" "	1	7	12.0	3					4000.0	"4955"	3	3.0
4955.0			1	1	2	1		" "			69	" "	2	7	0.5	3					120.0	"4955"	3	3.0
4956.1	16	20	2	1	2	1		" "			69	" "	1	7	0.2	3					200.0	"4956.1"	3	3.0
4956.2	9	6	3	1	3	1		" "			1	" "	1	2	9.0	1	300	50	2		7000.0	"4956.2"	3	3.0
4956.2			3	1	4	1		" "			69	" "	2	7	0.25	3					100.0	"4956.2"	3	3.0
4956.2			3	1	5	5		" "				" "										"4956.2"	3	3.0
4957.0	7	27	1	1	1	1		" "			64	" "	1	3	3.0	3					10500.0	"4957"	3	3.0
4957.0			1	1	1	1		" "			70	" "	7	7	1.25	3					1000.0	"4957"	3	3.0
4957.0			1	1	3	2		" "			69	" "	2	3	0.25	4						"4957"	3	3.0
4957.0			1	1	4	1		" "			23	" "	3	7	8.0	3					9000.0	"4957"	3	3.0
4957.0			1	1	5	2		" "			70	" "	4	7	0.5	4						"4957"	3	3.0
4957.0			1	1	7	1		" "			69	" "	5	7	0.25	3					300.0	"4957"	3	3.0
4957.0			1	1	9	1		" "			23	" "	6	7	9.0	3					4000.0	"4957"	3	3.0
4958.1	14	18	1	1	1	7		" "				" "										"4958.1"	3	3.0
4958.1			1	1	2	2		" "			70	" "	1	7	0.5	4						"4958.1"	3	3.0
4958.1			1	1	2	2		" "			69	" "	2	5	0.25	4						"4958.1"	3	3.0
4958.1			1	1	6	1		" "			69	" "	3	7	0.5	3					100.0	"4958.1"	3	3.0
4958.1			1	1	6	2		" "			70	" "	4	5	1.0	4						"4958.1"	3	3.0
4958.1			1	1	7	1		" "			64	" "	5	2	3.0	3					2000.0	"4958.1"	3	3.0
4958.1			1	1	7	1		" "			70	" "	6	6	1.0	3					0.0	"4958.1"	3	3.0
4958.1			1	1	11	5		" "				" "										"4958.1"	3	3.0
4958.2	8	39	3	1	3	1		" "			21	"MEMBER"	1	5	7.0	2					3400.0	"4958.2"	3	3.0
4958.2			3	1	4	1		" "			69	" "	2	7	1.0	3					100.0	"4958.2"	3	3.0
4958.3	9	20	9	1	5	8		" "				" "										"4958.3"	3	3.0
4958.3			9	1	9	1		" "			3	" "	1	2	8.0	1	300	30	2		6000.0	"4958.3"	3	3.0
4959.0	10	36	1	1	1	1		" "			69	" "	1	7	0.25	3					0.0	"4959"	3	3.0
