a01	stime_h_n	stime_m_n	res_id_n	consent_n	n01	bid	n02	n03a	n03b	n03c	n04a	n04b	n04c	n05	n06a	n06b	n07	n08a	n08b	n08c	n09a	n09b	n09c	n10a	n10b	n10c	n11a	n11b	n11c	n12a	n12b	n12c	n13	n14	n15	n16	n17a	n17b	n18	n19	n20a	n20b	n21	n22a	n22b	etime_h_n	etime_m_n	bid_2	n02_2	hhid2	hh_type	round
1176.0	12	28	3	1	2																																									12	30			"1176"	3	3.0
1177.0	11	58	1	1	2																																									11	59			"1177"	3	3.0
1178.0	15	54	2	1	2																																									15	55			"1178"	3	3.0
1179.0	11	34	1	1	2																																									11	35			"1179"	3	3.0
1180.0	13	58	3	1	2																																									14	0			"1180"	3	3.0
1181.0	14	52	1	1	1	1	30	1			1			120000	20	4	1							1			1			1			2	12	100.0	100.0	1		3	1	2	3	0	1		15	3	1	30	"1181"	3	3.0
1182.0	13	36	1	1	2																																									0				"1182"	3	3.0
1183.1	14	16	1	1	2																																									14	19			"1183.1"	3	3.0
1183.2	15	52	3	1	1	1	31	3			3			96000	2	3	1							3			3			3			3	12	100.0	100.0	1		3	1	8	2	0	10	9	16	7	1	31	"1183.2"	3	3.0
1184.0	13	50	1	1	2																																									0				"1184"	3	3.0
1185.0	12	50	2	1	2																																									12	50			"1185"	3	3.0
1186.0	14	20	1	1	1	1	30	3			3			100000	10	2	1							3			3			3			2	12	100.0	100.0	1	4	3	1	8	3	1	5	8	14	28	1	30	"1186"	3	3.0
1187.0	12	43	1	1	2																																									12	44			"1187"	3	3.0
1188.0	12	29	1	1	2																																									12	30			"1188"	3	3.0
1189.0	13	50	1	1	2																																									14	0			"1189"	3	3.0
1190.0	11	10	4	1	1	1	31	4			4			35000	0	2	1							4			4			4			3	2	100.0	100.0	1	4	3	2	2		0	1		11	20	1	31	"1190"	3	3.0
1191.0	11	30	1	1	2																																									11	40			"1191"	3	3.0
1192.0	9	45	1	1	1	1	29	1			1			180000	22	6	1							1			1			1			2	12	100.0	100.0	1		3	1	2		0	1		9	49	1	29	"1192"	3	3.0
1194.1	15	11	1	1	2																																									0				"1194.1"	3	3.0
1194.2	14	23	4	1	2																																									0				"1194.2"	3	3.0
1195.0	16	45	1	1	2																																									0				"1195"	3	3.0
1196.0	10	25	1	1	2																																									10	25			"1196"	3	3.0
1197.0	14	21	1	1	2																																									0				"1197"	3	3.0
1199.0	16	25	1	1	2																																									0				"1199"	3	3.0
1200.0	13	50	1	1	2																																									0				"1200"	3	3.0
1201.0	12	15	1	1	2																																									0				"1201"	3	3.0
1202.0	15	21	1	1	1	1	30	1			1			105000	15	6	1							1			1			1			2	12	100.0	100.0	1		2	2	1	2	0	1		15	25	1	30	"1202"	3	3.0
1203.0	14	2	1	1	2																																									0				"1203"	3	3.0
1204.0	14	41	1	1	2																																									0				"1204"	3	3.0
1205.0	16	52	1	1	1	1	29	1			1			90000	5	6	1							1			1			1			2	12	100.0	100.0	1		2	2	2	3	0	1		16	55	1	29	"1205"	3	3.0
1206.0	13	20	1	1	2																																									13	20			"1206"	3	3.0
1207.0	12	50	1	1	2																																									12	50			"1207"	3	3.0
1208.0	15	44	1	1	2																																									0				"1208"	3	3.0
1209.0	13	10	1	1	2																																									0				"1209"	3	3.0
1210.0	14	17	1	1	2																																									0				"1210"	3	3.0
1211.0	14	30	1	1	2																																									14	30			"1211"	3	3.0
1212.0	14	30	5	1	1	1	31	5			5			200000	1	2	1							5			5			5			2	12	100.0	100.0	1	4	3	2	2	8	0	1		14	50	1	31	"1212"	3	3.0
1213.0	14	53	1	1	2																																									0				"1213"	3	3.0
1214.0	11	8	1	1	2																																									0				"1214"	3	3.0
1215.0	14	7	1	1	2																																									0				"1215"	3	3.0
1216.0	13	28	1	1	2																																									0				"1216"	3	3.0
1217.0	11	56	1	1	1	1	29	1	2		1	2		3000	0	3	1							1	2		1	2		1			2	3	100.0	100.0	1		2	2	3		0	1		12	1	1	29	"1217"	3	3.0
1219.0	16	40	1	1	2																																									0				"1219"	3	3.0
1220.0	13	25	1	1	2																																									13	25			"1220"	3	3.0
1221.0	12	57	1	1	1	1	30	1			1			100000	10	6	1							1			1			1			2	12	100.0	100.0	1		4	1	1	2	1	1		12	55	1	30	"1221"	3	3.0
1222.0	11	30	1	1	2																																									0				"1222"	3	3.0
1223.0	10	50	1	1	2																																									0				"1223"	3	3.0
1224.0	9	30	3	1	1	1	31	3			3			50000	0	3	1							3			3			3			3	3	100.0	100.0	1	3	3	2	8	2	0	1		9	45	1	31	"1224"	3	3.0
1225.0	12	20	1	1	2																																									0				"1225"	3	3.0
1226.0	11	30	1	1	1	1	29	1			1			200000	19	6	1							1			1			1			2	12	100.0	100.0	1	4	3	2	2	3	8	1		11	45	1	29	"1226"	3	3.0
1227.0	14	5	1	1	2																																									0				"1227"	3	3.0
1229.0	18	45	1	1	2																																									0				"1229"	3	3.0
1230.0	13	47	3	1	1	1	8	3			3			125000	1	1	1							3			3	2		3			2	12	100.0	100.0	1		2	1	2		0	1		13	53	1	8	"1230"	3	3.0
1232.0	11	41	1	1	2																																									0				"1232"	3	3.0
1233.0	11	29	1	1	2																																									0				"1233"	3	3.0
1234.0	13	39	1	1	2																																									0				"1234"	3	3.0
1235.0	12	29	1	1	2																																									0				"1235"	3	3.0
1236.0	12	41	4	1	1	1	30	4	5		4	5		150000	6	0	1							4	5		4	5		4	5		2	12	100.0	100.0	1		3	2	3	2	0	1		12	52	1	30	"1236"	3	3.0
1237.0	9	50	2	1	2																																									0				"1237"	3	3.0
1238.0	15	53	1	1	1	1	29	1	3	5	1	3	5	140000	10	3	1							1	3	5	1	3	5	1	3	5	2	12	100.0	100.0	1		3	2	2	4	0	2	5	16	3	1	29	"1238"	3	3.0
1239.0	10	45	1	1	2																																									0				"1239"	3	3.0
1240.1	14	37	1	1	1	1	31	3			3			96000	8	3	1							3			3			3			3	12	100.0	100.0	1		3	1	8		0	1		14	46	1	31	"1240.1"	3	3.0
1240.2	19	18	5	1	2																																									0				"1240.2"	3	3.0
1241.0	14	5	1	1	2																																									14	5			"1241"	3	3.0
1242.0	18	0	3	1	2																																									18	0			"1242"	3	3.0
1243.0	13	10	1	1	1	1	29	1	2		1			36000	1	0	1							1	2		1	2		1			1	12	100.0	100.0	1		1	2	2		0	1		13	20	1	29	"1243"	3	3.0
1244.0	13	45	1	1	2																																									13	48			"1244"	3	3.0
1245.0	11	7	5	1	2																																									11	10			"1245"	3	3.0
1246.1	11	22	1	1	1	1	30	1			1			24000	18	0	1							1			1			1			2	12	100.0	100.0	1		2	3	11		0	1		11	30	1	30	"1246.1"	3	3.0
1246.2	11	45	3	1	1	1	14	3			3			90000	7	1	1							3			3			3			3	12	100.0	100.0	1		2	1	2		0	1		11	50	1	14	"1246.2"	3	3.0
1247.0	14	42	1	1	1	1	29	1			1			100000	15	2	1							1			1			1			2	12	100.0	100.0	1		2	2	1		1	1		14	50	1	29	"1247"	3	3.0
1248.0	12	10	2	1	2																																									12	10			"1248"	3	3.0
1249.0	10	30	1	1	2																																									10	30			"1249"	3	3.0
1250.0	15	59	1	1	1	1	28	3	72		3	72		36000	1	1	1							3	72		1	72		1	72		2	12	15.0	15.0	3		3	2	1		0	1		16	8	1	28	"1250"	3	3.0
1253.0	15	10	1	1	2																																									15	10			"1253"	3	3.0
1254.0	14	22	3	1	1	1	29	3	4		3			120000	12	6	1							3			3	4		3			2	12	100.0	100.0	1		3	2	1		0	1		14	29	1	29	"1254"	3	3.0
1255.0	14	17	1	1	2																																									14	18			"1255"	3	3.0
1256.0	14	58	5	1	1	1	29	7			7			144000	10	5	1							7			7			7			2	12	100.0	100.0	1		4	1	1		0	1		15	5	1	29	"1256"	3	3.0
1257.0	13	42	1	1	2																																									13	43			"1257"	3	3.0
1258.0	15	38	2	1	2																																									15	40			"1258"	3	3.0
1259.0	15	30	1	1	1	1	30	4			4			36000	3	4	1							4			4			4			1	12	100.0	100.0	4		1	2	1		0	1		15	40	1	30	"1259"	3	3.0
1260.0	14	10	1	1	2																																									14	10			"1260"	3	3.0
1261.0	13	0	2	1	2																																									13	2			"1261"	3	3.0
1262.0	14	35	1	1	2																																									14	35	1		"1262"	3	3.0
1263.0	13	20	6	1	1	1	29	6			6			72000	50	0	1							6			6			6			3	12	100.0	100.0	4		2	2	2		0	1		13	30	1	29	"1263"	3	3.0
1264.0	15	20	2	1	1	1	29	2			2			2000	10	6	1							2			2			2			1	8	100.0	100.0	1		1	2	2		0	1		15	26	1	29	"1264"	3	3.0
1265.0	10	25	2	1	2																																									10	30			"1265"	3	3.0
1266.0	12	5	1	1	2																																									12	53			"1266"	3	3.0
1267.0	11	36	1	1	1	1	28	1			1			240000	25	6	1							1	3		1	3		1			2	12	100.0	100.0	3		3	2	1		0	1		11	44	1	28	"1267"	3	3.0
1268.0	13	15	2	1	2																																									13	16			"1268"	3	3.0
1269.0	13	22	2	1	1	1	29	1			1			180000	11	1	1							1			1			1			3	12	100.0	100.0	1		1	3	6		0	1		13	30	1	29	"1269"	3	3.0
1270.0	14	30	1	1	1	1	30	1			1			108000	16	0	1							1			1			1			2	12	100.0	100.0	4		3	2	2		0	1		14	40	1	30	"1270"	3	3.0
1271.0	12	45	1	1	2																																									12	45			"1271"	3	3.0
1272.0	10	50	1	1	2																																									10	50			"1272"	3	3.0
1273.0	14	10	2	1	2																																									14	12			"1273"	3	3.0
1274.11	15	23	7	1	2																																									15	23			"1274.1.1"	3	3.0
1274.12	12	26	1	1	2																																									12	26			"1274.1.2"	3	3.0
1274.2	15	9	3	1	2																																									15	12			"1274.2"	3	3.0
1275.0	12	46	2	1	2																																									12	48			"1275"	3	3.0
1276.1	15	26	1	1	2																																									15	28			"1276.1"	3	3.0
1276.2	17	51	4	1	2																																									17	52			"1276.2"	3	3.0
1277.0	12	14	1	1	2																																									12	17			"1277"	3	3.0
1278.0	14	30	1	1	1	1	30	1			1			15000	0	5	1							1			1			1			2	5	100.0	100.0	4		3	2	2		0	1		14	40	1	30	"1278"	3	3.0
1279.0	15	0	1	1	2																																									15	0			"1279"	3	3.0
1280.0	15	40	1	1	1	1	30	1			1			240000	9	1	1							1			1			1			3	12	100.0	100.0	4		2	1	2		0	1		15	50	1	30	"1280"	3	3.0
1281.0	12	29	1	1	2																																									12	30			"1281"	3	3.0
1282.0	13	41	1	1	2																																									13	43			"1282"	3	3.0
1283.0	12	20	3	1	2																																									12	22			"1283"	3	3.0
1284.0	18	36	1	1	2																																									18	38			"1284"	3	3.0
1285.0	16	30	1	1	2																																									16	31			"1285"	3	3.0
1286.0	11	35	1	1	2																																									11	36			"1286"	3	3.0
1287.0	14	48	1	1	1	1	29	5			5			5000	1	1	1							5			5			5			1	12	100.0	100.0	1		1	2	1		0	1		14	56	1	29	"1287"	3	3.0
1288.0	14	3	1	1	1	1	28	1			1	72		120000	1	8	1							1	72		1	72		1	72		2	12	20.0	20.0	3		4	1	1		1	1		14	10	1	28	"1288"	3	3.0
1289.0	12	45	1	1	2																																									12	45			"1289"	3	3.0
1290.0	14	10	3	1	2																																									14	12			"1290"	3	3.0
1291.0	15	44	1	1	2																																									15	48			"1291"	3	3.0
1292.0	17	11	1	1	2																																									17	13			"1292"	3	3.0
1293.0	12	45	1	1	2																																									12	46			"1293"	3	3.0
1295.0	14	6	1	1	1	1	30	1			1			60000	5	2	1							1			1			1			3	4	100.0	100.0	1		2	2	1		0	1		14	18	1	30	"1295"	3	3.0
1295.0			1	1	1	2	30	1			1			60000	5	2	1							1			1			1			3	4	100.0	100.0	1		2	2	1		0	1				2	30	"1295"	3	3.0
1296.0	12	43	1	1	1	1	30	1			1			108000	21	1	1							1			1			1			2	12	100.0	100.0	4		2	1	2		0	1		12	52	1	30	"1296"	3	3.0
1297.0	18	40	1	1	1	1	28	3			3			240000	30	1	1							3	5		3	5		3			2	12	100.0	100.0	3		4	1	2		0	1		18	50	1	28	"1297"	3	3.0
1298.1	12	45	1	1	2																																									12	46			"1298.1"	3	3.0
1298.2	11	45	6	1	2																																									11	45			"1298.2"	3	3.0
1299.0	14	10	1	1	2																																									14	15			"1299"	3	3.0
1300.1	17	22	1	1	2																																									17	24			"1300.1"	3	3.0
1300.2	10	21	4	1	2																																									10	23			"1300.2"	3	3.0
1301.1	9	37	1	1	2																																									9	39			"1301.1"	3	3.0
1301.2	11	8	3	1	2																																									11	9			"1301.2"	3	3.0
1302.0	17	28	2	1	2																																									17	30			"1302"	3	3.0
1303.1	12	45	1	1	1	1	30	1			1			144000	18	0	1							1			1			1			2	12	100.0	100.0	1		3	1	2		0	1		12	55	1	30	"1303.1"	3	3.0
1303.2	14	40	5	1	1	1	30	5			5			144000	18	0	1							5			5			5			2	12	100.0	100.0	1		2	1	2		0	1		14	50	1	30	"1303.2"	3	3.0
1304.0	13	1	1	1	1	1	29	1			1			600000	20	6	1							1			1			1			1	12	100.0	100.0	1		2	2	1		0	1		13	10	1	29	"1304"	3	3.0
1305.1	12	30	9	1	1	1	30	9			9			96000	11	2	1							1			1			1			2	12	100.0	100.0	4		2	2	2		0	1		12	40	1	30	"1305.1"	3	3.0
1305.2	11	30	3	1	1	1	30	3			3			100000	8	1	1							3			3			3			2	12	100.0	100.0	1		4	2	2		0	1		11	40	1	30	"1305.2"	3	3.0
1306.0	16	11	1	1	2																																									16	12			"1306"	3	3.0
1307.1	15	55	3	1	2																																									15	56			"1307.1"	3	3.0
1307.2	13	45	7	1	2																																									13	45			"1307.2"	3	3.0
1307.3	14	36	10	1	2																																									14	38			"1307.3"	3	3.0
1308.0	17	23	1	1	1	1	30	1			1			40000	10	2	1							1			1	2		1			3	12	100.0	100.0	4		3	2	2		0	1		17	30	1	30	"1308"	3	3.0
1309.11	12	40	1	1	1	1	29	1			1			48000	6	1	1							1			1			1			2	12	100.0	100.0	1		2	2	2		0	1		12	55	1	29	"1309.1.1"	3	3.0
1309.12	12	50	6	1	2																																									12	55			"1309.1.2"	3	3.0
1309.2	11	58	3	1	2																																									12	1			"1309.2"	3	3.0
1310.0	12	22	1	1	2																																									12	23			"1310"	3	3.0
1311.0	16	9	1	1	2																																									16	11			"1311"	3	3.0
1312.0	8	54	1	1	2																																									8	54			"1312"	3	3.0
1313.0	18	35	1	1	2																																									18	35			"1313"	3	3.0
1314.0	11	5	1	1	2																																									11	5			"1314"	3	3.0
1315.0	9	25	1	1	2																																									9	30			"1315"	3	3.0
1316.0	9	58	1	1	1	1	29	1			1			150000	13	2	1							1			1			1			2	12	100.0	100.0	1		2	2	1		0	1		10	8	1	29	"1316"	3	3.0
1317.0	9	58	1	1	1	1	29	1			1			42000	0	8	1							1			1			1			2	7	100.0	100.0	1		2	2	11		0	1		10	7	1	29	"1317"	3	3.0
1318.0	11	38	1	1	2																																									11	38			"1318"	3	3.0
1319.0	10	24	1	1	2																																									10	26			"1319"	3	3.0
1320.0	10	46	1	1	2																																									10	47			"1320"	3	3.0
1321.0	13	33	5	1	2																																									13	35			"1321"	3	3.0
1322.0	11	58	1	1	2																																									11	58			"1322"	3	3.0
1323.0	11	25	1	1	1	1	28	1	72		1	72		180000	1	6	1							1	72		1	72		1	72		3	12	20.0	20.0	3		2	2	9		0	1		11	30	1	28	"1323"	3	3.0
1324.0	11	30	4	1	1	1	30	4			4			84000	10	5	1							4	5		4	5		4			1	12	100.0	100.0	4		1	2	2		0	1		11	40	1	30	"1324"	3	3.0
1325.0	11	57	4	1	2																																									11	59			"1325"	3	3.0
1326.0	12	20	1	1	1	1	30	1			1			180000	22	0	1							1			1			1			2	12	100.0	100.0	4		2	2	2		7	1		12	30	1	30	"1326"	3	3.0
1327.0	14	20	1	1	2																																									14	25			"1327"	3	3.0
1328.0	11	46	1	1	2																																									11	48			"1328"	3	3.0
1329.0	12	10	1	1	1	1	29	1			1			15000	20	6	1							1	2		1			1			1	12	100.0	100.0	1		1	2	8		0	1		12	15	1	29	"1329"	3	3.0
1330.0	11	15	1	1	2																																									11	15			"1330"	3	3.0
1331.1	11	40	6	1	2																																									11	40			"1331.1"	3	3.0
1331.2	10	50	5	1	2																																									10	50			"1331.2"	3	3.0
1332.1	11	45	1	1	2																																									11	50			"1332.1"	3	3.0
1332.2	11	50	2	1	2																																									11	52			"1332.2"	3	3.0
