a01	stime_h_n	stime_m_n	res_id_n	consent_n	n01	bid	n02	n03a	n03b	n03c	n04a	n04b	n04c	n05	n06a	n06b	n07	n08a	n08b	n08c	n09a	n09b	n09c	n10a	n10b	n10c	n11a	n11b	n11c	n12a	n12b	n12c	n13	n14	n15	n16	n17a	n17b	n18	n19	n20a	n20b	n21	n22a	n22b	etime_h_n	etime_m_n	bid_2	n02_2	hhid2	hh_type	round
5035.0	10	2	1	1	2																																									10	2			"5035"	3	3.0
5036.1	11	40	3	1	1	1	30	3			3			150000	13	2	1							3			3			3			2	12	100.0	100.0	1		3	1	2		0	2		11	44	1	30	"5036.1"	3	3.0
5036.2	12	43	4	1	2																																									12	44			"5036.2"	3	3.0
5037.1	15	42	1	1	2																																									15	42			"5037.1"	3	3.0
5037.2	11	0	4	1	2																																									11	0			"5037.2"	3	3.0
5039.0	10	34	1	1	1	1	30	1			1			80000	3	2	1							1			1	2	3	1			2	10	100.0	100.0	1		1	2	2		0	2	7	10	36	1	30	"5039"	3	3.0
5040.0	11	11	1	1	2																																									11	11			"5040"	3	3.0
5041.0	11	51	1	1	2																																									11	52			"5041"	3	3.0
5042.0	12	48	1	1	2																																									12	48			"5042"	3	3.0
5043.0	15	16	1	1	1	1	30	1			1			120000	25	8	1							1			1			1			2	12	100.0	100.0	1		3	1	2		0	1		15	22	1	30	"5043"	3	3.0
5044.0	13	16	1	1	2																																									13	16			"5044"	3	3.0
5045.0	13	40	1	1	1	1	29	2	1		2	1		24000	7	5	1							2	1		2	1	5	2	1		1	12	100.0	100.0	1		1	2	2	3	0	2		13	45	1	29	"5045"	3	3.0
5046.0	9	1	1	1	2																																									9	10			"5046"	3	3.0
5047.0	12	7	1	1	2																																									12	7			"5047"	3	3.0
5048.1	12	30	1	1	2																																									12	30			"5048.1"	3	3.0
5048.2	9	40	3	1	2																																									9	40			"5048.2"	3	3.0
5049.0	12	40	3	1	1	1	14	3			3			120000	12	2	1							3			3			3			2	12	100.0	100.0	1	2	3	1	1		0	1		12	44	1	14	"5049"	3	3.0
5049.0			3	1	1	2	30	5			5			72000	1	3	1							5			5			5			2	12	100.0	100.0	1	3	3	2	1		0	1				2	30	"5049"	3	3.0
5050.0	13	46	1	1	2																																									13	47			"5050"	3	3.0
5051.0	16	14	2	1	2																																									16	14			"5051"	3	3.0
5052.0	11	21	1	1	1	1	30	1			1			72000	14	2	1							7			7			1			1	12	100.0	100.0	1		1	3	1		0	1		11	24	1	30	"5052"	3	3.0
5053.0	11	10	1	1	2																																									11	11			"5053"	3	3.0
5054.0	10	28	1	1	2																																									10	30			"5054"	3	3.0
5055.0	15	0	1	1	2																																									15	0			"5055"	3	3.0
5056.0	14	2	1	1	2																																									14	2			"5056"	3	3.0
5057.0	12	32	1	1	1	1	29	1			1			48000	0	4	2	1			1			1			1			1			2	4	100.0	100.0	1		4	2	3		0	1		12	40	1	29	"5057"	3	3.0
5058.1	17	33	1	1	2																																									17	33			"5058.1"	3	3.0
5058.2	13	2	8	1	2																																									13	2			"5058.2"	3	3.0
5059.0	11	55	1	1	1	1	31	1			1			180000	4	3	1							1			1			1			2	1	100.0	100.0	1	2	3	1	2	6	0	1		12	1	1	31	"5059"	3	3.0
5059.0			1	1	1	2	22	2			2			18000	7	2	1							2			2			2			1	12	100.0	100.0	1		1	2	2		0	1				1	22	"5059"	3	3.0
5060.0	13	35	3	1	2																																									13	37			"5060"	3	3.0
5061.0	11	11	2	1	2																																									11	12			"5061"	3	3.0
5062.0	15	20	1	1	1	1	29	1			1			144000	18	3	1							1			1			1			2	12	100.0	100.0	1	2	2	2	9		1	2		15	22	1	29	"5062"	3	3.0
5063.0	11	19	1	1	2																																									11	20			"5063"	3	3.0
5064.0	11	10	1	1	2																																									11	10			"5064"	3	3.0
5065.0	12	2	1	1	2																																									12	2			"5065"	3	3.0
5066.0	11	22	1	1	2																																									11	22			"5066"	3	3.0
5067.0	11	4	1	1	1	1	29	2			2			84000	4	6	1							2			2			2			1	12	100.0	100.0	1		1	2	1		0	1		11	7	1	29	"5067"	3	3.0
5068.0	13	27	1	1	2																																									13	28			"5068"	3	3.0
5069.0	12	56	1	1	2																																									12	56			"5069"	3	3.0
5070.0	12	38	1	1	1	1	29	1			1			90000	4	2	1							1			1			1			3	12	100.0	100.0	1	2	2	3	3		0	9		12	42	1	29	"5070"	3	3.0
5072.0	10	50	1	1	2																																									10	50			"5072"	3	3.0
5073.0	9	58	1	1	1	1	29	1			1			300000	14	3	1							1			1			1			2	12	100.0	100.0	1	2	2	1	1		1	2		10	0	1	29	"5073"	3	3.0
5074.0	10	51	1	1	1	1	30	1			1			144000	38	5	1							1			1			1			2	12	100.0	100.0	1		4	1	2		0	1		10	54	1	30	"5074"	3	3.0
5076.0	15	58	1	1	2																																									15	59			"5076"	3	3.0
5077.0	10	50	1	1	1	1	29	1	6		6			144000	12	7	1							6			6			1	6		2	12	100.0	100.0	1		2	2	2	3	0	1		10	54	1	29	"5077"	3	3.0
5078.0	11	39	1	1	1	1	29	1			1			144000	12	3	1							1			1			1			2	12	100.0	100.0	1		2	1	2	3	0	2		11	52	1	29	"5078"	3	3.0
5078.0			1	1	1	2	30	4			4			120000	20	5	1							4			4			4			2	12	100.0	100.0	1		2	2	1	3	0	2				2	30	"5078"	3	3.0
5079.0	10	30	1	1	2																																									10	30			"5079"	3	3.0
5080.0	10	46	1	1	1	1	30	1			1			240000	9	2	1							1			1			1			2	12	100.0	100.0	1	2	2	1	1		1	1		10	49	1	30	"5080"	3	3.0
5081.0	11	44	2	1	2																																									11	45			"5081"	3	3.0
5082.0	12	17	1	1	1	1	23	1	2	7	1			240000	1	1	1							1	3	4	1	3	4	1			2	12	100.0	100.0	1	3	4	2	1	7	0	1		12	25	1	23	"5082"	3	3.0
5083.0	14	34	1	1	2																																									14	36			"5083"	3	3.0
5084.0	12	4	1	1	2																																									12	4			"5084"	3	3.0
5085.0	17	19	2	1	2																																									17	19			"5085"	3	3.0
5086.1	12	42	1	1	2																																									12	43			"5086.1"	3	3.0
5086.21	14	28	7	1	2																																									14	29			"5086.2.1"	3	3.0
5086.22	14	48	10	1	1	1	28	10			10			110000	10	2	1							10			10			10			2	12	100.0	100.0	3	1	3	2	2		0	1		14	52	1	28	"5086.2.2"	3	3.0
5087.0	11	41	1	1	1	1	29	1			1			42000	10	6	2	1			1			1			1			1			2	4	100.0	100.0	1	3	3	1	8	9	0	1		11	45	1	29	"5087"	3	3.0
5088.0	12	26	3	1	1	1	28	3			3			120000	10	2	1							3			3			3			3	12	100.0	100.0	3	2	3	2	2		0	13		12	32	1	28	"5088"	3	3.0
5089.0	12	55	1	1	2																																									12	55			"5089"	3	3.0
5090.0	11	42	1	1	2																																									11	43			"5090"	3	3.0
5091.0	14	2	1	1	1	1	29	1	2		1			80000	1	2	1							1			3	5	1	1			2	12	100.0	100.0	1	2	3	2	6	2	0	1		14	8	1	29	"5091"	3	3.0
5092.0	11	39	2	1	2																																									11	40			"5092"	3	3.0
5093.0	14	18	1	1	2																																									14	18			"5093"	3	3.0
5094.0	17	24	1	1	1	1	29	1	2		1			36000	0	6	2	1			1			1			1			1			2	6	100.0	100.0	1		3	2	3	10	0	1		17	25	1	29	"5094"	3	3.0
5095.0	14	48	1	1	2																																									14	50			"5095"	3	3.0
5096.0	15	0	1	1	2																																									15	1			"5096"	3	3.0
5097.0	17	31	1	1	2																																									17	32			"5097"	3	3.0
5098.0	12	0	1	1	2																																									12	2			"5098"	3	3.0
5099.0	14	41	6	1	1	1	30	2			2			60000	3	8	1							2			2	4		2			2	11	100.0	100.0	1	3	3	2	2		0	1		14	42	1	30	"5099"	3	3.0
5100.0	12	51	3	1	1	1	29	1			1			100000	10	2	1							1			1			1			3	12	100.0	100.0	1		3	2	2	8	0	11		12	56	1	29	"5100"	3	3.0
5101.0	9	52	4	1	2																																									9	52			"5101"	3	3.0
5102.0	12	15	2	1	2																																									12	16			"5102"	3	3.0
5103.1	13	58	2	1	2																																									14	0			"5103.1"	3	3.0
5103.2	15	30	6	1	2																																									15	32			"5103.2"	3	3.0
5104.0	11	32	4	1	1	1	29	1			4			72000	1	1	1							4	2	3	4	2	3	4			2	12	100.0	100.0	1	2	3	2	2	8	0	12		11	43	1	29	"5104"	3	3.0
5105.0	11	33	1	1	2																																									11	34			"5105"	3	3.0
5106.0	9	58	1	1	1	1	29	1			1			100000	5	3	1							1			1			1			2	12	100.0	100.0	1	3	2	2	2		0	2		10	3	1	29	"5106"	3	3.0
5107.0	12	28	1	1	2																																									12	29			"5107"	3	3.0
5108.0	10	40	1	1	2																																									0				"5108"	3	3.0
5109.0	8	32	3	1	2																																									8	33			"5109"	3	3.0
5110.0	15	5	1	1	2																																									15	6			"5110"	3	3.0
5111.0	12	4	1	1	2																																									12	7			"5111"	3	3.0
5112.0	9	53	1	1	2																																									9	55			"5112"	3	3.0
5113.0	14	10	1	1	2																																									14	12			"5113"	3	3.0
5114.0	13	27	7	1	1	1	29	7			7			5000	2	6	1							7			7			7			1	12	100.0	100.0	1		1	2	1	2	0	1		13	29	1	29	"5114"	3	3.0
5115.0	10	37	4	1	2																																									10	39			"5115"	3	3.0
5116.0	9	57	1	1	1	1	29	1			1			30000	4	8	1							72			1			1			2	12	100.0	100.0	1	2	3	3	1	2	1	1		10	7	1	29	"5116"	3	3.0
5117.0	13	36	1	1	2																																									13	38			"5117"	3	3.0
5118.0	16	55	1	1	2																																									16	58			"5118"	3	3.0
5119.0	13	44	1	1	2																																									13	45			"5119"	3	3.0
5120.0	11	51	1	1	1	1	29	2	1		2	1		240000	10	2	1							2	1		2	1		2	1		2	12	100.0	100.0	1	2	3	1	2	3	0	1		12	5	1	29	"5120"	3	3.0
5121.0	12	36	2	1	2																																									12	37			"5121"	3	3.0
5122.0	16	38	2	1	1	1	29	2			2			35000	0	2	1							2			2			2			1	2	100.0	100.0	1	3	3	1	2	3	0	1		16	45	1	29	"5122"	3	3.0
5124.0	9	42	1	1	2																																									9	43			"5124"	3	3.0
5126.0	15	36	1	1	2																																									15	38			"5126"	3	3.0
5127.0	11	55	1	1	2																																									11	56			"5127"	3	3.0
5128.0	13	57	2	1	2																																									13	58			"5128"	3	3.0
5129.0	13	33	1	1	2																																									13	34			"5129"	3	3.0
5130.0	13	26	2	1	2																																									13	28			"5130"	3	3.0
5132.0	12	45	2	1	2																																									12	45			"5132"	3	3.0
5133.0	12	55	1	1	1	1	29	7			7			36000	2	3	1							1	7		1	7		7			1	12	100.0	100.0	1	3	1	2	2	3	0	1		13	0	1	7	"5133"	3	3.0
5134.0	12	7	1	1	2																																									12	9			"5134"	3	3.0
5135.0	13	15	4	1	2																																									13	15			"5135"	3	3.0
5137.0	15	27	1	1	2																																									15	28			"5137"	3	3.0
5138.0	11	53	1	1	2																																									11	58			"5138"	3	3.0
5139.0	12	9	2	1	2																																									12	10			"5139"	3	3.0
5140.0	10	52	1	1	2																																									10	53			"5140"	3	3.0
5141.0	10	44	1	1	2																																									10	45			"5141"	3	3.0
5142.0	9	46	4	1	2																																									9	48			"5142"	3	3.0
5143.0	12	35	1	1	2																																									12	36			"5143"	3	3.0
5144.0	12	9	1	1	2																																									12	10			"5144"	3	3.0
5145.0	15	31	3	1	2																																									15	33			"5145"	3	3.0
5146.0	12	43	1	1	2																																									12	43			"5146"	3	3.0
5147.0	11	48	1	1	2																																									11	48			"5147"	3	3.0
5148.0	17	45	4	1	1	1	29	1	4		1			120000	1	2	1							1			1	4		1			1	12	100.0	100.0	1		1	2	8	2	0	1		17	50	1	29	"5148"	3	3.0
5149.0	13	8	1	1	2																																									13	9			"5149"	3	3.0
5150.0	13	2	1	1	2																																									13	3			"5150"	3	3.0
5151.0	14	0	2	1	1	1	29	2	4		4			24000	4	2	1							4			4	7		2	4		1	6	100.0	100.0	1		1	2	1	2	0	11		14	7	1	29	"5151"	3	3.0
5152.0	12	20	1	1	2																																									12	20			"5152"	3	3.0
5153.0	10	41	1	1	2																																									10	41			"5153"	3	3.0
5154.0	12	6	10	1	2																																									12	7			"5154"	3	3.0
5155.0	16	45	1	1	2																																									16	46			"5155"	3	3.0
5156.0	16	10	3	1	2																																									16	11			"5156"	3	3.0
5157.0	15	3	1	1	2																																									15	3			"5157"	3	3.0
5158.1	16	35	1	1	2																																									16	36			"5158.1"	3	3.0
5158.2	12	35	4	1	1	1	4	4			4			0	0	4	1							4			4			4			2	4	100.0	100.0	3	4	5	2	3		1	1		12	40	1	4	"5158.2"	3	3.0
5159.0	12	4	3	1	2																																									12	5			"5159"	3	3.0
5160.0	17	0	1	1	1	1	30	1			1			15000	0	3	1							1			1			1			3	3	100.0	100.0	1	3	2	2	2		0	1		17	5	1	30	"5160"	3	3.0
5161.0	11	14	4	1	2																																									11	15			"5161"	3	3.0
5162.0	17	53	2	1	2																																									17	53			"5162"	3	3.0
5163.0	11	29	1	1	2																																									11	30			"5163"	3	3.0
5164.0	12	48	1	1	2																																									12	48			"5164"	3	3.0
5165.0	15	41	1	1	2																																									15	42			"5165"	3	3.0
5166.0	15	57	11	1	2																																									16	0			"5166"	3	3.0
5167.0	11	32	4	1	2																																									11	33			"5167"	3	3.0
5168.0	10	50	1	1	2																																									10	51			"5168"	3	3.0
5169.0	12	1	1	1	2																																									12	3			"5169"	3	3.0
5171.0	14	49	1	1	2																																									14	51			"5171"	3	3.0
5172.0	11	15	1	1	1	1	29	1			1			60000	9	2	1							1			1			1			2	12	100.0	100.0	2	1	2	2	1	2	0	1		11	20	1	29	"5172"	3	3.0
5173.0	14	38	1	1	2																																									14	39			"5173"	3	3.0
5174.0	11	33	1	1	2																																									11	34			"5174"	3	3.0
5175.0	12	47	2	1	2																																									12	48			"5175"	3	3.0
5176.0	14	15	1	1	2																																									14	15			"5176"	3	3.0
5177.0	11	0	5	1	2																																									11	1			"5177"	3	3.0
5178.0	11	9	6	1	2																																									11	10			"5178"	3	3.0
5179.0	11	34	4	1	2																																									11	34			"5179"	3	3.0
5180.0	15	16	1	1	1	1	29	1	2		1			25000	3	6	1							1	3		1	3		1			1	12	100.0	100.0	1		2	2	2	3	0	1		15	20	1	29	"5180"	3	3.0
5181.1	11	5	2	1	2																																									11	5			"5181.1"	3	3.0
5181.2	16	51	5	1	2																																									16	53			"5181.2"	3	3.0
5182.0	11	21	1	1	1	1	29	1	2		1			80000	12	6	1							1			1	2	4	1			3	12	100.0	100.0	1		3	2	2	3	0	1		11	25	1	29	"5182"	3	3.0
5183.0	12	26	1	1	2																																									12	28			"5183"	3	3.0
5184.0	17	19	2	1	2																																									17	20			"5184"	3	3.0
5185.0	16	5	1	1	1	1	29	1			1			180000	6	8	1							1	3		1			1			3	11	100.0	100.0	1	3	2	2	2	3	0	1		16	12	1	29	"5185"	3	3.0
5186.1	12	0	1	1	2																																									12	0			"5186.1"	3	3.0
5186.2	13	9	5	1	1	1	29	4			4			180000	3	6	1							4	6		4			4			2	12	100.0	100.0	1	3	2	2	2	3	0	1		13	20	1	29	"5186.2"	3	3.0
5187.0	12	14	1	1	2																																									12	15			"5187"	3	3.0
5188.0	12	7	1	1	1	1	29	1	2		1			12000	10	2	1							1			1			1			2	12	100.0	100.0	1	3	3	1	2	3	0	1		12	12	1	29	"5188"	3	3.0
5189.0	12	55	1	1	2																																									12	56			"5189"	3	3.0
5190.1	12	8	1	1	2																																									12	9			"5190.1"	3	3.0
5190.2	10	49	4	1	2																																									10	53			"5190.2"	3	3.0
5191.0	13	43	1	1	1	1	4	1	2		1			65000	7	3	1							1			1	3		1			2	12	100.0	100.0	1		2	1	9		0	1		13	50	1	4	"5191"	3	3.0
5192.0	11	27	1	1	2																																									11	28			"5192"	3	3.0
5193.0	12	44	1	1	2																																									12	45			"5193"	3	3.0
5194.0	10	56	1	1	2																																									10	56			"5194"	3	3.0
5195.0	12	31	3	1	2																																									12	32			"5195"	3	3.0
5196.1	11	57	1	1	2																																									11	59			"5196.1"	3	3.0
5196.2	11	30	13	1	2																																									11	31			"5196.2"	3	3.0
5196.3	10	50	11	1	2																																									10	51			"5196.3"	3	3.0
5197.0	12	5	4	1	2																																									12	5			"5197"	3	3.0
5198.0	12	46	1	1	2																																									12	46			"5198"	3	3.0
5199.0	12	11	2	1	2																																									12	13			"5199"	3	3.0
5200.0	11	20	1	1	1	1	29	1			1			40000	15	3	1							1			1			1			1	12	100.0	100.0	1	3	1	2	3	2	0	1		11	25	1	29	"5200"	3	3.0
5201.0	13	46	1	1	2																																									13	47			"5201"	3	3.0
5202.0	12	39	6	1	1	1	29	1			1			120000	10	3	1							1			1			1			3	12	100.0	100.0	1	3	2	2	2		0	1		12	45	1	29	"5202"	3	3.0
5203.1	16	47	1	1	2																																									16	47			"5203.1"	3	3.0
5203.2	11	4	3	1	2																																									11	6			"5203.2"	3	3.0
5204.0	12	37	1	1	2																																									12	38			"5204"	3	3.0
5205.0	13	45	1	1	1	1	29	1			1			180000	16	5	1							1			1			1			2	12	100.0	100.0	1		2	2	2	6	0	2		13	52	1	29	"5205"	3	3.0
5206.0	11	43	1	1	2																																									11	44			"5206"	3	3.0
5207.0	11	56	2	1	2																																									11	57			"5207"	3	3.0
5208.1	13	7	1	1	2																																									13	7			"5208.1"	3	3.0
5208.2	14	55	6	1	1	1	31	3			3			360000	8	4	1							3			3			3			3	10	100.0	100.0	1	3	4	1	2	3	0	13		15	5	1	31	"5208.2"	3	3.0
5208.3	12	35	4	1	1	1	30	4			4			40000	3	4	1							4			4			4			3	4	100.0	100.0	1	3	1	2	2	3	0	1		12	40	1	30	"5208.3"	3	3.0
5209.1	11	34	1	1	2																																									11	35			"5209.1"	3	3.0
5209.2	11	46	3	1	2																																									11	47			"5209.2"	3	3.0
5210.0	11	42	10	1	2																																									11	43			"5210"	3	3.0
5211.0	12	10	1	1	2																																									12	11			"5211"	3	3.0
5212.0	16	41	1	1	2																																									16	42			"5212"	3	3.0
5213.0	17	32	1	1	1	1	4	1			1			40000	2	1	1							1	72		1	72		1			3	6	100.0	100.0	1		2	2	7	1	1	1		17	45	1	4	"5213"	3	3.0
5214.0	14	4	3	1	2																																									14	5			"5214"	3	3.0
5215.0	11	9	1	1	2																																									11	9			"5215"	3	3.0
5216.0	11	36	1	1	1	1	29	1	2		1			80000	20	4	1							1			1	2	4	1	2		2	12	100.0	100.0	1		2	2	6	2	0	11		11	42	1	29	"5216"	3	3.0
5217.0	18	19	2	1	2																																									18	19			"5217"	3	3.0
5218.0	11	13	1	1	1	1	28	1			1			120000	3	2	1							1			1			1			2	12	100.0	100.0	1	3	4	2	6	2	0	1		11	25	1	28	"5218"	3	3.0
5219.0	12	3	1	1	1	1	29	1	2		1			60000	26	5	1							1			1	72		1			2	12	100.0	100.0	1	2	4	1	2	3	3	1		12	6	1	29	"5219"	3	3.0
5221.0	15	45	1	1	1	1	29	1			1			105000	0	7	1							1			1			1			2	7	100.0	100.0	1	3	3	2	2	3	0	1		0		1	29	"5221"	3	3.0
5221.0			1	1	1	2	29	1			4			12000	2	4	1							2	4		2	4		4			1	12	100.0	100.0	1		1	2	2		0	1				1	29	"5221"	3	3.0
5222.1	12	46	1	1	2																																									12	47			"5222.1"	3	3.0
5222.2	15	42	3	1	1	1	29	3	4		3			144000	5	6	1							3	72		3	72		3			2	12	100.0	100.0	1	2	2	1	9	2	1	1		0		1	29	"5222.2"	3	3.0
5223.0	12	3	3	1	2																																									12	4			"5223"	3	3.0
5224.0	14	48	1	1	2																																									14	49			"5224"	3	3.0
5225.0	15	1	1	1	2																																									15	2			"5225"	3	3.0
5226.1	17	16	1	1	1	1	28	1			1			100000	2	4	1							1			1			1			3	12	100.0	100.0	3		3	2	2		0	1		17	18	1	28	"5226.1"	3	3.0
5226.2	13	13	5	1	2																																									13	14			"5226.2"	3	3.0
5227.0	13	15	1	1	2																																									13	16			"5227"	3	3.0
5228.0	9	26	1	1	2																																									9	27			"5228"	3	3.0
5229.0	12	51	1	1	2																																									0				"5229"	3	3.0
5230.0	13	12	1	1	2																																									13	13			"5230"	3	3.0
5231.0	11	3	1	1	2																																									11	4			"5231"	3	3.0
5232.0	12	21	5	1	2																																									12	22			"5232"	3	3.0
5233.1	13	20	1	1	2																																									13	21			"5233.1"	3	3.0
5233.2	17	21	3	1	1	1	31	3			3			17000	1	3	1							3			3			3			3	12	100.0	100.0	1	3	2	2	2		0	1		17	26	31	3	"5233.2"	3	3.0
5234.0	13	28	7	1	2																																									12	28			"5234"	3	3.0
5235.0	12	4	1	1	2																																									12	6			"5235"	3	3.0
5236.0	11	53	1	1	2																																									11	53			"5236"	3	3.0
5237.0	12	3	2	1	2																																									12	6			"5237"	3	3.0
5238.0	13	51	1	1	2																																									13	51			"5238"	3	3.0
5239.0	12	42	1	1	2																																									12	43			"5239"	3	3.0
5240.0	11	10	1	1	2																																									11	11			"5240"	3	3.0
5241.0	11	3	1	1	2																																									11	3			"5241"	3	3.0
5242.1	13	58	2	1	2																																									13	58			"5242.1"	3	3.0
5242.2	12	35	3	1	2																																									12	35			"5242.2"	3	3.0
5242.3	17	1	4	1	2																																									17	2			"5242.3"	3	3.0
5243.0	12	13	1	1	1	1	29	1	2		3			40000	0	8	1							1	3		1	3		1	3		2	8	100.0	100.0	1	3	3	1	8		0	1		12	16	1	29	"5243"	3	3.0
5244.0	11	16	1	1	2																																									11	16			"5244"	3	3.0
5245.0	13	50	4	1	1	1	29	4			4			120000	5	4	1							1	4		1	4		1	4		2	12	100.0	100.0	1	3	2	2	2		0	1		11	0	1	29	"5245"	3	3.0
5246.0	12	39	7	1	2																																									12	42			"5246"	3	3.0
5247.1	14	7	1	1	2																																									14	8			"5247.1"	3	3.0
5247.2	11	57	4	1	1	1	30	4			4			360000	20	1	1							4			4			4			2	12	100.0	100.0	2	1	4	2	2	1	1	1		12	4	1	30	"5247.2"	3	3.0
5248.0	12	38	1	1	1	1	29	1	5		5			85000	1	7	1							5	72		5	72		5			2	12	100.0	100.0	1	2	2	1	8	1	1	1		12	45	1	29	"5248"	3	3.0
5248.0			1	1	1	2	30	1	7		1			100000	16	6	1							1	72		5	72		1			2	12	100.0	100.0	1		2	1	1		1	1				1	30	"5248"	3	3.0
5249.1	12	33	2	1	2																																									12	35			"5249.1"	3	3.0
5249.2	10	1	10	1	1	1	29	10	72		10			72000	6	2	1							10			10			10			2	12	100.0	100.0	1		3	2	1	3	0	1		10	12	1	29	"5249.2"	3	3.0
5250.0	10	17	1	1	2																																									10	18			"5250"	3	3.0
5251.0	11	51	1	1	1	1	30	1			1			120000	20	2	1							1			1			1			2	12	100.0	100.0	1	2	4	2	2		0	1		11	53	1	30	"5251"	3	3.0
5252.0	11	30	1	1	1	1	15	1			1			108000	30	8	1							1			1			1			2	12	100.0	100.0	1	3	2	2	2		0	1		11	40	1	15	"5252"	3	3.0
5253.0	13	2	1	1	2																																									13	3			"5253"	3	3.0
5254.0	10	27	5	1	2																																									10	28			"5254"	3	3.0
5255.1	17	3	4	1	1	1	25	2	4		2			180000	8	2	1							2			2	4		2			2	12	100.0	100.0	1	3	2	2	2		3	1		17	15	1	25	"5255.1"	3	3.0
5255.1			4	1	1	2	30	3			3			120000	9	4	1							3			3			3			2	12	100.0	100.0	1	3	2	2	2		1	1				2	30	"5255.1"	3	3.0
5255.2	11	16	8	1	2																																									11	17			"5255.2"	3	3.0
5256.0	13	31	1	1	2																																									13	32			"5256"	3	3.0
5257.0	11	36	1	1	2																																									11	37			"5257"	3	3.0
5258.1	9	49	1	1	1	1	29	1	2		1			20000	20	4	2	1			1			1	7		1	7		1			2	4	100.0	100.0	1	3	3	1	8	1	0	1		9	52	1	29	"5258.1"	3	3.0
5258.2	15	36	4	1	2																																									15	38			"5258.2"	3	3.0
5259.0	13	5	1	1	2																																									13	6			"5259"	3	3.0
5260.0	13	55	3	1	1	1	39	3			3			96000	13	7	1							3			3			3			2	12	100.0	100.0	1	3	3	2	2		0	1		14	0	1	39	"5260"	3	3.0
5261.0	11	33	1	1	1	1	29	1	2		1			72000	32	4	1							1	3		1	3	5	1	3		1	12	100.0	100.0	1	3	1	1	2	3	0	1		11	38	1	29	"5261"	3	3.0
5262.0	12	1	1	1	2																																									12	2			"5262"	3	3.0
5263.1	10	38	2	1	1	1	29	2			2			144000	14	2	1							2			2			2			1	12	100.0	100.0	1	3	2	2	2		0	1		10	40	1	29	"5263.1"	3	3.0
5263.2	13	30	6	1	1	1	29	1			1			96000	28	10	1							1			1			1			1	12	100.0	100.0	1	3	1	1	2	3	0	13		13	39	1	29	"5263.2"	3	3.0
5264.0	10	42	1	1	2																																									10	43			"5264"	3	3.0
5265.0	12	3	1	1	2																																									12	3			"5265"	3	3.0
5266.11	17	31	5	1	2																																									17	36			"5266.1.1"	3	3.0
5266.12	14	11	4	1	2																																									14	11			"5266.1.2"	3	3.0
5266.2	11	19	3	1	2																																									11	20			"5266.2"	3	3.0
5267.0	11	17	1	1	1	1	8	1			1			18000	2	1	1							1	3		1	3		1			2	12	100.0	100.0	1	3	2	2	2		0	1		11	20	1	8	"5267"	3	3.0
5268.0	10	40	1	1	2																																									10	41			"5268"	3	3.0
5270.0	15	57	3	1	2																																									15	57			"5270"	3	3.0
5271.0	11	26	5	1	2																																									11	28			"5271"	3	3.0
5273.0	11	8	1	1	2																																									11	9			"5273"	3	3.0
5274.0	14	18	5	1	2																																									14	20			"5274"	3	3.0
5275.0	11	33	1	1	2																																									11	33			"5275"	3	3.0
5276.0	13	32	3	1	2																																									13	32			"5276"	3	3.0
5277.0	12	35	5	1	1	1	29	2			2			144000	3	2	1							2			2			2			2	12	100.0	100.0	1	3	2	2	2	3	1	1		12	40	1	29	"5277"	3	3.0
5278.0	16	33	3	1	2																																									16	34			"5278"	3	3.0
5279.0	12	41	1	1	1	1	29	1			1			110000	3	2	1							1	4	5	1	4	5	1			2	12	100.0	100.0	1	2	2	1	9	1	0	1		12	52	1	29	"5279"	3	3.0
5279.0			1	1	1	2	31	1			1			200000	9	6	1							1	72		1			1			3	12	100.0	100.0	1	3	4	1	7	9	1	1				2	31	"5279"	3	3.0
5280.0	11	15	1	1	2																																									11	16			"5280"	3	3.0
5281.0	14	15	1	1	2																																									14	15			"5281"	3	3.0
5282.0	13	25	1	1	2																																									13	25			"5282"	3	3.0
5283.0	13	52	1	1	2																																									13	52			"5283"	3	3.0
5284.0	10	45	1	1	2																																									10	45			"5284"	3	3.0
5285.0	10	52	1	1	2																																									10	52			"5285"	3	3.0
5286.0	11	10	1	1	1	1	29	1			1			36000	35	2	1							1			1	2		1			1	12	100.0	100.0	1		2	2	2		0	1		11	20	1	29	"5286"	3	3.0
5286.0			1	1	1	2	28	1			1			72000	8	3	1							1			1	2		1			1	12	100.0	100.0	1		2	2	2	3	0	1				2	28	"5286"	3	3.0
5287.0	11	55	2	1	2																																									11	56			"5287"	3	3.0
5288.0	15	5	5	1	2																																									15	5			"5288"	3	3.0
5289.0	14	27	1	1	1	1	7	1			1			4800	2	0	1							1			1			1			2	12	100.0	100.0	1	2	3	2	9	7	0	1		12	31	1	7	"5289"	3	3.0
5290.0	11	4	1	1	2																																									0				"5290"	3	3.0
5291.0	12	55	1	1	2																																									0				"5291"	3	3.0
5292.0	10	10	1	1	2																																									0				"5292"	3	3.0
5293.1	11	37	1	1	2																																									0				"5293.1"	3	3.0
5294.0	14	10	1	1	1	1	8	1			1			240000	10	5	1							1			1			1			2	12	100.0	100.0	1	3	3	1	2	8	3	1		14	20	1	8	"5294"	3	3.0
5295.0	13	30	1	1	2																																									13	32			"5295"	3	3.0
5296.0	12	0	1	1	2																																									12	0			"5296"	3	3.0
5298.0	17	13	1	1	2																																									0				"5298"	3	3.0
