a01	stime_h_q	stime_m_q	res_id_q	consent_q	q_01	q_02	q_03	q_04	q_05	q_06	q_07	q_08	q_09	q_10	q_11	q_11b	q_11c	q_12	q_13	q_14	q_15	q_16	q_17	q_18	q_19	q_19a	q_19b	q_19c	q_20	q_20a	q_20a_2	q_20a_3	q_20b	q_20b_2	q_20b_3	q_20c	q_20c_2	q_20c_3	q_20d_1	q_20d_2	q_20d_3	q_21	etime_h_q	etime_m_q	flag_q_20b_3	flag_q_20c_3	hhid2	hh_type	round
147.0	11	59	1	1	1	800		40.0	0	2	2	2	4	1	3	2	1	441.0	2			6	50.0	3	0	3			2	1	4	" "	1	3	" "	2		" "	6			200	12	5			"147"	3	3.0
148.1	11	20	4	1	1	600		18.0	2	4	2	2	4	1	2	2	1	216.0	2			5	0.0	3	0	3			1	1	4	" "	2		" "	2		" "	6			300	11	25			"148.1"	3	3.0
148.2	18	20	3	1	1	300		6.0	2	4	2	2	4	1	1	1		180.0	2			5	0.0	4	50	3			1	1	3	" "	2		" "	2		" "	7			40	18	29			"148.2"	3	3.0
148.3	17	0	5	1	1	600		0.0	12	4	2	2	4	1	2	2	1	162.0	2			5	0.0	4	140	3			0	2		" "	2		" "	2		" "	7				17	20			"148.3"	3	3.0
149.0	16	0	1	1	1	1000		24.0	0	1	2	2	4	1	3	2	1	432.0	2			6	30.0	3	0	3			2	1	1	" "	1	3	" "	2		" "	6			300	16	4			"149"	3	3.0
150.0	10	30	1	1	1	200		1.0	0	5	2	2	4	1	1	2	1	108.0	2			5	0.0	4	100	3			0	2		" "	2		" "	2		" "	7				10	50			"150"	3	3.0
151.0	13	45	1	1	1	1000		20.0	0	3	2	2	4	1	3	2	1	288.0	2			6	150.0	3	0	3			1	1	1	" "	2		" "	2		" "	6			400	13	52			"151"	3	3.0
152.0	15	26	3	1	1	2000		12.0	0	1	1	2	1	1	5	2	1	1125.0	2			3	600.0	3	0	3			2	1	3	" "	1	1	" "	2		" "	6			200	15	32			"152"	3	3.0
153.0	14	22	1	1	1	1500		12.0	0	2	2	2	4	1	4	2	1	891.0	2			6	70.0	3	0	3			3	1	1	" "	1	3	" "	1	6	" "	1			400	14	28			"153"	3	3.0
154.0	15	37	1	1	1	600		24.0	0	4	2	2	4	1	3	1		504.0	2			6	0.0	3	0	3			1	1	1	" "	2		" "	2		" "	1			120	15	47			"154"	3	3.0
155.0	12	20	1	1	1	1000		16.0	0	2	2	2	4	1	4	2	1	121.5	2			5	0.0	3	0	3			1	1	1	" "	2		" "	2		" "	6			200	12	40			"155"	3	3.0
157.0	11	56	1	1	1	1250		12.0	0	1	1	1	1	1	2	2	1	270.0	2			9	0.0	3	0	3			1	1	1	" "	2		" "	2		" "	6			300	12	0			"157"	3	3.0
160.0	11	41	3	1	1	500		14.0	2	3	2	2	4	1	2	3	2	157.5	2			1		4	95	3			1	1	3	" "	2		" "	2		" "	6			120	11	45			"160"	3	3.0
161.0	16	2	1	1	1	1200		8.0	1	2	1	2	4	1	2	2	1	608.0	1	2	450.0	5	900.0	1		3			1	1	1	" "	2		" "	2		" "	6			150	16	12			"161"	2	3.0
162.0	16	22	1	1	1	1000		20.0	3	1	2	2	4	1	3	2	1	380.25	1	2	235.0	5	0.0	1		3			3	1	1	" "	1	2	" "	1	4	" "	1			210	16	30			"162"	2	3.0
163.0	12	10	1	1	1	400		10.0	0	2	2	2	4	1	2	3	2	338.0	1	3	260.0	6	0.0	1		3			1	1	1	" "	2		" "	2		" "	1			110	12	15			"163"	2	3.0
164.0	12	50	1	1	1	1000		60.0	2	1	2	2	4	1	3	2	2	414.0	1	2	200.0	5	400.0	1		3			2	1	1	" "	1	2	" "	2		" "	1			50	13	10			"164"	2	3.0
165.0	15	28	1	1	1	400		10.0	0	2	2	2	4	1	2	3	2	337.5	1	3	232.0	5	600.0	1		3			2	1	1	" "	1	3	" "	2		" "	1			200	15	37			"165"	2	3.0
166.0	12	51	1	1	1	1000		15.0	1	2	2	2	4	1	3	2	1	640.0	1	3	250.0	5	400.0	1		3			1	2		" "	1	5	" "	2		" "	6			150	12	58			"166"	2	3.0
167.0	12	40	1	1	1	800		80.0	0	1	2	2	4	1	4	3	2	414.0	1	2	118.0	5	350.0	1		3			3	1	1	" "	1	4	" "	1	6	" "	6			200	12	56			"167"	2	3.0
168.0	15	26	1	1	1	1000		1.0	0	1	1	2	4	1	3	3	2	312.75	1	3	165.0	5	200.0	1		3			1	1	1	" "	2		" "	2		" "	1			150	15	34			"168"	2	3.0
169.0	11	8	1	1	1	3000		11.0	0	1	1	1	1	1	5	2	1	567.0	1	2	660.0	5	1045.0	1		3			2	1	1	" "	1	3	" "	2		" "	6			580	12	21			"169"	2	3.0
170.0	16	40	1	1	1	2000		18.0	1	2	2	2	4	1	3	2	1	855.0	1	2	856.0	5	800.0	1		3			2	1	1	" "	1	2	" "	2		" "	1	4		500	16	51			"170"	2	3.0
171.0	13	34	1	1	1	2500		15.0	1	1	2	2	4	1	3	2	1	855.0	1	3	423.0	5	900.0	1		3			2	1	1	" "	1	2	" "	2		" "	6			100	13	45			"171"	2	3.0
172.0	14	57	1	1	1	2000		5.0	0	2	2	2	4	1	2	3	1	247.5	1	2	466.0	5	340.0	1		3			2	1	1	" "	1	2	" "	2		" "	1			200	15	5			"172"	2	3.0
173.0	13	51	1	1	1	300		28.0	1	4	6	2	4	1	1	1		72.0	1	2	53.0	9	0.0	1		3			1	1	1	" "	2		" "	2		" "	6			20	13	57			"173"	2	3.0
174.0	16	43	1	1	1	1000		50.0	0	1	2	2	4	1	3	2	2	414.0	1	2	230.0	5	400.0	1		3			2	1	1	" "	1	2	" "	2		" "	1			200	16	57			"174"	2	3.0
175.0	12	33	1	1	1	400		0.0	0	1	2	2	4	1	2	2	1	405.0	1	2	240.0	5	300.0	1		3			1	1	1	" "	2		" "	2		" "	6			50	12	40			"175"	2	3.0
176.0	15	30	1	1	1	3000		8.0	0	1	2	2	4	1	3	2	1	1012.5	1	2	410.0	5	0.0	1		3			1	1	1	" "	2		" "	2		" "	6			150	15	42			"176"	2	3.0
177.0	16	54	2	1	2	500		20.0	2	3	2	2	4	1	1	3	2	378.0	1	2	400.0	5	0.0	1		3			1	2		" "	2		" "	2		" "	6			30	17	4			"177"	2	3.0
178.0	14	29	3	1	1	1200		80.0	5	2	2	2	4	1	2	2	1	256.5	1	2	128.0	5	400.0	1		3			3	1	3	" "	1	6	" "	2		" "	1			110	14	45			"178"	2	3.0
179.0	11	7	1	1	1	400		2.0	0	1	2	2	4	1	2	3	2	303.75	1	3	210.0	5	0.0	1		3			1	2		" "	2		" "	2		" "	7			30	11	12			"179"	2	3.0
180.0	15	20	1	1	1	500		4.0	0	1	2	2	4	1	3	2	2	511.87	1	2	210.0	5	0.0	1		3			1	2		" "	1	2	" "	2		" "	1			125	15	25			"180"	2	3.0
182.0	14	45	1	1	1	1000		20.0	4	3	2	2	4	1	2	1		688.0	1	2	165.0	5	35.0	1		3			2	1	1	" "	1	4	" "	2		" "	1			300	14	55			"182"	2	3.0
183.0	10	19	1	1	1	2000		14.0	0	2	2	2	4	1	3	2	1	396.0	1	3	268.0	5	83.0	1		3			2	1	1	" "	1	3	" "	2		" "	1			150	10	25			"183"	2	3.0
184.0	8	55	5	1	1	1000		17.0	0	4	2	2	4	1	3	1		439.0	1	4	400.0	5	0.0	1		3			2	1	1	" "	1	2	" "	2		" "	1			400	9	1			"184"	2	3.0
185.0	13	20	1	1	1	1300		10.0	0	3	2	2	3	1	2	2	1	720.0	2			5	0.0	3	0	3			3	1	1	" "	1	2	" "	1	3	" "	7			300	13	30			"185"	2	3.0
186.0	13	1	1	1	1	1000		18.0	0	3	2	2	4	1	3	1		668.0	1	2	268.0	5	279.0	1		3			1	1	1	" "	2		" "	2		" "	6			100	14	18			"186"	2	3.0
187.0	9	20	1	1	1	1000		22.0	0	3	2	2	4	1	3	2	1	918.0	1	4	250.0	5	0.0	1		3			2	1	1	" "	1	8	" "	2		" "	6			150	9	30			"187"	2	3.0
188.0	15	0	1	1	1	1200		25.0	0	3	2	2	4	1	2	2	1	459.0	1	2	240.0	5	0.0	1		3			1	1	1	" "	2		" "	2		" "	6			200	15	5			"188"	2	3.0
189.0	11	30	1	1	1	5000		28.0	0	2	1	2	1	1	3	2	1	769.5	1	3	294.0	5	200.0	1		3			2	1	1	" "	1	2	" "	2		" "	6			100	11	40			"189"	2	3.0
190.0	13	27	1	1	1	5000		6.0	0	1	1	1	1	1	3	2	1	567.0	1	2	220.0	5	985.0	1		3			2	1	1	" "	1	2	" "	2		" "	1			300	13	38			"190"	2	3.0
191.1	18	0	1	1	1	2000		1.0	1	2	1	2	4	1	3	2	1	540.0	1	3	400.0	5	0.0	1		3			3	1	2	" "	1	7	" "	1	8	" "	1			600	18	5			"191.1"	2	3.0
191.2	12	20	3	1	1	500		1.0	1	4	2	7	4	1	2	2	1	1125.0	1	3	200.0	5	0.0	1		3			1	1	3	" "	2		" "	2		" "	6			200	12	25			"191.2"	2	3.0
192.0	15	30	1	1	1	1500		6.0	2	2	2	2	4	1	4	2	1	648.0	1	2	380.0	5	300.0	1		3			6	1	1	" "	1	2	" "	1	3	" "	1			1000	15	34			"192"	2	3.0
193.0	15	30	1	1	1	1000		12.0	1	4	2	2	4	1	1	2	1	693.0	1	2	700.0	5	1000.0	1		3			2	1	1	" "	1	2	" "	2		" "	6			2100	15	48			"193"	2	3.0
194.0	17	35	1	1	1	1000		18.0	0	3	2	2	4	1	2	2	1	432.0	1	2	250.0	5	0.0	1		3			2	1	1	" "	1	2	" "	2		" "	6			120	17	40			"194"	2	3.0
195.1	12	5	7	1	1	1300		3.0	0	3	2	2	4	1	2	2	2	535.5	1	2	575.0	5	0.0	1		3			1	1	7	" "	2		" "	2		" "	6			250	12	18			"195.1"	2	3.0
195.2	11	35	9	1	1	800		2.0	1	3	2	2	4	1	1	2	1	216.0	1	2	260.0	5	0.0	1		3			2	1	2	" "	1	9	" "	2		" "	6			250	11	40			"195.2"	2	3.0
196.0	17	0	1	1	1	1500		8.0	0	3	2	2	4	1	3	2	1	540.0	1	2	352.0	5	235.0	1		3			3	1	1	" "	1	5	" "	1	7	" "	6			400	17	5			"196"	2	3.0
197.0	13	30	1	1	1	3000		12.0	0	1	1	1	1	1	2	1		1035.0	1	2	530.0	5	256.0	1		3			2	1	1	" "	1	2	" "	2		" "	6			320	13	50			"197"	2	3.0
198.0	16	25	1	1	1	600		8.0	0	4	2	2	4	1	2	2	1	270.0	1	2	410.0	5	0.0	1		3			1	1	1	" "	2		" "	2		" "	6			130	16	55			"198"	2	3.0
199.0	13	20	1	1	1	1500		18.0	2	2	1	2	4	1	3	2	1	990.0	1	4	409.0	5	330.0	1		3			1	1	1	" "	2		" "	2		" "	1			50	13	36			"199"	2	3.0
201.0	12	12	1	1	2	1000		10.0	1	3	2	2	4	1	3	3	2	337.5	1	2	150.0	5	350.0	1		3			1	2		" "	1	7	" "	2		" "	6			20	12	23			"201"	3	3.0
202.0	12	8	5	1	1	2000		15.0	4	2	1	2	1	1	3	2	1	270.0	1	2	400.0	5	600.0	1		3			2	1	1	" "	1	5	" "	2		" "	1			550	12	17			"202"	3	3.0
203.0	10	40	4	1	1	500		10.0	0	3	2	2	4	1	2	2	1	297.0	1	3	75.0	9	0.0	1		3			1	1	4	" "	2		" "	2		" "	1			150	10	52			"203"	3	3.0
204.0	14	42	1	1	1	1000		3.0	2	1	1	2	1	1	2	2	1	486.0	1	2	420.0	5	450.0	1		3			3	1	1	" "	1	2	" "	1	4	" "	1			350	14	53			"204"	3	3.0
205.0	11	29	4	1	1	1000		5.0	1	2	2	2	1	1	3	2	1	506.25	1	3	350.0	5	700.0	1		3			4	1	4	" "	1	2	" "	1	3	" "	1			400	11	34			"205"	3	3.0
206.0	12	5	1	1	1	1500		6.0	3	1	1	2	1	1	3	2	1	459.0	1	2	240.0	5	400.0	1		3			2	1	1	" "	1	2	" "	2		" "	1			150	12	22			"206"	3	3.0
207.0	10	44	1	1	1	1000		5.0	4	2	2	2	1	1	3	2	1	441.0	1	3	320.0	5	300.0	1		3			1	1	1	" "	2		" "	2		" "	1			80	10	50			"207"	3	3.0
208.0	11	1	1	1	1	1000		10.0	1	1	2	2	4	1	3	2	1	472.25	1	3	150.0	5	300.0	1		3			3	1	1	" "	1	2	" "	1	7	" "	1			180	11	6			"208"	3	3.0
209.1	8	25	1	1	1	500		7.0	1	2	2	2	4	1	1	2	1	216.0	2			9	0.0	4	140	3			1	1	1	" "	2		" "	2		" "	6			90	8	37			"209.1"	3	3.0
209.2	10	44	4	1	1	400		7.0	1	3	2	2	4	1	1	2	1	216.0	2			9	0.0	4	70	3			0	2		" "	2		" "	2		" "	7				10	52			"209.2"	3	3.0
210.1	16	0	1	1	1	1000		10.0	3	1	2	2	4	1	1	2	1	288.0	1	2	280.0	5	350.0	1		3			2	1	1	" "	1	4	" "	2		" "	1			300	16	9			"210.1"	3	3.0
210.2	16	30	3	1	1	1000		10.0	3	1	2	2	4	1	2	2	1	504.0	1	2	220.0	5	400.0	1		3			2	1	3	" "	1	8	" "	2		" "	6			100	17	10			"210.2"	3	3.0
212.1	15	40	4	1	1	200		4.0	2	2	2	2	4	1	1	2	1	180.0	1	3	170.0	5	250.0	1		3			1	1	4	" "	2		" "	2		" "	1			80	15	45			"212.1"	3	3.0
212.2	10	42	2	1	2	300		3.0	1	2	2	2	4	1	3	2	1	270.0	1	3	160.0	5	200.0	1		3			2	1	4	" "	1	2	" "	2		" "	1			100	10	46			"212.2"	3	3.0
214.0	17	40	1	1	1	600		16.0	3	2	2	2	4	1	3	2	1	378.0	1	3	240.0	5	500.0	1		3			2	1	1	" "	1	3	" "	2		" "	1			400	17	44			"214"	3	3.0
215.2	12	42	3	1	1	400		10.0	3	2	2	2	4	1	2	3	2	315.0	1	3	70.0	5	300.0	1		3			2	1	3	" "	1	4	" "	2		" "	1			100	12	47			"215.2"	3	3.0
216.0	15	2	1	1	1	1000		3.0	1	1	1	2	4	1	2	2	1	614.25	2			5	450.0	4	70	3			1	1	1	" "	2		" "	2		" "	1			100	15	16			"216"	3	3.0
218.0	15	10	1	1	1	1500		4.0	2	1	1	2	1	2	4	2	1	519.5	1	2	230.0	5	350.0	1		3			3	1	1	" "	1	2	" "	1	3	" "	1			300	15	18			"218"	3	3.0
219.0	16	2	5	1	1	3000		3.0	1	1	1	1	1	1	5	2	1	756.0	1	2	942.0	5	250.0	1		3			4	1	5	" "	1	3	" "	1	1	" "	1			450	16	13			"219"	3	3.0
220.0	12	52	7	1	1	2000		18.0	3	2	2	2	4	1	3	2	1	459.0	1	2	200.0	5	700.0	1		3			2	1	1	" "	1	7	" "	2		" "	1			15	13	2			"220"	3	3.0
221.0	11	30	1	1	1	3000		10.0	0	2	1	2	1	1	5	2	1	1336.0	1	2	1900.0	3	2300.0	1		3			7	1	1	" "	1	2	" "	1	8	" "	6			2100	11	40			"221"	2	3.0
222.1	12	25	1	1	1	1500		20.0	1	3	2	2	4	1	3	2	1	365.0	1	2	600.0	5	700.0	1		3			1	1	1	" "	1	2	" "	1	8	" "	1			400	12	30			"222.1"	2	3.0
222.2	12	5	3	1	1	500		20.0	0	3	2	2	4	1	2	1		432.0	1	2	250.0	5	1100.0	1		3			1	1	3	" "	2		" "	2		" "	6			300	12	10			"222.2"	2	3.0
223.0	11	40	1	1	1	4000		20.0	0	1	1	1	1	1	5	2	1	1872.0	1	2	1200.0	5	200.0	1		3			2	1	1	" "	1	2	" "	2		" "	6			420	11	50			"223"	2	3.0
224.0	16	20	1	1	1	1000		2.0	0	3	2	2	4	1	3	2	1	486.0	1	2	380.0	5	800.0	1		3			2	1	1	" "	1	3	" "	2		" "	6			300	16	25			"224"	2	3.0
225.0	13	10	3	1	1	1000		11.0	0	3	2	2	4	1	3	2	1	540.0	1	3	250.0	5	1000.0	1		3			2	1	4	" "	2		" "	2		" "	6			150	13	25			"225"	2	3.0
226.0	12	30	1	1	1	1000		50.0	3	1	1	1	1	1	3	2	1	729.0	1	2	600.0	5	1100.0	1		3			3	1	1	" "	1	2	" "	1	3	" "	6			400	12	40			"226"	2	3.0
227.0	12	0	2	1	1	2500		22.0	3	2	2	2	4	1	3	2	1	651.0	1	2	696.0	5	200.0	1		3			1	1	2	" "	1	6	" "	2		" "	6			150	12	5			"227"	2	3.0
228.0	12	20	1	1	1	2000		15.0	1	1	2	2	4	1	3	2	1	1012.0	1	2	186.0	5	200.0	1		3			3	1	2	" "	1	3	" "	2		" "	6			200	12	25			"228"	2	3.0
229.0	13	1	1	1	2	500		7.0	2	1	1	1	1	1	5	2	1	45.0	1	2	0.0	5	0.0	1		3			1	1	1	" "	2		" "	2		" "	6			40	13	10			"229"	2	3.0
230.0	12	30	1	1	1	800		17.0	0	3	2	2	4	1	2	2	1	297.0	1	2	288.0	5	0.0	1		3			1	1	2	" "	2		" "	2		" "	6			180	12	35			"230"	2	3.0
231.0	12	30	3	1	1	3000		20.0	0	3	2	2	4	1	3	2	1	810.0	1	2	479.0	5	0.0	1		3			4	1	3	" "	1	4	" "	1	5	" "	6			2200	12	45			"231"	2	3.0
232.0	13	45	1	1	1	1000		20.0	1	2	2	2	4	1	2	2	1	891.0	1	2	250.0	5	200.0	1		3			2	1	1	" "	1	2	" "	2		" "	6			200	13	50			"232"	2	3.0
233.0	15	20	1	1	1	2000		26.0	7	2	2	2	4	1	4	2	1	1215.0	1	2	200.0	5	0.0	1		3			1	1	1	" "	2		" "	2		" "	6			250	15	25			"233"	2	3.0
234.0	9	55	1	1	1	2000		6.0	0	2	1	2	1	1	3	1		648.0	1	2	500.0	5	300.0	1		3			3	1	1	" "	1	4	" "	1	7	" "	6			400	10	0			"234"	2	3.0
235.0	10	45	1	1	1	800		12.0	0	3	2	2	4	1	2	2	1	420.0	1	3	193.0	5	0.0	1		3			1	1	1	" "	2		" "	2		" "	6			180	10	55			"235"	2	3.0
238.0	14	5	1	1	1	600		25.0	0	3	2	2	4	1	3	2	1	459.0	1	2	312.0	3	350.0	1		3			1	1	1	" "	2		" "	2		" "	6			120	14	15			"238"	2	3.0
239.0	12	30	2	1	1	2000		30.0	1	2	2	2	4	1	3	2	1	720.0	1	2	360.0	5	0.0	1		3			2	1	2	" "	1	3	" "	2		" "	6			150	12	35			"239"	2	3.0
240.1	12	40	1	1	1	1000		11.0	0	3	2	2	4	1	3	1		567.0	1	2	350.0	5	0.0	1		3			2	1	1	" "	1	2	" "	2		" "	6			2500	13	10			"240.1"	2	3.0
240.2	17	10	6	1	1	3000		2.0	0	2	1	2	4	1	3	2	1	708.7	1	2	300.0	5	650.0	1		3			1	1	6	" "	2		" "	2		" "	6			600	17	18			"240.2"	2	3.0
241.0	14	10	2	1	1	500		9.0	0	2	2	2	4	1	3	2	1	441.0	1	3	150.0	5	250.0	1		3			4	1	2	" "	1	3	" "	1	4	" "	1			200	14	15			"241"	2	3.0
242.0	13	50	2	1	1	1000		30.0	0	1	2	2	4	1	2	2	1	409.5	1	2	100.0	5	200.0	1		3			1	1	2	" "	2		" "	2		" "	1			80	14	10			"242"	2	3.0
243.0	11	23	3	1	1	400		20.0	0	3	2	2	4	1	2	2	1	283.5	1	3	180.0	5	200.0	1		3			2	1	4	" "	1	5	" "	2		" "	1			100	11	28			"243"	2	3.0
244.0	11	54	1	1	1	500		11.0	0	2	2	2	4	1	2	2	1	270.0	1	3	240.0	5	400.0	1		3			2	1	1	" "	1	2	" "	2		" "	1			150	12	3			"244"	2	3.0
245.0	12	20	1	1	1	400		12.0	0	1	2	2	4	1	3	2	1	650.15	1	3	289.0	5	400.0	1		3			1	1	1	" "	2		" "	2		" "	1			120	12	24			"245"	2	3.0
246.0	10	12	1	1	1	400		6.0	0	2	2	2	4	1	2	2	1	283.5	1	4	120.0	5	0.0	1		3			1	1	1	" "	2		" "	2		" "	1			60	10	17			"246"	2	3.0
247.0	14	42	1	1	1	2000		15.0	9	1	2	2	4	1	2	2	1	456.0	1	2	145.0	5	0.0	1		3			1	1	1	" "	2		" "	2		" "	6			120	14	50			"247"	2	3.0
248.0	13	20	1	1	1	1000		20.0	0	1	2	2	4	1	2	2	1	441.0	1	2	215.0	5	100.0	1		3			1	1	1	" "	2		" "	2		" "	6			120	13	33			"248"	2	3.0
249.0	11	40	4	1	1	1500		3.0	2	1	2	2	1	1	4	2	1	688.5	1	2	448.0	3	1250.0	1		3			3	1	6	" "	1	4	" "	1	1	" "	4			700	11	48			"249"	2	3.0
250.0	13	9	1	1	1	1000		13.0	2	2	2	2	4	1	3	2	1	522.0	1	2	240.0	5	600.0	1		3			2	1	1	" "	1	2	" "	2		" "	6			250	13	21			"250"	2	3.0
251.0	14	48	1	1	1	1500		15.0	1	2	2	2	4	1	1	2	1	168.75	1	2	199.0	5	150.0	1		3			2	1	1	" "	1	2	" "	2		" "	1			250	14	59			"251"	2	3.0
252.0	13	18	1	1	1	500		9.0	1	3	2	2	4	1	1	2	1	162.0	1	2	57.0	5	200.0	1		3			1	1	1	" "	2		" "	2		" "	6			150	13	28			"252"	2	3.0
254.0	10	28	1	1	1	1000		15.0	0	2	2	2	4	1	5	2	1	708.75	1	4	600.0	5	600.0	1		3			2	1	1	" "	1	2	" "	2		" "	1			100	10	33			"254"	2	3.0
255.0	15	50	1	1	1	400		7.0	0	2	2	2	4	1	1	3	2	191.25	1	3	120.0	5	200.0	1		3			2	1	1	" "	1	2	" "	2		" "	1			90	15	54			"255"	2	3.0
256.0	14	52	1	1	1	3000		4.0	0	1	1	2	1	1	4	2	1	576.0	1	2	500.0	3	900.0	1		3			3	1	1	" "	1	2	" "	2		" "	1			400	15	25			"256"	2	3.0
257.0	16	44	1	1	1	1000		15.0	0	1	2	2	4	1	2	2	1	297.0	1	3	104.0	5	200.0	1		3			0	2		" "	2		" "	2		" "	7			0	16	53			"257"	2	3.0
258.0	13	30	1	1	1	1000		3.0	0	1	2	2	4	1	2	2	2	456.75	1	2	87.0	5	350.0	1		3			1	2		" "	1	2	" "	2		" "	6			70	13	42			"258"	2	3.0
259.0	13	59	1	1	1	1000		2.0	1	1	2	2	4	1	1	2	1	189.0	1	2	50.0	9	0.0	1		3			0	2		" "	2		" "	2		" "	7			0	14	25			"259"	2	3.0
260.0	16	23	1	1	1	1000		20.0	0	2	2	2	4	1	3	1		573.75	1	2	90.0	9	0.0	1		3			3	1	1	" "	1	3	" "	1	5	" "	6			300	16	32			"260"	2	3.0
261.0	12	30	1	1	1	550		6.0	0	1	2	1	4	1	3	2	1	535.5	1	3	480.0	5	900.0	1		3			2	1	1	" "	1	2	" "	2		" "	1			300	12	40			"261"	2	3.0
262.0	16	0	1	1	1	2000		10.0	0	3	3	2	4	1	2	3	1	450.0	1	2	332.0	5	400.0	2	250	3			2	1	2	" "	1	1	" "	2		" "	1			100	16	20			"262"	2	3.0
263.0	13	20	1	1	1	3000		35.0	0	1	1	2	1	1	6	3	2	891.0	1	2	760.0	5	1250.0	1		3			5	1	1	" "	1	2	" "	1	5	" "	1			450	13	30			"263"	2	3.0
264.0	15	4	1	1	1	500		33.0	1	2	2	2	4	1	2	3	2	378.0	1	4	200.0	5	250.0	1		3			1	1	1	" "	2		" "	2		" "	1			200	15	15			"264"	2	3.0
265.0	12	31	4	1	1	600		15.0	0	1	2	1	1	1	3	2	1	321.75	1	5	1346.0	5	800.0	1		3			3	1	4	" "	1	1	" "	1	3	" "	1			100	12	41			"265"	2	3.0
267.0	13	15	2	1	1	400		25.0	0	1	2	2	4	1	2	2	1	324.0	1	5	139.0	5	300.0	1		3			2	2		" "	1	3	" "	1	4	" "	1			100	13	40			"267"	2	3.0
268.0	13	10	1	1	1	1000		50.0	1	3	2	2	4	1	2	1		405.0	1	2	380.0	5	200.0	1		3			2	1	1	" "	1	2	" "	2		" "	6			600	13	25			"268"	2	3.0
269.0	12	50	1	1	1	1500		50.0	2	3	2	2	4	1	2	2	1	225.0	1	2	350.0	5	400.0	1		3			2	1	1	" "	1	4	" "	2		" "	4			150	13	10			"269"	2	3.0
270.0	15	20	1	1	1	2000		30.0	3	1	2	2	1	1	4	3	2	360.0	1	2	150.0	6	0.0	1		3			4	1	1	" "	1	2	" "	1	3	" "	1			500	15	33			"270"	2	3.0
271.0	10	40	1	1	1	1000		30.0	0	3	3	2	4	1	2	3	2	296.95	1	3	139.0	5	550.0	1		3			2	1	1	" "	1	3	" "	2		" "	6			150	10	55			"271"	2	3.0
272.0	15	50	1	1	1	1500		30.0	0	2	2	2	4	1	2	2	1	225.0	1	2	300.0	5	550.0	1		3			1	1	1	" "	2		" "	2		" "	1			100	16	15			"272"	2	3.0
273.0	12	45	1	1	1	1000		20.0	0	3	2	2	1	1	3	2	1	432.0	1	2	170.0	5	775.0	1		3			1	1	1	" "	2		" "	2		" "	6			100	12	57			"273"	2	3.0
274.0	11	20	1	1	1	1000		20.0	0	4	2	2	4	1	2	1		297.0	1	2	150.0	5	410.0	1		3			1	1	3	" "	2		" "	2		" "	6			50	11	40			"274"	2	3.0
275.0	14	10	1	1	1	350		12.0	0	1	2	2	4	1	2	2	2	448.0	2			9	450.0	4	70	3			1	1	1	" "	2		" "	2		" "	6			50	14	25			"275"	2	3.0
276.0	14	2	1	1	1	3000		22.0	0	1	3	2	1	1	4	2	1	1071.0	1	2	952.0	5	1100.0	1		3			5	1	1	" "	1	3	" "	1	2	" "	1			400	14	15			"276"	2	3.0
277.0	15	5	2	1	1	2500		18.0	0	1	2	2	1	1	3	2	1	506.25	1	2	450.0	3	750.0	1		3			2	1	2	" "	2		" "	2		" "	6			150	15	12			"277"	2	3.0
278.0	14	50	3	1	1	3500		15.0	0	2	2	2	1	1	3	1		378.0	1	2	800.0	5	650.0	1		3			4	1	3	" "	1	5	" "	1	4	" "	1			200	15	5			"278"	2	3.0
279.0	11	32	1	1	1	5000		20.0	0	1	1	2	1	2	4	2	1	6993.0	1	2	1665.0	5	950.0	1		3			4	1	1	" "	1	3	" "	1	6	" "	6			300	12	5			"279"	2	3.0
280.1	14	55	1	1	1	800		2.0	0	1	2	2	4	1	3	3	2	879.75	1	2	350.0	5	700.0	1		3			2	1	1	" "	1	2	" "	2		" "	1			120	14	10			"280.1"	2	3.0
280.2	13	2	8	1	1	2000		30.0	0	1	2	2	4	1	3	2	1	504.0	1	2	200.0	5	250.0	1		3			2	1	8	" "	1	6	" "	2		" "	1			200	13	28			"280.2"	2	3.0
281.0	15	26	1	1	1	2000		20.0	0	2	2	2	4	1	4	2	1	409.0	1	2	430.0	5	0.0	1		3			3	1	1	" "	1	3	" "	2		" "	1	2		800	15	40			"281"	2	3.0
282.1	13	51	8	1	1	3000		15.0	4	1	2	2	1	1	5	3	1	686.0	1	1	660.0	5	800.0	1		3			3	1	1	" "	1	8	" "	1	6	" "	1			1000	13	55			"282.1"	2	3.0
282.2	12	1	4	1	1	1500		3.0	3	2	2	2	4	2	2	2	1	432.0	1	2	458.0	5	100.0	1		3			2	1	3	" "	1	4	" "	2		" "	1			500	12	8			"282.2"	2	3.0
284.0	13	1	1	1	2	300		20.0	20	5	9	2	4	2	2	3	1	225.0	2			3	0.0	4	20	3			1	1	2	" "	2		" "	2		" "	6			50	13	10			"284"	2	3.0
285.0	15	0	2	1	1	2000		5.0	0	4	2	2	4	1	2	2	1	272.0	1	2	98.0	5	300.0	1		3			1	2		" "	2		" "	2		" "	6			100	15	30			"285"	2	3.0
286.1	15	11	1	1	1	2000		35.0	3	3	2	2	4	3	3	2	1	945.0	1	1	540.0	5	600.0	1		3			3	2		" "	1	6	" "	1	9	" "	1			200	15	20			"286.1"	2	3.0
