a01	stime_h_q	stime_m_q	res_id_q	consent_q	q_01	q_02	q_03	q_04	q_05	q_06	q_07	q_08	q_09	q_10	q_11	q_11b	q_11c	q_12	q_13	q_14	q_15	q_16	q_17	q_18	q_19	q_19a	q_19b	q_19c	q_20	q_20a	q_20a_2	q_20a_3	q_20b	q_20b_2	q_20b_3	q_20c	q_20c_2	q_20c_3	q_20d_1	q_20d_2	q_20d_3	q_21	etime_h_q	etime_m_q	flag_q_20b_3	flag_q_20c_3	hhid2	hh_type	round
4171.0	15	58	1	1	1	1000		15.0	2	2	2	2	1	2	3	2	1	657.0	1	2	402.0	6	0.0	1		3			1	1	1	" "	1	2	" "	1	4	" "	1			250	16	10			"4171"	3	3.0
4172.0	12	10	1	1	1	600		15.0	2	2	2	2	1	1	1	2	1	360.0	1	2	0.0	6	0.0	1		3			0	2		" "	2		" "	2		" "	7				12	20			"4172"	3	3.0
4173.0	13	40	1	1	1	1000		3.0	2	3	1	2	1	1	2	2	1	495.0	1	2	560.0	9	0.0	1		3			1	1	1	" "	1	2	" "	2		" "	6			120	13	50			"4173"	3	3.0
4174.0	15	50	1	1	1	1000		10.0	2	2	2	2	4	1	3	2	1	585.0	1	2	245.0	9	0.0	1		3			1	1	1	" "	2		" "	2		" "	1			300	16	0			"4174"	3	3.0
4175.0	16	45	2	1	1	300		4.0	2	3	2	2	4	2	2	2	1	342.0	1	2	57.0	9	0.0	1		3			1	1	2	" "	2		" "	2		" "	6			30	16	55			"4175"	3	3.0
4176.0	14	30	1	1	1	1000		18.0	0	2	2	2	4	2	3	2	1	634.5	1	2	300.0	5	0.0	1		3			3	1	1	" "	1	3	" "	2		" "	1			200	14	40			"4176"	3	3.0
4177.0	11	56	1	1	1	1000		2.0	0	2	2	2	4	1	1	2	1	270.0	1	2	100.0	6	0.0	1		3			1	1	1	" "	2		" "	2		" "	6			200	12	7			"4177"	3	3.0
4178.1	12	50	1	1	2	400		0.0	1	3	2	2	4	1	2	2	1	189.0	1	2	100.0	5	0.0	1		3			1	1	1	" "	2		" "	2		" "	1			50	13	0			"4178.1"	3	3.0
4178.2	12	13	4	1	2	400		3.0	2	2	2	2	4	1	1	2	1	234.0	2			9	0.0	4	120	3			0	2		" "	2		" "	2		" "	7				12	20			"4178.2"	3	3.0
4179.0	13	10	1	1	1	600		14.0	4	3	2	2	4	1	1	2	1	360.0	1	2	160.0	9	0.0	1		3			1	1	1	" "	2		" "	2		" "	6			130	13	18			"4179"	3	3.0
4180.0	17	30	1	1	1	800		3.0	0	2	2	2	4	1	2	2	1	360.0	1	2	300.0	5	0.0	1		3			1	1	1	" "	2		" "	2		" "	6			150	14	40			"4180"	3	3.0
4181.0	12	56	1	1	1	300		50.0	2	4	2	2	4	1	2	2	1	360.0	1	2	57.0	6	0.0	1		3			2	1	1	" "	1	2	" "	2		" "	6			100	13	3			"4181"	3	3.0
4182.0	16	5	1	1	1	400		10.0	0	4	5	2	4	1	2	2	1	236.25	1	2	300.0	6	0.0	1		3			4	1	1	" "	1	3	" "	1	5	" "	1			500	16	9			"4182"	3	3.0
4183.0	13	26	1	1	1	1500		12.0	0	2	1	1	1	1	3	1		900.0	1	2	558.0	3	900.0	1		3			2	1	1	" "	1	2	" "	2		" "	6			300	13	30			"4183"	3	3.0
4184.0	14	31	2	1	2	2000		7.0	1	1	1	2	1	1	4	1		540.0	1	2	280.0	6	0.0	1		3			2	1	2	" "	1	3	" "	2		" "	1			120	14	40			"4184"	3	3.0
4185.1	11	54	1	1	1	600		30.0	2	3	1	2	1	1	1	3	1	225.0	1	2	165.0	4	0.0	1		3			2	1	1	" "	1	2	" "	2		" "	6			250	12	1			"4185.1"	3	3.0
4185.2	13	26	3	1	1	300		27.0	2	3	1	2	4	1	1	3	2	180.0	1	2	105.0	3	600.0	1		3			1	1	3	" "	1	5	" "	2		" "	1			150	13	29			"4185.2"	3	3.0
4185.3	16	27	5	1	1	1000		28.0	3	3	1	2	1	1	1	3	2	324.0	1	2	105.0	3	900.0	1		3			1	1	5	" "	2		" "	2		" "	6			0	16	32			"4185.3"	3	3.0
4186.0	14	57	1	1	1	500		30.0	1	2	2	2	4	1	2	3	2	344.0	1	2	59.0	6	0.0	1		3			1	1	1	" "	2		" "	2		" "	4			150	15	7			"4186"	3	3.0
4187.0	12	39	2	1	1	500		25.0	0	3	2	2	4	1	2	2	1	324.0	1	2	290.0	3	400.0	1		3			1	1	2	" "	2		" "	2		" "	6			30	12	47			"4187"	3	3.0
4188.0	13	5	5	1	1	2000		30.0	0	1	1	2	1	1	4	2	1	810.0	1	2	150.0	3	400.0	1		3			2	1	5	" "	1	1	" "	2		" "	6			400	13	8			"4188"	3	3.0
4189.0	12	59	1	1	1	4000		42.0	0	2	1	1	1	2	5	2	1	882.0	1	2	355.0	5	100.0	1		3			3	1	1	" "	1	3	" "	1	2	" "	1	4		800	13	7			"4189"	3	3.0
4190.0	14	32	3	1	1	1500		25.0	0	2	1	2	4	2	3	2	1	760.5	1	2	485.0	5	0.0	1		3			3	1	3	" "	1	2	" "	1	4	" "	1	4		300	14	41			"4190"	3	3.0
4191.0	13	4	2	1	1	700		12.0	3	2	4	2	4	1	1	2	1	288.0	1	2	65.0	5	0.0	1		3			1	1	2	" "	2		" "	2		" "	6			0	13	12			"4191"	3	3.0
4192.0	12	23	1	1	1	600		20.0	0	3	5	2	4	1	2	2	1	252.0	1	2	105.0	5	0.0	1		3			1	1	2	" "	2		" "	2		" "	6			0	12	31			"4192"	3	3.0
4193.0	16	8	1	1	1	2000		32.0	0	2	1	2	4	1	3	2	1	882.0	1	2	360.0	6	0.0	1		3			2	1	1	" "	1	2	" "	2		" "	1			300	16	16			"4193"	3	3.0
4194.0	16	19	1	1	1	1500		25.0	0	2	4	2	4	1	1	2	1	216.0	1	2	92.0	6	0.0	1		3			1	1	1	" "	2		" "	2		" "	1			0	16	27			"4194"	3	3.0
4195.0	12	50	1	1	1	2000		48.0	0	1	1	1	1	1	1	2	1	540.0	1	2	168.0	6	0.0	1		3			1	1	1	" "	2		" "	2		" "	6			300	12	53			"4195"	3	3.0
4196.11	13	19	1	1	1	1000		25.0	3	1	1	1	4	2	2	2	1	351.0	1	2	57.0	5	200.0	1		3			1	1	1	" "	2		" "	2		" "	1			400	13	25			"4196.1.1"	3	3.0
4196.12	12	51	8	1	1	500		25.0	2	1	1	1	4	1	1	2	1	162.0	1	2	57.0	6	180.0	1		3			1	1	8	" "	2		" "	2		" "	6			0	12	56			"4196.1.2"	3	3.0
4196.2	11	48	4	1	1	1000		25.0	3	1	1	1	4	1	1	2	1	216.0	1	2	986.0	1		1		3			1	1	4	" "	2		" "	2		" "	1			0	11	55			"4196.2"	3	3.0
4197.0	12	48	2	1	1	1500		9.0	0	2	1	2	1	1	3	3	2	486.0	1	2	117.0	5	250.0	1		3			1	1	2	" "	2		" "	2		" "	6			0	12	56			"4197"	3	3.0
4198.0	13	59	1	1	1	1500		25.0	0	3	2	2	4	3	3	1		499.5	1	2	122.0	5	0.0	1		3			3	1	1	" "	1	3	" "	1	6	" "	1			1000	14	5			"4198"	3	3.0
4199.0	14	19	1	1	1	2000		15.0	1	1	1	1	1	1	1	2	1	337.5	1	2	505.0	3	400.0	1		3			2	1	1	" "	1	2	" "	2		" "	6			400	14	25			"4199"	3	3.0
4200.0	16	21	1	1	1	2500		24.0	1	1	1	2	1	1	3	2	1	409.5	1	2	70.0	5	450.0	1		3			2	1	1	" "	1	3	" "	2		" "	1			700	16	26			"4200"	3	3.0
4201.1	14	50	1	1	1	1000		30.0	2	3	2	2	4	1	1	2	1	288.0	1	2	215.0	6	0.0	1		3			1	1	1	" "	2		" "	2		" "	6			30	15	0			"4201.1"	3	3.0
4201.2	14	20	3	1	1	500		7.0	2	2	2	2	4	1	1	2	1	450.0	1	2	500.0	6	0.0	1		3			2	1	3	" "	1	4	" "	2		" "	1			120	14	30			"4201.2"	3	3.0
4202.0	14	20	1	1	1	1000		25.0	0	3	2	2	4	2	3	2	1	576.0	1	2	600.0	5	0.0	1		3			2	1	1	" "	2		" "	2		" "	6			200	14	30			"4202"	3	3.0
4203.0	10	48	1	1	1	1200		3.0	0	1	2	2	1	1	2	2	1	288.0	1	2	117.0	6	0.0	1		3			1	1	1	" "	2		" "	2		" "	6			30	10	53			"4203"	3	3.0
4204.0	16	50	1	1	1	1000		2.0	0	3	1	2	4	1	2	2	1	427.5	1	2	135.0	9	0.0	1		3			1	1	1	" "	2		" "	2		" "	1			50	17	0			"4204"	3	3.0
4205.0	15	0	1	1	1	3000		1.0	0	2	1	1	1	1	3	2	1	1890.0	1	2	117.0	5	0.0	1		3			2	1	1	" "	2		" "	2		" "	1			200	15	10			"4205"	3	3.0
4206.0	13	40	1	1	1	3000		8.0	0	2	2	2	4	2	3	2	1	653.0	1	2	217.0	9	0.0	1		3			1	1	1	" "	2		" "	2		" "	6			30	13	48			"4206"	3	3.0
4207.1	14	0	1	1	1	800		5.0	1	3	2	2	4	1	1	2	1	270.0	1	2	300.0	6	0.0	1		3			1	1	1	" "	2		" "	2		" "	6			50	14	10			"4207.1"	3	3.0
4207.2	12	50	3	1	1	2000		10.0	1	2	1	2	1	1	2	2	1	288.0	1	2	197.0	9	0.0	1		3			1	1	3	" "	2		" "	2		" "	6			50	13	0			"4207.2"	3	3.0
4208.0	11	40	1	1	1	500		14.0	0	2	2	2	4	1	2	2	1	540.0	1	2	100.0	6	0.0	1		3			1	1	1	" "	2		" "	2		" "	6			200	11	50			"4208"	3	3.0
4209.0	15	20	1	1	1	1000		15.0	0	2	1	2	1	1	2	2	1	630.0	1	2	700.0	10	0.0	1		1	1	2014	1	1	1	" "	2		" "	2		" "	6			350	15	30			"4209"	3	3.0
4210.0	12	1	1	1	1	500		20.0	2	2	2	2	4	1	1	2	1	360.0	1	2	400.0	6	0.0	1		3			2	1	1	" "	1	2	" "	2		" "	1			80	12	10			"4210"	3	3.0
4211.0	12	20	1	1	1	1500		8.0	2	2	2	2	1	1	2	1		522.0	1	2	350.0	3	400.0	1		3			2	1	1	" "	2		" "	2		" "	6			150	12	30			"4211"	3	3.0
4212.0	13	48	3	1	1	1200		10.0	0	2	2	2	4	2	3	2	1	738.0	1	2	190.0	9	0.0	1		3			1	1	3	" "	1	2	" "	1	4	" "	1			100	13	56			"4212"	3	3.0
4213.0	15	18	1	1	1	2000		0.0	10	2	2	2	1	2	2	2	1	355.5	1	2	250.0	6	0.0	1		3			1	1	3	" "	2		" "	2		" "	6			100	15	25			"4213"	3	3.0
4214.0	13	24	1	1	1	4000		10.0	0	1	1	2	1	3	5	2	1	990.0	1	2	1200.0	6	0.0	1		1	1	2012	6	1	1	" "	1	5	" "	1	3	" "	1			700	13	32			"4214"	3	3.0
4215.0	13	48	1	1	1	500		1.0	0	1	2	2	4	1	3	2	1	810.0	1	2	200.0	9	0.0	1		3			2	1	1	" "	1	2	" "	2		" "	1			300	13	56			"4215"	3	3.0
4216.0	12	0	1	1	1	600		18.0	0	3	2	2	4	2	2	2	1	400.5	1	2	300.0	9	0.0	1		3			2	1	1	" "	2		" "	2		" "	6			100	12	10			"4216"	3	3.0
4217.0	12	0	1	1	1	1200		20.0	2	3	2	2	4	1	2	2	1	324.0	1	2	250.0	5	200.0	1		3			1	1	1	" "	2		" "	2		" "	6			50	12	10			"4217"	3	3.0
4218.0	12	20	1	1	1	300		20.0	3	3	2	2	4	1	1	2	1	252.0	1	2	50.0	5	0.0	1		3			1	1	1	" "	2		" "	2		" "	6			40	12	30			"4218"	3	3.0
4219.0	15	0	1	1	1	1000		18.0	0	3	2	2	4	1	2	2	1	364.5	1	2	217.0	6	0.0	1		3			2	1	1	" "	1	2	" "	2		" "	6			100	15	10			"4219"	3	3.0
4220.0	11	41	1	1	1	1000		2.0	0	1	2	2	4	1	2	2	1	344.0	1	2	130.0	9	0.0	1		3			1	1	1	" "	2		" "	2		" "	6			20	11	47			"4220"	3	3.0
4221.0	12	48	1	1	1	1000		15.0	0	2	2	2	4	1	2	2	1	360.0	1	3	300.0	6	0.0	1		3			1	1	1	" "	2		" "	2		" "	6			100	12	56			"4221"	3	3.0
4222.0	15	10	1	1	1	1000		15.0	0	2	2	2	4	2	3	2	1	729.0	1	2	300.0	9	0.0	1		3			1	1	5	" "	2		" "	2		" "	2	1		120	15	15			"4222"	3	3.0
4223.0	15	20	1	1	1	1000		18.0	3	2	2	2	1	1	2	2	1	702.0	1	2	633.0	6	0.0	1		3			2	1	1	" "	1	2	" "	2		" "	1			200	15	30			"4223"	3	3.0
4224.0	12	40	5	1	1	500		35.0	2	3	2	2	4	1	1	2	1	270.0	1	2	400.0	6	0.0	1		3			2	1	1	" "	2		" "	2		" "	3			250	12	50			"4224"	3	3.0
4225.1	15	25	1	1	1	1000		2.0	0	2	2	2	1	2	3	2	1	621.0	1	2	700.0	6	200.0	1		3			1	1	1	" "	1	2	" "	2		" "	1			400	15	35			"4225.1"	3	3.0
4226.0	13	38	1	1	1	1000		9.0	1	2	2	2	4	2	3	2	1	668.0	1	2	117.0	9	0.0	1		3			1	1	1	" "	2		" "	2		" "	6			150	13	45			"4226"	3	3.0
4227.0	13	10	3	1	1	600		17.0	5	3	2	2	4	1	2	2	1	495.0	1	2	500.0	6	0.0	1		3			2	1	3	" "	2		" "	2		" "	6			200	13	20			"4227"	3	3.0
4228.0	14	35	7	1	1	2000		12.0	0	1	2	2	1	1	3	2	1	450.0	1	2	500.0	6	0.0	1		3			3	1	7	" "	1	3	" "	1	6	" "	1			350	14	58			"4228"	3	3.0
4229.0	15	35	1	1	1	1000		1.0	3	1	2	2	1	1	3	2	1	684.0	1	2	100.0	6	0.0	1		3			2	1	3	" "	1	4	" "	2		" "	1			120	15	43			"4229"	3	3.0
4230.0	14	40	1	1	1	300		20.0	0	3	2	2	4	1	2	2	1	324.0	1	2	150.0	6	0.0	1		3			1	1	1	" "	2		" "	2		" "	6			100	14	50			"4230"	3	3.0
4231.0	14	0	3	1	1	1000		10.0	1	3	2	2	4	1	2	2	1	450.0	1	2	500.0	6	0.0	1		3			2	1	3	" "	1	2	" "	2		" "	6			300	14	10			"4231"	3	3.0
4232.1	15	0	1	1	1	700		2.0	0	2	2	2	4	1	1	2	1	405.0	1	2	200.0	5	0.0	1		3			1	1	1	" "	2		" "	2		" "	6			50	15	10			"4232.1"	3	3.0
4232.2	13	30	3	1	1	600		2.0	0	2	2	2	4	1	1	3	2	495.0	1	2	290.0	5	0.0	1		3			1	1	3	" "	2		" "	2		" "	6			300	13	40			"4232.2"	3	3.0
4233.0	15	20	1	1	1	300		15.0	2	2	2	2	4	1	1	2	1	324.0	1	2	270.0	6	0.0	1		3			0	2		" "	2		" "	2		" "	7				15	30			"4233"	3	3.0
4234.0	15	1	1	1	1	1000		1.0	2	2	2	1	1	2	2	2	1	904.5	1	2	550.0	6	0.0	1		3			1	1	1	" "	1	4	" "	2		" "	1			200	15	10			"4234"	3	3.0
4235.0	17	10	1	1	1	800		2.0	0	2	2	2	4	1	1	2	1	288.0	1	2	57.0	6	0.0	1		3			1	1	2	" "	2		" "	2		" "	6			20	17	15			"4235"	3	3.0
4236.0	13	30	4	1	1	1000		18.0	2	3	2	2	4	1	2	2	1	324.0	1	2	327.0	6	0.0	1		3			2	1	4	" "	1	2	" "	2		" "	1			40	13	40			"4236"	3	3.0
4237.0	14	26	1	1	1	400		8.0	2	2	2	2	4	2	3	2	1	486.0	1	2	197.0	6	0.0	1		3			1	1	1	" "	1	3	" "	2		" "	1			200	14	35			"4237"	3	3.0
4238.0	15	22	1	1	1	1000		9.0	0	2	2	2	1	1	2	2	1	450.0	1	2	77.0	6	0.0	1		3			2	1	1	" "	1	2	" "	2		" "	6			120	15	29			"4238"	3	3.0
4239.0	13	50	1	1	1	1000		2.0	0	2	2	2	4	2	3	2	1	747.0	1	2	200.0	6	0.0	1		3			2	1	3	" "	2		" "	2		" "	1			150	14	0			"4239"	3	3.0
4240.0	10	30	1	1	1	500		1.0	2	3	6	2	4	1	1	2	1	360.0	2			9	0.0	4	70	3			1	1	1	" "	2		" "	2		" "	6			50	10	40			"4240"	3	3.0
4241.0	15	18	1	1	1	500		40.0	0	2	2	2	4	3	3	2	1	929.0	2			9	0.0	4	80	3			1	1	1	" "	2		" "	2		" "	6			200	15	29			"4241"	3	3.0
4242.0	15	0	1	1	1	1000		3.0	0	2	1	2	1	1	2	2	1	792.0	2			5	0.0	3	0	3			1	1	1	" "	2		" "	2		" "	6			500	15	12			"4242"	3	3.0
4243.0	10	55	2	1	2	200		9.0	1	3	2	2	4	1	1	2	1	216.0	1	2	0.0	5	0.0	1		3			0	2		" "	2		" "	2		" "	7				11	6			"4243"	3	3.0
4245.0	15	20	1	1	1	1000		7.0	0	3	5	2	4	2	3	2	1	612.0	2			6	0.0	3	0	3			1	1	1	" "	2		" "	2		" "	1			200	15	20			"4245"	3	3.0
4246.0	14	19	1	1	1	500		2.0	0	3	2	2	4	1	2	2	1	472.0	2			5	0.0	4	65	3			1	1	1	" "	2		" "	2		" "	1			30	14	29			"4246"	3	3.0
4247.0	12	11	1	1	1	200		30.0	0	2	2	2	4	1	1	2	1	252.0	1	3	100.0	9	0.0	1		3			2	1	1	" "	1	2	" "	2		" "	6			100	12	20			"4247"	3	3.0
4248.0	13	43	2	1	1	1000		25.0	0	3	2	2	4	1	2	2	1	256.0	2			5	0.0	4	140	3			2	1	1	" "	1	2	" "	2		" "	6			500	13	54			"4248"	3	3.0
4249.0	11	1	1	1	1	1000		1.0	0	2	5	2	4	1	2	2	1	432.0	1	2	250.0	5	0.0	1		3			2	1	1	" "	1	3	" "	2		" "	6			300	11	10			"4249"	3	3.0
4250.0	13	30	1	1	1	1500		12.0	0	3	2	2	1	2	2	2	1	347.0	2			6	0.0	4	60	3			2	1	1	" "	1	2	" "	2		" "	6			100	13	40			"4250"	3	3.0
4251.0	16	32	3	1	2	1000		16.0	0	3	2	2	4	2	2	2	1	369.0	1	2	118.0	9	0.0	1		3			3	1	1	" "	1	2	" "	1	3	" "	1			100	16	40			"4251"	3	3.0
4252.0	14	10	2	1	1	1000		20.0	0	3	2	2	4	2	2	2	1	648.0	2			6	0.0	3	0	3			1	1	3	" "	2		" "	2		" "	1			100	14	20			"4252"	3	3.0
4253.0	13	10	2	1	1	1000		5.0	0	3	2	2	4	1	1	2	1	216.0	2			5	0.0	3	0	3			1	1	2	" "	2		" "	2		" "	6			300	13	21			"4253"	3	3.0
4254.0	14	34	1	1	1	500		30.0	1	2	2	2	4	2	2	2	1	585.0	2			5	0.0	4	140	3			1	1	1	" "	2		" "	2		" "	4			100	14	44			"4254"	3	3.0
4255.0	13	30	1	1	1	300		20.0	0	4	2	2	4	2	2	2	1	551.0	2			9	0.0	4	90	3			1	1	1	" "	2		" "	2		" "	1			400	13	40			"4255"	3	3.0
4256.1	12	45	1	1	1	1000		6.0	1	4	5	2	4	1	1	2	1	220.0	2			9	0.0	4	80	3			1	1	1	" "	2		" "	2		" "	1			200	12	55			"4256.1"	3	3.0
4256.2	11	45	6	1	1	500		7.0	0	4	5	2	4	1	1	2	1	157.0	2			9	0.0	4	40	3			0	2		" "	2		" "	2		" "	7				12	0			"4256.2"	3	3.0
4257.0	13	40	1	1	1	500		5.0	0	2	1	2	4	1	2	2	1	607.0	2			5	0.0	3	0	3			2	1	1	" "	1	2	" "	2		" "	1			600	13	50			"4257"	3	3.0
4258.0	15	11	1	1	1	500		5.0	0	3	2	2	4	1	1	2	1	394.0	2			5	0.0	4	20	3			1	1	1	" "	2		" "	2		" "	6			100	15	20			"4258"	3	3.0
4259.0	14	58	1	1	1	500		30.0	0	3	2	2	4	2	2	2	1	583.0	2			5	0.0	4	65	3			2	1	1	" "	1	2	" "	2		" "	1			120	15	8			"4259"	3	3.0
4260.0	15	20	1	1	1	600		20.0	1	3	4	2	4	1	2	2	1	324.0	2			6	0.0	4	70	3			1	1	1	" "	2		" "	2		" "	1			300	15	30			"4260"	3	3.0
4261.0	11	43	1	1	1	800		4.0	0	2	2	2	4	1	2	1		567.0	2			5	200.0	3	0	3			1	1	1	" "	2		" "	2		" "	6			120	11	55			"4261"	2	3.0
4262.0	14	33	7	1	1	1000		40.0	0	2	2	2	4	1	1	2	1	1093.0	2			5	0.0	3	0	3			3	1	2	" "	2		" "	2		" "	6			50	14	45			"4262"	2	3.0
4263.1	12	20	2	1	1	1200		20.0	1	2	2	2	4	1	4	2	1	850.0	2			6	0.0	4	140	3			1	1	2	" "	2		" "	2		" "	6			200	12	25			"4263.1"	2	3.0
4263.2	14	5	6	1	1	1200		20.0	1	2	2	2	4	1	4	2	1	850.0	2			6	0.0	4	140	3			1	1	5	" "	2		" "	2		" "	6			20	14	20			"4263.2"	2	3.0
4264.0	15	12	1	1	1	300		20.0	5	4	2	2	4	1	1	1		108.0	2			5	250.0	4	100	3			1	1	1	" "	2		" "	2		" "	6			100	15	27			"4264"	2	3.0
4265.0	12	7	1	1	1	1000		70.0	0	2	2	2	4	1	2	2	1	270.0	2			9	0.0	3	35	3			2	1	1	" "	1	3	" "	2		" "	6			100	12	18			"4265"	2	3.0
4266.0	16	5	1	1	1	600		1.0	0	3	2	2	4	1	2	2	1	216.0	2			5	0.0	3	0	3			1	1	1	" "	2		" "	2		" "	1			100	16	15			"4266"	2	3.0
4267.1	11	25	1	1	1	800		40.0	8	3	2	2	4	1	3	2	1	148.0	2			5	0.0	3	20	3			1	1	1	" "	2		" "	2		" "	6			150	11	31			"4267.1"	2	3.0
4267.2	16	20	3	1	1	700		30.0	8	3	2	2	4	1	1	2	1	162.0	2			5	500.0	4	40	3			2	1	3	" "	1	4	" "	2		" "	6			60	16	25			"4267.2"	2	3.0
4268.0	14	5	4	1	1	500		50.0	2	2	2	2	4	1	2	1		222.0	2			5	520.0	3	0	3			1	1	4	" "	1	1	" "	2		" "	6			200	14	15			"4268"	2	3.0
4269.0	14	30	3	1	1	800		30.0	4	3	2	2	4	1	2	2	1	540.0	2			5	0.0	4	140	3			2	1	3	" "	1	4	" "	2		" "	6			180	14	34			"4269"	2	3.0
4270.0	15	0	1	1	1	500		20.0	0	2	2	2	4	1	3	2	1	315.0	2			6	0.0	3	90	3			1	1	1	" "	2		" "	2		" "	6			300	15	15			"4270"	2	3.0
4271.0	14	17	4	1	1	1000		40.0	6	2	2	2	4	1	2	2	1	648.0	2			5	0.0	3	50	3			2	1	4	" "	1	7	" "	2		" "	6			500	14	24			"4271"	2	3.0
4272.0	15	54	2	1	1	800		30.0	6	3	2	2	4	1	3	2	1	729.0	2			5	500.0	3	0	3			1	1	2	" "	2		" "	2		" "	6			60	15	59			"4272"	2	3.0
4274.0	13	35	1	1	1	500		19.0	0	2	2	2	4	1	2	2	1	607.0	2			9	0.0	3	0	3			1	1	1	" "	2		" "	2		" "	6			100	13	50			"4274"	2	3.0
4275.0	18	21	2	1	1	1000		50.0	2	2	2	2	4	1	3	2	1	567.0	2			5	15.0	3	0	3			1	1	2	" "	2		" "	2		" "	6			50	18	32			"4275"	2	3.0
4276.0	17	8	3	1	1	500		40.0	1	3	2	2	4	1	1	1		157.0	2			5	105.0	3	0	3			1	1	3	" "	2		" "	2		" "	6			50	17	18			"4276"	2	3.0
4277.0	14	5	1	1	1	1300		60.0	0	2	2	2	4	1	2	1		504.0	2			5	420.0	3	0	3			2	1	1	" "	2		" "	2		" "	1			200	14	14			"4277"	2	3.0
4278.0	13	30	1	1	1	600		10.0	0	3	2	2	4	1	2	2	1	972.0	2			9	0.0	3	0	3			1	1	1	" "	2		" "	2		" "	6			29	13	50			"4278"	2	3.0
4279.0	14	18	1	1	1	1500		20.0	0	1	2	2	4	1	2	1		405.0	2			5	255.0	3	0	3			1	1	1	" "	2		" "	2		" "	6			200	14	27			"4279"	2	3.0
4281.0	13	12	3	1	1	100		5.0	0	5	10	10	4	1	1	1		270.0	2			9	0.0	3	0	3			2	1	3	" "	1	4	" "	2		" "	6			200	13	20	1		"4281"	2	3.0
4282.0	9	3	1	1	1	700		18.0	0	2	2	2	4	1	3	2	1	396.0	2			6	0.0	3	0	3			2	1	4	" "	1	6	" "	2		" "	1			400	9	14			"4282"	2	3.0
4283.0	16	33	1	1	1	1000		2.0	6	2	2	2	4	1	1	2	1	337.0	2			5	0.0	3	0	3			3	1	1	" "	1	2	" "	2		" "	1			300	16	41			"4283"	2	3.0
4284.0	14	10	1	1	1	800		15.0	0	3	2	2	4	1	2	2	1	472.0	2			5	0.0	3	0	3			2	1	1	" "	1	4	" "	2		" "	1			400	14	16			"4284"	2	3.0
4285.0	12	56	1	1	1	700		20.0	3	3	2	2	4	1	2	2	1	409.0	2			5	500.0	3	50	3			2	1	1	" "	1	5	" "	2		" "	6			250	13	4			"4285"	2	3.0
4286.0	11	21	1	1	1	1000		50.0	3	2	2	2	4	1	1	2	1	270.0	2			9	0.0	3	0	3			1	1	1	" "	2		" "	2		" "	2			300	11	27			"4286"	2	3.0
4287.0	13	34	1	1	1	1200		60.0	0	2	2	2	4	1	4	2	1	272.0	2			9	0.0	3	0	3			1	1	1	" "	2		" "	2		" "	6			150	13	42			"4287"	2	3.0
4288.0	14	18	1	1	1	5000		50.0	0	2	1	2	1	1	4	2	1	864.0	2			9	0.0	3	0	3			8	1	1	" "	1	3	" "	1	6	" "	1			1200	14	33			"4288"	2	3.0
4289.1	12	32	1	1	1	600		12.0	6	4	2	2	4	1	3	2	1	661.0	2			5	0.0	4	60	3			2	1	1	" "	1	9	" "	2		" "	6			250	12	27			"4289.1"	2	3.0
4289.2	15	5	3	1	1	500		6.0	0	4	10	10	4	1	1	2	1	337.0	2			5	0.0	4	150	3			2	1	3	" "	1	4	" "	2		" "	2			250	15	10			"4289.2"	2	3.0
4290.0	14	6	1	1	1	300		3.0	0	3	2	2	4	1	1	2	1	144.0	2			9	0.0	4	70	3			1	1	1	" "	2		" "	2		" "	6			20	14	17			"4290"	2	3.0
4291.0	12	21	2	1	1	1500		14.0	0	3	2	2	4	1	3	2	1	216.0	2			5	0.0	3	0	3			1	1	1	" "	2		" "	2		" "	6			500	12	30			"4291"	2	3.0
4292.0	15	37	1	1	1	1000		50.0	0	3	11	2	4	1	2	2	1	720.0	2			5	0.0	3	0	3			2	1	1	" "	1	3	" "	2		" "	7			100	15	42			"4292"	2	3.0
4293.0	8	1	1	1	1	500		60.0	3	3	2	2	4	1	1	2	1	216.0	2			9	0.0	3	0	3			1	1	1	" "	2		" "	2		" "	6			100	8	11			"4293"	2	3.0
4294.0	15	11	1	1	1	700		25.0	3	3	2	2	4	1	2	2	1	405.0	2			5	0.0	3	50	3			3	1	3	" "	1	5	" "	1	4	" "	6			800	15	16			"4294"	2	3.0
4295.0	16	10	2	1	1	200		40.0	0	4	10	10	4	1	1	3	2	216.0	2			9	0.0	4	280	3			2	1	1	" "	1	2	" "	2		" "	6			200	16	25			"4295"	2	3.0
4296.0	15	30	1	1	1	500		60.0	0	2	2	2	4	1	2	1		432.0	2			6	200.0	3	0	3			2	1	1	" "	1	2	" "	2		" "	6			200	15	40	1		"4296"	2	3.0
4297.1	14	35	1	1	1	300		10.0	1	3	2	2	4	1	2	3	2	438.0	2			9	0.0	3	0	3			2	1	2	" "	1	5	" "	2		" "	6			200	16	45			"4297.1"	2	3.0
4297.2	16	20	3	1	1	300		12.0	1	3	2	2	4	1	1	2	1	216.0	2			9	0.0	3	0	3			1	1	3	" "	2		" "	2		" "	6			100	16	30			"4297.2"	2	3.0
4298.0	15	20	1	1	1	1500		100.0	9	3	2	2	4	1	4	2	1	726.0	2			5	0.0	3	0	3			7	1	1	" "	1	6	" "	1	7	" "	1			1000	15	25			"4298"	2	3.0
