a01	j2a_01	j2a_02	j2a_03y	j2a_03m	j2a_04	j2a_04oth	j2a_05	j2a_06	j2a_09	j2a_09oth	j2a_10	j2a_10oth	etime_h_j	etime_m_j	hhid2	hh_type	round
2848.0	1	2				" "				" "		" "	11	15	"2848"	2	3.0
2849.0	2					" "				" "		" "	14	30	"2849"	2	3.0
2850.0	1	2				" "				" "		" "	11	5	"2850"	2	3.0
2851.0	1	1	2014	2	2	" "	2	2	3	" "		" "	11	40	"2851"	2	3.0
2852.0	1	2				" "				" "		" "	11	40	"2852"	2	3.0
2853.0	2					" "				" "		" "	10	35	"2853"	2	3.0
2854.0	1	2				" "				" "		" "	10	54	"2854"	2	3.0
2855.0	1	2				" "				" "		" "	12	30	"2855"	2	3.0
2856.0	1	2				" "				" "		" "	13	22	"2856"	2	3.0
2857.0	1	2				" "				" "		" "	12	0	"2857"	2	3.0
2858.0	1	2				" "				" "		" "	11	5	"2858"	2	3.0
2859.1	1	2				" "				" "		" "	11	47	"2859.1"	2	3.0
2859.2	1	2				" "				" "		" "	12	34	"2859.2"	2	3.0
2860.0	1	2				" "				" "		" "	11	5	"2860"	2	3.0
2862.0	1	2				" "				" "		" "	11	40	"2862"	3	3.0
2863.0	1	2				" "				" "		" "	11	59	"2863"	3	3.0
2864.0	1	1	2016	6	10	" "	2	2	3	" "		" "	12	20	"2864"	3	3.0
2865.0	2					" "				" "		" "	12	47	"2865"	3	3.0
2866.0	1	2				" "				" "		" "	12	40	"2866"	3	3.0
2867.0	2					" "				" "		" "	14	10	"2867"	3	3.0
2868.1	1	2				" "				" "		" "	14	36	"2868.1"	3	3.0
2868.2	2					" "				" "		" "	12	10	"2868.2"	3	3.0
2869.0	2					" "				" "		" "	14	32	"2869"	3	3.0
2870.0	1	2				" "				" "		" "	11	45	"2870"	3	3.0
2871.0	2					" "				" "		" "	11	5	"2871"	3	3.0
2872.0	1	2				" "				" "		" "	16	50	"2872"	3	3.0
2873.0	2					" "				" "		" "	11	35	"2873"	3	3.0
2874.0	1	2				" "				" "		" "	12	20	"2874"	3	3.0
2875.0	2					" "				" "		" "	12	4	"2875"	3	3.0
2876.0	1	2				" "				" "		" "	12	30	"2876"	3	3.0
2877.0	1	2				" "				" "		" "	12	30	"2877"	3	3.0
2878.1	2					" "				" "		" "	12	12	"2878.1"	3	3.0
2878.2	1	1	2011	6	2	" "	2	2	3	" "		" "	15	40	"2878.2"	3	3.0
2879.0	1	2				" "				" "		" "	11	30	"2879"	3	3.0
2880.0	1	2				" "				" "		" "	11	45	"2880"	3	3.0
2881.1	2					" "				" "		" "	10	40	"2881.1"	3	3.0
2881.2	2					" "				" "		" "	11	20	"2881.2"	3	3.0
2882.0	2					" "				" "		" "	10	50	"2882"	3	3.0
2883.0	1	2				" "				" "		" "	9	15	"2883"	3	3.0
2885.1	1	2				" "				" "		" "	12	15	"2885.1"	3	3.0
2885.2	1	2				" "				" "		" "	8	45	"2885.2"	3	3.0
2886.0	2					" "				" "		" "	15	50	"2886"	3	3.0
2887.0	1	2				" "				" "		" "	12	30	"2887"	3	3.0
2888.0	2					" "				" "		" "	11	50	"2888"	3	3.0
2889.0	1	1	2011	3	2	" "	2	2	1	" "		" "	12	20	"2889"	3	3.0
2890.0	1	2				" "				" "		" "	12	20	"2890"	3	3.0
2893.0	1	2				" "				" "		" "	12	44	"2893"	3	3.0
2894.0	1	2				" "				" "		" "	12	40	"2894"	3	3.0
2895.0	1	2				" "				" "		" "	10	46	"2895"	3	3.0
2896.0	2					" "				" "		" "	12	19	"2896"	3	3.0
2897.0	1	2				" "				" "		" "	11	30	"2897"	3	3.0
2898.0	2					" "				" "		" "	13	10	"2898"	3	3.0
2899.0	1	2				" "				" "		" "	11	30	"2899"	3	3.0
2900.0	1	2				" "				" "		" "	10	50	"2900"	3	3.0
2901.0	1	2				" "				" "		" "	11	22	"2901"	3	3.0
2902.0	1	2				" "				" "		" "	11	25	"2902"	3	3.0
2903.0	1	2				" "				" "		" "	9	45	"2903"	3	3.0
2904.0	1	2				" "				" "		" "	10	10	"2904"	3	3.0
2905.0	1	2				" "				" "		" "	11	50	"2905"	3	3.0
2907.0	2					" "				" "		" "	10	40	"2907"	3	3.0
2908.0	2					" "				" "		" "	11	6	"2908"	3	3.0
2909.0	1	2				" "				" "		" "	11	43	"2909"	3	3.0
2910.0	1	2				" "				" "		" "	14	19	"2910"	3	3.0
2911.0	1	2				" "				" "		" "	10	57	"2911"	3	3.0
2912.0	1	2				" "				" "		" "	10	46	"2912"	3	3.0
2913.0	1	2				" "				" "		" "	13	50	"2913"	3	3.0
2914.0	1	2				" "				" "		" "	11	49	"2914"	3	3.0
2915.0	1	1	2015	2	12	" "	2	2	3	" "		" "	11	26	"2915"	3	3.0
2916.0	1	1	2017	2	12	" "	2	2	3	" "		" "	11	5	"2916"	3	3.0
2917.0	1	1	2017	2	2	" "	2	2	3	" "		" "	10	11	"2917"	3	3.0
2918.1	1	1	2018	3	12	" "	1	1		" "		" "	11	45	"2918.1"	3	3.0
2918.2	1	2				" "				" "		" "	16	16	"2918.2"	3	3.0
2919.0	2					" "				" "		" "	11	5	"2919"	3	3.0
2920.0	1	2				" "				" "		" "	8	55	"2920"	3	3.0
2922.0	2					" "				" "		" "	10	3	"2922"	3	3.0
2923.0	2					" "				" "		" "	11	15	"2923"	3	3.0
2924.0	1	2				" "				" "		" "	16	55	"2924"	3	3.0
