a01	j2a_01	j2a_02	j2a_03y	j2a_03m	j2a_04	j2a_04oth	j2a_05	j2a_06	j2a_09	j2a_09oth	j2a_10	j2a_10oth	etime_h_j	etime_m_j	hhid2	hh_type	round
4615.0	1	2				" "				" "		" "	11	2	"4615"	2	3.0
4616.0	1	2				" "				" "		" "	18	42	"4616"	2	3.0
4617.0	1	1	2010	4	2	" "	2	3		" "	2	" "	13	10	"4617"	2	3.0
4620.0	1	2				" "				" "		" "	12	5	"4620"	2	3.0
4621.0	1	2				" "				" "		" "	14	47	"4621"	2	3.0
4622.0	2					" "				" "		" "	0		"4622"	2	3.0
4623.0	1	1	2012	3	12	" "	1	2	3	" "		" "	16	36	"4623"	2	3.0
4624.0	1	1	2014	3	2	" "	1	3		" "	2	" "	10	37	"4624"	2	3.0
4625.1	1	2				" "				" "		" "	4	6	"4625.1"	2	3.0
4625.2	1	2				" "				" "		" "	2	5	"4625.2"	2	3.0
4626.0	1	2				" "				" "		" "	14	42	"4626"	2	3.0
4627.0	1	2				" "				" "		" "	12	45	"4627"	2	3.0
4628.0	1	1	2008	2	1	" "	2	2	3	" "		" "			"4628"	2	3.0
4629.0	2					" "				" "		" "	10	44	"4629"	2	3.0
4630.0	2					" "				" "		" "	10	54	"4630"	2	3.0
4631.0	1	2				" "				" "		" "	17	42	"4631"	2	3.0
4632.1	2					" "				" "		" "	12	52	"4632.1"	2	3.0
4632.2	2					" "				" "		" "	11	47	"4632.2"	2	3.0
4635.0	1	2				" "				" "		" "	15	26	"4635"	2	3.0
4636.0	1	2				" "				" "		" "	2	9	"4636"	2	3.0
4637.0	1	2				" "				" "		" "	12	48	"4637"	2	3.0
4638.0	2					" "				" "		" "	11	6	"4638"	2	3.0
4641.0	1	2				" "				" "		" "	10	19	"4641"	3	3.0
4642.0	1	1	2015	1	8	" "	2	3		" "	5	" "	15	33	"4642"	3	3.0
4643.0	1	2				" "				" "		" "	12	17	"4643"	3	3.0
4644.0	1	1	2007	2	1	" "	2	2	1	" "		" "	14	26	"4644"	3	3.0
4646.0	1	2				" "				" "		" "	13	39	"4646"	3	3.0
4647.0	2					" "				" "		" "	17	15	"4647"	3	3.0
4648.0	1	2				" "				" "		" "	14	28	"4648"	3	3.0
4649.0	1	1	2016	12	2	" "	1	2	3	" "		" "	14	25	"4649"	3	3.0
4650.0	1	2				" "				" "		" "	13	17	"4650"	3	3.0
4651.0	1	2				" "				" "		" "	9	96	"4651"	3	3.0
4652.0	1	2				" "				" "		" "	13	34	"4652"	3	3.0
4653.0	2					" "				" "		" "	11	57	"4653"	3	3.0
4654.0	2					" "				" "		" "	12	11	"4654"	3	3.0
4656.0	1	1	2008	2	2	" "	2	2	1	" "		" "	13	10	"4656"	3	3.0
4657.0	2					" "				" "		" "	11	45	"4657"	3	3.0
4658.0	1	2				" "				" "		" "	11	53	"4658"	3	3.0
4659.0	2					" "				" "		" "	12	23	"4659"	3	3.0
4660.0	1	2				" "				" "		" "	0		"4660"	3	3.0
4661.0	1	2				" "				" "		" "	14	30	"4661"	2	3.0
4662.0	1	1	2012	6	2	" "	2	2	3	" "		" "	12	35	"4662"	2	3.0
4663.1	1	2				" "				" "		" "	16	50	"4663.1"	2	3.0
4663.2	1	2				" "				" "		" "	9	45	"4663.2"	2	3.0
4665.0	1	2				" "				" "		" "	15	39	"4665"	2	3.0
4667.1	1	2				" "				" "		" "	11	20	"4667.1"	2	3.0
4667.2	1	2				" "				" "		" "	13	35	"4667.2"	2	3.0
4668.0	1	2				" "				" "		" "	15	5	"4668"	2	3.0
4669.0	1	1	2010	8	2	" "	1	2	3	" "		" "	11	33	"4669"	2	3.0
4670.0	1	2				" "				" "		" "	12	30	"4670"	2	3.0
4671.0	1	1	2017	8	2	" "	2	2	3	" "		" "	12	14	"4671"	2	3.0
4672.0	1	2				" "				" "		" "	15	7	"4672"	2	3.0
4673.0	1	2				" "				" "		" "	13	35	"4673"	2	3.0
4674.0	1	2				" "				" "		" "	12	22	"4674"	2	3.0
4675.0	1	2				" "				" "		" "	11	0	"4675"	2	3.0
4676.0	1	2				" "				" "		" "	14	38	"4676"	2	3.0
4677.0	1	2				" "				" "		" "	12	36	"4677"	2	3.0
4678.0	1	2				" "				" "		" "	16	41	"4678"	2	3.0
4679.0	1	1	2002	5	4	" "	2	2	2	" "		" "	11	54	"4679"	2	3.0
4680.0	1	2				" "				" "		" "	10	40	"4680"	2	3.0
4681.0	1	2				" "				" "		" "	10	43	"4681"	2	3.0
4682.0	2					" "				" "		" "	1	2	"4682"	2	3.0
4683.0	2					" "				" "		" "	17	40	"4683"	2	3.0
4685.0	1	2				" "				" "		" "	10	48	"4685"	2	3.0
4686.0	1	2				" "				" "		" "	14	0	"4686"	2	3.0
4687.0	1	2				" "				" "		" "	12	52	"4687"	2	3.0
4688.0	1	2				" "				" "		" "	13	30	"4688"	2	3.0
4689.0	2					" "				" "		" "	11	27	"4689"	2	3.0
4690.0	2					" "				" "		" "	11	27	"4690"	2	3.0
4691.0	1	2				" "				" "		" "	12	51	"4691"	2	3.0
4692.0	1	2				" "				" "		" "	15	35	"4692"	2	3.0
4693.0	2					" "				" "		" "	15	20	"4693"	2	3.0
4694.1	2					" "				" "		" "	11	58	"4694.1"	2	3.0
4694.2	2					" "				" "		" "	16	59	"4694.2"	2	3.0
4695.0	1	2				" "				" "		" "	17	30	"4695"	2	3.0
4696.0	1	2				" "				" "		" "	12	12	"4696"	2	3.0
4697.0	1	2				" "				" "		" "	15	52	"4697"	2	3.0
4698.0	2					" "				" "		" "	10	3	"4698"	2	3.0
4699.0	1	2				" "				" "		" "	12	7	"4699"	2	3.0
4700.0	2					" "				" "		" "	10	45	"4700"	2	3.0
4701.0	1	2				" "				" "		" "	10	50	"4701"	2	3.0
4702.0	1	2				" "				" "		" "	11	56	"4702"	2	3.0
4703.0	1	2				" "				" "		" "	14	0	"4703"	2	3.0
4704.0	1	2				" "				" "		" "	12	20	"4704"	2	3.0
4705.0	1	2				" "				" "		" "	0		"4705"	2	3.0
4706.0	2					" "				" "		" "	11	58	"4706"	2	3.0
4707.0	1	2				" "				" "		" "	9	18	"4707"	2	3.0
4708.1	2					" "				" "		" "	16	30	"4708.1"	2	3.0
4708.2	2					" "				" "		" "	14	33	"4708.2"	2	3.0
4709.0	1	2				" "				" "		" "	12	10	"4709"	2	3.0
4710.0	2					" "				" "		" "	16	9	"4710"	2	3.0
4711.0	1	2				" "				" "		" "	12	24	"4711"	2	3.0
4712.0	2					" "				" "		" "	11	49	"4712"	2	3.0
4713.0	1	2				" "				" "		" "	11	45	"4713"	2	3.0
4714.0	1	1	2014	6	12	" "	2	2	2	" "		" "	13	33	"4714"	2	3.0
4715.0	1	2				" "				" "		" "	10	56	"4715"	2	3.0
4716.0	1	2				" "				" "		" "	17	0	"4716"	2	3.0
4717.0	1	2				" "				" "		" "	11	35	"4717"	2	3.0
4718.0	1	2				" "				" "		" "	12	13	"4718"	2	3.0
4719.0	1	2				" "				" "		" "	14	50	"4719"	2	3.0
4720.0	1	2				" "				" "		" "	12	45	"4720"	2	3.0
4721.0	1	2				" "				" "		" "	10	42	"4721"	3	3.0
4723.0	1	2				" "				" "		" "	10	50	"4723"	3	3.0
4724.0	2					" "				" "		" "	9	58	"4724"	3	3.0
4726.0	1	2				" "				" "		" "	10	32	"4726"	3	3.0
4727.0	1	2				" "				" "		" "	11	32	"4727"	3	3.0
4728.0	1	2				" "				" "		" "	12	20	"4728"	3	3.0
4729.0	1	2				" "				" "		" "	11	30	"4729"	3	3.0
4730.0	1	2				" "				" "		" "	13	20	"4730"	3	3.0
4732.0	1	2				" "				" "		" "	11	5	"4732"	3	3.0
4733.0	1	2				" "				" "		" "	12	10	"4733"	3	3.0
4734.0	1	2				" "				" "		" "	11	35	"4734"	3	3.0
4735.0	1	2				" "				" "		" "	11	2	"4735"	3	3.0
4736.0	1	2				" "				" "		" "	14	10	"4736"	3	3.0
4737.0	1	2				" "				" "		" "	12	20	"4737"	3	3.0
4738.0	1	2				" "				" "		" "	10	45	"4738"	3	3.0
4739.0	1	2				" "				" "		" "	15	32	"4739"	3	3.0
4740.1	1	2				" "				" "		" "	11	40	"4740.1"	3	3.0
4740.2	1	2				" "				" "		" "	15	55	"4740.2"	3	3.0
4741.0	1	2				" "				" "		" "	12	1	"4741"	3	3.0
4742.0	1	1	2014	8	2	" "	1	2	3	" "		" "	11	8	"4742"	3	3.0
4743.0	1	1	2013	2	14	"KRISHI KORMOKORTA"	2	2	3	" "		" "	12	8	"4743"	3	3.0
4745.0	1	1	2010	6	2	" "	1	2	3	" "		" "	11	53	"4745"	3	3.0
4746.0	1	2				" "				" "		" "	13	0	"4746"	3	3.0
4747.0	1	2				" "				" "		" "	10	50	"4747"	3	3.0
4748.0	1	2				" "				" "		" "	10	48	"4748"	3	3.0
4749.0	1	2				" "				" "		" "	12	55	"4749"	3	3.0
4750.0	1	1	2016	2	12	" "	2	2	3	" "		" "	12	35	"4750"	3	3.0
4751.0	1	1	2010	6	2	" "	1	2	3	" "		" "	12	24	"4751"	3	3.0
4752.0	1	1	2013	4	2	" "	2	2	3	" "		" "	15	25	"4752"	3	3.0
4753.0	1	2				" "				" "		" "	12	2	"4753"	3	3.0
4754.0	1	2				" "				" "		" "	15	45	"4754"	3	3.0
4755.0	1	2				" "				" "		" "	12	15	"4755"	3	3.0
4756.0	1	2				" "				" "		" "	10	45	"4756"	3	3.0
4757.0	1	2				" "				" "		" "	9	28	"4757"	3	3.0
4758.0	1	2				" "				" "		" "	12	23	"4758"	3	3.0
4759.0	1	2				" "				" "		" "	12	8	"4759"	3	3.0
4761.1	1	2				" "				" "		" "	11	28	"4761.1"	3	3.0
4761.2	1	2				" "				" "		" "	11	50	"4761.2"	3	3.0
4762.0	1	2				" "				" "		" "	16	25	"4762"	3	3.0
4764.0	1	2				" "				" "		" "	9	58	"4764"	3	3.0
4765.0	1	2				" "				" "		" "	13	50	"4765"	3	3.0
4766.0	1	2				" "				" "		" "	12	10	"4766"	3	3.0
4767.0	1	2				" "				" "		" "	14	50	"4767"	3	3.0
4768.0	1	2				" "				" "		" "	11	53	"4768"	3	3.0
4769.0	1	2				" "				" "		" "	12	35	"4769"	3	3.0
4770.0	1	2				" "				" "		" "	10	50	"4770"	3	3.0
4771.11	1	2				" "				" "		" "	11	40	"4771.1.1"	3	3.0
4771.12	1	2				" "				" "		" "	16	10	"4771.1.2"	3	3.0
4771.13	1	2				" "				" "		" "	8	55	"4771.1.3"	3	3.0
4771.2	1	2				" "				" "		" "	12	40	"4771.2"	3	3.0
4772.0	1	2				" "				" "		" "	10	42	"4772"	3	3.0
4773.0	1	2				" "				" "		" "	13	23	"4773"	3	3.0
4774.0	1	2				" "				" "		" "	11	0	"4774"	3	3.0
4775.0	1	2				" "				" "		" "	16	22	"4775"	3	3.0
4776.0	1	2				" "				" "		" "	12	0	"4776"	3	3.0
4777.0	1	2				" "				" "		" "	10	40	"4777"	3	3.0
4778.0	2					" "				" "		" "	14	56	"4778"	3	3.0
4779.0	1	2				" "				" "		" "	12	40	"4779"	3	3.0
4780.0	1	2				" "				" "		" "	12	25	"4780"	3	3.0
4781.0	1	2				" "				" "		" "	12	48	"4781"	3	3.0
4782.1	1	2				" "				" "		" "	9	35	"4782.1"	3	3.0
4782.2	1	2				" "				" "		" "	10	40	"4782.2"	3	3.0
4783.0	1	2				" "				" "		" "	15	43	"4783"	3	3.0
4784.0	1	2				" "				" "		" "	15	53	"4784"	3	3.0
4785.0	1	2				" "				" "		" "	11	10	"4785"	3	3.0
4786.0	1	2				" "				" "		" "	11	40	"4786"	3	3.0
4787.0	1	2				" "				" "		" "	10	5	"4787"	3	3.0
4788.1	1	2				" "				" "		" "	11	35	"4788.1"	3	3.0
4788.2	1	2				" "				" "		" "	10	33	"4788.2"	3	3.0
4788.3	2					" "				" "		" "	11	15	"4788.3"	3	3.0
4789.0	1	2				" "				" "		" "	11	5	"4789"	3	3.0
4790.1	1	2				" "				" "		" "	13	10	"4790.1"	3	3.0
4790.2	1	2				" "				" "		" "	10	30	"4790.2"	3	3.0
4791.0	1	2				" "				" "		" "	12	50	"4791"	3	3.0
4792.0	1	2				" "				" "		" "	11	50	"4792"	3	3.0
4793.0	1	2				" "				" "		" "	11	20	"4793"	3	3.0
4794.0	1	2				" "				" "		" "	11	55	"4794"	3	3.0
4795.0	1	2				" "				" "		" "	16	50	"4795"	3	3.0
4796.0	1	2				" "				" "		" "	11	42	"4796"	3	3.0
4797.0	2					" "				" "		" "	14	30	"4797"	3	3.0
4798.0	1	2				" "				" "		" "	14	43	"4798"	3	3.0
4799.0	1	2				" "				" "		" "	10	50	"4799"	3	3.0
4800.0	1	2				" "				" "		" "	13	10	"4800"	3	3.0
4801.0	1	2				" "				" "		" "	11	15	"4801"	3	3.0
4802.0	1	2				" "				" "		" "	15	47	"4802"	3	3.0
4803.0	1	2				" "				" "		" "	10	24	"4803"	3	3.0
4804.0	1	2				" "				" "		" "	10	57	"4804"	3	3.0
4805.0	2					" "				" "		" "	9	10	"4805"	3	3.0
4806.0	1	1	2015	12	12	" "	1	2	3	" "		" "	13	9	"4806"	3	3.0
4807.0	1	2				" "				" "		" "	11	55	"4807"	3	3.0
4808.0	1	2				" "				" "		" "	12	46	"4808"	3	3.0
4809.0	1	2				" "				" "		" "	11	6	"4809"	3	3.0
4810.0	1	2				" "				" "		" "	13	39	"4810"	3	3.0
4811.0	1	2				" "				" "		" "	9	31	"4811"	3	3.0
4812.0	1	2				" "				" "		" "	15	45	"4812"	3	3.0
4813.0	1	2				" "				" "		" "	11	16	"4813"	3	3.0
4814.0	1	2				" "				" "		" "	12	20	"4814"	3	3.0
4815.0	1	2				" "				" "		" "	10	35	"4815"	3	3.0
4816.0	1	2				" "				" "		" "	12	32	"4816"	3	3.0
4817.0	1	2				" "				" "		" "	13	1	"4817"	3	3.0
4818.0	2					" "				" "		" "	9	30	"4818"	3	3.0
4819.0	1	2				" "				" "		" "	11	50	"4819"	3	3.0
4820.0	1	2				" "				" "		" "	12	30	"4820"	3	3.0
4821.0	1	2				" "				" "		" "	10	31	"4821"	3	3.0
4822.0	1	2				" "				" "		" "	13	46	"4822"	3	3.0
4824.0	1	2				" "				" "		" "	12	36	"4824"	3	3.0
4825.0	1	2				" "				" "		" "	11	5	"4825"	3	3.0
4826.1	1	2				" "				" "		" "	10	57	"4826.1"	3	3.0
4826.2	2					" "				" "		" "	0		"4826.2"	3	3.0
4827.1	1	2				" "				" "		" "	0		"4827.1"	3	3.0
4827.2	1	2				" "				" "		" "	0		"4827.2"	3	3.0
4828.0	1	2				" "				" "		" "	10	40	"4828"	3	3.0
4829.0	1	2				" "				" "		" "	0		"4829"	3	3.0
4830.0	1	2				" "				" "		" "	0		"4830"	3	3.0
4831.0	1	2				" "				" "		" "	0		"4831"	3	3.0
4832.0	1	2				" "				" "		" "	11	16	"4832"	3	3.0
4833.0	1	2				" "				" "		" "	12	31	"4833"	3	3.0
4834.1	1	1	2010	12	12	" "	1	2	3	" "		" "	12	55	"4834.1"	3	3.0
4834.2	2					" "				" "		" "	10	30	"4834.2"	3	3.0
4835.0	1	2				" "				" "		" "	12	44	"4835"	3	3.0
4836.0	1	2				" "				" "		" "	11	10	"4836"	3	3.0
4837.0	1	2				" "				" "		" "	13	33	"4837"	3	3.0
4840.2	1	2				" "				" "		" "	11	45	"4840.2"	3	3.0
4841.0	1	2				" "				" "		" "	16	40	"4841"	3	3.0
4842.0	2					" "				" "		" "	10	25	"4842"	3	3.0
4844.0	1	2				" "				" "		" "	14	10	"4844"	3	3.0
4845.0	1	2				" "				" "		" "	11	45	"4845"	3	3.0
4846.1	1	2				" "				" "		" "	12	40	"4846.1"	3	3.0
4846.2	1	2				" "				" "		" "	16	50	"4846.2"	3	3.0
4847.0	1	2				" "				" "		" "	12	3	"4847"	3	3.0
4849.0	1	2				" "				" "		" "	10	7	"4849"	3	3.0
4850.0	1	2				" "				" "		" "	11	49	"4850"	3	3.0
4851.0	1	2				" "				" "		" "	11	56	"4851"	3	3.0
4852.0	1	2				" "				" "		" "	11	22	"4852"	3	3.0
4853.0	1	2				" "				" "		" "	12	25	"4853"	3	3.0
4854.0	1	2				" "				" "		" "	11	7	"4854"	3	3.0
4855.0	1	2				" "				" "		" "	0		"4855"	3	3.0
4856.0	2					" "				" "		" "	0		"4856"	3	3.0
4857.0	1	2				" "				" "		" "	0		"4857"	3	3.0
4858.0	1	2				" "				" "		" "	0		"4858"	3	3.0
4859.0	2					" "				" "		" "	0		"4859"	3	3.0
4860.0	1	2				" "				" "		" "	0		"4860"	3	3.0
4861.0	1	2				" "				" "		" "	10	24	"4861"	3	3.0
4862.0	1	2				" "				" "		" "	9	16	"4862"	3	3.0
4863.1	1	2				" "				" "		" "	11	24	"4863.1"	3	3.0
4863.2	2					" "				" "		" "	10	34	"4863.2"	3	3.0
4865.0	2					" "				" "		" "	10	59	"4865"	3	3.0
4866.1	1	2				" "				" "		" "	10	24	"4866.1"	3	3.0
4866.2	2					" "				" "		" "	14	40	"4866.2"	3	3.0
4867.0	1	2				" "				" "		" "	12	34	"4867"	3	3.0
4868.0	1	2				" "				" "		" "	10	42	"4868"	3	3.0
4869.0	1	2				" "				" "		" "	11	15	"4869"	3	3.0
4870.0	1	2				" "				" "		" "	14	30	"4870"	3	3.0
4871.0	1	2				" "				" "		" "	10	39	"4871"	3	3.0
4872.0	1	2				" "				" "		" "	11	24	"4872"	3	3.0
4873.0	1	2				" "				" "		" "	10	40	"4873"	3	3.0
4874.0	1	2				" "				" "		" "	0		"4874"	3	3.0
4875.0	1	2				" "				" "		" "	0		"4875"	3	3.0
4877.0	2					" "				" "		" "	0		"4877"	3	3.0
4878.0	1	2				" "				" "		" "	0		"4878"	3	3.0
4879.0	2					" "				" "		" "	0		"4879"	3	3.0
4881.1	1	2				" "				" "		" "	13	37	"4881.1"	3	3.0
4881.2	1	2				" "				" "		" "	16	29	"4881.2"	3	3.0
4882.0	1	2				" "				" "		" "	12	20	"4882"	3	3.0
4883.1	2					" "				" "		" "	10	0	"4883.1"	3	3.0
4883.2	1	2				" "				" "		" "	0		"4883.2"	3	3.0
4883.3	1	2				" "				" "		" "	10	5	"4883.3"	3	3.0
4884.0	1	2				" "				" "		" "	13	48	"4884"	3	3.0
4885.0	1	2				" "				" "		" "	11	38	"4885"	3	3.0
4886.0	1	2				" "				" "		" "	11	10	"4886"	3	3.0
4887.0	1	1	2010	12	12	" "	1	2	3	" "		" "	12	27	"4887"	3	3.0
4888.1	1	2				" "				" "		" "	12	41	"4888.1"	3	3.0
4888.2	1	2				" "				" "		" "	12	13	"4888.2"	3	3.0
4889.0	1	2				" "				" "		" "	10	2	"4889"	3	3.0
4890.0	1	2				" "				" "		" "	12	38	"4890"	3	3.0
4891.0	1	2				" "				" "		" "	14	20	"4891"	3	3.0
4892.0	1	2				" "				" "		" "	10	23	"4892"	3	3.0
4893.0	2					" "				" "		" "	10	18	"4893"	3	3.0
4894.0	1	2				" "				" "		" "	12	55	"4894"	3	3.0
4895.0	1	2				" "				" "		" "	10	50	"4895"	3	3.0
4896.0	1	2				" "				" "		" "	17	36	"4896"	3	3.0
4897.0	1	2				" "				" "		" "	12	15	"4897"	3	3.0
4898.0	1	2				" "				" "		" "	12	30	"4898"	3	3.0
4899.0	1	1	2008	12	12	" "	1	2	1	" "		" "	0		"4899"	3	3.0
4900.0	1	2				" "				" "		" "	12	22	"4900"	3	3.0
4901.0	2					" "				" "		" "	12	58	"4901"	3	3.0
4903.0	1	2				" "				" "		" "	12	1	"4903"	3	3.0
4905.0	1	2				" "				" "		" "	11	45	"4905"	3	3.0
4906.0	1	2				" "				" "		" "	13	38	"4906"	3	3.0
4908.0	1	2				" "				" "		" "	13	20	"4908"	3	3.0
4909.0	1	2				" "				" "		" "	13	21	"4909"	3	3.0
4910.0	1	2				" "				" "		" "	13	22	"4910"	3	3.0
4911.0	1	1	2016	6	2	" "	2	2	3	" "		" "	12	55	"4911"	3	3.0
4913.0	1	1	2016	6	2	" "	2	1		" "		" "	19	23	"4913"	3	3.0
4914.0	1	2				" "				" "		" "	11	36	"4914"	3	3.0
4916.0	1	2				" "				" "		" "	11	33	"4916"	3	3.0
4917.1	1	1	2014	6	2	" "	2	3		" "	5	" "	14	4	"4917.1"	3	3.0
4917.2	1	2				" "				" "		" "	8	4	"4917.2"	3	3.0
4918.0	1	2				" "				" "		" "	11	47	"4918"	3	3.0
4919.0	1	2				" "				" "		" "	13	16	"4919"	3	3.0
4920.1	1	2				" "				" "		" "	13	7	"4920.1"	3	3.0
4921.0	1	2				" "				" "		" "	11	35	"4921"	3	3.0
4922.0	1	1	2014	9	2	" "	1	1		" "		" "	12	30	"4922"	3	3.0
4923.0	1	2				" "				" "		" "	10	42	"4923"	3	3.0
4924.0	1	2				" "				" "		" "	10	43	"4924"	3	3.0
4926.1	1	2				" "				" "		" "	12	35	"4926.1"	3	3.0
4926.2	1	1	2017	8	2	" "	1	2	3	" "		" "	12	50	"4926.2"	3	3.0
4927.0	1	1	2014	6	2	" "	1	2	3	" "		" "	12	15	"4927"	3	3.0
4928.0	1	2				" "				" "		" "	17	33	"4928"	3	3.0
4929.0	1	2				" "				" "		" "	10	29	"4929"	3	3.0
4930.1	1	1	2014	9	2	" "	1	1		" "		" "	16	35	"4930.1"	3	3.0
4930.2	1	2				" "				" "		" "	9	34	"4930.2"	3	3.0
4931.0	1	2				" "				" "		" "	16	25	"4931"	3	3.0
4932.0	1	1	2014	6	2	" "	1	1		" "		" "	12	48	"4932"	3	3.0
4933.0	1	2				" "				" "		" "	10	47	"4933"	3	3.0
4934.1	1	1	2016	8	2	" "	1	2	3	" "		" "	14	30	"4934.1"	3	3.0
4934.2	1	2				" "				" "		" "	12	1	"4934.2"	3	3.0
4934.3	1	2				" "				" "		" "	10	12	"4934.3"	3	3.0
4934.4	1	1	2017	3	2	" "	1	1		" "		" "	11	36	"4934.4"	3	3.0
4935.0	1	2				" "				" "		" "	12	40	"4935"	3	3.0
4936.0	1	2				" "				" "		" "	10	20	"4936"	3	3.0
4937.0	1	2				" "				" "		" "	10	4	"4937"	3	3.0
4938.0	1	2				" "				" "		" "	11	52	"4938"	3	3.0
4940.0	1	1	2014	6	2	" "	1	2	3	" "		" "	12	59	"4940"	3	3.0
4941.0	1	2				" "				" "		" "	11	53	"4941"	3	3.0
4942.0	1	2				" "				" "		" "	13	5	"4942"	3	3.0
4943.0	1	2				" "				" "		" "	10	10	"4943"	3	3.0
4944.0	1	2				" "				" "		" "	14	19	"4944"	3	3.0
4945.0	1	2				" "				" "		" "	12	7	"4945"	3	3.0
4946.1	1	1	1999	6	2	" "	1	2	4	"JOMI CHASH NA KORAR KARO"		" "	11	24	"4946.1"	3	3.0
4946.2	1	2				" "				" "		" "	10	20	"4946.2"	3	3.0
4947.0	1	2				" "				" "		" "	13	7	"4947"	3	3.0
4948.0	1	1	2016	8	2	" "	1	1		" "		" "	12	30	"4948"	3	3.0
4949.0	1	1	2014	6	1	" "	2	2	3	" "		" "	11	32	"4949"	3	3.0
4950.0	1	2				" "				" "		" "	13	5	"4950"	3	3.0
4951.0	1	2				" "				" "		" "	15	32	"4951"	3	3.0
4952.0	1	2				" "				" "		" "	10	15	"4952"	3	3.0
4953.0	1	1	2013	6	2	" "	1	1		" "		" "	10	57	"4953"	3	3.0
4954.0	1	2				" "				" "		" "	16	16	"4954"	3	3.0
4955.0	1	1	2014	11	2	" "	1	2	3	" "		" "	12	4	"4955"	3	3.0
4956.1	1	1	2014	6	2	" "	2	2	3	" "		" "	9	38	"4956.1"	3	3.0
4956.2	1	2				" "				" "		" "	9	56	"4956.2"	3	3.0
4957.0	1	1	2015	8	2	" "	1	2	3	" "		" "	11	50	"4957"	3	3.0
4958.1	1	1	2017	10	2	" "	1	1		" "		" "	17	20	"4958.1"	3	3.0
4958.2	1	1	2018	11	1	" "	1	1		" "		" "	10	45	"4958.2"	3	3.0
4958.3	1	2				" "				" "		" "	10	42	"4958.3"	3	3.0
4959.0	1	2				" "				" "		" "	11	54	"4959"	3	3.0
4960.0	1	1	2014	6	2	" "	2	2	3	" "		" "	12	15	"4960"	3	3.0
4962.0	2					" "				" "		" "	11	24	"4962"	3	3.0
4963.0	2					" "				" "		" "	17	5	"4963"	3	3.0
4964.0	1	1	2014	6	1	" "	2	1		" "		" "	12	49	"4964"	3	3.0
4965.0	1	1	2013	3	2	" "	1	2	3	" "		" "	12	40	"4965"	3	3.0
4966.0	1	2				" "				" "		" "	11	22	"4966"	3	3.0
4968.0	1	1	2014	6	1	" "	2	1		" "		" "	11	20	"4968"	3	3.0
4970.0	1	2				" "				" "		" "	10	42	"4970"	3	3.0
4971.0	1	2				" "				" "		" "	12	12	"4971"	3	3.0
4972.0	1	2				" "				" "		" "	12	18	"4972"	3	3.0
4973.0	1	1	2018	10	2	" "	2	1		" "		" "	10	26	"4973"	3	3.0
4974.0	1	1	2016	6	2	" "	1	2	3	" "		" "	12	41	"4974"	3	3.0
4975.0	1	2				" "				" "		" "	12	12	"4975"	3	3.0
4976.0	1	2				" "				" "		" "	11	34	"4976"	3	3.0
4977.0	1	2				" "				" "		" "	11	47	"4977"	3	3.0
4978.0	1	2				" "				" "		" "	12	20	"4978"	3	3.0
4980.0	1	2				" "				" "		" "	11	43	"4980"	3	3.0
4981.0	1	2				" "				" "		" "	11	57	"4981"	3	3.0
4982.0	2					" "				" "		" "	11	8	"4982"	3	3.0
4983.0	1	2				" "				" "		" "	13	10	"4983"	3	3.0
4984.0	2					" "				" "		" "	11	51	"4984"	3	3.0
4985.0	1	2				" "				" "		" "	12	40	"4985"	3	3.0
4986.0	1	2				" "				" "		" "	12	10	"4986"	3	3.0
4987.0	1	2				" "				" "		" "	11	24	"4987"	3	3.0
4988.1	1	2				" "				" "		" "	9	52	"4988.1"	3	3.0
4988.2	1	2				" "				" "		" "	10	13	"4988.2"	3	3.0
4989.0	1	2				" "				" "		" "	10	44	"4989"	3	3.0
4990.0	1	1	2018	2	2	" "	1	1		" "		" "	11	50	"4990"	3	3.0
4991.1	1	1	2014	6	2	" "	2	3		" "	5	" "	11	24	"4991.1"	3	3.0
4991.2	1	2				" "				" "		" "	12	10	"4991.2"	3	3.0
4992.0	1	2				" "				" "		" "	11	6	"4992"	3	3.0
4993.0	1	2				" "				" "		" "	13	4	"4993"	3	3.0
4994.0	1	2				" "				" "		" "	8	59	"4994"	3	3.0
4995.0	1	2				" "				" "		" "	14	22	"4995"	3	3.0
4996.0	1	2				" "				" "		" "	12	10	"4996"	3	3.0
4997.0	1	2				" "				" "		" "	13	43	"4997"	3	3.0
4998.0	1	1	2018	3	2	" "	1	1		" "		" "	12	33	"4998"	3	3.0
4999.0	1	2				" "				" "		" "	12	46	"4999"	3	3.0
5000.0	1	2				" "				" "		" "	10	59	"5000"	3	3.0
5001.0	1	1	2012	9	1	" "	1	1		" "		" "	10	44	"5001"	3	3.0
5002.0	1	1	2014	6	2	" "	2	1		" "		" "	16	30	"5002"	3	3.0
5003.0	2					" "				" "		" "	17	26	"5003"	3	3.0
5004.0	1	2				" "				" "		" "	9	52	"5004"	3	3.0
5005.0	1	2				" "				" "		" "	10	30	"5005"	3	3.0
5006.0	1	1	2017	10	2	" "	2	2	3	" "		" "	17	32	"5006"	3	3.0
5007.0	2					" "				" "		" "	11	25	"5007"	3	3.0
5008.0	1	2				" "				" "		" "	15	42	"5008"	3	3.0
5009.0	1	1	2014	6	2	" "	1	1		" "		" "	20	11	"5009"	3	3.0
5010.0	1	1	2017	8	2	" "	2	1		" "		" "	14	30	"5010"	3	3.0
5011.0	1	1	2017	10	2	" "	2	1		" "		" "	16	8	"5011"	3	3.0
