a01	stime_h_z12	stime_m_z12	res_id_z12	consent_z12	z_1	z_2	z1_01	z1_02	z1_02oth	z1_03	z1_03oth	z1_04	z1_05	z1_06	z1_06oth	z1_07	z1_08	z1_08oth	z1_09	z1_09oth	z1_10	z1_11	z1_11oth	z1_12	z1_13	z1_13oth	z1_14	z1_14oth	z1_15a	z1_15aoth	z1_15b	z1_15both	z1_15c	z1_15coth	z1_15d	z1_15doth	z1_15e	z1_15eoth	z1_16a	z1_16b	z1_16c	z1_16d	flag	hhid2	hh_type	round
1811.1	15.0	2.0	2.0	1.0	2.0	2.0	1.0		" "		" "		1.0	1.0	" "	2.0		" "	2.0	" "	2.0	3.0	" "	1.0	3.0	" "	3.0	" "	2.0	" "	2.0	" "	2.0	" "	2.0	" "	2.0	" "	1.0	1.0	2.0	2.0		"1811.1"	3.0	3.0
1811.2	13.0	32.0	3.0	1.0	3.0	4.0	1.0		" "		" "		1.0	1.0	" "	2.0		" "	2.0	" "	3.0	1.0	" "	2.0		" "		" "	1.0	" "	1.0	" "	1.0	" "	1.0	" "	1.0	" "	1.0	1.0	1.0	1.0		"1811.2"	3.0	3.0
1812.0	13.0	22.0	2.0	1.0	2.0	4.0	1.0		" "		" "		1.0	1.0	" "	2.0		" "	2.0	" "	3.0	1.0	" "	1.0	4.0	"CHELE"	4.0	"CHELE"	4.0	"CHELE"	4.0	"CHELE"	4.0	"CHELE"	9.0	" "	4.0	"CHELE"	2.0	2.0	2.0	2.0		"1812"	3.0	3.0
1813.0	12.0	5.0	2.0	1.0	2.0	2.0	1.0		" "		" "		3.0	1.0	" "	2.0		" "	2.0	" "	3.0	1.0	" "	1.0	1.0	" "	1.0	" "	1.0	" "	1.0	" "	1.0	" "	1.0	" "	1.0	" "	1.0	1.0	1.0	1.0		"1813"	3.0	3.0
1814.0	13.0	33.0	2.0	1.0	2.0	3.0	1.0		" "		" "		1.0	1.0	" "	2.0		" "	2.0	" "	1.0	3.0	" "	1.0	4.0	"BHAI"	4.0	"BHAI"	4.0	"BHAI"	4.0	"BHAI"	4.0	"BHAI"	4.0	"BHAI"	4.0	"BHAI"	2.0	1.0	1.0	1.0		"1814"	3.0	3.0
1815.0	13.0	33.0	2.0	1.0	2.0	2.0	1.0		" "		" "		1.0	1.0	" "	2.0		" "	2.0	" "	1.0	3.0	" "	1.0	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	2.0	1.0	1.0	2.0		"1815"	3.0	3.0
1816.0	18.0	5.0	2.0	1.0	2.0	2.0	2.0	3.0	" "		" "				" "			" "		" "			" "	1.0	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	1.0	1.0	1.0	1.0		"1816"	3.0	3.0
1817.0	13.0	22.0	2.0	1.0	2.0	2.0	1.0		" "		" "		1.0	1.0	" "	2.0		" "	2.0	" "	1.0	3.0	" "	1.0	2.0	" "	2.0	" "	2.0	" "	2.0	" "	2.0	" "	2.0	" "	2.0	" "	2.0	2.0	2.0	1.0		"1817"	3.0	3.0
1818.0	12.0	35.0	4.0	1.0	4.0	4.0	2.0	3.0	" "		" "				" "			" "		" "			" "	1.0	4.0	"CHELE"	4.0	"CHELE"	4.0	"CHELE"	4.0	"CHELE"	4.0	"CHELE"	4.0	"CHELE"	4.0	"CHELE"	1.0	1.0	1.0	1.0		"1818"	3.0	3.0
1819.0	17.0	6.0	1.0	1.0	1.0	6.0	1.0		" "		" "		3.0	1.0	" "	2.0		" "	2.0	" "	3.0	1.0	" "	1.0	1.0	" "	1.0	" "	1.0	" "	1.0	" "	1.0	" "	1.0	" "	1.0	" "	1.0	1.0	1.0	1.0		"1819"	3.0	3.0
1820.0	13.0	15.0	1.0	1.0	1.0	3.0	1.0		" "		" "		1.0	1.0	" "	2.0		" "	2.0	" "	3.0	1.0	" "	2.0		" "		" "	4.0	"CHELE"	4.0	"CHELE"	4.0	"CHELE"	1.0	" "	4.0	"CHELE"	2.0	1.0	1.0	2.0		"1820"	3.0	3.0
1821.0	14.0	19.0	2.0	1.0	2.0	2.0	1.0		" "		" "		1.0	1.0	" "	2.0		" "	2.0	" "	1.0	3.0	" "	1.0	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	2.0	1.0	1.0	2.0		"1821"	3.0	3.0
1822.0	13.0	21.0	2.0	1.0	2.0	2.0	1.0		" "		" "		1.0	1.0	" "	2.0		" "	2.0	" "	1.0	3.0	" "	1.0	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	2.0	2.0	2.0	2.0		"1822"	3.0	3.0
1823.0	12.0	17.0	2.0	1.0	2.0	2.0	1.0		" "		" "		1.0	3.0	" "	2.0		" "	2.0	" "	2.0	3.0	" "	1.0	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	2.0	2.0	2.0	2.0		"1823"	3.0	3.0
1824.0	13.0	17.0	2.0	1.0	2.0	2.0	1.0		" "		" "		1.0	1.0	" "	2.0		" "	2.0	" "	3.0	1.0	" "	2.0		" "		" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	2.0	2.0	2.0	2.0		"1824"	3.0	3.0
1825.0	14.0	44.0	1.0	1.0	1.0	2.0	1.0		" "		" "		1.0	1.0	" "	2.0		" "	2.0	" "	1.0	3.0	" "	1.0	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	2.0	1.0	1.0	2.0		"1825"	3.0	3.0
1826.0	11.0	35.0	2.0	1.0	2.0	2.0	1.0		" "		" "		1.0	1.0	" "	2.0		" "	2.0	" "	1.0	3.0	" "	1.0	2.0	" "	2.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	1.0	1.0	2.0	1.0		"1826"	3.0	3.0
1827.0	11.0	13.0	1.0	1.0	1.0	4.0	1.0		" "		" "		1.0	1.0	" "	2.0		" "	2.0	" "	3.0	1.0	" "	1.0	3.0	" "	1.0	" "	1.0	" "	1.0	" "	1.0	" "	9.0	" "	1.0	" "	1.0	1.0	1.0	1.0		"1827"	3.0	3.0
1828.0	13.0	17.0	2.0	1.0	2.0	2.0	1.0		" "		" "		1.0	1.0	" "	2.0		" "	2.0	" "	1.0	3.0	" "	1.0	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	9.0	" "	3.0	" "	2.0	1.0	1.0	2.0		"1828"	3.0	3.0
1829.0	9.0	4.0	3.0	1.0	3.0	2.0	1.0		" "		" "		1.0	1.0	" "	2.0		" "	2.0	" "	1.0	3.0	" "	1.0	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	2.0	1.0	1.0	2.0		"1829"	3.0	3.0
1830.0	12.0	51.0	2.0	1.0	2.0	2.0	1.0		" "		" "		1.0	3.0	" "	2.0		" "	2.0	" "	3.0	3.0	" "	2.0		" "		" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	2.0	2.0	2.0	2.0		"1830"	3.0	3.0
1832.1	13.0	22.0	2.0	1.0	2.0	3.0	1.0		" "		" "		1.0	1.0	" "	2.0		" "	2.0	" "	3.0	3.0	" "	2.0		" "		" "	3.0	" "	3.0	" "	3.0	" "	9.0	" "	3.0	" "	2.0	1.0	1.0	2.0		"1832.1"	3.0	3.0
1832.2	16.0	48.0	7.0	1.0	7.0	3.0	1.0		" "		" "		1.0	1.0	" "	2.0		" "	2.0	" "	1.0	3.0	" "	2.0		" "		" "	3.0	" "	3.0	" "	3.0	" "	9.0	" "	3.0	" "	1.0	1.0	1.0	1.0		"1832.2"	3.0	3.0
1833.0	12.0	32.0	2.0	1.0	2.0	4.0	1.0		" "		" "		1.0	1.0	" "	2.0		" "	2.0	" "	3.0	1.0	" "	2.0		" "		" "	1.0	" "	1.0	" "	1.0	" "	1.0	" "	1.0	" "	1.0	1.0	1.0	1.0		"1833"	3.0	3.0
1834.0	12.0	56.0	2.0	1.0	2.0	2.0	1.0		" "		" "		1.0	1.0	" "	2.0		" "	2.0	" "	3.0	3.0	" "	1.0	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	1.0	1.0	1.0	1.0		"1834"	3.0	3.0
1835.0	12.0	54.0	2.0	1.0	2.0	2.0	1.0		" "		" "		1.0	3.0	" "	2.0		" "	2.0	" "	2.0	3.0	" "	1.0	3.0	" "	4.0	" "	2.0	" "	2.0	" "	2.0	" "	2.0	" "	2.0	" "	1.0	1.0	2.0	1.0		"1835"	3.0	3.0
1836.0	12.0	41.0	2.0	1.0	2.0	2.0	1.0		" "		" "		1.0	2.0	" "	2.0		" "	2.0	" "	2.0	3.0	" "	1.0	1.0	" "	3.0	" "	2.0	" "	2.0	" "	2.0	" "	2.0	" "	2.0	" "	1.0	2.0	2.0	2.0		"1836"	3.0	3.0
1837.0	0.0			1.0	0.0				" "		" "				" "			" "		" "			" "			" "		" "		" "		" "		" "		" "		" "					3.0	"1837"	3.0	3.0
1838.0	14.0	52.0	2.0	1.0	2.0	2.0	1.0		" "		" "		1.0	1.0	" "	2.0		" "	2.0	" "	1.0	3.0	" "	1.0	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	2.0	1.0	1.0	2.0		"1838"	3.0	3.0
1839.0	15.0	44.0	2.0	1.0	2.0	2.0	1.0		" "		" "		1.0	1.0	" "	2.0		" "	2.0	" "	1.0	3.0	" "	1.0	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	2.0	1.0	1.0	2.0		"1839"	3.0	3.0
1840.0	12.0	15.0	2.0	1.0	2.0	2.0	1.0		" "		" "		1.0	3.0	" "	2.0		" "	2.0	" "	3.0	3.0	" "	1.0	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	1.0	1.0	1.0	1.0		"1840"	3.0	3.0
1841.0	14.0	8.0	2.0	1.0	2.0	2.0	1.0		" "		" "		1.0	1.0	" "	2.0		" "	2.0	" "	1.0	3.0	" "	2.0		" "		" "	3.0	" "	3.0	" "	3.0	" "	9.0	" "	3.0	" "	2.0	2.0	2.0	2.0		"1841"	3.0	3.0
1842.0	14.0	26.0	2.0	1.0	2.0	2.0	1.0		" "		" "		1.0	1.0	" "	2.0		" "	2.0	" "	1.0	3.0	" "	2.0		" "		" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	2.0	1.0	1.0	1.0		"1842"	3.0	3.0
1843.11	15.0	57.0	2.0	1.0	2.0	2.0	2.0	5.0	" "		" "				" "			" "		" "			" "	1.0	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	1.0	1.0	1.0	1.0		"1843.1.1"	3.0	3.0
1843.12	11.0	42.0	7.0	1.0	7.0	6.0	1.0		" "		" "		1.0	1.0	" "	2.0		" "	2.0	" "	3.0	1.0	" "	2.0		" "		" "	1.0	" "	1.0	" "	1.0	" "	1.0	" "	1.0	" "	1.0	1.0	1.0	1.0		"1843.1.2"	3.0	3.0
1843.2	13.0	11.0	10.0	1.0	10.0	2.0	1.0		" "		" "		1.0	3.0	" "	2.0		" "	2.0	" "	3.0	3.0	" "	2.0		" "		" "	3.0	" "	3.0	" "	3.0	" "	9.0	" "	3.0	" "	2.0	2.0	2.0	2.0		"1843.2"	3.0	3.0
1844.0	16.0	2.0	2.0	1.0	2.0	2.0	2.0	3.0	" "		" "				" "			" "		" "			" "	2.0		" "		" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	1.0	1.0	1.0	1.0		"1844"	3.0	3.0
1845.0	14.0	20.0	2.0	1.0	2.0	2.0	1.0		" "		" "		1.0	1.0	" "	2.0		" "	2.0	" "	1.0	3.0	" "	2.0		" "		" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	2.0	1.0	1.0	1.0		"1845"	3.0	3.0
1846.0	12.0	41.0	2.0	1.0	2.0	2.0	1.0		" "		" "		1.0	1.0	" "	2.0		" "	2.0	" "	1.0	1.0	" "	1.0	3.0	" "	3.0	" "	2.0	" "	2.0	" "	4.0	"debor"	4.0	"debor"	1.0	" "	1.0	1.0	1.0	1.0		"1846"	3.0	3.0
1847.0	15.0	38.0	2.0	1.0	2.0	4.0	1.0		" "		" "		1.0	1.0	" "	2.0		" "	2.0	" "	3.0	1.0	" "	2.0		" "		" "	4.0	"sela"	4.0	"sela"	4.0	"sela"	9.0	" "	4.0	"sela"	1.0	1.0	1.0	1.0		"1847"	3.0	3.0
1848.0	12.0	30.0	4.0	1.0	4.0	2.0	1.0		" "		" "		1.0	1.0	" "	2.0		" "	2.0	" "	3.0	1.0	" "	1.0	4.0	"sela"	4.0	"sela"	4.0	"sela"	4.0	"sela"	4.0	"sela"	9.0	" "	4.0	"sela"	2.0	2.0	2.0	2.0		"1848"	3.0	3.0
1849.0	18.0	52.0	3.0	1.0	3.0	2.0	2.0	1.0	"missing"	3.0	" "	2.0			" "			" "		" "			" "	1.0	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	9.0	" "	3.0	" "	2.0	2.0	2.0	2.0		"1849"	3.0	3.0
1850.0	12.0	35.0	2.0	1.0	2.0	2.0	1.0		" "		" "		1.0	3.0	" "	2.0		" "	2.0	" "	1.0	2.0	" "	1.0	2.0	" "	2.0	" "	2.0	" "	2.0	" "	2.0	" "	2.0	" "	2.0	" "	2.0	2.0	2.0	2.0		"1850"	3.0	3.0
1851.0	14.0	27.0	2.0	1.0	2.0	2.0	1.0		" "		" "		1.0	3.0	" "	2.0		" "	2.0	" "	1.0	3.0	" "	2.0		" "		" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	2.0	2.0	1.0	1.0		"1851"	3.0	3.0
1853.0	12.0	15.0	2.0	1.0	2.0	2.0	1.0		" "		" "		1.0	1.0	" "	2.0		" "	2.0	" "	3.0	3.0	" "	1.0	3.0	" "	3.0	" "	2.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	1.0	1.0	1.0	1.0		"1853"	3.0	3.0
1854.0	14.0	34.0	2.0	1.0	2.0	4.0	2.0	1.0	"MISSAING"	3.0	" "	2.0			" "			" "		" "			" "	1.0	4.0	"SELA"	4.0	"SELA"	4.0	"SELA"	4.0	"SELA"	4.0	"SELA"	4.0	"SELA"	4.0	"SELA"	2.0	1.0	1.0	2.0		"1854"	3.0	3.0
1855.0	13.0	6.0	2.0	1.0	2.0	2.0	1.0		" "		" "		1.0	3.0	" "	2.0		" "	2.0	" "	1.0	3.0	" "	2.0		" "		" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	1.0	1.0	1.0	1.0		"1855"	3.0	3.0
1856.1	12.0	55.0	2.0	1.0	2.0	2.0	2.0	6.0	" "		" "				" "			" "		" "			" "	1.0	3.0	" "	3.0	" "	4.0	"SELA"	4.0	"SELA"	4.0	"SELA"	4.0	"SELA"	4.0	"SELA"	1.0	2.0	2.0	2.0		"1856.1"	3.0	3.0
1856.2	12.0	24.0	7.0	1.0	7.0	2.0	1.0		" "		" "		1.0	3.0	" "	2.0		" "	2.0	" "	1.0	2.0	" "	2.0		" "		" "	2.0	" "	2.0	" "	2.0	" "	2.0	" "	2.0	" "	1.0	1.0	1.0	1.0		"1856.2"	3.0	3.0
1857.0	11.0	26.0	2.0	1.0	2.0	2.0	1.0		" "		" "		1.0	1.0	" "	2.0		" "	2.0	" "	3.0	3.0	" "	1.0	1.0	" "	1.0	" "	2.0	" "	2.0	" "	2.0	" "	2.0	" "	2.0	" "	2.0	2.0	2.0	2.0		"1857"	3.0	3.0
1858.0	15.0	4.0	2.0	1.0	2.0	2.0	1.0		" "		" "		1.0	1.0	" "	2.0		" "	2.0	" "	1.0	3.0	" "	2.0		" "		" "	2.0	" "	2.0	" "	3.0	" "	3.0	" "	3.0	" "	2.0	2.0	2.0	2.0		"1858"	3.0	3.0
1859.0	13.0	10.0	2.0	1.0	2.0	2.0	1.0		" "		" "		1.0	1.0	" "	2.0		" "	2.0	" "	3.0	1.0	" "	2.0		" "		" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	1.0	1.0	1.0	1.0		"1859"	3.0	3.0
1860.0	16.0	3.0	2.0	1.0	2.0	2.0	1.0		" "		" "		1.0	3.0	" "	2.0		" "	2.0	" "	1.0	3.0	" "	1.0	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	9.0	" "	3.0	" "	1.0	1.0	1.0	1.0		"1860"	3.0	3.0
1861.1	11.0	41.0	2.0	1.0	2.0	2.0	1.0		" "		" "		1.0	1.0	" "	2.0		" "	2.0	" "	3.0	1.0	" "	1.0	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	2.0	2.0	2.0	2.0		"1861.1"	3.0	3.0
1861.2	17.0	31.0	9.0	1.0	9.0	2.0	1.0		" "		" "		1.0	3.0	" "	2.0		" "	2.0	" "	1.0	3.0	" "	2.0		" "		" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	2.0	2.0	2.0	2.0		"1861.2"	3.0	3.0
1862.0	12.0	17.0	1.0	1.0	1.0	4.0	2.0	5.0	" "		" "				" "			" "		" "			" "	2.0		" "		" "	1.0	" "	1.0	" "	1.0	" "	1.0	" "	1.0	" "	1.0	1.0	1.0	1.0		"1862"	3.0	3.0
1863.0	11.0	41.0	1.0	1.0	1.0	3.0	1.0		" "		" "		1.0	1.0	" "	2.0		" "	2.0	" "	3.0	3.0	" "	2.0		" "		" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	1.0	1.0	1.0	1.0		"1863"	3.0	3.0
1864.0	11.0	56.0	2.0	1.0	2.0	2.0	1.0		" "		" "		1.0	3.0	" "	2.0		" "	2.0	" "	3.0	1.0	" "	2.0		" "		" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	1.0	1.0	1.0	1.0		"1864"	3.0	3.0
1865.1	12.0	40.0	6.0	1.0	6.0	2.0	1.0		" "		" "		1.0	1.0	" "	2.0		" "	2.0	" "	1.0	1.0	" "	1.0	1.0	" "	1.0	" "	1.0	" "	1.0	" "	1.0	" "	1.0	" "	1.0	" "	1.0	1.0	1.0	1.0		"1865.1"	3.0	3.0
1865.2	13.0	5.0	2.0	1.0	2.0	2.0	1.0		" "		" "		1.0	3.0	" "	2.0		" "	2.0	" "	1.0	3.0	" "	1.0	3.0	" "	3.0	" "	2.0	" "	2.0	" "	2.0	" "	2.0	" "	2.0	" "	1.0	1.0	1.0	1.0		"1865.2"	3.0	3.0
1866.0	12.0	9.0	2.0	1.0	2.0	2.0	1.0		" "		" "		1.0	1.0	" "	2.0		" "	2.0	" "	3.0	3.0	" "	2.0		" "		" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	1.0	1.0	1.0	1.0		"1866"	3.0	3.0
1867.0	11.0	50.0	2.0	1.0	2.0	2.0	1.0		" "		" "		1.0	3.0	" "	2.0		" "	2.0	" "	2.0	2.0	" "	1.0	3.0	" "	3.0	" "	2.0	" "	2.0	" "	4.0	"sela"	9.0	" "	4.0	"sela"	1.0	1.0	2.0	1.0		"1867"	3.0	3.0
1868.0	15.0	4.0	2.0	1.0	1.0	4.0	1.0		" "		" "		1.0	1.0	" "	2.0		" "	2.0	" "	3.0	1.0	" "	2.0		" "		" "	4.0	"SELA"	4.0	"SELA"	4.0	"SELA"	9.0	" "	4.0	"SELA"	2.0	2.0	2.0	2.0		"1868"	3.0	3.0
1869.0	14.0	43.0	3.0	1.0	3.0	2.0	1.0		" "		" "		1.0	1.0	" "	2.0		" "	2.0	" "	3.0	3.0	" "	2.0		" "		" "	2.0	" "	2.0	" "	2.0	" "	9.0	" "	2.0	" "	2.0	1.0	1.0	1.0		"1869"	3.0	3.0
1870.0	11.0	52.0	3.0	1.0	3.0	4.0	1.0		" "		" "		1.0	2.0	" "	2.0		" "	2.0	" "	3.0	1.0	" "	2.0		" "		" "	1.0	" "	1.0	" "	1.0	" "	9.0	" "	1.0	" "	1.0	1.0	1.0	1.0		"1870"	3.0	3.0
1871.0	14.0	24.0	4.0	1.0	4.0	2.0	2.0	5.0	" "		" "				" "			" "		" "			" "	2.0		" "		" "	2.0	" "	2.0	" "	2.0	" "	2.0	" "	2.0	" "	2.0	1.0	1.0	1.0		"1871"	3.0	3.0
1872.0	12.0	28.0	2.0	1.0	2.0	2.0	2.0	3.0	" "		" "				" "			" "		" "			" "	1.0	2.0	" "	2.0	" "	2.0	" "	2.0	" "	2.0	" "	2.0	" "	2.0	" "	2.0	2.0	2.0	2.0		"1872"	3.0	3.0
1873.0	13.0	22.0	2.0	1.0	2.0	2.0	2.0	3.0	" "		" "				" "			" "		" "			" "	2.0		" "		" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	1.0	1.0	1.0	1.0		"1873"	3.0	3.0
1874.0	16.0	46.0	4.0	1.0	4.0	2.0	1.0		" "		" "		1.0	3.0	" "	2.0		" "	2.0	" "	1.0	3.0	" "	2.0		" "		" "	2.0	" "	2.0	" "	2.0	" "	3.0	" "	3.0	" "	1.0	1.0	1.0	1.0		"1874"	3.0	3.0
1875.0	13.0	28.0	6.0	1.0	6.0	2.0	1.0		" "		" "		1.0	3.0	" "	2.0		" "	2.0	" "	1.0	3.0	" "	2.0		" "		" "	2.0	" "	3.0	" "	3.0	" "	9.0	" "	3.0	" "	2.0	1.0	1.0	2.0		"1875"	3.0	3.0
1876.1	12.0	14.0	2.0	1.0	2.0	2.0	1.0		" "		" "		1.0	3.0	" "	2.0		" "	2.0	" "	1.0	2.0	" "	2.0		" "		" "	2.0	" "	2.0	" "	2.0	" "	2.0	" "	2.0	" "	1.0	2.0	1.0	2.0		"1876.1"	3.0	3.0
1876.2	15.0	5.0	7.0	1.0	7.0	2.0	1.0		" "		" "		1.0	3.0	" "	2.0		" "	2.0	" "	2.0	2.0	" "	2.0		" "		" "	2.0	" "	2.0	" "	2.0	" "	2.0	" "	2.0	" "	1.0	2.0	2.0	2.0		"1876.2"	3.0	3.0
1877.0	14.0	24.0	2.0	1.0	2.0	2.0	1.0		" "		" "		3.0	3.0	" "	2.0		" "	2.0	" "	1.0	3.0	" "	1.0	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	1.0	1.0	1.0	1.0		"1877"	3.0	3.0
1878.0	12.0	33.0	2.0	1.0	2.0	4.0	2.0	5.0	" "		" "				" "			" "		" "			" "	2.0		" "		" "	4.0	"SELA"	4.0	"SELA"	4.0	"SELA"	9.0	" "	4.0	"SELA"	2.0	1.0	2.0	2.0		"1878"	3.0	3.0
1879.1	12.0	54.0	2.0	1.0	2.0	2.0	1.0		" "		" "		1.0	3.0	" "	2.0		" "	2.0	" "	1.0	3.0	" "	2.0		" "		" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	1.0	1.0	1.0	1.0		"1879.1"	3.0	3.0
1879.2	11.0	29.0	7.0	1.0	7.0	1.0	2.0	7.0	" "		" "				" "			" "		" "			" "	2.0		" "		" "	4.0	"SELA"	4.0	"SELA"	4.0	"SELA"	9.0	" "	4.0	"SELA"	2.0	2.0	2.0	2.0		"1879.2"	3.0	3.0
1880.0	17.0	5.0	2.0	1.0	2.0	4.0	1.0		" "		" "		1.0	1.0	" "	2.0		" "	2.0	" "	3.0	1.0	" "	1.0	3.0	" "	3.0	" "	1.0	" "	1.0	" "	1.0	" "	9.0	" "	1.0	" "	1.0	1.0	1.0	1.0		"1880"	3.0	3.0
1881.0	14.0	2.0	1.0	1.0	2.0	2.0	1.0		" "		" "		1.0	1.0	" "	2.0		" "	2.0	" "	3.0	1.0	" "	1.0	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	1.0	1.0	1.0	1.0		"1881"	3.0	3.0
1882.0	12.0	19.0	2.0	1.0	2.0	2.0	2.0	5.0	" "		" "				" "			" "		" "			" "	2.0		" "		" "	2.0	" "	2.0	" "	2.0	" "	9.0	" "	2.0	" "	2.0	2.0	2.0	2.0		"1882"	3.0	3.0
1883.0	13.0	40.0	2.0	1.0	2.0	2.0	2.0	3.0	" "		" "				" "			" "		" "			" "	1.0	2.0	" "	2.0	" "	2.0	" "	2.0	" "	2.0	" "	2.0	" "	2.0	" "	1.0	1.0	1.0	1.0		"1883"	3.0	3.0
1884.0	12.0	40.0	25.0	1.0	2.0	2.0	1.0		" "		" "		1.0	3.0	" "	2.0		" "	2.0	" "	1.0	3.0	" "	1.0	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	2.0	1.0	1.0	1.0		"1884"	3.0	3.0
1885.0	12.0	0.0	2.0	1.0	2.0	2.0	2.0	3.0	" "		" "				" "			" "		" "			" "	1.0	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	9.0	" "	3.0	" "	1.0	1.0	1.0	1.0		"1885"	3.0	3.0
1886.0	13.0	50.0	2.0	1.0	2.0	2.0	2.0	5.0	" "		" "				" "			" "		" "			" "	1.0	3.0	" "	3.0	" "	2.0	" "	2.0	" "	3.0	" "	2.0	" "	2.0	" "	2.0	1.0	1.0	1.0		"1886"	3.0	3.0
1887.0	12.0	8.0	2.0	1.0	2.0	2.0	1.0		" "		" "		1.0	1.0	" "	2.0		" "	2.0	" "	3.0	3.0	" "	2.0		" "		" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	1.0	1.0	1.0	1.0		"1887"	3.0	3.0
1888.0	16.0	55.0	2.0	1.0	2.0	2.0	1.0		" "		" "		1.0	3.0	" "	2.0		" "	2.0	" "	3.0	3.0	" "	1.0	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	1.0	1.0	1.0	1.0		"1888"	3.0	3.0
1889.0	16.0	2.0	2.0	1.0	2.0	2.0	2.0	5.0	" "		" "				" "			" "		" "			" "	2.0		" "		" "	2.0	" "	2.0	" "	3.0	" "	3.0	" "	2.0	" "	1.0	1.0	1.0	1.0		"1889"	3.0	3.0
1891.0	13.0	5.0	2.0	1.0	2.0	2.0	2.0	5.0	" "		" "				" "			" "		" "			" "	1.0	3.0	" "	3.0	" "	2.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	2.0	1.0	1.0	1.0		"1891"	3.0	3.0
1892.0	13.0	39.0	2.0	1.0	2.0	2.0	1.0		" "		" "		1.0	3.0	" "	2.0		" "	2.0	" "	3.0	3.0	" "	1.0	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	2.0	1.0	1.0	2.0		"1892"	3.0	3.0
1893.0	12.0	50.0	2.0	1.0	2.0	2.0	1.0		" "		" "		1.0	3.0	" "	2.0		" "	2.0	" "	1.0	3.0	" "	1.0	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	1.0	1.0	2.0	1.0		"1893"	3.0	3.0
1894.0	12.0	12.0	6.0	1.0	6.0	2.0	1.0		" "		" "		1.0	3.0	" "	2.0		" "	2.0	" "	3.0	3.0	" "	1.0	2.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	1.0	1.0	1.0	1.0		"1894"	3.0	3.0
