a01	stime_h_z12	stime_m_z12	res_id_z12	consent_z12	z_1	z_2	z1_01	z1_02	z1_02oth	z1_03	z1_03oth	z1_04	z1_05	z1_06	z1_06oth	z1_07	z1_08	z1_08oth	z1_09	z1_09oth	z1_10	z1_11	z1_11oth	z1_12	z1_13	z1_13oth	z1_14	z1_14oth	z1_15a	z1_15aoth	z1_15b	z1_15both	z1_15c	z1_15coth	z1_15d	z1_15doth	z1_15e	z1_15eoth	z1_16a	z1_16b	z1_16c	z1_16d	flag	hhid2	hh_type	round
5015.0	15.0	48.0	2.0	1.0	2.0	2.0	1.0		" "		" "		1.0	3.0	" "	2.0		" "	2.0	" "	2.0	3.0	" "	2.0		" "		" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	1.0	1.0	1.0	1.0		"5015"	3.0	3.0
5016.0	11.0	27.0	2.0	1.0	2.0	2.0	1.0		" "		" "		1.0	1.0	" "	2.0		" "	2.0	" "	3.0	3.0	" "	2.0		" "		" "	3.0	" "	3.0	" "	3.0	" "	9.0	" "	3.0	" "	1.0	1.0	1.0	1.0		"5016"	3.0	3.0
5018.0	16.0	59.0	2.0	1.0	2.0	2.0	1.0		" "		" "		1.0	1.0	" "	2.0		" "	2.0	" "	3.0	1.0	" "	2.0		" "		" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	1.0	1.0	1.0	1.0		"5018"	3.0	3.0
5020.0	11.0	35.0	2.0	1.0	2.0	2.0	1.0		" "		" "		1.0	3.0	" "	1.0	2.0	" "		" "	3.0	3.0	" "	2.0		" "		" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	1.0	1.0	1.0	1.0		"5020"	3.0	3.0
5021.0	9.0	26.0	2.0	1.0	2.0	2.0	1.0		" "		" "		1.0	3.0	" "	2.0		" "	2.0	" "	3.0	3.0	" "	2.0		" "		" "	3.0	" "	3.0	" "	3.0	" "	9.0	" "	3.0	" "	1.0	1.0	1.0	1.0		"5021"	3.0	3.0
5022.0	12.0	11.0	2.0	1.0	2.0	2.0	1.0		" "		" "		1.0	1.0	" "	2.0		" "	2.0	" "	2.0	3.0	" "	1.0	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	1.0	1.0	1.0	1.0		"5022"	3.0	3.0
5024.0	16.0	55.0	2.0	1.0	2.0	2.0	1.0		" "		" "		3.0	1.0	" "	2.0		" "	2.0	" "	3.0	3.0	" "	1.0	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	1.0	1.0	1.0	1.0		"5024"	3.0	3.0
5025.0	11.0	45.0	2.0	1.0	2.0	2.0	1.0		" "		" "		1.0	3.0	" "	2.0		" "	2.0	" "	3.0	3.0	" "	2.0		" "		" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	2.0	2.0	1.0	1.0		"5025"	3.0	3.0
5026.0	15.0	13.0	2.0	1.0	2.0	2.0	1.0		" "		" "		1.0	3.0	" "	2.0		" "	2.0	" "	3.0	3.0	" "	1.0	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	1.0	1.0	1.0	1.0		"5026"	3.0	3.0
5027.1	11.0	22.0	3.0	1.0	3.0	2.0	1.0		" "		" "		1.0	3.0	" "	2.0		" "	2.0	" "	3.0	1.0	" "	1.0	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	2.0	2.0	1.0	1.0		"5027.1"	3.0	3.0
5027.2	11.0	55.0	8.0	1.0	8.0	2.0	1.0		" "		" "		1.0	1.0	" "	2.0		" "	2.0	" "	2.0	3.0	" "	2.0		" "		" "	3.0	" "	3.0	" "	3.0	" "	9.0	" "	3.0	" "	1.0	1.0	1.0	1.0		"5027.2"	3.0	3.0
5028.0	13.0	41.0	4.0	1.0	4.0	1.0	1.0		" "		" "		1.0	1.0	" "	2.0		" "	2.0	" "	3.0	1.0	" "	2.0		" "		" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	1.0	1.0	1.0	1.0		"5028"	3.0	3.0
5029.0	14.0	23.0	6.0	1.0	6.0	2.0	2.0	8.0	"AMI NOTUN TAI"		" "				" "			" "		" "			" "	2.0		" "		" "	4.0	"SHOSHUR"	4.0	"SHOSHUR"	4.0	"SHOSHUR"	9.0	" "	4.0	"SHOSHUR"	2.0	2.0	2.0	2.0		"5029"	3.0	3.0
5030.0	14.0	1.0	4.0	1.0	4.0	2.0	1.0		" "		" "		3.0	3.0	" "	2.0		" "	2.0	" "	2.0	3.0	" "	2.0		" "		" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	2.0	2.0	2.0	2.0		"5030"	3.0	3.0
5031.0	13.0	2.0	2.0	1.0	2.0	2.0	1.0		" "		" "		3.0	3.0	" "	2.0		" "	2.0	" "	3.0	3.0	" "	2.0		" "		" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	1.0	1.0	1.0	1.0		"5031"	3.0	3.0
5032.0	9.0	31.0	2.0	1.0	2.0	2.0	1.0		" "		" "		1.0	3.0	" "	2.0		" "	2.0	" "	3.0	3.0	" "	1.0	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	1.0	1.0	1.0	1.0		"5032"	3.0	3.0
5033.0	8.0	39.0	1.0	1.0	1.0	4.0	1.0		" "		" "		3.0	1.0	" "	2.0		" "	2.0	" "	3.0	1.0	" "	2.0		" "		" "	1.0	" "	1.0	" "	1.0	" "	9.0	" "	1.0	" "	1.0	1.0	1.0	1.0		"5033"	3.0	3.0
5034.0	12.0	31.0	2.0	1.0	2.0	2.0	1.0		" "		" "		3.0	1.0	" "	2.0		" "	2.0	" "	3.0	1.0	" "	2.0		" "		" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	1.0	1.0	1.0	1.0		"5034"	3.0	3.0
5035.0	11.0	28.0	4.0	1.0	4.0	2.0	1.0		" "		" "		1.0	1.0	" "	2.0		" "	2.0	" "	2.0	3.0	" "	2.0		" "		" "	3.0	" "	3.0	" "	3.0	" "	9.0	" "	3.0	" "	1.0	1.0	1.0	1.0		"5035"	3.0	3.0
5036.1	11.0	37.0	6.0	1.0	6.0	2.0	1.0		" "		" "		1.0	3.0	" "	2.0		" "	2.0	" "	3.0	3.0	" "	1.0	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	9.0	" "	3.0	" "	1.0	1.0	1.0	1.0		"5036.1"	3.0	3.0
5036.2	11.0	25.0	8.0	1.0	8.0	2.0	1.0		" "		" "		3.0	3.0	" "	2.0		" "	2.0	" "	2.0	3.0	" "	1.0	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	9.0	" "	3.0	" "	1.0	1.0	1.0	1.0		"5036.2"	3.0	3.0
5037.1	13.0	30.0	9.0	1.0	9.0	2.0	1.0		" "		" "		3.0	1.0	" "	2.0		" "	3.0	" "	3.0	3.0	" "	2.0		" "		" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	1.0	1.0	1.0	1.0		"5037.1"	3.0	3.0
5037.2	11.0	23.0	10.0	1.0	10.0	2.0	1.0		" "		" "		3.0	1.0	" "	2.0		" "	2.0	" "	2.0	3.0	" "	2.0		" "		" "	3.0	" "	3.0	" "	3.0	" "	9.0	" "	3.0	" "	1.0	1.0	1.0	1.0		"5037.2"	3.0	3.0
