a01	stime_h_b	stime_m_b	res_id_b	consent_b	mid	mem_stat	b1_01	b1_02	b1_15a	b1_15b	b1_15c	b1_16	b1_16oth	b1_03	b1_04	b1_04a	b1_04b	b1_14	b1_05	b1_06	b1_06oth	b1_07	b1_08	b1_08oth	b1_08a	b1_09	b1_10	b1_11	b1_12	b1_13a	b1_13aoth	b1_13b	b1_13both	b1_10_r3	b1_11_r3	b1_12_r3	b1_13a_r3	b1_13b_r3	etime_h_b	etime_m_b	hhid2	flag_b1	hh_type	round
3096.0	9	54	1	1	1	0	1	56				2	" "	1	2	28	30	1	2		" "	4	5	" "	1	2	64	1	1	4	" "		" "	64	1	1	4		10	8	"3096"	1	3	3.0
3096.0			1	1	2	0	2	46				2	" "	2	2	18	20	1	2		" "	1	99	" "			6	1	2	2	" "		" "	6	1	2	2				"3096"	1	3	3.0
3096.0			1	1	3	0	2	36				2	" "	2	2	18	20	1	2		" "	1	99	" "			82			18	" "		" "	82			18				"3096"	1	3	3.0
3096.0			1	1	4	0	1	26				2	" "	3	2	23	25	1	2		" "	4	8	" "	1	2	37	2	3	8	" "		" "	37	2	3	8				"3096"	1	3	3.0
3096.0			1	1	5	8							" "								" "			" "							" "		" "								"3096"	3	3	3.0
3096.0			1	1	6	8							" "								" "			" "							" "		" "								"3096"	3	3	3.0
3096.0			1	1	7	0	1	11				1	" "	3	1			1	2		" "	4	4	" "	5	1	81			18	" "		" "	81			18				"3096"	1	3	3.0
3096.0			1	1	8	0	2	23				2	" "	4	2	16	18	1	2		" "	4	9	" "	1	2	82			7	" "		" "	82			7				"3096"	1	3	3.0
3096.0			1	1	9	0	1	5				1	" "	5	1			1	2		" "	1	99	" "			84			18	" "		" "	84			18				"3096"	1	3	3.0
3097.0	13	40	1	1	1	0	1	31				2	" "	1	2	16	17	1	2		" "	2	99	" "			1	1	1	1	" "		" "	1	1	1	1		13	49	"3097"	1	3	3.0
3097.0			1	1	2	0	2	29				2	" "	2	2	14	15	1	2		" "	2	99	" "			82			7	" "		" "	69	1	1	7				"3097"	1	3	3.0
3097.0			1	1	3	0	1	14				1	" "	3	1			1	2		" "	4	5	" "	1	1	81			18	" "		" "	81			18				"3097"	1	3	3.0
3097.0			1	1	4	0	1	9				3	" "	3	1			1	2		" "	4	2	" "	5	1	81			19	" "		" "	81			19				"3097"	1	3	3.0
3098.0	10	38	1	1	1	0	1	61				2	" "	1	2	30	32	1	2		" "	4	3	" "	1	2	64	1	1	4	" "		" "	64	1	1	4		10	49	"3098"	1	3	3.0
3098.0			1	1	2	0	2	46				2	" "	2	2	15	17	1	2		" "	1	99	" "			6	1	1	8	" "		" "	6	1	1	8				"3098"	1	3	3.0
3098.0			1	1	3	0	1	26				2	" "	3	2	20	22	1	2		" "	2	0	" "	1	2	37	1	2	8	" "		" "	37	1	2	8				"3098"	1	3	3.0
3098.0			1	1	4	0	1	18				1	" "	3	1			1	2		" "	4	4	" "	1	2	70	1	1	7	" "		" "	70	1	1	7				"3098"	1	3	3.0
3098.0			1	1	5	0	2	21				1	" "	4	2	15	17	1	2		" "	4	7	" "	1	2	82			18	" "		" "	82			18				"3098"	1	3	3.0
3098.0			1	1	6	0	1	4				3	" "	5	1			1	2		" "	1	99	" "			84			18	" "		" "	84			18				"3098"	1	3	3.0
3099.0	15	4	1	1	1	0	1	66				2	" "	1	2	24	26	1	2		" "	2	3	" "	1	2	64	1	1	4	" "	7	" "	64	1	1	4	7	15	12	"3099"	1	3	3.0
3099.0			1	1	2	0	2	46				2	" "	2	2	15	17	1	2		" "	1	99	" "			1	1	2	1	" "		" "	1	1	2	1				"3099"	1	3	3.0
3099.0			1	1	3	0	1	26				2	" "	3	1			1	2		" "	2	99	" "			1	1	1	1	" "		" "	1	1	1	1				"3099"	1	3	3.0
3099.0			1	1	4	0	1	18				1	" "	3	1			1	2		" "	4	3	" "	1	2	1	1	1	1	" "		" "	1	1	1	1				"3099"	1	3	3.0
3099.0			1	1	5	0	1	12				1	" "	3	1			1	2		" "	4	2	" "	5	1	81			19	" "		" "	81			19				"3099"	1	3	3.0
3100.0	8	54	2	1	1	0	1	38				6	" "	1	2	21	23	2	2		" "	4	7	" "	1	2	64	1	1	4	" "	8	" "	64	1	1	4	8	9	2	"3100"	1	3	3.0
3100.0			2	1	2	0	2	33				2	" "	2	2	16	18	1	2		" "	2	99	" "			82			7	" "		" "	70	1	1	7				"3100"	1	3	3.0
3100.0			2	1	3	0	1	15				6	" "	3	1			1	2		" "	4	5	" "	1	2	37	1	2	8	" "		" "	37	1	2	8				"3100"	1	3	3.0
3100.0			2	1	4	0	1	13				6	" "	3	1			1	2		" "	4	5	" "	1	1	81			18	" "		" "	81			18				"3100"	1	3	3.0
3100.0			2	1	5	11							" "								" "			" "							" "		" "								"3100"	3	3	3.0
3101.0	8	50	1	1	1	0	1	46				2	" "	1	2	22	24	1	2		" "	4	5	" "	1	2	65	1	1	9	" "	16	" "	65	1	1	9	16	9	3	"3101"	1	3	3.0
3101.0			1	1	2	0	2	40				2	" "	2	2	16	18	1	2		" "	2	1	" "	1	2	82			7	" "		" "	70	1	1	7				"3101"	1	3	3.0
3101.0			1	1	3	8							" "								" "			" "							" "		" "								"3101"	3	3	3.0
3101.0			1	1	4	0	2	14				1	" "	3	1			1	2		" "	4	7	" "	5	1	81			18	" "		" "	81			18				"3101"	1	3	3.0
3101.0			1	1	5	0	2	7				1	" "	3	1			1	2		" "	4	1	" "	5	1	81			19	" "		" "	81			19				"3101"	1	3	3.0
3101.0			1	1	6	0	1	5				1	" "	3	1			1	2		" "	1	99	" "			84			18	" "		" "	84			18				"3101"	1	3	3.0
3102.0	7	25	1	1	1	0	1	66				2	" "	1	2	27	30	1	2		" "	1	99	" "			1	1	1	1	" "		" "	1	1	1	1		7	36	"3102"	1	3	3.0
3102.0			1	1	2	0	2	56				2	" "	2	2	17	20	2	2		" "	2	99	" "			82			7	" "		" "	82			7				"3102"	1	3	3.0
3102.0			1	1	3	0	1	23				2	" "	3	1			1	2		" "	4	5	" "	1	2	37	1	2	8	" "		" "	37	1	2	8				"3102"	1	3	3.0
3103.0	9	12	1	1	1	0	1	54				2	" "	1	2	25	28	1	2		" "	4	8	" "	1	2	64	1	1	4	" "		" "	64	1	1	4		9	24	"3103"	1	3	3.0
3103.0			1	1	2	0	2	48				1	" "	2	2	19	22	1	2		" "	4	5	" "	1	2	82			18	" "		" "	82			18				"3103"	1	3	3.0
3103.0			1	1	3	0	2	22				1	" "	3	1			1	2		" "	4	10	" "	8	2	82			18	" "		" "	82			18				"3103"	1	3	3.0
3103.0			1	1	4	0	1	14				1	" "	3	1			1	2		" "	4	8	" "	5	1	81			18	" "		" "	81			18				"3103"	1	3	3.0
3103.0			1	1	5	0	2	81				1	" "	6	3	16	18	1	2		" "	4	5	" "	1	2	85			19	" "		" "	85			19				"3103"	1	3	3.0
3104.0	8	36	2	1	1	7							" "								" "			" "							" "		" "						8	48	"3104"	3	3	3.0
3104.0			2	1	2	0	2	44				2	" "	1	3	14	18	1	2		" "	4	10	" "	1	2	82			19	" "	7	" "	82			19	7			"3104"	1	3	3.0
3104.0			2	1	3	12							" "								" "			" "							" "		" "								"3104"	3	3	3.0
3104.0			2	1	4	11							" "								" "			" "							" "		" "								"3104"	3	3	3.0
3104.0			2	1	5	0	1	14				1	" "	3	1			1	2		" "	4	7	" "	5	1	81			18	" "		" "	81			18				"3104"	1	3	3.0
3104.0			2	1	6	0	2	14				1	" "	3	1			1	2		" "	4	6	" "	5	1	81			18	" "		" "	81			18				"3104"	1	3	3.0
3104.0			2	1	7	0	2	12				1	" "	3	1			1	2		" "	4	5	" "	5	1	81			18	" "		" "	81			18				"3104"	1	3	3.0
3104.0			2	1	8	0	1	7				1	" "	3	1			1	2		" "	4	66	" "	5	1	81			19	" "		" "	81			19				"3104"	1	3	3.0
3104.0			2	1	9	5	1	10				1	" "	5	1			1	2		" "	4	1	" "	1	1	81			18	" "		" "	81			18				"3104"	1	3	3.0
3105.1	14	16	3	1	1	7							" "								" "			" "							" "		" "						14	24	"3105.1"	3	3	3.0
3105.1			3	1	2	0	2	66				2	" "	3	3	15	19	1	1	2	" "	1	99	" "			82			17	"MUKTIJUDDHA VATA PAI"		" "	82			17				"3105.1"	1	3	3.0
3105.1			3	1	3	0	1	29				2	" "	1	1			1	2		" "	4	7	" "	1	2	54	1	2	8	" "	9	" "	54	1	2	8	9			"3105.1"	1	3	3.0
3105.1			3	1	4	10							" "								" "			" "							" "		" "								"3105.1"	3	3	3.0
3105.2	11	28	4	1	1	7							" "								" "			" "							" "		" "						11	39	"3105.2"	3	3	3.0
3105.2			4	1	2	10							" "								" "			" "							" "		" "								"3105.2"	3	3	3.0
3105.2			4	1	3	10							" "								" "			" "							" "		" "								"3105.2"	3	3	3.0
3105.2			4	1	4	0	1	26				2	" "	1	2	21	21	1	2		" "	4	6	" "	1	2	37	1	2	8	" "		" "	37	1	2	8				"3105.2"	1	3	3.0
3105.2			4	1	5	0	2	22				2	" "	2	2	17	18	1	2		" "	4	5	" "	1	2	82			7	" "		" "	69	1	1	7				"3105.2"	1	3	3.0
3105.2			4	1	6	0	1	4				3	" "	3	1			1	2		" "	1	99	" "			84			18	" "		" "	84			18				"3105.2"	1	3	3.0
3105.2			4	1	7	1	2	0				3	" "	3	1			1	2		" "	1	99	" "			84			18	" "		" "	84			18				"3105.2"	1	3	3.0
3107.0	8	39	2	1	1	0	1	30				2	" "	1	2	20	23	2	2		" "	4	8	" "	1	2	37	1	2	8	" "	4	" "	37	1	2	8	4	9	2	"3107"	1	3	3.0
3107.0			2	1	2	0	2	27				2	" "	2	2	17	20	1	2		" "	4	9	" "	1	2	82			7	" "		" "	82			7				"3107"	1	3	3.0
3107.0			2	1	3	0	1	7				4	" "	3	1			1	2		" "	4	1	" "	5	1	81			19	" "		" "	81			19				"3107"	1	3	3.0
3107.0			2	1	4	8							" "								" "			" "							" "		" "								"3107"	3	3	3.0
3107.0			2	1	5	11							" "								" "			" "							" "		" "								"3107"	3	3	3.0
3107.0			2	1	6	11							" "								" "			" "							" "		" "								"3107"	3	3	3.0
3107.0			2	1	7	0	1	16				1	" "	7	1			1	2		" "	4	6	" "	1	2	64	1	1	18	" "		" "	64	1	1	18				"3107"	1	3	3.0
3107.0			2	1	8	0	2	12				1	" "	7	1			1	2		" "	4	6	" "	5	1	81			18	" "		" "	81			18				"3107"	1	3	3.0
3107.0			2	1	9	0	2	51				2	" "	6	2	17	19	1	2		" "	4	5	" "	1	2	82			7	" "	15	" "	82			7	15			"3107"	1	3	3.0
3107.0			2	1	10	0	2	3				4	" "	3	1			1	2		" "	1	99	" "			84			18	" "		" "	84			18				"3107"	1	3	3.0
3108.0	8	40	5	1	1	11							" "								" "			" "							" "		" "						8	51	"3108"	3	3	3.0
3108.0			5	1	2	0	2	28				2	" "	4	2	20	21	1	2		" "	4	8	" "	1	2	82			7	" "		" "	69	1	1	7				"3108"	1	3	3.0
3108.0			5	1	3	0	2	7				4	" "	5	1			1	2		" "	4	1	" "	5	1	81			19	" "		" "	81			19				"3108"	1	3	3.0
3108.0			5	1	4	0	1	25				2	" "	3	2	23	24	1	2		" "	4	8	" "	1	2	37	1	2	9	" "	8	" "	37	1	2	9	8			"3108"	1	3	3.0
3108.0			5	1	5	0	2	61				2	" "	1	5	22	23	1	2		" "	4	5	" "	1	2	82			7	" "	4	" "	82			7	4			"3108"	1	3	3.0
3108.0			5	1	6	1	1	2				4	" "	5	1			1	2		" "	1	99	" "			84			18	" "		" "	84			18				"3108"	1	3	3.0
3108.0			5	1	7	2	2	17				2	" "	4	2	14	17	1	2		" "	4	8	" "	8	2	82			18	" "		" "	82			18				"3108"	1	3	3.0
3108.0			5	1	8	1	2	0				3	" "	5	1			1	2		" "	1	99	" "			84			18	" "		" "	84			18				"3108"	1	3	3.0
3109.0	8	50	2	1	1	7							" "								" "			" "							" "		" "						8	56	"3109"	3	3	3.0
3109.0			2	1	2	0	2	46				1	" "	1	3	17	18	1	2		" "	2	99	" "			82			7	" "		" "	69	1	1	7				"3109"	1	3	3.0
3109.0			2	1	3	0	1	16				1	" "	3	1			1	2		" "	4	7	" "	1	2	37	1	2	8	" "		" "	37	1	2	8				"3109"	1	3	3.0
3110.0	8	52	7	1	1	7							" "								" "			" "							" "		" "						9	10	"3110"	3	3	3.0
3110.0			7	1	2	0	2	63				2	" "	6	3	23	27	1	2		" "	4	5	" "	1	2	82			7	" "	3	" "	82			7	3			"3110"	1	3	3.0
3110.0			7	1	3	12							" "								" "			" "							" "		" "								"3110"	3	3	3.0
3110.0			7	1	4	12							" "								" "			" "							" "		" "								"3110"	3	3	3.0
3110.0			7	1	5	0	1	19				2	" "	7	1			1	2		" "	4	12	" "	5	1	81			18	" "		" "	81			18				"3110"	1	3	3.0
3110.0			7	1	6	0	1	17				1	" "	7	1			1	2		" "	4	8	" "	5	1	81			18	" "		" "	81			18				"3110"	1	3	3.0
3110.0			7	1	7	0	1	37				2	" "	1	2	24	25	1	2		" "	4	8	" "	1	2	37	1	2	8	" "	9	" "	37	1	2	8	9			"3110"	1	3	3.0
3110.0			7	1	8	0	2	32				2	" "	2	2	19	20	1	2		" "	4	5	" "	1	2	82			7	" "		" "	70	1	1	7				"3110"	1	3	3.0
3110.0			7	1	9	0	1	4				4	" "	3	1			1	2		" "	1	99	" "			84			18	" "		" "	84			18				"3110"	1	3	3.0
3110.0			7	1	10	11							" "								" "			" "							" "		" "								"3110"	3	3	3.0
3110.0			7	1	11	0	2	29				2	" "	11	2	22	24	1	2		" "	1	99	" "			82			7	" "		" "	82			7				"3110"	1	3	3.0
3110.0			7	1	12	0	1	5				4	" "	8	1			1	2		" "	1	99	" "			84			18	" "		" "	84			18				"3110"	1	3	3.0
3110.0			7	1	13	0	1	22				2	" "	7	1			1	2		" "	4	5	" "	1	2	37	1	2	8	" "		" "	37	1	2	8				"3110"	1	3	3.0
3110.0			7	1	14	1	1	0				3	" "	3	1			1	2		" "	1	99	" "			84			18	" "		" "	84			18				"3110"	1	3	3.0
3111.0	8	45	1	1	1	0	2	41				2	" "	1	3	20	22	1	2		" "	2	99	" "			83			7	" "		" "	69	1	1	7		8	54	"3111"	1	3	3.0
3111.0			1	1	2	11							" "								" "			" "							" "		" "								"3111"	3	3	3.0
3111.0			1	1	3	0	2	14				1	" "	3	1			1	2		" "	4	7	" "	5	1	81			19	" "		" "	81			19				"3111"	1	3	3.0
3111.0			1	1	4	0	2	9				1	" "	3	1			2	2		" "	4	3	" "	5	1	81			19	" "		" "	81			19				"3111"	1	3	3.0
3114.0	8	47	1	1	1	0	1	66				2	" "	1	2	34	35	1	2		" "	4	9	" "	1	2	64	1	1	4	" "	7	" "	64	1	1	4	7	8	58	"3114"	1	3	3.0
3114.0			1	1	2	0	2	49				2	" "	2	2	17	18	1	2		" "	2	99	" "			82			7	" "		" "	69	1	1	7				"3114"	1	3	3.0
3114.0			1	1	3	0	1	31				2	" "	3	1			1	2		" "	4	9	" "	1	2	37	1	2	8	" "		" "	37	1	2	8				"3114"	1	3	3.0
3114.0			1	1	4	0	2	24				2	" "	3	1			1	2		" "	4	14	" "	9	1	81			8	" "		" "	81			8				"3114"	1	3	3.0
3114.0			1	1	5	0	1	16				1	" "	3	1			1	2		" "	4	7	" "	8	1	81			19	" "		" "	81			19				"3114"	1	3	3.0
3115.0	7	40	6	1	1	11							" "								" "			" "							" "		" "						7	50	"3115"	3	3	3.0
3115.0			6	1	2	0	1	25				6	" "	3	1			1	2		" "	4	5	" "	1	2	37	1	2	8	" "		" "	37	1	2	8				"3115"	1	3	3.0
3115.0			6	1	3	0	2	17				6	" "	3	1			1	2		" "	4	8	" "	8	1	81			19	" "		" "	81			19				"3115"	1	3	3.0
3115.0			6	1	4	11							" "								" "			" "							" "		" "								"3115"	3	3	3.0
3115.0			6	1	5	0	2	12				1	" "	5	1			1	2		" "	4	5	" "	8	1	81			19	" "		" "	81			19				"3115"	1	3	3.0
3115.0			6	1	6	0	2	59				2	" "	1	3	15	17	1	2		" "	4	3	" "	1	2	82			7	" "		" "	70	1	1	7				"3115"	1	3	3.0
3115.0			6	1	7	7							" "								" "			" "							" "		" "								"3115"	3	3	3.0
3115.0			6	1	8	0	2	29				6	" "	4	2	16	18	1	2		" "	1	99	" "			82			7	" "		" "	82			7				"3115"	1	3	3.0
3115.0			6	1	9	0	1	3				6	" "	5	1			1	2		" "	1	99	" "			84			18	" "		" "	84			18				"3115"	1	3	3.0
3116.0	8	43	1	1	1	0	1	46				2	" "	1	2	24	25	1	2		" "	4	5	" "	1	2	37	1	2	8	" "		" "	37	1	2	8		8	55	"3116"	1	3	3.0
3116.0			1	1	2	0	2	41				2	" "	2	2	19	20	1	2		" "	1	99	" "			82			18	" "		" "	82			18				"3116"	1	3	3.0
3116.0			1	1	3	0	2	21				1	" "	3	1			1	2		" "	4	12	" "	5	1	81			18	" "		" "	81			18				"3116"	1	3	3.0
3116.0			1	1	4	0	1	17				1	" "	3	1			1	2		" "	4	9	" "	1	1	81			18	" "		" "	81			18				"3116"	1	3	3.0
3117.0	9	13	5	1	1	11							" "								" "			" "							" "		" "						9	12	"3117"	3	3	3.0
3117.0			5	1	2	8							" "								" "			" "							" "		" "								"3117"	3	3	3.0
3117.0			5	1	3	0	2	25				6	" "	3	1			1	2		" "	4	6	" "	5	2	82			18	" "		" "	82			18				"3117"	1	3	3.0
3117.0			5	1	4	0	2	46				6	" "	2	2	14	15	1	2		" "	4	5	" "	1	2	82			7	" "		" "	69	1	1	7				"3117"	1	3	3.0
3117.0			5	1	5	0	1	53				1	" "	1	2	21	22	1	2		" "	4	6	" "	1	2	52	1	2	12	" "		" "	52	1	2	12				"3117"	1	3	3.0
3117.0			5	1	6	2	2	23				1	" "	4	2	21	22	1	2		" "	4	12	" "	1	2	82			18	" "		" "	82			18				"3117"	1	3	3.0
3117.0			5	1	7	1	1	1				3	" "	5	1			1	2		" "	1	99	" "			84			18	" "		" "	84			18				"3117"	1	3	3.0
3118.11	8	25	1	1	1	0	1	76				2	" "	1	2	28	30	1	2		" "	4	4	" "	1	2	64	1	1	4	" "	19	" "	64	1	1	4	19	8	35	"3118.1.1"	1	3	3.0
3118.11			1	1	2	0	2	66				2	" "	2	2	18	20	1	2		" "	2	99	" "			82			7	" "		" "	70	1	1	7				"3118.1.1"	1	3	3.0
3118.11			1	1	3	10							" "								" "			" "							" "		" "								"3118.1.1"	3	3	3.0
3118.11			1	1	4	10							" "								" "			" "							" "		" "								"3118.1.1"	3	3	3.0
3118.11			1	1	5	10							" "								" "			" "							" "		" "								"3118.1.1"	3	3	3.0
3118.11			1	1	6	10							" "								" "			" "							" "		" "								"3118.1.1"	3	3	3.0
3118.11			1	1	7	10							" "								" "			" "							" "		" "								"3118.1.1"	3	3	3.0
3118.11			1	1	8	10							" "								" "			" "							" "		" "								"3118.1.1"	3	3	3.0
3118.11			1	1	9	10							" "								" "			" "							" "		" "								"3118.1.1"	3	3	3.0
3118.11			1	1	10	0	1	21				6	" "	3	1			1	2		" "	4	10	" "	5	1	81			18	" "		" "	81			18				"3118.1.1"	1	3	3.0
3118.11			1	1	11	10							" "								" "			" "							" "		" "								"3118.1.1"	3	3	3.0
3118.12	8	42	8	1	1	10							" "								" "			" "							" "		" "						8	52	"3118.1.2"	3	3	3.0
3118.12			8	1	2	10							" "								" "			" "							" "		" "								"3118.1.2"	3	3	3.0
3118.12			8	1	3	10							" "								" "			" "							" "		" "								"3118.1.2"	3	3	3.0
3118.12			8	1	4	10							" "								" "			" "							" "		" "								"3118.1.2"	3	3	3.0
3118.12			8	1	5	10							" "								" "			" "							" "		" "								"3118.1.2"	3	3	3.0
3118.12			8	1	6	10							" "								" "			" "							" "		" "								"3118.1.2"	3	3	3.0
3118.12			8	1	7	10							" "								" "			" "							" "		" "								"3118.1.2"	3	3	3.0
3118.12			8	1	8	0	1	31				2	" "	1	2	24	26	1	2		" "	4	5	" "	5	2	1	1	1	1	" "		" "	1	1	1	1				"3118.1.2"	1	3	3.0
3118.12			8	1	9	0	2	28				1	" "	2	2	21	23	1	2		" "	4	5	" "	1	2	82			18	" "		" "	82			18				"3118.1.2"	1	3	3.0
3118.12			8	1	10	10							" "								" "			" "							" "		" "								"3118.1.2"	3	3	3.0
3118.12			8	1	11	0	2	6				1	" "	3	1			1	2		" "	1	66	" "	1	1	81			18	" "		" "	81			18				"3118.1.2"	1	3	3.0
3118.12			8	1	12	1	1	0				3	" "	3	1			1	2		" "	1	99	" "			84			18	" "		" "	84			18				"3118.1.2"	1	3	3.0
3118.2	8	42	4	1	1	10							" "								" "			" "							" "		" "						8	53	"3118.2"	3	3	3.0
3118.2			4	1	2	10							" "								" "			" "							" "		" "								"3118.2"	3	3	3.0
3118.2			4	1	3	11							" "								" "			" "							" "		" "								"3118.2"	3	3	3.0
3118.2			4	1	4	0	2	31				2	" "	1	2	22	25	1	2		" "	4	7	" "	1	2	82			7	" "	15	" "	69	1	1	7	15			"3118.2"	1	3	3.0
3118.2			4	1	5	0	1	7				1	" "	3	1			1	2		" "	1	99	" "			84			18	" "		" "	84			18				"3118.2"	1	3	3.0
3118.2			4	1	6	10							" "								" "			" "							" "		" "								"3118.2"	3	3	3.0
3118.2			4	1	7	10							" "								" "			" "							" "		" "								"3118.2"	3	3	3.0
3118.2			4	1	8	10							" "								" "			" "							" "		" "								"3118.2"	3	3	3.0
3118.2			4	1	9	10							" "								" "			" "							" "		" "								"3118.2"	3	3	3.0
3118.2			4	1	10	10							" "								" "			" "							" "		" "								"3118.2"	3	3	3.0
3118.2			4	1	11	10							" "								" "			" "							" "		" "								"3118.2"	3	3	3.0
3118.2			4	1	12	0	1	5				1	" "	3	1			1	2		" "	1	99	" "			84			18	" "		" "	84			18				"3118.2"	1	3	3.0
3118.3	15	26	7	1	1	10							" "								" "			" "							" "		" "						15	33	"3118.3"	3	3	3.0
3118.3			7	1	2	10							" "								" "			" "							" "		" "								"3118.3"	3	3	3.0
3118.3			7	1	3	10							" "								" "			" "							" "		" "								"3118.3"	3	3	3.0
3118.3			7	1	4	10							" "								" "			" "							" "		" "								"3118.3"	3	3	3.0
3118.3			7	1	5	10							" "								" "			" "							" "		" "								"3118.3"	3	3	3.0
3118.3			7	1	6	11							" "								" "			" "							" "		" "								"3118.3"	3	3	3.0
3118.3			7	1	7	0	2	26				1	" "	1	2	18	23	1	2		" "	4	5	" "	5	2	82			7	" "	16	" "	82			7	16			"3118.3"	1	3	3.0
3118.3			7	1	8	10							" "								" "			" "							" "		" "								"3118.3"	3	3	3.0
3118.3			7	1	9	10							" "								" "			" "							" "		" "								"3118.3"	3	3	3.0
3118.3			7	1	10	10							" "								" "			" "							" "		" "								"3118.3"	3	3	3.0
3118.3			7	1	11	10							" "								" "			" "							" "		" "								"3118.3"	3	3	3.0
3118.3			7	1	12	1	1	3				1	" "	3	1			1	2		" "	1	99	" "			84			18	" "		" "	84			18				"3118.3"	1	3	3.0
3119.0	8	44	1	1	1	0	1	56				2	" "	1	2	29	31	1	2		" "	4	5	" "	1	2	65	1	1	9	" "	7	" "	65	1	1	9	7	8	55	"3119"	1	3	3.0
3119.0			1	1	2	0	2	48				2	" "	2	2	24	26	1	2		" "	2	99	" "			82			7	" "		" "	69	1	1	7				"3119"	1	3	3.0
3119.0			1	1	3	0	2	22				1	" "	3	1			1	2		" "	1	99	" "			85			18	" "		" "	85			18				"3119"	1	3	3.0
3119.0			1	1	4	8							" "								" "			" "							" "		" "								"3119"	3	3	3.0
3119.0			1	1	5	0	1	20				1	" "	3	1			1	2		" "	4	2	" "	1	2	3	1	1	2	" "		" "	3	1	1	2				"3119"	1	3	3.0
3119.0			1	1	6	0	2	18				1	" "	3	1			1	2		" "	4	22	" "	5	1	81			18	" "		" "	81			18				"3119"	1	3	3.0
3119.0			1	1	7	2	2	20				1	" "	4	2	13	99	1	2		" "	4	8	" "	5	2	82			18	" "		" "	82			18				"3119"	1	3	3.0
3120.0	8	48	1	1	1	0	1	33				2	" "	1	2	22	24	1	2		" "	2	99	" "			33	2	3	8	" "		" "	33	2	3	8		8	58	"3120"	1	3	3.0
3120.0			1	1	2	0	2	27				2	" "	2	2	16	18	1	2		" "	2	99	" "			82			7	" "		" "	69	1	1	7				"3120"	1	3	3.0
3120.0			1	1	3	0	1	9				1	" "	3	1			1	2		" "	4	2	" "	5	1	81			19	" "		" "	81			19				"3120"	1	3	3.0
3120.0			1	1	4	0	1	6				1	" "	3	1			1	2		" "	2	66	" "	5	1	81			19	" "		" "	81			19				"3120"	1	3	3.0
3121.0	8	36	1	1	1	0	1	52				2	" "	1	2	21	23	1	2		" "	1	99	" "			64	1	1	4	" "	7	" "	64	1	1	4	7	8	49	"3121"	1	3	3.0
3121.0			1	1	2	0	2	45				2	" "	2	2	14	16	1	2		" "	1	99	" "			70	1	1	7	" "		" "	70	1	1	7				"3121"	1	3	3.0
3121.0			1	1	3	0	1	23				2	" "	3	1			1	2		" "	4	12	" "	1	2	13	2	2	3	" "		" "	13	2	2	3				"3121"	1	3	3.0
3121.0			1	1	4	5	2	27				2	" "	3	3	17	19	1	2		" "	4	5	" "	1	2	82			18	" "		" "	82			18				"3121"	1	3	3.0
3121.0			1	1	5	5	2	8				1	" "	5	1			1	2		" "	4	1	" "	1	1	81			18	" "		" "	81			18				"3121"	1	3	3.0
3122.0	9	16	1	1	1	0	2	29				2	" "	1	5	21	99	1	2		" "	4	5	" "	1	2	13	2	2	3	" "		" "	13	2	2	3		9	24	"3122"	1	3	3.0
3122.0			1	1	2	0	2	71				2	" "	6	3	15	18	1	2		" "	1	99	" "			82			18	" "		" "	82			18				"3122"	1	3	3.0
3122.0			1	1	3	0	2	34				2	" "	7	5	19	21	1	2		" "	4	5	" "	1	2	82			8	" "	7	" "	82			8	7			"3122"	1	3	3.0
3122.0			1	1	4	0	1	13				1	" "	8	1			1	2		" "	4	5	" "	1	1	81			18	" "		" "	81			18				"3122"	1	3	3.0
3123.0	8	35	1	1	1	0	2	34				1	" "	2	2	16	18	1	2		" "	4	9	" "	1	2	82			7	" "		" "	69	1	1	7		8	45	"3123"	1	3	3.0
3123.0			1	1	2	0	2	16				1	" "	3	1			1	2		" "	4	8	" "	5	1	81			18	" "		" "	81			18				"3123"	1	3	3.0
3123.0			1	1	3	0	1	7				1	" "	3	1			1	2		" "	4	2	" "	5	1	81			19	" "		" "	81			19				"3123"	1	3	3.0
3123.0			1	1	4	5	1	40				1	" "	1	2	22	24	1	2		" "	1	99	" "			64	1	1	4	" "	12	" "	64	1	1	4	12			"3123"	1	3	3.0
3124.0	14	6	1	1	1	0	1	36				1	" "	1	2	21	23	1	2		" "	4	8	" "	1	2	64	1	1	4	" "	17	" "	64	1	1	4	17	14	20	"3124"	1	3	3.0
3124.0			1	1	2	0	2	31				2	" "	2	2	16	18	1	2		" "	2	2	" "	1	2	82			18	" "		" "	82			18				"3124"	1	3	3.0
3124.0			1	1	3	0	1	12				1	" "	3	1			1	2		" "	4	7	" "	1	1	81			18	" "		" "	81			18				"3124"	1	3	3.0
3124.0			1	1	4	0	1	9				1	" "	3	1			1	2		" "	4	2	" "	5	1	81			19	" "		" "	81			19				"3124"	1	3	3.0
3124.0			1	1	5	0	2	71				2	" "	6	3	14	17	2	2		" "	1	99	" "			83			18	" "		" "	83			18				"3124"	1	3	3.0
3124.0			1	1	6	1	1	1				3	" "	3	1			1	2		" "	1	99	" "			84			18	" "		" "	84			18				"3124"	1	3	3.0
3125.1	13	51	1	1	1	0	1	36				2	" "	1	2	27	28	1	2		" "	4	6	" "	1	2	65	1	1	4	" "	7	" "	65	1	1	4	7	13	58	"3125.1"	1	3	3.0
