a01	stime_h_b	stime_m_b	res_id_b	consent_b	mid	mem_stat	b1_01	b1_02	b1_15a	b1_15b	b1_15c	b1_16	b1_16oth	b1_03	b1_04	b1_04a	b1_04b	b1_14	b1_05	b1_06	b1_06oth	b1_07	b1_08	b1_08oth	b1_08a	b1_09	b1_10	b1_11	b1_12	b1_13a	b1_13aoth	b1_13b	b1_13both	b1_10_r3	b1_11_r3	b1_12_r3	b1_13a_r3	b1_13b_r3	etime_h_b	etime_m_b	hhid2	flag_b1	hh_type	round
753.13			14	1	15	0	1	4				1	" "	3	1			1	2		" "	1	99	" "			84			18	" "		" "	84			18				"753.1.3"	1	3	3.0
753.13			14	1	16	10							" "								" "			" "							" "		" "								"753.1.3"	3	3	3.0
753.2	9	10	3	1	1	10							" "								" "			" "							" "		" "						9	40	"753.2"	3	3	3.0
753.2			3	1	2	10							" "								" "			" "							" "		" "								"753.2"	3	3	3.0
753.2			3	1	3	0	2	48				2	" "	1	2	15	17	1	2		" "	2	99	" "			82			7	" "	16	" "	69	1	1	7	16			"753.2"	1	3	3.0
753.2			3	1	4	8							" "								" "			" "							" "		" "								"753.2"	3	3	3.0
753.2			3	1	5	0	1	21				2	" "	3	1			1	2		" "	4	10	" "	1	1	81			18	" "		" "	81			18				"753.2"	1	3	3.0
753.2			3	1	6	0	2	19				5	" "	3	1			1	2		" "	4	10	" "	1	1	81			18	" "		" "	81			18				"753.2"	1	3	3.0
753.2			3	1	7	10							" "								" "			" "							" "		" "								"753.2"	3	3	3.0
753.2			3	1	8	10							" "								" "			" "							" "		" "								"753.2"	3	3	3.0
753.2			3	1	9	10							" "								" "			" "							" "		" "								"753.2"	3	3	3.0
753.2			3	1	10	10							" "								" "			" "							" "		" "								"753.2"	3	3	3.0
753.2			3	1	11	10							" "								" "			" "							" "		" "								"753.2"	3	3	3.0
754.0	8	9	1	1	1	0	2	46				2	" "	1	2	15	18	1	2		" "	4	4	" "	1	2	57	1	1	8	" "	7	" "	57	1	1	8	7	8	24	"754"	1	3	3.0
754.0			1	1	2	8							" "								" "			" "							" "		" "								"754"	3	3	3.0
754.0			1	1	3	0	2	16				1	" "	3	1			1	2		" "	4	9	" "	5	1	81			18	" "		" "	81			18				"754"	1	3	3.0
754.0			1	1	4	0	1	14				1	" "	3	1			1	2		" "	4	5	" "	1	1	81			18	" "		" "	81			18				"754"	1	3	3.0
755.0	8	41	7	1	1	0	1	53				2	" "	1	2	21	22	1	2		" "	2	2	" "	1	2	51	1	1	12	" "	7	" "	51	1	1	12	7	9	0	"755"	1	3	3.0
755.0			7	1	2	0	2	48				2	" "	2	2	16	17	2	2		" "	2	2	" "	1	2	82			7	" "		" "	69	1	1	7				"755"	1	3	3.0
755.0			7	1	3	0	2	30				2	" "	3	1			1	2		" "	4	9	" "	8	2	82			18	" "		" "	82			18				"755"	1	3	3.0
755.0			7	1	4	6	2	22				1	" "	3	1			2	2		" "	4	9	" "	8	1	81			19	" "		" "	81			19				"755"	2	3	3.0
755.0			7	1	5	0	1	20				1	" "	3	1			1	2		" "	4	2	" "	1	2	23	1	1	8	" "		" "	23	1	1	8				"755"	1	3	3.0
755.0			7	1	6	0	2	17				1	" "	3	1			2	2		" "	4	9	" "	8	1	81			19	" "		" "	81			19				"755"	1	3	3.0
755.0			7	1	7	5	1	25				1	" "	3	1			1	2		" "	4	6	" "	8	2	51	1	1	12	" "		" "	51	1	1	12				"755"	1	3	3.0
756.0	8	28	2	1	1	11							" "								" "			" "							" "		" "						8	41	"756"	3	3	3.0
756.0			2	1	2	0	2	36				2	" "	1	2	19	21	1	2		" "	4	10	" "	1	2	82			7	" "		" "	69	1	1	7				"756"	1	3	3.0
756.0			2	1	3	0	2	15				1	" "	3	1			1	2		" "	4	6	" "	8	1	81			18	" "		" "	81			18				"756"	1	3	3.0
756.0			2	1	4	0	1	14				1	" "	3	1			1	2		" "	4	6	" "	1	1	81			18	" "		" "	81			18				"756"	1	3	3.0
756.0			2	1	5	0	1	7				1	" "	3	1			1	2		" "	4	66	" "	5	1	81			19	" "		" "	81			19				"756"	1	3	3.0
757.0	8	7	1	1	1	0	2	36				2	" "	1	5	19	21	1	2		" "	2	99	" "			57	1	1	8	" "	7	" "	57	1	1	8	7	8	21	"757"	1	3	3.0
757.0			1	1	2	0	2	15				1	" "	3	1			1	2		" "	4	6	" "	8	1	82			18	" "		" "	82			18				"757"	1	3	3.0
757.0			1	1	3	0	1	12				1	" "	3	1			1	2		" "	4	5	" "	5	1	81			18	" "		" "	81			18				"757"	1	3	3.0
758.0	8	54	1	1	1	0	2	33				2	" "	2	2	16	17	1	2		" "	4	5	" "	1	2	82			18	" "		" "	82			18		9	20	"758"	1	3	3.0
758.0			1	1	2	0	2	16				1	" "	3	1			1	2		" "	4	9	" "	1	1	81			18	" "		" "	81			18				"758"	1	3	3.0
758.0			1	1	3	0	2	12				1	" "	3	1			1	2		" "	4	6	" "	1	1	81			18	" "		" "	81			18				"758"	1	3	3.0
758.0			1	1	4	0	2	71				5	" "	6	3	20	22	1	2		" "	1	99	" "			85			19	" "		" "	85			19				"758"	1	3	3.0
758.0			1	1	5	0	1	47				2	" "	1	2	25	26	1	2		" "	4	4	" "	1	2	11	1	2	8	" "		" "	11	1	2	8				"758"	1	3	3.0
758.0			1	1	6	1	1	1				3	" "	3	1			1	2		" "	1	99	" "			84			18	" "		" "	84			18				"758"	1	3	3.0
760.1	8	31	1	1	1	0	1	33				1	" "	1	2	30	31	1	2		" "	4	8	" "	1	2	23	1	1	8	" "		" "	23	1	1	8		8	43	"760.1"	1	3	3.0
760.1			1	1	2	7							" "								" "			" "							" "		" "								"760.1"	3	3	3.0
760.1			1	1	3	10							" "								" "			" "							" "		" "								"760.1"	3	3	3.0
760.1			1	1	4	10							" "								" "			" "							" "		" "								"760.1"	3	3	3.0
760.1			1	1	5	0	2	22				4	" "	2	2	17	18	1	2		" "	4	6	" "	8	2	82			18	" "		" "	82			18				"760.1"	1	3	3.0
760.1			1	1	6	0	2	4				3	" "	3	1			1	2		" "	1	99	" "			84			18	" "		" "	84			18				"760.1"	1	3	3.0
760.1			1	1	7	1	1	1				3	" "	3	1			1	2		" "	1	99	" "			84			18	" "		" "	84			18				"760.1"	1	3	3.0
760.2	9	41	3	1	1	10							" "								" "			" "							" "		" "						9	53	"760.2"	3	3	3.0
760.2			3	1	2	7							" "								" "			" "							" "		" "								"760.2"	3	3	3.0
760.2			3	1	3	0	2	36				2	" "	1	5	17	18	1	2		" "	4	5	" "	1	2	24	1	1	8	" "	11	" "	24	1	1	8	11			"760.2"	1	3	3.0
760.2			3	1	4	0	1	18				1	" "	3	1			1	2		" "	4	5	" "	5	2	35	1	1	8	" "		" "	35	1	1	8				"760.2"	1	3	3.0
761.1	9	6	1	1	1	0	2	41				2	" "	1	2	13	15	1	2		" "	2	99	" "			82			7	" "	16	" "	69	1	1	7	16	9	20	"761.1"	1	3	3.0
761.1			1	1	2	0	2	23				2	" "	3	1			2	2		" "	4	12	" "	9	1	81			18	" "		" "	81			18				"761.1"	1	3	3.0
761.1			1	1	3	0	2	20				1	" "	3	1			1	2		" "	4	12	" "	5	1	81			18	" "		" "	81			18				"761.1"	1	3	3.0
761.1			1	1	4	0	2	17				1	" "	3	1			1	2		" "	4	9	" "	1	1	81			18	" "		" "	81			18				"761.1"	1	3	3.0
761.1			1	1	5	0	2	15				1	" "	3	1			1	2		" "	4	9	" "	5	1	81			18	" "		" "	81			18				"761.1"	1	3	3.0
761.1			1	1	6	0	2	13				5	" "	3	1			2	2		" "	4	6	" "	1	1	81			18	" "		" "	81			18				"761.1"	1	3	3.0
761.1			1	1	7	10							" "								" "			" "							" "		" "								"761.1"	3	3	3.0
761.1			1	1	8	10							" "								" "			" "							" "		" "								"761.1"	3	3	3.0
761.1			1	1	9	5	1	12				5	" "	8	1			1	2		" "	4	3	" "	5	1	81			19	" "		" "	81			19				"761.1"	1	3	3.0
761.2	8	23	7	1	1	10							" "								" "			" "							" "		" "						8	40	"761.2"	3	3	3.0
761.2			7	1	2	10							" "								" "			" "							" "		" "								"761.2"	3	3	3.0
761.2			7	1	3	10							" "								" "			" "							" "		" "								"761.2"	3	3	3.0
761.2			7	1	4	10							" "								" "			" "							" "		" "								"761.2"	3	3	3.0
761.2			7	1	5	10							" "								" "			" "							" "		" "								"761.2"	3	3	3.0
761.2			7	1	6	10							" "								" "			" "							" "		" "								"761.2"	3	3	3.0
761.2			7	1	7	0	1	40				2	" "	1	2	36	99	1	2		" "	4	8	" "	1	2	50	1	1	12	" "		" "	50	1	1	12				"761.2"	1	3	3.0
761.2			7	1	8	0	2	22				2	" "	2	2	16	99	1	2		" "	4	8	" "	1	2	82			7	" "		" "	69	1	1	7				"761.2"	1	3	3.0
762.0	8	6	2	1	1	5	1	41				2	" "	1	2	25	26	1	2		" "	4	4	" "	1	2	37	1	1	8	" "		" "	37	1	1	8		8	22	"762"	1	3	3.0
762.0			2	1	2	0	2	31				2	" "	2	2	15	16	1	2		" "	4	3	" "	1	2	57	1	1	8	" "		" "	57	1	1	8				"762"	1	3	3.0
762.0			2	1	3	0	1	15				1	" "	3	1			1	2		" "	4	3	" "	5	2	11	1	1	2	" "		" "	11	1	1	2				"762"	1	3	3.0
762.0			2	1	4	0	2	10				1	" "	3	1			1	2		" "	4	2	" "	1	1	81			18	" "		" "	81			18				"762"	1	3	3.0
762.0			2	1	5	0	1	8				1	" "	3	1			1	2		" "	4	66	" "	1	1	81			18	" "		" "	81			18				"762"	1	3	3.0
763.0	8	10	1	1	1	0	2	32				1	" "	1	2	24	25	1	2		" "	2	99	" "			82			16	" "	8	" "	57	1	1	16	8	8	24	"763"	1	3	3.0
763.0			1	1	2	8							" "								" "			" "							" "		" "								"763"	3	3	3.0
763.0			1	1	3	6	2	16				5	" "	3	1			2	2		" "	4	8	" "	5	1	81			18	" "		" "	81			18				"763"	2	3	3.0
763.0			1	1	4	0	1	7				1	" "	3	1			1	2		" "	4	1	" "	1	1	81			18	" "		" "	81			18				"763"	1	3	3.0
763.0			1	1	5	1	1	1				1	" "	3	1			1	2		" "	1	99	" "			84			18	" "		" "	84			18				"763"	1	3	3.0
764.0	13	20	2	1	1	7							" "								" "			" "							" "		" "						13	40	"764"	3	3	3.0
764.0			2	1	2	0	2	30				2	" "	1	2	15	16	1	2		" "	4	8	" "	8	2	82			7	" "	16	" "	69	1	1	7	16			"764"	1	3	3.0
764.0			2	1	3	0	1	14				1	" "	3	1			1	2		" "	4	7	" "	1	1	81			18	" "		" "	81			18				"764"	1	3	3.0
764.0			2	1	4	0	2	10				1	" "	3	1			1	2		" "	4	3	" "	5	1	81			19	" "		" "	81			19				"764"	1	3	3.0
764.0			2	1	5	8							" "								" "			" "							" "		" "								"764"	3	3	3.0
764.0			2	1	6	0	1	4				1	" "	3	1			1	2		" "	1	99	" "			84			18	" "		" "	84			18				"764"	1	3	3.0
765.11	7	35	2	1	1	0	1	35				2	" "	1	2	20	99	1	2		" "	4	4	" "	1	2	37	1	1	2	" "		" "	37	1	1	2		8	0	"765.1.1"	1	3	3.0
765.11			2	1	2	0	2	26				2	" "	2	2	16	99	1	2		" "	4	4	" "	1	2	82			7	" "		" "	82			7				"765.1.1"	1	3	3.0
765.11			2	1	3	10							" "								" "			" "							" "		" "								"765.1.1"	3	3	3.0
765.11			2	1	4	10							" "								" "			" "							" "		" "								"765.1.1"	3	3	3.0
765.11			2	1	5	10							" "								" "			" "							" "		" "								"765.1.1"	3	3	3.0
765.11			2	1	6	10							" "								" "			" "							" "		" "								"765.1.1"	3	3	3.0
765.12	8	50	6	1	1	10							" "								" "			" "							" "		" "						9	20	"765.1.2"	3	3	3.0
765.12			6	1	2	10							" "								" "			" "							" "		" "								"765.1.2"	3	3	3.0
765.12			6	1	3	10							" "								" "			" "							" "		" "								"765.1.2"	3	3	3.0
765.12			6	1	4	5	1	22				5	" "	3	2	22	99	1	2		" "	2	1	" "	1	2	23	1	4	2	" "		" "	23	1	4	2				"765.1.2"	1	3	3.0
765.12			6	1	5	0	2	14				1	" "	3	1			1	2		" "	4	6	" "	1	1	81			18	" "		" "	81			18				"765.1.2"	1	3	3.0
765.12			6	1	6	0	2	66				2	" "	1	3	15	16	1	2		" "	2	99	" "			82			18	" "		" "	82			18				"765.1.2"	1	3	3.0
765.12			6	1	7	5	1	24				1	" "	3	1			1	2		" "	4	2	" "	2	2	11	1	1	2	" "		" "	11	1	1	2				"765.1.2"	1	3	3.0
765.12			6	1	8	2	2	18				5	" "	4	2	18	99	1	2		" "	4	6	" "	5	2	82			18	" "		" "	82			18				"765.1.2"	1	3	3.0
765.2	8	20	3	1	1	10							" "								" "			" "							" "		" "						8	50	"765.2"	3	3	3.0
765.2			3	1	2	10							" "								" "			" "							" "		" "								"765.2"	3	3	3.0
765.2			3	1	3	0	1	32				4	" "	1	2	26	27	1	2		" "	2	99	" "			23	1	3	8	" "		" "	23	1	3	8				"765.2"	1	3	3.0
765.2			3	1	4	10							" "								" "			" "							" "		" "								"765.2"	3	3	3.0
765.2			3	1	5	10							" "								" "			" "							" "		" "								"765.2"	3	3	3.0
765.2			3	1	6	10							" "								" "			" "							" "		" "								"765.2"	3	3	3.0
765.2			3	1	7	0	2	26				5	" "	2	2	19	21	2	2		" "	4	5	" "	5	2	82			7	" "		" "	69	1	1	7				"765.2"	1	3	3.0
765.2			3	1	8	0	2	5				5	" "	3	1			2	2		" "	1	99	" "			85			18	" "		" "	85			18				"765.2"	1	3	3.0
765.2			3	1	9	1	1	3				5	" "	3	1			2	2		" "	1	99	" "			84			18	" "		" "	84			18				"765.2"	1	3	3.0
766.0	8	10	4	1	1	11							" "								" "			" "							" "		" "						8	29	"766"	3	3	3.0
766.0			4	1	2	7							" "								" "			" "							" "		" "								"766"	3	3	3.0
766.0			4	1	3	0	2	51				2	" "	2	2	18	20	1	2		" "	1	99	" "			82			7	" "		" "	82			7				"766"	1	3	3.0
766.0			4	1	4	0	1	55				2	" "	1	2	22	24	1	2		" "	1	99	" "			83			15	" "		" "	83			15				"766"	1	3	3.0
766.0			4	1	5	11							" "								" "			" "							" "		" "								"766"	3	3	3.0
766.0			4	1	6	0	2	19				5	" "	4	2	16	17	2	2		" "	4	7	" "	8	2	82			18	" "		" "	82			18				"766"	1	3	3.0
766.0			4	1	7	1	2	3				3	" "	5	1			2	2		" "	1	99	" "			84			18	" "		" "	84			18				"766"	1	3	3.0
766.0			4	1	8	1	1	1				3	" "	5	1			2	2		" "	1	99	" "			84			18	" "		" "	84			18				"766"	1	3	3.0
767.0	8	22	1	1	1	0	1	41				2	" "	1	2	24	26	1	2		" "	4	6	" "	1	2	51	1	1	12	" "		" "	51	1	1	12		8	34	"767"	1	3	3.0
767.0			1	1	2	0	2	31				2	" "	2	2	14	16	1	2		" "	4	8	" "	8	2	82			18	" "		" "	82			18				"767"	1	3	3.0
767.0			1	1	3	0	1	15				1	" "	3	1			1	2		" "	4	10	" "	8	1	81			18	" "		" "	81			18				"767"	1	3	3.0
767.0			1	1	4	0	1	10				1	" "	3	1			1	2		" "	4	2	" "	5	1	81			19	" "		" "	81			19				"767"	1	3	3.0
767.0			1	1	5	6	1	7				1	" "	3	1			1	2		" "	4	76	"MASH"	1	1	81			18	" "		" "	81			18				"767"	2	3	3.0
767.0			1	1	6	1	1	0				3	" "	3	1			1	2		" "	1	99	" "			84			18	" "		" "	84			18				"767"	1	3	3.0
768.0	10	26	1	1	1	0	1	51				2	" "	1	2	27	28	2	2		" "	4	5	" "	1	2	65	1	1	4	" "	7	" "	65	1	1	4	7	10	38	"768"	1	3	3.0
768.0			1	1	2	0	2	44				5	" "	2	2	20	21	2	2		" "	2	99	" "			82			18	" "		" "	82			18				"768"	1	3	3.0
768.0			1	1	3	11							" "								" "			" "							" "		" "								"768"	3	3	3.0
769.0	8	20	1	1	1	0	2	41				2	" "	1	2	17	19	1	2		" "	4	4	" "	1	2	82			7	" "	16	" "	70	1	1	7	16	9	0	"769"	1	3	3.0
769.0			1	1	2	8							" "								" "			" "							" "		" "								"769"	3	3	3.0
769.0			1	1	3	0	2	16				1	" "	3	1			1	2		" "	4	9	" "	1	1	81			18	" "		" "	81			18				"769"	1	3	3.0
769.0			1	1	4	5	1	15				1	" "	3	1			1	2		" "	4	7	" "	1	1	81			18	" "		" "	81			18				"769"	1	3	3.0
769.0			1	1	5	0	2	12				1	" "	3	1			1	2		" "	4	4	" "	1	1	81			18	" "		" "	81			18				"769"	1	3	3.0
769.0			1	1	6	0	2	9				3	" "	3	1			1	2		" "	4	2	" "	1	1	81			18	" "		" "	81			18				"769"	1	3	3.0
769.0			1	1	7	0	1	7				3	" "	3	1			1	2		" "	2	66	" "	1	1	81			18	" "		" "	81			18				"769"	1	3	3.0
769.0			1	1	8	1	2	0				3	" "	3	1			1	2		" "	1	99	" "			84			18	" "		" "	84			18				"769"	1	3	3.0
770.0	8	20	1	1	1	0	2	33				2	" "	1	2	16	17	1	2		" "	4	7	" "	8	2	82			16	" "		" "	82			16		9	0	"770"	1	3	3.0
770.0			1	1	2	0	2	16				1	" "	3	1			1	2		" "	4	9	" "	1	1	81			18	" "		" "	81			18				"770"	1	3	3.0
770.0			1	1	3	0	2	13				1	" "	3	1			1	2		" "	4	6	" "	1	1	81			18	" "		" "	81			18				"770"	1	3	3.0
770.0			1	1	4	0	1	10				1	" "	3	1			1	2		" "	4	3	" "	1	1	81			18	" "		" "	81			18				"770"	1	3	3.0
770.0			1	1	5	0	2	9				1	" "	3	1			2	2		" "	4	3	" "	1	1	81			18	" "		" "	81			18				"770"	1	3	3.0
770.0			1	1	6	0	2	64				5	" "	10	3	14	15	1	2		" "	1	99	" "			85			18	" "		" "	85			18				"770"	1	3	3.0
771.0	10	36	1	1	1	0	1	68				2	" "	1	2	20	21	1	2		" "	2	99	" "			83			16	" "		" "	83			16		10	56	"771"	1	3	3.0
771.0			1	1	2	0	2	51				2	" "	2	2	19	20	1	2		" "	2	99	" "			82			7	" "		" "	69	1	1	7				"771"	1	3	3.0
771.0			1	1	3	8							" "								" "			" "							" "		" "								"771"	3	3	3.0
771.0			1	1	4	0	2	20				1	" "	3	1			1	2		" "	4	10	" "	1	1	81			18	" "		" "	81			18				"771"	1	3	3.0
771.0			1	1	5	0	2	22				2	" "	4	2	18	19	1	2		" "	4	10	" "	1	2	82			18	" "		" "	82			18				"771"	1	3	3.0
771.0			1	1	6	0	2	3				1	" "	5	1			1	2		" "	1	99	" "			84			18	" "		" "	84			18				"771"	1	3	3.0
771.0			1	1	7	5	2	14				1	" "	5	1			1	2		" "	4	7	" "	8	1	81			19	" "		" "	81			19				"771"	1	3	3.0
771.0			1	1	8	1	1	0				3	" "	5	1			1	2		" "	1	99	" "			84			18	" "		" "	84			18				"771"	1	3	3.0
772.0	8	5	1	1	1	0	2	42				2	" "	1	2	17	21	1	2		" "	4	9	" "	8	2	82			4	" "	16	" "	57	1	1	8	16	8	21	"772"	1	3	3.0
772.0			1	1	2	8							" "								" "			" "							" "		" "								"772"	3	3	3.0
772.0			1	1	3	6	1	17				1	" "	3	1			2	2		" "	4	10	" "	1	1	81			18	" "		" "	81			18				"772"	2	3	3.0
772.0			1	1	4	12							" "								" "			" "							" "		" "								"772"	3	3	3.0
772.0			1	1	5	12							" "								" "			" "							" "		" "								"772"	3	3	3.0
772.0			1	1	6	0	2	72				2	" "	14	3	15	16	1	2		" "	1	99	" "			83			19	" "		" "	83			19				"772"	1	3	3.0
772.0			1	1	7	6	1	21				5	" "	3	1			2	2		" "	4	12	" "	1	1	81			18	" "		" "	81			18				"772"	2	3	3.0
773.1	9	36	1	1	1	0	1	66				2	" "	6	2	23	24	1	2		" "	1	99	" "			83			19	" "	8	" "	83			19	8	9	58	"773.1"	1	3	3.0
773.1			1	1	2	0	2	62				2	" "	6	2	19	20	1	2		" "	1	99	" "			82			7	" "		" "	69	1	1	7				"773.1"	1	3	3.0
773.1			1	1	3	0	1	41				2	" "	7	4	27	28	1	2		" "	2	99	" "			1	1	1	1	" "		" "	1	1	1	1				"773.1"	1	3	3.0
773.1			1	1	4	12							" "								" "			" "							" "		" "								"773.1"	3	3	3.0
773.1			1	1	5	0	1	24				2	" "	1	1			1	2		" "	4	15	" "	5	1	13	1	1	3	" "		" "	13	1	1	3				"773.1"	1	3	3.0
773.1			1	1	6	10							" "								" "			" "							" "		" "								"773.1"	3	3	3.0
773.1			1	1	7	10							" "								" "			" "							" "		" "								"773.1"	3	3	3.0
773.1			1	1	8	10							" "								" "			" "							" "		" "								"773.1"	3	3	3.0
773.1			1	1	9	10							" "								" "			" "							" "		" "								"773.1"	3	3	3.0
773.2	8	30	6	1	1	10							" "								" "			" "							" "		" "						8	46	"773.2"	3	3	3.0
773.2			6	1	2	10							" "								" "			" "							" "		" "								"773.2"	3	3	3.0
773.2			6	1	3	10							" "								" "			" "							" "		" "								"773.2"	3	3	3.0
773.2			6	1	4	10							" "								" "			" "							" "		" "								"773.2"	3	3	3.0
773.2			6	1	5	10							" "								" "			" "							" "		" "								"773.2"	3	3	3.0
773.2			6	1	6	0	2	33				2	" "	1	5	24	25	1	2		" "	4	4	" "	1	2	82			1	" "		" "	1	1	1	1				"773.2"	1	3	3.0
773.2			6	1	7	0	2	8				1	" "	3	1			1	2		" "	4	2	" "	5	1	81			19	" "		" "	81			19				"773.2"	1	3	3.0
773.2			6	1	8	0	1	7				1	" "	3	1			1	2		" "	4	66	" "	5	1	81			19	" "		" "	81			19				"773.2"	1	3	3.0
773.2			6	1	9	0	1	5				1	" "	3	1			1	2		" "	1	99	" "			84			18	" "		" "	84			18				"773.2"	1	3	3.0
774.0	13	16	1	1	1	0	1	46				2	" "	1	2	30	32	1	2		" "	4	8	" "	1	2	29	2	3	8	" "		" "	29	2	3	8		13	30	"774"	1	3	3.0
774.0			1	1	2	0	2	36				2	" "	2	2	20	22	1	2		" "	4	9	" "	8	2	82			18	" "		" "	82			18				"774"	1	3	3.0
774.0			1	1	3	0	2	14				1	" "	3	1			1	2		" "	4	6	" "	8	1	81			19	" "		" "	81			19				"774"	1	3	3.0
774.0			1	1	4	0	1	13				1	" "	3	1			1	2		" "	4	7	" "	8	1	81			19	" "		" "	81			19				"774"	1	3	3.0
774.0			1	1	5	0	1	9				1	" "	3	1			1	2		" "	4	4	" "	5	1	81			18	" "		" "	81			18				"774"	1	3	3.0
775.0	9	41	2	1	1	11							" "								" "			" "							" "		" "						9	50	"775"	3	3	3.0
775.0			2	1	2	0	2	40				2	" "	1	2	21	22	1	2		" "	4	3	" "	5	2	82			16	" "		" "	82			16				"775"	1	3	3.0
775.0			2	1	3	11							" "								" "			" "							" "		" "								"775"	3	3	3.0
775.0			2	1	4	0	1	10				1	" "	3	1			2	2		" "	4	1	" "	5	1	81			19	" "		" "	81			19				"775"	1	3	3.0
775.0			2	1	5	11							" "								" "			" "							" "		" "								"775"	3	3	3.0
775.0			2	1	6	0	2	69				2	" "	6	3	12	16	1	2		" "	1	99	" "			82			19	" "		" "	82			19				"775"	1	3	3.0
776.0	8	31	1	1	1	0	2	44				2	" "	1	2	15	16	1	2		" "	2	99	" "			82			7	" "	16	" "	69	1	1	7	16	8	44	"776"	1	3	3.0
776.0			1	1	2	11							" "								" "			" "							" "		" "								"776"	3	3	3.0
776.0			1	1	3	0	2	18				7	"ADMID CARD"	3	1			1	2		" "	4	8	" "	1	1	81			18	" "		" "	81			18				"776"	1	3	3.0
776.0			1	1	4	2	2	15				5	" "	4	2	15	99	1	2		" "	4	6	" "	5	2	82			18	" "		" "	82			18				"776"	1	3	3.0
777.0	8	45	1	2	1	0	2	28				2	" "	11	2	16	22	1	2		" "	4	10	" "	8	2	82			16	" "		" "	82			16		9	15	"777"	1	3	3.0
777.0			1	2	2	0	2	61				2	" "	6	3	16	17	1	2		" "	1	99	" "			85			18	" "		" "	85			18				"777"	1	3	3.0
777.0			1	2	3	0	1	32				5	" "	1	2	24	26	2	2		" "	4	14	" "	1	2	51	2	2	12	" "		" "	51	2	2	12				"777"	1	3	3.0
777.0			1	2	4	0	2	24				5	" "	2	2	16	18	2	2		" "	4	9	" "	8	2	82			18	" "		" "	82			18				"777"	1	3	3.0
777.0			1	2	5	7							" "								" "			" "							" "		" "								"777"	3	3	3.0
777.0			1	2	6	0	1	6				3	" "	8	1			1	2		" "	2	66	" "	1	1	81			18	" "		" "	81			18				"777"	1	3	3.0
777.0			1	2	7	0	1	6				5	" "	3	1			2	2		" "	2	66	" "	1	1	81			18	" "		" "	81			18				"777"	1	3	3.0
777.0			1	2	8	0	2	3				3	" "	8	1			1	2		" "	1	99	" "			84			18	" "		" "	84			18				"777"	1	3	3.0
778.0	8	11	2	1	1	0	2	55				2	" "	2	2	16	17	1	2		" "	4	4	" "	1	2	82			18	" "		" "	82			18		8	28	"778"	1	3	3.0
778.0			2	1	2	0	1	65				2	" "	1	2	26	27	1	2		" "	1	99	" "			83			19	" "	16	" "	83			19	16			"778"	1	3	3.0
778.0			2	1	3	8							" "								" "			" "							" "		" "								"778"	3	3	3.0
778.0			2	1	4	0	1	17				1	" "	3	1			1	2		" "	4	8	" "	8	1	81			18	" "		" "	81			18				"778"	1	3	3.0
778.0			2	1	5	2	2	20				1	" "	4	2	18	19	1	2		" "	4	5	" "	1	2	82			18	" "		" "	82			18				"778"	1	3	3.0
778.0			2	1	6	1	2	1				1	" "	5	1			1	2		" "	1	99	" "			84			18	" "		" "	84			18				"778"	1	3	3.0
779.1	14	11	1	1	1	0	2	31				2	" "	1	2	18	19	1	2		" "	2	99	" "			82			15	" "		" "	82			15		14	23	"779.1"	1	3	3.0
779.1			1	1	2	0	2	12				1	" "	3	1			2	2		" "	4	3	" "	5	1	81			19	" "		" "	81			19				"779.1"	1	3	3.0
779.1			1	1	3	0	1	9				1	" "	3	1			1	2		" "	4	1	" "	5	1	81			19	" "		" "	81			19				"779.1"	1	3	3.0
779.1			1	1	4	0	2	7				1	" "	3	1			1	2		" "	4	66	" "	5	1	81			19	" "		" "	81			19				"779.1"	1	3	3.0
779.1			1	1	5	10							" "								" "			" "							" "		" "								"779.1"	3	3	3.0
779.1			1	1	6	10							" "								" "			" "							" "		" "								"779.1"	3	3	3.0
779.1			1	1	7	10							" "								" "			" "							" "		" "								"779.1"	3	3	3.0
779.2	8	46	5	1	1	10							" "								" "			" "							" "		" "						9	0	"779.2"	3	3	3.0
779.2			5	1	2	10							" "								" "			" "							" "		" "								"779.2"	3	3	3.0
779.2			5	1	3	10							" "								" "			" "							" "		" "								"779.2"	3	3	3.0
779.2			5	1	4	10							" "								" "			" "							" "		" "								"779.2"	3	3	3.0
779.2			5	1	5	0	2	26				2	" "	1	2	17	18	1	2		" "	4	4	" "	1	2	82			7	" "	15	" "	69	1	1	7	15			"779.2"	1	3	3.0
779.2			5	1	6	0	2	8				1	" "	3	1			1	2		" "	4	2	" "	5	1	81			19	" "		" "	81			19				"779.2"	1	3	3.0
779.2			5	1	7	0	2	66				2	" "	10	3	16	17	1	2		" "	1	99	" "			82			19	" "		" "	82			19				"779.2"	1	3	3.0
779.2			5	1	8	1	1	1				3	" "	3	1			1	2		" "	1	99	" "			84			18	" "		" "	84			18				"779.2"	1	3	3.0
781.0	8	42	2	1	1	0	1	56				2	" "	1	2	23	25	1	2		" "	1	99	" "			23	2	3	8	" "	16	" "	23	2	3	8	16	8	54	"781"	1	3	3.0
781.0			2	1	2	0	2	49				2	" "	2	2	16	18	1	2		" "	2	3	" "	1	2	82			7	" "		" "	69	1	1	7				"781"	1	3	3.0
781.0			2	1	3	11							" "								" "			" "							" "		" "								"781"	3	3	3.0
781.0			2	1	4	11							" "								" "			" "							" "		" "								"781"	3	3	3.0
781.0			2	1	5	12							" "								" "			" "							" "		" "								"781"	3	3	3.0
