a01	stime_h_g	stime_m_g	res_id_g	consent_g	plotid	g01	g02_1	g02	g20	g03	g04	g05	g06	g21	g22	g23	g07	g08a	g08b	g08c	g09a	g09b	g09c	g10	g11	g12	g13a	g13b	g13c	g14	g15a	g15b	g15c	g16a	g16b	g16c	g17a	g17b	g17c	g18a	g18b	g18c	g19a	g19b	g19c	etime_h_g	etime_m_g	hhid2	flag_g	flag_1	hh_type	round
5180.0			1	1	11	2	30.0	30.0	0	3000	12.0	4	4	1	1	1		72			72			500000	6	2013	98			1	1	3	4	1			1			1			1					"5180"		1	3	3.0
5181.1	9	36	2	1	1	1	20.0	7.0	2	0	0.0	3	1					1			1			175000	3	1998	98			4																9	40	"5181.1"		0	3	3.0
5181.2	15	19	5	1	1	1	8.0	8.0	0	0	0.0	3	1					1			72			130000	3	2013	98			4																15	22	"5181.2"		0	3	3.0
5182.0	8	49	1	1	1	1	9.5	11.0	5	0	0.0	5	1					1			1			220000	1	2000	98			4																8	53	"5182"		0	3	3.0
5183.0	10	25	1	1	1	1	7.0	7.0	0	0	0.0	4	1					1			72			210000	3	1998	98			4																10	32	"5183"		0	3	3.0
5183.0			1	1	2	2	66.0	66.0	0	150	1.0	4	7					1			72			400000	1	2009	98			9																		"5183"		0	3	3.0
5183.0			1	1	3	2	0.0	33.0	5	200	2.0	3	7					1			72			250000	1	2015	98			9																		"5183"		0	3	3.0
5183.0			1	1	4	2	0.0	66.0	5	300	4.0	4	7					1			72			400000	1	2016	98			9																		"5183"		0	3	3.0
5184.0	16	13	2	1	1	1	1.0	1.0	0	0	0.0	4	1					72			72			15000	4	2009	98			4																16	14	"5184"		0	3	3.0
5184.0			2	1	2	5	0.0	3.0	5	0	0.0	4	1					2			2			75000	1	2008	98			7																		"5184"		0	3	3.0
5185.0	14	10	1	1	1	1	7.0	7.0	0	0	0.0	4	1					1			1			300000	7	2010	98			4																14	12	"5185"		0	3	3.0
5186.1	10	35	1	1	1	1	8.0	8.0	0	0	0.0	3	1					1			1			120000	3	2003	98			4																10	50	"5186.1"		0	3	3.0
5186.1			1	1	2	2	99.0	99.0	0	1000	3.0	3	7					1			1			450000	3	2002	98			9																		"5186.1"		0	3	3.0
5186.1			1	1	3	2	132.0	132.0	0	500	3.0	3	8					1			1			600000	3	1996	98			9																		"5186.1"		0	3	3.0
5186.1			1	1	4	2	99.0	99.0	0	500	0.0	3	16					1			1			500000	3	2000	98			9																		"5186.1"		0	3	3.0
5186.1			1	1	5	2	99.0	99.0	0	500	3.0	3	16					1			1			600000	3	2003	98			9																		"5186.1"		0	3	3.0
5186.1			1	1	6	2	33.0	33.0	0	500	2.0	3	16					1			1			220000	3	1995	98			9																		"5186.1"		0	3	3.0
5186.1			1	1	7	2	33.0	33.0	0	500	2.0	3	16					1			1			2300000	3	1995	98			9																		"5186.1"		0	3	3.0
5186.2	9	45	4	1	1	1	8.0	30.0	6	0	0.0	3	1					72			72			600000	3	2003	98			4																10	0	"5186.2"		0	3	3.0
5186.2			4	1	2	2	99.0	99.0	0	1000	3.0	3	7					72			72			450000	3	2002	98			9																		"5186.2"		0	3	3.0
5186.2			4	1	3	2	132.0	132.0	0	500	2.0	3	8					72			72			500000	3	1996	98			9																		"5186.2"		0	3	3.0
5186.2			4	1	4	2	99.0	99.0	0	1000	2.0	3	4	1	1	2		72			72			400000	3	2000	98			1	4	6	72	4			4			98			4					"5186.2"		1	3	3.0
5186.2			4	1	5	2	99.0	99.0	0	100	3.0	3	4	1	1	2		72			72			4500000	3	2003	98			1	4	6	72	4			4			98			4					"5186.2"		1	3	3.0
5186.2			4	1	6	2	33.0	33.0	0	200	2.0	3	4	1	1	2		72			72			250000	3	1995	98			1	4	6	72	4			4			98			4					"5186.2"		1	3	3.0
5186.2			4	1	7	2	33.0	33.0	0	300	2.0	3	4	1	1	2		72			72			250000	3	1999	98			1	4	6	72	4			4			98			4					"5186.2"		1	3	3.0
5187.0	10	15	1	1	1	1	24.0	24.0	0	0	4.0	1	1					1			1			400000	3	1999	98			4																10	17	"5187"		0	3	3.0
5188.0	10	44	1	1	1	1	33.0	33.0	0	0	0.0	2	1					1			1			500000	3	2006	98			4																10	59	"5188"		0	3	3.0
5188.0			1	1	2	9	10.0	10.0	0	0	5.0	2	1					1			1			14000	3	2006	98			7																		"5188"		0	3	3.0
5188.0			1	1	3	2	33.0	33.0	0	250	3.0	3	7					1			1			500000	3	2006	98			9																		"5188"		0	3	3.0
5188.0			1	1	4	2	33.0	33.0	0	260	2.0	3	7					1			1			500000	3	2006	98			9																		"5188"		0	3	3.0
5188.0			1	1	5	2	33.0	33.0	0	280	2.0	3	7					1			1			500000	3	2006	98			9																		"5188"		0	3	3.0
5188.0			1	1	6	2	33.0	33.0	0	300	3.0	3	7					1			1			300000	3	2006	98			9																		"5188"		0	3	3.0
5188.0			1	1	7	2	33.0	33.0	0	220	4.0	2	7					1			1			300000	3	2006	98			9																		"5188"		0	3	3.0
5188.0			1	1	8	2	33.0	33.0	0	208	3.0	3	7					1			1			400000	3	2006	98			9																		"5188"		0	3	3.0
5188.0			1	1	9	2	33.0	33.0	0	290	3.0	2	7					1			1			300000	3	2006	98			9																		"5188"		0	3	3.0
5188.0			1	1	10	2	33.0	33.0	0	310	3.0	2	7					1			1			300000	3	2006	98			9																		"5188"		0	3	3.0
5188.0			1	1	11	2	33.0	33.0	0	315	3.0	2	7					1			1			300000	3	2006	98			9																		"5188"		0	3	3.0
5189.0	10	22	1	1	1	1	16.0	16.0	0	0	0.0	1	1					1	72		1			200000	3	1991	98			4																10	35	"5189"		0	3	3.0
5189.0			1	1	2	2	16.0	16.0	0	300	0.0	4	8					1			1			100000	3	1991	98			9																		"5189"		0	3	3.0
5189.0			1	1	3	2	16.0	16.0	0	310	0.0	4	8					1			1			100000	3	1991	98			9																		"5189"		0	3	3.0
5189.0			1	1	4	2	16.0	16.0	0	320	0.0	4	8					1			1			1000000	3	1991	98			9																		"5189"		0	3	3.0
5189.0			1	1	5	2	4.0	4.0	0	320	0.0	4	8					1			1			25000	3	1991	98			9																		"5189"		0	3	3.0
5189.0			1	1	6	2	4.0	4.0	0	320	0.0	4	8					1			1			25000	3	1991	98			9																		"5189"		0	3	3.0
5189.0			1	1	7	2	4.0	4.0	0	320	0.0	4	8					1			1			25000	3	1991	98			9																		"5189"		0	3	3.0
5189.0			1	1	8	2	100.0	0.0	3																																							"5189"		0	3	3.0
5189.0			1	1	9	12	6.0	0.0	3																																							"5189"		0	3	3.0
5189.0			1	1	10	2	0.0	66.0	6	200	0.0	4	2					1			1			600000	3	2016	98			1	1	2	3	1	2	3	1			98			1	2				"5189"		1	3	3.0
5190.1	10	5	1	1	1	1	4.0	4.0	0	0	0.0	4	1					1			1			120000	3	1990	98			4																10	8	"5190.1"		0	3	3.0
5190.2	9	49	4	1	1	1	1.5	0.75	2	0	0.0	4	1					72			72			40000	3	2016	98			4																9	55	"5190.2"		0	3	3.0
5191.0	10	13	1	1	1	1	25.0	0.0	2																																					10	20	"5191"		0	3	3.0
5191.0			1	1	2	2	99.0	99.0	0	200	1.0	4	2					1			1			1050000	3	1993	98			1	1	2	72	1			1			98			1					"5191"		1	3	3.0
5191.0			1	1	3	2	99.0	99.0	0	200	1.0	4	8					1			1			1050000	3	1993	98			9																		"5191"		0	3	3.0
5191.0			1	1	4	1	0.0	33.0	6	0	0.0	3	1					1			1			350000	3	2017	98			4																		"5191"		0	3	3.0
5191.0			1	1	5	12	0.0	2.0	10	500	3.0	4	15	1	1	2		72			72			17000	5	2018	98			9																		"5191"		0	3	3.0
5191.0			1	1	6	7	0.0	2.0	6	0	0.0	3	1					1			1			40000	3	2012	98			6																		"5191"		0	3	3.0
5192.0	10	12	1	1	1	1	18.0	18.0	0	0	0.0	4	1					1			1			450000	3	2002	98			4																10	14	"5192"		0	3	3.0
5193.0	10	28	1	1	1	1	5.5	16.0	6	0	0.0	4	1					1			72			700000	3	2017	98			4																10	35	"5193"		0	3	3.0
5194.0	10	21	5	1	1	1	13.0	13.0	0	0	0.0	4	1					1			1			400000	3	1981	98			4																10	25	"5194"		0	3	3.0
5195.0	11	5	3	1	1	1	16.0	16.0	0	0	0.0	4	1					1			1			200000	2	1980	98			4																11	7	"5195"		0	3	3.0
5196.1	10	8	1	1	1	1	17.0	13.0	2	0	0.0	3	1					1			1			250000	1	2007	98			4																10	20	"5196.1"		0	3	3.0
5196.1			1	1	2	2	33.0	0.0	1																																							"5196.1"		0	3	3.0
5196.1			1	1	3	2	24.0	0.0	1																																							"5196.1"		0	3	3.0
5196.1			1	1	4	2	16.5	0.0	1																																							"5196.1"		0	3	3.0
5196.1			1	1	5	2	0.0	0.0	10																																							"5196.1"		0	3	3.0
5196.1			1	1	6	2	0.0	0.0	10																																							"5196.1"		0	3	3.0
5196.1			1	1	7	2	0.0	0.0	10																																							"5196.1"		0	3	3.0
5196.1			1	1	8	2	0.0	0.0	10																																							"5196.1"		0	3	3.0
5196.1			1	1	9	2	0.0	0.0	10																																							"5196.1"		0	3	3.0
5196.1			1	1	10	2	0.0	0.0	10																																							"5196.1"		0	3	3.0
5196.1			1	1	11	10	0.0	132.0	10	150	1.5	3	1					1			1			400000	7	2015	98			7																		"5196.1"		0	3	3.0
5196.1			1	1	12	2	0.0	16.0	10	150	0.0	5	7					1			1			50000	1	2010	98			9																		"5196.1"		0	3	3.0
5196.2	10	6	13	1	1	1	17.0	2.0	2	0	0.0	4	1					13			72			100000	3	2015	98			4																10	12	"5196.2"		0	3	3.0
5196.2			13	1	2	2	33.0	0.0	2																																							"5196.2"		0	3	3.0
5196.2			13	1	3	2	24.0	0.0	2																																							"5196.2"		0	3	3.0
5196.2			13	1	4	12	16.5	0.0	2																																							"5196.2"		0	3	3.0
5196.2			13	1	5	2	0.0	0.0	10																																							"5196.2"		0	3	3.0
5196.2			13	1	6	2	0.0	0.0	10																																							"5196.2"		0	3	3.0
5196.2			13	1	7	2	0.0	0.0	10																																							"5196.2"		0	3	3.0
5196.2			13	1	8	2	0.0	0.0	10																																							"5196.2"		0	3	3.0
5196.2			13	1	9	2	0.0	0.0	10																																							"5196.2"		0	3	3.0
5196.2			13	1	10	2	0.0	0.0	10																																							"5196.2"		0	3	3.0
5196.3	10	0	11	1	1	1	17.0	2.0	2	0	0.0	3	1					72			72			150000	3	2015	98			4																10	5	"5196.3"		0	3	3.0
5196.3			11	1	2	2	33.0	0.0	2																																							"5196.3"		0	3	3.0
5196.3			11	1	3	2	24.0	0.0	2																																							"5196.3"		0	3	3.0
5196.3			11	1	4	2	16.5	0.0	2																																							"5196.3"		0	3	3.0
5196.3			11	1	5	2	0.0	0.0	10																																							"5196.3"		0	3	3.0
5196.3			11	1	6	2	0.0	0.0	10																																							"5196.3"		0	3	3.0
5196.3			11	1	7	2	0.0	0.0	10																																							"5196.3"		0	3	3.0
5196.3			11	1	8	2	0.0	0.0	10																																							"5196.3"		0	3	3.0
5196.3			11	1	9	2	0.0	0.0	10																																							"5196.3"		0	3	3.0
5196.3			11	1	10	2	0.0	0.0	10																																							"5196.3"		0	3	3.0
5197.0	10	50	1	1	1	1	2.0	0.0	1																																					10	55	"5197"		0	3	3.0
5197.0			1	1	2	1	0.0	8.0	5	0	0.0	3	1					1			1			250000	1	2015	98			4																		"5197"		0	3	3.0
5198.0	11	40	4	1	1	1	8.0	8.0	0	0	0.0	4	1					1			1			150000	3	2005	98			4																11	45	"5198"		0	3	3.0
5199.0	10	16	2	1	1	1	8.0	4.0	10	0	0.0	4	1					1			1			100000	3	2002	98			4																10	20	"5199"		0	3	3.0
5199.0			2	1	2	4	0.0	4.0	6	200	4.0	3	1					1			1			40000	3	2002	98			5																		"5199"		0	3	3.0
5200.0	10	3	1	1	1	1	4.0	4.0	0	0	0.0	4	1					1			72			150000	3	2004	98			4																10	5	"5200"		0	3	3.0
5201.0	12	17	1	1	1	1	3.5	3.5	0	0	0.0	4	1					1			72			200000	3	2011	98			4																12	20	"5201"		0	3	3.0
5202.0	10	30	6	1	1	1	4.0	4.0	0	0	0.0	4	1					2			2			250000	4	2018	98			4																10	33	"5202"		0	3	3.0
5203.1	15	46	1	1	1	1	19.0	15.0	2	0	0.0	4	1					1			72			750000	3	2001	98			4																15	50	"5203.1"		0	3	3.0
5203.1			1	1	2	9	3.0	3.0	0	0	4.0	1	1					1			72			150000	3	2001	1			7																		"5203.1"		0	3	3.0
5203.2	9	45	3	1	1	1	19.0	2.0	2	0	0.0	4	1					72			72			100000	3	2015	98			4																9	48	"5203.2"		0	3	3.0
5203.2			3	1	2	9	3.0	0.0	2																																							"5203.2"		0	3	3.0
5204.0	10	56	1	1	1	1	2.0	2.0	0	0	0.0	4	1					1			72			150000	3	2009	98			4																10	58	"5204"		0	3	3.0
5205.0	10	52	1	1	1	1	9.0	6.0	2	0	0.0	4	1					1			1			450000	3	1993	98			4																10	56	"5205"		0	3	3.0
5205.0			1	1	2	7	0.0	0.5	10	0	0.0	4	1					1			74			400000	7	2006	98			6																		"5205"		0	3	3.0
5206.0	10	8	1	1	1	1	6.5	6.5	0	0	0.0	4	1					1			1			250000	1	1996	98			4																10	12	"5206"		0	3	3.0
5206.0			1	1	2	9	2.0	2.0	0	0	7.0	4	1					1			1			50000	1	1996	98			7																		"5206"		0	3	3.0
5207.0	10	1	2	1	1	1	17.0	17.0	0	0	0.0	4	1					1	2		72			800000	1	1996	98			4																10	5	"5207"		0	3	3.0
5207.0			2	1	2	9	8.0	8.0	0	0	10.0	1	1					1	2		72			20000	1	1996	98			7																		"5207"		0	3	3.0
5208.1	9	52	1	1	1	1	73.0	70.0	2	0	0.0	4	1					1			1			240000	1	1998	98			4																10	15	"5208.1"		0	3	3.0
5208.1			1	1	2	2	116.0	116.0	0	300	1.0	4	7					1			1			300000	1	1982	98			9																		"5208.1"		0	3	3.0
5208.1			1	1	3	2	74.0	74.0	0	1000	2.0	4	7					1			1			700000	1	1991	98			9																		"5208.1"		0	3	3.0
5208.1			1	1	4	2	93.0	64.0	1	700	2.0	4	7					1			1			600000	1	1989	98			9																		"5208.1"		0	3	3.0
5208.1			1	1	5	2	50.0	0.0	1																																							"5208.1"		0	3	3.0
5208.1			1	1	6	8	6.0	6.0	0	0	6.0	4	2					1			1			480000	1	1998	1			2	1			1			1			98			1					"5208.1"		0	3	3.0
5208.2	9	55	3	1	1	1	73.0	1.5	2	0	0.0	4	1					1			72			50000	3	2018	98			4																10	10	"5208.2"		0	3	3.0
5208.2			3	1	2	2	116.0	0.0	2																																							"5208.2"		0	3	3.0
5208.2			3	1	3	2	74.0	0.0	2																																							"5208.2"		0	3	3.0
5208.2			3	1	4	2	93.0	0.0	2																																							"5208.2"		0	3	3.0
5208.2			3	1	5	2	50.0	0.0	2																																							"5208.2"		0	3	3.0
5208.2			3	1	6	8	6.0	0.0	2																																							"5208.2"		0	3	3.0
5208.3	11	10	4	1	1	1	73.0	1.5	2	0	0.0	4	1					72			72			1500000	3	1998	98			4																11	25	"5208.3"		0	3	3.0
5208.3			4	1	2	2	116.0	116.0	0	300	2.0	4	4	1	1	1		1			72			11600000	6	2018	98			1	1			1			1	2	72	98			1					"5208.3"		1	3	3.0
5208.3			4	1	3	2	74.0	0.0	2																																							"5208.3"		0	3	3.0
5208.3			4	1	4	2	93.0	0.0	2																																							"5208.3"		0	3	3.0
5208.3			4	1	5	2	50.0	0.0	2																																							"5208.3"		0	3	3.0
5208.3			4	1	6	8	6.0	0.0	2																																							"5208.3"		0	3	3.0
5209.1	10	1	1	1	1	1	5.0	2.5	2	0	0.0	4	1					1			72			50000	1	2014	98			4																10	5	"5209.1"		0	3	3.0
5209.1			1	1	2	9	0.5	0.5	0	0	4.0	1	1					1			72			10000	1	2014	98			7																		"5209.1"		0	3	3.0
5209.2	10	0	7	1	1	1	5.0	2.5	2	0	0.0	4	1					3			72			30000	3	2018	98			4																10	3	"5209.2"		0	3	3.0
5209.2			7	1	2	9	0.5	0.0	2																																							"5209.2"		0	3	3.0
5210.0	10	1	10	1	1	1	6.0	6.0	0	0	0.0	4	1					10			10			220000	3	1997	98			4																10	6	"5210"		0	3	3.0
5210.0			10	1	2	9	1.0	1.0	0	0	10.0	3	1					10			10			30000	3	1997	98			7																		"5210"		0	3	3.0
5211.0	9	50	1	1	1	1	4.0	4.0	0	0	0.0	4	1					1			72			200000	3	2006	98			4																9	57	"5211"		0	3	3.0
5211.0			1	1	2	2	33.0	33.0	0	1200	7.0	4	5	1	1	1		1			72			400000	6	2015	98			1	1	2		1			1			98			1	2				"5211"		1	3	3.0
5211.0			1	1	3	9	0.5	0.5	0	0	9.0	4	1					1			72			30000	3	2006	98			7																		"5211"		0	3	3.0
5212.0	15	50	2	1	1	1	10.0	10.0	0	0	0.0	4	1					1			1			220000	3	1975	98			4																16	0	"5212"		0	3	3.0
5212.0			2	1	2	2	66.0	66.0	0	500	4.0	4	7					1			1			230000	3	1975	98			9																		"5212"		0	3	3.0
5212.0			2	1	3	2	50.0	50.0	0	500	4.0	4	7					1			1			200000	3	1975	98			9																		"5212"		0	3	3.0
5212.0			2	1	4	2	50.0	50.0	0	500	3.0	4	7					1			1			200000	3	1975	98			9																		"5212"		0	3	3.0
5212.0			2	1	5	2	50.0	50.0	0	300	4.0	4	8					1			1			210000	3	1975	98			9																		"5212"		0	3	3.0
5212.0			2	1	6	2	25.0	25.0	0	200	3.0	4	8					1			1			80000	3	1975	98			9																		"5212"		0	3	3.0
5212.0			2	1	7	9	3.0	3.0	0	0	5.0	1	1					1			1			50000	3	1975	98			7																		"5212"		0	3	3.0
5213.0	10	21	1	1	1	1	60.0	60.0	0	0	0.0	4	1					4			4			1400000	3	1990	98			4																10	30	"5213"		0	3	3.0
5213.0			1	1	2	2	16.0	16.0	0	300	1.0	4	2					4			4			260000	3	1990	98			1	1	4	6	1			1			1			1					"5213"		1	3	3.0
5213.0			1	1	3	2	0.0	0.0	10																																							"5213"		0	3	3.0
5213.0			1	1	4	2	0.0	0.0	10																																							"5213"		0	3	3.0
5213.0			1	1	5	2	0.0	0.0	10																																							"5213"		0	3	3.0
5213.0			1	1	6	2	0.0	0.0	10																																							"5213"		0	3	3.0
5213.0			1	1	7	2	0.0	0.0	10																																							"5213"		0	3	3.0
5213.0			1	1	8	2	0.0	0.0	10																																							"5213"		0	3	3.0
5213.0			1	1	9	2	0.0	0.0	10																																							"5213"		0	3	3.0
5213.0			1	1	10	8	3.0	3.0	0	50	6.0	1	2					4			4			75000	3	1990	98			2	6			1			1			98			1					"5213"		0	3	3.0
5213.0			1	1	11	2	0.0	100.0	7	250	1.0	2	3	3	1	1	541.0	74			74			120000	6	2015	98			1	1	72	6	1			1			1			1					"5213"		1	3	3.0
5213.0			1	1	12	2	0.0	60.0	7	1000	2.0	2	4	3	2	1		72			72			600000	6	2018	98			1	1	72	6	1			1			1			1					"5213"		1	3	3.0
5213.0			1	1	13	2	0.0	60.0	7	1000	2.0	2	4	3	2	1		72			72			600000	6	2018	98			1	1	72	6	1			1			1			1					"5213"		1	3	3.0
5214.0	13	0	3	1	1	1	66.0	66.0	0	0	0.0	3	1					72	2	3	1	2	3	500000	3	2012	98			4																13	2	"5214"		0	3	3.0
5215.0	10	11	1	1	1	1	16.0	16.0	0	0	0.0	4	1					1			1			250000	3	2013	98			4																10	16	"5215"		0	3	3.0
5215.0			1	1	2	1	15.0	15.0	0	0	0.0	4	1					1			1			400000	3	2013	98			4																		"5215"		0	3	3.0
5216.0	9	51	1	1	1	1	8.0	8.0	0	0	0.0	4	1					1			1			240000	3	1948	98			4																9	55	"5216"		0	3	3.0
5216.0			1	1	2	7	0.0	1.0	10	0	0.0	3	1					1			74			50000	7	2009	98			6																		"5216"		0	3	3.0
5217.0	16	21	1	1	1	1	1.5	1.5	0	0	0.0	5	1					1			1			80000	3	1999	98			4																16	25	"5217"		0	3	3.0
5217.0			1	1	2	1	8.0	0.0	1																																							"5217"		0	3	3.0
5218.0	9	44	1	1	1	5	12.0	12.0	0	1000	0.0	4	1					1			1			470000	3	2009	98			7																9	49	"5218"		0	3	3.0
5218.0			1	1	2	1	0.0	40.0	6	0	1.0	3	1					6			6			1200000	3	2000	98			4																		"5218"		0	3	3.0
5219.0	9	31	1	1	1	1	16.5	16.5	0	0	0.0	3	1					1			1			220000	3	2002	98			4																9	36	"5219"		0	3	3.0
5219.0			1	1	2	9	0.0	2.0	10	0	4.0	1	1					1			1			120000	3	2002	98			7																		"5219"		0	3	3.0
5221.0	10	10	1	1	1	1	11.0	11.0	0	0	0.0	4	1					1			1			200000	3	2008	98			4																10	20	"5221"		0	3	3.0
5221.0			1	1	2	2	90.0	90.0	0	200	1.0	4	4	2	1	1		1			72			700000	6	2010	98			1	1	2	72	1			1			1			1					"5221"		1	3	3.0
5221.0			1	1	3	2	15.0	15.0	0	200	1.0	4	4	2	1	1		1			72			70000	6	2010	98			1	1	2	72	1			1			1			1					"5221"		1	3	3.0
5221.0			1	1	4	9	2.0	2.0	0	0	0.0	4	1					1			1			30000	3	2008	98			7																		"5221"		0	3	3.0
5221.0			1	1	5	2	66.0	66.0	0	300	1.0	4	4	2	1	1		1			72			400000	6	2014	98			1	1	2	72	1			1			1			1					"5221"		1	3	3.0
5222.1	11	15	1	1	1	1	57.0	57.0	0	0	0.0	4	1					1			1			80000	1	1993	98			4																11	40	"5222.1"		0	3	3.0
5222.1			1	1	2	2	0.0	0.0	10																																							"5222.1"		0	3	3.0
5222.1			1	1	3	2	54.0	0.0	1																																							"5222.1"		0	3	3.0
5222.1			1	1	4	2	24.0	24.0	0	150	2.0	4	7					1			1			250000	1	1990	98			9																		"5222.1"		0	3	3.0
5222.1			1	1	5	2	53.0	25.0	10	1000	2.0	4	7					1			1			320000	3	1998	98			9																		"5222.1"		0	3	3.0
5222.1			1	1	6	2	25.0	25.0	0	1000	3.0	4	7					1			1			150000	3	1998	98			9																		"5222.1"		0	3	3.0
5222.1			1	1	7	2	12.0	12.0	0	1000	2.0	4	7					1			1			120000	1	1993	98			9																		"5222.1"		0	3	3.0
5222.1			1	1	8	9	10.0	10.0	0	0	7.0	4	1					1			1			170000	1	1993	98			7																		"5222.1"		0	3	3.0
5222.1			1	1	9	2	100.0	100.0	0	200	3.0	4	7					72			72			150000	1	2012	98			9																		"5222.1"		0	3	3.0
5222.1			1	1	10	2	30.0	30.0	0	1000	2.0	4	7					72			72			800000	1	2013	98			9																		"5222.1"		0	3	3.0
5222.2	14	14	3	1	1	1	57.0	0.0	2																																					14	20	"5222.2"		0	3	3.0
5222.2			3	1	2	2	0.0	0.0	10																																							"5222.2"		0	3	3.0
5222.2			3	1	3	2	54.0	0.0	2																																							"5222.2"		0	3	3.0
5222.2			3	1	4	2	24.0	0.0	2																																							"5222.2"		0	3	3.0
5222.2			3	1	5	2	53.0	0.0	2																																							"5222.2"		0	3	3.0
5222.2			3	1	6	2	25.0	0.0	2																																							"5222.2"		0	3	3.0
5222.2			3	1	7	2	12.0	0.0	2																																							"5222.2"		0	3	3.0
5222.2			3	1	8	8	10.0	0.0	2																																							"5222.2"		0	3	3.0
5222.2			3	1	9	2	100.0	0.0	2																																							"5222.2"		0	3	3.0
5222.2			3	1	10	2	30.0	0.0	2																																							"5222.2"		0	3	3.0
5222.2			3	1	11	1	0.0	2.0	10	0	15.0	1	1					72			72			30000	6	2016	98			4																		"5222.2"		0	3	3.0
5223.0	10	40	3	1	1	1	50.0	50.0	0	0	0.0	4	1					1			6			1700000	3	1972	98			4																10	55	"5223"		0	3	3.0
5223.0			3	1	2	2	45.0	0.0	1																																							"5223"		0	3	3.0
5223.0			3	1	3	2	30.0	30.0	0	200	0.0	4	8					1			6			110000	3	1975	98			9																		"5223"		0	3	3.0
5223.0			3	1	4	2	15.0	0.0	1																																							"5223"		0	3	3.0
5223.0			3	1	5	9	10.0	10.0	0	0	8.0	1	1					1			6			30000	3	1975	98			7																		"5223"		0	3	3.0
5223.0			3	1	6	2	40.0	0.0	1																																							"5223"		0	3	3.0
5223.0			3	1	7	2	7.0	0.0	1																																							"5223"		0	3	3.0
5223.0			3	1	8	2	22.0	0.0	1																																							"5223"		0	3	3.0
5224.0	12	40	1	1	1	1	24.0	24.0	0	0	0.0	4	1					1			1			70000	3	1994	98			4																12	48	"5224"		0	3	3.0
5224.0			1	1	2	2	66.0	66.0	0	300	8.0	4	2					1			1			300000	3	1994	98			1	1	72	9	1			1			1			1					"5224"		1	3	3.0
5224.0			1	1	3	2	33.0	33.0	0	100	0.0	4	7					1			1			200000	3	1994	98			9																		"5224"		0	3	3.0
5224.0			1	1	4	2	66.0	0.0	3																																							"5224"		0	3	3.0
5224.0			1	1	5	9	2.0	2.0	0	0	0.0	4	1					1			1			5000	3	1994	98			7																		" "		0	3	3.0
5225.0	12	14	1	1	1	1	12.0	12.0	0	0	0.0	4	1					1			1			160000	3	1990	98			4																12	20	"5225"		0	3	3.0
5225.0			1	1	2	2	132.0	132.0	0	1500	2.0	4	4	3	2	1		72			72			1000000	6	2009	98			1	1	3	4	1			1			1			1					"5225"		1	3	3.0
5225.0			1	1	3	2	66.0	66.0	0	3000	2.0	4	4	3	2	1		72			72			500000	6	2009	98			1	1	3	4	1			1			1			1					"5225"		1	3	3.0
5225.0			1	1	4	9	2.0	2.0	0	0	4.0	1	1					1			1			30000	3	1990	98			7																		"5225"		0	3	3.0
5225.0			1	1	5	2	0.0	100.0	7	1000	1.0	4	4	3	1	1		72			72			600000	6	2016	98			1	3	4	1	1			1			1			1					"5225"		1	3	3.0
5226.1	16	15	1	1	1	1	5.0	5.0	0	0	0.0	4	1					72			72			1500000	3	2012	98			4																16	18	"5226.1"		0	3	3.0
5226.1			1	1	2	2	0.0	0.0	10																																							"5226.1"		0	3	3.0
5226.1			1	1	3	2	0.0	0.0	10																																							"5226.1"		0	3	3.0
5226.1			1	1	4	2	0.0	0.0	10																																							"5226.1"		0	3	3.0
5226.1			1	1	5	9	0.0	0.0	10																																							"5226.1"		0	3	3.0
