a01	stime_h_g	stime_m_g	res_id_g	consent_g	plotid	g01	g02_1	g02	g20	g03	g04	g05	g06	g21	g22	g23	g07	g08a	g08b	g08c	g09a	g09b	g09c	g10	g11	g12	g13a	g13b	g13c	g14	g15a	g15b	g15c	g16a	g16b	g16c	g17a	g17b	g17c	g18a	g18b	g18c	g19a	g19b	g19c	etime_h_g	etime_m_g	hhid2	flag_g	flag_1	hh_type	round
2162.0			1	1	14	2	0.0	0.0	10																																							"2162"		0	2	3.0
2162.0			1	1	15	2	0.0	0.0	10																																							"2162"		0	2	3.0
2162.0			1	1	16	2	0.0	0.0	10																																							"2162"		0	2	3.0
2162.0			1	1	17	2	0.0	0.0	10																																							"2162"		0	2	3.0
2162.0			1	1	18	2	0.0	0.0	10																																							"2162"		0	2	3.0
2162.0			1	1	19	2	0.0	0.0	10																																							"2162"		0	2	3.0
2162.0			1	1	20	2	0.0	0.0	10																																							"2162"		0	2	3.0
2162.0			1	1	21	2	0.0	0.0	10																																							"2162"		0	2	3.0
2162.0			1	1	22	2	0.0	0.0	10																																							"2162"		0	2	3.0
2162.0			1	1	23	8	0.0	0.0	10																																							" "		0	2	3.0
2162.0			1	1	24	2	28.0	0.0	10																																							"2162"		0	2	3.0
2162.0			1	1	25	2	9.0	0.0	10																																							"2162"		0	2	3.0
2162.0			1	1	26	2	19.0	0.0	10																																							"2162"		0	2	3.0
2162.0			1	1	27	2	9.0	0.0	10																																							"2162"		0	2	3.0
2162.0			1	1	28	2	28.0	0.0	10																																							"2162"		0	2	3.0
2162.0			1	1	29	2	32.0	0.0	10																																							"2162"		0	2	3.0
2162.0			1	1	30	2	22.0	0.0	10																																							"2162"		0	2	3.0
2162.0			1	1	31	2	13.0	0.0	10																																							"2162"		0	2	3.0
2162.0			1	1	32	2	9.0	0.0	10																																							"2162"		0	2	3.0
2162.0			1	1	33	2	19.0	0.0	10																																							"2162"		0	2	3.0
2162.0			1	1	34	12	5.0	0.0	10																																							"2162"		0	2	3.0
2162.0			1	1	35	2	0.0	52.0	7	500	2.0	4	4	3	1	1		72			72			300000	6	2017	98			1	1			1			1			98			1					"2162"		1	2	3.0
2162.0			1	1	36	2	0.0	24.0	7	500	2.0	4	4	3	1	1		72			72			150000	6	2017	98			1	1			1			1			98			1					"2162"		1	2	3.0
2162.0			1	1	37	2	0.0	24.0	7	600	2.0	4	4	3	1	1		72			72			150000	6	2017	98			1	1	72		1			1			98			1					"2162"		1	2	3.0
2162.0			1	1	38	2	0.0	52.0	7	300	2.0	4	4	3	1	1		72			72			310000	6	2017	98			1	1			1			1			98			1					"2162"		1	2	3.0
2162.0			1	1	39	8	10.0	10.0	0	0	0.0	1	12	3	1	1		1			1			160000	1	1998	98			2	1	72		1	72		1	72		1	72		1	72				"2162"		0	2	3.0
2163.0	11	22	1	1	1	1	18.0	18.0	0	0	0.0	4	1					1	72		72	1		130000	3	2015	98			4																11	32	"2163"		0	2	3.0
2163.0			1	1	2	2	42.0	42.0	0	200	1.0	4	7					1			1			290000	1	2010	98			9																		"2163"		0	2	3.0
2163.0			1	1	3	2	17.0	17.0	0	300	1.0	4	7					1	72		72	1		120000	3	2015	98			9																		"2163"		0	2	3.0
2163.0			1	1	4	2	6.0	6.0	0	300	1.0	4	7					1	72		72	1		43000	3	2015	98			9																		"2163"		0	2	3.0
2163.0			1	1	5	2	15.0	15.0	0	400	1.0	4	7					1	72		72	1		105000	3	2015	98			9																		"2163"		0	2	3.0
2163.0			1	1	6	9	2.0	2.0	0	0	6.0	1	1					1	72		72	1		13000	3	2015	98			7																		"2163"		0	2	3.0
2164.0	8	54	1	1	1	1	30.0	30.0	0	0	0.0	4	1					1			72			1500000	3	1996	98			4																8	59	"2164"		0	2	3.0
2164.0			1	1	2	9	5.0	5.0	0	0	2.0	1	1					1			72			100000	3	1996	98			7																		"2164"		0	2	3.0
2165.0	9	54	1	1	1	1	9.0	9.0	0	0	0.0	2	1					1	72		1	72		630000	3	1996	98			4																10	10	"2165"		0	2	3.0
2165.0			1	1	2	2	0.0	0.0	10																																							"2165"		0	2	3.0
2165.0			1	1	3	8	3.0	3.0	0	0	0.0	1	1					1	72		1	72		40000	3	1996	98			7																		"2165"		0	2	3.0
2165.0			1	1	4	2	0.0	75.0	7	2000	2.0	2	4	3	1	1		72			72			875000	6	2017	98			1	1	72		1			1			1			1					"2165"		1	2	3.0
2165.0			1	1	5	2	0.0	30.0	7	2000	2.0	2	4	3	1	1		72			72			250000	6	1998	1			1	1			1			1			1			1					"2165"		1	2	3.0
2165.0			1	1	6	2	0.0	60.0	7	100	2.0	2	4	3	1	1		72			72			800000	6	2018	98			1	1	72		1			1			1			1					"2165"		1	2	3.0
2165.0			1	1	7	2	0.0	45.0	7	100	2.0	2	4	3	1	1		72			72			600000	6	2018	98			1	1			1			1			1			1					"2165"		1	2	3.0
2165.0			1	1	8	2	0.0	3.0	7	100	2.0	2	4	3	1	1		72			72			40000	6	2018	98			1	1			1			1			1			1					"2165"		1	2	3.0
2166.0	14	52	1	1	1	1	53.0	13.0	2	0	0.0	1	1					72			72			780000	3	1981	98			4																15	2	"2166"		0	2	3.0
2166.0			1	1	2	2	63.0	63.0	0	500	2.0	4	7					72			72			500000	3	1981	98			9																		"2166"		0	2	3.0
2166.0			1	1	3	2	63.0	12.0	10	500	2.0	4	7					72			72			95000	1	2015	98			9																		"2166"		0	2	3.0
2166.0			1	1	4	2	40.0	0.0	10																																							"2166"		0	2	3.0
2166.0			1	1	5	9	10.0	3.0	10	0	2.0	1	1					72			72			23000	3	1981	98			7																		"2166"		0	2	3.0
2166.0			1	1	6	2	63.0	36.0	10	50	3.0	5	7					72			72			342000	1	2016	98			9																		"2166"		0	2	3.0
2169.0	11	20	1	1	1	1	12.0	12.0	0	100	0.0	4	1					72			72			150000	3	1999	98			7																11	40	"2169"		0	2	3.0
2169.0			1	1	2	2	62.0	62.0	0	2000	0.0	4	7					72			72			300000	1	2006	98			9																		"2169"		0	2	3.0
2169.0			1	1	3	2	62.0	62.0	0	200	0.0	4	7					72			72			250000	1	2006	98			9																		"2169"		0	2	3.0
2169.0			1	1	4	9	6.0	6.0	0	100	0.0	4	1					72			72			45000	3	1991	98			7																		"2169"		0	2	3.0
2169.0			1	1	5	9	6.0	6.0	0	100	0.0	4	1					72			72			45000	1	2006	98			7																		"2169"		0	2	3.0
2169.0			1	1	6	1	21.0	21.0	0	150	0.0	4	1					72			72			100000	1	2012	98			4																		"2169"		0	2	3.0
2169.0			1	1	7	10	12.0	12.0	0	150	0.0	4	1					72			72			80000	1	2012	98			5																		"2169"		0	2	3.0
2169.0			1	1	8	10	8.0	12.0	10	150	0.0	4	1					72			72			70000	1	2012	98			5																		"2169"		0	2	3.0
2170.0	10	46	1	1	1	1	10.0	10.0	0	0	0.0	4	1					1	4	72	1	4	72	170000	3	2004	98			4																11	21	"2170"		0	2	3.0
2170.0			1	1	2	2	180.0	180.0	0	600	2.0	4	6				1500.0	4			4			1510500	3	1966	98			9																		"2170"		0	2	3.0
2170.0			1	1	3	2	90.0	90.0	0	200	2.0	4	6				700.0	1	4	72	1	4	72	74000	3	2004	98			9																		"2170"		0	2	3.0
2170.0			1	1	4	2	90.0	90.0	0	200	2.0	4	6				650.0	1	4	72	1	4	72	750000	3	2004	98			9																		"2170"		0	2	3.0
2170.0			1	1	5	2	90.0	90.0	0	200	2.0	4	6				700.0	1	4	72	1	4	72	730010	3	2004	98			9																		"2170"		0	2	3.0
2170.0			1	1	6	2	66.0	66.0	0	10000	3.0	4	6				500.0	4			4			53000	3	1966	98			9																		"2170"		0	2	3.0
2170.0			1	1	7	2	42.0	42.0	0	250	2.0	4	6				300.0	4			4			355000	3	1966	98			9																		"2170"		0	2	3.0
2170.0			1	1	8	2	30.0	30.0	0	1000	3.0	4	6				200.0	4			4			260000	3	1966	98			9																		"2170"		0	2	3.0
2170.0			1	1	9	2	24.0	24.0	0	1000	3.0	4	6				150.0	4			4			210000	3	1966	98			9																		"2170"		0	2	3.0
2170.0			1	1	10	2	18.0	18.0	0	250	2.0	4	6				120.0	4			4			152000	3	1966	98			9																		"2170"		0	2	3.0
2170.0			1	1	11	2	18.0	18.0	0	200	2.0	4	6				180.0	4			4			152000	3	1966	98			9																		"2170"		0	2	3.0
2170.0			1	1	12	2	12.0	12.0	0	1000	2.0	4	6				120.0	4			4			107000	3	1966	98			9																		"2170"		0	2	3.0
2170.0			1	1	13	10	6.0	6.0	0	20	2.0	4	1					4			4			58000	3	1966	98			5																		"2170"		0	2	3.0
2170.0			1	1	14	2	0.0	30.0	6	500	2.0	4	7					1			1			250000	3	2015	98			9																		"2170"		0	2	3.0
2171.0	11	47	1	1	1	1	3.0	3.0	0	0	0.0	4	1					6	5		6	5		30000	3	1980	98			4																12	10	"2171"		0	2	3.0
2171.0			1	1	2	2	9.0	9.0	0	600	2.0	4	2					6	5		6	5		75000	3	1980	98			1	6			1	6		1	6		6	1		1	6				"2171"		1	2	3.0
2171.0			1	1	3	2	30.0	30.0	0	1200	3.0	4	2					6	5		6	5		150000	1	1985	98			1	6			1	6		1	6		6	1		1	6				"2171"		1	2	3.0
2171.0			1	1	4	2	21.0	21.0	0	1500	3.0	4	3	3	1	1	116.0	72			72			100000	6	2012	98			1	6			1	6		1	6		6	1		1	6				"2171"		1	2	3.0
2172.0	9	56	2	1	1	1	13.0	13.0	0	0	0.0	4	1					1			1			70000	3	1987	98			4																10	56	"2172"		0	2	3.0
2172.0			2	1	2	2	34.0	34.0	0	300	0.0	4	7					1			1			130000	3	1966	98			9																		"2172"		0	2	3.0
2172.0			2	1	3	2	23.0	23.0	0	200	1.0	4	7					1			1			75000	3	1985	98			9																		"2172"		0	2	3.0
2172.0			2	1	4	2	12.0	12.0	0	300	1.0	4	7					1			1			36000	3	1986	98			9																		"2172"		0	2	3.0
2172.0			2	1	5	2	9.0	9.0	0	300	1.0	4	7					1			1			27000	3	1986	98			9																		"2172"		0	2	3.0
2172.0			2	1	6	2	0.0	0.0	10																																							"2172"		0	2	3.0
2172.0			2	1	7	2	0.0	0.0	10																																							"2172"		0	2	3.0
2172.0			2	1	8	2	0.0	0.0	10																																							"2172"		0	2	3.0
2172.0			2	1	9	9	6.0	6.0	0	300	1.0	4	1					1	72		1	72		18000	3	1982	98			7																		"2172"		0	2	3.0
2174.1	10	44	1	1	1	1	6.0	6.0	0	0	0.0	4	1					1	72		1	72		90000	3	1988	98			4																10	58	"2174.1"		0	2	3.0
2174.1			1	1	2	2	9.0	9.0	0	50	1.0	4	1					1			1			75000	2	1978	98			7																		"2174.1"		0	2	3.0
2174.1			1	1	3	2	6.0	6.0	0	50	1.0	4	7					1	72		1	72		55000	3	1988	98			9																		"2174.1"		0	2	3.0
2174.1			1	1	4	9	2.0	2.0	0	0	0.0	4	1					1	72		1	72		20000	3	1968	98			7																		"2174.1"		0	2	3.0
2174.2	10	39	9	1	1	1	6.0	0.0	2																																					10	47	"2174.2"		0	2	3.0
2174.2			9	1	2	2	9.0	0.0	2																																							"2174.2"		0	2	3.0
2174.2			9	1	3	2	6.0	0.0	2																																							"2174.2"		0	2	3.0
2174.2			9	1	4	9	2.0	0.0	2																																							"2174.2"		0	2	3.0
2174.2			9	1	5	1	0.0	24.0	5	0	0.0	4	1					9	72		9	72		800000	1	2017	98			4																		"2174.2"		0	2	3.0
2175.0	16	46	1	1	1	1	9.0	9.0	0	0	0.0	4	1					1			1			155000	3	1965	98			4																17	2	"2175"		0	2	3.0
2175.0			1	1	2	2	18.0	18.0	0	1000	1.0	4	6				100.0	1			1			142000	1	1970	98			9																		"2175"		0	2	3.0
2175.0			1	1	3	2	12.0	12.0	0	2000	1.0	4	1					1			1			99000	1	1970	98			7																		"2175"		0	2	3.0
2175.0			1	1	4	2	18.0	18.0	0	250	2.0	4	1					1			1			143000	1	1970	98			7																		"2175"		0	2	3.0
2175.0			1	1	5	9	3.0	3.0	0	0	4.0	4	1					1	72		1	72		54000	1	1970	98			7																		"2175"		0	2	3.0
2175.0			1	1	6	2	6.0	6.0	0	200	2.0	4	6				30.0	1			1			52000	3	2008	98			9																		"2175"		0	2	3.0
2175.0			1	1	7	2	27.0	27.0	0	200	2.0	4	6				250.0	1			1			215000	1	2008	98			9																		"2175"		0	2	3.0
2175.0			1	1	8	10	1.5	1.5	0	200	2.0	4	1					1			1			13000	3	2008	98			7																		"2175"		0	2	3.0
2175.0			1	1	9	2	50.0	50.0	0	1000	2.0	4	6				800.0	1			1			44000	1	2006	98			9																		"2175"		0	2	3.0
2175.0			1	1	10	2	25.0	25.0	0	1000	2.0	4	6				400.0	1			1			210000	1	2006	98			9																		"2175"		0	2	3.0
2176.11	11	43	1	1	1	1	24.0	24.0	0	0	0.0	4	1					1			1			160000	3	1999	98			4																11	55	"2176.1.1"		0	2	3.0
2176.11			1	1	2	2	24.0	24.0	0	500	2.0	4	8					1			1			80000	3	1990	98			9																		"2176.1.1"		0	2	3.0
2176.11			1	1	3	6	0.0	0.0	10																																							"2176.1.1"		0	2	3.0
2176.11			1	1	4	2	9.0	9.0	0	200	2.0	4	2					1			1			72000	3	1990	98			1	1			1			1			1			1					"2176.1.1"		1	2	3.0
2176.11			1	1	5	2	24.0	0.0	10																																							"2176.1.1"		0	2	3.0
2176.11			1	1	6	2	15.0	0.0	10																																							"2176.1.1"		0	2	3.0
2176.11			1	1	7	2	9.0	0.0	10																																							"2176.1.1"		0	2	3.0
2176.11			1	1	8	2	6.0	0.0	10																																							"2176.1.1"		0	2	3.0
2176.12	10	7	9	1	1	1	24.0	8.0	2	0	0.0	4	1					9			72			160000	5	2018	9			4																10	17	"2176.1.2"		0	2	3.0
2176.12			9	1	2	2	24.0	24.0	0	500	3.0	4	8					9	72		72			400000	5	2018	98			9																		"2176.1.2"		0	2	3.0
2176.12			9	1	3	2	0.0	0.0	10																																							"2176.1.2"		0	2	3.0
2176.12			9	1	4	2	9.0	0.0	2																																							"2176.1.2"		0	2	3.0
2176.12			9	1	5	2	24.0	0.0	2																																							"2176.1.2"		0	2	3.0
2176.12			9	1	6	2	15.0	0.0	2																																							"2176.1.2"		0	2	3.0
2176.12			9	1	7	2	9.0	0.0	2																																							"2176.1.2"		0	2	3.0
2176.12			9	1	8	2	6.0	0.0	2																																							"2176.1.2"		0	2	3.0
2176.2	15	3	3	1	1	1	3.0	3.0	0	0	0.0	4	1					72			72			15000	3	2012	98			4																15	9	"2176.2"		0	2	3.0
2176.2			3	1	2	2	0.0	0.0	10																																							"2176.2"		0	2	3.0
2176.2			3	1	3	2	0.0	0.0	10																																							"2176.2"		0	2	3.0
2176.2			3	1	4	2	0.0	0.0	10																																							"2176.2"		0	2	3.0
2176.2			3	1	5	2	0.0	0.0	10																																							"2176.2"		0	2	3.0
2176.2			3	1	6	2	0.0	0.0	10																																							"2176.2"		0	2	3.0
2176.2			3	1	7	2	0.0	0.0	10																																							"2176.2"		0	2	3.0
2176.2			3	1	8	2	0.0	0.0	10																																							"2176.2"		0	2	3.0
2176.2			3	1	9	2	30.0	0.0	10																																							"2176.2"		0	2	3.0
2177.0	11	56	1	1	1	1	3.0	6.0	6	0	0.0	4	1					1			1			60000	3	2008	98			4																12	22	"2177"		0	2	3.0
2177.0			1	1	2	2	27.0	27.0	0	1000	3.0	4	8					1			1			220000	3	2008	98			9																		"2177"		0	2	3.0
2177.0			1	1	3	2	18.0	18.0	0	1000	3.0	4	8					1			1			140000	3	2008	98			9																		"2177"		0	2	3.0
2177.0			1	1	4	2	13.0	13.0	0	500	2.0	4	6				150.0	1			1			100000	3	2008	98			9																		"2177"		0	2	3.0
2177.0			1	1	5	2	9.0	9.0	0	100	2.0	4	8					1			1			70000	3	2008	98			9																		"2177"		0	2	3.0
2177.0			1	1	6	2	7.0	7.0	0	100	1.0	4	8					1			1			60000	3	2008	98			9																		"2177"		0	2	3.0
2177.0			1	1	7	2	5.0	5.0	0	500	1.0	4	8					1			1			40000	3	2008	98			9																		"2177"		0	2	3.0
2177.0			1	1	8	2	9.0	9.0	0	100	1.0	4	6				100.0	1			1			70000	3	2008	98			9																		"2177"		0	2	3.0
2178.1	10	22	1	1	1	1	4.0	4.0	0	0	0.0	4	1					1			1			30000	3	2010	98			4																11	55	"2178.1"		0	2	3.0
2178.1			1	1	2	2	45.0	45.0	0	200	0.0	4	4	3	1	1		72			72			250000	6	2010	98			1	1			1	72		1			1			1					"2178.1"		1	2	3.0
2178.1			1	1	3	2	0.0	0.0	10																																							"2178.1"		0	2	3.0
2178.1			1	1	4	2	30.0	30.0	0	300	1.0	4	4	3	1	1		72			72			150000	6	2010	98			1	1			1	72		1			1			1					"2178.1"		1	2	3.0
2178.1			1	1	5	2	15.0	15.0	0	350	1.0	4	4	3	1	1		72			72			150000	6	2010	98			1	1			1	72		1			1			1					"2178.1"		1	2	3.0
2178.1			1	1	6	2	25.0	0.0	3																																							"2178.1"		0	2	3.0
2178.1			1	1	7	2	0.0	0.0	10																																							"2178.1"		0	2	3.0
2178.1			1	1	8	9	2.0	2.0	0	0	2.0	4	1					1			1			15000	3	1977	98			7																		"2178.1"		0	2	3.0
2178.1			1	1	9	2	0.0	30.0	7	400	0.0	4	4	3	1	1		72			72			250000	6	2011	98			1	1			1	72		1			1			1					"2178.1"		1	2	3.0
2178.1			1	1	10	2	0.0	54.0	7	350	0.0	4	4	3	1	1		72			72			450000	6	2017	98			1	1			1	72		1			1			1					"2178.1"		1	2	3.0
2178.1			1	1	11	2	0.0	9.0	7	250	0.0	4	4	3	1	1		2			72			95000	6	2017	6			1	1	72		1			1			1			1					"2178.1"		1	2	3.0
2178.1			1	1	12	2	0.0	30.0	7	200	0.0	4	4	3	1	1		72			72			250000	2	2006	1			1	1	72		1			1			1			1					"2178.1"		1	2	3.0
2178.3	10	41	5	1	1	1	1.5	1.5	0	0	0.0	4	1					5	72		5	72		35000	3	2012	98			4																10	10	"2178.3"		0	2	3.0
2178.3			5	1	2	2	45.0	0.0	3																																							"2178.3"		0	2	3.0
2178.3			5	1	3	2	45.0	0.0	3																																							"2178.3"		0	2	3.0
2178.3			5	1	4	2	30.0	0.0	3																																							"2178.3"		0	2	3.0
2178.3			5	1	5	2	15.0	0.0	3																																							"2178.3"		0	2	3.0
2178.3			5	1	6	2	25.0	0.0	3																																							"2178.3"		0	2	3.0
2178.3			5	1	7	2	20.0	0.0	3																																							"2178.3"		0	2	3.0
2178.3			5	1	8	9	2.0	0.0	3																																							"2178.3"		0	2	3.0
2179.0	13	41	1	1	1	1	3.0	3.0	0	0	0.0	4	1					1			1			30000	3	1972	98			4																14	5	"2179"		0	2	3.0
2179.0			1	1	2	3	3.0	3.0	0	0	0.0	4	1					1	72		1	72		25000	3	1972	98			7																		"2179"		0	2	3.0
2180.0	16	32	1	1	1	1	15.0	15.0	0	0	0.0	4	1					1	72		72			65000	3	1976	98			4																16	56	"2180"		0	2	3.0
2180.0			1	1	2	2	15.0	15.0	0	250	2.0	4	6				250.0	1	72		72			55000	3	1972	98			9																		"2180"		0	2	3.0
2180.0			1	1	3	2	12.0	12.0	0	250	2.0	4	6				200.0	1	72		72			45000	3	1972	98			9																		"2180"		0	2	3.0
2180.0			1	1	4	2	9.0	9.0	0	250	2.0	4	7					1	72		72			40000	3	1972	98			9																		"2180"		0	2	3.0
2180.0			1	1	5	9	2.0	2.0	0	0	4.0	4	1					1	72		72			15000	3	1972	98			7																		"2180"		0	2	3.0
2181.0	16	34	2	1	1	1	10.0	10.0	0	0	0.0	4	1					72			72			63500	3	1998	98			4																16	59	"2181"		0	2	3.0
2181.0			2	1	2	4	9.0	9.0	0	200	2.0	4	1					72			72			42840	3	1985	98			5																		"2181"		0	2	3.0
2181.0			2	1	3	2	18.0	18.0	0	300	2.0	4	2					72			72			85500	3	1985	98			1	1			2	1		2	1		2	1		2	1				"2181"		1	2	3.0
2181.0			2	1	4	2	6.0	6.0	0	500	2.0	4	2					72			72			28500	3	1985	98			1	1			2	1		2	1		2	1		2	1				"2181"		1	2	3.0
2181.0			2	1	5	2	18.0	18.0	0	100	2.0	4	2					72			72			85500	3	1985	98			1	1			2	1		2	1		2	1		2	1				"2181"		1	2	3.0
2181.0			2	1	6	9	9.0	9.0	0	0	2.0	4	1					72			72			24000	3	1992	98			7																		"2181"		0	2	3.0
2182.0	9	45	1	1	1	1	15.0	15.0	0	0	0.0	4	1					1			1			300000	1	1996	98			4																10	30	"2182"		0	2	3.0
2182.0			1	1	2	2	15.0	15.0	0	1000	2.0	4	2					1			1			80000	1	1996	98			1	1	72		1			1			1			1					"2182"		1	2	3.0
2182.0			1	1	3	2	0.0	0.0	10																																							"2182"		0	2	3.0
2182.0			1	1	4	2	0.0	0.0	10																																							"2182"		0	2	3.0
2182.0			1	1	5	2	60.0	0.0	3																																							"2182"		0	2	3.0
2182.0			1	1	6	2	0.0	0.0	10																																							"2182"		0	2	3.0
2182.0			1	1	7	2	24.0	0.0	3																																							"2182"		0	2	3.0
2182.0			1	1	8	2	24.0	0.0	3																																							"2182"		0	2	3.0
2182.0			1	1	9	2	0.0	54.0	7	500	3.0	4	3	1	1	1	500.0	72			72			342900	1	2018	98			1	1	72		1			1			1			1					"2182"		1	2	3.0
2182.0			1	1	10	2	0.0	9.0	7	500	3.0	4	3	1	1	1	100.0	72			72			57150	1	2018	98			1	1	72		1			1			1			1					"2182"		1	2	3.0
2183.0	11	21	3	1	1	1	21.0	21.0	0	0	0.0	4	1					1			1			120000	3	1960	98			4																11	50	"2183"		0	2	3.0
2183.0			3	1	2	2	36.0	36.0	0	100	1.0	4	2					1			1			200000	3	1960	98			1	1	72		1			1			1			1					"2183"		1	2	3.0
2183.0			3	1	3	2	30.0	0.0	3																																							"2183"		0	2	3.0
2183.0			3	1	4	2	30.0	0.0	3																																							"2183"		0	2	3.0
2183.0			3	1	5	2	240.0	0.0	3																																							"2183"		0	2	3.0
2183.0			3	1	6	2	120.0	120.0	0	700	1.0	4	3	2	1	1	1000.0	72			72			1200000	6	2018	98			1	1	72		1	72		1			1			1					"2183"		1	2	3.0
2183.0			3	1	7	9	9.0	9.0	0	0	0.0	4	1					1			1			60000	3	1960	98			7																		"2183"		0	2	3.0
2183.0			3	1	8	2	18.0	0.0	3																																							"2183"		0	2	3.0
2183.0			3	1	9	2	60.0	0.0	3																																							"2183"		0	2	3.0
2183.0			3	1	10	2	0.0	120.0	7	1000	2.0	4	3	2	1	1	1000.0	72			72			1200000	6	2018	98			1	1	72		1	72		1			1			1					"2183"		1	2	3.0
2183.0			3	1	11	2	0.0	60.0	7	1000	2.0	4	3	2	1	1	500.0	72			72			600000	6	2018	98			1	1	72		1	72		1			1			1					"2183"		1	2	3.0
2184.0	10	25	1	1	1	1	8.0	8.0	0	0	0.0	4	1					1			1			76200	3	2012	98			4																11	20	"2184"		0	2	3.0
2184.0			1	1	2	2	0.0	0.0	10																																							"2184"		0	2	3.0
2184.0			1	1	3	2	5.0	5.0	0	300	3.0	4	2					1			1			31750	3	2001	98			1	1			1			1			1			1					"2184"		1	2	3.0
2184.0			1	1	4	2	5.0	5.0	0	100	2.0	4	2					1			1			31750	3	2001	98			1	1			1			1			1			1					"2184"		1	2	3.0
2184.0			1	1	5	2	5.0	5.0	0	500	3.0	4	2					1			1			31750	3	2001	98			1	1			1			1			1			1					"2184"		1	2	3.0
2184.0			1	1	6	2	60.0	0.0	3																																							"2184"		0	2	3.0
2184.0			1	1	7	2	0.0	0.0	10																																							"2184"		0	2	3.0
2184.0			1	1	8	9	0.0	0.0	10																																							"2184"		0	2	3.0
2184.0			1	1	9	2	0.0	75.0	7	0	3.0	4	3	3	1	1	625.0	72			72			476250	6	2018	98			1	1			1			1			1			1					"2184"		1	2	3.0
2184.0			1	1	10	2	0.0	30.0	7	0	2.0	4	3	3	1	1	250.0	72			72			200000	6	2018	98			1	1			1			1			1			1					"2184"		1	2	3.0
2185.0	10	2	1	1	1	1	14.0	14.0	0	0	1.0	4	1					1			1			112000	1	2004	98			4																11	20	"2185"		0	2	3.0
2185.0			1	1	2	2	15.0	15.0	0	100	4.0	4	2					1			1			95250	3	2009	98			1	1	72		1			1			1			1					"2185"		1	2	3.0
2185.0			1	1	3	2	9.0	9.0	0	500	4.0	4	2					1			1			57150	3	2009	98			1	1	72		1			1			1			1					"2185"		1	2	3.0
2185.0			1	1	4	2	3.0	3.0	0	100	3.0	4	4	3	1	1		72			72			19050	6	2009	98			1	1	72		1			1			1			1					"2185"		1	2	3.0
2185.0			1	1	5	2	3.0	3.0	0	100	2.0	4	4	3	1	1		72			72			19050	6	2009	98			1	1	72		1			1			1			1					"2185"		1	2	3.0
2185.0			1	1	6	2	0.0	0.0	10																																							"2185"		0	2	3.0
2185.0			1	1	7	2	30.0	0.0	3																																							"2185"		0	2	3.0
2185.0			1	1	8	2	0.0	0.0	10																																							"2185"		0	2	3.0
2185.0			1	1	9	9	1.0	1.0	0	0	1.0	4	1					1			1			8000	1	2007	98			7																		"2185"		0	2	3.0
2185.0			1	1	10	2	4.5	4.5	0	500	2.0	4	4	3	1	1		72			72			28400	6	2014	98			1	1	72		1			1			1			1					"2185"		1	2	3.0
2185.0			1	1	11	2	0.0	12.0	7	600	4.0	4	4	3	1	1		72			72			76200	2	2006	98			1	1	72		1			1			1			1					"2185"		1	2	3.0
2185.0			1	1	12	2	0.0	24.0	7	500	4.0	4	4	3	1	1		72			72			152400	2	2006	98			1	1	72		1			1			1			1					"2185"		1	2	3.0
2185.0			1	1	13	2	0.0	15.0	7	500	4.0	4	4	3	1	1		72			72			95250	2	2006	98			1	1	72		1			1			1			1					"2185"		1	2	3.0
2185.0			1	1	14	2	0.0	15.0	7	500	4.0	4	4	3	1	1		72			72			95250	2	2006	98			1	1	72		1			1			1			1					"2185"		1	2	3.0
2185.0			1	1	15	2	0.0	15.0	7	400	4.0	4	4	3	1	1		72			72			95250	2	2006	98			1	1	72		1			1			1			1					"2185"		1	2	3.0
2186.0	10	55	2	1	1	1	8.0	8.0	0	0	1.0	4	1					2			2			800000	3	2008	98			4																11	20	"2186"		0	2	3.0
2186.0			2	1	2	9	1.0	1.0	0	0	0.0	4	1					2			2			50000	3	2008	98			7																		"2186"		0	2	3.0
2187.0	10	28	1	1	1	1	14.0	14.0	0	0	0.0	4	1					1			1			120000	3	1972	1	2		4																10	43	"2187"		0	2	3.0
2187.0			1	1	2	2	30.0	30.0	0	500	3.0	4	8					1			1			205000	3	1972	98			9																		"2187"		0	2	3.0
2187.0			1	1	3	2	0.0	0.0	10																																							"2187"		0	2	3.0
2187.0			1	1	4	2	10.0	10.0	0	0	3.0	4	2					1			1			60000	3	1972	98			1	1			1			1			1			1					"2187"		1	2	3.0
2187.0			1	1	5	9	3.0	3.0	0	0	0.0	4	1					1			1			30000	3	1972	98			7																		"2187"		0	2	3.0
2187.0			1	1	6	2	0.0	12.0	6	300	2.0	4	2					1			1			150000	3	2015	98			1	1			1			1			1			1					"2187"		1	2	3.0
2188.0	12	25	1	1	1	1	3.0	3.0	0	0	0.0	4	1					1			1			30000	3	1996	98			4																12	48	"2188"		0	2	3.0
2188.0			1	1	2	2	0.0	0.0	10																																							"2188"		0	2	3.0
2188.0			1	1	3	2	0.0	0.0	10																																							"2188"		0	2	3.0
2188.0			1	1	4	2	0.0	0.0	10																																							"2188"		0	2	3.0
2188.0			1	1	5	2	3.0	0.0	3																																							"2188"		0	2	3.0
2188.0			1	1	6	2	6.0	0.0	3																																							"2188"		0	2	3.0
2188.0			1	1	7	2	6.0	0.0	3																																							"2188"		0	2	3.0
2188.0			1	1	8	2	6.0	0.0	3																																							"2188"		0	2	3.0
2191.0	10	23	1	1	1	1	7.0	9.0	10	0	0.0	4	1					1			1			110000	3	2001	98			4																10	46	"2191"		0	2	3.0
