a01	hh_type	m2_01	m2_02	m2_03	m2_04	m2_05	m2_06	m2_07	m2_08	m2_09	m2_10	m2_11	m2_12	m2_13	m2_14	m2_15	m2_16	m2_17	m2_18	m2_19	m2_20	m2_21
4564	3	2	6	11	1	1	1	3	0.75	210	210	1	1		2		1	0	0	1	0.5	2
4565	3	99																				
4566	3	99																				
4567	3	1	6	10	1	6	4	3	0.5	250	1000	1	1		2		1	0	0	1	0.5	2
4567	3	2	27	12	10	6	5	3	0.045	10	50	1	1		2		1	0	0	1	0.25	2
4568	3	1	6	10	2	1	3	3	0.5	250	750	1	1		2		1	0	0	1	0.5	2
4568	3	2	27	12	2	1	16	3	0.05	8	128	1	1		2		1	0	0	1	0.5	2
4569	3	99																				
4570	3	1	7	10	2	1	1	3	78	22700	22700	1	1		2		1	0	0	1	1	1
4571	3	1	7	10	2	1	1	3	51	15000	15000	1	1		2		1	0	0	1	0.5	2
4571	3	2	6	9	1	1	1	3	0.5	200	200	1	1		2		1	0	0	1	0.25	2
4572	3	1	6	12	10	6	1	3	0.5	170	170	1	1		2		1	0	0	1	0.25	2
4572	3	2	27	11	10	6	1	4	0.045	8	32	1	1		2		1	0	0	1	0.25	2
4573	3	1	27	12	1	1	1	2		40	40	1	1		2		1	0	0	1	0.25	2
4574	3	99																				
4575	3	99																				
4576	3	99																				
4577	3	1	27	2	10	6	2000	2		1	2000	1	1		2		1	0	0	1	0.5	2
4577	3	2	6	11	10	6	2	3	1	220	440	1	1		2		1	0	0	1	0.5	2
4577	3	3	27	12	10	6	6	3	0.045	10	60	1	1		2		1	0	0	1	0.25	2
4577	3	4	27	10	2	1	20000	2		5	100000	1	1		1	2	1	0	0	1	3	2
4578	3	1	27	2	2	1	3480	2		3.5	12180	1	1		1	2	1	0	0	1	1	2
4578	3	2	8	9	2	1	1	3	7	2500	2500	1	1		2		1	0	0	1	0.5	2
4578	3	3	27	11	2	1	70	2		114	8000	1	1		1	2	1	0	0	1	2	2
4578	3	4	27	5	2	1	10	2		300	3000	1	1		1	2	1	0	0	1	1	2
4579	3	1	17	1	2	1	2	1	40	250	500	1	1		2		3	1.5	20	8	1	2
4579	3	2	27	10	2	1	5	1	40	160	800	1	1		2		1	0	0	1	1	2
4579	3	3	27	12	2	1	10	2		60	600	1	1		2		1	0	0	1	1	2
4579	3	4	7	9	2	1	1	3	60	16000	16000	1	1		2		1	0	0	1	2	2
4579	3	5	8	10	2	1	1	3	24	9000	9000	1	1		2		4	40	7	1	3	2
4580	3	99																				
4581	3	99																				
4582	3	1	7	9	2	1	1	3	79	20000	20000	1	1		2		3	1	7	1	1	2
4582	3	2	8	10	2	1	1	3	6	2000	2000	1	1		2		3	1	7	1	1	2
4582	3	3	6	11	1	1	1	3	0.7	180	180	1	1		2		1	0	0	1	0.5	2
4582	3	4	27	2	1	1	1150	2		2	2300	1	1		2		1	0	0	3	1	2
4582	3	5	27	10	2	1	10	2		5	50	1	1		2		1	0.5	0.5	8	1	2
4583	3	1	6	11	10	6	1	3	0.5	150	150	1	1		2		1	0	0	1	0.25	2
4583	3	2	27	5	10	1	1	2		40	40	1	1		2		1	0	0	1	0.25	2
4583	3	3	27	12	10	6	4	3	0.04	10	40	1	1		2		1	0	0	1	0.25	2
4584	3	1	7	9	2	2	1	3	120	30000	30000	1	1		1	2	1	0	0	1	0.5	2
4584	3	2	6	12	1	1	3	3	0.75	120	360	1	1		2		1	0	0	1	0.25	2
4584	3	3	27	11	1	1	4	3	0.045	10	40	1	1		2		1	0	0	1	0.25	2
4584	3	4	14	7	2	1	8	3	3	30	240	1	1		2		1	0	0	1	0.5	2
4584	3	5	27	9	2	1	84	2		19.28	1620	1	1		2		2	1	6	3	1	2
4584	3	6	27	12	1	1	1	2		30	30	1	1		2		1	0	0	1	0.25	2
4585	3	1	7	12	2	1	3	3	32	8834	26500	1	1		2		1	0	0	1	0.5	2
4586	3	99																				
4587	3	1	6	10	1	6	2	3	1	300	600	1	1		2		1	0	0	1	0.25	2
4587	3	2	27	12	1	6	12	3	0.55	10	120	1	1		2		1	0	0	1	0.25	2
4588	3	1	6	11	1	6	3	3	0.5	186	560	1	1		2		1	0	0	1	0.25	2
4589	3	1	7	9	2	1	1	3	92	23000	23000	1	1		2		3	1	7	1	2	2
4589	3	2	27	12	10	6	1	2		30	30	1	1		2		1	0	0	1	0.25	2
4590	3	1	7	9	2	1	1	3	67	16000	16000	1	1		2		3	1	7	1	1	2
4590	3	2	8	12	2	1	1	3	8	2800	2800	1	1		2		3	1	7	1	0.5	2
4591	3	99																				
4592	3	1	27	5	1	1	10	1	40	450	4500	1	1		2		1	0	0	1	1.5	2
4593	3	1	6	12	1	1	2	3	1	180	360	1	1		2		1	0	0	1	0.25	2
4593	3	2	27	11	2	1	4	3	0.5	10	40	1	1		2		1	0	0	1	0.25	2
4594	3	1	7	9	10	6	1	3	96	23000	23000	1	1		2		1	0	0	1	0.5	2
4594	3	2	6	12	10	6	1	1	1	180	180	1	1		2		1	0	0	1	0.25	2
4594	3	3	27	12	2	1	4	3	0.045	40	160	1	1		2		1	0	0	1	0.25	2
4594	3	4	27	4	2	1	1	1	40	800	800	1	1		2		3	0.5	7	8	1	2
4595	3	99																				
4596	3	1	6	11	10	6	1	3	0.5	100	100	1	1		2		1	0	0	1	0.25	2
4597	3	1	7	9	2	1	1	3	60	14000	14000	1	1		2		3	1.5	2	1	2.5	2
4598	3	99																				
4599	3	1	27	12	10	6	900	2		1	900	1	1		2		1	0	0	1	1	2
4600	3	1	27	4	10	6	0.5	2		40	20	1	1		2		1	0	0	1	0.25	2
4600	3	2	7	8	10	1	1	3	40	11000	11000	1	1		2		3	0.5	2	1	1.5	2
4600	3	3	6	11	10	6	1	3	0.75	180	180	1	1		2		1	0	0	1	0.25	2
4601	2	1	23	8	2	1	520	2		20.5	10660	1	100		2		1	0	0	13	0	2
4601	2	2	27	5	2	1	80	2		70	5600	1	100		2		1	0	0	13	0	2
4601	2	3	27	6	2	1	300	2		22.5	6750	1	100		2		1	0	0	13	0	2
4601	2	4	7	8	1	6	1	3	65	18850	18850	1	100		2		1	0	0	13	0	2
4601	2	5	27	9	1	2	6	2		22	132	1	100		2		1	0	0	13	0	2
4601	2	6	27	10	10	6	5	3	0.05	10	50	1	100		2		1	0	0	13	0	2
4602	2	1	27	4	2	5	2.5	1	40	5120	12800	1	100		2		1	0	0	13	0	2
4603	2	1	27	4	1	5	20	2		10	200	1	100		2		1	0	0	13	0	2
4603	2	2	27	1	11	5	2	2		25	50	1	100		2		1	0	0	13	0	2
4603	2	3	27	5	1	5	3	3	5	20	60	1	100		2		1	0	0	13	0	2
4603	2	4	6	12	10	6	1	3	1.5	250	250	1	100		2		1	0	0	13	0	2
4604	2	1	27	4	1	5	40	2		20	800	1	100		2		1	0	0	13	0	2
4604	2	2	27	5	1	5	10	2		10	100	1	100		2		1	0	0	13	0	2
4604	2	3	7	3	10	5	1	3	125	31000	31000	1	100		2		3	1.5	3	1	4	2
4604	2	4	27	10	10	6	2	3	0.05	10	20	1	100		2		1	0	0	13	0	2
4606	2	1	7	6	2	5	1	3	100	34000	34000	1	100		2		4	1	12	12	3	2
4606	2	2	27	7	1	5	6	1	40	1200	7200	1	100		2		1	0	0	13	0	2
4606	2	3	27	5	1	5	30	2		10	300	1	100		2		1	0	0	13	0	2
4606	2	4	27	4	1	6	2	3	3	15	30	1	100		2		1	0	0	13	0	2
4607	2	1	27	4	1	5	30	2		25	750	1	100		2		1	0	0	13	0	2
4607	2	2	27	4	1	5	5	2		10	50	1	100		2		1	0	0	13	0	2
4607	2	3	27	11	1	4	2	2		28	56	1	100		2		1	0	0	13	0	2
4608	2	99																				
4609.1	2	1	27	4	1	5	20	2		5	100	1	100		2		1	0	0	13	0	1
4609.2	2	1	27	12	10	6	2	3	0.05	10	20	1	100		2		1	0	0	13	0	2
4610	2	1	27	5	2	5	156	2		120	18720	1	100		2		2	1	2	1	0.5	2
4611	2	1	27	8	9	1	30	2		100	3000	1	100		2		2	0.5	5	1	0.2	2
4611	2	2	27	4	9	1	80	2		20	1600	1	100		2		2	0.5	5	1	0.2	2
4611	2	3	8	6	2	1	1	3	8	3200	3200	1	100		2		2	0.5	5	1	0.2	2
4612	2	1	13	7	2	5	20	2		20	400	1	100		2		1	0	0	13	0	2
4613	2	1	27	5	9	1	25	2		30	750	1	100		2		2	0.5	3	1	0.15	2
4615	2	99																				
4616	2	1	27	6	2	5	1000	2		22.5	22500	1	100		2		2	1	2	3	1	2
4616	2	2	27	7	2	5	223	2		70	15610	1	100		2		2	1	2	1	0.5	2
4617	2	1	27	4	2	5	135	2		80	10800	1	100		2		2	0.5	1	1	0.5	2
4617	2	2	25	5	2	5	656	2		15	9840	1	100		2		2	0.5	1	3	1	2
4617	2	3	27	11	1	5	2	2		40	80	1	100		2		1	0	0	13	0	2
4618	2	99																				
4620	2	99																				
4621	2	1	23	9	2	1	100	2		27.5	2750	1	100		2		2	0.5	3	12	1	2
4621	2	2	27	5	4	3	120	2		90	10800	1	100		2		2	0.5	3	12	2	2
4622	2	99																				
4623	2	1	23	9	2	2	800	2		25	20000	1	100		2		6	1.1	6	12	3	2
4623	2	2	27	4	2	4	40	2		100	4000	1	100		2		1	0	0	13	0	2
4623	2	3	27	6	1	5	10	3	1	10	100	1	100		2		1	0	0	13	0	2
4623	2	4	27	12	1	5	2	3	3	20	40	1	100		2		1	0	0	13	0	2
4623	2	5	27	3	1	5	1	3	3	35	35	1	100		2		1	0	0	13	0	2
4623	2	6	27	7	1	5	1	2		25	25	1	100		2		1	0	0	13	0	2
4623	2	7	27	7	1	5	3	2		15	45	1	100		2		1	0	0	13	0	2
4623	2	8	27	1	1	6	1	2		20	20	1	100		2		1	0	0	13	0	2
4624	2	1	27	5	2	5	275	2		100	27500	1	100		2		2	1	5	3	1	2
4625	2	1	23	9	2	5	520	2		30	15600	1	100		2		2	1	10	12	1	2
4625	2	2	27	5	2	5	635	2		100	63500	1	100		2		2	1	10	12	1	2
4626	2	1	10	3	2	5	3	2		200	600	1	100		2		1	0	0	13	0	2
4627	2	1	27	3	1	5	280	2		44.6428571428571	12500	1	100		2		1	0	0	13	0	2
4628	2	1	23	9	2	2	620	2		30.9677419354839	19200	1	100		2		6	1.5	5	12	3	2
4628	2	2	24	3	2	5	40	2		20	800	1	100		2		6	1.5	5	12	1	2
4628	2	3	27	4	2	2	40	2		30	1200	1	100		2		1	0	0	13	0	2
4629	2	1	27	10	1	5	10	3	0.045	9	90	1	100		2		1	0	0	13	0	2
4630	2	1	27	3	1	6	80	2		100	8000	1	100		2		1	0	0	13	0	2
4630	2	2	27	2	1	5	2	2		30	60	1	100		2		1	0	0	13	0	2
4631	2	1	23	9	2	2	220	2		27.5	6050	1	100		2		7	2	15	12	2	2
4631	2	2	27	5	2	1	150	2		90	13500	1	100		2		7	2	15	12	1	2
4631	2	3	27	7	9	5	20	2		30	600	1	100		2		1	0	0	13	0	2
4631	2	4	27	4	9	1	10	2		30	300	1	100		2		1	0	0	13	0	2
4632	2	1	27	11	2	2	16	2		30	480	1	100		2		2	0.3	4	1	1	2
4632	2	2	27	11	2	2	50	2		10	500	1	100		2		2	0.3	4	1	1	2
4632	2	3	17	11	2	2	30	2		20	600	1	100		2		2	0.3	4	1	1	2
4632	2	4	27	12	2	2	10	2		30	300	1	100		2		2	0.3	4	1	1	2
4634	2	1	27	6	2	2	120	2		80	9600	1	100		2		2	0.5	3	12	2	2
4634	2	2	27	4	9	1	20	2		30	600	1	100		2		2	0.5	3	12	2	2
4634	2	3	27	7	1	2	50	2		40	2000	1	100		2		1	0	0	13	0	2
4634	2	4	27	9	1	1	30	3	0.045	9	270	1	100		2		1	0	0	13	0	2
4635	2	1	27	5	2	1	30	2		25	750	1	100		2		2	0.5	3	12	1	2
4635	2	2	27	2	9	1	15	2		30	450	1	100		2		2	0.5	3	12	1.5	2
4635	2	3	27	7	9	1	100	2		100	10000	1	100		2		2	0.5	3	12	1	2
4636	2	1	10	2	2	4	2	2		250	500	1	100		2		6	1	3	1	1	2
4636	2	2	27	2	10	5	1	2		15	15	1	100		2		1	0	0	13	0	2
4637	2	1	10	11	2	4	2	2		200	400	1	100		2		8	0.2	1	1	1	1
4637	2	2	7	10	9	5	1	3	100	30000	30000	1	100		2		2	0.9	5	1	1	2
4637	2	3	27	3	1	5	40	2		100	4000	1	100		2		1	0	0	13	0	2
4638	2	1	27	2	1	2	1	2		15	15	1	100		2		1	0	0	13	0	2
4641	3	1	23	10	2	5	75	2		40	3000	1	1		2		2	1.5	40	3	30	2
4642	3	1	3	4	2	5	600	2		22	13200	1	1		2		2	1	1	3	0.5	2
4642	3	2	5	5	2	5	60	2		45	2700	1	1		2		2	1	1	3	0.5	2
4642	3	3	7	5	2	5	1	3	75	26000	26000	1	1		2		1	0	0	3	5	2
4642	3	4	27	11	1	5	2	2		40	80	1	1		2		1	0	0	1	0	2
4643	3	1	23	8	2	5	3	1	40	1200	3600	1	1		2		6	0.5	3	3	2	2
4643	3	2	21	10	1	6	3	3	1.5	20	60	1	1		2		1	0	0	1	0.5	2
4644	3	1	23	11	1	5	6	1	10	1600	9600	1	1		2		1	0	0	12	1	2
4644	3	2	5	4	2	5	80	2		57	4600	1	1		2		7	40	4.5	3	1.5	2
4645	3	1	23	9	2	5	2	1	40	1500	3000	1	1		2		2	0	30	1	30	2
4646	3	1	23	8	2	1	720	2		23	16560	1	1		2		2	2	0.5	3	0.25	2
4646	3	2	24	9	2	1	10	2		20	200	1	1		2		2	2	0.5	3	0.5	2
4646	3	3	5	6	2	1	5	2		200	1000	1	1		2		2	2	0.75	3	0.5	2
4646	3	4	27	7	2	1	20	2		19.9	398	1	1		2		3	4	1	3	0.5	2
4646	3	5	7	6	2	1	1	3	80	25600	25600	1	1		2		3	2	1	3	0.5	2
4646	3	6	27	6	2	1	100	2		18	1800	1	1		2		3	2	0.5	3	0.5	2
4647	3	1	19	1	1	6	5	2		12	60	1	1		2		1	0	0	1	0.1	2
4647	3	2	27	6	1	6	10	2		45	450	1	1		2		1	0	0	1	0.25	2
4647	3	3	8	9	1	5	1	3	7	4000	4000	1	1		2		1	0	0	1	0.25	2
4648	3	1	23	12	2	5	750	2		45	33700	1	1		2		2	0.5	1.5	4	30	2
4648	3	2	27	11	1	5	3	2		40	120	1	1		2		1	0	0	1	0	2
4649	3	1	23	10	2	1	20	1	40	1040	20800	1	1		2		1	0	0	1	0.5	2
4650	3	99																				
4651	3	1	23	11	2	5	2.5	1	40	1800	4500	1	1		2		2	1	1	3	2	2
4651	3	2	7	10	1	6	1	3	200	50000	50000	1	1		2		1	0	0	1	3	2
4651	3	3	27	6	1	6	20	3	0.7	1	20	1	1		2		1	0	0	1	0.5	2
4651	3	4	27	5	1	6	10	3	50	2	20	1	1		2		1	0	0	1	0.5	2
4652	3	1	23	8	1	5	5	1	40	1600	8000	1	1		2		1	0	0	1	2	2
4652	3	2	5	3	2	5	4	1	4	900	3600	1	1		2		1	0	0	1	2	2
4652	3	3	7	7	9	5	1	3	60	15000	15000	1	1		2		1	0	0	1	3	2
4652	3	4	8	7	9	5	1	3	5	5500	5500	1	1		2		1	0	0	1	3	2
4653	3	1	27	10	1	6	12	3	60	2	24	1	1		2		1	0	0	1	0.5	2
4654	3	99																				
4656	3	1	23	10	1	5	25	1	40	40	1000	1	1		2		2	1.5	3	3	1	2
4656	3	2	5	4	10	6	1	2		30	30	1	1		2		1	0	0	1	0.5	2
4656	3	3	27	12	10	6	10	3	70	3	30	1	1		2		1	0	0	1	0.5	2
4657	3	99																				
4658	3	99																				
4659	3	1	27	11	1	6	15	2		30	500	1	1		2		1	0	0	1	0	2
4660	3	99																				
4661	2	1	7	4	2	5	1	3	200	50000	50000	1	100		1	2	1	0	0	13	0	2
4661	2	2	23	7	2	5	6.5	1	40	1100	7150	1	100		2		2	0.25	0.25	3	1	2
4661	2	3	3	3	9	5	2	1	40	900	1800	1	100		2		1	0	0	13	0	2
4661	2	4	24	1	2	5	1	1	40	800	800	1	100		2		1	0	0	13	0	2
4661	2	5	27	3	1	5	25	1	40	80	2000	1	100		1	2	1	0	0	13	0	1
4662	2	1	24	2	1	1	240	2		40	9600	1	100		1	1	1	0	0	13	0	2
4662	2	2	27	2	1	1	100	2		12	1200	1	100		2		1	0	0	13	0	2
4662	2	3	27	12	10	1	800	2		3	2400	1	0	7	1	1	1	0	0	13	0	2
4663	2	99																				
4665	2	1	7	5	2	5	1	3	50	10000	10000	1	100		1	2	1	0	0	13	0	2
4665	2	2	8	7	2	5	1	3	5	1000	1000	1	100		2		1	0	0	13	0	2
4665	2	3	6	4	1	5	2	3	0.5	120	240	1	100		2		1	0	0	13	0	2
4666	2	1	27	1	2	5	300	1	5	10	3000	1	100		1	2	1	0	0	13	0	1
4667.1	2	1	7	12	9	1	2	3	140	34500	69000	1	100		1	2	1	0	0	13	0	2
4667.1	2	2	24	5	9	1	80	2		40	3200	1	0	6	2		1	0	0	13	0	2
4667.2	2	99																				
4668	2	99																				
4669	2	1	7	6	1	2	1	3	72	20000	20000	1	100		2		1	0	0	13	0	2
4670	2	1	27	1	2	5	800	2		5	4000	1	100		1	2	1	0	0	13	0	2
4670	2	2	7	11	2	5	1	3	200	50000	50000	1	100		1	2	1	0	0	13	0	2
4671	2	99																				
4672	2	99																				
4673	2	1	7	7	2	6	1	3	80	20000	20000	1	100		1	2	1	0	0	13	0	2
4673	2	2	23	9	9	5	5	1	40	1200	6000	1	100		2		1	0	0	13	0	2
4673	2	3	27	4	2	5	50	2		50	2500	1	100		2		1	0	0	13	0	2
4673	2	4	3	4	9	5	40	2		20	800	1	100		2		2	0.25	0.25	1	0.25	2
4674	2	1	7	6	1	1	3	3	60	10000	30000	1	100		1	2	1	0	0	13	0	2
4675	2	99																				
4676	2	1	27	3	1	1	800	2		5	4000	1	100		1	1	1	0	0	13	0	2
4677	2	1	24	4	1	1	80	2		30	2400	1	100		2		1	0	0	13	0	2
4677	2	2	27	5	1	1	1000	2		7	7000	1	100		2		1	0	0	13	0	2
4678	2	1	27	7	1	1	800	2		2.5	2000	1	100		2		1	0	0	13	0	2
4679	2	99																				
4680	2	99																				
4681	2	1	11	9	1	5	5	2		850	4250	1	100		1	2	1	0	0	13	0	2
4681	2	2	10	9	1	5	20	2		10	200	1	100		1	2	1	0	0	13	0	2
4682	2	99																				
4683	2	99																				
4685	2	1	11	11	2	4	120	2		600	72000	1	100		1	2	1	0	0	13	0	1
4685	2	2	10	11	1	2	190	2		305	57950	1	100		1	2	1	0	0	13	0	1
4685	2	3	13	11	1	5	30	2		10	300	1	100		2		1	0	0	13	0	2
4685	2	4	16	11	1	5	20	2		20	400	1	100		2		1	0	0	13	0	2
4686	2	99																				
4687	2	1	27	1	2	1	10	2		200	2000	1	100		1	1	1	0	0	13	0	2
4687	2	2	11	9	2	1	4	2		500	2000	1	100		1	1	1	0	0	13	0	2
4688	2	1	10	7	2	1	32	2		130	4160	1	100		2		2	0.3	4	3	0.4	2
4688	2	2	11	8	2	2	14	2		700	9800	1	100		1	1	1	0	0	13	0	2
4689	2	1	16	11	9	5	40	2		17	680	1	100		2		1	0	0	13	0	2
4689	2	2	27	6	9	5	400	2		35	14000	1	100		2		1	0	0	13	0	2
4689	2	3	27	10	9	5	10	2		17	170	1	100		2		1	0	0	13	0	2
4689	2	4	13	11	9	5	12	2		6	72	1	100		2		1	0	0	13	0	2
4689	2	5	27	11	9	5	60	2		15	900	1	100		2		1	0	0	13	0	2
4689	2	6	10	10	2	2	85	2		129	10965	1	0	5	1	2	1	0	0	13	0	1
4689	2	7	11	10	2	2	40	2		700	28000	1	0	5	1	2	1	0	0	13	0	1
4690	2	1	10	11	2	1	2000	2		70	140000	1	0	15	1	2	2	0.5	3	3	2	2
4690	2	2	11	11	2	1	150	2		800	120000	1	0	15	1	2	2	0.5	3	3	0.5	2
4691	2	1	16	10	1	1	10	2		15	150	1	100		2		1	0	0	13	0	2
4691	2	2	27	11	1	1	15	2		8	120	1	100		2		1	0	0	13	0	2
4691	2	3	19	8	1	1	50	2		15	750	1	100		2		1	0	0	13	0	2
4691	2	4	13	11	1	1	15	2		15	225	1	100		2		1	0	0	13	0	2
4691	2	5	27	3	1	1	6	2		50	300	1	100		2		1	0	0	13	0	2
4692	2	1	10	8	2	2	2	4	60	2700	5400	1	100		2		2	1	10	7	1	2
4692	2	2	11	10	2	2	4	2		1000	4000	1	100		1	2	1	0	0	13	0	2
4692	2	3	7	7	2	2	1	3	75	20000	20000	1	100		1	2	1	0	0	13	0	2
4693	2	99																				
4694.1	2	99																				
4694.2	2	99																				
4695	2	1	10	12	2	6	70	2		106	7420	1	100		1	2	1	0	0	13	0	2
4695	2	2	11	12	2	6	20	2		700	14000	1	100		1	2	1	0	0	13	0	2
4696	2	1	11	12	2	5	2	2		600	1200	1	100		2		2	0.5	3	8	0.5	2
4696	2	2	27	11	2	5	8	2		500	4000	1	100		2		1	0	0	13	0	2
4697	2	99																				
4698	2	99																				
4699	2	1	8	10	2	5	3	3	20	2000	6000	1	100		2		1	0	0	13	0	2
4700	2	99																				
4701	2	1	10	10	1	3	22	2		134.090909090909	2950	1	100		1	2	1	0	0	13	0	2
4701	2	2	6	8	2	2	15	3	1	220	3300	1	100		1	2	1	0	0	13	0	2
4702	2	1	10	8	1	1	10	2		50	500	1	100		1	1	1	0	0	13	0	2
4702	2	2	11	8	1	1	15	2		600	9000	1	100		1	1	1	0	0	13	0	2
4703	2	99																				
4704	2	1	10	3	9	5	63	2		90.4761904761905	5700	1	100		1	2	1	0	0	13	0	2
4704	2	2	27	2	9	5	10	2		30	300	1	100		2		1	0	0	13	0	2
4704	2	3	27	3	9	5	30	2		50	1500	1	100		2		1	0	0	13	0	2
4704	2	4	27	6	9	5	80	2		15	1200	1	100		2		1	0	0	13	0	2
4705	2	99																				
4706	2	1	11	10	9	5	25	2		500	12500	1	100		1	2	1	0	0	13	0	2
4706	2	2	10	10	9	5	30	2		55	1650	1	100		2		1	0	0	13	0	2
4707	2	1	10	10	9	1	35	2		180	6300	1	100		2		2	1	15	9	1	2
4707	2	2	11	9	1	1	40	2		800	32000	1	100		2		1	0	0	13	0	2
4708	2	1	7	10	1	6	1	3	70	16100	16100	1	100		2		1	0	0	13	0	2
4708	2	2	8	10	1	6	1	3	14	5880	5880	1	100		2		1	0	0	13	0	2
4709	2	1	10	10	2	5	110	2		450	49500	1	100		1	2	1	0	0	13	0	2
4709	2	2	11	10	2	5	120	2		600	72000	1	100		1	2	1	0	0	13	0	2
4710	2	99																				
4711	2	1	10	8	2	1	50	2		120	6000	1	100		2		2	0.3	2	9	0.45	2
4711	2	2	11	8	2	1	5	2		900	4500	1	100		2		2	0.3	2	9	0.45	2
4712	2	99																				
4713	2	99																				
4714	2	99																				
4715	2	1	11	10	1	6	20	2		400	8000	1	100		1	2	1	0	0	13	0	2
4716	2	99																				
4717	2	99																				
4718	2	1	10	11	2	5	37	2		250	9250	1	100		2		3	0.4	5	3	3	2
4719	2	1	10	11	10	5	60	2		75	4500	1	100		1	2	1	0	0	13	0	2
4719	2	2	11	11	10	5	6	2		500	3000	1	100		2		1	0	0	13	0	2
4720	2	1	10	12	1	5	1	2		1000	1000	1	100		1	2	1	0	0	13	0	2
4720	2	2	11	12	1	5	800	3	0.001	1	800	1	100		1	2	1	0	0	13	0	2
4721	3	99																				
4723	3	1	27	7	1	1	200	2		17.5	3500	1	1		2		1	0	0	1	0.5	2
4723	3	2	10	12	1	1	2	2		500	1000	1	1		2		1	3	12	1	0.5	2
4724	3	99																				
4725	3	1	27	3	10	5	5	2		20	100	1	1		2		2	0.5	2	1	1	2
4725	3	2	27	2	10	5	4	2		20	80	1	1		2		2	1	2	1	1	2
4725	3	3	27	10	10	5	6	2		10	60	1	1		2		2	1	2	1	1	2
4726	3	1	10	12	2	1	3	2		300	900	1	1		2		3	1	15	12	0.5	2
4727	3	1	27	11	2	1	200	2		5	1000	1	1		2		3	0.55	3	1	1	2
4727	3	2	27	12	2	1	90	2		11.11	1000	1	1		2		3	0.5	3	1	1	2
4727	3	3	27	7	2	1	80	2		2.5	200	1	1		2		3	0.5	3	1	1	2
4728	3	1	27	2	2	1	10	2		10	100	1	1		2		2	0.1	4	1	1	2
4728	3	2	7	11	2	1	2	3	480	35000	70000	1	1		2		6	10	33	6	1	2
4729	3	1	5	5	1	2	120	2		36.6	4400	1	1		2		1	0	0	1	0.5	2
4730	3	99																				
4732	3	1	10	12	2	2	3	1	40	600	1800	1	1		2		6	0.1	3	1	0.5	2
4732	3	2	27	12	1	2	4	3	0.3	90	360	1	1		2		1	0	0	1	0.25	2
4733	3	99																				
4734	3	1	27	7	2	1	140	2		50	7000	1	1		2		1	0	0	1	0.5	2
4735	3	1	7	8	2	1	1	3	340	15000	15000	1	1		2		1	0	0	1	0.25	2
4736	3	1	27	8	2	1	60	2		55	3300	1	1		2		6	1	6	12	0.3	2
4736	3	2	5	3	2	1	15	2		50	750	1	1		2		6	1	6	12	0.3	2
4736	3	3	6	11	10	6	1	3	0.7	250	250	1	1		2		1	0	0	1	0.1	2
4736	3	4	10	10	10	1	1	2		250	250	1	1		2		2	0.5	4	1	1	2
4736	3	5	7	8	2	1	1	3	280	28000	28000	1	1		2		1	0	0	1	0.3	2
4737	3	1	10	12	2	5	1	3	4	4400	4400	1	1		2		4	2	20	12	0.5	2
4738	3	1	27	7	10	5	4	3	2	20	80	1	1		2		2	20	2	1	1	2
4738	3	2	27	11	10	5	5	2		15	75	1	1		2		2	20	2	1	1	2
4738	3	3	27	3	10	5	5	2		10	50	1	1		2		2	20	2	1	1	2
4738	3	4	27	4	10	5	5	2		10	100	1	1		2		2	20	2	1	1	1
4739	3	1	24	7	2	1	190	2		50	9500	1	1		2		6	2	7	12	0.2	2
4739	3	2	27	2	2	1	110	2		45	4950	1	1		2		6	2	7	12	0.25	2
4739	3	3	7	8	2	1	1	3	400	37000	37000	1	1		2		1	0	0	1	0.3	2
4740	3	1	11	11	10	1	2	2		500	1000	1	1		2		2	0.3	2	1	3	2
4741	3	1	8	8	2	1	2	3	12	2950	5900	1	1		2		1	0	0	1	0.5	2
4742	3	99																				
4743	3	1	7	10	2	5	1	3	120	35000	35000	1	1		2		2	1	4	1	2	2
4744	3	1	24	2	10	1	45	2		26.66	1200	1	1		2		6	0.3	3	3	32	2
4745	3	99																				
4746	3	99																				
4747	3	99																				
4748	3	99																				
4749	3	99																				
4750	3	1	27	5	10	1	800	2		2.5	2000	1	1		2		2	1	0	3	0.5	2
4751	3	99																				
4752	3	99																				
4753	3	1	24	2	2	1	80	2		27.5	2200	1	1		2		6	0.3	3	3	0.2	2
4753	3	2	6	10	10	6	1	3	0.6	200	200	1	1		2		1	0	0	1	0.1	2
4754	3	1	10	10	9	1	2	2		200	400	1	1		2		3	0.5	3	3	5	2
4755	3	1	27	7	12	6	3	2		40	120	1	1		2		1	0	0	1	0.15	2
4755	3	2	27	7	10	1	1	3	38	50	50	1	1		2		2	0.2	2	3	0.2	2
4756	3	99																				
4758	3	1	24	11	2	5	120	2		35	4200	1	1		2		2	0.25	20	3	0.2	2
4759	3	99																				
4761	3	99																				
4762	3	1	6	11	10	1	2	3	0.75	250	500	1	1		2		2	0.5	0.1	1	0.2	2
4763	3	99																				
4764	3	99																				
4765	3	1	27	5	10	1	600	2		3.33	2000	1	1		2		1	0	0	1	0.5	2
4766	3	99																				
4767	3	99																				
4768	3	1	6	9	10	1	2	3	0.75	210	420	1	1		2		1	0	0	1	0.12	2
4769	3	99																				
4770	3	99																				
4771.1	3	99																				
4771.2	3	99																				
4772	3	99																				
4773	3	99																				
4774	3	99																				
4775	3	99																				
4776	3	99																				
4777	3	99																				
4778	3	99																				
4779	3	99																				
