a01	hh_type	m2_01	m2_02	m2_03	m2_04	m2_05	m2_06	m2_07	m2_08	m2_09	m2_10	m2_11	m2_12	m2_13	m2_14	m2_15	m2_16	m2_17	m2_18	m2_19	m2_20	m2_21
127	2	7	19	11	2	5	21	2		9.52380952380952	200	1	100		2		2	0.25	2	8	0.25	2
128	2	99																				
129	2	1	5	11	2	1	90	2		30	2700	1	100		2		3	1	8	12	1	2
130	2	1	19	11	1	2	400	2		15	6000	1	100		2		1	0	0	13	0	2
131	2	99																				
132	2	1	27	4	2	5	40	2		20	800	1	100		2		6	0.3	3	3	0.4	2
132	2	2	27	4	2	5	30	2		25	750	1	100		2		6	0.3	3	3	0.4	2
134	2	1	16	9	10	5	20	2		50	1000	1	100		2		1	0	0	13	0	2
134	2	2	27	11	10	5	40	2		6.25	250	1	100		2		1	0	0	13	0	2
135	2	1	7	1	10	1	1	3	200	15000	15000	1	100		2		2	0.5	2	1	5	2
135	2	2	21	3	10	1	5	2		15	75	1	100		2		2	0.5	2	1	1	2
135	2	3	17	3	10	1	2	2		20	40	1	100		2		2	0.5	2	1	0.5	2
135	2	4	27	5	10	1	8	3	1	8	64	1	100		2		1	0	0	13	0	2
135	2	5	19	2	10	1	7	2		15	105	1	100		2		2	0.5	2	1	0.5	2
135	2	6	11	10	10	1	18	2		200	3600	1	100		2		2	0.5	2	1	0.5	2
135	2	7	10	10	10	1	4	2		100	400	1	100		2		1	0	0	13	0	2
136	2	1	27	11	9	1	5	2		35	175	1	100		2		1	0	0	13	0	2
136	2	2	27	4	9	1	30	2		15	450	1	100		2		1	0	0	13	0	2
137	2	1	27	4	2	6	180	2		22	3960	1	100		2		2	0.2	1	1	0.2	2
139	2	1	27	6	2	1	5	2		80	400	1	100		2		1	0	0	13	0	2
140	2	99																				
141	3	99																				
142	3	1	7	7	12	5	1	3	120	20000	20000	1	1		2		3	2	7	3	2	2
143	3	1	10	8	1	2	15	2		120	1800	1	1		2		2	0.5	2	1	0.5	2
144	3	1	10	6	2	4	10	2		250	2500	1	1		2		2	0.25	1	1	0.2	2
145	3	99																				
146	3	99																				
147	3	99																				
148.1	3	99																				
148.2	3	1	27	11	2	6	15	2		200	3000	1	1		2		2	0.2	1	1	0.2	2
148.3	3	1	27	8	2	1	30	2		200	6000	1	1		2		2	4	45	1	1	2
149	3	1	27	1	2	1	4	2		200	800	1	1		2		2	2	30	1	1	2
149	3	2	27	10	1	3	15	2		30	450	1	1		2		2	2	30	1	1	2
149	3	3	19	1	2	3	2	2		20	60	1	1		2		2	2	30	1	0	2
149	3	4	27	2	2	3	10	3	1	15	150	1	1		2		2	2	3	1	1	2
149	3	5	27	1	2	3	5	2		80	400	1	1		2		2	2	3	1	1	2
149	3	6	13	1	2	3	3	3	1	33	100	1	1		2		2	2	2	1	1	2
150	3	99																				
151	3	1	27	9	1	3	10	2		16	160	1	1		2		1	0	0	1	1	2
151	3	2	8	5	1	3	2	3	35	2250	4500	1	1		2		1	0	0	1	0.5	2
152	3	1	5	5	2	1	400	2		70	28000	1	1		2		1	0	0	1	2	2
152	3	2	7	4	1	1	1	3	90	25000	25000	1	1		2		1	0	0	1	1	2
153	3	1	7	6	9	1	1	3	60	10000	10000	1	1		2		2	0.5	1	1	1	2
154	3	99																				
155	3	1	27	7	2	1	20	2		125	2500	1	1		2		2	0.5	3	1	0.25	2
156	3	1	27	10	2	1	12	2		125	1500	1	1		2		2	0.1	1	1	1	2
157	3	99																				
158	3	99																				
160	3	99																				
161	2	99																				
162	2	1	23	3	2	5	2098	2		43.9489990467112	92205	1	100		2		8	0.1	0.5	1	0.15	2
162	2	2	18	3	2	5	235	2		10	2350	1	100		2		8	0.1	0.5	1	0.15	2
162	2	3	5	3	2	5	455	2		50	22750	1	100		2		8	0.1	0.5	1	0.15	2
162	2	4	27	3	2	5	35	2		40	1400	1	100		2		8	0.1	0.5	1	0.15	2
162	2	5	27	3	2	5	770	2		20	15400	1	100		2		8	0.1	0.5	1	0.15	2
162	2	6	3	3	2	5	40	2		20	800	1	100		2		8	0.1	0.5	1	0.2	2
162	2	7	5	3	2	5	60	2		70	4200	1	100		2		8	0.1	0.5	1	0.2	2
163	2	1	23	9	1	1	840	2		35	29400	1	100		2		8	1	2	12	1	2
164	2	99																				
165	2	1	27	3	9	3	8	2		20	160	1	100		2		1	0	0	13	0	2
165	2	2	17	3	9	3	14	2		25	350	1	100		2		1	0	0	13	0	2
165	2	3	5	5	9	3	40	2		45	1800	1	100		2		1	0	0	13	0	2
166	2	1	23	8	9	1	160	2		42	6720	1	100		2		2	1.5	2	12	0.2	2
166	2	2	5	5	9	1	45	2		70	3150	1	100		2		2	1.5	2	12	0.15	2
167	2	99																				
168	2	1	5	3	2	1	40	2		20	800	1	100		2		2	1	3	3	1	2
169	2	1	5	4	9	5	80	2		22.5	1800	1	100		2		2	0.5	10	1	0.2	2
170	2	99																				
171	2	99																				
172	2	1	5	3	1	1	200	2		35	7000	1	100		2		8	3	10	12	2	2
172	2	2	23	4	1	1	100	2		30	3000	1	100		2		8	3	10	12	2	2
173	2	1	27	12	1	1	300	2		2	600	1	100		2		1	0	0	13	0	2
174	2	99																				
175	2	1	7	9	1	6	1	3	120	28000	28000	1	100		2		1	0	0	13	0	2
176	2	1	23	11	2	1	200	2		30	6000	1	100		2		8	3	8	12	1	2
176	2	2	27	12	1	1	3000	2		2	6000	1	100		2		1	0	0	13	0	2
176	2	3	27	11	1	1	250	2		5	1250	1	100		2		1	0	0	13	0	2
177	2	99																				
178	2	1	6	1	1	1	5	3	0.5	70	350	1	100		2		1	0	0	13	0	2
178	2	2	10	1	1	1	14	2		150	2100	1	100		2		1	0	0	13	0	2
179	2	1	5	5	2	5	100	2		70	7000	1	100		2		2	0.3	1.5	3	12	2
179	2	2	10	6	2	5	40	2		120	4800	1	100		2		2	0.3	1.5	3	10	2
179	2	3	6	10	9	5	14	3	0.2	160	2240	1	100		2		2	0.3	1.5	1	0.2	2
179	2	4	27	11	2	5	4	3	0.045	8	32	1	100		2		1	0	0	13	0	2
179	2	5	27	7	2	5	4	3	0.05	10	40	1	100		2		1	0	0	13	0	2
180	2	1	5	12	2	5	180	2		22.5	4050	1	100		2		1	0	0	13	0	2
181	2	1	10	9	2	1	29	2		184.48275862069	5350	1	100		2		2	0.15	0.5	3	0.5	2
182	2	1	5	8	2	1	80	2		25	2000	1	100		1	1	2	1	6	12	0.3	2
183	2	99																				
184	2	99																				
185	2	1	17	2	10	3	10	2		25	250	1	100		2		2	0.2	0.5	1	0.2	2
186	2	99																				
187	2	99																				
188	2	99																				
189	2	1	13	9	10	5	4	2		25	100	1	100		2		1	0	0	13	0	2
189	2	2	17	4	10	5	12	2		8.33333333333333	100	1	100		2		1	0	0	13	0	2
190	2	1	14	9	2	5	20	2		20	400	1	100		2		2	0.2	0.5	3	0.2	2
190	2	2	27	11	2	5	40	2		5	200	1	100		2		2	0.1	0.5	3	0.15	2
191	2	1	10	2	9	5	34	2		140	4760	1	100		2		1	0	0	13	0	2
192	2	99																				
193	2	99																				
194	2	99																				
195	2	1	6	7	1	1	2	3	1.5	300	600	1	100		2		1	0	0	13	0	2
196	2	99																				
197	2	99																				
198	2	99																				
199	2	99																				
200	2	99																				
201	3	99																				
202	3	99																				
203	3	99																				
204	3	1	3	1	2	5	2300	2		20	46000	1	1		2		1	0	0	1	0	2
204	3	2	5	4	2	5	1240	2		54	66960	1	1		2		1	0	0	1	0	2
205	3	1	27	9	1	5	320	2		25	8000	1	1		2		1	0	0	1	0.25	2
206	3	99																				
207	3	99																				
208	3	99																				
209	3	1	5	3	2	5	15	2		15	225	1	1		2		2	0	1	1	30	2
209	3	2	16	5	1	6	60	2		60	3600	1	1		2		1	0	0	1	20	2
210	3	1	5	8	2	1	40	2		50	2000	1	1		2		2	0	20	3	1	2
211	3	99																				
212	3	1	27	1	10	6	20	2		25	500	1	1		2		1	0	0	1	0	2
212	3	2	10	4	10	6	35	2		400	14000	1	1		2		1	0	0.25	1	4	2
213	3	1	10	2	2	5	9	2		70	630	1	1		2		1	0	0	1	0.2	2
214	3	99																				
215.1	3	1	27	10	9	5	120	2		6	720	1	1		2		2	25	1	3	30	2
215.1	3	2	27	6	9	5	70	2		11	800	1	1		2		2	25	1	3	20	2
215.2	3	99																				
216	3	99																				
218	3	1	5	4	2	1	80	2		20	1600	1	1		2		3	0	0.25	3	15	2
218	3	2	27	7	2	1	120	2		5	600	1	1		2		3	0	0.25	3	1	2
218	3	3	24	4	2	1	40	2		30	1200	1	1		2		3	0	0.25	3	10	2
218	3	4	10	9	2	1	80	2		105	8400	1	1		2		3	0	0.25	3	30	2
219	3	1	5	10	2	1	40	2		20	800	1	1		2		2	0.5	2	2	0.5	2
219	3	2	27	6	2	1	40	2		40	1600	1	1		2		2	0.5	2	2	0.5	2
220	3	99																				
221	2	99																				
222	2	1	10	11	2	5	76	2		68.9473684210526	5240	1	100		2		2	0.3	2	3	1	2
224	2	99																				
225	2	99																				
226	2	99																				
227	2	99																				
228	2	99																				
230	2	99																				
231	2	99																				
232	2	99																				
233	2	1	6	9	1	1	2	3	0.25	100	200	1	100		2		1	0	0	13	0	2
234	2	99																				
235	2	99																				
237	2	99																				
238	2	99																				
239	2	99																				
240.1	2	99																				
240.2	2	99																				
241	2	1	6	6	10	6	8	3	1	275	2200	1	100		2		1	0	0	13	0	2
241	2	2	27	7	10	6	80	2		25	2000	1	100		2		1	0	0	13	0	2
241	2	3	27	9	10	6	140	2		3.57142857142857	500	1	100		2		1	0	0	13	0	2
242	2	1	27	2	2	6	10	2		40	400	1	100		2		2	0.05	0.25	1	0.5	2
243	2	1	5	5	2	5	15	2		70	1050	1	100		2		2	0.15	1	1	1.5	2
244	2	1	21	12	9	5	20	3	0.4	10	200	1	100		2		2	0.05	0.2	1	1	2
244	2	2	27	12	9	5	10	3	0.4	10	100	1	100		2		2	0.05	0.2	1	1	2
244	2	3	19	11	9	5	20	3	1	25	500	1	100		2		2	0.05	0.2	1	0.3	2
245	2	99																				
246	2	99																				
247	2	1	24	5	1	1	1	1	40	1800	1800	1	100		2		2	8	45	12	0.5	2
247	2	2	5	3	1	1	1	1	40	2400	2400	1	100		2		2	8	45	12	1	2
248	2	1	24	4	1	1	80	2		30	2400	1	100		2		2	1	1	12	0.5	2
248	2	2	5	4	1	1	10	2		65	650	1	100		2		2	1	1	12	0.5	2
248	2	3	27	11	1	1	15	2		80	1200	1	100		1	2	1	0	0	13	0	2
249	2	99																				
250	2	1	7	6	1	5	1	3	25	7000	7000	1	100		2		1	0	0	13	0	2
251	2	1	27	11	2	1	85	2		120	10200	1	100		1	2	1	0	0	13	0	2
252	2	99																				
254	2	99																				
255	2	99																				
256	2	1	5	7	9	1	22	2		57.2727272727273	1260	1	100		2		2	0.25	0.5	3	0.25	2
257	2	99																				
258	2	1	7	6	1	1	1	3	110	42000	42000	1	100		2		1	0	0	13	0	2
259	2	1	5	12	1	1	60	2		35	2100	1	100		2		1	0	0	13	0	2
260	2	1	5	8	2	1	1	1	40	2400	2400	1	100		2		5	0.5	30	12	1	2
261	2	99																				
262	2	1	10	6	1	6	6	2		200	1200	1	100		2		1	0	0	13	0	2
263	2	99																				
264	2	1	27	7	2	1	30	2		16.6666666666667	500	1	100		2		2	0.15	0.25	1	0.5	2
264	2	2	10	9	10	1	3	2		83.3333333333333	250	1	100		2		2	0.15	0.25	1	0.75	2
265	2	99																				
266	2	1	27	11	2	1	6	2		40	240	1	100		2		8	1	7	2	0	2
267	2	1	5	7	10	6	7	2		50	350	1	100		2		1	0	0	13	0	2
268	2	99																				
269	2	99																				
270	2	1	27	8	9	1	40	2		12.5	500	1	100		2		1	0	0	13	0	2
271	2	99																				
272	2	99																				
273	2	99																				
274	2	99																				
275	2	99																				
276	2	99																				
277	2	99																				
278	2	99																				
279	2	1	5	4	2	1	1	2		60	60	1	100		2		2	1	5	1	0.5	2
280	2	99																				
281	2	99																				
282	2	99																				
284	2	99																				
285	2	99																				
286	2	99																				
287	2	99																				
288	2	1	10	11	2	1	30	2		90	2700	1	100		2		2	1	3	3	3	2
289	2	1	10	9	10	5	8	2		110	880	1	100		2		2	0.15	1	1	2	2
290	2	1	10	1	9	1	400	2		400	160000	1	100		2		2	0.5	5	1	0.15	2
291	2	1	6	7	10	1	5	3	2	264	1320	1	100		2		1	0	0	13	0	2
292	2	99																				
293	2	99																				
294	2	99																				
295	2	1	10	12	9	1	40	2		80	3200	1	100		2		2	5	0.5	1	5	2
295	2	2	11	12	9	1	20	2		75	1500	1	100		2		2	5	0.5	1	5	2
296	2	99																				
297	2	1	10	11	10	1	15	2		110	1650	1	100		2		2	0.8	4	1	2	2
298	2	99																				
299	2	99																				
301	2	1	5	7	1	1	80	2		50	4000	1	100		2		1	0	0	13	0	2
301	2	2	27	6	1	1	120	2		40.66666667	4880	1	100		2		1	0	0	13	0	2
301	2	3	27	7	1	1	15	2		80	1200	1	100		2		1	0	0	13	0	2
303	2	1	7	12	1	1	1	3	60	17000	17000	1	100		2		1	0	0	13	0	2
303	2	2	5	5	1	1	200	2		60	12000	1	100		2		1	0	0	13	0	2
303	2	3	27	5	1	1	260	2		50	13000	1	100		2		1	0	0	13	0	2
303	2	4	27	6	1	1	40	2		100	4000	1	100		2		1	0	0	13	0	2
303	2	5	8	8	1	1	1	3	5	1750	1750	1	100		2		1	0	0	13	0	2
304	2	1	6	11	1	1	18	3	0.45	150	2700	1	100		2		1	0	0	13	0	2
304	2	2	5	6	1	1	30	2		60	1800	1	100		2		1	0	0	13	0	2
305	2	99																				
307	2	1	6	11	10	3	4	3	0.8	180	720	1	100		2		1	0	0	13	0	2
308	2	99																				
309	2	99																				
310	2	1	5	5	2	1	65	2		40	2600	1	100		2		1	0	0	13	0	2
310	2	2	27	7	2	1	6	2		50	300	1	100		2		1	0	0	13	0	2
310	2	3	27	11	10	6	3	2		50	150	1	100		2		1	0	0	13	0	2
311	2	1	27	6	1	1	70	2		10	700	1	100		2		1	0	0	13	0	2
311	2	2	7	9	10	1	1	3	60	18000	18000	1	100		2		1	0	0	13	0	2
313	2	1	27	12	1	1	20	3	0.05	8	160	1	100		2		1	0	0	13	0	2
314	2	99																				
315	2	99																				
316.1	2	1	27	7	1	1	80	2		27.5	2200	1	100		2		1	0	0	13	0	2
316.1	2	2	5	5	1	1	160	2		65	10400	1	100		2		1	0	0	13	0	2
316.2	2	1	5	6	2	1	40	2		60	2400	1	100		2		1	0	0	13	0	2
316.3	2	99																				
317	2	1	14	6	10	5	60	2		8	480	1	100		2		2	0.2	0.25	12	1.5	2
317	2	2	27	10	2	2	20	2		40	800	1	100		2		2	3	30	3	0.5	2
317	2	3	27	12	2	2	30	2		7	210	1	100		2		1	0	0	13	0	2
317	2	4	27	8	10	5	20	2		4.25	85	1	100		2		1	0	0	13	0	2
317	2	5	27	6	10	5	2	1	1	55	110	1	100		2		2	0.2	0.25	1	0.25	2
318	2	1	6	1	10	1	3	3	1.25	250	750	1	100		2		2	0.5	2	1	0.25	2
319	2	99																				
320	2	1	5	6	2	2	100	2		62.5	6250	1	100		1	2	1	0	0	13	0	2
320	2	2	10	9	10	5	20	2		85	1700	1	100		2		2	0.25	2	1	2	2
320	2	3	27	11	2	1	60	2		12	720	1	100		2		1	0	0	13	0	2
320	2	4	27	12	10	1	5	2		60	300	1	100		2		1	0	0	13	0	2
321	2	1	27	5	2	1	246	2		27.5	6765	1	100		2		1	0	0	13	0	2
321	2	2	27	5	2	1	50	2		30	1500	1	100		2		1	0	0	13	0	2
322	2	1	3	5	1	1	120	2		17.5	2100	1	100		2		1	0	0	13	0	2
322	2	2	27	6	1	1	1880	2		17.5	32900	1	100		2		1	0	0	13	0	2
323	2	1	6	10	10	6	4	3	0.4	200	800	1	100		2		1	0	0	13	0	2
324	2	1	21	6	2	1	470	2		50	23500	1	100		2		2	0.05	0.5	2	1	2
325	2	1	8	5	12	7	1	3	8	1500	1500	1	100		2		1	0	0	13	0	2
325	2	2	27	5	2	1	90	2		33.3333333333333	3000	1	100		2		2	0.25	3	3	1	2
325	2	3	6	8	10	5	1	3	1	280	280	1	100		2		2	0.25	0.5	1	0.25	2
326	2	99																				
327	2	1	6	11	10	6	2	3	0.9	250	500	1	100		2		1	0	0	13	0	2
328	2	1	6	9	10	5	2	3	1.25	220	440	1	100		2		2	0.2	0.25	1	0.25	2
328	2	2	27	6	10	5	2	3	0.3	110	220	1	100		2		2	0.2	0.25	1	0.25	2
329.1	2	99																				
329.2	2	99																				
330	2	99																				
331	2	99																				
332	2	99																				
333	2	99																				
334	2	1	10	5	3	1	100	2		200	20000	1	100		2		3	0.1	1	3	0.1	2
335	2	99																				
337	2	1	5	5	1	1	155	2		15.4838709677419	2400	1	100		2		2	0.1	1	8	10	2
338	2	99																				
339	2	99																				
340	2	99																				
341	3	1	6	11	2	1	7	3	0.75	257	1800	1	1		2		1	0	0	1	0.2	2
341	3	2	27	11	10	1	8	3	0.5	8	64	1	1		2		1	0	0	1	0.1	2
341	3	3	27	11	10	1	5	2		10	50	1	1		2		1	0	0	1	0.1	2
342	3	99																				
343	3	1	6	8	1	1	8	3	0.85	250	2000	1	1		2		1	0	0	1	2	2
345	3	99																				
346	3	1	27	11	10	6	16	3	0.05	8	128	1	1		2		1	0	0	1	0.2	2
346	3	2	7	11	2	1	1	3	50	12000	12000	1	1		2		2	1	4	1	1	2
347	3	1	5	4	2	1	1300	2		50	65000	1	1		1	2	1	0	0	1	1	2
347	3	2	27	12	2	1	10	2		250	2500	1	1		1	2	1	0	0	1	1	2
347	3	3	27	3	2	1	150	2		13	2000	1	1		1	2	1	0	0	1	1	2
347	3	4	27	11	2	1	80	2		12.5	1000	1	1		1	2	1	0	0	1	1	2
348	3	1	5	1	1	1	20	2		60	1200	1	1		2		1	0	0	1	1	2
349	3	99																				
350	3	1	27	12	1	1	20	3	0.05	7	140	1	1		2		1	0	0	1	0	2
351	3	1	5	6	2	1	80	2	75	75	6000	1	1		2		1	0	0	1	30	2
352	3	1	5	5	2	1	80	2		65	5200	1	1		2		1	0	0	1	1	2
353	3	1	27	4	10	6	15	2		20	300	1	1		2		1	0	0	1	0.5	2
354	3	1	5	4	1	1	120	2		60	7200	1	1		2		1	0	0	1	15	2
354	3	2	27	9	1	1	2	2		250	500	1	1		2		1	0	0	1	10	2
354	3	3	27	4	1	1	240	2		20	4800	1	1		2		2	1	2	1	10	2
355	3	1	8	7	1	1	2	3	6	2000	4000	1	1		2		1	0	0	1	1	2
355	3	2	14	7	10	6	5	3	4	140	700	1	1		2		1	0	0	1	1	2
356	3	99																				
357	3	1	27	5	2	1	80	2		50	4000	1	1		2		1	0	0	1	0	2
357	3	2	5	5	2	1	120	2		50	6000	1	1		2		1	0	0	1	0	2
357	3	3	27	11	9	1	40	3	0.1	7	280	1	1		2		1	0	0	1	0	2
358	3	99																				
359	3	99																				
360	3	99																				
361	3	1	6	12	2	1	3	3	0.5	130	390	1	1		2		1	0	0	1	0.5	2
361	3	2	10	12	2	1	90	2		150	13500	1	1		1	2	1	0	0	1	2	2
362	3	1	27	7	1	6	1	2		40	40	1	1		2		1	0	0	1	0.25	2
362	3	2	7	7	2	1	1	3	40	10000	10000	1	1		2		6	0.25	0.5	1	2	2
363	3	1	24	12	2	1	1.5	1	40	1600	2400	1	1		2		6	0.25	1	2	1	2
364	3	1	6	10	1	6	5	3	1	290	1450	1	1		2		1	0	0	1	0.25	2
364	3	2	10	10	2	1	40	2		100	4000	1	1		2		6	0.5	9	3	2	2
364	3	3	27	11	1	6	10	3	0.55	8	80	1	1		2		1	0	0	1	0.25	2
365	3	99																				
366	3	1	10	11	2	1	140	2		75	10500	1	1		2		2	0.5	0.5	12	2	2
367	3	1	7	4	2	1	1	3	50	13500	13500	1	1		2		2	0.25	1	1	3	2
368	3	1	27	12	2	1	2000	2		1	2000	1	1		2		1	0	0	1	2	2
368	3	2	24	3	2	1	80	2		35	2800	1	1		2		2	0.25	0.5	3	1	2
368	3	3	10	12	2	1	5	1	40	4000	20000	1	1		2		1	0	0	1	3	2
369	3	1	7	2	2	1	1	3	66	20000	20000	1	1		2		1	0	0	1	0.25	2
370	3	1	7	6	2	1	2	3	95	24500	49000	1	1		2		1	0	0	1	1.5	2
370	3	2	8	11	2	1	2	3	8	4000	8000	1	1		2		1	0	0	1	1	2
371	3	1	27	12	2	1	1700	2		1	1700	1	1		2		1	0	0	1	0.25	2
372	3	1	27	12	2	1	10	3	0.06	8	80	1	1		2		2	0.25	5	1	0.25	2
373	3	1	7	10	2	1	2	3	55	17500	35000	1	1		2		1	0	0	1	0.25	2
374	3	1	10	12	2	1	12	2		400	4800	1	1		2		2	0.25	10	3	0.5	2
374	3	2	27	1	1	1	300	2		1	300	1	1		2		1	0	0	1	1	2
375	3	1	6	5	2	1	7	3	0.5	150	1050	1	1		2		1	0	0	1	0.25	2
375	3	2	27	12	1	6	8	3	0.55	10	80	1	1		2		1	0	0	1	0.25	2
375	3	3	10	10	2	1	45	2		160	7200	1	1		2		1	0	0	1	0.5	2
376	3	99																				
377	3	99																				
378	3	1	6	11	10	1	1	3	0.75	200	200	1	1		2		1	0	0	1	0.25	2
378	3	2	27	12	10	1	2	3	0.06	8	16	1	1		2		1	0	0	1	0.25	2
378	3	3	10	9	2	1	40	2		590	23600	1	1		2		1	0	0	1	0.25	2
379	3	1	6	12	2	1	6	3	0.5	120	720	1	1		2		2	0.5	0.5	1	1	2
379	3	2	7	6	2	1	1	3	65	17000	17000	1	1		2		1	0	0	1	2	2
379	3	3	27	6	1	6	1	2		40	40	1	1		2		1	0	0	1	0.25	2
380	3	1	10	3	2	1	100	2		150	15000	1	1		2		2	0.5	0.5	3	2	2
381	3	1	7	9	2	1	1	3	88	23000	23000	1	1		2		2	0.5	3	1	3	2
381	3	2	27	8	2	1	197	2		12.5	2462	1	1		2		2	2	3	3	2	2
381	3	3	27	4	2	1	120	2		25	3000	1	1		2		1	0	0	1	1	2
381	3	4	27	10	2	1	80	2		15	1200	1	1		2		2	0.5	3	3	1	2
382	3	99																				
383	3	1	27	4	1	1	40	2		12	480	1	1		2		1	0.5	0.5	1	1	2
383	3	2	6	8	1	1	5	3	0.5	120	600	1	1		2		1	0	0	1	0.5	2
383	3	3	27	4	1	1	76	2		26	2000	1	1		1	2	1	0.5	0.5	1	2	2
383	3	4	27	10	1	1	320	2		20	6400	1	1		1	2	1	20	1	3	2	2
384	3	1	27	5	2	1	2	1	40	400	800	1	1		1	2	3	0.5	3	3	1	2
384	3	2	27	12	10	6	2	2		40	80	1	1		1	2	1	0	0	1	0.25	2
384	3	3	27	12	10	6	2	3	0.005	8	16	1	1		1	2	1	0	0	1	0.25	2
385	3	99																				
386	3	1	23	10	2	1	80	2		35	2800	1	1		2		3	0.5	3	3	1	2
386	3	2	17	3	2	1	20	2		20	400	1	1		2		3	0.5	3	3	0.5	2
386	3	3	27	4	2	1	20	3	1.5	15	300	1	1		2		3	0.5	3	3	0.5	2
386	3	4	27	4	2	1	10	2		20	200	1	1		2		3	0.5	3	3	0.5	2
386	3	5	27	10	2	1	20	2		20	400	1	1		2		3	0.5	3	3	0.5	2
386	3	6	7	7	2	1	1	3	20	7000	7000	1	1		2		3	0.5	3	3	0.5	2
386	3	7	6	8	2	1	1	3	1	250	250	1	1		2		1	0	0	1	0.5	2
387	3	1	7	10	2	1	1	3	40	9000	9000	1	1		2		2	1	4	1	2	2
387	3	2	27	8	2	1	3	1	40	720	2160	1	1		2		2	0.5	4	3	2	2
387	3	3	27	3	2	1	27.5	1	40	300	8250	1	1		2		2	0.5	4	3	2	2
388	3	99																				
389	3	99																				
390	3	99																				
391	3	1	14	7	1	1	10	2		50	500	1	1		2		1	0	0	1	0.25	2
392	3	1	8	10	2	1	2	3	12	3500	7000	1	1		2		1	0	0	1	10	2
393	3	1	27	6	2	1	9	1	40	400	3600	1	1		2		3	0.5	4	3	1.5	2
394	3	1	7	9	2	1	2	3	50	17500	35000	1	1		2		1	0	0	1	0.25	2
395	3	99																				
396	3	1	7	4	1	1	1	3	90	24000	24000	1	1		2		1	0	0	1	1	2
396	3	2	6	3	1	1	3	3	1	250	750	1	1		2		1	0	0	1	0.5	2
396	3	3	27	3	1	1	1	2		40	40	1	1		2		1	0	0	1	0.25	2
397	3	1	7	12	10	1	2	3	40	16000	32000	1	1		2		3	2	10	12	2	2
397	3	2	27	10	10	1	500	2		1	500	1	1		2		1	0	0	1	0.5	2
398	3	1	8	9	1	1	2	3	8	3000	6000	1	1		2		2	0.5	2	3	2	2
398	3	2	27	3	1	1	100	2		30	3000	1	1		2		2	0.5	2	3	1	2
398	3	3	27	10	1	1	2	3	0.5	210	420	1	1		2		1	0	0	1	0.5	2
399	3	1	6	12	1	1	6	3	1	125	750	1	1		2		1	0	0	1	1	2
399	3	2	8	10	1	1	1	3	7	2800	2800	1	1		2		1	0	0	1	1	2
400	3	1	7	9	2	1	2	3	110	23500	47000	1	1		2		3	1	5	1	3	2
401	3	1	27	5	2	1	12	3	0.045	8	96	1	1		2		1	0	0	1	0.25	2
401	3	2	6	10	2	1	12	3	0.5	183	2200	1	1		2		1	0	0	1	0.25	2
402	3	1	6	10	1	1	4	3	0.5	120	480	1	1		2		1	0	0	1	0.25	2
403	3	1	7	8	2	1	1	3	40	10000	10000	1	1		2		1	0	0	1	0.25	2
404	3	99																				
405	3	1	7	6	2	1	1	3	30	15000	15000	1	1		2		1	0	0	1	0.25	2
405	3	2	14	7	2	1	15	3	4	27	405	1	1		2		1	0	0	1	0.25	2
405	3	3	27	12	2	1	1000	2		1.5	1500	1	1		2		1	0	0	1	0.25	2
405	3	4	27	12	2	1	20	2		16	320	1	1		2		1	0	0	1	0.25	2
406	3	99																				
407	3	1	27	9	2	1	100	2		15	1500	1	1		2		1	0	0	1	0.25	2
407	3	2	27	12	2	1	1000	2		2	2000	1	1		2		1	0	0	1	0.25	2
408	3	1	14	7	1	1	3	3	4	30	90	1	1		2		1	0	0	1	0.5	2
408	3	2	27	5	1	1	5	2		7	35	1	1		2		1	0	0	1	0.15	2
408	3	3	27	9	2	1	2	1	40	700	1400	1	1		2		2	0.15	1.5	8	1	2
408	3	4	27	12	2	1	15	2		15	255	1	1		2		2	0.15	1.5	1	0.5	2
408	3	5	27	2	1	1	600	2		1.33	800	1	1		2		1	0	0	1	1	2
409	3	1	14	7	1	1	3	3	2.5	30	90	1	1		2		1	0	0	1	0.5	2
409	3	2	23	9	2	1	120	2		37.5	4500	1	1		2		2	10	1	3	1	2
409	3	3	8	9	2	1	1	3	7	2600	2600	1	1		2		2	10	1	3	1	2
409	3	4	6	12	1	1	5	3	1	160	800	1	1		2		1	0	0	3	0	2
409	3	5	27	1	1	1	400	2		3.75	1500	1	1		2		1	0	0	1	1	2
409	3	6	27	12	10	6	2	1	0.05	10	20	1	1		2		1	0	0	1	0.25	2
410	3	1	27	12	1	1	80	2		15	1200	1	1		2		1	0	0	1	1	2
410	3	2	6	9	1	1	2	3	0.5	125	250	1	1		2		1	0	0	1	0.5	2
410	3	3	27	12	1	1	8	3	0.45	8	64	1	1		2		1	0	0	1	0.15	2
410	3	4	27	8	1	1	600	2		2.5	1500	1	1		2		1	0	0	1	1	2
411	3	99																				
412	3	1	7	12	10	1	1	3	30	6000	6000	1	1		2		3	1	5	1	2	2
412	3	2	23	10	2	1	1	1	40	1650	1650	1	1		2		1	0	0	1	0.5	2
413	3	1	27	6	10	6	2000	2		1	2000	1	1		2		1	0	0	1	1	2
414	3	1	23	3	2	1	1	1	40	960	960	1	1		2		1	0	0	1	0.3	2
414	3	2	27	12	10	1	7	2		4	28	1	1		2		3	0.25	1	1	0.5	2
414	3	3	27	3	10	1	3	2		165	495	1	1		2		3	1	6	1	0.5	2
