a01	mid	mem_stat	b1_01	b1_02	b1_03	b1_04	b1_04a	b1_04b	b1_05	b1_06	b1_07	b1_08	b1_08a	b1_09	b1_10	b1_11	b1_12	b1_13a	b1_13b	date	order	flag_m_a	FTF_vill
1373.0	1	0	1	38	1	2	20	99	2		4	8	1	2	65	1	1	9	8		1413	1	1
1373.0	2	0	2	28	2	2	19	99	2		4	9	1	2	82			7			1414	1	1
1374.0	1	0	1	78	1	2	35	37	2		1	99			64	1	1	4			1415	1	1
1374.0	2	0	2	68	2	2	21	23	2		2	99			82			7			1416	1	1
1374.0	3	5	2	8	5	1			2		4	2	5	1	81			18			1417	1	1
1375.0	1	0	1	33	1	2	18	20	2		4	8	1	2	23	2	5	2	9		1418	1	1
1375.0	2	0	2	30	2	2	15	17	2		4	7	1	2	82			7			1419	1	1
1375.0	3	0	2	13	3	1			2		4	8	5	1	81			18			1420	1	1
1375.0	4	6	2	10	3	1			2		4	3	1	1	81			18			1421	1	1
1375.0	5	0	2	63	6	3	16	18	2		1	99			83			18			1422	1	1
1375.0	6	1	2	1	3	1			2		1	99			84			18			1423	1	1
1375.0	7	1	2	0	3	1			2		1	99			84			18			1424	1	1
1376.0	1	0	1	48	1	2	30	35	2		4	8	1	2	1	1	1	1			1425	1	1
1376.0	2	0	2	38	2	2	20	25	2		2	99			82			18			1426	1	1
1376.0	3	0	1	16	3	1			2		4	9	1	1	81			18			1427	1	1
1376.0	4	0	2	12	3	1			2		4	6	5	1	81			18			1428	1	1
1377.0	1	0	1	43	1	4	18	19	2		2	99			22	2	4	8			1429	1	1
1377.0	2	9																			1430	1	1
1377.0	3	8																			1431	1	1
1377.0	4	0	1	13	3	1			2		4	3	1	2	11	2	4	2			1432	1	1
1377.0	5	0	1	11	3	1			2		1	99			84			18			1433	1	1
1378.0	1	0	1	38	1	2	23	25	2		2	99			50	2	4	12			1434	1	1
1378.0	2	0	2	33	2	2	18	20	2		2	99			82			7			1435	1	1
1378.0	3	0	1	13	3	1			2		4	7	5	1	81			18			1436	1	1
1378.0	4	0	1	8	3	1			2		4	1	5	1	81			18			1437	1	1
1379.0	1	0	2	51	1	2	26	28	2		2	99			82			18			1438	1	1
1379.0	2	6	1	21	3	1			2		4	12	5	1	81			18			1439	1	1
1380.0	1	0	1	25	1	2	21	24	2		4	7	1	2	7	2	3	2			1440	1	1
1380.0	2	0	2	22	2	2	18	21	2		4	5	5	2	82			18			1441	1	1
1380.0	3	0	2	53	6	2	16	17	2		2	99			82			18			1442	1	1
1380.0	4	1	2	1	3	1			2		1	99			84			18			1443	1	1
1382.0	1	0	1	38	1	2	20	21	2		1	99			22	2	3	8			1444	1	1
1382.0	2	0	2	33	2	2	15	16	2		4	5	1	2	13	2	3	3			1445	1	1
1382.0	3	8																			1446	1	1
1382.0	4	0	2	13	3	1			2		4	4	1	1	81			18			1447	1	1
1382.0	5	0	1	9	3	1			2		4	2	1	1	81			18			1448	1	1
1382.0	6	0	2	6	3	1			2		4	1	5	1	81			18			1449	1	1
1382.0	7	5	2	60	6	2	17	22	2		2	1	1	2	69	1	1	7			1450	1	1
1383.0	1	0	1	33	1	2	19	20	2		2	99			36	1	2	8			1451	1	1
1383.0	2	0	2	31	2	2	17	18	2		4	5	1	2	69	1	1	7			1452	1	1
1383.0	3	0	1	13	3	1			2		4	5	5	1	81			18			1453	1	1
1383.0	4	0	2	6	3	1			2		4	1	1	1	81			18			1454	1	1
1383.0	5	0	2	53	6	3	17	20	2		1	99			70	1	1	7			1455	1	1
1384.0	1	0	1	64	1	3	25	28	2		2	99			64	1	2	4			1456	1	1
1384.0	2	0	1	38	3	2	23	25	2		4	5	1	2	31	1	2	8	4		1457	1	1
1384.0	3	0	2	33	4	2	18	20	2		4	7	1	2	69	1	2	7			1458	1	1
1384.0	4	0	1	13	5	1			2		4	6	5	1	81			18			1459	1	1
1384.0	5	0	2	10	5	1			2		4	3	1	1	81			18			1460	1	1
1385.0	1	0	1	58	1	2	24	32	2		4	5	1	2	64	1	1	4	7		1461	1	1
1385.0	2	0	2	53	2	2	20	27	2		2	99			70	1	1	7			1462	1	1
1385.0	3	0	1	26	3	1			2		4	14	1	2	51	1	1	12			1463	1	1
1385.0	4	0	1	22	3	1			2		4	12	1	1	81			18			1464	1	1
1385.0	5	0	1	19	3	1			2		4	12	1	1	81			18			1465	1	1
1386.0	1	0	1	53	1	2	30	34	2		4	10	1	2	65	1	1	4	7		1466	1	1
1386.0	2	0	2	43	2	2	20	24	2		4	10	1	2	69	1	1	7			1467	1	1
1386.0	3	0	1	19	3	1			2		4	9	3	1	81			18			1468	1	1
1386.0	4	0	1	15	3	1			2		4	7	5	1	81			18			1469	1	1
1386.0	5	0	2	6	3	1			2		1	99			84			18			1470	1	1
1387.0	1	0	1	43	1	2	29	32	2		4	16	1	2	12	1	1	3	7		1471	1	1
1387.0	2	0	2	33	2	2	19	22	2		4	10	1	2	70	1	1	7			1472	1	1
1387.0	3	0	2	11	3	1			2		4	5	1	1	81			18			1473	1	1
1387.0	4	0	2	9	3	1			2		4	3	1	1	81			18			1474	1	1
1387.0	5	0	2	75	6	3	20	22	2		1	99			85			18			1475	1	1
1388.0	1	0	1	43	1	2	24	27	2		1	99			64	1	1	4	7		1476	1	1
1388.0	2	0	2	38	2	2	19	22	2		1	99			82			7			1477	1	1
1388.0	3	8																			1478	1	1
1388.0	4	0	1	12	3	1			2		4	5	1	1	81			18			1479	1	1
1389.0	1	0	1	63	1	2	19	21	2		2	99			65	1	1	4	7		1480	1	1
1389.0	2	0	2	53	2	2	15	19	2		2	99			69	1	1	7			1481	1	1
1389.0	3	0	1	28	3	2	19	22	2		4	5	1	2	51	1	1	12			1482	1	1
1389.0	4	0	2	23	4	2	14	17	2		4	6	1	2	82			18			1483	1	1
1389.0	5	0	2	6	5	1			2		2	0	1	1	81			18			1484	1	1
1389.0	6	12																			1485	1	1
1389.0	7	1	2	2	5	1			2		1	99			85			18			1486	1	1
1390.0	1	0	1	58	1	2	20	22	2		2	99			11	2	3	2	1		1487	1	1
1390.0	2	0	2	47	2	2	18	20	2		2	99			55	1	1	8			1488	1	1
1390.0	3	8																			1489	1	1
1390.0	4	0	1	14	3	1			2		4	7	1	1	81			18			1490	1	1
1390.0	5	0	1	9	5	1			2		4	2	5	1	81			18			1491	1	1
1390.0	6	0	2	78	10	3	15	18	2		1	99			85			18			1492	1	1
1391.0	1	0	1	38	1	2	20	22	2		4	5	1	2	50	2	1	12			1493	1	1
1391.0	2	0	2	33	2	2	14	16	2		4	7	1	2	82			18			1494	1	1
1391.0	3	0	2	13	3	1			2		4	7	5	1	81			18			1495	1	1
1391.0	4	0	1	9	3	1			2		4	3	1	1	81			18			1496	1	1
1392.0	1	0	1	79	1	2	28	31	2		2	1	1	2	85			18			1497	1	1
1392.0	2	0	1	38	3	2	25	29	2		4	4	1	2	7	2	2	2	4		1498	1	1
1392.0	3	0	2	33	4	2	20	24	2		4	5	1	2	82			18			1499	1	1
1392.0	4	0	1	9	5	1			2		4	2	1	1	81			18			1500	1	1
1392.0	5	1	1	1	5	1			2		1	99			84			18			1501	1	1
1392.0	6	5	2	62	2	2	13	16	2		2	99			82			18			1502	1	1
1393.1	1	0	1	68	1	2	25	29	2		4	6	1	2	64	1	1	4			1503	1	1
1393.1	2	0	2	63	2	2	18	22	2		1	99			82			18			1504	1	1
1393.1	3	10																			1505	1	1
1393.1	4	10																			1506	1	1
1393.1	5	10																			1507	1	1
1393.1	6	10																			1508	1	1
1393.1	7	0	2	17	3	1			2		4	10	1	1	81			18			1509	1	1
1393.2	1	10																			1510	1	1
1393.2	2	10																			1511	1	1
1393.2	3	0	1	38	1	2	27	31	2		4	12	1	2	13	2	3	3			1512	1	1
1393.2	4	0	2	33	2	2	22	26	2		4	9	5	2	82			18			1513	1	1
1393.2	5	0	1	7	3	1			2		4	1	1	1	81			18			1514	1	1
1393.2	6	10																			1515	1	1
1393.2	7	10																			1516	1	1
1393.3	1	10																			1517	1	1
1393.3	2	10																			1518	1	1
1393.3	3	10																			1519	1	1
1393.3	4	10																			1520	1	1
1393.3	5	10																			1521	1	1
1393.3	6	0	1	31	1	2	27	29	2		4	3	1	2	64	1	1	4	2		1522	1	1
1393.3	7	10																			1523	1	1
1393.3	8	2	2	22	2	2	18	20	2		4	7	1	2	69	1	1	7			1524	1	1
1393.3	9	1	1	2	3	1			2		1	99			84			18			1525	1	1
1394.0	1	0	1	73	1	2	20	27	2		1	99			65	1	1	4			1526	1	1
1394.0	2	0	2	63	2	2	18	25	2		1	99			69	1	1	7			1527	1	1
1394.0	3	0	1	33	3	2	20	21	2		4	8	1	2	7	2	3	2	4		1528	1	1
1394.0	4	0	2	28	4	2	18	19	2		1	99			82			18			1529	1	1
1394.0	5	0	2	6	5	1			2		2	0	1	1	81			18			1530	1	1
1394.0	6	0	1	29	3	2	20	21	2		1	99			7	2	3	2	4		1531	1	1
1394.0	7	0	2	25	4	2	18	19	2		1	99			82			18			1532	1	1
1394.0	8	0	1	5	5	1			2		1	99			84			18			1533	1	1
1394.0	9	0	1	23	3	1			2		1	99			7	2	3	2	4		1534	1	1
1394.0	10	0	2	19	3	1			2		4	9	1	1	81			18			1535	1	1
1394.0	11	1	2	2	5	1			2		1	99			84			18			1536	1	1
1394.0	12	1	2	0	5	1			2		1	99			84			18			1537	1	1
1395.0	1	0	1	48	1	2	25	28	2		1	99			65	1	1	4			1538	1	1
1395.0	2	0	2	43	2	2	20	23	2		1	99			82			18			1539	1	1
1395.0	3	0	1	20	3	1			2		4	12	1	1	81			18			1540	1	1
1395.0	4	6	1	18	3	1			2		4	10	1	1	81			18			1541	1	1
1396.0	1	0	2	38	1	3	25	27	2		1	0	1	2	50	1	1	12			1542	1	1
1396.0	2	0	1	11	3	1			2		4	4	1	1	81			18			1543	1	1
1396.0	3	0	1	6	3	1			2		4	0	1	1	81			18			1544	1	1
1396.0	4	7																			1545	1	1
1397.0	1	0	1	68	1	2	30	31	2		4	10	1	2	85			18			1546	1	1
1397.0	2	0	2	59	2	2	25	26	2		4	5	1	2	82			18			1547	1	1
1398.0	1	0	1	53	1	2	24	25	2		4	5	1	2	51	1	1	12			1548	1	1
1398.0	2	0	2	48	2	2	19	20	2		1	99			69	1	1	7			1549	1	1
1398.0	3	0	1	28	3	1			2		4	8	1	2	70	1	1	7			1550	1	1
1398.0	4	0	2	23	3	1			2		4	12	1	1	81			18			1551	1	1
1399.0	1	0	1	43	1	2	28	31	2		2	99			1	1	1	4	1		1552	1	1
1399.0	2	0	2	33	2	2	18	21	2		4	9	1	2	69	1	1	7			1553	1	1
1399.0	3	0	2	12	3	1			2		4	5	1	1	81			18			1554	1	1
1399.0	4	0	2	8	3	1			2		4	1	1	1	81			18			1555	1	1
1399.0	5	0	2	4	3	1			2		1	99			84			8			1556	1	1
1399.0	6	0	2	63	6	3	18	20	2		1	99			85			18			1557	1	1
1400.0	1	0	1	63	1	2	18	20	2		1	99			65	1	1	4			1558	1	1
1400.0	2	0	2	53	2	2	15	17	2		1	99			69	1	1	6			1559	1	1
1401.0	1	0	2	68	1	3	16	18	2		1	99			85			18			1560	1	1
1401.0	2	0	1	14	5	1			2		4	5	1	1	81			18			1561	1	1
1401.0	3	5	2	35	4	2	18	21	2		4	4	1	2	69	1	1	15	7		1562	1	1
1401.0	4	5	1	4	5	1			2		1	99			84			18			1563	1	1
1402.0	1	0	1	53	1	2	29	33	2		4	4	6	2	1	1	1	1			1564	1	1
1402.0	2	0	2	40	2	2	16	20	2		4	8	1	2	69	1	1	7			1565	1	1
1402.0	3	0	1	17	3	1			2		4	8	1	1	81			18			1566	1	1
1402.0	4	0	1	14	3	1			2		4	6	5	1	81			18			1567	1	1
1403.0	1	0	2	38	1	2	16	20	2		4	5	1	2	69	1	1	7	15		1568	1	1
1403.0	2	0	1	13	3	1			2		4	6	5	1	81			18			1569	1	1
1403.0	3	0	2	11	3	1			2		4	3	5	1	81			18			1570	1	1
1404.0	1	0	2	38	1	2	16	26	2		4	8	1	2	24	1	1	8	7		1571	1	1
1404.0	2	0	1	10	3	1			2		4	1	5	1	81			18			1572	1	1
1404.0	3	0	1	7	3	1			2		2	0	1	1	81			18			1573	1	1
1404.0	4	1	2	3	3	1			2		1	99			84			18			1574	1	1
1405.0	1	0	1	73	1	2	30	32	2		1	99			64	1	1	4	16		1575	1	1
1405.0	2	0	2	58	2	2	15	17	2		1	99			69	1	1	7			1576	1	1
1405.0	3	0	1	23	3	1			2		4	5	1	2	64	1	1	4			1577	1	1
1405.0	4	0	1	17	3	1			2		4	22	1	1	81			18			1578	1	1
1405.0	5	0	2	23	4	2	16	17	2		4	7	8	2	82			18			1579	1	1
1405.0	6	0	2	6	5	1			2		3	67	1	1	81			18			1580	1	1
1405.0	7	5	1	11	5	1			2		4	1	1	1	81			18			1581	1	1
1405.0	8	1	1	2	5	1			2		1	99			84			18			1582	1	1
1406.0	1	0	1	53	1	2	18	23	2		2	99			64	1	1	7	4		1583	1	1
1406.0	2	0	2	43	2	2	10	15	2		1	99			69	1	1	7			1584	1	1
1406.0	3	0	1	15	3	1			2		2	99			64	1	1	7	4		1585	1	1
1406.0	4	0	2	12	3	1			2		4	5	5	1	81			18			1586	1	1
1407.0	1	0	1	33	1	2	18	19	2		2	99			64	1	1	4	12		1587	1	1
1407.0	2	0	2	31	2	2	16	17	2		4	8	8	2	69	1	1	7			1588	1	1
1407.0	3	0	2	14	3	1			2		4	6	5	1	81			18			1589	1	1
1407.0	4	0	1	8	3	1			2		4	3	1	1	81			18			1590	1	1
1407.0	5	1	2	2	3	1			2		1	99			84			18			1591	1	1
1408.0	1	0	1	53	1	2	18	21	2		1	99			64	1	1	4	7		1592	1	1
1408.0	2	0	2	48	2	2	13	16	2		1	99			69	1	1	7			1593	1	1
1408.0	3	0	2	17	3	1			2		4	7	1	2	82			18			1594	1	1
1408.0	4	0	1	16	3	1			2		4	4	1	2	64	1	1	4			1595	1	1
1408.0	5	0	2	15	3	1			2		4	6	1	1	81			18			1596	1	1
1408.0	6	0	1	12	3	1			2		4	3	5	1	81			18			1597	1	1
1408.0	7	0	2	11	3	1			2		4	3	5	1	81			18					
1409.0	1	0	2	31	1	2	14	16	2		4	9	1	2	69	1	1	7	15		1598	1	1
1409.0	2	0	2	15	3	1			2		4	8	5	1	81			18			1599	1	1
1409.0	3	0	2	13	3	1			2		4	7	1	1	81			18			1600	1	1
1409.0	4	0	2	6	3	1			2		4	1	5	1	81			18			1601	1	1
1409.0	5	1	1	2	3	1			2		1	99			84			18			1602	1	1
1410.0	1	0	1	43	1	2	28	29	2		4	5	1	2	72	1	2	8			1603	1	1
1410.0	2	0	2	35	2	2	20	21	2		2	99			69	1	1	7			1604	1	1
1410.0	3	0	2	14	3	1			2		4	6	5	1	81			18			1605	1	1
1410.0	4	0	2	6	3	1			2		1	99			84			18			1606	1	1
1410.0	5	1	1	1	3	1			2		1	99			84			18			1607	1	1
1411.1	1	0	1	48	1	2	32	35	2		4	8	1	2	64	1	1	4	8		1608	1	1
1411.1	2	0	2	31	2	2	15	18	2		4	8	8	2	69	1	1	7			1609	1	1
1411.1	3	0	2	7	3	1			2		4	1	1	1	81			18			1610	1	1
1411.1	4	0	1	5	3	1			2		1	99			84			18			1611	1	1
1411.1	5	10																			1612	1	1
1411.1	6	7																			1613	1	1
1411.1	7	10																			1614	1	1
1411.1	8	10																			1615	1	1
1411.1	9	5	2	13	3	1			2		4	6	1	1	81			18			1616	1	1
1411.2	1	10																			1617	1	1
1411.2	2	10																			1618	1	1
1411.2	3	10																			1619	1	1
1411.2	4	10																			1620	1	1
1411.2	5	0	1	45	1	2	37	44	2		4	8	1	2	64	1	1	4			1621	1	1
1411.2	6	7																			1622	1	1
1411.2	7	0	1	86	6	2	27	30	2		2	99			70	1	1	7			1623	1	1
1411.2	8	0	2	68	6	2	11	14	2		2	99			69	1	1	7			1624	1	1
1411.2	9	2	2	16	2	2	15	99	2		4	7	1	2	69	1	1	7			1625	1	1
1411.2	10	1	2	1	3	1			2		1	99			84			18			1626	1	1
1412.0	1	0	1	25	1	2	20	21	2		2	99			11	2	4	17	3		1627	1	1
1412.0	2	0	2	22	2	2	17	18	2		2	99			69	1	1	7			1628	1	1
1412.0	3	0	1	4	3	1			2		1	99			84			18			1629	1	1
1412.0	4	1	1	1	3	1			2		1	99			84			18			1630	1	1
1413.0	1	0	2	25	2	2	17	21	2		2	99			69	1	1	7			1631	1	1
1413.0	2	0	2	5	3	1			2		1	99			84			18			1632	1	1
1413.0	3	5	1	47	1	2	25	28	2		1	99			1	1	1	1	7		1633	1	1
1413.0	4	1	1	2	3	1			2		1	99			84			18			1634	1	1
1414.0	1	0	1	53	1	2	21	26	2		4	5	1	2	64	1	1	4	16		1635	1	1
1414.0	2	0	2	48	2	2	16	21	2		1	99			69	1	1	7			1636	1	1
1414.0	3	11																			1637	1	1
1414.0	4	0	2	23	4	2	19	20	2		4	5	1	2	69	1	1	7			1638	1	1
1414.0	5	0	2	3	5	1			2		1	99			84			18			1639	1	1
1414.0	6	0	1	20	3	1			2		4	3	1	2	64	1	1	4	8		1640	1	1
1414.0	7	0	1	18	3	1			2		4	4	1	2	64	1	1	4	8		1641	1	1
1415.0	1	0	1	30	1	2	20	25	2		2	99			1	1	1	1	4		1642	1	1
1415.0	2	0	2	26	2	2	16	21	2		2	99			69	1	1	7			1643	1	1
1415.0	3	0	1	5	3	1			2		1	99			84			18			1644	1	1
1415.0	4	1	1	2	3	1			2		1	99			84			18			1645	1	1
1416.0	1	0	1	28	1	2	24	25	2		4	6	1	2	36	1	1	2			1646	1	1
1416.0	2	0	2	23	2	2	19	20	2		4	8	8	2	69	1	1	7			1647	1	1
1416.0	3	0	2	3	3	1			2		1	99			84			18			1648	1	1
1417.1	1	0	1	68	6	3	22	25	2		1	99			83			18			1649	1	1
1417.1	2	7																			1650	1	1
1417.1	3	0	1	33	1	2	26	29	2		4	4	1	2	64	1	1	4			1651	1	1
1417.1	4	0	2	28	2	2	21	24	2		4	7	1	2	69	1	1	7			1652	1	1
1417.1	5	0	1	4	3	1			2		1	99			84			18			1653	1	1
1417.1	6	10																			1654	1	1
1417.1	7	1	2	0	3	1			2		1	99			84			18			1655	1	1
1417.2	1	10																			1656	1	1
1417.2	2	7																			1657	1	1
1417.2	3	10																			1658	1	1
1417.2	4	10																			1659	1	1
1417.2	5	10																			1660	1	1
1417.2	6	0	1	25	1	2	23	24	2		4	2	1	2	64	1	1	4			1661	1	1
1417.2	7	2	2	19	2	2	17	18	2		4	7	8	2	69	1	1	7			1662	1	1
1417.2	8	1	1	1	3	1			2		1	99			84			18			1663	1	1
1418.0	1	0	1	44	1	2	24	25	2		4	10	1	2	64	1	1	4			1664	1	1
1418.0	2	0	2	34	2	2	14	15	2		4	5	1	2	69	1	1	7			1665	1	1
1418.0	3	0	1	20	3	1			2		4	12	8	1	81			18			1666	1	1
1418.0	4	0	1	35	7	2	29	30	2		4	8	1	2	24	1	2	8			1667	1	1
1418.0	5	0	2	29	11	2	23	24	2		4	5	1	2	69	1	1	7			1668	1	1
1418.0	6	0	1	5	12	1			2		1	99			84			18			1669	1	1
1418.0	7	0	1	86	6	3	20	22	2		4	5	1	2	85			18			1670	1	1
1418.0	8	5	2	13	3	1			2		4	6	5	1	81			18			1671	1	1
1419.0	1	0	1	48	1	2	22	30	2		2	99			64	1	1	4			1672	1	1
1419.0	2	0	2	43	2	2	17	25	2		2	99			69	1	1	7			1673	1	1
1419.0	3	0	2	17	3	1			2		4	9	8	1	81			18			1674	1	1
1419.0	4	5	1	12	3	1			2		4	4	1	1	81			18			1675	1	1
1420.0	1	0	1	25	1	2	23	24	2		4	3	1	2	1	1	1	1			1676	1	1
1420.0	2	0	2	73	6	3	16	21	2		1	99			69	1	1	7			1677	1	1
1420.0	3	2	2	22	2	2	20	21	2		1	99			82			18			1678	1	1
1420.0	4	1	1	0	3	1			2		1	99			84			18			1679	1	1
1421.0	1	0	1	48	1	2	20	27	2		1	99			50	1	1	12			1680	1	1
1421.0	2	0	2	43	2	2	15	22	2		1	99			70	1	1	7			1681	1	1
1421.0	3	11																			1682	1	1
1421.0	4	5	2	4	5	1			2		1	99			84			18			1683	1	1
1423.0	1	0	1	63	1	2	23	25	2		2	99			50	1	1	12	4		1684	1	1
1423.0	2	0	2	53	2	2	13	15	2		1	99			70	1	1	7			1685	1	1
1423.0	3	0	1	33	3	2	18	21	2		4	5	1	2	24	1	1	8			1686	1	1
1423.0	4	0	2	31	4	2	16	19	2		2	99			24	1	1	8			1687	1	1
1423.0	5	0	2	8	5	1			2		4	66	1	1	81			18			1688	1	1
1423.0	6	0	1	6	5	1			2		1	99			84			18			1689	1	1
1423.0	7	0	2	4	5	1			2		1	99			84			18			1690	1	1
1424.0	1	0	1	58	1	2	25	28	2		1	99			85			15			1691	1	1
1424.0	2	0	2	48	2	2	15	18	2		2	99			69	1	1	7	17		1692	1	1
1424.0	3	5	1	25	3	1			2		1	99			1	1	1	1			1693	1	1
1425.0	1	0	1	53	1	2	17	19	2		2	99			65	1	1	4			1694	1	1
1425.0	2	0	2	48	2	2	12	14	2		1	99			69	1	1	7			1695	1	1
1425.0	3	0	1	22	3	1			2		4	5	1	2	11	1	1	2			1696	1	1
1425.0	4	0	2	17	3	1			2		4	9	8	1	81			18			1697	1	1
1425.0	5	0	2	15	3	1			2		4	4	1	1	81			18			1698	1	1
1425.0	6	8																			1699	1	1
1426.0	1	0	1	43	1	2	21	24	2		4	5	1	2	12	1	1	3			1700	1	1
1426.0	2	0	2	38	2	2	16	19	2		2	99			69	1	1	18			1701	1	1
1426.0	3	0	2	19	3	1			2		4	10	8	1	81			18			1702	1	1
1426.0	4	0	1	18	3	1			2		4	22	5	1	81			18			1703	1	1
1426.0	5	0	2	13	3	1			2		1	66	1	2	85			18			1704	1	1
1426.0	6	0	1	11	3	1			2		4	1	1	1	81			18			1705	1	1
1426.0	7	0	1	10	3	1			2		4	3	1	1	81			18			1706	1	1
1426.0	8	0	1	7	3	1			2		4	66	1	1	81			18			1707	1	1
1426.0	9	0	1	73	6	2	27	30	2		1	99			50	1	1	12			1708	1	1
1426.0	10	0	2	63	6	2	17	20	2		1	99			82			18			1709	1	1
1427.0	1	0	1	68	1	2	28	29	2		2	99			65	1	1	4	16		1710	1	1
1427.0	2	0	2	53	2	2	13	14	2		1	99			70	1	1	7			1711	1	1
1427.0	3	0	1	33	3	2	26	30	2		4	5	1	2	23	1	2	8			1712	1	1
1427.0	4	0	2	23	4	2	16	20	2		4	5	1	2	69	1	1	7			1713	1	1
1427.0	5	0	2	3	5	1			2		1	99			84			18			1714	1	1
1427.0	6	0	1	24	3	1			2		4	14	1	2	50	1	1	12			1715	1	1
1427.0	7	11																			1716	1	1
1427.0	8	0	1	19	3	1			2		4	10	1	1	81			18			1717	1	1
1427.0	9	0	2	28	4	2	14	16	2		4	8	1	2	69	1	1	7			1718	1	1
1427.0	10	0	2	8	5	1			2		4	2	1	1	81			18			1719	1	1
1427.0	11	0	2	3	5	1			2		1	99			84			18			1720	1	1
1428.0	1	0	1	63	1	2	29	31	2		1	99			1	1	1	1			1721	1	1
1428.0	2	0	2	48	2	2	14	16	2		1	99			70	1	1	7			1722	1	1
1428.0	3	0	1	28	3	2	26	27	2		2	99			28	1	1	8			1723	1	1
1428.0	4	0	1	25	3	2	23	25	2		2	99			1	1	1	1			1724	1	1
1428.0	5	0	2	17	3	1			2		4	7	8	2	69	1	1	7			1725	1	1
1428.0	6	0	2	10	3	1			2		4	3	5	1	81			18			1726	1	1
1428.0	7	7																			1727	1	1
1428.0	8	2	2	19	4	2	17	19	2		4	5	5	2	82			18			1728	1	1
1428.0	9	1	1	0	5	1			2		1	99			84			18			1729	1	1
1429.0	1	0	1	33	1	2	19	21	2		2	99			50	1	1	4			1730	1	1
1429.0	2	0	2	31	2	2	17	19	2		4	5	1	2	69	1	1	7			1731	1	1
1429.0	3	0	1	12	3	1			2		4	5	5	1	81			18			1732	1	1
1429.0	4	0	1	6	3	1			2		4	1	1	1	81			18			1733	1	1
1430.0	1	0	1	48	1	2	25	28	2		1	99			34	1	2	8			1734	1	1
1430.0	2	0	2	43	2	2	20	23	2		4	3	1	2	69	1	1	7			1735	1	1
1430.0	3	0	1	16	3	1			2		4	4	1	2	70	1	1	7			1736	1	1
1430.0	4	0	1	13	3	1			2		4	6	5	1	81			18			1737	1	1
1430.0	5	7																			1738	1	1
1430.0	6	5	1	20	3	1			2		4	9	8	2	34	1	2	8			1739	1	1
1431.0	1	0	1	38	1	2	30	33	2		2	99			1	1	1	4	1		1740	1	1
1431.0	2	0	2	28	2	2	20	23	2		4	5	5	2	82			7			1741	1	1
1431.0	3	0	2	5	3	1			2		1	99			84			18			1742	1	1
1431.0	4	0	1	3	3	1			2		1	99			84			18			1743	1	1
1431.0	5	1	1	0	3	1			2		1	99			84			18			1744	1	1
1431.0	6	5	2	60	6	3	16	17	2		1	99			82			18			1745	1	1
1432.0	1	0	1	73	1	2	23	24	2		1	99			85			18			1746	1	1
1432.0	2	0	2	53	2	2	16	20	2		1	99			69	1	1	7			1747	1	1
1432.0	3	6	2	13	3	1			2		4	4	5	1	81			18			1748	1	1
1433.0	1	0	1	43	1	2	20	22	2		2	99			1	1	1	1			1749	1	1
1433.0	2	0	2	38	2	2	17	19	2		2	99			69	1	1	7			1750	1	1
1433.0	3	0	1	14	3	1			2		4	7	5	2	86			18			1751	1	1
1434.0	1	0	2	48	1	3	17	20	2		1	99			21	1	1	3			1752	1	1
1434.0	2	0	1	15	3	1			2		4	5	5	2	86			18			1753	1	1
1434.0	3	0	1	10	3	1			2		4	2	5	1	81			18			1754	1	1
1435.0	1	0	1	73	1	2	24	26	2		4	3	1	2	83			15	16		1755	1	1
1435.0	2	0	2	63	2	2	14	16	2		1	99			69	1	1	7			1756	1	1
1435.0	3	0	1	8	5	1			2		4	0	1	1	81			18			1757	1	1
1436.0	1	0	1	28	1	2	20	22	2		4	5	1	2	1	1	1	1			1758	1	1
1436.0	2	0	2	25	2	2	17	19	2		4	5	1	2	70	1	1	7			1759	1	1
1436.0	3	0	1	6	3	1			2		4	76	1	1	81			18			1760	1	1
1436.0	4	1	1	1	3	1			2		1	99			84			18			1761	1	1
1437.0	1	0	1	63	1	2	33	35	2		1	99			65	1	1	4			1762	1	1
1437.0	2	0	2	53	2	2	23	25	2		1	99			69	1	1	7			1763	1	1
1437.0	3	0	1	28	3	1			2		4	5	1	2	1	1	1	1			1764	1	1
1437.0	4	0	1	18	3	1			2		4	33	5	1	81			18			1765	1	1
1437.0	5	0	2	14	3	1			2		4	8	8	1	81			18			1766	1	1
1437.0	6	0	2	12	3	1			2		4	5	5	1	81			18			1767	1	1
1437.0	7	0	2	11	3	1			2		4	76	5	1	81			18			1768	1	1
1437.0	8	5	1	4	5	1			2		1	99			84			18			1769	1	1
1438.0	1	0	2	38	1	2	14	15	2		1	99			70	1	1	7	16		1770	1	1
1438.0	2	0	2	14	3	1			2		4	6	5	1	81			18			1771	1	1
1438.0	3	0	1	12	3	1			2		4	4	1	1	81			18			1772	1	1
1439.0	1	0	1	63	1	2	19	22	2		4	4	1	2	50	1	1	12			1773	1	1
1439.0	2	0	2	58	2	2	14	17	2		1	99			69	1	1	7			1774	1	1
1439.0	3	0	2	25	4	2	17	21	2		4	6	8	2	70	1	1	7			1775	1	1
1439.0	4	0	2	4	5	1			2		1	99			84			18			1776	1	1
1439.0	5	0	1	23	3	1			2		4	12	1	1	81			18			1777	1	1
1439.0	6	0	2	15	5	1			2		4	8	8	1	81			18			1778	1	1
1439.0	7	2	2	25	4	2	23	99	2		4	12	8	2	82			18			1779	1	1
