a01	mid	mem_stat	b1_01	b1_02	b1_03	b1_04	b1_04a	b1_04b	b1_05	b1_06	b1_07	b1_08	b1_08a	b1_09	b1_10	b1_11	b1_12	b1_13a	b1_13b	date	order	flag_m_a	FTF_vill
4404.0	3	0	1	7	3	1			2		4	0	1	1	81			18			4274		
4404.0	4	1	2	0	3	1			2		1	99			84			18			4275		
4405.0	1	0	1	37	1	2	17	18	2		4	2	1	2	50	1	1	17	9		4277		
4405.0	2	0	2	35	2	2	15	16	2		2	99			69	1	1	7			4278		
4405.0	3	0	1	19	3	1			2		4	4	5	2	1	1	1	1			4279		
4405.0	4	0	1	13	3	1			2		4	5	5	2	70	1	1	7			4280		
4405.0	5	0	2	10	3	1			2		4	4	5	1	81			18			4281		
4406.0	1	0	1	53	1	2	20	23	2		2	99			65	1	1	4	7		4283		
4406.0	2	0	2	48	2	2	15	18	2		2	99			69	1	1	7			4284		
4406.0	3	0	1	30	3	2	16	17	2		4	5	1	2	50	1	1	12			4285		
4406.0	4	0	2	28	4	2	14	15	2		1	99			82			18			4286		
4406.0	5	0	2	13	5	1			2		4	6	1	1	81			18			4287		
4406.0	6	0	1	10	5	1			2		4	5	5	1	81			18			4288		
4406.0	7	0	2	8	5	1			2		4	2	1	1	81			18			4289		
4407.1	1	0	1	85	1	2	18	40	2		4	2	1	2	21	1	2	3			4291		
4407.1	2	0	2	62	2	2	20	22	2		2	99			69	1	1	7			4292		
4407.1	3	10																			4293		
4407.1	4	10																			4294		
4407.1	5	10																			4295		
4407.1	6	10																			4296		
4407.1	7	10																			4297		
4407.1	8	10																			4298		
4407.2	1	10																			4300		
4407.2	2	10																			4301		
4407.2	3	0	1	43	1	2	26	28	2		2	99			65	1	1	1	4		4302		
4407.2	4	0	2	41	2	2	24	26	2		2	99			1	1	1	1	7		4303		
4407.2	5	0	2	15	3	1			2		4	6	8	2	1	1	1	1			4304		
4407.2	6	0	1	13	3	1			2		4	5	5	1	81			18			4305		
4407.2	7	0	1	11	3	1			2		4	3	1	1	81			18			4306		
4407.2	8	0	1	6	3	1			2		4	0	1	1	81			18			4307		
4408.0	1	0	1	29	1	2	21	22	2		1	99			1	1	1	1			4309		
4408.0	2	0	2	24	2	2	16	17	2		4	5	5	2	70	1	1	7			4310		
4408.0	3	0	1	7	3	1			2		4	0	1	1	81			18			4312		
4408.0	4	1	1	2	3	1			2		1	99			84			18			4313		
4409.0	1	0	1	33	1	2	21	22	2		2	99			1	1	1	4	1		4315		
4409.0	2	0	2	27	2	2	15	16	2		4	3	1	2	82			7			4316		
4409.0	3	0	1	9	3	1			2		4	3	5	1	81			18			4317		
4409.0	4	0	1	5	3	1			2		3	66	1	1	81			18			4318		
4409.0	5	11																			4319		
4409.0	6	1	2	1	3	1			2		1	99			84			18			4320		
4410.0	1	11																			4322		
4410.0	2	0	2	35	1	2	12	20	2		2	99			50	1	1	7	12		4323		
4410.0	3	0	1	13	3	1			2		4	8	1	1	81			18			4325		
4410.0	4	0	1	10	3	1			2		4	3	5	1	81			18			4326		
4410.0	5	0	2	8	3	1			2		4	0	1	1	81			18			4327		
4411.0	1	0	1	68	1	2	22	24	2		1	99			65	1	1	4	1		4329		
4411.0	2	0	2	58	2	2	12	14	2		2	99			70	1	1	7			4330		
4412.0	1	0	1	43	1	2	22	25	2		2	99			65	1	1	4	7		4332		
4412.0	2	0	2	33	2	2	12	15	2		2	99			69	1	1	7			4333		
4412.0	3	0	1	18	3	1			2		4	10	8	1	81			18			4334		
4414.0	1	0	1	43	1	2	22	30	2		2	99			65	1	1	1	7		4336		
4414.0	2	0	2	33	2	2	12	20	2		2	99			1	1	1	1			4337		
4414.0	3	0	1	13	3	1			2		4	4	5	2	86			18			4338		
4414.0	4	0	2	8	3	1			2		4	1	1	1	81			18			4339		
4414.0	5	0	2	4	3	1			2		1	99			84			18			4340		
4415.0	1	7																			4342		
4415.0	2	0	2	51	6	3	16	18	2		2	99			70	1	1	7			4343		
4415.0	3	0	1	28	1	2	23	26	2		4	5	1	2	64	1	1	4	7		4344		
4415.0	4	0	2	22	2	2	17	20	2		4	4	1	2	69	1	1	7			4345		
4415.0	5	0	2	17	7	1			2		4	7	8	2	82			18	7		4346		
4415.0	6	0	1	15	7	1			2		4	7	1	2	70	1	1	7			4347		
4415.0	7	1	2	1	3	1			2		1	99			84			18			4348		
4415.0	8	5	1	24	7	2	23	99	2		4	4	1	2	1	1	1	1			4349		
4415.0	9	5	2	18	11	2	17	99	2		4	6	1	2	69	1	1	7			4350		
4415.0	10	5	1	21	7	1			2		4	3	1	2	50	1	1	12	7		4351		
4416.0	1	0	1	35	1	2	25	26	2		2	2	1	2	65	1	1	9			4353		
4416.0	2	0	2	28	2	2	18	19	2		4	9	8	2	69	1	1	7			4354		
4416.0	3	0	2	9	3	1			2		4	3	1	1	81			18			4355		
4416.0	4	0	1	5	3	1			2		1	66	1	1	81			18			4356		
4416.0	5	1	2	0	3	1			2		1	99			84			18			4358		
4417.0	1	0	1	52	1	2	27	29	2		4	3	1	2	65	1	1	4			4360		
4417.0	2	0	2	43	2	2	18	20	2		2	2	1	2	70	1	1	7			4361		
4417.0	3	0	1	25	3	2	24	99	2		2	2	1	2	1	1	1	1			4362		
4417.0	4	0	1	22	3	1			2		4	9	5	2	23	2	3	8			4363		
4417.0	5	0	1	18	3	1			2		2	3	1	2	1	1	1	1			4364		
4417.0	6	0	1	16	3	1			2		4	7	5	2	28	1	2	17			4365		
4417.0	7	2	2	18	4	2	17	99	2		4	5	1	2	82			18			4366		
4418.0	1	0	1	43	1	2	28	38	2		2	99			1	1	1	1	4		4368		
4418.0	2	0	2	35	2	2	20	30	2		4	8	1	2	69	1	1	7			4369		
4418.0	3	0	2	3	3	1			2		1	99			84			18			4370		
4419.0	1	0	1	45	1	2	26	27	2		2	99			1	1	1	1	7		4372		
4419.0	2	0	2	35	2	2	16	17	2		4	5	1	2	69	1	1	7			4373		
4419.0	3	0	1	18	3	1			2		4	6	8	2	1	1	1	1			4374		
4419.0	4	0	1	11	3	1			2		4	5	5	1	81			18			4375		
4419.0	5	0	1	6	3	1			2		4	0	1	1	81			18			4376		
4420.0	1	0	1	45	1	2	23	24	2		2	99			65	1	1	7	1		4378		
4420.0	2	0	2	38	2	2	16	17	2		2	99			69	1	1	7			4379		
4420.0	3	11																			4380		
4420.0	4	0	1	18	3	1			2		4	4	5	2	1	1	1	1			4381		
4420.0	5	0	1	12	3	1			2		3	1	1	2	86			18			4382		
4420.0	6	0	1	6	3	1			2		4	0	1	1	81			18			4383		
4420.0	7	0	2	3	3	1			2		1	99			84			18			4384		
4421.0	1	0	1	65	1	2	29	35	2		4	2	1	2	50	1	1	12			17302		
4421.0	2	0	2	48	2	2	12	18	2		2	99			15	1	1	3			17303		
4421.0	3	8																			17304		
4421.0	4	8																			17305		
4421.0	5	0	1	17	3	1			2		4	2	1	2	1	1	1	1			17306		
4421.0	6	0	2	6	5	1			2		4	1	1	1	81			18			17307		
4421.0	7	7																			17308		
4422.0	1	0	1	46	1	2	20	23	2		4	5	1	2	52	1	1	12	4		17310		
4422.0	2	0	2	38	2	2	12	15	2		4	4	1	2	69	1	1	7			17311		
4422.0	3	0	1	23	3	2	20	99	2		4	9	1	2	1	1	1	1	7		17312		
4422.0	4	0	2	22	4	2	19	99	2		4	9	5	2	70	1	1	7			17313		
4422.0	5	7																			17314		
4423.0	1	7																			7948		
4423.0	2	0	2	48	6	3	18	20	2		4	6	6	2	82			7			7949		
4423.0	3	0	1	20	1	1			2		4	33	1	1	64	1	1	4	7		7950		
4423.0	4	0	1	17	7	1			2		4	10	8	1	64	1	1	4			7951		
4423.0	5	0	1	15	7	1			2		4	7	8	1	81			18			7952		
4424.0	1	0	1	68	6	2	24	26	2		4	4	1	2	83			18			17316		
4424.0	2	0	2	58	6	2	14	16	2		2	99			82			18			17317		
4424.0	3	0	1	33	1	2	20	22	2		4	10	1	2	65	1	1	7	12		17318		
4424.0	4	0	2	31	2	2	18	20	2		4	4	1	2	69	1	1	7			17319		
4424.0	5	0	2	11	3	1			2		4	3	5	1	81			18			17320		
4424.0	6	0	2	6	3	1			2		1	99			85			18			17321		
4424.0	7	0	2	4	3	1			2		1	99			84			18			17322		
4425.0	1	0	1	80	1	2	26	28	2		4	9	1	2	83			9			17324		
4425.0	2	7																			17325		
4425.0	3	5	2	50	3	2	25	27	2		4	12	1	2	82			18			17326		
4426.0	1	0	1	68	1	2	35	37	2		1	99			65	1	1	9			17190		
4426.0	2	0	2	53	2	2	14	16	2		2	99			69	1	1	7			17191		
4426.0	3	0	1	28	3	2	24	26	2		4	10	1	2	1	1	1	1			17192		
4426.0	4	0	2	20	4	2	16	18	2		4	5	1	2	82			18			17193		
4426.0	5	0	2	21	3	1			2		4	9	5	2	69	1	1	7			17194		
4426.0	6	8																			17195		
4426.0	7	1	2	2	5	1			2		1	99			84			18			17196		
4427.0	1	0	1	31	1	2	18	22	2		4	8	1	2	52	1	1	12	7		17328		
4427.0	2	0	2	28	2	2	15	19	2		4	8	8	2	69	1	1	7			17329		
4427.0	3	0	1	9	3	1			2		4	3	5	1	81			18			17330		
4428.0	1	0	1	32	1	2	23	24	2		4	9	1	2	52	1	1	12	7		18093		
4428.0	2	0	2	27	2	2	18	19	2		4	9	8	2	69	1	1	7			18094		
4428.0	3	0	1	8	3	1			2		4	1	5	1	81			18			18095		
4428.0	4	1	1	2	3	1			2		1	99			84			18			18096		
4429.0	1	0	1	70	1	2	36	37	2		4	5	1	2	64	1	1	4			18324		
4429.0	2	0	2	48	2	2	14	15	2		4	3	1	2	82			7			18325		
4429.0	3	0	1	21	3	1			2		4	9	1	2	64	1	1	4			18326		
4430.0	1	0	1	38	1	2	22	24	2		2	99			50	1	2	12			17198		
4430.0	2	0	2	33	2	2	17	19	2		4	8	8	2	82			18			17199		
4430.0	3	0	2	14	3	1			2		4	7	8	1	81			18			17200		
4430.0	4	0	1	7	3	1			2		4	0	1	1	81			18			17201		
4431.0	1	0	2	51	2	2	22	24	2		4	5	1	2	69	1	1	7			17332		
4431.0	2	5	1	55	1	2	26	28	2		4	2	1	2	51	1	1	1	12		17333		
4432.0	1	0	1	45	1	2	22	24	2		2	99			1	1	1	1	7		17335		
4432.0	2	0	2	38	2	2	15	17	2		2	99			15	1	1	7	2		17336		
4432.0	3	0	2	13	3	1			2		4	6	5	1	81			18			17337		
4432.0	4	0	2	11	3	1			2		4	2	1	1	81			18			17338		
4432.0	5	0	1	4	3	1			2		1	99			84			18			17339		
4433.0	1	0	1	38	1	2	20	21	2		4	4	1	2	51	1	1	12			18098		
4433.0	2	0	2	35	2	2	17	18	2		4	4	1	2	69	1	1	7			18099		
4433.0	3	0	2	15	3	1			2		4	8	8	1	81			18			18100		
4433.0	4	0	2	73	10	3	15	17	2		2	99			82			18			18101		
4434.0	1	0	1	33	1	2	25	27	2		4	5	1	2	64	1	1	4	12		17341		
4434.0	2	0	2	27	2	2	21	22	2		4	7	8	2	82			18			17342		
4434.0	3	0	2	5	3	1			2		4	66	1	1	81			18			17343		
4435.0	1	0	1	41	1	2	25	27	2		4	5	1	2	65	1	1	4	7		17345		
4435.0	2	0	2	35	2	2	19	21	2		4	5	1	2	69	1	1	7			17346		
4435.0	3	0	1	14	3	1			2		4	6	5	1	81			17			17347		
4435.0	4	0	2	11	3	1			2		4	4	5	1	81			18			17348		
4435.0	5	11																			17349		
4435.0	6	0	1	68	6	2	26	27	2		2	99			85			18			17350		
4435.0	7	0	2	58	6	2	16	17	2		2	99			82			18			17351		
4436.0	1	0	1	51	1	2	22	23	2		2	99			64	1	1	4	12		5499		
4436.0	2	0	2	43	2	2	14	15	2		2	99			69	1	1	7			5500		
4436.0	3	0	1	28	3	1			2		4	9	1	2	64	1	1	4			5501		
4437.0	1	0	1	63	1	2	22	25	2		4	99			64	1	1	4	7		7954		
4437.0	2	0	2	53	2	2	12	15	2		1	99			69	1	1	7			7955		
4437.0	3	0	2	23	3	2	22	99	2		4	12	8	1	81			18			7956		
4438.0	1	0	1	69	1	2	22	23	2		4	9	1	2	83			9	15		18328		
4438.0	2	0	2	63	2	2	16	17	2		1	99			69	1	1	7			18329		
4439.0	1	0	1	39	1	2	21	22	2		4	4	1	2	64	1	1	5	12		5073		
4439.0	2	0	2	34	2	2	16	17	2		4	10	1	2	69	1	1	7			5074		
4439.0	3	0	2	17	3	1			2		4	22	5	1	81			18			5075		
4439.0	4	0	1	9	3	1			2		4	2	5	1	81			18			5076		
4442.0	1	11																			13191		
4442.0	2	0	2	33	1	2	21	22	2		4	9	1	2	82			18	15		13192		
4442.0	3	0	2	9	3	1			2		4	2	5	1	81			18			13193		
4442.0	4	0	2	9	3	1			2		4	2	1	1	81			18			13194		
4442.0	5	0	2	68	6	3	17	20	2		2	99			83			18			13195		
4442.0	6	1	1	2	3	1			2		1	99			84			18			13196		
4443.0	1	0	1	45	1	2	23	25	2		2	99			64	1	1	4	7		13198		
4443.0	2	0	2	39	2	2	17	19	2		2	99			82			18			13199		
4443.0	3	0	2	16	3	1			2		4	22	8	1	81			18			13200		
4443.0	4	0	2	9	3	1			2		4	3	5	1	81			18			13201		
4445.0	1	0	2	42	1	2	15	18	2		2	99			69	1	1	15	7		13203		
4445.0	2	6	1	20	3	1			2		4	12	1	1	81			17			13204		
4446.0	1	0	1	48	1	2	20	23	2		4	3	1	2	50	1	1	12	7		13206		
4446.0	2	0	2	43	2	2	15	18	2		2	99			70	1	1	7			13207		
4446.0	3	0	2	13	3	1			2		4	6	8	1	81			18			13208		
4446.0	4	5	2	21	3	2	18	20	2		4	12	8	2	82			18			13209		
4446.0	5	5	1	0	5	1			2		1	99			84			18			13210		
4447.1	1	0	1	71	1	2	24	26	2		1	99			64	1	1	4	15		13212		
4447.1	2	0	2	63	2	2	16	18	2		2	99			82			18			13213		
4447.1	3	10																			13214		
4447.1	4	10																			13215		
4447.1	5	0	2	23	3	1			2		4	15	8	1	81			17			13216		
4447.1	6	11																			13217		
4447.1	7	5	2	15	5	1			2		4	9	1	1	81			18			13218		
4447.2	1	10																			13220		
4447.2	2	10																			13221		
4447.2	3	0	1	40	1	2	29	99	2		2	99			23	2	4	8			13222		
4447.2	4	0	2	37	2	2	14	16	2		2	99			82			18			13223		
4447.2	5	10																			13224		
4447.2	6	10																			13225		
4448.0	1	0	1	38	1	2	17	19	2		2	0	1	2	22	2	3	8	7		13227		
4448.0	2	0	2	33	2	2	12	14	2		2	1	1	2	82			18			13228		
4448.0	3	0	2	12	3	1			2		4	5	1	1	81			18			13229		
4448.0	4	0	2	7	3	1			2		4	0	1	1	81			18			13230		
4448.0	5	1	2	1	3	1			2		1	99			84			18			13231		
4449.0	1	0	1	53	1	2	25	27	2		2	3	1	2	64	1	1	4			13233		
4449.0	2	0	2	43	2	2	15	17	2		2	99			82			7			13234		
4449.0	3	6	1	20	3	1			2		4	12	1	1	81			18			13235		
4449.0	4	8																			13236		
4449.0	5	0	2	15	3	1			2		4	5	1	1	81			18			13237		
4449.0	6	0	1	13	3	1			2		4	4	5	1	81			18			13238		
4450.0	1	0	2	50	1	2	18	19	2		1	99			82			15			13241		
4451.0	1	11																			12418		
4451.0	2	0	2	28	1	2	17	18	2		4	2	1	2	82			7			12419		
4451.0	3	0	2	10	3	1			2		4	2	5	1	81			18			12420		
4451.0	4	0	2	7	3	1			2		2	0	1	1	81			18			12421		
4451.0	5	5	2	52	6	4	16	18	2		1	99			83			18			12422		
4452.0	1	0	1	53	1	2	28	30	2		2	99			50	1	2	11	1		12424		
4452.0	2	0	2	41	2	2	16	18	2		4	2	1	2	69	1	1	7			12425		
4452.0	3	11																			12426		
4452.0	4	8																			12427		
4452.0	5	0	2	7	3	1			2		2	1	5	1	81			18			12428		
4453.0	1	0	2	61	1	3	16	18	2		1	2	1	2	82			15			12430		
4453.0	2	11																			12431		
4454.0	1	0	1	78	1	2	27	30	2		1	99			64	1	1	4	15		12433		
4454.0	2	0	2	63	2	2	12	15	2		1	99			82			18			12434		
4455.0	1	0	2	81	10	3	17	20	2		1	99			83			18			12436		
4455.0	2	4	2	40	1	2	14	20	2		4	5	1	2	82			15			12437		
4455.0	3	4	1	15	3	1			2		4	8	5	1	81			18			12438		
4455.0	4	4	2	13	3	1			2		4	7	1	1	81			18			12439		
4455.0	5	4	2	10	3	1			2		4	3	1	1	81			18			12440		
4456.0	1	0	2	28	1	2	17	18	2		4	5	1	2	82			15	7		12442		
4456.0	2	0	2	10	3	1			2		4	4	5	1	81			18			12443		
4456.0	3	0	2	6	3	1			2		2	0	1	1	81			18			12446		
4457.0	1	0	1	38	1	2	23	25	2		4	5	1	2	50	1	1	8	2		12448		
4457.0	2	0	2	30	2	2	15	17	2		2	99			82			7			12449		
4457.0	3	0	1	9	3	1			2		4	2	5	1	81			18			12450		
4457.0	4	0	2	5	3	1			2		1	99			84			18			12451		
4457.0	5	11																			12452		
4458.0	1	0	2	37	1	2	15	20	2		1	99			82			7	15		12458		
4458.0	2	0	1	17	3	1			2		4	9	5	1	81			18			12454		
4458.0	3	0	1	13	3	1			2		4	5	5	1	81			18			12455		
4458.0	4	0	1	3	3	1			2		1	99			84			18			12456		
4459.0	1	0	1	73	1	2	25	35	2		1	99			70	1	1	7			12459		
4459.0	2	0	2	58	2	2	11	21	2		1	99			82			7			12460		
4459.0	3	0	1	19	3	1			2		4	10	1	1	81			18			12461		
4460.0	1	0	2	32	1	2	16	21	2		4	4	1	2	82			16			12463		
4460.0	2	0	1	11	3	1			2		4	5	5	1	81			18			12464		
4460.0	3	0	1	6	3	1			2		4	66	1	1	81			18			12465		
4461.0	1	0	1	31	1	2	20	21	2		4	9	1	2	64	1	1	4	12		11688		
4461.0	2	0	2	28	2	2	17	18	2		4	10	8	2	82			7			11689		
4461.0	3	0	2	10	3	1			2		4	4	1	1	81			18			11690		
4461.0	4	0	1	4	3	1			2		1	66	1	1	81			18			11691		
4462.0	1	0	1	29	1	1			2		4	9	1	2	64	1	2	12	4		11693		
4462.0	2	0	1	73	6	2	26	28	2		4	10	1	2	83			18			11694		
4462.0	3	0	2	63	6	2	16	18	2		4	4	1	2	82			18			11695		
4463.0	1	0	1	43	1	2	25	26	2		2	99			25	1	1	8			11697		
4463.0	2	0	2	35	2	2	17	18	2		4	2	1	2	70	1	1	7			11698		
4463.0	3	0	2	13	3	1			2		4	6	5	1	81			18			11699		
4463.0	4	0	2	63	6	3	16	18	2		1	99			85			18			11700		
4464.0	1	0	1	53	1	2	23	25	2		4	3	1	2	51	1	2	12	4		11702		
4464.0	2	0	2	48	2	2	18	20	2		4	5	1	2	82			7			11703		
4464.0	3	0	2	22	3	1			2		4	12	5	1	81			18			11704		
4464.0	4	0	2	15	3	1			2		4	7	5	1	81			18			11705		
4464.0	5	0	1	13	3	1			2		4	7	5	1	81			18			11706		
4464.0	6	0	1	11	14	1			2		4	4	5	1	81			12			11707		
4465.0	1	0	1	41	1	2	25	30	2		4	9	1	2	47	1	1	17	7		11709		
4465.0	2	0	2	38	2	2	30	36	2		1	99			70	1	1	7			11710		
4465.0	3	1	1	2	3	1			2		1	99			84			18			11711		
4466.0	1	0	1	43	1	2	25	26	2		2	99			64	1	1	4	1		11713		
4466.0	2	0	2	38	2	2	20	21	2		1	99			82			18			11714		
4466.0	3	0	2	15	3	1			2		4	9	5	1	81			18			11715		
4466.0	4	0	1	12	3	1			2		4	5	5	1	81			18			11716		
4466.0	5	0	2	63	6	5	13	15	2		1	99			82			18			11717		
4467.0	1	0	1	29	1	2	22	99	2		2	99			23	2	4	8	1		11719		
4467.0	2	0	2	23	2	2	17	99	2		4	7	8	2	82			18			11720		
4468.0	1	0	1	30	1	2	19	99	2		4	5	1	2	64	1	1	4	1		11722		
4468.0	2	0	2	27	2	2	16	99	2		4	7	8	2	82			7			11723		
4469.0	1	0	2	35	1	2	15	19	2		2	99			70	1	1	7			11726		
4469.0	2	0	1	38	2	2	18	22	2		2	99			1	1	1	1			11727		
4469.0	3	0	1	14	3	1			2		4	6	5	1	81			18			11728		
4469.0	4	0	1	11	3	1			2		4	4	1	1	81			18			11729		
4470.0	1	0	1	33	1	2	24	26	2		1	99			1	1	1	1			11730		
4470.0	2	0	2	26	2	2	17	19	2		4	3	1	2	82			7			11731		
4470.0	3	0	1	7	3	1			2		4	1	1	1	81			18			11732		
4470.0	4	1	1	2	3	1			2		1	99			84			18			11733		
4471.0	1	0	1	48	1	2	25	26	2		2	99			64	1	1	4			12467		
4471.0	2	0	2	38	2	2	15	16	2		4	9	8	2	70	1	1	7			12468		
4471.0	3	0	2	10	3	1			2		4	4	1	1	81			18			12469		
4471.0	4	0	2	8	3	1			2		4	3	1	1	81			18			12470		
4472.0	1	0	1	77	1	2	29	34	2		1	99			64	1	1	4	7		12472		
4472.0	2	0	2	63	2	2	19	24	2		1	99			82			18			12473		
4472.0	3	0	1	33	3	2	29	31	2		4	6	1	2	64	1	1	4			12474		
4472.0	4	0	2	23	4	2	19	21	2		4	8	1	2	82			18			12475		
4472.0	5	0	1	28	3	1			2		2	1	1	2	64	1	1	4			12476		
4472.0	6	1	2	2	5	1			2		1	99			84			18			12477		
4473.0	1	0	1	38	1	2	27	28	2		4	8	1	2	52	2	4	12			12479		
4473.0	2	0	2	31	2	2	20	21	2		4	10	1	2	82			7			12480		
4473.0	3	0	1	11	3	1			2		4	5	1	1	81			18			12481		
4474.0	1	0	1	27	1	2	20	22	2		4	4	1	2	37	1	2	2			12484		
4474.0	2	0	2	22	2	2	15	17	2		4	5	1	2	70	1	1	7			12485		
4474.0	3	0	1	5	3	1			2		2	66	1	1	81			18			12486		
4475.0	1	0	1	43	1	2	19	24	2		1	99			28	1	1	8			12488		
4475.0	2	0	2	38	2	2	14	19	2		2	1	1	2	2	1	1	3			12489		
4475.0	3	0	2	13	3	1			2		4	4	1	2	82			18			12490		
4475.0	4	0	2	11	3	1			2		4	2	5	1	81			18			12491		
4475.0	5	0	1	5	3	1			2		1	99			84			18			12492		
4476.0	1	0	1	33	1	2	26	99	2		4	7	1	2	1	1	1	1			12494		
4476.0	2	0	2	25	2	2	18	99	2		4	9	8	2	70	1	1	7			12495		
4477.0	1	0	2	43	1	2	22	23	2		4	12	1	2	82			16			12497		
4477.0	2	0	1	11	3	1			2		4	5	1	1	81			18			12499		
4477.0	3	0	2	6	3	1			2		2	66	1	1	81			18			12500		
4479.1	1	0	1	63	1	2	25	26	2		4	5	1	2	30	1	1	8	4		12502		
4479.1	2	0	2	53	2	2	15	16	2		1	99			70	1	1	7			12503		
4479.1	3	10																			12504		
4479.1	4	10																			12505		
4479.1	5	10																			12506		
4479.2	1	10																			12510		
4479.2	2	10																			12511		
4479.2	3	0	1	31	1	2	23	26	2		4	9	1	2	1	1	1	1			12512		
4479.2	4	0	2	28	2	2	20	23	2		4	9	1	2	82			18			12513		
4479.2	5	0	1	5	3	1			2		1	66	1	1	81			18			12514		
4479.2	6	1	1	1	3	1			2		1	99			84			18			12508		
4480.0	1	0	1	45	1	2	28	30	2		4	10	1	2	39	1	1	4	8		12515		
4480.0	2	0	2	33	2	2	16	18	2		4	10	1	2	82			7			12516		
4480.0	3	0	2	15	3	1			2		4	22	1	1	81			18			12517		
4480.0	4	0	1	9	3	1			2		4	3	1	1	81			18			12518		
4481.0	1	0	2	45	1	3	13	18	2		4	8	1	2	70	1	1	7	15		17759		
4481.0	2	0	1	20	3	1			2		4	8	5	2	50	1	3	12			17760		
4481.0	3	11																			17761		
4481.0	4	8																			17762		
4481.0	5	2	2	17	4	2	15	99	2		4	8	8	2	82			18			17763		
4483.0	1	0	1	48	1	2	27	29	2		4	5	1	2	36	1	1	8	7		17765		
4483.0	2	0	2	39	2	2	18	20	2		4	4	1	2	70	1	1	7			17766		
4483.0	3	0	2	19	3	2	18	99	2		4	5	1	2	69	1	1	7			17767		
4483.0	4	0	2	17	3	1			2		4	9	5	1	81			18			17768		
4483.0	5	0	2	15	3	1			2		4	8	5	1	81			18			17769		
4483.0	6	0	2	13	3	1			2		4	5	5	1	81			18			17771		
4483.0	7	0	1	5	3	1			2		2	66	1	1	81			18			17772		
4483.0	8	12																			17773		
4484.0	1	12																			17777		
4484.0	2	0	2	30	1	2	22	26	2		4	8	8	2	1	1	1	1	2		17778		
4484.0	3	0	2	4	3	1			2		1	66	1	1	81			18			17779		
4484.0	4	1	1	2	3	1			2		1	99			84			18			17775		
4485.0	1	0	1	57	1	2	30	32	2		2	99			70	1	1	7			17780		
4485.0	2	0	2	47	2	2	20	22	2		1	99			72	1	1	8			17781		
4485.0	3	0	1	11	3	1			2		4	4	5	1	81			18			17782		
4486.0	1	0	1	37	1	2	24	25	2		4	10	8	2	11	1	4	8			17784		
4486.0	2	0	2	25	2	2	13	14	2		4	9	1	2	82			18			17785		
4486.0	3	0	1	6	3	1			2		4	66	1	1	81			18			17786		
4486.0	4	12																			17787		
4486.0	5	1	1	1	3	1			2		1	99			84			18			17788		
4486.0	6	1	2	0	3	1			2		1	99			84			18			17789		
4486.0	7	5	2	60	6	3	12	14	2		1	99			82			18			17790		
4487.0	1	0	2	53	1	3	12	14	2		1	99			69	1	1	7			17792		
4487.0	2	0	2	30	3	2	25	26	2		4	4	1	2	70	1	1	7			17793		
4487.0	3	0	2	4	5	1			2		1	99			84			18			17794		
4487.0	4	1	1	0	5	1			2		1	99			84			18			17795		
4489.0	1	0	1	35	1	2	20	22	2		4	5	5	2	11	1	1	2	7		17797		
4489.0	2	0	2	33	2	2	18	20	2		4	4	1	2	69	1	1	7			17798		
4489.0	3	0	2	13	3	1			2		4	4	5	1	81			18			17799		
4489.0	4	0	2	6	3	1			2		4	66	1	1	81			18			17800		
4489.0	5	0	2	4	3	1			2		1	99			84			18			17801		
4489.0	6	0	1	9	3	1			2		4	1	1	1	81			18			17802		
4490.0	1	0	1	41	1	2	33	34	2		4	12	1	2	52	1	1	12			17804		
4490.0	2	0	2	28	2	2	20	21	2		4	12	1	2	69	1	1	7			17805		
4490.0	3	0	1	7	3	1			2		4	1	1	1	81			18			17806		
4490.0	4	0	1	3	3	1			2		1	99			84			18			17807		
4490.0	5	0	2	3	3	1			2		1	99			84			18			17808		
4490.0	6	8																			17809		
4492.0	1	7																			17813		
4492.0	2	0	2	43	1	3	20	22	2		4	5	1	2	69	1	1	7			17814		
4492.0	3	0	1	16	3	1			2		4	5	1	2	24	1	1	8			17815		
4492.0	4	0	1	14	3	1			2		4	3	1	2	10	1	1	18			17816		
4492.0	5	5	2	18	3	1			2		4	5	5	2	69	1	1	7			17817		
4493.0	1	0	1	63	1	2	23	24	2		1	99			83			18			17819		
4493.0	2	0	2	50	2	2	12	13	2		1	99			69	1	1	7			17821		
4493.0	3	0	1	27	3	2	27	99	2		4	8	1	2	50	1	1	12			17822		
4493.0	4	8																			17823		
4493.0	5	2	2	20	4	2	18	99	2		4	5	1	2	82			18			17824		
4493.0	6	4	1	35	3	2	23	25	2		4	9	1	2	13	1	3	3			17825		
4493.0	7	4	2	25	4	2	13	15	2		4	6	8	2	69	1	1	7			17826		
4493.0	8	4	2	10	5	1			2		4	4	5	1	81			18			17827		
4493.0	9	4	1	4	5	1			2		1	99			84			18			17828		
4494.0	1	0	1	61	1	2	27	29	2		4	8	1	2	11	1	1	8			17830		
4494.0	2	0	2	46	2	2	12	14	2		2	99			70	1	1	7			17831		
4494.0	3	0	1	27	3	1			2		4	7	1	2	23	1	4	8			17832		
4494.0	4	0	2	17	3	1			2		4	9	8	1	81			18			17833		
4494.0	5	0	2	15	3	1			2		4	8	1	1	81			18			17834		
4494.0	6	0	1	13	3	1			2		4	7	1	1	81			18			17835		
4495.0	1	0	1	33	1	2	22	24	2		4	7	1	2	23	1	4	8			17837		
4495.0	2	0	2	29	2	2	18	20	2		4	5	1	2	69	1	1	7			17838		
