a01	hh_type	plotid	g01	g02_1	g02	g20	g03	g04	g05	g06	g07	g08a	g08b	g08c	g09a	g09b	g09c	g10	g11	g12	g13a	g13b	g13c	g14	g15a	g15b	g15c	g16a	g16b	g16c	g17a	g17b	g17c	g18a	g18b	g18c	g19a	g19b	g19c	flag_g
3556	3	12	2	10	10	0	400	0	5	6	150	1			1			150000	3	1990	1			9																4
3556	3	13	2	9	9	0	300	0	5	2		1			1			150000	1	1980	1			1	1	72		1			1			1			1			0
3556	3	14	2	7.5	7.5	0	400	0	5	6	150	1			1			150000	3	1990	72			9																4
3556	3	15	2	4.5	4.5	0	300	0	5	2		1			1			120000	3	1990	1			1	1	72		1			1			1			1			0
3556	3	16	2	3.5	3.5	0	300	0	5	2		1			1			100000	3	1990	1			1	1	72		1			1			1			1			0
3556	3	17	2	3.5	3.5	0	250	0	5	2		1			1			110000	3	1990	1			1	1	72		1			1			1			1			0
3556	3	18	2	1.5	1.5	0	150	0	5	1		1			1			60000	1	1980	1			7																4
3556	3	19	4	3.5	3.5	0	20	0	5	1		1			1			100000	3	1990	1			5																4
3556	3	20	8	4.5	4.5	0	20	0	5	6	300	1			1			70000	3	1990	72			9																4
3557	3	1	1	28	28	0	0	0	5	1		1			1			1500000	3	1981	1			4																4
3557	3	2	2	40.5	40.5	0	50	0	5	2		1			1			1300000	3	1981	1			1	1	72		1			1			1			1			0
3557	3	3	2	38	38	0	60	0	5	2		1			1			1000000	3	1981	1			1	1	72		1			1			1			1			0
3557	3	4	2	30	30	0	200	0	5	2		1			1			300000	1	2002	1			1	1	72		1			1			1			1			0
3557	3	5	8	33	33	0	150	8	5	2		1			1			500000	3	1981	1			2	1	72		1			1			1			1			1
3557	3	6	4	42	42	0	150	0	5	1		1			1			1500000	3	1981	1			7																4
3557	3	7	2	38	38	0	80	0	5	3	1000	72			72			100000	6	2010	72			1	1	72		1			1			1			1			0
3557	3	8	2	32	0	3																																		3
3557	3	9	2	20	0	3																																		3
3557	3	10	2	10	0	3																																		3
3558	3	1	1	1	1	0	0	0	5	1		1			72			60000	3	2006	98			4																4
3559	3	1	1	1.5	1.5	0	0	0	5	1		1			1			90000	3	2007	1			4																4
3559	3	2	2	33	0	3																																		3
3560	3	1	1	15	15	0	0	0	5	1		1			1			200000	3	2002	1			4																4
3560	3	2	2	30	30	0	600	2	5	2		1			1			600000	1	2005	1			1	1	3		1	3		1	3		1			1			0
3560	3	3	2	33	33	0	600	2	5	2		1			1			450000	3	2005	1			1	1	3		1	3		1	3		1			1			0
3560	3	4	2	16.5	16.5	0	600	2	5	2		1			1			220000	3	2000	1			1	1	3		1	3		1	3		1			1			0
3560	3	5	2	16.5	0	10																																		3
3560	3	6	2	10	0	10																																		3
3560	3	7	2	10	10	0	600	2	5	2		1			1			150000	3	2007	1			1	1	3		1	3		1	3		1			1			0
3560	3	8	2	8	8	0	900	0	5	2		1			1			110000	1	2008	1			1	1	3		1	3		1	3		1			1			0
3560	3	9	2	8	8	0	900	0	5	2		1			1			110000	3	2006	1			1	1	3		1	3		1	3		1			1			0
3560	3	10	2	9	9	0	900	0	5	2		1			1			120000	3	2007	1			1	1	3		1	3		1	3		1			1			0
3560	3	11	2	48	48	0	700	0	5	2		1			1			600000	1	2004	1			1	1	3		1	3		1	3		1			1			0
3560	3	12	2	66	66	0	700	2	5	3	1666	72			72			800000	6	2006	72			1	1	3		1	3		1	3		1			1			0
3560	3	13	2	17	0	3																																		3
3560	3	14	7	8	8	0	600	0	5	1		1			1			120000	1	2007	1			6																4
3560	3	15	2	66	66	0	600	2	4	3	2000	72			72			800000	6	2007	72			1	1	3		1	3		1	3		1			1			0
3562	2	1	1	17	17	0	0	0	2	1		1			1			510000	3	1985	98			4																
3562	2	2	2	52	52	0	2000	0	3	8		1			1			1040000	3	1985	98			9																
3563	2	1	1	13	13	0	0	0	2	1		72			72			300000	1	2010	1			4																
3564	2	1	1	15	15	0	0	0	2	1		1			1			250000	1	1995	98			4																
3564	2	2	2	52	52	0	100	4	4	7		1			1			300000	1	2001	98			9																
3564	2	3	9	4	4	0	0	3	2	1		1			1			50000	1	1995	98			7																
3564	2	4	2	0	52	5	100	3	2	7		1			1			350000	1	2012	98			9																
3565	2	1	1	98	98	0	0	0	5	1		1			1			3000000	3	1965	98			4																
3565	2	2	2	0	34	0	200	0	5	2		1			1			1020000	3	1965	98			7																
3566	2	1	1	4	4	0	0	0	2	1		1			1			60000	1	1995	98			4																
3566	2	2	2	90	0	3																																		
3567	2	1	1	10	10	0	0	0	3	1		1			1			70000	1	2008	98			4																
3567	2	2	2	26	26	0	200	0	2	2		1			1			125000	1	2009	98			1	1			1			1			1			1			
3567	2	3	2	21	21	0	400	0	2	2		1			1			100000	3	1998	98			1	1			1			1			1			1			
3567	2	4	2	52	52	0	150	5	1	4		72			72			250000	6	2010	98			1	1			1			1			1			1			
3567	2	5	2	52	52	0	1500	5	1	4		72			72			250000	6	2010	98			1	1			1			1			1			1			
3568	2	1	1	110	110	0	0	0	2	1		1			1			1057000	3	1970	98			4																
3568	2	2	8	16	16	0	0	0	2	2		1			1			90000	3	1970	98			2	1			1			1			1			1			
3568	2	3	2	33	33	0	200	2	2	2		1			1			190000	3	1970	98			1	1	3		1	3		1	3		1	3		1	3		
3568	2	4	2	24	24	0	1000	2	2	7		1			1			140000	3	1970	98			9																
3568	2	5	2	17	17	0	300	5	2	7		1			1			100000	3	1970	98			9																
3568	2	6	2	16	16	0	300	5	2	7		1			1			95000	1	1980	98			9																
3568	2	7	2	13	13	0	350	5	2	7		1			1			90000	1	1990	98			9																
3568	2	8	2	78	78	0	1000	5	2	7		1			1			450000	1	1995	98			9																
3569	2	1	1	30	30	0	0	0	2	1		1			1			400000	3	1999	1			4																
3569	2	2	8	22	22	0	0	1	2	2		1			1			200000	3	1999	1			2	1			1			1			1			1			
3569	2	3	2	26	26	0	200	1	2	2		1			1			150000	3	1999	1			1	1	72		1			1			1			1			
3569	2	4	2	20	20	0	500	1	2	8		1			1			150000	3	1999	98			9																
3569	2	5	2	13	13	0	200	4	4	1		1			1			86000	1	2002	1			7																
3569	2	6	2	10	10	0	250	1	3	2		1			1			60000	3	1999	1			1	1	72		1			1			1			1			
3570	2	1	1	5	5	0	0	0	2	1		1			1			96000	1	2007	98			4																
3570	2	2	2	30	0	3																																		
3570	2	3	2	28	0	3																																		
3571	2	1	1	80	20	2	0	0	2	1		1			72			200000	3	2009	98			4																
3571	2	2	2	52	0	3																																		
3571	2	3	2	30	0	3																																		
3571	2	4	2	12	0	3																																		
3572	2	1	1	5	5	0	0	0	2	1		1			1			960000	3	1990	98			4																
3572	2	2	2	0	10	7	100	0	2	3	100	72			72			153000	6	2014	98			1	1			1			1			1			1			
3573	2	1	1	28	28	0	0	0	1	1		1			1			840000	3	1972	98			4																
3573	2	2	2	52	52	0	2000	3	4	2		1			1			520000	3	1972	98			1	1	72		1			1			1			1			
3573	2	3	2	26	26	0	2000	3	4	8		1			1			260000	3	1972	98			9																
3573	2	4	2	26	26	0	2000	3	2	8		1			1			260000	3	1972	98			9																
3573	2	5	2	20	20	0	500	3	4	8		1			1			200000	3	1972	98			9																
3573	2	6	2	10	10	0	500	3	2	8		1			1			100000	3	1972	98			9																
3573	2	7	2	26	26	0	500	2	2	8		1			1			260000	3	1972	98			9																
3573	2	8	2	26	26	0	500	1	2	8		1			1			260000	3	1972	98			9																
3573	2	9	5	13	13	0	500	0	1	1		1			1			100000	1	1990	98			7																
3573	2	10	2	20	20	0	2000	3	4	8		1			1			200000	3	1972	98			9																
3573	2	11	8	10	10	0	2000	7	2	2		1			1			80000	1	2008	98			2	1			1			1			1			1			
3574	2	1	1	42	42	6	0	0	4	1		1			1			700000	3	1990	1			4																
3574	2	2	2	78	78	0	1000	4	4	2		1			1			750000	3	1990	1			1	1			1			1			1			1			
3574	2	3	2	13	10	2	1000	4	4	7		1			1			96150	3	1990	98			9																
3574	2	4	2	10	5	2	1000	4	4	7		1			1			45575	3	1990	98			9																
3574	2	5	2	52	52	0	0	1	4	2		1			1			500000	3	1990	1			1	1			1			1			1			1			
3574	2	6	9	10	10	0	0	0	4	1		1			1			90000	3	1990	98			7																
3574	2	7	12	0	5	7	100	1	4	3	100	72			72			5000	6	2014	98			1	1			98			98			98			98			
3575	2	1	1	4	4	0	0	0	1	3	300	1			72			120000	3	1997	98			4																
3576	2	1	1	13	13	0	0	0	5	1		1			72			200000	3	2000	98			4																
3576	2	2	2	52	52	0	1000	3	4	4		72			72			450000	6	2008	98			1	1			1			1			1			1			
3576	2	3	2	25	0	3																																		
3577	2	1	1	18.5	18.5	0	0	0	2	1		72			72			250000	3	2009	98			4																
3577	2	2	2	0	52	5	1000	1	2	7		72			72			500000	1	2009	98			9																
3577	2	3	2	0	52	5	1000	1	2	7		72			72			500000	1	2013	98			9																
3577	2	4	5	0	25	5	500	1	2	1		72			72			120000	1	2011	98			9																
3577	2	5	1	0	7	5	3000	0	2	1		72			72			1000000	1	2012	98			4																
3578	2	1	1	5	5	0	0	0	2	1		1			72			100000	3	2008	98			4																
3578	2	2	2	35	0	3																																		
3578	2	3	2	15	0	3																																		
3579	2	1	1	25	25	0	0	1	2	1		1			1			1000000	3	2000	98			4																
3579	2	2	2	21	21	0	300	1	5	2		1			1			201923	3	2000	1			1	1			1			1			1			1			
3579	2	3	2	21	21	0	300	1	5	2		1			1			201923	3	2000	72			1	1			1			1			1			1			
3579	2	4	9	5	5	0	0	0	1	2		1			1			50000	3	2000	98			7																
3580	2	1	1	20	20	0	0	0	2	1		72			72			700000	3	1973	98			4																
3580	2	2	2	52	0	3																																		
3580	2	3	9	15	15	0	50	0	2	8		72			72			150000	3	1973	98			9																
3581	2	1	1	4	4	0	0	0	2	1		1			1			120000	3	1972	1			4																
3581	2	2	2	60	60	0	400	0	5	2		1			1			900000	3	1972	98			1	1	72		1			1			1			1	2		
3581	2	3	2	45	45	0	500	2	5	2		1			1			540000	3	1972	98			1	1	72		1			1			1			1	2		
3581	2	4	2	36	36	0	200	0	5	2		1			1			540000	3	1972	98			1	1	72		1			1			1			1	2		
3581	2	5	2	20	20	0	400	2	5	2		1			1			240000	3	1972	98			1	1	72		1			1			1			1	2		
3581	2	6	8	1	1	0	0	0	2	2		1			1			30000	3	1972	98			2	1			1			1			1			1	2		
3582	2	1	1	1	10	10	0	0	2	1		1			1			200000	3	1995	98			4																
3583	2	1	1	4	4	0	0	0	2	1		1			72			80000	3	2011	98			4																
3583	2	2	2	0	48	6	1000	3	2	2		1			72			400000	3	2010	98			1	1			1			1			1			1			
3583	2	3	2	0	15	6	500	2	2	2		1			72			120000	3	2010	98			1	1			1			1			1			1			
3583	2	4	2	0	70	7	1000	2	2	5		72			72			560000	6	2013	98			1	1			1			1			1			1			
3584	2	1	1	8	8	0	0	0	2	1		1			1			100000	3	2000	98			4																
3584	2	2	2	54	0	3																																		
3584	2	3	2	30	0	3																																		
3584	2	4	2	16	0	3																																		
3584	2	5	2	48	0	3																																		
3585	2	1	1	10	10	0	0	0	3	1		1			1			200000	3	1991	98			4																
3585	2	2	2	40	40	0	100	1	5	4		72			72			400000	6	2010	98			1	1	3		1			1			1	3		1	2	3	
3585	2	3	2	30	30	0	1500	1	2	4		72			72			300000	6	2010	98			1	1	3		1			1			1	3		1	2	3	
3585	2	4	2	10	10	0	2000	1	2	4		72			72			100000	6	2010	98			1	1	3		1			1			1	3		1	2	3	
3586	2	1	1	1	5	5	0	0	2	1		1			1			75000	2	1986	98			4																
3586	2	2	2	48	48	0	400	3	5	4		72			72			480000	6	1986	98			1	3	72		1	3		1	3		1	3		1	3		
3586	2	3	2	0	24	7	450	3	5	4		72			72			240000	6	2013	98			1	3	72		1	3		1	3		1	3		1	3		
3587	2	1	1	4	4	0	0	0	1	1		1			1			7000	3	1995	98			4																
3587	2	2	2	24	0	3																																		
3587	2	3	2	33	0	3																																		
3587	2	4	2	15	15	0	500	3	4	4		72			72			150000	6	2007	98			1	1			1			1			1			1			
3587	2	5	2	15	15	0	250	3	4	2		72			72			150000	6	2007	98			1	1			1			1			1			1			
3587	2	6	9	2	2	0	0	4	4	1		1			1			60000	3	1998	98			4																
3587	2	7	2	0	30	7	250	3	4	4		72			72			30000	6	2013	98			1	1			1			1			1			1			
3588	2	1	1	15	15	0	0	0	5	1		1			1			225000	3	2007	98			4																
3588	2	2	2	64	64	0	500	3	4	2		1			1			640000	3	2007	98			1	1	72		1			1			1			1			
3588	2	3	2	60	60	0	500	3	4	2		1			1			600000	3	2007	98			1	1	72		1			1			1			1			
3588	2	4	2	50	50	0	500	3	4	2		1			1			500000	3	2007	98			1	1	72		1			1			1			1			
3588	2	5	2	17	17	0	500	3	4	2		1			1			170000	3	2007	98			1	1	72		1			1			1			1			
3588	2	6	2	36	36	0	1000	3	4	8		1			1			360000	3	2007	98			9																
3588	2	7	2	24	24	0	250	3	4	2		1			1			240000	3	2007	98			1	1	72		1			1			1			1			
3588	2	8	2	22	22	0	500	5	4	2		1			1			220000	3	2007	98			1	1	72		1			1			1			1			
3588	2	9	2	27	27	0	500	6	4	8		1			1			270000	3	2007	98			9																
3589	2	1	1	40	40	0	0	0	2	1		2			2			400000	3	2006	98			4																
3589	2	2	2	132	132	0	500	0	2	7		2			2			1400000	3	2006	72			9																
3589	2	3	2	50	50	0	500	0	2	7		2			2			500000	3	2006	72			9																
3589	2	4	2	36	36	0	600	0	2	7		2			2			350000	3	2006	72			9																
3589	2	5	2	20	20	0	300	0	2	7		2			2			200000	3	2006	72			9																
3589	2	6	2	25	25	0	400	0	2	7		2			2			250000	3	2006	72			9																
3589	2	7	2	20	20	0	300	0	2	7		2			2			200000	3	2006	72			9																
3589	2	8	2	12	12	0	350	0	2	7		2			2			120000	3	2006	72			9																
3589	2	9	8	10	10	0	10	0	2	1		2			2			100000	3	2006	98			7																
3590	2	1	1	25	25	0	0	0	5	1		1			1			625000	1	1994	98			4																
3590	2	2	2	55	55	0	500	0	4	4		72			72			550000	6	2000	1			1	1	72		1			1			1			1			
3590	2	3	2	28	28	0	500	0	4	4		72			72			280000	6	2011	1			1	1	72		1			1			1			1			
3590	2	4	2	22	0	3																																		
3590	2	5	2	30	0	3																																		
3591	2	1	1	5	5	0	0	0	2	1		1			1			100000	1	2005	98			4																
3592	2	1	1	7	7	0	0	0	4	1		1			72			140000	3	1992	98			4																
3592	2	2	2	24	24	0	1500	3	4	2		1			72			240000	3	1992	98			1	1	72		1			1			1			1			
3592	2	3	2	62	62	0	1500	3	4	4		72			72			620000	6	2006	98			1	1	72		1			1			1			1			
3592	2	4	8	2	2	0	0	0	4	1		1			72			20000	3	1992	98			1	1			72			72			72			72			
3592	2	5	12	0	5	7	200	2	4	4		72			72			50000	6	2013	98			1	1			72			72			72			72			
3593	2	1	1	9	0	1																																		
3593	2	2	2	30	0	1																																		
3593	2	3	8	10	0	1																																		
3593	2	4	1	0	20	5	0	0	4	1		4			4			300000	1	2013	98			4																
3594	2	1	1	3	3	0	0	0	2	1		1			1			90000	3	1990	98			4																
3594	2	2	2	20	20	0	500	2	3	2		1			1			20000	3	1990	98			1	1	72		1			1			1	2		1	2		
3594	2	3	2	30	30	0	500	2	3	2		1			1			300000	3	1990	98			1	1	72		1			1			1	2		1	2		
3594	2	4	2	7	0	1																																		
3594	2	5	2	14	14	0	500	2	2	8		1			1			210000	3	1990	98			9																
3594	2	6	2	33	33	0	1000	2	2	8		1			1			330000	3	1990	98			9																
3594	2	7	2	10	10	0	1000	2	2	2		1			1			100000	3	1990	98			1	1	72		1			1			1	2		1	2		
3594	2	8	2	10	10	0	1000	2	3	2		1			1			264000	3	1990	98			1	1	72		1			1			1	2		1	2		
3594	2	9	2	22	22	0	1000	0	3	2		1			1			135000	1	2001	98			1	1	72		1			1			1	2		1	2		
3594	2	10	2	9	9	0	1000	0	4	2		1			1			135000	1	2001	98			1	1	72		1			1			1	2		1	2		
3594	2	11	2	10	0	1																																		
3594	2	12	2	10	10	0	1000	0	3	2		1			1			150000	3	1990	98			1	1	72		1			1			1	2		1	2		
3594	2	13	8	11	11	0	50	4	1	2		1			1			165000	3	1990	98			2	1	4		1			1			1	2	3	1	2		
3594	2	14	2	11	11	0	70	0	2	8		1			1			220000	3	1990	98			9																
3594	2	15	2	24	24	0	1000	0	3	2		1			1			360000	3	1990	98			1	1	72		1			1			1			1	2		
3595	2	1	1	3	3	0	0	0	5	1		1			72			600000	3	2011	1			4																
3595	2	2	2	35	35	0	100	0	3	2		1			72			350000	3	2011	98			1	1	72		1			1			1			1			
3595	2	3	2	30	30	0	100	2	2	2		1			72			300000	3	2011	98			1	1	72		1			1			1			1			
3595	2	4	2	30	30	0	100	2	4	2		1			72			30000	3	2011	98			9																
3595	2	5	2	30	30	0	100	2	5	8		1			72			300000	3	2011	98			9																
3595	2	6	2	15	15	0	100	0	2	2		1			1			150000	1	2011	98			1	1			1			1			1			1			
3595	2	7	2	48	48	0	100	2	3	4		72			72			480000	6	2011	98			1	1	72		1			1			1			1			
3595	2	8	8	5	5	0	0	6	1	1		1			72			40000	3	2011	98			7																
3596	2	1	1	5	5	0	0	0	3	1		1			1			45000	3	1995	98			4																
3596	2	2	2	30	30	0	1000	2	2	2		1			1			280000	3	1995	98			1	1			1			1			1			1			
3596	2	3	2	25	25	0	200	3	3	4		72			72			200000	6	2008	98			1	1			1			1			1			1			
3596	2	4	2	20	0	3																																		
3596	2	5	9	3	3	0	0	4	1	1		1			1			16000	3	1995	98			7																
3597	2	1	1	30	30	0	0	0	2	1		1			1			40000	3	1952	98			4																
3597	2	2	2	60	60	0	600	2	3	2		1			1			600000	3	1970	98			1	1			1			1			1			1			
3597	2	3	9	10	10	0	0	5	3	1		1			1			110000	3	1970	98			7																
3597	2	4	2	0	30	10	1000	3	3	2		1			1			300000	3	1970	1			1	1			1			1			1			1			
3597	2	5	12	0	7	7	500	2	3	3	100	72			72			7000	6	2014	98			9																
3598	2	1	1	20	12	2	0	0	2	1		1			1			120000	3	1980	98			4																
3598	2	2	2	38	38	0	1000	2	3	7		1			1			320000	3	1980	98			9																
3598	2	3	2	28	7	0	1000	2	3	7		1			1			300000	3	1980	98			9																
3598	2	4	2	4	4	0	1000	3	3	7		1			1			40000	3	1980	98			9																
3598	2	5	2	30	30	0	1000	3	3	5		72			72			300000	6	1980	98			9																
3598	2	6	2	18	18	0	100	2	3	5		72			72			250000	6	2009	98			9																
3598	2	7	2	12	12	0	500	2	3	2		1			1			100000	3	1980	98			1	1			1			1			1			1			
3598	2	8	2	25	25	0	500	2	3	2		1			1			200000	3	1980	98			1	1			1			1			1			1			
3598	2	9	2	16	16	0	500	3	3	2		1			1			200000	3	1980	98			1	1			1			1			1			1			
3598	2	10	2	20	20	0	500	3	3	5		72			72			220000	6	2010	98			9																
3598	2	11	9	5	5	0	0	5	3	1		1			1			70000	3	1980	98			7																
3599	2	1	1	5	5	0	0	0	2	1		1	2		72			150000	3	2002	98			4																
3599	2	2	2	20	20	0	1000	0	3	7		1	2		72			300000	3	2003	98			9																
3599	2	3	2	15	15	0	600	0	4	7		1	2		72			225000	3	1932	98			9																
3599	2	4	2	6	6	0	1500	0	2	7		1	2		72			120000	3	2003	98			9																
3599	2	5	8	3	3	0	200	0	1	14		1	2		72			45000	3	2003	98			9																
3600	2	1	1	5	5	0	0	0	1	1		1			1			40000	3	1980	98			4																
3600	2	2	2	99	99	0	1000	3	1	8		1			1			600000	3	1980	98			9																
3600	2	3	2	30	30	0	600	3	1	6	666	1			1			250000	3	1980	98			9																
3600	2	4	2	105	105	0	1000	3	3	6	1500	1			1			700000	3	2010	98			9																
3600	2	5	8	0	30	7	600	4	2	3	625	1	72		1	72		60000	3	2012	98			2	1			1			1			1			1			
3601	3	1	1	16	16	0	0	0	2	1		1			74			1600000	7	1962	98			4																4
3601	3	2	2	30	0	3																																		3
3602	3	1	1	6	0	2																																		3
3602	3	2	1	0	3	7	0	0	3	3	700	72			72			600000	6	2014	98			4																0
3603	3	1	1	5	5	0	0	0	2	1		72			72			500000	5	1999	98			4																4
3604	3	1	1	25	25	0	0	0	2	1		1	72		1	72		3750000	3	2007	98			4																4
3604	3	2	3	80	80	0	100	2	2	1		1	72		1	72		6400000	1	2001	98			3																4
3604	3	3	10	39	39	0	100	2	2	1		1	72		1	72		3210000	3	1982	98			8																4
3604	3	4	10	37	37	0	200	2	2	1		1	72		1	72		2960000	3	1982	98			8																4
3604	3	5	10	77	77	0	200	2	2	1		1	72		1	72		6160000	1	2002	98			8																4
3604	3	6	2	150	150	0	500	4	2	2		1	72		1	72		4000000	1	2007	1			1	1	72		1			1			1			1			0
3604	3	7	2	60	60	0	1500	4	2	6	500	1	72		1	72		4800000	3	1968	1			9																4
3604	3	8	12	0	4	10	100	0	2	15		74			74			400000	7	2014	1			1	1			1			1			98			1			1
3605	3	1	1	8	8	0	0	0	5	1		72			72			640000	3	2006	98			8																4
3605	3	2	2	45	45	0	400	1	2	6	600	72			72			270000	1	2008	72			9																4
3605	3	3	2	25	25	0	800	2	2	6	540	72			72			2250000	3	2006	72			9																4
3605	3	4	2	20	20	0	1000	2	2	6	250	72			72			1200000	3	2006	72			9																4
3605	3	5	1	0	11	6	0	0	5	1		2			2			1100000	2	1995	98			4																4
3606	3	1	1	7	7	0	0	0	2	1		1			1			1400000	1	1988	1			4																4
3606	3	2	2	45	0	3																																		3
3606	3	3	2	30	0	3																																		3
3606	3	4	2	0	22	7	100	3	2	3	540	72			72			2200000	6	2015	72			9																2
3608	3	1	1	22.5	22.5	0	0	0	2	1		1			1			2250000	2	1990	98			4																4
3608	3	2	2	15	15	0	50	2	3	2		1			1			900000	3	1975	1			1	1			1			1			1			1			0
3608	3	3	2	13	13	0	200	2	3	2		1			1			845000	1	1982	1			1	1			1			1			1			1			0
3608	3	4	2	12	0	2																																		3
3608	3	5	2	22	20	10	100	2	3	3	500	72			72			1200000	6	2010	1			1	1			1			1			1			1			0
3609.1	3	1	1	8.5	8.5	0	0	0	3	1		1	72		1	72		1600000	5	2002	98			4																4
3609.2	3	1	1	8.5	0	2																																		3
3609.2	3	2	1	0	2	6	20	0	2	1		72			72			200000	5	2014	98			4																4
3610	3	1	1	7	7	0	0	0	5	1		1			1			1400000	3	1996	98			4																4
3610	3	2	2	15	0	3																																		3
3610	3	3	10	0	5	5	0	0	5	1		1			1			500000	1	2013	98			8																4
3610	3	4	10	0	3	5	0	0	5	1		1			1			450000	1	2012	98			8																4
3611	3	1	1	2.5	2.5	0	0	0	3	1		1			1			375000	1	1998	98			4																4
3612	3	1	1	11	8	2	0	0	3	1		1			1			800000	3	1990	98			4																4
3613.1	3	1	1	10	0	10																																		3
3613.1	3	2	1	0	2	6	0	0	3	1		1			1			200000	3	2012	98			4																4
3613.2	3	1	1	10	0	2																																		3
3613.2	3	2	1	0	2	6	0	0	3	1		5			5			200000	2	2009	98			4																4
3614	3	1	1	14	14	0	0	0	3	1		1	72		1	72		2800000	3	1985	98			4																4
3614	3	2	2	60	0	3																																		3
3614	3	3	2	0	12	7	100	0	3	3	166	72			72			240000	6	2013	1			1	1	72		1			1			1			1			0
3614	3	4	2	0	10	7	100	0	3	3	166	72			72			1000000	6	2013	1			1	1	72		1			1			1			1			0
3615	3	1	1	13.5	13.5	0	0	0	4	1		1			1			4050000	3	1990	98			4																4
3616	3	1	1	3	3	0	0	0	2	1		72			72			4500000	3	1995	98			4																4
3617	3	1	1	1.5	1.5	0	0	0	2	1		1	2		1	2		200000	3	1980	98			4																4
3618	3	1	1	2	0	1																																		3
3618	3	2	2	45	45	0	700	3	4	3	417	72			72			2250000	6	2007	1			1	1	2	72	1			1			98			1			0
3618	3	3	1	0	1	5	20	0	5	1		1			2	3		110000	1	2014	1	2		7																4
3619	3	1	1	6.45	6.6	6	0	0	5	1		1			1			1980000	3	1998	1			4																4
3620.1	3	1	1	2	2	0	0	0	5	1		72			72			140000	5	1990	98			4																4
3620.1	3	2	5	0	1	5	3500	0	5	1		1			1			150000	1	2012	98			7																4
3620.1	3	3	2	0	30	7	5000	4	2	5		72			72			1500000	6	2014	1			1	72			1			1			1			1			0
3620.2	3	1	1	2	2	0	0	0	5	1		72			72			140000	2	1990	98			4																4
3621	3	1	1	7	4	2	0	0	5	1		1			1			400000	2	1975	1	2		4																4
3622	3	1	1	5	5	0	0	0	2	1		6			6			1000000	3	1995	98			4																4
3623	3	1	1	13	13	0	0	0	2	1		71			72			2600000	2	2005	98			4																4
3623	3	2	2	0	10	7	1500	5	2	1		72			72			800000	6	2015	72			9																4
3624	3	1	1	5	5	0	0	0	2	1		1			1			1000000	1	2005	98			4																4
3624	3	2	2	0	30	7	300	2	3	3	580	72			72			3000000	6	2014	1			1	1			1			1			1			1			0
3625	3	1	1	35	35	0	0	0	2	1		1			1			5250000	3	1990	98			4																4
3625	3	2	2	45	45	0	200	3	2	8		1			1			4500000	3	1990	72			9																4
3625	3	3	2	13	13	0	300	3	2	8		1			1			1300000	3	1990	72			9																4
3625	3	4	9	10	10	0	0	5	2	1		1			1			1000000	3	1990	98			7																4
3626	3	1	1	5	5	0	0	0	2	1		1	72		1	72		750000	3	1999	98			4																4
3626	3	2	2	15	15	0	0	2	2	2		1	72		1	72		1350000	3	1999	98			1	1			1			1			1			1			0
3626	3	3	2	43	43	0	500	4	2	5		72			72			3870000	6	2010	1			1	1			1			1			1			1			0
3626	3	4	2	22	22	0	600	4	2	5		72			72			1980000	6	2011	1			1	1			1			1			1			1			0
3626	3	5	2	33	33	0	400	4	2	5		72			72			2970000	6	2011	1			1	1			1			1			1			1			0
3627	3	1	1	2	2	0	0	0	2	1		72			72			300000	4	2005	98			4																4
3628	3	1	1	17	17	0	0	0	2	1		1			1			1700000	3	2001	98			4																4
3628	3	2	2	31	0	2																																		3
3628	3	3	2	15	15	0	200	4	3	2		1			1			1500000	3	2001	1			1	1			1			1			1			1			0
3628	3	4	2	12.5	12.5	0	300	0	2	2		1			1			1200000	3	2001	1			1	1			1			1			1			1			0
3628	3	5	2	9	9	0	100	0	2	2		1			1			900000	3	2001	1			1	1			1			1			1			1			0
3628	3	6	2	8	8	0	100	0	2	2		1			1			800000	3	2001	1			1	1			1			1			1			1			0
3628	3	7	2	10	10	0	300	4	4	2		1			1			100000	3	2001	1			1	1			1			1			1			1			0
3628	3	8	2	5	5	0	300	2	2	2		1			1			500000	3	2001	1			1	1			1			1			1			1			0
3628	3	9	5	10	10	0	600	4	3	1		1			1			1000000	3	2001	98			7																4
3628	3	10	5	2	2	0	400	5	1	1		1			1			200000	3	2001	98			7																4
3628	3	11	5	2	2	0	400	5	1	1		1			1			500000	3	2001	98			7																4
3628	3	12	2	0	30	6	400	3.5	3	2		1			1			3000000	3	2012	1			1	1			1			1			1			1			0
3629	3	1	1	4	4	0	0	0	2	1		1			1			800000	2	2008	98			4																4
3630	3	1	1	17.5	17.5	0	0	0	4	1		1			1			1750000	1	1990	98			4																4
3631	3	1	1	3.5	3.5	0	0	0	2	1		1			1			500000	3	1965	98			4																4
3632.1	3	1	1	10	10	0	0	0	3	1		1	72		1	72		3000000	3	2005	98			4																4
3632.1	3	2	2	28	0	1																																		3
3632.1	3	3	2	15	0	1																																		3
3632.1	3	4	2	15	0	1																																		3
3632.1	3	5	2	10	0	1																																		3
3632.1	3	6	2	0	18	5	500	4	5	1		1			1			1800000	1	2014	98			9																4
3632.1	3	7	2	0	90	5	600	0	5	1		1			1			9000000	1	2014	98			9																4
3632.1	3	8	2	0	30	5	600	0	5	1		1			1			3000000	1	2014	98			9																4
3632.1	3	9	2	0	33	5	600	0	5	1		1			1			3300000	1	2014	98			9																4
3632.1	3	10	2	0	22	5	650	0	5	1		1			1			2200000	1	2014	98			9																4
