a01	hh_type	plotid	g01	g02_1	g02	g20	g03	g04	g05	g06	g07	g08a	g08b	g08c	g09a	g09b	g09c	g10	g11	g12	g13a	g13b	g13c	g14	g15a	g15b	g15c	g16a	g16b	g16c	g17a	g17b	g17c	g18a	g18b	g18c	g19a	g19b	g19c	flag_g
5057	3	8	2	60	45	10	500	7	4	3	1100	74			74			50000	7	1980	1			1	1			1			1			1			1			0
5057	3	9	2	0	30	6	1500	7	4	2		1			72			50000	3	2007	1			1	1			1			1			1			1			0
5058	3	1	1	40	40	0	0	0	3	1		1	72	6	1	72	6	400000	3	2004	1			4																4
5058	3	2	2	120	120	0	0	5	3	2		1	72	6	1	72	6	1200000	3	2004	1			1	1			1			1			1			1			0
5058	3	3	2	100	100	0	1000	2	4	2		74			74			800000	7	1991	1			1	1			1			1			1			1			0
5058	3	4	2	95	95	0	1000	2	4	1		74			74			650000	7	1991	98			7																4
5059	3	1	1	16	16	0	0	0	3	1		2			2			160000	2	2009	1			4																4
5059	3	2	2	30	0	3																																		3
5060	3	1	1	45	80	10	0	0	3	1		1			1			800000	3	1972	1			4																4
5060	3	2	2	12	12	0	0	1	3	1		1			1			100000	1	2003	1			7																4
5060	3	3	2	21	21	0	0	3	3	1		1			1			170000	1	2003	1			7																4
5060	3	4	2	2	2	0	0	2	3	1		1			1			20000	3	1972	1			7																4
5060	3	5	2	120	0	3																																		3
5060	3	6	2	180	0	3																																		3
5060	3	7	9	10	10	0	0	15	5	1		1			1			80000	3	1972	1			7																4
5061	3	1	1	3.5	3.5	0	0	0	4	1		1	4		1	4		120000	1	1994	98			4																4
5061	3	2	2	75	75	0	0	0	4	8		1	4		1	4		150000	1	1994	98			9																4
5061	3	3	2	30	0	3																																		3
5061	3	4	2	5	0	3																																		3
5062	3	1	1	1.5	1	1	0	0	4	1		1			1			60000	3	2005	98			4																4
5064	3	1	1	6	6	0	0	0	5	1		72			72			600000	5	2011	98			4																4
5064	3	2	2	0	90	7	500	10	4	4		72			72			180000	4	2013	1			7																0
5064	3	3	12	0	12	7	100	10	4	3	20	72			72			140000	4	2013	1			7																1
5065	3	1	1	3	3	0	0	0	4	1		1			72			150000	5	2007	98			4																4
5065	3	2	2	60	0	3																																		3
5065	3	3	12	2	2	0	200	14	1	2		1			72			50000	5	2011	98			7																1
5065	3	4	2	0	60	7	3000	15	1	5		72			72			100000	6	2012	98			7																0
5066	3	1	1	3	3	0	0	0	4	1		72			72			300000	3	2008	98			4																4
5067	3	1	1	2	0	2																																		3
5067	3	2	1	0	1	6	0	0	4	1		72			72			100000	4	2013	98			4																4
5068	3	1	1	2	2	0	0	0	5	1		72			72			100000	4	2002	98			4																4
5069	3	1	1	1	1	0	0	0	4	1		1			1			100000	3	2008	98			4																4
5070	3	1	1	1	1	0	0	0	3	1		71			71			500000	3	2011	98			4																4
5070	3	2	2	75	75	0	4000	16	1	2		71			72			250000	3	2011	1			7																0
5070	3	3	12	2	2	0	100	10	1	2		71			71			10000	3	2011	1			7																1
5071	3	1	1	1	5	5	0	0	5	1		1			1			400000	3	1970	98			4																4
5071	3	2	2	45	45	0	10000	15	4	8		1			1			100000	3	1970	98			7																4
5071	3	3	2	60	60	0	500	12	4	8		1			1			100000	3	1970	98			7																4
5071	3	4	2	135	0	3																																		3
5071	3	5	2	15	0	3																																		3
5071	3	6	2	0	60	7	3000	15	4	4		72			72			50000	6	2013	1			7																0
5071	3	7	2	0	31	7	2000	12	4	13		72			72			42000	6	2013	1			7																0
5071	3	8	2	0	31	7	300	12	4	5		72			72			60000	6	2011	1			7																0
5071	3	9	12	0	10	7	150	10	4	3	25	72			72			15000	6	2013	1			7																1
5072	3	1	1	10	10	0	0	0	2	1		71			71			700000	3	2002	4			4																4
5072	3	2	2	90	90	0	1000	16	3	7		71			71			130000	3	2002	1			9																4
5072	3	3	2	300	300	0	1000	16	3	7		71			71			600000	3	2002	1			9																4
5072	3	4	2	60	60	0	1000	16	3	7		71			71			100000	3	2002	1			9																4
5072	3	5	2	330	330	0	1000	16	3	7		71			71			550000	3	2002	1			9																4
5073	3	1	1	11	3	2	0	0	4	1		72			72			8000	5	1980	98			4																4
5074	3	1	1	7	7	0	0	0	4	1		1			1			350000	3	1995	98			4																4
5075	3	1	1	1.5	1.5	0	0	0	4	1		1	72		72			150000	3	1990	98			4																4
5076	3	1	1	16	16	0	0	0	4	1		72			72			100000	7	1970	98			4																4
5077	3	1	1	5	5	0	0	0	4	1		72			72			250000	3	2010	98			4																4
5078	3	1	1	3	3	0	0	0	4	1		1	72		72			200000	3	2007	98			4																4
5078	3	2	5	0	24	10	50	12	4	1		1	72		72			60000	3	2007	98			7																4
5079	3	1	1	4	4	0	0	0	5	1		72			72			120000	1	1990	98			4																4
5080	3	1	1	11	11	0	0	0	4	1		1			72			800000	3	2000	98			4																4
5080	3	2	2	150	150	0	500	15	1	8		1			72			320000	3	2000	98			9																4
5080	3	3	2	105	105	0	2000	2	1	8		1			72			120000	3	2000	98			9																4
5080	3	4	2	165	165	0	3000	2	1	8		1			72			180000	3	2000	98			9																4
5081	3	1	1	10	10	0	0	0	4	1		72			72			100000	5	1990	98			4																4
5082	3	1	1	3	3	0	0	0	4	1		72			72			160000	5	1980	98			4																4
5083	3	1	1	17	17	0	0	0	4	1		1			1			1360000	1	1995	98			4																4
5083	3	2	2	9	9	0	0	5	1	1		1			1			270000	1	1995	98			2	1			1			1			1			1			4
5084	3	1	1	24	24	0	0	0	4	1		1			1			40000	3	1990	98			4																4
5085	3	1	1	3	3	0	0	0	4	1		5			5			60000	5	2008	98			4																4
5085	3	2	2	51.5	0	3																																		3
5085	3	3	2	45	0	3																																		3
5085	3	4	2	30	0	3																																		3
5085	3	5	2	45	0	3																																		3
5085	3	6	2	6	0	3																																		3
5086.1	3	1	1	30	30	0	0	0	1	1		1	72		72			1800000	3	1990	98			4																4
5086.1	3	2	2	0	120	7	1000	4	2	4		72			72			9600000	6	2013	98			1	1	72		1			1			1			1			0
5086.1	3	3	2	0	30	7	1000	4	2	4		72			72			2400000	6	2013	98			1	1	72		1			1			1			1			0
5086.2	3	1	1	30	30	0	0	0	1	1		7	10	72	72			210000	3	1990	98			4																4
5087	3	1	1	6	6	0	0	0	4	1		1			5			150000	3	2000	98			4																4
5088	3	1	1	13	13	0	0	0	4	1		1			1			260000	3	1997	98			4																4
5089	3	1	1	1	1	0	0	0	4	1		72			72			32000	7	2011	98			4																4
5090	3	1	1	9	11	5	0	0	4	1		1			1			350000	3	1997	98			4																4
5090	3	2	9	1	1	0	0	6	4	1		1			1			20000	3	1997	98			7																4
5091	3	1	1	15	15	0	0	0	4	1		1			1			525000	1	2006	98			4																4
5091	3	2	8	7	7	0	0	0	1	2		1			1			245000	1	2006	98			2	1			1			1			1			1			1
5091	3	3	2	180	180	0	1000	3	1	4		72			72			900000	6	2003	98			2	1	72		1			1			1			1			0
5091	3	4	2	30	30	0	1500	5	1	4		72			72			80000	6	2003	98			2	1	72		1			1			1			1			0
5091	3	5	2	45	45	0	1500	3	1	4		72			72			450000	6	2003	98			2	1	72		1			1			1			1			0
5091	3	6	2	0	30	7	1000	3	1	4		72			72			400000	6	2003	98			2	1	72		1			1			1			1			0
5092	3	1	1	30	30	0	0	0	4	1		72			72			300000	3	2009	98			4																4
5092	3	2	9	5	5	0	0	3	1	1		72			72			500000	3	2009	98			7																4
5093	3	1	1	5	5	0	0	0	4	1		1			1			150000	3	1997	98			4																4
5093	3	2	9	1	1	0	0	0	4	1		1			1			30000	3	1997	98			7																4
5094	3	1	1	3	3	0	0	0	2	1		2			2			200000	1	1990	98			4																4
5095	3	1	1	3	3	0	0	0	4	1		1			72			60000	3	1990	98			4																4
5095	3	2	2	37	0	3																																		3
5095	3	3	2	15	0	3																																		3
5095	3	4	2	35	0	3																																		3
5095	3	5	2	15	0	3																																		3
5096	3	1	1	4	4	0	0	0	4	1		6			6			250000	3	1980	98			4																4
5097	3	1	1	2	2	0	0	0	4	1		1			1			80000	3	2001	98			4																4
5098	3	1	1	3	3	0	0	0	4	1		1			1			200000	1	2005	98			4																4
5099	3	1	1	30	30	0	0	0	3	1		72			72			1500000	1	1993	98			4																4
5099	3	2	8	15	15	0	0	3	1	7		72			72			500000	1	1993	72			9																4
5099	3	3	2	45	45	0	500	3	3	7		72			72			360000	3	1985	72			9																4
5099	3	4	2	30	30	0	700	3	3	7		72			72			200000	1	2000	72			9																4
5100	3	1	1	10	10	0	0	0	3	1		1			1			600000	3	2003	98			4																4
5101	3	1	1	3.75	3.75	0	0	0	4	1		4			72			75000	3	1996	98			4																4
5102	3	1	1	15	15	0	0	0	4	1		1			1			800000	3	1997	98			4																4
5102	3	2	2	50	50	0	200	2	4	7		1			1			250000	3	1997	98			9																4
5102	3	3	9	10	10	0	0	3	4	1		1			1			100000	3	1997	98			7																4
5103	3	1	1	7.5	7.5	0	0	0	4	1		71			71			250000	3	2013	98			4																4
5103	3	2	9	1	1	0	50	7	1	1		71			71			15000	3	2013	98			7																4
5104	3	1	1	3	3	0	0	0	4	1		72			72			90000	3	2002	98			4																4
5105	3	1	1	5	5	0	0	0	4	1		72			72			300000	3	1988	98			4																4
5105	3	2	2	30	30	0	200	5	4	7		72			72			200000	3	1988	72			9																4
5105	3	3	2	30	30	0	500	5	4	7		72			72			200000	3	1988	72			9																4
5105	3	4	2	30	30	0	500	5	4	7		72			72			200000	3	1988	72			9																4
5105	3	5	2	30	30	0	500	5	4	7		72			72			200000	3	1988	72			9																4
5105	3	6	2	30	30	0	500	5	4	7		72			72			200000	3	1988	72			9																4
5105	3	7	9	2	2	0	0	0	1	1		72			72			50000	3	1988	98			7																4
5106	3	1	1	1	1	0	0	0	4	1		1			1			40000	3	2010	98			4																4
5106	3	2	2	60	60	0	2000	4	4	4		72			72			500000	6	2007	98			9																0
5106	3	3	2	30	30	0	2000	4	4	4		72			72			300000	6	2007	98			9																0
5106	3	4	2	30	0	3																																		3
5106	3	5	2	30	0	3																																		3
5106	3	6	2	15	0	3																																		3
5107	3	1	1	6	6	0	0	0	4	1		1			1			160000	3	2002	98			4																4
5107	3	2	2	30	0	2																																		3
5107	3	3	2	30	0	2																																		3
5107	3	4	8	2	2	0	0	3	1	1		1	72		1	72		50000	3	2002	98			7																4
5108	3	1	1	3	3	0	0	0	4	1		1			1			120000	3	1997	98			4																4
5109	3	1	1	1.5	1.5	0	0	0	4	1		1			72			60000	3	2006	98			4																4
5109	3	2	2	30	30	0	0	5	4	7		1			72			150000	3	2006	98			9																4
5110	3	1	1	2	2	0	0	0	4	1		1			1			100000	3	1991	98			4																4
5110	3	2	2	37.5	37.5	0	3000	4	4	4		72			72			130000	6	2007	98			9																0
5110	3	3	2	30	30	0	3000	4	4	4		72			72			120000	6	2007	98			9																0
5110	3	4	2	22.5	0	3																																		3
5110	3	5	2	15	0	3																																		3
5110	3	6	2	10	0	3																																		3
5111	3	1	1	3	3	0	0	0	4	1		1			1			150000	3	1997	98			4																4
5112	3	1	1	9	9	0	0	0	4	1		72			72			600000	3	1992	98			4																4
5113	3	1	1	7	7	0	0	0	4	1		1			1			210000	3	1980	98			4																4
5113	3	2	2	30	30	0	800	3	4	4		72			72			100000	6	2009	98			1	1	72		1			1			1			1			0
5113	3	3	2	30	30	0	800	3	4	4		72			72			100000	6	2009	98			1	1	72		1			1			1			1			0
5113	3	4	2	30	30	0	700	3	4	4		72			72			100000	6	2009	98			1	1	72		1			1			1			1			0
5113	3	5	2	30	30	0	900	3	4	4		72			72			130000	6	2009	98			1	1	72		1			1			1			1			0
5113	3	6	2	7.5	7.5	0	200	3	4	4		72			72			500000	6	2009	98			1	1	72		1			1			1			1			0
5113	3	7	2	15	15	0	200	3	4	4		72			72			100000	6	2009	98			1	1	72		1			1			1			1			0
5113	3	8	2	12	12	0	300	3	4	4		72			72			100000	6	2009	98			1	1	72		1			1			1			1			0
5113	3	9	2	10	0	3																																		3
5113	3	10	2	20	20	0	500	3	4	4		72			72			100000	6	2009	98			1	1	72		1			1			1			1			0
5113	3	11	2	15	0	3																																		3
5113	3	12	2	7.5	0	3																																		3
5113	3	13	2	7.5	0	3																																		3
5113	3	14	2	15	0	3																																		3
5113	3	15	2	15	15	0	500	3	4	4		72			72			45000	6	2009	98			1	1	72		1			1			1			1			0
5113	3	16	2	8	8	0	300	3	4	4		72			72			25000	6	2009	98			1	1	72		1			1			1			1			0
5113	3	17	2	5	5	0	250	3	4	4		72			72			15000	6	2009	98			1	1	72		1			1			1			1			0
5114	3	1	1	15	15	0	0	0	4	1		1			1			560000	1	1996	98			4																4
5114	3	2	2	8	8	0	200	2	4	7		1			1			50000	1	1990	98			7																4
5114	3	3	2	5	5	0	50	3	4	7		1			1			80000	1	2005	98			7																4
5114	3	4	2	8	8	0	500	4	4	7		1			1			100000	1	1999	98			7																4
5115	3	1	1	1	1	0	0	0	4	1		72			72			30000	4	1997	98			4																4
5116	3	1	1	15	15	0	0	0	4	1		1			1			500000	3	2000	98			4																4
5116	3	2	2	30	30	0	500	7	4	2		1			1	72		300000	1	2007	98			1	1	72		1			1			1			1			0
5116	3	3	2	30	60	7	1000	7	4	3	167	72			72			160000	6	2007	98			1	1	72		1			1			1			1			0
5116	3	4	9	3.5	3.5	0	0	4	3	1		1			1			50000	3	2000	98			7																4
5116	3	5	12	0	8	7	500	4	3	3	25	72			72			25000	6	2013	98			9																1
5117	3	1	1	2	2	0	0	0	3	1		1			1			30000	3	1992	98			4																4
5117	3	2	2	60	60	0	2000	5	3	4		72			72			200000	6	2010	98			1	1	72		1			1			1			1			0
5117	3	3	2	60	60	0	1900	5	3	4		72			72			200000	6	2009	98			1	1	72		1			1			1			1			0
5117	3	4	2	37	37	0	1500	5	3	4		72			72			150000	6	2009	98			1	1	72		1			1			1			1			0
5117	3	5	2	45	45	0	1000	5	3	4		72			72			170000	6	2009	98			1	1	72		1			1			1			1			0
5117	3	6	2	30	30	0	1500	6	3	4		72			72			100000	6	2009	98			1	1	72		1			1			1			1			0
5117	3	7	2	30	30	0	1000	4	4	4		72			72			100000	6	2009	98			1	1	72		1			1			1			1			0
5117	3	8	2	30	30	0	1000	5	3	4		72			72			100000	6	2009	98			1	1	72		1			1			1			1			0
5117	3	9	2	20	0	3																																		3
5117	3	10	12	0	15	7	1000	5	3	3	42	72			72			50000	6	2009	98			9																1
5118	3	1	1	2	2	0	0	0	4	1		72			72			70000	5	2000	98			4																4
5118	3	2	2	15	30	7	2000	3	4	4		72			72			200000	6	2013	98			9																0
5118	3	3	2	15	30	7	2000	3	4	4		72			72			250000	6	2013	98			9																0
5119	3	1	1	2.5	2.5	0	0	0	4	1		1			1			100000	3	1980	1			4																4
5119	3	2	2	30	0	3																																		3
5119	3	3	2	15	0	3																																		3
5119	3	4	2	12	0	3																																		3
5119	3	5	2	7.5	0	3																																		3
5119	3	6	2	0	45	7	500	3	4	4		72			72			300000	6	2013	98			1	1	72		1			1			1			1			0
5119	3	7	2	0	15	7	500	3	4	4		72			72			100000	6	2013	98			1	1			1			1			1			1			0
5119	3	8	2	0	15	7	500	3	4	4		72			72			100000	6	2013	98			1	1			1			1			1			1			0
5119	3	9	2	0	45	7	200	3	4	4		72			72			350000	6	2014	98			1	1			1			1			1			1			0
5119	3	10	12	0	5	7	300	2	4	3	58	72			72			35000	6	2013	98			9																1
5119	3	11	2	0	15	7	2000	3	4	3	42	72			72			100000	6	2013	98			1	1			1			1			1			1			0
5119	3	12	2	0	30	7	1000	2	4	4		72			72			200000	6	2013	98			1	1			1			1			1			1			0
5120	3	1	1	30	0	1																																		3
5120	3	2	1	0	24	5	0	0	4	1		71			5			420000	1	2007	1	2	3	4																4
5120	3	3	8	0	4	5	0	5	4	1		71			5			80000	1	2007	1	2	3	4																4
5121	3	1	1	5	5	0	0	0	3	1		72			72			170000	4	2001	98			4																4
5121	3	2	2	120	0	3																																		3
5121	3	3	2	30	0	3																																		3
5121	3	4	2	16	0	3																																		3
5121	3	5	2	15	0	3																																		3
5121	3	6	2	10	0	3																																		3
5121	3	7	2	0	80	7	1000	3	4	4		72			72			800000	6	2013	98			1	1	72		1			1			1			1			0
5121	3	8	2	0	35	7	1000	3	4	4		72			72			300000	6	2013	98			1	1	72		1			1			1			1			0
5121	3	9	2	0	35	7	1000	3	4	4		72			72			300000	6	2013	98			1	1	72		1			1			1			1			0
5121	3	10	2	0	12	7	1000	3	4	4		72			72			120000	6	2013	98			1	1	72		1			1			1			1			0
5121	3	11	12	0	10	7	1000	2	4	3	100	72			72			100000	6	2014	98			9																1
5122	3	1	1	11	11	0	0	0	4	1		1			72			550000	2	1997	98			4																4
5122	3	2	2	45	45	0	1000	4	5	7		1			72			400000	2	1997	98			9																4
5124	3	1	1	7	7	0	0	0	4	1		1			1			210000	3	1990	98			4																4
5124	3	2	2	7.5	0	3																																		3
5124	3	3	2	7.5	0	3																																		3
5124	3	4	2	45	0	3																																		3
5124	3	5	2	30	30	0	500	3	4	4		72			72			150000	6	2009	98			1	1	3	72	1			1			1	2		1	2		0
5124	3	6	2	15	15	0	500	3	4	4		72			72			75000	6	2010	98			1	1	3	72	1			1			1	2		1	2		0
5124	3	7	2	15	15	0	500	3	4	4		72			72			75000	6	2009	98			1	1	3	72	1			1			1	2		1	2		0
5124	3	8	2	0	30	10	500	3	4	2		1			1			150000	3	1995	98			1	1	3	72	1			1			1	2		1	2		0
5126	3	1	1	7	7	0	0	0	4	1		1	8	12	72			42000	5	1975	98			4																4
5126	3	2	2	90	90	0	1000	5	4	4		72			72			900000	6	2007	98			1	1	8	12	1			1			1			1			0
5126	3	3	2	45	45	0	800	4	4	4		72			72			480000	6	2007	98			1	1	8	12	1			1			1			1			0
5126	3	4	2	45	45	0	500	5	4	4		72			72			450000	6	2007	98			1	1	8	12	1			1			1			1			0
5126	3	5	2	15	0	3																																		3
5126	3	6	2	30	30	0	500	6	4	4		72			72			150000	6	2007	98			1	1	8	12	1			1			1			1			0
5126	3	7	2	15	0	3																																		3
5126	3	8	2	38	0	3																																		3
5126	3	9	2	22	0	3																																		3
5126	3	10	2	0	15	5	500	5	4	1		1	8	12	1	8	12	200000	1	2014	98			9																4
5126	3	11	12	0	15	7	500	5	4	4		72			72			200000	6	2013	98			1	1			1			1			1			1			1
5127	3	1	1	35	35	0	0	0	4	1		1			72			2000000	3	1989	98			4																4
5127	3	2	2	0	60	7	1000	7	4	4		72			72			300000	6	2014	98			1	1			1			1			1			1			0
5127	3	3	2	0	30	7	700	4	4	4		72			72			150000	6	2014	98			1	1			1			1			1			1			0
5127	3	4	2	0	15	7	1000	7	4	4		72			72			75000	6	2014	98			1	1			1			1			1			1			0
5128	3	1	1	4	4	0	0	0	4	1		1			72			160000	2	1985	98			4																4
5129	3	1	1	3	8	6	0	0	4	1		1			1			400000	3	2007	98			4																4
5129	3	2	2	0	75	7	1000	3	4	2		72			72			1875000	6	2012	98			1	1	72		1			1			1			1			0
5130	3	1	1	3	3	0	0	0	4	1		72			72			600000	7	1990	98			4																4
5131	3	1	1	75	75	0	0	0	4	1		72			72			3750000	7	2002	98			4																4
5131	3	2	2	60	0	3																																		3
5131	3	3	2	45	0	3																																		3
5131	3	4	2	15	0	3																																		3
5131	3	5	8	15	0	3																																		3
5132	3	1	1	1	1	0	0	0	4	1		72			72			100000	7	2011	98			4																4
5133	3	1	1	45	45	0	0	0	4	1		72			72			1200000	2	2006	98			4																4
5133	3	2	9	15	15	0	0	0	1	1		72			72			300000	2	2006	98			7																4
5133	3	3	7	5	9	10	100	0	4	1		72			72			270000	2	2006	98			7																4
5134	3	1	1	4	15	10	0	0	4	1		1			1			500000	1	2007	98			4																4
5134	3	2	2	0	45	7	1000	2	4	2		72			72			900000	6	2013	98			1	1	72		1	72		1	72		1			1			0
5135	3	1	1	10.5	25	10	0	0	4	1		1			1			750000	3	1990	98			4																4
5135	3	2	2	105	105	0	1500	0	5	4		72			72			1050000	6	2002	98			1	1	72		1			1			1			1	2		0
5135	3	3	2	75	0	3																																		3
5135	3	4	2	60	0	3																																		3
5135	3	5	2	30	30	0	200	0	5	4		72			72			300000	6	2002	98			1	1	72		1			1			1			1	2		0
5135	3	6	2	15	15	0	500	0	5	3	500	72			72			150000	6	2010	98			1	1	72		1			1			1			1	2		0
5135	3	7	2	7.5	7.5	0	500	1	5	3	200	72			72			75000	6	2010	98			1	1	72		1			1			1			1	2		0
5135	3	8	8	10	10	0	0	3	4	2		1			1			160000	3	1990	98			2	1			1			1			1			1	2		1
5136	3	1	1	19	19	0	0	0	4	1		72			72			7600000	5	2007	98			4																4
5137	3	1	1	12	12	0	0	0	4	1		5			5			2400000	3	1987	98			4																4
5138	3	1	1	25	25	0	0	0	4	1		1			1			8800000	3	1980	98			4																4
5138	3	2	2	30	30	0	1000	1	5	7		1			1			100000	3	1980	72			9																4
5138	3	3	2	15	15	0	1000	1	5	7		1			1			55000	3	1980	72			9																4
5139	3	1	1	10	10	0	0	0	4	1		1			1			120000	3	2000	98			4																4
5139	3	2	2	30	30	0	500	1	5	4		72			72			350000	6	2010	98			1	1	4	72	1	4		1	4		1	4		1	4		0
5139	3	3	2	10	10	0	500	1	5	4		72			72			100000	5	2010	98			1	1	4	72	1	4		1	4		1	4		1	4		0
5139	3	4	2	0	30	7	500	2	5	4		72			72			330000	6	2013	98			1	1	4	72	1	4		1	4		1	4		1	4		0
5139	3	5	12	0	7	7	500	2	5	3	100	72			72			80000	6	2013	98			9																1
5140	3	1	1	5	5	0	0	0	4	1		72			72			1500000	4	1992	98			4																4
5141	3	1	1	15	15	0	0	0	4	1		1			72			300000	1	2010	98			4																4
