a01	hh_type	v1_01	pid	mid	v1_02	v1_03	v1_04	v1_05	v1_06	v1_07	v1_08	v1_09	v1_10	v1_11	v1_15	v1_16	v1_12	v1_13	v1_14	Flag_v1
4457	3	1	81	5	6	1	2	63	1	99	37	1	10		1		8	1	2	
4458	3	2																		
4459	3	2																		
4460	3	2																		
4461	3	2																		
4462	3	2																		
4463	3	2																		
4464	3	2																		
4465	3	2																		
4466	3	2																		
4467	3	2																		
4468	3	2																		
4469	3	2																		
4470	3	2																		
4471	3	2																		
4472	3	2																		
4473	3	2																		
4474	3	2																		
4475	3	2																		
4476	3	2																		
4477	3	2																		
4479.1	3	2																		
4479.2	3	2																		
4480	3	2																		
4481	3	2																		
4483	3	2																		
4484	3	2																		
4485	3	2																		
4486	3	2																		
4487	3	2																		
4489	3	2																		
4490	3	2																		
4492	3	2																		
4493	3	2																		
4494	3	2																		
4495	3	2																		
4497	3	2																		
4498	3	2																		
4499	3	1	81	3	3	2	2	27	1	8	13	1	18		1		1	1	1	
4500	3	2																		
4501	3	2																		
4502	3	2																		
4503	3	2																		
4504	3	2																		
4505	3	2																		
4506	3	2																		
4507	3	2																		
4508	3	2																		
4509.1	3	2																		
4509.2	3	1	81	5	7	2	1	17	1	5	13	1	1		1		1	9	1	
4510	3	2																		
4511	3	2																		
4512	3	2																		
4513	3	2																		
4514	3	2																		
4515	3	2																		
4516	3	2																		
4518	3	2																		
4519	3	2																		
4520	3	2																		
4521	3	2																		
4522	3	2																		
4523	3	2																		
4524	3	2																		
4525	3	2																		
4526	3	2																		
4527	3	2																		
4528	3	1	81	2	2	2	6	36	2	99	13	1	5		1		1	1	1	
4528	3	1	82	3	3	2	6	13	2	2	13	1	5		1		1	1	1	
4528	3	1	83	4	3	3	2	11	1	66	84	1	5		1		1	1	2	
4530	3	2																		
4531	3	2																		
4533	3	2																		
4534	3	2																		
4535	3	2																		
4536	3	2																		
4537	3	2																		
4538	3	2																		
4539	3	2																		
4540	3	2																		
4541	3	2																		
4542	3	2																		
4543	3	2																		
4544	3	2																		
4545	3	2																		
4546.1	3	2																		
4546.2	3	2																		
4547	3	2																		
4548	3	2																		
4549	3	2																		
4550	3	2																		
4551	3	2																		
4552	3	2																		
4553	3	2																		
4554	3	2																		
4555	3	2																		
4556	3	2																		
4557	3	2																		
4558	3	2																		
4559	3	2																		
4560	3	1	81	1	2	1	5	44	1	8	13	2		29	1		1	1	1	
4561	3	1	81	3	3	1	3	21	1	12	12	1	55		1		1	1	1	
4562	3	2																		
4563	3	1	81	3	3	2	5	23	1	4	13	1	1		1		1	3	1	
4563	3	1	82	4	5	2	5	21	2	4	13	1	1		1		1	3	1	
4564	3	2																		
4565	3	2																		
4566	3	2																		
4567	3	2																		
4568	3	2																		
4569	3	2																		
4570	3	1	81	3	3	2	6	22	1	10	12	1	18		1		1	1	1	
4571	3	2																		
4572	3	2																		
4573	3	2																		
4574	3	2																		
4575	3	2																		
4576	3	2																		
4577	3	2																		
4578	3	2																		
4579	3	2																		
4580	3	2																		
4581	3	2																		
4582	3	2																		
4583	3	2																		
4584	3	2																		
4585	3	2																		
4586	3	2																		
4587	3	2																		
4588	3	2																		
4589	3	2																		
4590	3	2																		
4591	3	2																		
4592	3	2																		
4593	3	2																		
4594	3	2																		
4595	3	2																		
4596	3	2																		
4597	3	2																		
4598	3	1	81	3	3	2	6	27	1	14	3	1	7		1		1	1	2	
4599	3	2																		
4600	3	2																		
4601	2	2																		
4602	2	2																		
4603	2	2																		
4604	2	2																		
4606	2	1	81	4	3	2	6	17	1	5	57	1	1		1		8	1	2	
4607	2	2																		
4608	2	2																		
4609.1	2	2																		
4609.2	2	2																		
4610	2	2																		
4611	2	2																		
4612	2	2																		
4613	2	2																		
4615	2	1	81	1	2	0	8	30	1	99	37	1	1		1		1	3	1	
4616	2	2																		
4617	2	2																		
4618	2	2																		
4620	2	2																		
4621	2	2																		
4622	2	2																		
4623	2	2																		
4624	2	2																		
4625	2	2																		
4626	2	2																		
4627	2	2																		
4628	2	2																		
4629	2	2																		
4630	2	2																		
4631	2	2																		
4632	2	2																		
4634	2	2																		
4635	2	2																		
4636	2	2																		
4637	2	2																		
4638	2	2																		
4641	3	2																		
4642	3	2																		
4643	3	2																		
4644	3	2																		
4645	3	2																		
4646	3	1	81	4	3	3	1	14	1	7	81	1	1		1		2	1	2	
4647	3	2																		
4648	3	1	81	4	3	2	1	22	1	10	13	2		24	2	1	1	4	1	
4649	3	2																		
4650	3	1	81	3	3	3	2	14	1	5	13	1	1		1		1	1	2	
4651	3	2																		
4652	3	2																		
4653	3	2																		
4654	3	2																		
4656	3	2																		
4657	3	2																		
4658	3	2																		
4659	3	2																		
4660	3	2																		
4661	2	2																		
4662	2	2																		
4663	2	2																		
4665	2	2																		
4666	2	2																		
4667.1	2	2																		
4667.2	2	2																		
4668	2	2																		
4669	2	2																		
4670	2	2																		
4671	2	2																		
4672	2	2																		
4673	2	2																		
4674	2	2																		
4675	2	2																		
4676	2	2																		
4677	2	2																		
4678	2	2																		
4679	2	2																		
4680	2	2																		
4681	2	2																		
4682	2	2																		
4683	2	2																		
4685	2	2																		
4686	2	2																		
4687	2	2																		
4688	2	2																		
4689	2	2																		
4690	2	2																		
4691	2	2																		
4692	2	2																		
4693	2	2																		
4694.1	2	2																		
4694.2	2	2																		
4695	2	2																		
4696	2	2																		
4697	2	2																		
4698	2	2																		
4699	2	2																		
4700	2	2																		
4701	2	2																		
4702	2	1	81	4	3	2	4	14	2	5	15	1	29		1		3	1	2	
4703	2	2																		
4704	2	1	81	3	3	3	3	16	1	10	81	1	35		1		2	5	2	
4705	2	2																		
4706	2	1	81	3	3	2	0	24	1	12	13	1	1		1		1	1	2	
4707	2	2																		
4708	2	2																		
4709	2	2																		
4710	2	2																		
4711	2	2																		
4712	2	2																		
4713	2	2																		
4714	2	2																		
4715	2	2																		
4716	2	2																		
4717	2	2																		
4718	2	2																		
4719	2	2																		
4720	2	2																		
4721	3	2																		
4723	3	2																		
4724	3	2																		
4725	3	2																		
4726	3	2																		
4727	3	2																		
4728	3	2																		
4729	3	2																		
4730	3	2																		
4732	3	2																		
4733	3	2																		
4734	3	2																		
4735	3	2																		
4736	3	2																		
4737	3	2																		
4738	3	2																		
4739	3	2																		
4740	3	2																		
4741	3	2																		
4742	3	2																		
4743	3	2																		
4744	3	2																		
4745	3	2																		
4746	3	2																		
4747	3	2																		
4748	3	2																		
4749	3	2																		
4750	3	2																		
4751	3	2																		
4752	3	2																		
4753	3	2																		
4754	3	2																		
4755	3	2																		
4756	3	2																		
4758	3	2																		
4759	3	2																		
4761	3	2																		
4762	3	2																		
4763	3	2																		
4764	3	2																		
4765	3	2																		
4766	3	2																		
4767	3	2																		
4768	3	2																		
4769	3	2																		
4770	3	2																		
4771.1	3	2																		
4771.2	3	2																		
4772	3	2																		
4773	3	2																		
4774	3	2																		
4775	3	2																		
4776	3	2																		
4777	3	2																		
4778	3	2																		
4779	3	2																		
4780	3	2																		
4781	3	2																		
4782	3	2																		
4783	3	2																		
4784	3	2																		
4785	3	2																		
4786	3	2																		
4787	3	2																		
4788	3	2																		
4789	3	2																		
4790.1	3	2																		
4790.2	3	2																		
4791	3	2																		
4792	3	2																		
4793	3	2																		
4794	3	2																		
4795	3	2																		
4796	3	2																		
4797	3	2																		
4798	3	2																		
4799	3	2																		
4800	3	2																		
4801	3	2																		
4802	3	2																		
4803	3	2																		
4804	3	2																		
4805	3	2																		
4806	3	2																		
4807	3	2																		
4808	3	2																		
4809	3	2																		
4810	3	2																		
4811	3	1	81	1	1	1	8	43	1	9	22	1	1		1		8	1	1	
4812	3	2																		
4813	3	1	81	1	2	3	2	37	1	7	11	1	1		1		1	1	1	
4814	3	2																		
4815	3	2																		
4816	3	2																		
4817	3	2																		
4818	3	1	81	1	3	1	10	43	1	99	23	1	1		1		1	1	1	
4818	3	1	82	2	4	1	10	31	2	99	1	1	1		1		1	1	1	
4818	3	1	83	3	5	1	3	13	2	5	72	1	1		1		9	10	2	
4818	3	1	84	5	5	1	10	8	1	99	72	1	1		1		9	10	2	
4818	3	1	85	6	5	1	10	6	1	99	72	1	1		1		9	10	2	
4819	3	2																		
4820	3	2																		
4821	3	2																		
4822	3	2																		
4823	3	2																		
4824	3	2																		
4825	3	2																		
4826	3	2																		
4827	3	2																		
4828	3	1	81	1	3	0	9	33	1	99	13	1	1		1		1	1	1	
4828	3	1	82	2	4	0	9	29	2	2	13	1	1		1		1	1	1	
4829	3	2																		
