a01	hh_type	v1_01	pid	mid	v1_02	v1_03	v1_04	v1_05	v1_06	v1_07	v1_08	v1_09	v1_10	v1_11	v1_15	v1_16	v1_12	v1_13	v1_14	Flag_v1
3259	3	2																		
3261	3	2																		
3262	3	2																		
3263	3	2																		
3264	3	2																		
3265	3	2																		
3266	3	2																		
3267	3	2																		
3268	3	2																		
3269	3	2																		
3270	3	2																		
3271	3	2																		
3272	3	2																		
3273	3	2																		
3275	3	2																		
3276	3	2																		
3277	3	2																		
3279	3	2																		
3280	3	2																		
3281	3	2																		
3283	3	2																		
3284	3	2																		
3285	3	2																		
3286	3	2																		
3287	3	2																		
3288	3	2																		
3289	3	2																		
3290	3	2																		
3291	3	2																		
3292	3	2																		
3293	3	2																		
3294	3	2																		
3296	3	2																		
3297	3	2																		
3298	3	2																		
3299	3	2																		
3300	3	2																		
3301	3	2																		
3302	3	2																		
3303	3	2																		
3304	3	2																		
3305	3	2																		
3306	3	2																		
3307	3	2																		
3308	3	2																		
3309	3	2																		
3310	3	2																		
3311	3	2																		
3312	3	2																		
3313	3	2																		
3314	3	2																		
3316	3	2																		
3317	3	2																		
3318	3	2																		
3319	3	2																		
3321	3	2																		
3322.1	3	2																		
3322.2	3	2																		
3323	3	2																		
3324	3	2																		
3325	3	2																		
3326	3	2																		
3327	3	2																		
3328	3	2																		
3329	3	2																		
3330	3	2																		
3331	3	2																		
3332	3	2																		
3333	3	2																		
3334	3	2																		
3335	3	2																		
3336	3	2																		
3337	3	2																		
3338	3	2																		
3339	3	2																		
3340	3	2																		
3341	3	2																		
3342	3	2																		
3343	3	2																		
3344	3	2																		
3346	3	2																		
3347	3	2																		
3348	3	2																		
3349	3	2																		
3350	3	2																		
3351	3	2																		
3353	3	2																		
3354	3	2																		
3355	3	2																		
3356	3	2																		
3357	3	2																		
3358	3	2																		
3359	3	2																		
3360	3	2																		
3361	3	2																		
3362	3	2																		
3363	3	2																		
3365	3	2																		
3366	3	2																		
3367	3	2																		
3368	3	2																		
3369	3	2																		
3370	3	2																		
3371	3	2																		
3372	3	2																		
3373	3	2																		
3374	3	2																		
3376	3	2																		
3378	3	2																		
3379	3	2																		
3380	3	2																		
3381	3	2																		
3382	3	2																		
3383	3	2																		
3384	3	2																		
3385	3	2																		
3386	3	2																		
3388	3	2																		
3389	3	2																		
3391	3	2																		
3392	3	2																		
3393	3	2																		
3394	3	2																		
3395	3	2																		
3396	3	2																		
3397	3	2																		
3398.1	3	2																		
3398.2	3	2																		
3399	3	2																		
3400	3	2																		
3401	3	2																		
3402	3	2																		
3403	3	2																		
3404	3	2																		
3405	3	2																		
3406	3	2																		
3407	3	2																		
3408	3	2																		
3409	3	2																		
3410	3	2																		
3412	3	2																		
3413	3	2																		
3414	3	2																		
3415	3	2																		
3416	3	2																		
3417	3	2																		
3418	3	2																		
3419	3	2																		
3420	3	2																		
3421	3	2																		
3423	3	2																		
3424	3	2																		
3426	3	2																		
3427	3	2																		
3428	3	2																		
3429	3	2																		
3430	3	2																		
3431	3	2																		
3432	3	2																		
3433	3	2																		
3434	3	2																		
3435	3	2																		
3436	3	2																		
3437	3	2																		
3438	3	2																		
3439	3	2																		
3440	3	2																		
3441	3	2																		
3442	3	2																		
3443	3	2																		
3444	3	2																		
3445	3	2																		
3446	3	2																		
3447	3	2																		
3448	3	2																		
3449	3	2																		
3450	3	2																		
3451	3	2																		
3452	3	2																		
3453	3	2																		
3454	3	2																		
3455	3	2																		
3456	3	2																		
3457	3	2																		
3458	3	2																		
3459	3	2																		
3460	3	2																		
3461	3	1	81	3	3	0	2	19	1	6	11	1	18		2	3	1	2	1	
3462	3	1	81	4	3	1	11	18	2	7	82	1	40		1		3	2	2	
3463	3	2																		
3464	3	1	81	3	3	0	1	20	1	7	13	1	18		1		1	2	1	
3465	3	2																		
3466	3	2																		
3467	3	1	81	1	2	1	2	42	1	99	22	1	1		1		8	1	1	
3468	3	1	81	1	2	0	2	32	1	99	8	1	18		1		1	1	1	
3469	3	2																		
3470	3	2																		
3471	3	1	81	5	3	2	12	25	1	5	7	1	18		1		1	2	1	
3471	3	1	82	6	3	2	12	23	1	7	7	1	18		1		1	2	1	
3472	3	2																		
3473	3	2																		
3474.1	3	2																		
3474.2	3	2																		
3475	3	2																		
3476	3	2																		
3477	3	1	81	3	3	2	7	25	1	14	13	1	1		1		1	2	1	
3478	3	2																		
3479	3	2																		
3480	3	1	81	1	2	2	6	38	1	99	1	1	45		1		1	2	1	
3481	3	1	81	3	3	0	5	13	2	7	82	1	40		1		3	1	2	
3482	3	2																		
3483	3	2																		
3484	3	2																		
3485	3	2																		
3486	3	2																		
3487	3	2																		
3488	3	2																		
3489	3	2																		
3490	3	2																		
3491	3	1	81	3	3	0	1	29	1	5	1	1	18		1		1	1	2	
3492	3	2																		
3493	3	2																		
3494	3	1	81	3	3	0	6	17	2	10	82	1	40		1		3	2	2	
3495	3	1	81	3	3	3	4	32	1	10	1	1	1		1		1	2	1	
3496	3	2																		
3497	3	2																		
3498	3	2																		
3499	3	2																		
3501	3	2																		
3502	3	2																		
3503	3	2																		
3504	3	2																		
3505	3	2																		
3506	3	2																		
3507	3	2																		
3508	3	2																		
3510	3	1	81	4	3	2	0	17	1	22	81	1	39		1		2	10	2	
3511	3	1	81	1	2	0	1	43	1	9	13	2		20	2	3	1	2	2	
3512	3	2																		
3513.1	3	2																		
3513.2	3	2																		
3514	3	2																		
3515	3	2																		
3516	3	1	81	3	3	1	0	21	2	12	81	1	40		1		2	2	2	
3517.1	3	1	81	3	3	2	11	21	1	12	81	1	43		1		2	2	2	
3517.2	3	2																		
3517.3	3	2																		
3517.4	3	2																		
3518	3	2																		
3519	3	2																		
3520	3	2																		
3521	3	2																		
3522	3	2																		
3523	3	2																		
3524	3	2																		
3525	3	2																		
3526	3	2																		
3527	3	2																		
3528	3	2																		
3529	3	2																		
3530	3	2																		
3531	3	2																		
3532.1	3	2																		
3532.2	3	2																		
3533	3	2																		
3534	3	2																		
3535	3	2																		
3536	3	2																		
3537	3	1	81	3	6	1	6	53	2	5	1	1	1		1		2	1	1	
3538	3	2																		
3539	3	2																		
3540	3	2																		
3541	3	1	81	3	3	1	9	20	2	8	69	1	40		1		3	2	2	
3542	3	2																		
3543	3	2																		
3544	3	1	81	3	3	2	4	19	1	10	1	1	1		1		1	1	1	
3545	3	2																		
3546	3	2																		
3547	3	1	81	4	7	1	1	15	2	5	82	1	39		1		3	2	2	
3548	3	2																		
3549	3	2																		
3550	3	2																		
3551	3	2																		
3553	3	2																		
3554	3	2																		
3555	3	2																		
3556	3	2																		
3557	3	2																		
3558	3	2																		
3559	3	2																		
3560	3	2																		
3562	2	2																		
3563	2	2																		
3564	2	1	81	2	3	3	2	19	1	74	81	1	29		1		2	1	1	
3565	2	2																		
3566	2	1	81	3	3	0	7	18	1	9	1	1	1		1		1	1	2	
3567	2	2																		
3568	2	2																		
3569	2	2																		
3570	2	2																		
3571	2	2																		
3572	2	2																		
3573	2	2																		
3574	2	2																		
3575	2	2																		
3576	2	2																		
3577	2	2																		
3578	2	2																		
3579	2	2																		
3580	2	2																		
3581	2	2																		
3582	2	2																		
3583	2	2																		
3584	2	2																		
3585	2	2																		
3586	2	2																		
3587	2	2																		
3588	2	2																		
3589	2	2																		
3590	2	2																		
3591	2	1	81	2	3	1	2	13	1	4	1	1	2		1		1	1	1	
3592	2	2																		
3593	2	2																		
3594	2	2																		
3595	2	2																		
3596	2	2																		
3597	2	2																		
3598	2	1	81	3	3	2	6	27	1	10	12	1	53		1		1	1	1	
3599	2	2																		
3600	2	2																		
3601	3	2																		
3602	3	2																		
3603	3	2																		
3604	3	2																		
3605	3	1	81	1	2	2	2	33	1	9	9	2		1	2	1	1	4	2	
3606	3	1	81	3	3	2	2	23	1	8	13	2		20	1		1	1	2	
3608	3	2																		
3609.1	3	2																		
3609.2	3	2																		
3610	3	2																		
3611	3	2																		
3612	3	2																		
3613.1	3	2																		
3613.2	3	2																		
3614	3	2																		
3615	3	2																		
3616	3	1	81	2	3	0	4	21	1	5	13	2		20	2	1	1	4	2	
3617	3	2																		
3618	3	2																		
3619	3	2																		
3620.1	3	2																		
3620.2	3	2																		
3621	3	2																		
3622	3	2																		
3623	3	2																		
3624	3	2																		
3625	3	1	81	6	3	2	3	25	1	5	13	1	1		1		1	1	2	
3626	3	2																		
3627	3	2																		
3628	3	2																		
3629	3	2																		
3630	3	2																		
3631	3	2																		
3632.1	3	2																		
3632.2	3	2																		
3633.1	3	2																		
3633.2	3	2																		
3634	3	2																		
3635	3	1	81	3	3	0	6	16	1	4	13	1	5		1		1	1	2	
3636	3	2																		
3637	3	2																		
3638	3	2																		
3639	3	2																		
3640	3	2																		
3641	3	2																		
3642	3	2																		
3643	3	1	81	3	3	1	4	21	1	12	81	1	1		1		2	10	2	
3644	3	2																		
3646	3	2																		
3647.1	3	2																		
3647.2	3	2																		
3648	3	1	81	1	2	1	2	75	1	99	64	1	999		1		6	8	2	999
3648	3	1	82	3	3	1	2	40	1	10	70	1	999		1		6	8	2	999
3648	3	1	83	4	4	1	2	35	2	3	69	1	999		1		6	8	2	999
3648	3	1	84	5	5	1	2	18	1	6	81	1	999		1		6	8	2	999
3648	3	1	85	6	5	1	2	15	1	99	81	1	999		1		6	8	2	999
3648	3	1	86	7	5	1	2	10	2	5	81	1	999		1		6	8	2	999
3648	3	1	87	8	3	1	2	37	1	99	52	1	999		1		6	8	2	999
3648	3	1	88	9	4	1	2	27	2	8	82	1	999		1		6	8	2	999
3648	3	1	89	10	5	1	2	5	2	66	81	1	999		1		6	8	2	999
3648	3	1	90	11	5	1	2	4	2	8	81	1	999		1		6	8	2	999
3648	3	1	91	12	3	1	2	31	1	99	52	1	999		1		6	8	2	999
3648	3	1	92	13	4	1	2	23	2	8	82	1	999		1		6	8	2	999
3648	3	1	93	14	5	1	1	3	1	99	84	1	999		1		6	8	2	999
3649	3	2																		
3650	3	2																		
3651	3	2																		
3652	3	2																		
3654	3	2																		
3655	3	2																		
3656	3	2																		
3657	3	2																		
3658	3	2																		
3659	3	1	81	3	3	2	3	27	1	8	13	2		38	1		1	3	2	
3660	3	2																		
3661	3	2																		
3662	3	2																		
3663	3	2																		
3664	3	2																		
3665	3	2																		
3666	3	2																		
3667	3	2																		
3668	3	2																		
3669	3	2																		
3670	3	2																		
3671	3	2																		
3672	3	2																		
3674	3	2																		
3675	3	2																		
3676	3	2																		
3677	3	2																		
3678	3	2																		
3679	3	2																		
3681	3	2																		
3682	3	2																		
3683	3	2																		
3684	3	2																		
3685	3	2																		
3686	3	2																		
3687	3	2																		
3688	3	1	81	3	3	1	3	22	1	6	13	2		29	2	1	1	8	1	
3689	3	2																		
3690	3	2																		
3691	3	1	81	4	3	1	8	18	1	33	81	1	6		1		2	2	2	
3692	3	2																		
3693	3	2																		
3694	3	2																		
3695	3	1	81	1	7	1	8	25	1	5	8	2		29	2	1	1	8	1	
3696	3	2																		
3697	3	2																		
3698	3	2																		
3699	3	1	81	3	3	2	9	18	1	1	81	1	1		1		2	1	2	
3700	3	2																		
3701	3	2																		
3702	3	2																		
3703	3	2																		
3704	3	2																		
3705	3	2																		
3706	3	2																		
3707	3	1	81	1	2	2	3	54	1	99	8	1	1		1		1	1	2	
3708	3	2																		
3709	3	2																		
3710	3	2																		
3711	3	2																		
3712	3	2																		
3713	3	2																		
3714	3	2																		
3715	3	2																		
3716	3	2																		
3717	3	2																		
3718	3	2																		
3719	3	2																		
3720	3	2																		
3721	3	2																		
3722	3	2																		
3723	3	2																		
3724	3	1	81	3	3	1	7	24	1	9	13	2		30	1		1	4	1	
3725	3	2																		
3726	3	2																		
3727	3	2																		
3728	3	2																		
3729	3	1	81	2	2	2	3	27	2	12	13	1	1		1		1	1	2	
3729	3	1	82	3	3	2	3	11	2	4	81	1	1		1		9	3	2	
3730	3	2																		
3731	3	2																		
3732	3	1	81	4	3	0	6	25	1	8	13	2		20	1		1	1	2	
3733	3	2																		
3734	3	2																		
3735	3	2																		
3736	3	2																		
3737	3	2																		
3738	3	2																		
3739	3	2																		
3740	3	2																		
3741	3	2																		
3742	3	2																		
3743	3	2																		
3744	3	2																		
3745	3	2																		
3746	3	2																		
3747	3	2																		
3748	3	2																		
3749	3	2																		
3750	3	2																		
3751	3	2																		
3752	3	2																		
3753	3	2																		
3754	3	2																		
3755	3	2																		
3756	3	2																		
3757	3	2																		
3758	3	2																		
3759	3	2																		
3760	3	2																		
3761	3	2																		
3762	3	2																		
3763	3	2																		
3764	3	2																		
3765	3	2																		
3766	3	2																		
3767	3	2																		
3768	3	2																		
3769	3	2																		
3771	3	2																		
3772	3	2																		
3773	3	2																		
3774	3	2																		
3775	3	2																		
3776	3	2																		
3777	3	2																		
3778	3	2																		
3779	3	2																		
3780	3	2																		
3781	3	2																		
3782	3	2																		
3783	3	2																		
3784	3	1	81	4	3	0	7	22	1	2	1	1	20		1		1	5	2	
3785	3	2																		
3786.1	3	1	81	6	3	1	11	28	1	7	11	1	43		1		8	1	1	
3786.2	3	2																		
3787	3	2																		
3788	3	2																		
3789.1	3	2																		
3789.2	3	2																		
3790	3	2																		
3791	3	2																		
3792	3	2																		
3793	3	2																		
3794	3	2																		
3795	3	2																		
3796	3	2																		
3797	3	2																		
3798	3	2																		
3799	3	2																		
3800	3	1	81	3	3	1	7	13	1	99	21	1	6		1		8	2	2	
3801	3	2																		
3802	3	1	81	3	3	1	1	11	1	4	81	1	42		1		2	2	2	
3803	3	2																		
3804.1	3	2																		
3804.2	3	2																		
3805	3	2																		
3806	3	2																		
3807	3	2																		
3808	3	2																		
3809	3	2																		
3810	3	2																		
3811	3	1	81	3	3	3	1	22	1	10	81	1	1		1		1	2	1	
3811	3	1	82	5	3	3	2	19	1	10	81	1	1		1		1	2	1	
3813	3	2																		
3814	3	2																		
3815	3	1	81	3	3	4	5	23	1	12	14	1	39		1		1	1	1	
3816	3	2																		
3817	3	2																		
3818	3	2																		
3819	3	2																		
3820	3	2																		
3821	3	2																		
3823	3	2																		
3824	3	2																		
3825	3	2																		
3826.1	3	2																		
3826.2	3	2																		
3827	3	2																		
3828	3	2																		
3829	3	2																		
3830	3	2																		
3831	3	2																		
3833.1	3	2																		
3833.2	3	2																		
3834	3	2																		
3835	3	1	81	3	3	2	1	29	2	4	21	1	1		1		1	1	1	
3836	3	2																		
3837	3	2																		
3838	3	2																		
3839	3	2																		
3840	3	2																		
3841	3	1	81	4	3	3	4	21	2	99	82	1	41		1		3	8	2	
3842	3	1	81	3	5	2	12	15	1	4	36	2		10	1		9	3	2	
3843	3	2																		
3844	3	2																		
3845	3	1	81	6	7	1	2	22	1	12	13	1	44		1		1	2	1	
3846	3	2																		
3847	3	1	81	3	3	2	12	16	2	7	69	1	41		1		3	1	2	
3848	3	2																		
3849	3	2																		
3850	3	2																		
3851	3	2																		
3852	3	1	81	3	5	2	4	19	1	4	36	1	41		1		9	1	1	
3853	3	1	81	4	3	2	10	10	2	7	69	1	41		1		3	3	2	
3854	3	2																		
3855	3	2																		
3856	3	1	81	3	3	0	8	18	2	7	72	1	40		1		3	3	2	
3857	3	2																		
3858	3	2																		
3859	3	2																		
3860	3	2																		
3861	3	2																		
3862	3	2																		
3863	3	2																		
3864	3	2																		
3865	3	2																		
3866	3	2																		
3867	3	2																		
3868	3	2																		
3869	3	2																		
3870	3	2																		
3871	3	2																		
3872	3	2																		
3873	3	2																		
3874	3	2																		
3875	3	1	81	3	3	2	6	19	2	10	69	1	41		1		3	3	2	
3876	3	2																		
3877	3	2																		
3878	3	2																		
3879	3	2																		
3880	3	2																		
3882	3	2																		
3883	3	2																		
3885	3	2																		
3886	3	2																		
3887	3	2																		
3888	3	2																		
3889	3	2																		
3890	3	2																		
3891	3	2																		
3892	3	2																		
3894	3	2																		
3895	3	2																		
3896	3	2																		
3897	3	2																		
3898	3	2																		
3899	3	2																		
3900	3	2																		
3901	3	2																		
3902	3	2																		
3903	3	2																		
3904	3	2																		
3905	3	2																		
3907	3	2																		
3908	3	2																		
3909	3	2																		
3910	3	2																		
3911	3	2																		
3912	3	2																		
3913	3	2																		
3914	3	2																		
3915	3	2																		
3916	3	2																		
3917	3	2																		
3918	3	2																		
3919	3	2																		
3920	3	2																		
3921	3	2																		
3922	3	2																		
3923	3	2																		
3924	3	2																		
3925	3	2																		
3926	3	2																		
3927	3	2																		
3928	3	2																		
3929	3	2																		
3930	3	2																		
3931	3	2																		
3933	3	2																		
3934	3	2																		
3935.1	3	2																		
3935.2	3	2																		
3936	3	2																		
3937	3	2																		
3938	3	2																		
3939	3	2																		
3940	3	2																		
3941	3	2																		
3942	3	2																		
3943	3	2																		
3944	3	2																		
3945	3	2																		
3946	3	2																		
3947	3	2																		
3948.1	3	2																		
3948.2	3	2																		
3949	3	2																		
3950	3	2																		
3951	3	2																		
3952	3	2																		
3953	3	2																		
3954	3	2																		
3955	3	2																		
3956	3	2																		
3957	3	2																		
3958	3	2																		
3959	3	2																		
3960	3	2																		
3961	3	2																		
3962	3	2																		
3963	3	2																		
3964	3	2																		
3965	3	2																		
3966	3	2																		
3967	3	2																		
3968	3	2																		
3969	3	2																		
3971	3	2																		
3972	3	2																		
3973	3	2																		
3974	3	2																		
3975	3	2																		
3976	3	2																		
3977	3	2																		
3978	3	2																		
3979	3	2																		
3980	3	2																		
3981	3	2																		
3982	3	2																		
3983	3	2																		
3984	3	2																		
3985	3	2																		
3986	3	2																		
3987	3	2																		
3988	3	2																		
3989	3	2																		
3990	3	2																		
3991	3	2																		
3992	3	2																		
3993	3	2																		
3994	3	2																		
3995	3	2																		
3996	3	2																		
3997	3	2																		
3998	3	2																		
3999	3	2																		
4000	3	2																		
4001	3	2																		
4002	3	2																		
4003	3	2																		
4004	3	2																		
4005	3	1	81	9	8	2	1	14	2	22	81	1	52		1		2	1	2	
4006	3	2																		
4007	3	2																		
4008	3	1	81	1	2	1	2	53	1	99	22	1	1		1		8	1	1	
4009	3	2																		
4010	3	2																		
4011	3	2																		
4012	3	2																		
4013	3	2																		
4014	3	2																		
4015	3	2																		
4016	3	2																		
4017	3	2																		
4018	3	2																		
4019	3	2																		
4020	3	2																		
4021	3	2																		
4022	3	2																		
4023	3	2																		
4024	3	2																		
4025.1	3	2																		
4025.2	3	2																		
4026	3	2																		
4027	3	2																		
4028	3	2																		
4029	3	2																		
4030	3	2																		
4031	3	2																		
4032	3	2																		
4033	3	1	81	3	3	2	6	14	2	4	13	1	1		1		1	1	1	
4034	3	2																		
4035	3	2																		
4036	3	2																		
4037.1	3	2																		
4037.2	3	2																		
4038	3	2																		
4039	3	2																		
4040	3	2																		
4041	3	2																		
4042	3	1	81	4	3	2	6	20	1	12	13	1	1		1		1	1	1	
4043.1	3	2																		
4043.2	3	2																		
4044	3	2																		
4045	3	2																		
4046	3	2																		
4047	3	2																		
4048	3	2																		
4049	3	2																		
4050	3	2																		
4051	3	2																		
4052	3	2																		
4053	3	2																		
4054	3	2																		
4055	3	2																		
4056	3	2																		
4057	3	2																		
4058	3	2																		
4059	3	2																		
4060	3	2																		
4061	3	2																		
4063	3	2																		
4064	3	2																		
4065	3	1	81	2	3	0	8	22	1	8	13	2		29	1		1	4	2	
4065	3	1	82	3	3	1	5	18	1	8	13	2		29	1		1	4	1	
4066	3	2																		
4067	3	2																		
4068	3	2																		
4069	3	2																		
4071	3	2																		
4072	3	2																		
4073	3	2																		
4074	3	2																		
4076	3	2																		
4077	3	2																		
4078	3	2																		
4079	3	2																		
4081	3	2																		
4082	3	2																		
4083	3	2																		
4084	3	2																		
4085	3	2																		
4086	3	2																		
4087	3	1	81	1	2	3	3	47	1	5	50	1	18		1		8	1	1	
4088	3	2																		
4089	3	2																		
4090	3	2																		
4091	3	2																		
4092	3	1	81	3	3	2	3	38	1	9	13	2		29	1		1	7	1	
4093	3	2																		
4094	3	2																		
4095	3	2																		
4096	3	2																		
4097	3	2																		
4098	3	2																		
4099	3	2																		
4100	3	2																		
4101	3	2																		
4102	3	2																		
4103	3	1	81	3	3	1	8	19	1	14	81	1	18		1		2	1	2	
4104	3	2																		
4105	3	2																		
4106	3	2																		
4107	3	2																		
4109	3	2																		
4110	3	2																		
4111	3	2																		
4112	3	2																		
4113	3	2																		
4114	3	2																		
4115	3	2																		
4116	3	2																		
4117	3	2																		
4118	3	2																		
4119	3	2																		
4120	3	1	81	1	2	1	2	40	1	8	13	1	60		1		1	1	1	
4121	3	2																		
4122	3	2																		
4123	3	2																		
4124	3	2																		
4125	3	2																		
4126	3	2																		
4127	3	2																		
4128	3	2																		
4129	3	2																		
4130	3	2																		
4131	3	2																		
4132	3	2																		
4133	3	2																		
4134	3	2																		
4135	3	2																		
4136	3	2																		
4137	3	2																		
4138	3	2																		
4139	3	2																		
4140	3	2																		
4142	3	2																		
4143	3	2																		
4145	3	2																		
4146	3	2																		
4147	3	2																		
4148	3	2																		
4149	3	2																		
4150	3	2																		
4151	3	2																		
4152	3	2																		
4153	3	2																		
4154	3	2																		
4155	3	2																		
4156	3	2																		
4157	3	2																		
4158	3	2																		
4159	3	1	81	3	3	1	4	14	1	5	11	1	1		1		9	1	1	
4160	3	2																		
4161	3	2																		
4162.1	3	2																		
4162.2	3	1	81	3	2	2	5	27	1	8	21	1	1		1		8	1	1	
4163	3	2																		
4164.1	3	2																		
4164.2	3	2																		
4165	3	2																		
4166	3	2																		
4167	3	2																		
4168	3	2																		
4169	3	2																		
4171	3	2																		
4172	3	2																		
4173	3	2																		
4174	3	2																		
4175	3	2																		
4176	3	2																		
4177	3	2																		
4178.1	3	2																		
4178.2	3	2																		
4179	3	2																		
4180	3	2																		
4181	3	2																		
4182	3	2																		
4183	3	2																		
4184	3	2																		
4185.1	3	2																		
4185.2	3	2																		
4185.3	3	2																		
4186	3	2																		
4187	3	2																		
4188	3	2																		
4189	3	2																		
4190	3	2																		
4191	3	2																		
4192	3	2																		
4193	3	2																		
4194	3	2																		
4195	3	2																		
4196.1	3	2																		
4196.2	3	2																		
4197	3	2																		
4198	3	2																		
4199	3	2																		
4200	3	2																		
4201.1	3	2																		
4201.2	3	2																		
4202	3	2																		
4203	3	2																		
4204	3	2																		
4205	3	2																		
4206	3	2																		
4207	3	2																		
4208	3	2																		
4209	3	2																		
4210	3	2																		
4211	3	2																		
4212	3	1	81	1	3	0	6	27	1	9	13	2		30	2	1	1	5	1	
4213	3	2																		
4214	3	2																		
4215	3	2																		
4216	3	2																		
4217	3	2																		
4218	3	2																		
4219	3	2																		
4220	3	2																		
4221	3	2																		
4222	3	2																		
4223	3	2																		
4224	3	2																		
4225.1	3	2																		
4225.2	3	2																		
4226	3	2																		
4227	3	2																		
4228	3	2																		
4229	3	2																		
4230	3	2																		
4231	3	2																		
4232.1	3	2																		
4232.2	3	2																		
4233	3	2																		
4234	3	2																		
4235	3	2																		
4236	3	1	81	1	2	3	1	43	1	99	7	2		41	4		1	1	1	
4237	3	2																		
4238	3	2																		
4239	3	2																		
4240	3	2																		
4241	3	2																		
4242	3	2																		
4243	3	2																		
4245	3	2																		
4246	3	2																		
4247	3	2																		
4248	3	2																		
4249	3	2																		
4250	3	2																		
4251	3	2																		
4252	3	2																		
4253	3	2																		
4254	3	2																		
4255	3	2																		
4256	3	2																		
4257	3	2																		
4258	3	2																		
4259	3	2																		
4260	3	2																		
4261	2	2																		
4262	2	2																		
4263	2	1	81	3	3	1	11	25	1	4	21	1	1		1		1	1	1	
4263	2	1	82	4	3	0	10	22	1	3	7	1	18		1		1	1	1	
4265	2	2																		
4266	2	2																		
4267.1	2	2																		
4267.2	2	2																		
4268	2	2																		
4269	2	2																		
4270	2	2																		
4271	2	2																		
4272	2	2																		
4273	2	2																		
4274	2	2																		
4275	2	1	81	1	2	1	4	42	1	6	5	1	1		1		8	8	1	
4276	2	2																		
4277	2	2																		
4279	2	2																		
4280	2	2																		
4281	2	2																		
4282	2	2																		
4283	2	2																		
4284	2	2																		
4285	2	2																		
4286	2	2																		
4287	2	2																		
4288	2	2																		
4289	2	2																		
4290	2	2																		
4291	2	2																		
4292	2	2																		
4293	2	2																		
4294	2	1	81	3	3	2	3	19	1	2	13	1	1		1		1	3	1	
4295	2	2																		
4296	2	2																		
4297	2	2																		
4298	2	2																		
4299	2	2																		
4300	2	2																		
4301	2	2																		
4302	2	2																		
4303	2	2																		
4304	2	2																		
4305	2	2																		
4306	2	2																		
4307	2	2																		
4308	2	2																		
4309	2	2																		
4310	2	2																		
4311	2	2																		
4312	2	2																		
4313	2	2																		
4314	2	2																		
4315	2	2																		
4316	2	2																		
4317	2	2																		
4318	2	2																		
4319	2	2																		
4320	2	2																		
4321	2	2																		
4322	2	2																		
4323	2	2																		
4324	2	2																		
4325	2	2																		
4326	2	2																		
4327	2	2																		
4328	2	2																		
4329	2	2																		
4330	2	2																		
4331	2	2																		
4332	2	2																		
4333	2	2																		
4334	2	2																		
4335	2	2																		
4336	2	2																		
4337	2	2																		
4338	2	2																		
4339	2	2																		
4340	2	2																		
4341	2	2																		
4342	2	2																		
4343	2	2																		
4344	2	2																		
4345	2	2																		
4346	2	2																		
4347	2	2																		
4348	2	2																		
4349	2	2																		
4350	2	2																		
4351	2	2																		
4352	2	2																		
4353	2	2																		
4354	2	2																		
4355	2	2																		
4356	2	2																		
4357	2	2																		
4358	2	2																		
4359	2	2																		
4360	2	2																		
4361	2	2																		
4362	2	2																		
4363	2	2																		
4364	2	2																		
4366	2	2																		
4368	2	2																		
4369	2	2																		
4370	2	2																		
4371	2	2																		
4372	2	2																		
4373	2	2																		
4374	2	2																		
4375	2	2																		
4376	2	2																		
4377	2	2																		
4378	2	2																		
4379	2	2																		
4380	2	2																		
4381	3	2																		
4382	3	2																		
4383	3	2																		
4384	3	2																		
4385	3	2																		
4386	3	2																		
4387	3	2																		
4388	3	2																		
4389	3	2																		
4390	3	2																		
4391	3	2																		
4392	3	1	81	3	3	1	12	23	1	12	13	1	1		1		1	1	1	
4393	3	2																		
4394	3	2																		
4395	3	1	81	3	3	2	12	25	1	9	13	1	1		1		1	1	1	
4396	3	2																		
4397	3	2																		
4398	3	2																		
4399	3	2																		
4400	3	2																		
4401	3	1	81	3	3	2	6	19	2	4	69	1	39		1		3	2	2	
4401	3	1	82	4	3	0	1	16	2	6	69	1	39		1		3	2	2	
4402	3	2																		
4403	3	2																		
4404	3	2																		
4405	3	2																		
4406	3	2																		
4407.1	3	2																		
4407.2	3	2																		
4408	3	2																		
4409	3	2																		
4410	3	1	81	1	2	1	4	40	1	5	7	1	1		1		1	1	1	
4411	3	2																		
4412	3	2																		
4414	3	2																		
4415	3	2																		
4416	3	2																		
4417	3	2																		
4418	3	2																		
4419	3	2																		
4420	3	1	81	3	3	0	3	21	1	4	7	1	1		1		1	1	2	
4421	3	1	81	3	3	2	9	23	2	7	69	1	39		1		3	2	2	
4421	3	1	82	4	3	2	0	18	2	7	69	1	39		1		3	2	2	
4422	3	2																		
4423	3	2																		
4424	3	2																		
4425	3	2																		
4426	3	1	81	6	3	0	10	18	2	12	69	1	40		1		3	3	2	
4427	3	2																		
4428	3	2																		
4429	3	2																		
4430	3	2																		
4431	3	2																		
4432	3	2																		
4433	3	2																		
4434	3	2																		
4435	3	2																		
4436	3	2																		
4437	3	2																		
4438	3	2																		
4439	3	2																		
4442	3	1	81	1	2	2	11	38	1	3	21	1	1		1		1	3	1	
4443	3	2																		
4445	3	2																		
4446	3	2																		
4447.1	3	2																		
4447.2	3	2																		
4448	3	2																		
4449	3	2																		
4450	3	2																		
4451	3	1	81	1	2	2	5	38	1	99	3	1	10		1		1	1	1	
4452	3	2																		
4453	3	1	81	2	4	3	0	25	2	12	13	1	1		1		1	1	1	
4454	3	2																		
4455	3	2																		
4456	3	2																		
