a01	q_01	q_02	q_03	q_04	q_05	q_06	q_07	q_08	q_09	q_10	q_11	q_12	q_13	q_14	q_15	q_16	q_17	q_18	q_19	q_20	q_21	sample_type	flag
38	1	500		3	0	2	1	2	4	1	2	700.0	2			5	0	4	112.0	1	100	2	
39	1	300		18	0	2	5	2	4	2	2	750.0	2			5	0	4	12.0	2	300	2	
40	1	100		3	1	3	5	2	4	1	1	240.0	1	2	150	5	300	1		2	80	2	
41	1	1000		15	3	2	3	2	4	1	4	891.0	2			5	0	4	100.0	1	120	2	
42	1	50		0	0	1	3	2	4	1	2	420.0	2			5	0	4	180.0	1	300	2	
43	1	500		17	0	2	3	2	4	1	2	378.0	2			5	0	4	130.0	1	120	2	
44	1	1200		10	3	1	3	2	4	1	4	1060.0	2			5	0	3	0.0	1	300	2	
45	1	1000		5	3	1	3	2	4	1	3	620.0	2			5	0	3	0.0	2	3000	2	
46	1	500		22	0	2	3	2	4	1	2	210.0	2			5	0	4	120.0	1	40	2	
47	1	300		15	2	2	3	2	4	1	2	160.0	2			9	0	4	104.0	0		2	
48	1	400		4	1	2	3	2	4	1	2	280.0	2			6	0	4	80.0	1	100	2	
49	1	700		30	0	1	3	2	4	1	2	320.0	2			5	0	3	0.0	2	800	2	
50	1	300		3	2	2	2	2	4	1	2	297.0	2			5	0	4	45.0	0		2	
51	1	300		40	1	2	2	2	4	2	5	1300.0	2			5	0	4	120.0	1	500	2	
52	1	150		3	2	2	3	2	4	2	2	410.0	2			5	0	4	240.0	0		2	
53	1	200		10	0	3	3	2	4	3	3	536.0	2			5	600	4	300.0	0		2	
54	1	1800		5	0	1	1	2	4	3	3	720.0	2			5	0	4	300.0	2	2000	2	
55	1	100		20	4	3	5	2	4	1	1	182.0	2			5	0	4	300.0	0		2	
56	1	500		19	0	2	3	2	4	3	4	760.0	2			5	0	4	180.0	1	1200	2	
57	1	500		3	0	2	3	2	4	1	2	536.0	2			5	0	4	120.0	1	130	2	
58	1	800		15	0	2	3	2	4	1	3	420.0	1	5	200	5	0	1		1	105	2	
59	1	800		3	0	3	3	2	4	2	2	680.0	2			4	0	4	90.0	2	300	2	
60	1	500		10	0	2	3	2	4	1	3	315.0	2			5	0	3	0.0	2	500	2	
61	1	100		2	2	3	9	9	4	1	1	350.0	2			5	0	4	112.0	2	100	3	
62	1	300		4	5	2	1	2	4	1	1	150.0	2			9	0	4	90.0	0		3	
63	1	300		4	0	2	5	2	4	1	1	120.0	2			5	0	4	80.0	0		3	
64	1	200		4	1	2	5	2	4	1	1	90.0	2			5	0	4	120.0	0		3	
65	1	50		3	1	2	5	2	4	1	1	60.0	2			5	300	4	80.0	1	30	3	
66	1	500		10	2	2	3	2	4	2	3	330.0	1	2	125	5	0	1		1	50	3	
67	1	400		12	3	2	3	2	4	2	2	430.0	2			5	0	4	180.0	1	360	3	
68	1	1500		25	3	2	3	2	4	3	3	900.0	1	3	450	5	2000	1		1	200	3	
69	1	200		2	4	3	5	2	4	2	2	600.0	1	3	80	5	0	1		1	40	3	
70	1	200		1	4	3	3	2	4	1	2	378.0	1	3	150	5	400	1		2	30	3	
71	1	200		150	4	3	3	2	4	1	2	357.0	2			5	0	4	56.0	0		3	
72	1	1200		14	0	1	2	2	4	3	3	425.0	1	3	122	5	0	1		2	100	3	
73	1	300		12	1	2	5	2	4	1	2	160.0	2			9	0	4	45.0	0		3	
74	1	1200		15	0	2	3	2	4	1	1	486.0	1	3	175	5	0	1		1	120	3	
75	1	400		3	0	4	5	2	4	1	1	216.0	2			5	150	4	75.0	0		3	
76	1	150		6	1	4	3	9	4	1	1	121.0	2			5	0	4	100.0	1	300	3	
77	1	1000		25	0	2	3	2	4	1	3	594.0	1	4	100	8	550	1		1	300	3	
78	1	500		60	1	2	3	9	4	1	1	216.0	1	5	120	5	300	1		1	450	3	
79	2	1500		50	1	2	3	2	4	1	3	810.0	1	5	100	5	550	1		1	500	3	
80	1	1000		25	1	2	3	2	4	1	3	630.0	1	3	120	5	0	1		2	400	3	
81	1	400		15	0	3	2	2	1	1	2	264.0	1	4	162	5	0	1		3	470	3	
82	1	400		9999	0	3	5	2	4	1	2	268.0	2			5	300	4	240.0	0		3	
83	1	400		9	0	4	5	2	4	1	2	288.0	2			5	400	4	120.0	0		3	
84	1	300		4	0	4	5	10	4	1	2	220.0	2			5	0	4	200.0	1	100	3	
85	1	200		12	1	4	4	10	4	1	2	170.0	2			4	140	4	100.0	2	160	3	
86	1	400		15	0	4	5	2	4	1	3	390.0	1	2	100	5	0	1		1	60	3	
87	1	250		10	4	3	4	2	4	1	1	180.0	1	2	62	5	100	1		1	120	3	
88	1	300		3	1	4	5	2	4	1	2	100.0	2			5	300	4	110.0	0		3	
89	1	300		5	2	4	5	10	4	1	1	144.0	2			5	0	4	70.0	0		3	
90	1	300		9	0	3	4	2	4	1	3	360.0	1	4	155	5	0	1		1	175	3	
91	1	450		8	0	3	4	10	4	1	3	360.0	2			5	0	4	140.0	0		3	
92	1	200		1	0	3	5	10	4	1	2	240.0	2			5	0	4	200.0	2	400	3	
93	1	200		10	1	4	5	10	4	1	2	216.0	2			5	0	4	90.0	1	100	3	
94	1	300		3	3	3	5	2	4	1	3	180.0	2			4	200	4	150.0	3	400	3	
95	1	2000		3	0	1	1	2	1	1	3	390.0	1	2	156	5	0	1		3	1800	3	
96	1	300		8	1	4	5	10	4	1	2	240.0	2			5	0	4	120.0	0		3	
97	1	1500		9	0	2	4	2	4	1	3	480.0	2			5	0	4	176.0	1	500	3	
98	1	300		8	0	3	5	2	4	1	2	240.0	2			5	0	4	120.0	2	500	3	
99	1	500		4	0	3	3	7	4	1	2	231.0	2			5	0	4	100.0	0		3	
100	1	2000		5	0	3	4	2	4	1	3	756.0	1	2	300	5	0	1		3	1000	3	
101	1	2000		2	0	2	2	2	4	1	2	409.0	2			5	400	4	110.0	1	150	2	
102	2	300		25	3	3	3	2	4	1	1	120.0	2			5	0	4	55.0	0		2	
103	1	400		5	1	3	2	2	4	1	2	405.0	2			5	0	4	120.0	1	100	2	
104	1	500		20	1	3	2	2	4	1	1	144.0	2			5	0	4	120.0	1	100	2	
105	1	2000		60	0	1	2	2	4	1	3	580.0	2			5	0	4	220.0	2	300	2	
106	1	300		120	1	4	9	10	4	1	2	337.0	2			6	0	4	120.0	0		2	
107	1	500		20	0	3	2	2	4	1	4	462.0	2			5	400	4	240.0	1	100	2	
108	1	500		30	1	3	2	2	4	1	3	396.0	2			5	0	1		1	50	2	
109	1	500		80	2	3	2	2	4	1	2	180.0	1	2	60	6	30	1		1	300	2	
110	1	400		20	0	4	10	10	4	1	1	84.0	2			5	0	4	120.0	0		2	
111	1	300		25	0	3	2	2	4	1	3	252.0	1	5	100	5	0	1		1	100	2	
112	1	300		20	1	3	2	2	4	1	1	150.0	2			8	0	4	60.0	0		2	
113	1	500		20	0	3	2	2	4	1	2	220.0	1	2	96	5	0	1		2	400	2	
114	1	500		5	1	3	2	2	4	1	2	180.0	2			6	0	4	120.0	1	30	2	
115	1	300		45	2	4	9	10	4	1	3	225.0	2			5	0	4	120.0	0		2	
116	2	200		70	2	3	2	2	4	1	4	240.0	2			5	0	4	110.0	0		2	
117	1	2000		21	0	1	2	2	4	1	5	552.0	1	1	400	5	0	3	500.0	2	400	2	
118	1	500		30	0	3	2	2	4	1	2	315.0	2			5	0	4	240.0	1	100	2	
119	1	500		25	1	3	2	2	4	1	3	354.0	2			5	0	4	90.0	2	200	2	
120	1	400		4	0	3	2	2	4	1	3	330.0	2			5	0	4	60.0	2	200	2	
121	1	2000		30	0	3	2	2	4	1	2	324.0	1	1	120	5	0	3	750.0	1	100	2	
122	1	2000		60	0	1	2	2	4	1	4	1181.0	1	1	98	5	0	3	781.0	2	100	2	
123	1	800		25	0	3	2	2	4	1	3	371.0	2			6	0	4	120.0	0		2	
124	1	400		10	0	4	3	2	4	1	2	256.0	2			5	0	4	60.0	0		2	
125	1	100		60	0	5	2	7	4	1	1	148.0	2			5	0	4	60.0	0		2	
126	1	500		3	0	3	2	2	4	1	4	341.0	2			5	0	4	150.0	1	200	2	
127	1	700		20	0	3	2	2	4	1	2	525.0	2			5	0	4	90.0	0		2	
128	3		500	1	0	3	2	2	4	3	3	346.0	2			5	0	4	300.0	1	100	2	
129	1	3000		4	0	3	2	2	4	1	3	930.0	1	1	165	5	0	3	0.0	1	200	2	
130	1	500		15	0	3	2	2	4	1	3	225.0	2			6	0	4	60.0	0		2	
131	1	700		10	0	3	2	2	4	1	3	660.0	2			6	0	4	180.0	1	50	2	
132	1	500		30	0	4	2	2	4	1	2	256.0	2			5	0	4	120.0	0		2	
133	1	600		100	0	3	2	2	4	1	3	607.0	2			5	0	4	120.0	1	50	2	
134	1	800		120	0	3	2	2	4	1	3	625.0	2			5	0	4	120.0	1	200	2	
135	1	500		7	0	4	2	2	4	1	1	150.0	2			5	0	4	120.0	0		2	
136	1	700		12	0	2	2	2	4	1	2	352.0	2			5	300	4	120.0	1	20	2	
137	1	2000		100	0	2	2	2	4	1	3	621.0	1	1	98	5	0	3	700.0	0		2	
138	1	800		130	0	3	2	2	4	1	4	540.0	2			6	0	4	60.0	0		2	
139	1	100		100	0	3	2	2	4	1	1	79.0	2			9	0	4	40.0	0		2	
140	1	2000		15	0	1	1	2	1	1	2	231.0	1	1	98	5	0	3	300.0	1	100	2	
141	1	300		200	0	4	5	2	4	1	2	195.0	2			5	0	4	300.0	0	120	3	
142	1	800		150	0	3	2	2	4	1	3	506.0	2			5	0	4	180.0	1	150	3	
143	1	1000		20	0	3	2	2	4	1	1	150.0	2			5	0	4	240.0	0		3	
144	1	400		200	0	4	11	10	4	1	1	123.0	2			5	80	4	120.0	0	60	3	
145	1	500		50	0	3	2	2	4	1	3	651.0	2			6	0	4	120.0	0	20	3	
146	1	500		3	0	2	2	2	4	1	2	303.0	2			5	0	3	680.0	1	150	3	
147	1	500		40	0	3	2	2	4	1	3	189.0	2			6	0	4	120.0	1	300	3	
148	1	1000		25	0	3	2	2	4	1	2	550.0	2			5	0	4	180.0	1	100	3	
149	1	500		10	0	4	2	2	4	1	2	220.0	2			5	0	4	120.0	1	50	3	
150	2	200		9	0	5	9	2	4	1	3	297.0	2			5	0	4	30.0	0		3	
151	1	3000		25	0	3	2	2	4	1	4	726.0	2			5	0	4	180.0	0	70	3	
152	1	2000		9999	0	1	1	2	1	1	4	1026.0	2			5	0	3	15.0	3	300	3	
153	1	2000		60	0	3	2	2	4	1	3	405.0	2			5	0	4	90.0	0	120	3	
154	1	500		20	0	3	2	2	4	1	2	280.0	2			7	0	4	120.0	1	30	3	
155	1	500		10	1	3	2	2	4	1	3	222.0	2			6	0	3	430.0	1	300	3	
156	1	400		3	0	4	2	2	4	1	2	122.0	2			5	0	4	60.0	1	600	3	
157	1	500		7	0	3	3	2	4	1	2	300.0	2			5	400	3	423.0	1	20	3	
158	1	1000		20	0	3	2	2	4	1	2	256.0	2			6	0	4	240.0	1	200	3	
159	1	500		8	0	3	2	2	4	1	2	272.0	2			5	0	4	180.0	1	60	3	
160	1	200		40	0	4	2	2	4	1	1	112.0	2			6	0	4	90.0	1	30	3	
161	1	600		15	0	3	1	2	1	1	2	400.0	2			5	100	4	100.0	0		2	
162	1	1000		50	1	3	2	2	4	1	3	468.0	1	2	218	5	0	1		0		2	
163	1	600		50	0	3	6	2	4	1	1	215.0	2			5	0	4	100.0	1	80	2	
164	1	500		40	1	2	2	2	4	1	3	432.0	2			5	0	4	100.0	1	20	2	
165	1	700		60	0	3	2	2	4	1	2	215.0	1	3	120	9	0	1		1	110	2	
166	1	500		30	0	3	2	2	4	1	3	760.0	1	4	200	5	0	1		2	200	2	
167	1	500		45	2	2	2	2	4	1	3	396.0	2			5	0	4	120.0	1	100	2	
168	1	700		50	2	2	2	2	4	1	3	459.0	1	2	150	5	0	1		1	70	2	
169	1	2000		100	0	1	1	2	1	1	6	1035.0	1	2	250	5	0	1		1	150	2	
170	1	1000		30	0	3	2	2	4	1	4	880.0	2			5	500	4	180.0	1	400	2	
171	1	600		120	6	3	6	2	4	1	3	315.0	2			5	0	4	180.0	1	150	2	
172	1	400		11	1	3	2	2	4	1	2	432.0	1	2	220	5	360	1		1	100	2	
173	1	100		110	0	5	6	2	4	1	1	112.0	2			9	0	4	40.0	1	20	2	
174	1	1000		90	0	2	2	2	4	1	2	312.0	2			5	120	4	150.0	1	110	2	
175	2	1000		120	2	1	2	2	4	1	1	415.0	1	3	250	5	0	1		1	120	2	
176	1	900		30	0	3	2	2	4	1	3	800.0	1	4	150	5	0	1		1	100	2	
177	1	1000		60	2	2	2	2	4	1	3	405.0	1	2	200	5	0	1		1	200	2	
178	1	400		35	0	4	6	2	4	1	1	180.0	2			5	0	4	65.0	0		2	
179	1	600		100	0	3	2	2	4	1	3	312.0	1	5	150	6	0	1		1	150	2	
180	1	500		30	0	3	2	2	4	1	3	400.0	1	5	150	5	0	1		1	100	2	
181	1	5000		120	0	1	1	2	1	1	5	1156.0	1	2	600	1		1		4	600	2	
182	1	500		100	0	3	2	2	4	1	3	486.0	1	2	106	5	0	1		1	300	2	
183	1	1000		8	0	2	2	2	4	1	2	256.0	1	3	98	5	0	1		2	100	2	
184	1	500		15	0	3	2	2	4	1	2	459.0	2			6	0	4	120.0	1	50	2	
185	1	2000		4	0	3	2	2	4	1	3	504.0	2			5	0	4	300.0	2	300	2	
186	1	500		12	0	3	2	2	4	1	2	324.0	1	3	211	5	250	1		2	120	2	
187	1	1000		90	0	3	2	2	4	1	5	630.0	2			6	0	4	240.0	2	150	2	
188	1	1000		20	0	3	2	2	4	1	2	280.0	1	4	203	5	0	1		1	150	2	
189	1	2500		12	0	2	1	2	1	1	5	750.0	1	2	98	5	30	1		1	100	2	
190	1	4000		120	0	2	1	1	1	1	2	1110.0	1	3	98	5	0	1		1	150	2	
191	1	1500		4	0	3	2	2	4	1	4	355.0	1	5	200	5	0	2	200.0	2	300	2	
192	1	1500		46	2	1	2	2	4	1	5	576.0	1	4	429	5	500	1		4	800	2	
193	1	500		20	1	2	2	2	4	1	2	256.0	1	3	108	5	0	1		2	300	2	
194	1	300		2	0	3	2	2	4	1	1	297.0	1	3	100	5	250	1		0		2	
195	1	400		10	0	4	5	2	4	1	1	150.0	1	3	108	5	0	1		2	200	2	
196	1	1000		12	0	3	2	2	4	1	3	535.0	1	2	98	5	0	1		1	400	2	
197	1	3000		5	0	1	1	1	1	1	5	1000.0	1	4	300	5	0	1		2	150	2	
198	1	500		120	0	3	2	2	4	1	4	612.0	1	2	120	6	0	4	120.0	0		2	
199	1	1000		120	0	3	1	2	4	1	3	1170.0	1	2	140	6	0	1		1	50	2	
200	1	700		30	0	3	2	2	4	1	2	120.0	1	4	170	5	150	1		1	100	2	
201	1	600		4	1	2	2	2	4	1	2	225.0	1	3	92	5	360	1		1	100	3	
202	1	3000		35	0	1	1	2	1	1	4	588.0	1	2	120	5	0	1		1	250	3	
203	1	300		35	1	4	2	2	4	1	2	272.0	2			5	0	4	180.0	1	50	3	
204	1	3000		15	0	3	2	2	4	1	4	900.0	1	4	420	5	200	1		1	300	3	
205	1	500		20	0	3	2	2	4	1	4	625.0	1	4	140	5	400	1		1	250	3	
206	1	2000		150	0	2	2	2	4	1	3	412.0	1	3	210	5	0	1		2	220	3	
207	1	1000		120	0	2	2	2	4	1	3	345.0	1	3	135	5	300	1		1	120	3	
208	1	500		30	0	4	2	2	4	1	3	195.0	1	4	249	5	280	1		0		3	
209	1	500		25	0	4	11	2	4	1	3	138.0	2			5	250	4	150.0	1	120	3	
210	1	2000		100	0	3	2	2	4	1	4	415.0	1	3	360	5	0	1		3	350	3	
211	1	1000		60	2	2	2	2	4	1	3	630.0	1	2	120	5	0	1		1	50	3	
212	1	200		25	1	4	6	2	4	1	1	270.0	2			9	0	4	120.0	0		3	
213	1	2000		30	0	2	1	2	1	1	4	900.0	1	5	280	5	300	1		1	200	3	
214	1	1000		12	0	3	2	2	4	1	2	540.0	1	4	390	5	0	1		1	150	3	
215	1	1000		80	0	3	2	2	4	1	3	312.0	2			5	0	4	130.0	1	100	3	
216	1	500		2	0	4	2	2	4	1	2	264.0	1	4	105	5	0	1		0		3	
217	1	500		25	0	3	2	2	4	1	2	750.0	1	4	120	5	0	1		1	60	3	
218	1	1000		15	0	2	2	2	4	1	4	470.0	1	2	150	5	360	1		2	100	3	
219	1	3000		20	0	2	1	2	1	1	4	900.0	1	4	270	5	0	1		2	500	3	
220	1	500		13	1	2	2	2	4	1	3	432.0	1	3	160	5	0	1		0		3	
221	1	2000		100	3	1	2	2	4	1	4	2304.0	1	2	900	5	0	1		2	1000	2	
222	1	1000		42	0	2	2	2	4	1	3	405.0	1	2	200	5	700	1		1	100	2	
223	1	1000		35	0	2	1	1	1	1	6	900.0	1	3	500	5	0	1		1	150	2	
224	1	1000		60	0	3	2	2	4	1	3	315.0	1	2	150	5	0	1		2	150	2	
225	1	1000		90	0	3	2	2	4	1	2	315.0	2			5	0	4	100.0	0		2	
226	1	500		30	0	3	1	2	1	1	4	880.0	1	4	110	5	0	1		1	300	2	
227	1	2000		50	1	1	2	2	4	1	3	420.0	1	2	480	5	0	1		3	350	2	
228	1	600		70	1	3	2	2	4	1	3	408.0	2			5	0	4	240.0	1	130	2	
229	2	200		25	0	5	10	2	4	1	1	62.0	2			5	0	4	30.0	0		2	
230	1	300		15	0	4	6	2	4	1	1	135.0	1	2	150	5	0	1		1	100	2	
231	1	400		26	0	4	2	2	4	1	3	625.0	1	4	150	5	0	1		1	100	2	
232	1	1000		50	2	2	2	2	4	1	3	413.0	1	2	151	5	0	1		1	140	2	
233	1	2000		130	0	2	2	2	4	1	3	415.0	1	2	245	5	0	1		1	150	2	
234	1	300		30	0	4	9	2	4	1	2	360.0	1	4	105	5	0	1		1	100	2	
235	1	500		60	0	3	2	2	4	1	3	215.0	1	2	105	5	0	1		0		2	
236	1	1000		30	0	1	2	2	4	1	4	760.0	1	3	150	5	0	1		1	200	2	
237	1	600		130	0	4	2	2	4	1	2	312.0	1	2	120	5	0	1		1	100	2	
238	1	500		25	0	3	2	2	4	1	3	441.0	2			5	0	4	250.0	1	100	2	
239	1	1000		60	1	2	2	2	4	1	5	675.0	1	2	105	5	0	1		1	110	2	
240	1	1000		40	0	3	2	2	4	1	4	415.0	1	3	205	5	0	1		2	150	2	
241	1	1000		30	1	3	2	2	4	1	3	405.0	2			6	0	4	120.0	1	100	2	
242	1	600		150	0	3	2	2	4	1	2	315.0	2			5	0	4	180.0	1	100	2	
243	1	400		15	0	4	2	2	4	1	1	195.0	2			5	0	4	120.0	1	300	2	
244	1	100		80	0	2	2	2	4	1		315.0	2			5	0	4	180.0	1	150	2	
245	1	1000		60	0	3	2	2	4	1	3	315.0	2			5	0	4	200.0	1	150	2	
246	1	600		40	0	3	2	2	4	1	2	462.0	2			5	0	4	180.0	1	200	2	
247	1	600		35	1	2	2	2	4	1	2	405.0	2			6	0	4	160.0	1	120	2	
248	1	500		20	0	3	2	2	4	1	2	521.0	2			5	0	4	240.0	1	300	2	
249	1	3000		100	0	1	2	2	4	1	3	482.0	2			5	0	4	200.0	3	350	2	
250	1	500		20	0	3	2	2	4	1	2	400.0	2			5	0	4	250.0	1	200	2	
251	1	1000		55	1	3	2	2	4	1	3	432.0	2			6	0	4	170.0	0		2	
252	1	600		70	0	3	2	2	4	1	2	215.0	2			5	0	4	120.0	1	100	2	
253	1	400		20	0	3	2	2	4	1	2	420.0	2			5	0	4	180.0	1	150	2	
254	1	500		25	0	3	2	2	4	1	3	530.0	2			5	0	4	180.0	1	150	2	
255	1	400		10	1	3	2	2	4	1	1	270.0	2			5	160	4	120.0	0		2	
256	1	2000		100	0	1	2	2	4	1	2	317.0	1	1	400	5	0	3	0.0	2	300	2	
257	1	400		20	0	2	2	2	4	1	2	270.0	2			6	0	4	120.0	0		2	
258	1	300		12	0	4	4	2	4	1	2	320.0	2			5	0	4	120.0	0		2	
259	1	500		40	1	3	2	2	4	1	2	360.0	2			5	0	4	70.0	0		2	
260	1	1000		130	0	3	2	2	4	1	4	317.0	2			5	0	4	210.0	2	200	2	
261	1	1000		27	0	3	2	2	4	1	1	135.0	1	3	50	5	250	1		2	300	2	
262	1	1500		3	0	2	2	2	4	1	2	272.0	1	2	150	1		1		1	200	2	
263	1	2000		80	0	3	2	2	4	1	3	472.0	1	2	186	5	300	1		1	100	2	
264	1	500		30	0	4	3	2	4	1	2	180.0	2			5	0	4	350.0	0		2	
265	1	2000		37	0	1	1	2	1	1	3	225.0	1	2	135	5	320	1		1	150	2	
266	1	2000		50	0	2	2	2	4	1	2	396.0	1	2	105	5	0	1		1	100	2	
267	1	1000		50	0	3	2	2	4	1	3	243.0	2			5	350	4	180.0	1	100	2	
268	1	1000		5	0	3	2	2	4	1	2	459.0	1	2	200	5	0	1		1	200	2	
269	1	1000		12	0	2	2	2	4	1	3	338.0	2			5	0	4	120.0	1	100	2	
270	1	3000		25	0	1	2	2	1	1	3	560.0	1	4	105	5	0	1		0		2	
271	1	2000		20	0	4	2	2	4	1	2	350.0	1	3	108	5	700	1		0		2	
272	1	1000		12	0	3	3	2	4	1	1	220.0	1	4	72	5	400	1		1	30	2	
273	1	1000		22	0	2	2	2	4	1	4	434.0	1	2	135	5	180	1		1	120	2	
274	1	500		30	0	4	2	2	4	1	1	320.0	2			5	100	4	90.0	0		2	
275	1	1000		60	0	3	6	2	4	1	2	347.0	2			9	0	4	150.0	0		2	
276	1	3000		20	0	2	2	2	1	1	2	518.0	1	4	410	5	550	1		3	400	2	
277	1	2000		12	0	2	2	2	1	1	2	720.0	1	4	300	5	450	1		2	300	2	
278	2	1000		15	0	2	2	2	1	1	3	594.0	1	2	267	5	700	1		1	200	2	
279	1	3000		25	0	1	1	2	1	1	5	792.0	1	2	300	5	500	1		3	250	2	
280	1	4000		50	0	1	2	2	4	1	4	624.0	2			5	380	4	250.0	1	200	2	
281	1	1000		20	0	3	2	2	4	1	2	484.0	1	3	150	5	200	1		1	100	2	
282	1	1000		22	0	3	2	2	4	1	3	576.0	1	4	350	5	300	1		2	160	2	
283	1	300		5	0	3	11	2	4	1	2	255.0	2			5	200	4	120.0	1	100	2	
284	2	100		15	1	4	9	2	4	1	1	135.0	2			9	0	4	120.0	0		2	
285	2	200		1	0	3	2	2	4	1	1	162.0	2			5	150	4	60.0	1	20	2	
286	1	1000		30	0	1	2	2	4	1	3	742.0	1	2	200	5	450	1		1	300	2	
287	1	1000		12	0	1	2	2	4	1	5	812.0	1	2	150	5	0	1		1	50	2	
288	1	500		12	0	3	2	2	4	1	2	196.0	2			5	0	4	180.0	0		2	
289	1	100		10	0	4	11	2	4	1	1	135.0	2			5	120	4	100.0	0		2	
290	1	500		10	0	4	2	2	4	1	1	256.0	2			5	300	4	60.0	0		2	
291	1	2000		20	0	2	2	2	4	1	4	626.0	1	2	116	5	0	1		4	500	2	
292	1	300		19	0	3	11	2	4	1	3	297.0	1	2	100	5	0	1		1	100	2	
293	1	1000		20	0	2	2	2	4	1	4	427.0	1	2	70	5	0	1		0		2	
294	1	500		30	0	3	2	2	4	1	2	400.0	2			5	0	4	240.0	0		2	
295	1	500		20	0	4	9	2	4	1	2	250.0	2			9	0	4	60.0	0		2	
296	1	1000		20	0	3	2	2	4	1	2	280.0	1	4	138	5	250	1		1	100	2	
297	1	400		110	1	3	2	2	4	1	2	272.0	2			5	300	4	200.0	1	300	2	
298	1	600		50	0	2	1	2	1	1	2	375.0	1	2	45	5	200	1		0		2	
299	1	300		8	0	3	2	2	4	1	1	161.0	1	2	50	5	0	1		0		2	
300	1	1000		40	1	4	2	2	4	1	3	220.0	1	2	50	5	0	1		0		2	
301	1	400		35	1	3	2	2	4	1	1	90.0	2			5	0	4	130.0	1	500	2	
302	1	500		40	0	3	2	2	4	1	1	247.0	2			5	200	4	100.0	0		2	
303	1	500		20	0	1	2	2	4	1	3	397.0	2			5	0	4	180.0	1	100	2	
304	1	1000		40	0	2	2	2	4	1	4	614.0	2			9	0	4	150.0	0		2	
305	1	500		20	0	3	2	2	4	1	2	450.0	2			5	0	4	180.0	1	100	2	
306	1	200		25	0	5	6	10	4	1	1	120.0	2			9	0	4	120.0	0		2	
307	1	200		20	0	5	10	10	4	1	1	110.0	2			9	0	4	60.0	0		2	
308	1	400		4	0	2	2	2	4	1	3	562.0	2			5	0	4	130.0	1	150	2	
309	1	2000		25	0	3	2	2	4	1	2	560.0	1	1	180	5	0	3	780.0	1	200	2	
310	1	500		30	0	4	6	2	4	1	1	400.0	2			6	0	4	120.0	0		2	
311	1	500		20	0	2	2	2	4	1	2	147.0	2			5	0	4	200.0	0		2	
312	2	200		70	1	4	11	2	4	1	3	408.0	2			5	200	4	180.0	1	50	2	
313	1	50		50	0	5	9	10	4	1	1	112.0	2			5	100	4	150.0	0		2	
314	1	200		60	0	4	11	2	4	1	1	113.0	2			9	100	4	120.0	1	60	2	
315	1	500		100	0	2	2	2	4	1	2	255.0	2			9	0	4	120.0	0		2	
316	1	1000		30	0	2	2	2	4	1	5	248.0	1	1	100	5	0	3	0.0	2	600	2	
317	1	2000		31	0	1	2	2	4	1	4	473.0	1	1	150	5	0	3	0.0	1	100	2	
318	1	700		40	0	2	2	2	4	1	1	173.0	2			5	80	4	12.0	1	100	2	
319	1	200		1	0	3	9	10	4	1	2	135.0	2			5	0	4	65.0	0		2	
320	1	500		12	2	4	2	2	4	1	2	150.0	1	1	200	9	0	3	365.0	1	100	2	
321	1	1000		20	0	3	2	2	4	1	2	500.0	1	4	220	9	0	1		2	100	2	
322	1	2000		30	0	2	2	2	4	1	2	600.0	1	4	200	5	0	1		1	120	2	
323	1	500		15	0	2	2	2	4	1	2	272.0	2			5	150	4	150.0	1	100	2	
324	1	800		30	0	3	2	2	4	1	5	608.0	2			5	200	4	300.0	1	200	2	
325	1	700		25	0	4	2	2	4	1	2	400.0	2			9	0	4	240.0	0		2	
326	1	600		12	0	3	2	2	4	1	2	236.0	2			9	0	4	200.0	1	600	2	
327	2	900		25	0	3	2	2	4	1	2	400.0	2			5	0	4	150.0	1	130	2	
328	1	300		20	0	2	2	2	4	1	3	607.0	2			5	300	4	350.0	1	300	2	
329	1	2000		10	0	2	2	2	4	1	5	670.0	2			5	0	4	250.0	3	1200	2	
330	1	500		10	0	1	2	2	4	1	3	378.0	2			5	0	4	150.0	1	50	2	
331	1	500		20	0	4	3	2	4	1	1	256.0	2			9	0	4	180.0	1	80	2	
332	1	2000		40	0	2	2	2	4	1	5	912.0	1	2	120	5	0	1		1	150	2	
333	1	1000		30	0	3	2	2	4	1	2	900.0	1	1	150	5	0	3	960.0	2	250	2	
334	1	2000		30	0	3	1	2	4	1	2	720.0	1	1	500	5	0	3	500.0	3	600	2	
335	1	50		20	0	4	2	2	4	1	1	121.0	2			9	0	4	50.0	0		2	
336	1	400		40	0	4	3	2	4	1	3	272.0	2			5	0	4	100.0	1	100	2	
337	1	300		4	0	1	2	2	4	1	2	236.0	1	2	50	5	0	1		1	200	2	
338	1	200		20	0	4	5	2	4	1	3	225.0	2			5	300	4	100.0	1	100	2	
339	1	500		10	0	3	2	2	4	1	4	315.0	1	6	300	5	0	1		1	250	2	
340	1	500		20	1	1	2	2	4	1	6	675.0	1	4	138	5	0	1		2	100	2	
341	1	200		16	0	4	6	10	4	1	3	308.0	2			5	0	4	120.0	1	100	3	
342	1	300		3	0	4	10	10	4	1	1	140.0	2			9	220	4	120.0	0		3	
343	1	300		15	0	4	10	10	4	1	2	236.0	2			5	0	4	60.0	0		3	
344	1	100		30	0	4	10	10	4	1	1	110.0	2			9	0	4	100.0	0		3	
345	1	300		20	0	4	9	2	4	1	2	150.0	2			5	0	4	120.0	0		3	
