a01	q_01	q_02	q_03	q_04	q_05	q_06	q_07	q_08	q_09	q_10	q_11	q_12	q_13	q_14	q_15	q_16	q_17	q_18	q_19	q_20	q_21	sample_type	flag
5390	1	300		7	2	3	2	2	4	1	1	252.0	1	2	140	9	0	1		0		3	
5391	1	2000		20	0	2	1	2	1	1	4	1020.0	1	3	120	5	0	1		2	500	3	
5392	1	300		20	3	2	2	2	4	1	1	324.0	1	2	300	6	0	1		2	600	3	
5393	1	600		12	2	3	2	2	4	1	2	140.0	1	2	70	5	0	1		2	100	3	
5394	1	1000		3	0	3	2	2	4	1	2	288.0	1	2	120	5	0	1		2	150	3	
5395	1	400		35	1	2	2	2	4	1	2	480.0	1	3	324	9	50	1		1	150	3	
5396	1	300		15	1	2	2	2	4	1	2	520.0	1	3	122	9	0	1		1	100	3	
5397	1	300		16	3	3	2	2	4	1	1	234.0	2			9	0	4	120.0	1	30	3	
5398	1	500		20	0	2	2	2	4	1	1	216.0	1	2	100	9	0	1		0		3	
5399	1	500		6	2	3	2	2	4	1	1	396.0	1	2	100	5	0	1		0		3	
5400	1	1200		2	0	1	1	2	1	1	3	495.0	2			9	0	4	150.0	1	100	3	
5401	1	1000		20	0	2	2	2	1	2	3	252.0	1	2	150	6	0	1		2	300	3	
5402	1	100		7	2	5	6	2	4	1	1	180.0	2			9	0	4	124.0	0		3	
5403	1	400		19	2	3	2	2	4	1	2	288.0	1	2	98	9	0	1		0		3	
5404	1	200		9	2	4	2	2	4	1	1	216.0	1	2	200	9	0	1		1	150	3	
5405	1	100		4	1	5	6	2	4	1	1	135.0	1	2	38	9	0	1		1	50	3	
5406	1	300		16	2	3	2	2	4	1	1	380.0	1	3	105	5	0	1		2	500	3	
5407	1	500		14	4	1	2	2	4	1	2	306.0	1	2	135	9	0	1		1	10	3	
5408	1	400		12	2	3	2	2	4	1	1	189.0	1	2	105	6	0	1		1	200	3	
5409	1	300		70	1	2	2	2	4	2	2	620.0	1	2	164	5	350	1		2	500	3	
5410	1	1000		48	3	1	2	2	1	1	2	486.0	1	3	410	5	0	1		3	800	3	
5411	1	150		20	2	4	2	2	4	1	1	240.0	1	3	30	5	0	1		1	100	3	
5412	1	150		35	3	3	2	2	4	1	1	180.0	1	3	30	6	0	1		1	50	3	
5413	1	250		4	0	3	2	2	4	1	2	320.0	1	3	80	6	0	1		1	15	3	
5414	1	400		24	3	2	2	2	4	1	2	486.0	1	3	170	5	250	1		1	200	3	
5415	1	1000		80	0	2	1	2	1	2	3	540.0	1	2	400	5	0	1		2	2000	3	
5416	1	300		35	3	4	5	2	4	1	1	105.0	2			5	0	4	100.0	1	50	3	
5417	1	1000		10	3	1	1	2	1	1	3	675.0	1	2	180	5	0	1		2	150	3	
5418	1	500		30	2	3	2	2	4	1	1	270.0	2			5	350	4	120.0	2	150	3	
5419	1	700		100	0	3	2	2	4	1	2	495.0	2			5	0	4	120.0	1	50	3	
5420	1	500		20	3	3	2	2	4	1	2	230.0	1	2	264	6	700	1		2	100	3	
5421	1	200		3	0	2	2	2	4	1	1	220.0	2			6	0	4	60.0	0		3	
5422	1	300		6	0	2	2	2	4	1	1	250.0	2			6	0	4	64.0	2	300	3	
5423	1	250		1	2	2	2	2	4	1	4	220.0	2			6	0	4	120.0	1	500	3	
5424	1	250		3	2	2	2	2	4	1	1	240.0	2			6	0	4	68.0	1	200	3	
5425	1	200		2	0	4	6	2	4	1	1	180.0	2			9	0	4	60.0	1	100	3	
5426	1	1000		6	0	2	2	2	4	1	2	180.0	2			9	0	4	120.0	1	120	3	
5427	1	500		20	0	1	2	2	4	2	3	324.0	1	3	200	9	0	1		1	100	3	
5428	1	200		2	0	5	6	2	4	1	1	112.0	2			9	0	4	60.0	0		3	
5429	1	200		4	1	4	6	2	4	1	1	231.0	1	2	105	9	0	1		2	300	3	
5430	1	600		10	0	3	2	2	4	1	2	360.0	2			5	0	4	150.0	1	50	3	
5431	1	1500		50	0	3	2	2	4	3	4	396.0	1	2	105	1		1		2	150	3	
5432	1	300		10	1	4	2	2	4	2	2	180.0	1	2	150	5	0	1		1	150	3	
5433	1	700		6	0	3	2	2	4	1	2	380.0	2			5	0	4	120.0	1	100	3	
5434	1	200		9	3	3	2	2	4	1	1	220.0	2			6	0	4	120.0	0		3	
5435	1	600		6	2	3	2	2	4	1	1	405.0	1	2	98	5	0	1		1	100	3	
5436	1	1000		12	1	1	2	2	1	2	3	820.0	1	2	317	6	0	1		3	1000	3	
5437	1	500		18	0	3	2	2	4	1	1	288.0	1	3	40	6	0	1		0		3	
5438	1	300		7	3	2	2	2	4	1	1	324.0	2			9	0	4	90.0	1	50	3	
5439	1	300		13	1	3	2	2	4	1	1	216.0	2			9	0	4	90.0	0		3	
5440	1	500		10	0	3	2	2	4	1	2	260.0	2			6	0	4	250.0	1	100	3	
5441	1	200		6	3	3	2	2	4	1	1	350.0	2			1		4	75.0	1	100	3	
5442	1	300		0	0	2	2	2	4	2	4	380.0	1	5	350	5	0	1		2	500	3	
5443	1	400		1	0	1	2	2	4	1	1	288.0	1	3	200	9	0	1		1	60	3	
5444	1	500		14	1	2	2	2	4	1	2	288.0	1	3	400	9	0	1		1	130	3	
5445	1	400		12	1	2	2	2	4	1	1	288.0	1	3	300	9	0	1		0		3	
5446	1	200		11	2	4	4	2	4	1	1	252.0	1	3	110	9	0	1		1	240	3	
5447	1	400		15	0	2	2	2	4	2	2	680.0	2			5	0	4	126.0	1	100	3	
5448	1	300		18	0	2	2	2	4	1	1	450.0	1	5	220	6	0	1		2	500	3	
5449	1	550		40	2	1	2	2	1	2	3	880.0	1	3	200	6	0	1		2		3	
5450	1	300		15	2	2	2	2	4	1	1	450.0	1	3	450	5	0	1		1	2000	3	
5451	1	500		9	0	2	2	2	4	1	2	288.0	2			9	0	4	93.0	1	120	3	
5452	1	300		2	1	3	4	2	4	2	2	189.0	2			9	0	4	62.0	0		3	
5453	1	400		2	0	2	2	2	4	1	1	280.0	2			9	0	4	62.0	0		3	
5454	1	300		6	0	3	2	2	4	1	1	200.0	1	2	40	6	0	1		1	30	3	
5455	1	300		50	5	4	4	2	4	1	1	150.0	1	2	30	1		1		0		3	
5456	1	200		10	0	2	4	2	4	1	1	252.0	1	3	50	9	0	1		1	80	3	
5457	1	100		7	2	2	4	2	4	1	1	260.0	1	3	65	9	0	1		1	20	3	
5458	1	700		80	0	3	2	2	4	2	4	540.0	2			5	0	4	124.0	1	50	3	
5459	1	500		70	1	3	2	2	4	2	2	210.0	1	2	100	5	0	1		1	50	3	
5460	1	200		20	1	2	2	2	4	2	2	560.0	1	2	80	9	0	1		1	100	3	
5461	1	200		8	2	3	4	2	4	1	2	342.0	2			6	0	4	85.0	0		3	
5462	1	100		17	2	3	4	2	4	1	2	210.0	2			9	0	4	150.0	1	250	3	
5463	1	300		4	2	2	1	2	4	1	3	374.0	2			9	0	3	0.0	2	500	3	
5464	1	150		12	2	3	5	2	4	1	2	230.0	2			6	0	4	80.0	1	200	3	
5465	1	100		14	2	3	5	2	4	2	2	360.0	2			9	0	4	65.0	1	150	3	
5466	1	100		8	1	3	5	2	4	1	1	218.0	2			9	0	4	60.0	1	200	3	
5467	1	200		10	2	2	5	2	4	2	3	410.0	2			6	0	4	120.0	1	250	3	
5468	1	500		4	0	4	10	10	4	1	1	162.0	2			5	0	4	65.0	0		3	
5469	1	300		2	2	4	5	10	4	1	1	162.0	2			5	0	4	85.0	0		3	
5470	1	700		30	0	4	5	10	4	1	2	284.0	2			6	0	4	120.0	0		3	
5471	1	1000		3	0	3	1	2	4	1	2	180.0	2			6	0	3	840.0	0		3	
5472	1	500		3	1	3	5	2	4	1	2	284.0	2			6	0	4	125.0	1	250	3	
5473	1	700		25	0	3	5	10	4	2	2	877.0	2			6	0	4	135.0	0		3	
5474	1	400		5	0	4	5	10	4	1	1	288.0	2			6	0	4	65.0	0		3	
5475	1	300		13	0	4	5	2	4	1	2	288.0	2			5	0	4	45.0	1	20	3	
5476	1	200		2	0	5	10	2	4	1	1	162.0	2			5	0	4	35.0	0		3	
5477	2	200		2	1	5	5	2	4	1	1	216.0	2			5	0	4	45.0	0		3	
5478	1	400		6	0	4	5	2	4	1	1	216.0	2			5	0	4	85.0	0		3	
5479	2	200		12	0	5	10	10	4	1	1	162.0	2			9	0	4	36.0	0		3	
5480	1	300		6	0	4	10	2	4	1	1	288.0	2			5	0	4	95.0	0		3	
5481	1	100		12	3	3	4	2	4	1	1	180.0	1	3	60	6	0	1		1	200	3	
5482	1	200		6	2	2	1	2	4	1	2	374.0	2			6	0	4	120.0	2	400	3	
5483	1	100		6	1	3	4	10	4	1	1	192.0	2			6	0	4	75.0	1	200	3	
5484	1	150		2	1	2	5	2	4	1	1	198.0	2			9	0	4	70.0	1	250	3	
5485	1	400		2	2	1	1	2	4	1	2	324.0	2			9	0	4	170.0	2	400	3	
5486	1	100		7	1	3	4	2	4	1	1	196.0	2			6	0	4	40.0	0		3	
5487	1	100		7	1	3	4	2	4	1	2	286.0	2			6	0	4	60.0	1	150	3	
5488	1	500		5	1	3	4	2	4	1	1	252.0	2			6	0	4	125.0	1	250	3	
5489	1	500		12	2	3	4	2	4	1	1	216.0	1	3	100	6	0	1		1	200	3	
5490	1	400		20	2	3	4	2	4	1	1	162.0	1	3	150	5	0	1		0		3	
5491	1	600		2	0	4	10	2	4	2	2	378.0	2			5	0	4	112.0	0		3	
5492	2	300		3	0	4	10	2	4	1	2	252.0	2			6	0	4	65.0	0		3	
5493	1	400		3	3	3	4	2	4	1	1	162.0	2			5	0	4	76.0	0		3	
5494	1	500		18	0	3	4	2	4	1	1	364.0	2			5	0	4	82.0	1	150	3	
5495	1	300		3	0	4	4	2	4	1	1	288.0	2			5	0	4	70.0	0	30	3	
5496	2	200		3	0	5	10	10	4	2	2	180.0	2			5	0	4	36.0	1	40	3	
5497	2	500		15	0	3	4	2	4	1	2	270.0	1	4	217	5	0	1		1	60	3	
5498	2	400		15	0	4	5	2	4	1	2	338.0	2			5	0	4	70.0	0		3	
5499	2	200		25	2	4	4	2	4	2	2	274.0	2			5	0	4	70.0	1	80	3	
5500	1	500		20	2	3	4	2	4	1	1	216.0	2			5	0	4	145.0	1	200	3	
5501	1	1200		20	0	2	1	2	1	3	3	666.0	1	2	350	5	0	1		1	200	1	
5502	1	800		40	2	2	3	2	4	1	1	378.0	1	3	98	9	0	1		1	300	1	
5503	1	300		9	0	3	2	2	4	1	1	210.0	2			6	0	4	50.0	0		1	
5504	1	200		3	1	3	11	2	4	1	1	210.0	2			9	0	4	50.0	0		1	
5505	1	600		10	0	3	5	2	4	1	2	360.0	2			1		4	70.0	1	120	1	
5506	1	2500		10	0	2	1	2	1	4	4	1026.0	1	2	130	5	0	1		1	100	1	
5507	1	400		40	0	3	4	2	4	1	1	405.0	2			1		4	50.0	0		1	
5508	1	300		17	4	2	3	2	4	1	1	234.0	1	3	40	5	0	1		0		1	
5509	2	405		1	2	3	5	2	4	2	4	405.0	1	2	122	5	250	1		0		1	
5510	1	300		7	1	2	1	2	4	1	2	400.0	1	2	250	5	1000	1		2	200	1	
5511	1	200		10	0	3	5	2	4	1	1	54.0	2			5	100	4	75.0	1	50	1	
5512	1	300		1	4	3	3	2	4	1	1	450.0	1	2	98	5	0	1		0		1	
5513	1	150		100	1	3	2	2	4	1	1	208.0	2			5	100	4	100.0	0		1	
5514	1	200		16	2	3	3	2	4	1	1	264.0	1	3	98	5	0	1		1	50	1	
5515	1	200		15	1	3	5	2	4	1	2	263.0	1	2	121	5	160	1		2	200	1	
5516	2	50		1	2	5	5	2	4	1	1	50.0	2			1		4	0.0	0		1	
5517	1	500		12	0	2	5	2	4	2	2	320.0	2			9	0	4	70.0	1	100	1	
5518	1	500		9999	0	3	5	2	4	1	1	338.0	2			1		4	120.0	1	50	1	
5519	1	500		30	0	3	4	2	4	1	1	439.0	2			1		4	50.0	1	130	1	
5520	1	1200		12	0	2	1	2	4	1	4	756.0	1	2	100	5	0	1		1	100	1	
5521	1	400		20	1	4	5	9	4	1	2	220.5	1	2	98	5	200	1		1	200	1	
5522	1	700		10	0	2	1	1	4	2	3	300.0	2			5	400	4	40.0	1	50	1	
5523	1	300		11	6	3	2	2	4	1	1	378.0	1	3	122	6	0	1		0		1	
5524	1	1000		9999	0	3	1	1	1	1	3	528.0	2			5	200	4	100.0	1	500	1	
5525	1	200		20	0	3	4	2	4	1	2	283.0	1	2	150	5	200	1		1	200	1	
5526	1	300		18	1	3	5	2	4	1	2	262.0	2			5	100	4	150.0	0		1	
5527	1	200		18	3	1	5	2	4	1	2	350.0	2			9	300	4	200.0	2	100	1	
5528	1	100		15	0	5	3	2	3	1	1	112.0	1	2	150	5	0	1		2	150	1	
5529	1	500		15	3	3	1	2	4	1	1	504.0	1	2	250	5	300	1		1	150	1	
5530	1	300		16	2	3	5	2	4	1	1	150.0	1	2	100	6	0	1		1	50	1	
5531	1	300		10	0	1	1	2	4	1	2	365.0	2			5	300	4	200.0	2	200	1	
5532	1	100		3	5	1	2	2	4	1	1	140.0	2			5	200	4	150.0	0		1	
5533	1	2000		11	0	1	1	1	4	4	4	864.0	1	2	772	5	600	1		1	200	1	
5534	1	3000		10	0	1	1	2	1	3	4	432.0	1	2	328	5	400	1		2	150	1	
5535	1	120		22	0	4	5	2	4	1	1	180.0	2			6	0	4	50.0	0		1	
5536	1	400		12	2	3	2	2	4	2	2	240.0	2			1		4	200.0	1	100	1	
5537	1	500		30	3	2	1	2	1	1	1	540.0	1	2	300	5	0	1		0	50	1	
5538	1	1200		20	0	2	2	2	4	1	3	432.0	1	2	100	5	500	1		2	50	1	
5539	1	700		2	0	3	1	2	4	1	1	120.0	2			5	200	4	54.0	0		1	
5540	1	600		8	2	3	2	2	4	1	1	180.0	2			6	0	4	60.0	0		1	
5541	1	1500		10	1	1	1	2	1	1	4	1620.0	2			5	0	3	0.0	3	1000	1	
5542	1	800		21	6	3	3	2	4	1	2	200.0	2			6	0	4	50.0	0	30	1	
5543	1	100		20	1	5	9	10	4	1	1	95.0	2			9	0	4	60.0	0		1	
5544	1	800		50	2	3	3	2	4	1	1	270.0	2			5	0	3	0.0	1	50	1	
5545	1	300		25	2	2	3	2	4	1	1	135.0	2			5	0	4	20.0	0		1	
5546	1	1000		50	0	2	3	2	4	1	1	270.0	2			5	0	4	100.0	1	50	1	
5547	1	600		10	0	2	2	2	4	1	1	140.0	2			5	0	4	50.0	1	20	1	
5548	1	1000		36	6	3	2	2	4	1	2	540.0	2			6	0	4	100.0	0	40	1	
5549	1	500		5	0	2	5	2	4	1	1	270.0	2			5	0	4	45.0	1	50	1	
5550	1	600		30	0	2	3	2	4	1	3	338.0	2			5	0	4	45.0	1	50	1	
5551	1	1000		100	2	2	3	2	4	1	3	441.0	2			5	0	4	150.0	2	100	1	
5552	1	500		45	4	3	2	2	4	2	2	350.0	2			5	0	4	100.0	1	50	1	
5553	1	1000		20	0	2	2	2	4	2	3	648.0	2			5	150	4	60.0	0		1	
5554	1	1500		25	0	1	1	2	4	3	4	410.0	2			5	0	4	50.0	3	1000	1	
5555	1	700		1	1	2	1	2	4	1	4	2304.0	2			5	0	3	0.0	2	200	1	
5556	1	400		9999	2	2	2	2	4	1	2	405.0	2			5	0	4	60.0	0		1	
5557	1	800		42	1	1	2	2	4	1	3	897.0	2			5	500	4	100.0	1	50	1	
5558	1	1000		3	3	2	2	2	4	2	3	630.0	2			5	0	4	80.0	0		1	
5559	1	600		16	4	2	3	2	4	1	3	576.0	2			5	0	4	100.0	0		1	
5560	1	1000		1	0	1	1	2	1	3	5	936.0	2			5	400	3	0.0	2	2000	1	
5561	1	3000		26	1	3	2	2	4	1	3	648.0	1	3	143	5	0	1		1	350	1	
5562	1	500		15	0	3	3	2	4	1	2	243.0	2			5	0	4	120.0	1	300	1	
5563	1	1000		10	1	3	2	2	4	1	1	405.0	2			5	0	4	180.0	2	400	1	
5564	1	300		2	1	4	9	10	4	1	2	438.0	2			5	0	4	90.0	1	20	1	
5565	1	200		5	0	5	2	2	4	1	1	185.0	2			9	0	4	55.0	0		1	
5566	1	300		10	0	3	2	2	4	1	2	285.0	1	1	200	6	0	3	350.0	1	100	1	
5567	1	200		5	2	4	2	2	4	1	2	180.0	2			6	0	4	120.0	1	300	1	
5568	1	1000		15	0	4	2	2	4	1	2	270.0	2			5	0	4	120.0	0		1	
5569	1	1000		7	0	4	2	2	4	1	2	486.0	1	4	98	5	0	1		1	100	1	
5570	1	1000		10	1	3	2	2	4	1	2	352.0	1	2	98	5	0	1		0		1	
5571	1	500		70	3	2	2	2	4	3	4	612.0	1	2	104	5	0	1		1	200	1	
5572	1	200		15	1	5	10	10	4	1	1	45.0	2			5	0	4	30.0	1	30	1	
5573	1	500		70	2	3	2	2	4	1	2	315.0	2			5	130	4	120.0	0	200	1	
5574	1	1000		50	0	2	2	2	4	1	3	441.0	1	3	150	5	0	1		2	300	1	
5575	1	500		100	0	5	9	2	4	1	1	120.0	2			6	0	4	110.0	1	100	1	
5576	1	500		30	0	4	2	2	4	1	2	285.0	2			5	0	4	120.0	1	100	1	
5577	1	700		120	0	3	2	2	4	1	2	194.0	2			5	0	4	90.0	2	150	1	
5578	1	1000		50	0	2	2	2	4	1	1	255.0	1	1	250	5	0	3	1146.0	1	150	1	
5579	1	300		15	1	3	2	2	4	1	1	135.0	2			5	80	4	90.0	1	50	1	
5580	1	500		9	1	3	2	2	4	1	3	441.0	1	1	225	6	30	3	600.0	1	40	1	
5581	1	1000		18	4	2	2	2	4	1	2	162.0	2			5	300	4	200.0	2	600	1	
5582	1	500		120	2	2	2	2	4	1	4	495.0	2			5	0	4	110.0	1	100	1	
5583	1	1000		1	3	2	2	2	4	1	3	372.0	2			5	1000	4	300.0	1	600	1	
5584	1	800		12	2	3	3	2	4	1	1	72.0	2			5	0	4	110.0	0		1	
5585	1	100		10	4	3	9	2	4	1	2	150.0	2			5	0	4	60.0	0		1	
5586	1	500		100	1	2	2	2	4	1	2	91.0	1	3	100	5	0	1		2	900	1	
5587	1	800		8	2	2	2	2	4	1	1	189.0	1	2	350	5	0	1		1	70	1	
5588	1	100		30	1	5	2	2	4	1	2	150.0	2			5	0	4	110.0	1	150	1	
5589	1	300		3	0	2	2	2	4	1	2	208.0	2			5	0	4	120.0	0		1	
5590	1	500		120	2	2	2	2	4	1	3	612.0	2			5	0	4	125.0	1	400	1	
5591	1	500		70	3	2	2	2	4	1	3	363.0	2			5	0	4	110.0	1	70	1	
5592	1	500		45	1	2	2	2	4	1	3	421.0	2			5	0	4	100.0	0		1	
5593	1	1000		102	2	1	2	2	4	1	4	153.0	2			5	0	4	130.0	1	200	1	
5594	1	500		9	1	2	2	2	4	1	2	248.0	2			5	0	4	80.0	0		1	
5595	1	600		20	0	4	9	2	4	1	1	105.0	2			6	0	4	60.0	0	20	1	
5596	1	700		8	0	4	5	2	4	1	2	105.0	2			5	0	4	120.0	0	50	1	
5597	1	500		50	2	2	2	2	4	1	2	315.0	2			5	0	4	30.0	1	900	1	
5598	1	1000		130	2	2	2	2	4	1	2	557.0	2			5	0	4	105.0	1	200	1	
5599	1	1000		36	1	2	2	2	4	1	3	160.0	2			5	0	3	81.0	2	300	1	
5600	1	800		110	1	2	2	2	4	1	3	162.0	2			5	0	4	220.0	1	120	1	
5601	1	300		13	2	3	2	2	4	1	1	155.0	2			5	0	4	180.0	1	100	1	
5602	1	500		10	0	3	5	2	4	1	2	486.0	2			5	608	4	150.0	1	100	1	
5603	1	1000		6	0	3	3	2	4	1	2	160.0	2			5	0	4	110.0	0		1	
5604	1	300		21	2	3	2	2	4	1	2	720.0	1	3	145	5	0	1		1	60	1	
5605	1	500		101	3	3	2	2	4	1	3	504.0	2			5	0	4	180.0	0		1	
5606	1	500		11	3	4	2	2	4	1	1	210.0	1	5	98	5	600	1		0		1	
5607	1	300		20	2	2	2	2	4	1	1	210.0	1	4	217	5	500	1		1	50	1	
5608	1	400		70	1	3	2	2	4	1	3	378.0	2			5	100	4	240.0	1	300	1	
5609	1	1000		42	2	3	3	2	4	2	2	160.0	1	3	290	5	0	1		2	280	1	
5610	1	500		120	1	3	6	2	4	1	2	225.0	1	3	54	5	0	1		0	150	1	
5611	1	1000		4	1	3	2	2	4	1	1	144.0	2			5	400	4	120.0	1	100	1	
5612	1	500		50	2	3	5	2	4	1	3	382.0	1	3	140	5	260	1		0		1	
5613	1	500		80	2	3	6	2	4	1	2	567.0	1	3	220	5	500	1		1	250	1	
5614	1	1000		8	0	1	1	2	1	1	2	192.0	1	3	150	5	0	1		1	250	1	
5615	1	500		5	2	3	2	2	4	1	3	756.0	1	4	250	5	0	1		2	400	1	
5616	1	1000		20	1	3	2	2	4	1	1	396.0	1	4	170	5	0	1		1	100	1	
5617	1	500		120	1	3	2	2	4	1	3	216.0	2			5	200	4	120.0	0	30	1	
5618	1	500		90	2	3	2	2	4	1	3	396.0	1	2	98	5	360	1		1	70	1	
5619	1	1000		10	0	2	2	2	4	1	3	483.0	1	3	62	5	0	1		1	200	1	
5620	1	500		10	0	1	2	2	4	1	4	594.0	2			5	200	4	165.0	2	200	1	
5621	1	300		70	0	4	3	2	4	1	2	360.0	2			5	400	4	95.0	0		1	
5622	1	300		50	0	2	2	2	4	2	2	535.0	2			5	0	3	60.0	2	500	1	
5623	1	100		9999	2	3	2	2	4	1	1	378.0	2			5	200	4	120.0	1	50	1	
5624	1	500		40	1	2	3	2	4	1	2	220.0	2			5	300	4	120.0	0		1	
5625	1	200		7	0	3	2	2	4	2	2	270.0	2			5	500	4	100.0	1	300	1	
5626	2	100		5	4	4	2	2	4	1	1	108.0	2			9	2	4	70.0	0		1	
5627	1	300		12	0	3	2	2	4	1	2	382.0	2			5	0	4	120.0	1	300	1	
5628	1	400		22	1	3	2	2	4	1	2	225.0	2			5	400	4	240.0	1	100	1	
5629	1	300		30	0	3	2	2	4	1	2	270.0	2			5	500	4	140.0	1	300	1	
5630	1	1000		12	0	2	3	2	3	2	2	270.0	2			5	600	4	220.0	0		1	
5631	1	200		120	0	3	2	2	4	1	2	180.0	2			5	200	4	100.0	2	400	1	
5632	1	600		20	0	3	3	2	4	2	2	378.0	2			5	350	4	250.0	1	200	1	
5633	2	200		20	0	4	3	2	4	2	2	320.0	2			5	150	4	200.0	0		1	
5634	1	500		15	0	1	2	2	4	2	2	160.0	2			5	100	4	200.0	1	100	1	
5635	1	200		15	0	3	3	2	4	2	2	432.0	2			5	0	4	200.0	1	200	1	
5636	1	1000		25	0	1	2	2	4	6	6	2835.0	2			5	0	3	0.0	2	300	1	
5637	1	300		80	0	3	2	2	4	2	2	400.0	2			5	0	4	200.0	1	100	1	
5638	1	200		50	0	4	2	2	4	1	2	150.0	2			5	300	4	200.0	1	300	1	
5639	1	700		20	3	3	2	2	4	2	2	270.0	2			5	200	4	200.0	0		1	
5640	1	200		18	0	3	3	2	4	1	2	145.0	2			5	0	4	120.0	0		1	
5641	1	700		60	2	2	2	2	4	1	2	216.0	1	4	125	5	0	1		2	200	1	
5642	1	500		20	2	4	3	2	4	1	2	378.0	1	2	300	5	0	1		2	500	1	
5643	1	1000		9999	1	3	1	2	1	1	2	378.0	1	4	300	5	0	1		1	300	1	
5644	1	400		15	0	2	2	2	4	2	2	282.0	1	3	210	9	0	1		1	300	1	
5645	1	1000		20	2	2	2	2	1	2	2	360.0	1	2	600	5	0	1		1	300	1	
5646	1	1000		28	3	2	2	2	4	4	4	1000.0	1	2	250	6	0	1		3	600	1	
5647	1	700		5	2	2	1	2	4	2	2	1000.0	1	2	300	6	0	1		1	300	1	
5648	1	1000		1	0	1	1	1	1	1	5	360.0	1	2	500	5	285	1		1	100	1	
5649	1	500		30	5	3	2	2	4	2	2	540.0	1	2	150	9	0	1		0		1	
5650	1	500		50	3	2	2	2	4	1	2	135.0	1	3	105	5	0	1		0		1	
5651	1	300		50	4	2	2	2	4	1	3	135.0	1	3	120	9	0	1		2	100	1	
5652	1	200		9999	3	4	3	2	4	1	2	297.0	2			5	150	4	80.0	0		1	
5653	1	1000		9999	0	3	2	2	4	1	3	573.0	2			5	0	4	120.0	1	100	1	
5654	1	600		20	3	3	2	2	4	2	2	378.0	1	2	180	8	200	1		1	200	1	
5655	1	600		20	1	3	2	2	4	1	3	216.0	2			5	0	4	120.0	1	100	1	
5656	1	400		100	7	3	2	2	4	1	4	225.0	1	3	106	9	0	1		2	400	1	
5657	1	100		25	0	2	2	2	4	1	2	378.0	1	2	250	5	200	1		2	200	1	
5658	1	400		10	2	3	2	2	4	1	1	324.0	1	2	50	9	0	1		0		1	
5659	1	400		14	0	3	2	2	4	1	2	192.0	2			5	0	4	120.0	1	20	1	
5660	1	300		7	0	3	2	2	4	1	2	224.0	2			1		4	100.0	1	50	1	
5661	1	500		20	2	3	11	2	4	1	2	270.0	2			5	600	4	130.0	0		1	
5662	2	150		1	0	2	9	2	4	1	1	90.0	2			5	0	4	130.0	0		1	
5663	1	400		100	0	1	2	2	4	1	3	432.0	1	3	175	5	0	4	57.0	1	25	1	
5664	1	400		19	3	3	10	2	4	1	1	180.0	2			9	0	4	100.0	1	100	1	
5665	1	500		18	1	2	2	2	4	1	3	162.0	2			5	0	4	150.0	1	100	1	
5666	1	500		100	5	1	2	2	4	1	2	252.0	1	3	100	5	0	1		1	150	1	
5667	1	500		120	9	2	2	2	4	1	3	288.0	1	3	98	9	400	1		2	300	1	
5668	1	400		3	0	2	3	2	4	1	2	220.0	2			5	0	4	120.0	0		1	
5669	1	1000		20	2	2	2	2	4	4	4	729.0	2			5	400	4	150.0	3	800	1	
5670	1	500		9999	1	3	3	2	4	1	3	396.0	1	3	240	1		1		1	100	1	
5671	1	600		31	1	1	2	2	4	1	3	294.0	1	3	260	6	0	1		1	100	1	
5672	1	800		9999	3	3	3	2	4	1	3	800.0	1	5	120	5	0	1		1	200	1	
5673	1	800		30	1	3	3	2	4	1	3	297.0	1	4	150	5	0	1		1	120	1	
5674	1	400		4	4	2	3	2	4	1	4	576.0	2			5	0	4	150.0	1	20	1	
5675	1	800		3	0	2	2	2	4	2	2	270.0	2			5	0	4	170.0	1	200	1	
5676	1	350		2	3	1	1	2	4	1	1	270.0	1	2	100	5	150	1		1	25	1	
5677	1	500		17	3	3	9	2	4	1	1	270.0	2			5	500	4	120.0	0		1	
5678	1	200		5	6	4	9	2	4	1	2	140.0	2			9	0	4	100.0	0		1	
5679	1	600		30	9	1	2	2	4	1	4	396.0	1	3	280	1		1		1	90	1	
5680	1	100		25	1	3	2	2	4	1	1	270.0	2			5	400	4	100.0	0		1	
5681	1	600		15	0	3	2	2	1	1	3	278.0	2			5	0	4	75.0	1	150	1	
5682	1	800		45	2	2	2	2	4	1	2	432.0	2			5	0	4	145.0	2	200	1	
5683	1	1000		20	0	3	2	2	4	1	3	312.0	2			8	0	4	80.0	0	20	1	
5684	1	800		20	0	3	2	2	4	1	2	225.0	2			8	0	4	100.0	0		1	
5685	1	300		12	2	3	2	2	4	1	1	350.0	2			5	0	4	60.0	0	40	1	
5686	1	400		8	2	3	2	2	4	1	1	209.0	2			5	0	4	100.0	0	400	1	
5687	1	150		5	0	5	9	10	4	1	1	84.0	2			5	0	4	120.0	0		1	
5688	1	300		15	1	2	2	2	1	1	1	72.0	2			5	100	4	180.0	1	120	1	
5689	1	1000		3	0	3	2	2	4	1	3	240.0	1	2	100	5	300	1		1	250	1	
5690	1	400		5	0	3	2	2	4	1	2	180.0	2			8	0	4	80.0	1	150	1	
5691	1	200		10	1	4	5	2	4	1	1	180.0	2			5	0	4	60.0	0	20	1	
5692	1	500		5	1	4	5	10	4	1	1	240.0	2			5	180	4	180.0	1	40	1	
5693	1	2000		41	0	2	1	2	4	1	4	2592.0	2			5	500	3	1300.0	2	1000	1	
