a01	mid	b2_01	b2_02	b2_03	b2_04	b2_05	b2_06	b2_07	b2_08	b2_09	b2_10	b2_11	b2_12a	b2_12b	b2_13	b2_14	sample_type
4802	3	1		2010	1	2	1.0	1	1	1	2	2	1		9999		3
4802	4	1		2011	1	2	1.0	2	1	1	1	9					3
4803	3	1		2009	1	2	0.5	1	1	5	3	2	5		9999		3
4805	4	1		2006	1	7	0.5	1	1	1	6	2	1		9999		3
4806	3	1		2008	1	3	2.0	1	1	1	5	2	1		9999		3
4806	4	1		2011	1	7	1.0	2	1	1	1	9					3
4808	3	1		2004	1	7	3.0	1	1	7	8	2	7		9999		3
4808	4	1		2008	1	2	1.0	1	1	1	2	1	1		9999		3
4809	5	1		2007	1	2	0.0	2	1	5	5	2	5		9999		3
4810	3	1		2004	1	7	0.0	1	1	1	8	2	1		9999		3
4810	4	1		2009	1	7	0.0	1	1	1	3	2	1		9999		3
4810	5	1		2010	1	2	0.0	1	1	1	2	2	1		9999		3
4811	3	1		2007	1	2	0.5	1	1	5	5	2	5		9999		3
4811	4	1		2010	1	2	0.5	1	1	1	2	2	1		9999		3
4814	3	1		2011	1	1	0.5	2	1	1	1	9					3
4816	3	1		2008	66	2	0.5	1	1	5	3	2	1		9999		3
4816	4	1		2011	1	2	0.5	2	1	1	1	2	1		9999		3
4817	3	1		2005	1	7	0.5	1	1	7	7	2	7		9999		3
4818	3	1		2008	66	2	0.5	1	1	5	3	2	1		9999		3
4818	4	1		2009	66	2	0.5	1	1	1	2	2	1		9999		3
4819	3	2	1														3
4820	3	2	9														3
4820	4	1		2009	66	2	0.25	1	1	5	2	2	5		9999		3
4821	2	1		2009	1	2	1.0	1	2				1		2011	9	3
4821	3	1		2010	66	2	1.0	1	1	5	1	2	1		9999		3
4824	3	1		2006	1	1	0.25	1	1	1	5	2	1		9999		3
4824	4	1		2007	66	1	0.25	1	1	1	3	1	1		9999		3
4824	5	1		2009	66	1	0.25	1	1	5	2	2	5		9999		3
4824	6	2	1														3
4826	3	1		2005	1	3	0.3	1	1	5	5	2	1		9999		3
4826	4	1		2005	1	7	0.5	1	1	1	7	2	1		9999		3
4827	3	1		2009	1	1	0.25	1	1	5	3	2	5		9999		3
4828	3	1		2011	66	5	0.5	2	1	1	66	9					3
4832	3	1		2005	1	1	0.0	2	2				5		2010	9	3
4833	3	1		2006	1	7	0.5	1	1	1	6	2	1		9999		3
4833	4	1		2008	1	1	0.0	1	1	1	3	1	1		9999		3
4834	4	1		2008	1	1	0.0	1	1	5	4	2	5		9999		3
4834	5	1		2009	1	1	0.0	1	1	1	3	2	1		9999		3
4835	3	1		2011	1	5	0.1	2	1	1	1	9					3
4837	3	1		2006	1	7	0.25	1	1	1	6	2	1		9999		3
4837	4	1		2007	1	1	0.5	1	1	1	4	2	1		9999		3
4840	3	1		2002	1	1	0.0	2	2				5		2004	9	3
4840	4	1		2007	1	1	0.0	1	1	5	5	2	5		9999		3
4840	5	1		2009	66	1	0.0	1	1	3	2	2	5		9999		3
4840	6	1		2011	1	1	0.0	2	1	1	1	9					3
4844	3	1		2000	1	1	0.0	2	2				1		2005	9	3
4844	4	1		1999	1	2	4.0	2	2				1		2005	12	3
4845	2	1		2002	1	7	3.0	1	1	1	10	2	1		9999		3
4845	3	1		2008	1	1	1.0	1	1	5	4	2	5		9999		3
4847	3	1		2009	1	2	1.0	1	1	5	3	2	5				3
4848	3	1		2010	1	2	1.0	1	1	5	1	1	1		9999		3
4848	4	1		2011	1	2	1.0	1	1	1	1	9					3
4850	2	1		2008	1	3	1.0	1	1	1	4	2	1		9999		3
4852	3	1		2010	66	1	1.0	1	1	1	1	2	1		9999		3
4853	3	1		2010	1	2	0.5	1	1	1	2	2	1		9999		3
4853	4	1		2011	66	5	0.5	2	1	1	66	9					3
4854	3	1		2006	1	2	0.0	2	2				1		2009	9	3
4855	3	1		2009	1	2	0.5	1	1	5	3	2	5		9999		3
4855	4	1		2011	66	5	0.25	2	1	1	66	9					3
4856	3	1		2008	1	2	1.0	1	1	5	4	2	1		9999		3
4856	4	1		2011	66	5	0.5	2	1	1	1	9					3
4858	3	1		2003	1	2	1.0	1	1	1	1	2	1		9999		3
4858	4	1		2011	1	5	0.1	2	1	1	1	9					3
4860	3	1		2010	1	2	0.5	1	1	1	2	2	1		9999		3
4862	3	1		2001	1	1	0.5	2	2				1		2006	9	3
4863	3	1		2004	1	4	1.0	2	2				1		2006	22	3
4863	4	1		2011	1	1	0.5	1	1	5	2	9					3
4865	3	1		2009	1	1	0.5	1	1	5	3	2	5		9999		3
4866	3	1		2003	1	1	0.5	2	2				1		2004	9	3
4866	4	1		2011	1	1	0.5	2	1	5	1	9					3
4867	3	1		2010	66	3	0.0	1	1	1	1	2	1		9999		3
4868	3	1		2008	1	1	0.5	1	1	5	4	2	5		9999		3
4869	3	1		2003	1	2	1.0	1	1	1	9	2	1		9999		3
4869	4	1		2006	66	1	0.5	1	1	1	4	2	1		9999		3
4869	5	1		2008	66	1	0.5	1	1	5	3	2	5		9999		3
4871	3	1		2005	1	1	0.5	2	2						2010	9	3
4871	4	1		2008	66	1	0.5	1	2						2011	12	3
4872	3	1		2009	66	1	0.5	1	1	5	2	2	5		9999		3
4872	4	1		2010	66	1	0.5	1	1	1	1	2	1		9999		3
4875	3	1		2011	66	5	0.5	2	1	1	66	9					3
4876	3	2	1														3
4878	3	1		2011	1	1	0.5	2	1	1	1	9					3
4881	3	1		2010	1	5	0.0	1	1	1	2	2	1		9999		3
4881	4	2	1														3
4882	3	1		2011	1	1	0.5	2	1	1	1	9					3
4883	3	1		2002	1	1	0.5	2	2				5		2004	3	3
4883	4	1		2002	1	1	0.5	2	2				1		2004	3	3
4883	5	1		2007	1	1	0.0	1	1	1	5	2	4		9999		3
4885	3	1		2009	1	1	0.25	1	1	1	2	1	5		9999		3
4885	4	1		2010	1	1	0.25	1	1	5	2	2	5		9999		3
4886	3	1		2000	1	1	0.5	2	2				1		2001	9	3
4886	4	2	1														3
4888	3	1		2009	1	1	0.5	1	1	5	3	2	5		9999		3
4889	3	1		2009	1	1	0.5	1	1	5	3	2	5		9999		3
4889	4	1		2009	1	1	0.5	1	1	5	3	2	5		9999		3
4890	3	1		2009	1	1	1.0	1	1	1	3	2	1		9999		3
4890	4	1		2010	1	1	1.0	1	1	5	2	2	1		9999		3
4892	3	1		2003	1	1	0.5	2	2				1		2007	6	3
4892	4	1		2006	1	4	0.5	1	2				5		2011	6	3
4892	5	1		2008	66	1	0.5	1	1	1	2	1	5		9999		3
4896	3	1		2007	1	3	0.5	1	1	5	5	2	5		9999		3
4896	4	1		2011	1	3	0.5	2	1	1	1	9					3
4897	3	1		2004	1	2	2.0	1	1	1	8	2	1		9999		3
4897	4	1		2004	1	1	2.0	1	1	1	8	2	1		9999		3
4898	3	1		2011	1	3	0.5	2	1	1	1	9					3
4899	3	1		2004	1	3	2.0	1	1	1	8	2	1		9999		3
4899	4	1		2007	1	1	0.5	1	1	5	5	2	5		9999		3
4900	3	1		2005	1	1	0.5	1	1	1	5	2	1		9999		3
4900	4	1		2009	1	1	0.5	1	1	5	3	2	5		9999		3
4901	2	1		2005	1	2	0.5	1	2				1		2011	9	3
4902	3	1		2005	66	1	0.5	1	1	5	4	2	5		9999		3
4902	4	1		2006	66	1	0.5	1	1	1	4	2	1		9999		3
4903	4	1		2005	1	2	1.0	1	1	1	6	2	1		9999		3
4905	3	1		2004	1	1	1.0	1	1	1	7	2	1		9999		3
4906	4	1		2002	66	2	0.2	2	2				1		2005	9	3
4907	3	1		2001	1	7	0.5	1	1	1	9	2	1		9999		3
4907	4	1		2007	1	1	0.5	1	1	5	4	2	5		9999		3
4908	3	1		2004	1	1	1.0	1	2				2			11	3
4908	4	2	7														3
4909	2	1		2004	66	2	1.0	1	1	1	7	2	1		9999		3
4909	3	1		2008	66	1	0.3	1	1	5	3	2	5		9999		3
4910	7	1		2002	1	8	3.0	1	2				1		2010	6	3
4910	8	1		2006	66	1	0.5	1	1	5	5	2	5		9999		3
4914	3	1		2004	66	2	1.5	1	1	1	7	2	1		9999		3
4914	4	1		2009	66	2	0.5	1	1	1	2	2	1		9999		3
4914	5	1		2003	66	8	2.5	1	1	1	8	2	1		9999		3
4915	3	1		2011	66	1	0.2	2	1	1	66	9					3
4916	2	1		2006	1	7	1.0	1	1	1	5	2	1		9999		3
4917	3	1		2000	66	8	3.0	2	2				1		2009	9	3
4917	4	1		2002	66	2	0.5	2	2				1		2008	9	3
4917	5	1		2006	66	2	0.5	1	1	5	5	2	5		9999		3
4918	3	1		2008	1	2	0.5	1	1	5	3	2	5		9999		3
4918	4	1		2011	1	2	0.5	2	1	1	1	9					3
4919	3	1		2008	66	1	1.0	2	2				1		2009	12	3
4919	4	1		2011	66	10	1.0	2	1	1	66	9					3
4920	6	1		2004	1	2	1.0	1	1	1	7	2	1		9999		3
4921	3	1		2002	1	2	3.0	1	1	1	9	2	1		9999		3
4922	5	1		2000	1	1	0.01	2	2				1		2007	9	3
4922	6	1		2002	1	1	0.01	1	1	7	9	2	7		9999		3
4922	7	1		2004	1	1	0.01	1	1	7	6	2	5		9999		3
4922	8	1		2007	1	1	0.01	1	1	1	4	2	1		9999		3
4922	9	1		2011	1	1	0.01	2	1	5	1	2	5		9999		3
4923	3	1		2006	1	1	0.25	1	1	5	5	2	5		9999		3
4923	4	1		2008	1	1	0.25	1	1	1	3	2	2		9999		3
4923	5	1		2011	1	1	0.25	1	1	1	1	9					3
4924	3	1		2004	1	1	0.1	1	1	1	7	2	1		9999		3
4924	4	1		2007	1	1	0.1	1	1	5	4	2	5		9999		3
4925	4	1		2003	1	1	0.01	1	1	1	8	2	1		9999		3
4925	5	1		2004	1	1	0.01	1	1	7	7	2	7		9999		3
4926	3	1		2011	1	1	0.25	2	1	5	1	2	5		9999		3
4927	3	1		2010	1	1	0.5	1	1	5	2	2	5		9999		3
4929	3	1		1999	1	1	0.5	1	1	5	9	2	5		9999		3
4929	4	1		2005	1	1	0.5	1	1	1	4	2	1		9999		3
4929	5	1		2007	1	1	0.5	1	1	5	4	2	5		9999		3
4930	3	1		2004	1	1	2.0	2	2				1		2008	9	3
4932	2	1		2008	66	1	1.0	1	1	1	3	2	5		9999		3
4932	3	1		2010	66	1	1.0	1	1	5	1	2	1		9999		3
4933	2	1		2006	66	1	0.5	1	2				1		2010	6	3
4933	3	1		2008	1	1	0.5	1	1	5	4	2	5		9999		3
4934	5	1		2008	1	1	0.5	1	1	1	3	1	1		9999		3
4934	6	1		2008	1	1	0.5	1	1	1	3	2	1		9999		3
4934	7	1		2010	66	1	0.5	1	1	5	1	2	1		9999		3
4934	13	1		2010	66	1	0.5	1	1	1	1	2	1		9999		3
4935	6	1		1999	77	2	3.0	1	1	1	8	2	1		9999		3
4935	7	1		2000	77	10	5.0	1	1	1	77	2	1		9999		3
4935	8	1		2008	1	1	0.5	1	1	1	4	2	1		9999		3
4935	12	1		2001	1	1	0.5	2	2				1		2003	9	3
4937	6	1		2003	66	1	0.2	1	2				1		2010	9	3
4937	7	1		2006	66	1	0.2	1	1	5	4	2	5		9999		3
4938	4	1		2009	66	1	0.2	1	1	5	2	2	5		9999		3
4939	2	1		2002	1	2	3.0	1	1	1	9	2	5		9999		3
4939	3	1		2006	1	1	0.5	1	1	1	5	2	1		9999		3
4939	4	1		2007	1	1	0.5	1	1	5	4	2	1		9999		3
4939	5	1		2011	1	1	0.5	2	1	1	1	9					3
4941	2	1		2010	66	2	0.5	1	1	5	1	2	1		9999		3
4942	3	1		2004	66	2	1.5	1	1	1	6	2	1		9999		3
4942	4	1		2009	1	1	0.5	1	1	1	2	2	1		9999		3
4943	3	1		2009	77	10	0.2	1	1	1	77	2	1		9999		3
4945	3	2	9														3
4947	3	2	3														3
4947	4	1		2009	66	2	0.25	1	1	5	2	2	5		9999		3
4947	5	2	3														3
4948	6	1		2001	1	2	0.25	2	2				5		2005	9	3
4948	7	1		2007	1	2	0.25	2	2				1		2010	9	3
4949	4	1		2009	1	2	0.25	1	1	5	3	2	5		9999		3
4950	5	2	9														3
4951	3	2	3														3
4952	4	1		2006	1	2	0.25	1	1	5	5	2	5		9999		3
4952	5	1		2011	66	2	0.25	2	1	1	66	9					3
4953	4	2	3														3
4953	5	1		2010	1	2	0.1	1	1	5	2	2	5		9999		3
4953	6	2	3														3
4956	6	2	9														3
4956	7	2	9														3
4957	3	1		2002	66	2	1.0	2	2				5	7	2010	22	3
4957	4	1		2006	66	2	0.3	1	1	1	5	2	1		9999		3
4958	8	1		2006	66	2	0.2	1	1	5	4	2	5		9999		3
4959	2	2	9														3
4959	3	1		2009	1	2	0.2	1	1	5	3	2	5		9999		3
4959	4	2	9														3
4961	5	1		2009	1	5	1.5	1	1	5	2	1	5		9999		3
4963	3	1		2007	66	1	0.5	1	1	5	4	2	5		9999		3
4963	4	1		2011	66	1	0.5	2	1	1	66	9					3
4964	3	1		2011	66	6	0.2	2	1	1	66	9					3
4964	4	1		2010	66	1	0.5	1	1	5	1	2	5		9999		3
4964	5	2	1														3
4965	5	1		2003	1	1	0.5	2	2				1		2007	11	3
4965	6	1		2004	1	2	3.0	1	1	1	8	2	1		9999		3
4966	4	1		2004	1	2	3.0	1	1	7	7	2	7		9999		3
4966	5	1		2007	1	1	1.0	1	1	5	4	2	5		9999		3
4966	6	1		2009	1	1	1.0	1	1	1	2	2	1		9999		3
4966	7	1		2010	1	1	1.0	1	1	1	2	2	1		9999		3
4967	3	1		2002	1	2	4.0	1	1	7	10	2	7		9999		3
4968	3	1		2007	1	1	1.0	1	1	1	4	2	1		9999		3
4968	4	1		2008	1	1	1.0	1	1	5	3	2	5		9999		3
4969	2	2	1														3
4970	3	1		2003	1	1	1.0	1	1	7	8	2	7		9999		3
4970	4	1		2005	1	1	1.0	1	1	1	6	2	5		9999		3
4970	5	1		2011	66	1	1.0	2	1	1	66	9					3
4971	3	2	9														3
4971	4	2	9														3
4971	5	1		2010	1	1	1.0	1	1	5	2	2	5		9999		3
4971	6	2	9														3
4971	7	1		2010	1	1	1.0	1	1	1	2	2	1		9999		3
4971	8	2	9														3
4972	2	1		2003	1	7	3.0	1	1	1	10	1	1		9999		3
4972	3	1		2010	1	1	1.0	1	1	5	2	2	5		9999		3
4974	3	1		2008	1	1	0.5	1	1	5	3	2	5		9999		3
4975	4	1		2006	1	1	0.5	2	2				1		2009	10	3
4975	5	1		2008	1	1	0.5	1	1	1	4	2	1		9999		3
4975	6	1		2010	1	1	0.5	1	1	5	2	2	5		9999		3
4975	7	1		2010	66	1	0.5	1	1	1	2	2	1		9999		3
4976	3	2	1														3
4977	2	1		2006	1	1	0.25	1	1	5	6	2	5		9999		3
4978	3	1		2007	66	5	0.2	1	1	5	4	1	5		9999		3
4978	4	2	1														3
4981	3	1		1999	1	2	0.5	1	1	1	10	1	1		9999		3
4982	2	2	2														3
4983	6	2	2														3
4983	7	1		2007	1	1	0.5	1	1	5	4	2	5		9999		3
4983	8	1		2009	1	1	0.5	1	1	5	2	2	5		9999		3
4983	9	1		2011	1	1	0.5	1	1	1	1	2	1		9999		3
4984	2	1		2007	1	5	0.5	1	1	1	4	2	1		9999		3
4984	3	1		2011	1	1	0.2	2	1	5	1	9					3
4985	3	1		2003	66	1	0.2	2	2				1		2007	12	3
4985	4	1		2006	66	1	0.2	2	2						2009	10	3
4985	5	1		2009	66	1	0.2	1	1	5	3	2	1		9999		3
4986	3	1		2007	1	1	0.5	1	1	5	4	2	5		9999		3
4986	4	1		2009	1	1	0.5	1	1	5	2	2	5		9999		3
4986	5	1		2010	1	1	0.5	2	1	1	1	9					3
4987	2	1		2011	1	1	0.5	1	1	5	1	9					3
4988	4	1		2000	1	2	0.5	1	1	5	10	2	5		9999		3
4988	5	1		2005	1	1	0.5	2	2				1		2009	6	3
4988	6	1		2009	1	1	0.5	1	1	5	2	2	5		9999		3
4988	7	1		2009	1	1	0.5	1	1	5	2	2	5		9999		3
4989	3	1		2005	1	1	0.5	1	2				1		2011	22	3
4990	3	1		2010	66	1	0.2	1	1	1	66	1	1		9999		3
4991	3	1		2000	1	2	0.2	1	1	1	10	2	1		9999		3
4992	4	1		2007	1	5	0.2	1	1	1	4	2	1		9999		3
4992	5	1		2008	66	1	0.3	1	1	5	2	2	5		9999		3
4993	3	1		2000	1	7	1.5	1	1	8	11	2	7		9999		3
4993	4	1		2003	77	10	0.5	2	2				1		2009	22	3
4993	5	1		2007	1	1	0.5	1	1	1	4	2	1		9999		3
4993	6	1		2009	1	1	0.5	1	1	5	2	2	5		9999		3
4994	3	1		2011	66	4	0.5	2	1	1	66	9					3
4995	2	1		2009	66	3	1.0	1	1	1	2	2	1		9999		3
4996	2	1		2006	66	5	0.5	1	1	1	5	2	1		9999		3
4996	3	1		2007	66	1	0.2	1	1	5	4	2	5		9999		3
4996	4	1		2010	66	1	0.2	1	1	5	1	2	5		9999		3
4997	2	1		2009	1	1	0.1	1	1	1	3	2	1		9999		3
4997	3	1		2010	66	1	0.1	1	1	1	1	2	1		9999		3
4997	4	1		2011	66	1	0.1	2	1	1	66	9					3
4999	7	1		2006	66	1	0.3	1	1	1	3	1	5		9999		3
4999	8	1		2006	66	1	0.3	1	1	5	3	1	1		9999		3
5000	3	1		2008	66	2	1.0	1	1	1	3	2	1		9999		3
5000	4	1		2009	66	2	1.0	1	1	1	1	2	1		9999		3
5000	7	1		2010	66	2	1.0	1	1	1	66	2	1		9999		3
5002	3	1		2006	66	11	0.3	1	1	1	4	1	1		9999		3
5002	4	1		2008	66	2	0.2	1	1	5	2	1	1		9999		3
5002	5	2	1														3
5003	3	1		2006	1	7	0.5	1	1	1	3	2	1		9999		3
5006	3	1		2008	66	6	0.2	1	1	1	3	2	1		9999		3
5006	4	1		2010	66	2	0.2	1	1	5	66	1	1		9999		3
5006	5	2	1														3
5010	3	2	3														3
5010	4	2	3														3
5011	4	1		2004	1	2	0.5	2	2				1		2010	9	3
5011	5	1		2008	1	1	0.2	1	1	1	3	2	1		9999		3
5012	3	1		2007	1	1	0.0	1	1	5	4	2	5		9999		3
5012	4	1		2011	66	7	0.1	2	1	1	66	2	1		9999		3
5013	4	1		2010	1	1	0.2	1	1	1	2	2	1		9999		3
5013	5	2	3														3
5017	3	2	9														3
5017	5	1		2010	1	1	0.2	1	1	5	2	2	5		9999		3
5019	3	1		2008	1	1	0.5	1	1	1	3	2	1		9999		3
5019	4	1		2009	1	1	0.5	1	1	1	1	2	1		9999		3
5021	4	1		2000	1	2	0.5	2	2				5		2005	22	3
5022	3	1		2007	1	2	0.5	1	1	5	3	2	5		9999		3
5023	3	1		2008	1	2	0.3	1	1	5	3	2	5		9999		3
5024	3	2	9														3
5024	4	1		2011	66	2	0.2	2	1	1	66	9					3
5024	5	1		2011	66	2	0.2	2	1	5	66	9					3
5025	3	1		2009	66	2	0.2	1	1	5	1	2	5		9999		3
5026	3	1		2004	1	2	4.0	1	1	1	8	2	5		9999		3
5026	4	1		2008	66	2	0.0	1	1	5	4	2	5		9999		3
5028	4	1		2002	1	2	1.5	1	1	1	9	2	1		9999		3
5028	5	1		2005	1	2	1.5	1	1	1	6	2	1		9999		3
5029	4	1		2001	1	2	3.0	2	2				5		2007	9	3
5029	5	1		2002	1	2	3.0	2	2				2		2010	9	3
5030	5	1		2009	66	2	0.2	1	1	1	2	2	1		9999		3
5031	3	1		2001	1	2	3.0	1	1	7	10	2	7		9999		3
5031	4	1		2005	1	2	3.0	1	1	1	6	2	1		9999		3
5031	5	1		2008	1	2	0.0	1	1	5	3	2	5		9999		3
5032	3	1		2010	1	2	0.0	1	1	5	2	2	5		9999		3
5033	2	1		2003	1	2	0.25	2	2				1		2008	6	3
5034	3	1		2007	1	2	1.0	1	1	5	5	2	5		9999		3
5034	4	1		2010	1	2	0.1	1	1	1	2	2	1		9999		3
5036	4	1		2001	1	9	3.0	1	1	1	10	2	1		9999		3
5036	5	1		2002	1	2	4.0	2	2				1		2009	9	3
5037	5	1		2008	66	2	0.3	1	1	5	3	2	5		9999		3
5038	5	1		2001	1	2	3.0	2	2				7		2009	9	3
5040	3	1		2004	1	2	4.0	2	2				5		2009	9	3
5040	4	1		2004	1	2	0.2	1	1	5	5	2	5		9999		3
5041	3	1		2001	1	2	7.0	1	1	8	10	2	8		9999		3
5041	4	1		2005	1	2	0.125	2	2				5		2009	6	3
5041	5	1		2007	1	2	0.125	1	1	5	4	2	4		9999		3
5042	4	1		2003	1	2	5.0	1	1	1	8	2	1		9999		3
5042	5	1		2004	1	2	5.0	1	1	1	7	2	1		9999		3
5042	6	1		2005	1	2	5.0	1	1	1	6	2	1		9999		3
5042	7	1		2010	1	2	1.0	1	1	2	2	2	5		9999		3
5043	7	1		2003	1	2	3.0	1	1	1	8	2	1		9999		3
5044	3	1		2005	1	2	0.1	2	2				1		2010	9	3
5044	4	1		2001	1	2	1.0	1	1	7	10	1	7		9999		3
5045	3	1		2006	1	2	0.2	1	1	1	5	2	1		9999		3
5046	3	1		2007	1	5	0.2	1	1	1	5	2	1		9999		3
5046	4	1		2008	1	2	0.5	1	1	5	4	2	5		9999		3
5046	5	1		2010	1	2	0.5	1	1	1	1	2	1		9999		3
5047	3	1		2007	66	6	0.5	1	1	1	4	2	1		9999		3
5047	4	1		2009	66	2	0.5	1	1	5	2	2	5		9999		3
5047	5	1		2010	66	6	0.5	1	1	1	1	2	1		9999		3
5048	3	1		2000	1	2	0.3	2	2				1		2001	3	3
5048	4	1		2001	66	7	3.0	1	1	7	10	2	7		9999		3
5049	5	1		2000	1	1	5.0	1	1	7	10	1	1		9999		3
5051	3	2	3														3
5052	8	1		2002	1	5	0.0	2	2				1		2007	11	3
5052	9	1		2007	1	5	0.0	1	1	1	4	2	1		9999		3
5053	6	1		2007	1	6	0.5	1	1	1	4	2	1		9999		3
5054	3	1		2011	77	10	0.125	2	1	1	77	9					3
5055	3	1		2004	66	1	5.0	1	1	7	7	2	7		9999		3
5055	4	1		2004	66	1	5.0	1	1	7	7	2	7		9999		3
5055	5	1		2007	66	5	0.4	1	1	1	4	2	1		9999		3
5055	6	1		2007	66	5	0.4	1	1	1	4	2	1		9999		3
5056	3	1		2008	1	5	0.4	1	1	1	4	2	1		9999		3
5057	3	1		2008	1	6	0.5	1	1	1	4	2	1		9999		3
5058	3	1		2010	66	1	0.5	1	1	1	1	2	1		9999		3
5060	7	1		2007	1	5	1.0	1	1	1	4	2	1		9999		3
5060	8	1		2008	1	5	1.0	1	1	1	3	2	1		9999		3
5063	3	1		2000	1	11	0.2	1	1	7	10	2	7		9999		3
5063	4	1		2009	1	1	0.5	1	1	5	2	2	5		9999		3
5065	3	2	1														3
5066	3	1		2006	1	1	0.3	2	2				5		2009	6	3
5066	4	2	3														3
5067	3	1		2012	1	7	0.2	2	2				1		9999		3
5068	3	1		2010	66	2	0.5	1	1	1	2	2	1		9999		3
5070	2	2	9														3
5071	5	1		2001	1	2	1.0	1	1	1	10	2	1		9999		3
5071	6	1		2007	1	1	1.0	1	1	5	4	2	5		9999		3
5072	6	1		2001	1	2	2.0	1	1	1	10	2	1		9999		3
5072	7	1		2005	1	2	2.0	1	1	1	6	2	1		9999		3
5072	8	1		2006	1	2	2.0	1	1	5	5	2	5		9999		3
5073	3	1		2010	66	3	0.5	1	1	1	66	2	1		9999		3
5073	4	1		2010	66	3	0.5	1	1	1	66	2	1		9999		3
5074	3	1		2003	1	1	0.5	1	1	1	8	2	1		9999		3
5074	4	1		2007	1	1	0.5	1	1	5	4	2	5		9999		3
5074	5	1		2007	1	1	0.5	1	1	1	3	1	1		9999		3
5075	4	1		2002	1	2	1.0	1	1	7	9	2	5		9999		3
5075	5	1		2005	1	2	1.0	1	1	7	6	2	5		9999		3
5075	6	1		2011	66	1	1.0	2	1	1	66	2	1		9999		3
5076	3	2	9														3
5077	3	1		2010	66	1	0.5	1	1	5	1	2	1		9999		3
5079	3	1		2007	66	1	0.5	1	1	1	3	1	1		9999		3
5079	4	1		2009	66	1	0.5	1	1	5	1	1	5		9999		3
5081	4	1		2006	1	1	1.0	2	2				1		2010	10	3
5081	5	1		2007	1	1	1.0	1	1	1	5	2	1		9999		3
5082	3	1		2003	1	1	1.0	2	2				1		2008	12	3
5082	4	1		2009	1	1	1.0	1	1	1	3	2	1		9999		3
5082	5	1		2010	1	1	1.0	2	1	1	1	9					3
5082	6	2	3														3
5084	2	1		2003	1	1	0.5	2	2				1		2008	11	3
5084	3	1		2011	1	1	0.5	2	1	5	1	9					3
5086	3	1		2004	1	2	3.0	1	1	1	8	2	1		9999		3
5086	4	1		2006	1	2	3.0	1	1	7	6	2	5		9999		3
5086	5	1		2010	1	1	0.75	1	1	5	2	2	5		9999		3
5086	9	1		2011	1	1	0.75	1	1	1	1	2	1		9999		3
5086	12	2	1														3
5088	4	1		2004	1	1	0.25	2	2				1		2009	10	3
5088	5	1		2007	1	1	0.25	1	1	5	5	2	5		9999		3
5088	6	1		2010	1	1	0.25	1	1	1	2	2	1		9999		3
5091	3	1		2005	1	1	0.25	2	2				1		2009	11	3
5091	4	1		2006	1	1	0.25	1	1	5	5	2	5		9999		3
5091	5	1		2010	1	1	0.25	1	1	1	2	2	1		9999		3
5093	3	1		2009	1	1	0.25	1	1	1	3	2	1		9999		3
5093	4	1		2010	66	1	0.25	1	1	5	1	2	5		9999		3
5094	3	1		2006	1	2	4.0	1	1	7	6	2	5		9999		3
5094	4	1		2010	66	1	0.25	1	1	1	1	2	1		9999		3
5094	5	2	1														3
5095	3	1		2009	1	1	0.25	1	1	5	3	2	5		9999		3
5095	4	1		2010	66	1	0.25	1	1	1	1	2	1		9999		3
5096	2	1		2008	1	1	0.25	1	1	1	4	2	1		9999		3
5096	3	1		2010	1	1	0.25	1	1	1	2	2	1		9999		3
5096	4	1		2010	66	1	0.25	1	1	5	1	2	5		9999		3
5097	5	1		2002	1	1	0.25	2	2				5		2007	10	3
5098	3	1		2007	1	1	0.25	1	1	5	5	2	5		9999		3
5098	4	1		2010	1	1	0.25	1	1	1	2	2	1		9999		3
5099	2	1		2002	1	1	0.25	1	1	1	10	2	1		9999		3
5099	3	1		2004	1	1	0.25	1	1	1	8	2	1		9999		3
5099	4	1		2006	1	7	2.0	1	1	1	6	2	1		9999		3
5100	3	1		2005	1	2	0.25	1	1	1	7	2	1		9999		3
5100	4	1		2006	1	2	0.25	1	1	1	6	2	1		9999		3
5100	5	1		2007	1	1	0.25	1	1	1	4	1	1		9999		3
5100	6	1		2010	1	1	0.25	1	1	1	2	2	1		9999		3
5102	3	1		2001	1	2	1.0	1	1	1	10	2	1		9999		3
5103	7	1		2007	1	7	2.0	1	1	1	5	2	1		9999		3
5103	8	1		2006	1	2	1.0	1	1	1	6	2	1		9999		3
5104	2	1		2007	1	1	0.5	1	1	1	4	1	1		9999		3
5104	3	1		2007	1	1	0.5	1	1	5	5	2	5		9999		3
5105	2	1		2007	1	1	0.5	1	1	1	5	2	1		9999		3
5106	3	2	1														3
5107	4	1		2003	1	1	0.25	1	1	1	8	2	1		9999		3
5107	5	1		2010	1	1	0.25	1	1	5	1	2	5		9999		3
5108	3	1		2007	1	1	0.5	1	1	1	5	2	1		9999		3
5108	4	1		2009	1	1	0.5	1	1	1	2	1	1		9999		3
5108	5	1		2009	1	1	0.5	1	1	5	2	2	5		9999		3
5110	3	1		2007	1	7	2.0	1	1	1	5	2	1		9999		3
5110	4	1		2009	1	7	2.0	1	1	1	3	2	1		9999		3
5110	5	1		2010	66	7	2.0	1	1	1	1	2	1		9999		3
5110	6	2	1														3
5111	2	1		2004	1	7	2.0	1	1	1	8	2	1		9999		3
5111	3	1		2005	1	2	1.0	1	1	1	7	2	1		9999		3
5113	3	1		2001	1	2	1.0	2	2				1		2007	5	3
