a01	mid	b2_01	b2_02	b2_03	b2_04	b2_05	b2_06	b2_07	b2_08	b2_09	b2_10	b2_11	b2_12a	b2_12b	b2_13	b2_14	sample_type
370	3	1		2000	1	9	0.25	1	1	8	12	2	8		9999		3
370	4	1		2005	66	2	0.5	1	1	1	6	2	1		9999		3
373	4	1		2005	1	1	0.5	2	2				1		2009	3	3
373	5	1		2005	1	2	0.5	1	1	1	7	2	5		9999		3
375	3	1		2009	1	2	0.5	1	1	5	3	2	5		9999		3
378	3	1		2011	1	3	0.5	1	1	1	1	9					3
379	3	1		2005	1	2	0.5	1	1	1	7	2	1		9999		3
379	4	1		2009	1	2	0.5	1	1	5	2	2	5		9999		3
380	3	1		2005	66	2	0.5	1	1	7	6	2	7		9999		3
380	4	1		2009	66	1	0.5	1	1	1	2	2	1		9999		3
381	3	1		2002	1	7	1.5	1	1	1	10	2	1		9999		3
381	4	1		2004	1	7	1.5	1	1	1	7	2	1		9999		3
382	4	1		2005	1	7	1.0	1	1	1	7	2	1		9999		3
384	3	1		2006	66	7	0.5	1	1	1	5	1	1		9999		3
385	3	1		2006	1	2	2.5	1	1	7	6	1	5		9999		3
387	4	1		2002	1	2	2.0	1	1	1	10	2	1		9999		3
388	3	1		2006	1	2	0.5	2	2				1		2008	12	3
388	4	1		2010	1	2	0.5	1	1	1	2	1	1		9999		3
390	3	1		2004	66	2	3.0	1	1	1	7	2	1		9999		3
391	2	1		2007	1	1	1.0	1	1	5	5	2	5		9999		3
391	3	1		2011	1	1	1.0	2	1	1	1	9					3
392	3	1		2006	1	2	1.0	1	1	1	6	2	1		9999		3
392	4	1		2009	1	1	1.0	1	1	5	3	2	5		9999		3
393	4	1		2000	1	9	4.0	1	1	1	12	2	1		9999		3
393	5	1		2005	1	7	2.0	1	1	7	7	2	7		9999		3
396	3	1		2007	1	1	1.5	1	1	1	4	1	5		9999		3
397	3	1		2004	1	2	1.0	1	1	1	8	2	1		9999		3
397	4	1		2006	1	1	1.0	1	1	1	5	2	1		9999		3
398	3	1		2001	1	9	1.0	1	1	1	11	2	1		9999		3
398	4	1		2007	1	1	1.0	1	1	1	5	2	1		9999		3
400	3	1		2010	1	1	1.0	1	1	1	2	2	5		9999		3
401	3	1		2011	1	5	0.25	2	1	1	1	9					3
402	3	1		2011	66	3	2.0	2	1	1	66	9					3
403	3	1		2009	66	1	0.5	1	1	5	2	2	5		9999		3
404	3	1		2003	1	2	1.0	1	1	7	9	2	7		9999		3
404	4	1		2009	1	1	0.25	1	1	5	3	2	5		9999		3
405	6	2	12														3
407	5	2	9														3
408	3	1		2001	1	2	2.0	1	1	1	1	2	1		9999		3
408	4	1		2011	1	1	0.0	2	1	1	1	9					3
410	3	1		2010	66	6	1.0	1	1	1	1	2	1		9999		3
411	3	2	9														3
411	4	1		2008	1	2	1.0	1	1	5	4	9	5		9999		3
412	3	1		2011	1	2	0.5	2	1	5	1	9					3
412	4	1		2011	1	2	0.5	2	1	1	1	9					3
413	3	1		2002	1	2	3.0	1	1	1	1	2	1		9999		3
414	3	1		2004	1	7	1.25	1	1	1	8	2	1		9999		3
414	4	1		2008	1	1	0.25	1	1	5	4	2	5		9999		3
414	5	1		2011	66	3	1.0	2	1	1	66	9					3
414	6	1		2002	1	1	1.0	2	2				1		2004	12	3
415	3	1		2008	1	2	0.5	1	1	5	3	2	5		9999		3
415	4	1		2011	66	5	0.5	2	1	1	66	9					3
416	3	1		2010	66	1	0.25	1	1	1	1	2	1		9999		3
418	3	1		2007	66	2	0.25	1	1	5	4	2	5		9999		3
420	4	1		2003	1	2	1.5	1	1	7	9	2	7		9999		3
421	3	1		2005	1	5	1.5	2	2				1		2009	10	3
421	4	1		2006	1	2	1.5	1	1	1	6	2	1		9999		3
423	3	1		2001	1	2	1.0	1	1	1	10	1	1		9999		3
424	3	2	2														3
424	7	1		2005	1	7	1.5	1	1	1	7	2	1		9999		3
425	4	1		2009	1	3	1.0	1	1	1	3	2	1		9999		3
426	3	1		2006	1	7	1.5	2	2				1		2010	12	3
428	2	1		2003	1	1	1.0	1	1	1	9	2	1		9999		3
428	3	2	2														3
430	4	1		2009	1	1	2.0	1	1	1	3	2	1		9999		3
431	3	1		2011	66	1	2.0	2	1	1	66	9					3
432	3	1		2009	1	1	2.0	1	1	1	3	2	1		9999		3
434	4	1		2008	66	1	1.0	1	1	1	3	2	1		9999		3
434	5	1		2010	66	1	1.0	1	1	1	1	2	1		9999		3
435	3	1		2005	1	1	1.0	1	1	7	7	2	7		9999		3
437	3	1		2001	1	7	1.0	2	2				8		2005	12	3
437	4	1		2007	1	7	1.5	1	1	1	5	2	1		9999		3
437	5	1		2008	1	5	0.5	1	1	1	4	2	1		9999		3
438	2	1		2000	1	1	2.0	2	2				1		2006	9	3
439	3	1		2006	1	2	1.0	1	1	7	6	2	7		9999		3
439	4	1		2008	1	5	0.25	2	2				1		2010	3	3
440	6	1		2005	77	8	1.0	1	2				1		2010	12	3
440	7	1		2008	77	10	1.0	1	1	1	77	2					3
440	9	1		2008	1	5	1.5	1	1	1	3	2	1		9999		3
442	3	1		2010	1	2	0.5	1	1	5	2	2	5		9999		3
443	3	1		2008	66	1	0.25	1	1	5	3	2	5		9999		3
444	3	1		2007	1	2	0.5	1	1	5	5	2	5		9999		3
446	3	1		2004	1	2	0.5	1	1	7	8	1	7		9999		3
446	4	1		2006	1	2	0.5	1	1	7	6	1	7		9999		3
446	5	1		2010	66	2	0.25	1	1	5	1	1	1		9999		3
447	3	1		1999	1	9	1.0	1	1	1	12	2	1		9999		3
447	4	1		2007	1	2	0.5	1	1	5	5	2	5		9999		3
448	3	1		2006	1	2	1.0	1	1	5	6	2	5		9999		3
449	3	1		2004	1	2	1.0	1	1	7	8	2	7	5	9999		3
449	4	1		2006	66	2	0.5	1	1	5	5	2	5		9999		3
449	5	1		2007	66	2	0.5	1	1	5	4	2	5		9999		3
449	6	1		2011	66	5	0.5	2	1	1	66	9					3
450	3	1		2003	1	2	2.0	1	1	7	8	1	7		9999		3
450	4	1		2009	66	2	0.5	1	1	1	2	1	1		9999		3
451	3	1		2003	1	2	0.5	2	2				1		2006	6	3
452	3	1		2002	1	2	0.5	1	1	1	10	2	1		9999		3
453	4	1		2004	1	2	0.75	1	1	7	8	2	7		9999		3
453	5	1		2009	1	1	0.25	1	1	5	3	2	5		9999		3
454	3	1		2000	1	9	2.0	1	1	8	11	2	8		9999		3
456	3	1		2010	1	2	0.25	1	1	5	2	2	5		9999		3
456	4	1		2011	66	5	0.25	2	1	1	66	9					3
457	3	1		2010	1	2	0.25	1	1	5	2	2	5		9999		3
458	3	1		2009	66	2	0.5	1	1	5	2	2	5		9999		3
459	3	1		2010	66	5	0.5	1	1	1	66	1	1		9999		3
460	4	1		2005	66	2	0.5	1	1	7	6	2	5		9999		3
460	5	1		2006	66	2	0.25	1	1	5	4	2	5		9999		3
461	3	1		2006	1	2	0.5	1	1	1	6	2	1		9999		3
461	4	1		2008	1	1	1.0	1	1	1	1	1	1		9999		3
463	6	1		2001	1	2	0.25	1	1	1	9	2	1		9999		3
463	7	1		2002	1	2	0.25	2	2				1		2009	12	3
464	3	1		2008	1	1	0.25	1	1	5	4	2	1		9999		3
466	3	1		2004	1	2	0.5	1	1	1	8	2	1		9999		3
466	4	1		2011	66	1	0.25	2	1	1	1	2	1		9999		3
467	5	1		2010	1	1	0.25	1	1	1	2	2	1		9999		3
468	4	1		2006	1	1	0.5	1	1	1	5	2	1		9999		3
471	3	1		2004	1	2	2.0	1	1	7	8	2	7		9999		3
472	3	1		2005	1	2	0.25	1	1	1	7	2	1		9999		3
472	4	1		2008	1	1	0.25	1	1	1	4	2	1		9999		3
472	5	1		2010	1	1	0.25	1	1	5	2	2	5		9999		3
473	3	1		2007	66	5	0.25	1	1	1	4	2	1		9999		3
474	8	1		2009	1	1	0.25	1	1	1	3	2	1		9999		3
476	3	1		2007	66	5	0.25	1	1	1	4	2	1		9999		3
477	2	1		2005	1	2	0.75	1	1	1	7	2	1		9999		3
477	3	1		2009	1	1	0.5	1	1	5	3	2	5		9999		3
478	3	1		2006	66	1	0.25	1	1	1	5	2	1		9999		3
478	4	1		2011	1	5	0.5	2	1	1	1	9					3
479	3	1		2011	1	5	0.5	2	1	1	1	9					3
480	3	1		2008	1	5	0.25	1	1	1	4	2	1		9999		3
481	3	1		2008	66	3	1.0	1	1	1	2	2	1		9999		3
482	2	1		2008	66	3	1.0	1	1	5	2	2	5		9999		3
482	3	1		2011	66	3	1.0	2	1	1	66	9					3
483	5	1		2008	1	1	1.0	1	1	5	4	2	5		9999		3
484	3	1		2006	1	2	3.0	1	1	1	6	2	5		9999		3
486	3	1		2010	1	1	1.0	1	1	1	2	2	1		9999		3
487	2	1		2003	66	2	0.25	1	1	1	7	2	1		9999		3
488	2	1		2007	1	1	0.25	1	1	5	5	2	5		9999		3
489	5	1		2002	66	3	2.0	1	1	1	9	2	1		9999		3
491	4	2	5														3
492	3	1		2003	1	1	0.25	2	2				1		2006	6	3
492	4	1		2008	1	1	0.25	1	1	5	4	2	5		9999		3
493	3	1		2006	1	1	2.0	1	1	7	6	2	7		9999		3
493	4	1		2007	1	1	4.0	1	1	7	5	2	7		9999		3
493	6	2	1														3
494	4	1		2003	1	2	2.0	1	1	1	9	2	1		9999		3
494	5	1		2007	1	1	0.25	1	1	1	4	1	1		9999		3
494	6	1		2010	1	1	0.25	1	1	1	2	2	1		9999		3
494	7	1		2011	1	1	0.25	2	1	1	1	9					3
495	5	1		2011	1	1	0.5	2	1	1	1	9					3
499	2	1		2002	1	2	1.0	2	2				1		2009	21	3
499	4	1		2007	1	1	1.0	1	1	1	4	2	1		9999		3
499	5	2	1														3
500	4	1		2004	1	1	2.0	1	2				1		2011	21	3
500	5	1		2002	1	1	4.0	1	1	1	10	2	1		9999		3
500	6	1		2009	1	2	0.25	1	1	1	3	2	1		9999		3
501	3	2	1														3
502	3	1		2006	1	2	0.5	1	1	1	6	2	1		9999		3
502	4	1		2010	1	1	0.5	1	1	1	2	2	1		9999		3
502	5	1		2011	66	3	0.5	2	1	1	66	9					3
504	4	2	3														3
504	5	1		2010	66	1	0.5	1	1	1	1	2	1		9999		3
505	3	2	1														3
506	2	1		2007	1	1	0.5	1	1	1	5	2	1		9999		3
506	3	1		2010	1	1	0.5	1	1	5	2	2	1		9999		3
506	4	2	1														3
507	2	1		2010	66	11	0.5	1	1	1	1	2	1		9999		3
509	3	1		2006	66	2	0.5	1	1	1	7	2	1		9999		3
509	4	1		2010	66	11	0.125	1	1	1	1	2	1		9999		3
509	5	1		2008	66	1	0.5	1	1	1	3	2	1		9999		3
510	3	1		2005	1	1	0.5	2	2				1		2010	9	3
510	4	1		2010	66	1	0.5	1	1	1	1	2	1		9999		3
511	3	1		2010	66	1	0.5	1	1	1	1	2	1		9999		3
512	3	1		2009	1	10	0.25	1	1	1	3	2	1		9999		3
513	3	1		2007	1	1	0.5	2	2				5		2009	3	3
516	2	1		2010	66	2	0.5	1	1	1	1	2	1		9999		3
519	2	1		2004	66	7	0.5	1	1	1	7	2	5		9999		3
519	3	1		2006	1	3	0.5	1	1	1	6	2	5		9999		3
520	2	1		2010	66	3	0.25	1	1	1	1	2	1		9999		3
523	4	1		2005	1	1	0.5	2	2				1		2006	2	3
524	3	1		2006	66	1	0.3	1	1	1	5	2	1		9999		3
526	2	1		2007	66	1	0.5	1	1	1	5	2	1		9999		3
526	3	1		2008	66	1	0.5	1	1	5	4	2	5		9999		3
529	7	1		2002	66	1	0.25	1	1	7	7	2	7		9999		3
530	3	1		2011	66	1	0.25	2	1	5	66	2	1		9999		3
530	4	2	1														3
532	3	1		2002	66	1	0.25	2	2				1		2008	12	3
532	4	1		2004	66	1	0.25	2	2				5		2010	9	3
533	3	1		2006	66	1	0.25	2	2				1		2010	12	3
533	4	1		2007	66	1	0.25	1	1	5	3	2	5				3
533	5	1		2011	66	1	0.25	2	1	1	66	2	1				3
533	6	2	1														3
534	5	1		2003	1	2	0.5	1	1	1	9	2	7		9999		3
534	6	1		2008	1	1	0.5	1	1	1	4	2	1		9999		3
534	7	1		2008	1	1	0.5	1	1	5	4	2	5		9999		3
534	8	1		2011	1	1	0.5	2	1	1	1	9					3
535	5	1		2006	1	2	0.25	1	1	5	4	2	5		9999		3
535	6	1		2008	1	2	0.25	1	1	1	3	2	1		9999		3
535	7	2	1														3
536	3	1		2010	1	1	1.0	1	1	5	2	2	5		9999		3
536	4	2	1														3
539	3	1		2002	1	2	1.0	2	2				1		2008	21	3
539	4	1		2009	1	2	1.0	1	1	5	2	2	1		9999		3
539	5	1		2011	1	2	1.0	2	1	1	1	9					3
540	4	2	3														3
541	3	1		2006	66	1	0.5	1	1	1	5	2	1		9999		3
541	4	1		2010	66	1	0.5	1	1	1	66	2	1		9999		3
542	3	1		2009	1	1	0.5	1	1	1	2	2	1		9999		3
548	5	1		2010	66	2	0.25	1	1	1	1	2	1		9999		3
549	2	1		2005	1	1	0.25	1	1	1	4	1	5		9999		3
549	3	1		2009	66	2	0.25	1	1	1	1	2	1		9999		3
549	4	1		2009	66	2	0.25	1	1	1	1	2	1		9999		3
551	6	1		2010	66	1	0.25	1	1	5	1	2	1		9999		3
552	4	1		2010	1	3	0.25	1	1	1	2	2	1		9999		3
552	5	1		2011	66	3	0.25	2	1	1	66	9					3
553	5	2	1														3
554	3	1		2008	66	1	0.25	2	2				5		2010	9	3
554	4	1		2010	66	1	0.25	1	1	5	1	2	5		9999		3
556	2	1		2009	66	1	0.25	1	1	5	2	2	5		9999		3
557	2	1		2004	66	11	3.0	2	2				1		2010	9	3
557	3	1		2009	66	11	3.0	1	1	1	2	2	1				3
557	4	1		2010	66	1	0.25	1	1	1	1	2	1				3
558	3	2	2														3
559	3	1		2007	1	1	0.1	1	1	5	5	2	5		9999		3
562	3	1		2005	1	2	0.5	1	1	7	1	2	7		9999		3
562	4	1		2010	1	1	0.5	1	1	1	1	2	1		9999		3
563	3	1		2001	1	1	0.35	2	2				1		2005	12	3
563	4	2	9														3
563	5	1		2010	1	1	0.35	1	1	1	2	2	1		9999		3
563	6	1		2011	66	1	0.35	2	1	1	66	9					3
565	3	1		2006	1	5	0.25	1	1	1	6	2	1		9999		3
566	4	1		2000	1	1	0.25	2	2				1		2001	9	3
566	5	2	9														3
566	6	1		2010	1	1	0.25	1	1	5	2	2	5		9999		3
567	3	1		2008	1	1	0.35	1	1	5	4	2	5		9999		3
567	4	1		2011	1	1	0.35	2	1	1	1	9					3
569	6	1		2009	1	1	0.5	1	1	5	3	2	5		9999		3
570	4	1		2006	1	2	0.5	1	1	7	6	2	5		9999		3
570	5	2	1														3
571	3	1		2007	1	1	0.5	1	1	1	5	2	1		9999		3
571	4	1		2010	1	1	0.5	1	1	5	2	2	1		9999		3
571	7	1		2007	66	7	0.25	2	1	1	2	2	1		9999		3
572	3	1		2003	1	1	1.0	2	2				1		2009	9	3
572	4	1		2008	1	1	0.5	1	1	5	4	2	5		9999		3
572	5	2	1														3
573	3	1		2007	1	1	0.15	1	1	1	5	2	1		9999		3
573	4	1		2009	1	1	0.15	1	1	5	3	2	1		9999		3
573	5	1		2011	66	1	0.15	2	1	1	66	9					3
574	3	1		2004	66	1	0.2	1	1	7	8	2	2		9999		3
574	4	1		2008	66	1	0.2	1	1	1	4	2	1		9999		3
577	3	1		2001	1	1	0.3	1	1	1	10	2	1		9999		3
577	4	1		2004	1	1	0.3	1	1	7	8	2	7		9999		3
577	5	1		2009	1	1	0.35	1	1	1	3	2	1		9999		3
577	6	1		2008	1	1	0.35	1	1	5	4	2	5		9999		3
577	7	1		2011	1	1	0.35	1	1	1	1	9					3
578	3	1		2003	1	1	1.0	2	2				1		2005	9	3
579	3	1		2009	1	1	0.25	1	1	1	3	1	1		9999		3
579	4	1		2008	1	1	0.25	1	1	5	4	1	5		9999		3
580	4	1		1999	1	9	6.0	1	1	1	12	1	1		9999		3
580	5	1		2005	1	3	0.15	1	1	7	7	2	5		9999		3
580	6	1		2010	66	1	0.1	1	1	1	2	2	1		9999		3
580	9	1		2011	66	2	0.15	2	1	1	66	9					3
581	5	1		2004	1	2	1.0	1	1	1	8	2	1		9999		3
581	6	1		2008	1	1	1.0	1	1	1	4	2	1		9999		3
581	13	1		2004	1	2	1.0	1	1	1	8	2	1		9999		3
583	3	2	1														3
583	7	1		2009	66	7	1.0	1	1	1	2	2	1		9999		3
584	3	1		2009	1	1	1.0	1	1	1	3	2	1		9999		3
584	4	1		2011	1	5	1.0	2	1	5	1	9					3
585	5	1		2005	1	2	2.0	1	1	1	6	2	1		9999		3
586	3	1		2009	1	3	1.0	1	1	1	1	2	1		9999		3
586	4	1		2010	1	3	1.0	1	1	1	1	1	5		9999		3
587	2	1		2001	1	7	3.0	1	1	8	11	2	7		9999		3
587	3	1		2006	1	7	3.0	1	1	7	6	2	1		9999		3
587	4	1		2006	1	7	3.0	1	1	1	6	2	1		9999		3
588	3	1		2002	1	2	2.0	2	2				1		2010	6	3
589	3	1		2004	1	1	1.0	2	2				5		2008	9	3
589	4	1		2008	1	1	1.0	1	1	1	4	2	5		9999		3
589	5	1		2011	66	1	1.0	2	1	1	66	9					3
594	3	1		2001	66	7	0.5	1	1	7	10	2	7		9999		3
594	4	1		2004	66	2	1.5	1	1	1	7	2	1		9999		3
597	5	1		2004	1	3	1.0	1	1	1	8	2	1		9999		3
597	6	1		2007	1	1	0.25	1	1	5	5	2	5		9999		3
597	7	1		2009	1	5	0.25	1	1	1	3	2	1		9999		3
598	4	1		2001	1	1	0.25	2	2				5		2006	9	3
598	5	1		2002	1	5	1.0	2	2				1		2007	9	3
598	6	1		2004	1	5	1.0	2	1	1	3	2	1		9999		3
600	3	1		2005	1	1	1.0	1	1	7	7	2	7		9999		3
603	2	1		2007	1	1	0.0	1	1	5	5	1	5		9999		3
605	7	1		2002	66	2	7.0	1	1	7	9	2	5		9999		3
606	3	1		2007	1	1	1.0	1	1	5	5	2	5		9999		3
606	4	1		2011	1	1	1.0	2	1	1	1	9					3
607	3	1		2005	1	10	0.5	1	1	1	7	2	1		9999		3
608	3	1		2004	1	1	0.2	2	2				1		2009	9	3
608	4	1		2011	1	1	0.2	2	1	5	1	2	5		9999		3
609	6	1		2004	1	2	2.0	1	1	1	8	2	1		9999		3
609	7	1		2006	1	2	3.0	1	1	7	6	2	7		9999		3
610	3	1		2003	1	2	3.0	1	1	1	9	2	1		9999		3
610	4	1		2007	1	1	0.25	1	1	5	5	2	5		9999		3
610	5	1		2010	1	1	0.25	1	1	5	1	1	5		9999		3
611	5	1		2011	1	1	1.0	2	1	5	1	9	1		9999		3
613	3	1		2003	1	2	2.0	1	1	1	9	2	1		9999		3
613	4	1		2008	1	1	0.5	1	1	5	4	2	5		9999		3
613	5	2	1														3
615	3	1		2008	1	7	1.0	1	1	1	4	2	1		9999		3
615	4	2	1														3
616	3	1		2008	1	1	0.5	1	1	1	4	2	1		9999		3
616	4	1		2011	1	1	0.5	2	1	1	1	9					3
616	5	2	1														3
618	3	1		2008	1	1	0.25	1	1	5	4	2	5		9999		3
619	3	1		2010	1	1	0.25	1	1	5	2	2	5		9999		3
620	5	1		2000	1	2	2.0	1	1	1	9	1	1		9999		3
620	6	1		2004	1	2	2.0	1	1	1	8	2	1		9999		3
620	7	1		2008	1	1	0.5	1	1	1	2	1	1		9999		3
621	3	1		2005	66	2	3.0	1	1	7	6	2	5		9999		3
621	4	1		2010	1	1	0.25	1	1	1	2	2	1		9999		3
622	2	1		2007	1	1	1.0	1	1	1	5	2	1		9999		3
622	3	1		2010	1	1	1.0	1	1	1	1	1	1		9999		3
625	2	1		2008	1	1	0.25	1	1	1	4	2	1		9999		3
625	3	1		2009	1	1	0.25	1	1	5	3	2	5		9999		3
626	2	1		2008	1	1	0.5	1	1	5	4	1	5		9999		3
626	3	1		2010	66	1	0.5	1	1	1	1	2	1		9999		3
626	4	1		2001	1	2	2.0	1	1	1	10	2	5		9999		3
627	3	1		2008	1	1	1.0	1	1	5	4	2	5		9999		3
627	4	2	1														3
630	3	1		2003	1	3	2.0	2	2				5		2009	5	3
631	2	1		2003	1	2	1.0	1	1	1	9	2	1		9999		3
634	6	1		2003	1	1	2.0	1	2				1		2011	9	3
634	7	1		2004	1	7	2.0	1	1	1	8	2	1		9999		3
634	8	1		2008	1	1	0.5	1	1	1	3	1	1		9999		3
637	2	1		2003	1	2	1.0	1	1	1	8	2	1		9999		3
637	3	1		2006	1	1	0.25	1	1	5	4	2	5		2008	12	3
637	4	1		2008	1	1	0.25	1	1	5	4	2	5		9999		3
640	2	1		2006	66	7	1.25	1	1	1	5	2	5		9999		3
640	3	1		2008	66	1	0.5	1	1	5	3	2	5		9999		3
640	4	1		2010	66	1	0.5	1	1	1	1	2	1		9999		3
641	2	1		2010	1	2	0.25	1	1	1	2	2	1		9999		3
641	3	2	1														3
642	3	1		2009	1	2	0.5	1	1	5	3	2	5		9999		3
643	3	1		2002	66	3	2.0	1	1	1	4	2	1		9999		3
643	4	1		2007	66	2	0.5	1	1	1	2	2	1		9999		3
643	5	2	1														3
644	5	1		2009	1	2	0.5	1	1	1	3	2	1		9999		3
644	7	1		2001	1	9	0.5	1	1	1	11	2	7		9999		3
645	4	1		2009	1	2	0.25	1	1	1	3	2	1		9999		3
645	5	2	1														3
646	6	1		2001	1	3	0.25	1	1	1	11	2	7		9999		3
649	3	1		2004	1	1	0.25	1	1	1	5	2	1		9999		3
655	5	1		2003	1	1	1.0	2	2				1		2006	9	3
655	6	1		2008	1	1	0.5	1	1	1	4	2	1		9999		3
657	3	1		2008	1	1	0.5	1	1	5	4	2	5		9999		3
657	4	1		2009	1	1	0.5	1	1	1	3	2	1		9999		3
657	5	1		2011	1	1	0.5	2	1	1	1	9					3
658	2	1		2005	1	1	0.25	1	1	1	7	2	1		9999		3
658	3	1		2009	66	1	0.25	1	1	1	2	2	1		9999		3
659	3	1		2009	1	1	0.5	1	2				1		2011	9	3
659	4	1		2011	1	1	0.5	1	1	1	2	2	1		9999		3
659	5	1		2011	1	1	0.5	2	1	1	1	9					3
660	5	1		2009	1	3	0.25	1	1	1	1	1	1		9999		3
662	2	1		2005	66	7	2.0	1	1	1	6	2	1		9999		3
663	3	1		2009	66	1	0.5	1	1	5	2	2	5		9999		3
663	4	1		2009	66	1	0.5	1	1	1	66	2	1		9999		3
664	2	1		2002	1	3	3.0	1	1	1	10	2	1		9999		3
664	3	1		2004	1	7	2.5	1	1	7	8	2	7		9999		3
664	4	1		2008	1	3	2.0	1	1	1	3	2	1		9999		3
665	2	1		2006	66	2	0.5	1	1	1	3	2	1		9999		3
665	3	1		2009	66	2	0.5	1	1	1	1	2	1		9999		3
667	3	1		2003	1	1	0.5	1	1	1	9	2	1		9999		3
667	4	1		2007	1	5	0.5	1	1	1	5	2	1		9999		3
667	5	1		2008	66	2	2.0	1	1	1	3	2	1		9999		3
668	2	1		2008	66	10	0.5	1	1	1	3	2	1		9999		3
668	3	1		2010	66	10	0.5	1	1	1	1	2	1		9999		3
669	2	1		2010	1	1	0.5	1	1	1	2	2	1		9999		3
670	3	1		2003	1	7	1.0	1	2				7		2010	9	3
670	4	1		2007	1	1	0.5	1	1	1	4	2	5		9999		3
670	5	1		2007	1	11	0.5	1	1	1	2	2	1		9999		3
673	2	1		2004	66	7	3.0	1	1	7	7	2	5		9999		3
673	3	1		2010	66	10	0.25	1	1	1	66	1	1		9999		3
674	3	1		2006	66	10	0.5	1	1	1	2	2	1		9999		3
675	3	1		2008	1	2	0.25	1	1	5	4	2	5		9999		3
675	4	1		2010	1	2	0.25	1	1	1	2	2	1		9999		3
675	5	1		2011	1	2	0.25	2	1	5	1	9					3
675	6	2	1														3
678	3	1		2010	1	10	0.5	1	1	1	2	2	1		9999		3
680	3	1		2005	66	7	1.0	1	1	1	6	2	1		9999		3
680	4	1		2010	1	10	1.0	1	1	1	2	2	1		9999		3
681	4	1		2006	1	10	0.25	1	2				2		2011	9	3
681	5	1		2008	1	10	0.25	1	1	1	2	2	1		9999		3
683	3	1		2002	66	7	0.5	2	2				1		2008	9	3
683	4	1		2004	77	2	0.5	1	1	1	6	2	1		9999		3
683	5	1		2008	77	1	0.5	1	1	5	1	2	5		9999		3
683	6	2	1														3
685	3	1		2007	1	2	1.0	1	1	1	5	2	1		9999		3
685	4	1		2011	1	10	1.0	2	1	1	1	2	1		9999		3
686	3	1		2010	1	10	0.25	1	1	1	2	2	1		9999		3
687	4	1		2008	77	10	0.5	1	1	1	2	2	1		9999		3
688	3	1		2003	1	2	2.0	1	1	7	6	2	1		9999		3
688	4	1		2006	1	2	2.0	1	1	1	6	2	1		9999		3
688	5	1		2010	1	1	2.0	1	1	5	2	2	5		9999		3
695	4	1		2006	1	7	0.5	1	1	7	7	2	7		9999		3
698	2	1		2010	66	3	1.0	1	1	1	1	2	1		9999		3
698	6	1		2002	1	2	1.0	1	1	1	10	2	1		9999		3
700	2	1		2003	1	1	1.0	1	1	1	9	2	1		9999		3
701	3	1		2010	66	1	0.5	1	1	1	1	2	1		9999		3
702	5	1		2010	1	1	0.25	1	1	1	1	2	1		9999		3
702	6	1		2011	77	10	0.25	2	1	1	77	9					3
703	3	2	3														3
706	3	1		2009	1	2	0.5	1	1	1	3	2	1		9999		3
706	4	1		2010	1	2	0.5	1	1	1	2	2	1		9999		3
706	5	1		2011	1	2	0.5	2	1	1	1	9					3
707	5	1		2002	1	1	0.25	2	2				1		2005	5	3
707	6	1		2009	77	10	0.25	1	1	1	77	2	1		9999		3
707	7	1		2011	1	1	0.25	2	1	1	1	9	1		9999		3
707	8	2	1														3
708	5	2	3														3
709	3	1		2010	1	10	1.0	1	1	1	2	2	1		9999		3
710	3	1		2009	1	2	0.25	1	1	5	3	2	5		9999		3
710	4	2	1														3
711	4	2	3														3
711	5	1		2007	77	10	0.25	1	1	1	77	2	1		9999		3
711	6	1		2010	1	2	0.25	1	1	5	2	2	1		9999		3
711	7	2	1														3
713	3	1		2001	1	1	0.25	2	2				1		2006	3	3
713	4	1		2006	1	1	0.25	1	1	1	5	2	1		9999		3
713	5	1		2010	77	10	0.25	1	1	1	77	2	1		9999		3
713	6	1		2011	1	1	0.25	2	1	1	1	2	1		9999		3
714	4	1		2003	1	1	0.5	2	2				1		2005	6	3
714	5	1		2007	1	1	0.5	2	2				1		2009	3	3
714	6	1		2009	1	1	0.5	1	2				1		2010	6	3
715	5	1		2009	1	1	0.5	1	1	5	3	2	1		9999		3
716	3	1		2008	1	1	0.75	1	1	2	4	2	5		9999		3
716	4	1		2009	1	1	0.75	1	1	1	3	2	1		9999		3
716	5	1		2010	66	1	0.75	1	1	1	1	2	1		9999		3
717	4	1		2008	1	2	0.5	1	1	1	4	2	5		9999		3
717	5	1		2005	77	10	0.25	1	1	1	77	2	1		9999		3
717	6	1		2010	1	8	0.25	1	1	1	1	2	1		9999		3
718	4	1		2004	1	8	2.0	1	1	1	8	2	1		9999		3
718	5	1		2005	1	2	2.0	1	1	1	7	2	5		9999		3
720	3	1		2006	1	2	2.0	1	1	1	6	2	5		9999		3
721	3	1		2002	1	2	1.0	1	1	1	10	2	1		9999		3
722	3	1		2002	1	2	1.0	1	1	1	10	2	1		9999		3
722	4	1		2002	1	2	1.0	1	1	1	10	2	1		9999		3
723	3	1		2006	1	1	0.25	1	1	1	5	2	5		9999		3
724	3	1		2003	1	2	1.0	1	1	1	9	2	5		9999		3
724	4	1		2006	1	1	0.5	1	1	5	6	2	5		9999		3
724	5	1		2010	1	1	0.5	1	1	5	2	2	5		9999		3
726	3	1		2001	66	2	2.0	1	1	7	8	2	1		9999		3
726	4	1		2005	66	1	0.5	1	1	5	5	2	1		9999		3
726	5	1		2009	66	1	0.5	1	1	1	2	2	1		9999		3
