a01	v1_01	pid	v1_02	v1_03	v1_04	v1_05	v1_06	v1_07	v1_08	v1_09	v1_10	v1_11	v1_12	v1_13	v1_14	sample_type
3145	2															3
3146	2															3
3147	2															3
3148	1	81	1	4	7	30	1	8	21	2		20	1	3	1	3
3149	2															3
3150	2															3
3151	2															3
3152	2															3
3153	1	81	2	1	2	35	1	8	21	2		29	1	1	1	3
3154	2															3
3155	1	81	2	1	1	32	1	99	21	2		27	1	4	1	3
3156	2															3
3157	2															3
3158	2															3
3159	1	81	2	3	4	35	1	5	21	2		20	1	3	1	3
3160	2															3
3161	1	81	2	1	3	45	1	2	21	2		29	1	4	1	3
3162	2															3
3163	2															3
3164	2															3
3165	1	81	2	2	2	40	1	5	21	2		29	1	3	1	3
3166	2															3
3167	2															3
3168	2															3
3169	2															3
3170	1	81	3	0	8	22	1	4	21	2		30	1	5	1	3
3171	1	81	3	4	2	25	1	5	21	2		29	1	4	1	3
3172	1	81	2	4	2	45	1	5	21	2		29	1	3	1	3
3173	2															3
3174	1	81	3	3	10	26	1	5	21	2		29	1	8	1	3
3174	1	82	3	1	3	24	1	5	21	2		41	1	3	1	3
3175	1	81	2	2	6	35	1	5	21	2		29	1	5	1	3
3176	1	81	3	1	2	40	1	5	21	2		29	1	3	1	3
3177	1	81	3	4	2	30	1	10	21	2		29	1	3	1	3
3178	1	81	3	1	5	25	1	5	7	1	1		1	1	1	3
3179	1	81	3	0	2	25	1	5	21	2		29	1	1	1	3
3180	1	81	3	2	4	24	1	5	21	2		41	1	3	1	3
3181	2															3
3182	2															3
3183	2															3
3184	2															3
3185	2															3
3186	1	81	3	1	9	16	1	5	1	1	1		1	1	1	3
3187	2															3
3188	2															3
3189	1	81	3	0	6	24	1	9	21	2		29	1	3	1	3
3190	2															3
3191	2															3
3192	2															3
3193	2															3
3194	1	81	7	2	0	30	1	5	21	2		41	1	3	1	3
3195	1	81	3	1	6	15	1	5	7	1	1		1	1	1	3
3196	2															3
3197	2															3
3198	2															3
3199	1	81	3	4	1	30	1	2	13	1	1		1	1	1	3
3200	1	81	3	3	2	30	1	10	8	1	1		1	1	1	3
3201	2															3
3202	1	81	3	3	3	20	2	6	22	1	15		1	2	1	3
3203	2															3
3204	2															3
3205	1	81	2	17	3	42	1	8	12	1	21		1	2	1	3
3206	1	81	3	1	3	20	2	4	21	1	1		1	2	1	3
3207	1	81	3	6	11	11	2	3	72	1	1		8	1	2	3
3208	2															3
3209	2															3
3210	2															3
3211	2															3
3212	1	81	3	8	4	38	1	5	22	1	1		1	2	1	3
3212	1	82	3	4	3	30	1	4	22	1	1		1	2	1	3
3213	2															3
3214	2															3
3215	1	81	3	5	0	27	1	9	52	1	1		8	1	2	3
3215	1	82	3	2	4	24	1	12	72	1	4		2	1	2	3
3215	1	83	3	4	0	21	1	8	21	1	2		1	1	1	3
3216	2															3
3217	1	81	2	10	4	36	1	8	12	1	22		1	1	1	3
3218	2															3
3219	2															3
3220	2															3
3221	2															3
3222	1	81	3	1	2	17	2	6	13	1	2		1	2	1	3
3223	2															3
3224	1	81	2	10	2	30	1	5	37	1	1		1	1	1	3
3225	2															3
3226	2															3
3227	1	81	3	4	2	22	2	8	21	1	1		1	1	1	3
3227	1	82	3	4	2	17	2	7	21	1	1		1	1	1	3
3228	1	81	3	4	2	15	1	4	36	1	17		1	9	1	3
3229	2															3
3230	2															3
3231	2															3
3232	2															3
3233	1	81	3	0	7	35	1	16	16	1	15		1	1	1	3
3233	1	82	3	3	2	23	1	10	12	1	23		1	1	1	3
3234	2															3
3235	2															3
3236	2															3
3237	2															3
3238	1	81	2	10	3	35	1	5	24	1	17		8	1	1	3
3239	1	81	3	1	2	14	1	3	72	1	1		1	1	2	3
3240	1	81	3	18	2	38	1	10	50	1	12		8	2	1	3
3240	1	82	3	12	6	42	1	8	21	1	1		1	1	1	3
3241	2															3
3242	1	81	3	2	2	20	2	8	72	1	15		3	7	2	3
3243	1	81	2	10	2	45	1	5	21	2		29	1	3	1	3
3243	1	82	3	2	8	20	2	8	72	1	15		3	3	2	3
3244	2															3
3245	2															3
3246	2															3
3247	2															3
3248	1	81	2	5	4	45	1	12	8	2		29	1	1	1	3
3249	2															3
3250	2															3
3251	1	81	2	16	3	40	1	10	12	1	55		1	1	1	3
3252	2															3
3253	2															3
3254	2															3
3255	1	81	3	0	11	24	1	12	8	2		24	1	2	1	3
3256	1	81	2	6	2	30	1	5	22	1	1		8	1	1	3
3257	2															3
3258	2															3
3259	1	81	3	5	0	23	1	12	81	1	15		2	2	2	3
3259	1	82	3	2	0	17	2	10	81	1	15		2	2	2	3
3260	2															3
3261	2															3
3262	2															3
3263	1	81	2	11	7	30	1	9	13	2		29	1	2	1	3
3264	2															3
3265	1	81	3	1	2	20	1	3	8	1	1		1	1	2	3
3266	1	81	3	0	7	7	1	76	72	1	15		2	9	2	3
3267	2															3
3268	1	81	3	5	4	21	1	8	13	2		38	1	2	1	3
3268	1	82	3	1	2	18	1	76	13	2		38	1	2	1	3
3269	2															3
3270	2															3
3271	2															3
3272	2															3
3273	2															3
3274	2															3
3275	2															3
3276	2															3
3277	1	81	3	0	5	22	1	9	8	2		38	1	2	1	3
3278	2															3
3279	2															3
3280	2															3
3281	1	81	3	2	11	23	1	8	37	1	58		1	1	1	3
3281	1	82	3	8	10	24	1	12	81	1	16		2	1	2	3
3282	1	81	2	6	6	32	1	8	13	1	1		1	1	1	3
3283	2															3
3284	2															3
3285	2															3
3286	2															3
3287	1	81	2	0	7	28	1	99	1	1	25		8	1	1	3
3288	1	81	3	4	6	19	1	7	13	1	1		1	2	1	3
3289	2															3
3290	1	81	3	2	6	20	2	6	82	1	16		3	1	2	3
3290	1	82	3	2	0	18	1	76	81	1	16		2	1	2	3
3291	2															3
3292	2															3
3293	2															3
3294	1	81	3	4	9	26	1	10	13	1	55		1	1	1	3
3294	1	82	3	3	2	22	1	10	13	1	1		1	1	1	3
3295	1	81	3	0	6	18	2	6	82	1	16		3	5	2	3
3296	2															3
3297	2															3
3298	2															3
3299	1	81	7	6	3	33	1	5	8	1	1		1	1	1	3
3300	1	81	3	9	4	26	1	9	9	1	1		8	1	1	3
3301	1	81	2	0	2	40	1	4	11	1	2		1	1	1	3
3302	2															3
3303	2															3
3304	2															3
3305	2															3
3306	2															3
3307	2															3
3308	2															3
3309	2															3
3310	2															3
3311	2															3
3312	2															3
3313	1	81	2	10	2	48	1	5	21	1	1		1	1	1	3
3313	1	82	3	6	3	18	2	8	21	1	1		1	1	1	3
3314	1	81	3	0	11	22	2	5	21	1	1		1	1	1	3
3314	1	82	3	0	6	19	1	4	21	1	1		1	1	2	3
3315	2															3
3316	2															3
3317	2															3
3318	2															3
3319	2															3
3320	1	81	3	1	6	22	1	3	22	1	1		1	2	2	3
3321	1	81	2	4	2	38	1	99	2	1	23		8	1	1	3
3322	1	81	3	2	6	21	1	10	13	1	15		1	1	1	3
3323	2															3
3324	2															3
3325	2															3
3326	1	81	3	4	2	28	1	5	13	1	14		1	1	1	3
3327	2															3
3328	2															3
3329	2															3
3330	1	81	3	6	8	25	1	9	13	2		20	1	2	1	3
3331	1	81	3	3	0	20	1	9	12	1	1		1	2	1	3
3331	1	82	3	4	1	17	1	5	12	1	5		1	2	1	3
3332	2															3
3333	1	81	3	2	1	20	1	12	72	1	15		2	2	2	3
3334	1	81	3	0	2	19	2	12	82	1	15		3	4	2	3
3335	1	81	3	7	5	19	1	1	1	1	15		8	1	1	3
3336	1	81	3	1	6	18	1	5	12	1	1		1	2	1	3
3337	2															3
3338	1	81	3	1	4	20	1	5	81	1	55		2	1	2	3
3338	1	82	3	12	2	30	1	10	21	1	1		1	1	1	3
3339	2															3
3340	2															3
3341	1	81	3	8	2	22	2	8	8	1	15		3	5	2	3
3342	2															3
3343	2															3
3344	2															3
3345	2															3
3346	1	81	2	12	0	60	1	99	23	2		29	1	4	1	3
3347	2															3
3348	2															3
3349	1	81	3	9	2	37	1	8	37	2		38	1	7	1	3
3349	1	82	3	11	3	34	1	10	12	1	1		1	3	1	3
3350	1	81	3	16	2	40	1	10	12	1	1		1	2	1	3
3350	1	82	3	12	3	36	1	12	12	1	14		1	2	1	3
3351	2															3
3352	2															3
3353	2															3
3354	2															3
3355	2															3
3356	2															3
3357	2															3
3358	2															3
3359	2															3
3360	2															3
3361	2															3
3362	1	81	3	2	8	16	1	99	21	1	1		1	1	2	3
3363	1	81	3	4	2	28	1	5	21	1	1		1	1	1	3
3363	1	82	3	2	2	20	1	6	21	1	1		1	1	2	3
3364	1	81	3	10	9	32	1	12	19	1	12		1	1	2	3
3364	1	82	3	4	2	22	1	4	21	1	1		1	1	1	3
3364	1	83	3	2	4	18	1	5	21	1	1		1	1	1	3
3365	1	81	3	4	4	17	1	2	1	1	1		1	1	1	3
3366	2															3
3367	2															3
3368	2															3
3369	2															3
3370	2															3
3371	1	81	2	0	11	48	1	99	1	1	1		7	1	1	3
3372	1	81	3	6	11	26	1	16	81	1	1		2	2	1	3
3372	1	82	3	5	6	19	1	9	13	1	1		1	2	1	3
3373	1	81	3	4	2	25	2	14	81	1	1		3	1	2	3
3373	1	82	3	2	2	23	1	9	8	1	1		1	1	2	3
3373	1	83	3	2	2	21	1	7	35	1	1		1	1	1	3
3374	2															3
3375	2															3
3376	2															3
3377	2															3
3378	2															3
3379	2															3
3380	1	81	11	1	6	25	1	4	21	1	1		1	1	2	3
3380	1	82	2	7	0	22	1	5	21	1	1		1	1	1	3
3381	2															3
3382	1	81	14	2	0	25	1	14	5	1	1		2	2	2	3
3383	2															3
3384	2															3
3385	2															3
3386	2															3
3387	2															3
3388	1	81	3	0	2	25	1	10	13	2		24	1	2	2	3
3389	1	81	3	0	10	17	1	99	21	1	2		1	1	1	3
3390	2															3
3391	1	81	3	1	2	17	1	5	21	1	1		1	1	1	3
3392	2															3
3393	2															3
3394	2															3
3395	1	81	3	10	11	14	1	3	22	1	1		8	1	2	3
3396	2															3
3397	2															3
3398	2															3
3399	2															3
3400	2															3
3401	2															3
3402	2															3
3403	1	81	3	0	6	21	1	10	13	1	5		1	2	2	3
3404	2															3
3405	2															3
3406	2															3
3407	1	81	3	17	3	42	1	15	17	1	1		1	2	1	3
3408	1	81	3	4	2	22	1	5	22	1	1		1	2	1	3
3409	2															3
3410	1	81	2	3	6	30	1	12	13	1	2		1	2	1	3
3411	2															3
3412	2															3
3413	2															3
3414	2															3
3415	2															3
3416	2															3
3417	1	81	3	0	6	19	2	7	72	1	15		3	7	2	3
3418	1	81	3	1	2	23	1	10	12	1	15		1	2	1	3
3419	2															3
3420	2															3
3421	2															3
3422	1	81	3	0	7	18	2	5	21	1	1		1	1	2	3
3423	2															3
3424	2															3
3425	2															3
3426	2															3
3427	2															3
3428	1	81	2	2	3	35	1	99	11	1	15		8	1	1	3
3429	2															3
3430	2															3
3431	2															3
3432	1	81	3	3	2	19	1	5	21	1	1		1	1	1	3
3433	2															3
3434	2															3
3435	2															3
3436	2															3
3437	2															3
3438	2															3
3439	2															3
3440	2															3
3441	1	81	3	3	6	42	1	99	13	1	2		1	1	1	3
3442	2															3
3443	2															3
3444	2															3
3445	1	81	3	0	9	17	2	6	8	1	15		3	2	2	3
3446	1	81	3	2	3	16	1	76	5	1	15		2	2	2	3
3447	2															3
3448	2															3
3449	2															3
3450	1	81	3	0	2	25	1	9	21	1	1		1	1	2	3
3451	2															3
3452	2															3
3453	1	81	3	6	0	16	1	9	72	1	15		2	1	2	3
3454	2															3
3455	2															3
3456	2															3
3457	2															3
3458	1	81	2	6	0	27	1	3	21	1	1		1	1	1	3
3459	2															3
3460	2															3
3461	2															3
3462	1	81	3	0	7	28	1	99	1	2		38	1	8	2	3
3463	2															3
3464	1	81	3	0	6	18	2	9	82	1	40		3	5	2	3
3465	1	81	3	5	0	17	1	5	13	2		38	1	9	1	3
3466	2															3
3467	2															3
3468	2															3
3469	1	81	3	6	10	20	1	5	1	2		20	1	7	1	3
3470	1	81	2	1	6	36	1	10	1	2		29	1	1	1	3
3470	1	82	3	0	7	12	1	3	2	1	40		2	10	1	3
3471	2															3
3472	2															3
3473	2															3
3474	1	81	3	3	0	18	2	5	82	1	39		3	1	2	3
3475	1	81	3	3	2	25	1	9	13	2		20	1	7	1	3
3476	2															3
3477	2															3
3478	1	81	3	11	11	16	2	10	2	1	46		2	10	2	3
3479	2															3
3480	2															3
3481	1	81	3	0	9	16	2	7	82	1	64		3	1	2	3
3482	2															3
3483	2															3
3484	2															3
3485	1	81	3	7	0	3	2	99	84	1	45		8	1	2	3
3486	2															3
3487	2															3
3488	2															3
3489	2															3
3490	2															3
3491	2															3
3492	2															3
3493	2															3
3494	2															3
3495	2															3
3496	1	81	3	4	0	25	1	9	13	2		20	1	4	2	3
3496	1	82	3	3	0	24	1	5	13	2		20	1	4	2	3
3497	2															3
3498	2															3
3499	2															3
3500	2															3
3501	1	81	3	2	6	18	2	12	82	1	40		3	1	2	3
3502	1	81	3	3	1	16	2	9	82	1	40		3	1	2	3
3502	1	82	3	3	0	18	1	5	13	1	45		1	1	1	3
3503	2															3
3504	1	81	3	0	3	17	2	9	82	1	40		3	1	2	3
3505	2															3
3506	2															3
3507	2															3
3508	2															3
3509	1	81	3	0	7	17	1	10	5	1	40		2	1	2	3
3510	2															3
3511	2															3
3512	2															3
3513	2															3
3514	2															3
3515	2															3
3516	2															3
3517	2															3
3518	2															3
3519	2															3
3520	2															3
3521	2															3
3522	1	81	3	1	6	18	1	10	81	1	39		2	1	2	3
3523	1	81	7	4	0	17	1	10	81	1	39		2	1	2	3
3524	2															3
3525	2															3
3526	1	81	3	10	9	18	2	5	82	1	40		3	1	2	3
3527	2															3
3528	2															3
3529	2															3
3530	2															3
3531	1	81	3	1	2	18	2	3	82	1	40		3	5	2	3
3531	1	82	3	4	0	21	2	5	82	1	40		3	5	2	3
3532	2															3
3533	2															3
3534	2															3
3535	2															3
3536	1	81	3	2	3	17	2	8	82	1	64		3	5	2	3
3537	1	81	7	2	2	18	2	7	82	1	40		3	1	2	3
3538	2															3
3539	2															3
3540	2															3
3541	2															3
3542	2															3
3543	2															3
3544	1	81	3	0	6	20	1	8	13	1	1		1	1	1	3
3544	1	82	4	0	6	18	2	5	13	1	1		1	1	2	3
3545	2															3
3546	1	81	3	3	5	20	1	7	13	2		38	1	5	1	3
3546	1	82	3	1	2	19	2	8	82	1	40		3	5	2	3
3547	2															3
3548	2															3
3549	2															3
3550	2															3
3551	2															3
3552	2															3
3553	2															3
3554	2															3
3555	2															3
3556	2															3
3557	2	81	3	0	8	17	2	9	82	1	45		3	1	2	3
3558	2															3
3559	2															3
3560	1	81	3	0	4	23	1	12	1	1	1		1	1	2	3
3561	2															2
3562	2															2
3563	2															2
3564	2															2
3565	2															2
3566	2															2
3567	2															2
3568	2															2
3569	2															2
3570	2															2
3571	2															2
3572	2															2
3573	1	81	3	3	0	19	1	10	21	2		38	1	7	1	2
3574	1	81	3	3	0	31	1	8	13	2		29	1	8	1	2
3575	1	81	2	10	3	40	1	8	21	1	1		1	1	1	2
3576	2															2
3577	2															2
3578	1	81	2	8	2	35	1	9	21	1	1		1	1	1	2
3579	2															2
3580	2															2
3581	2															2
3582	2															2
3583	2															2
3584	2															2
3585	2															2
3586	2															2
3587	2															2
3588	2															2
3589	2															2
3590	2															2
3591	2															2
3592	2															2
3593	2															2
3594	2															2
3595	2															2
3596	2															2
3597	2															2
3598	2															2
3599	2															2
3600	2															2
3601	2															3
3602	2															3
3603	2															3
3604	1	81	3	2	0	13	1	5	81	1	1		2	3	2	3
3605	2															3
3606	1	81	3	3	2	25	1	5	7	2		20	1	3	1	3
3607	2															3
3608	2															3
3609	2															3
3610	1	81	3	8	1	25	1	5	21	2		41	1	3	1	3
3611	2															3
3612	2															3
3613	2															3
3614	2															3
3615	2															3
3616	2															3
3617	2															3
3618	2															3
3619	2															3
3620	2															3
3621	2															3
3622	2															3
3623	2															3
3624	2															3
3625	1	81	3	4	5	32	1	5	21	2		20	1	3	1	3
3626	2															3
3627	2															3
3628	2															3
3629	2															3
3630	2															3
3631	2															3
3632	2															3
3633	2															3
3634	2															3
3635	2															3
3636	1	81	2	0	3	25	2	2	21	2		41	1	3	2	3
3637	2															3
3638	2															3
3639	2															3
3640	2															3
3641	2															3
3642	2															3
3643	1	81	3	3	2	19	1	12	81	1	1		2	1	2	3
3644	1	81	3	3	2	18	2	10	81	1	6		2	10	2	3
3645	2															3
3646	2															3
3647	2															3
3648	2															3
3649	2															3
3650	2															3
3651	2															3
3652	2															3
3653	2															3
3654	2															3
3655	1	81	3	4	1	32	1	10	21	2		29	1	8	1	3
3655	1	82	3	4	2	28	1	10	21	2		20	1	6	1	3
3656	2															3
3657	1	81	7	4	2	28	1	8	21	2		20	1	3	1	3
3658	1	81	2	4	1	40	1	10	21	2		20	1	8	1	3
3659	1	81	3	4	6	26	1	6	21	2		20	1	5	1	3
3660	1	81	3	3	2	25	1	4	21	2		15	1	8	1	3
3661	2															3
3662	2															3
3663	2															3
3664	2															3
3665	2															3
3666	2															3
3667	2															3
3668	2															3
3669	2															3
3670	2															3
3671	2															3
3672	2															3
3673	2															3
3674	2															3
3675	2															3
3676	2															3
3677	2															3
3678	2															3
3679	2															3
3680	2															3
3681	2															3
3682	2															3
3683	2															3
3684	2															3
3685	2															3
3686	2															3
3687	2															3
3688	2															3
3689	2															3
3690	2															3
3691	2															3
3692	2															3
3693	2															3
3694	2															3
3695	2															3
3696	2															3
3697	2															3
3698	2															3
3699	2															3
3700	2															3
3701	2															3
3702	2															3
3703	2															3
3704	2															3
3705	2															3
3706	2															3
3707	2															3
3708	2															3
3709	2															3
3710	2															3
3711	2															3
3712	2															3
3713	2															3
3714	2															3
3715	2															3
3716	2															3
3717	2															3
3718	2															3
3719	1	81	2	0	8	40	1	99	37	1	22		1	5	1	3
3720	2															3
3721	2															3
3722	2															3
3723	2															3
3724	2															3
3725	1	81	2	8	3	40	1	5	12	2		38	1	1	1	3
3726	2															3
3727	2															3
3728	2															3
3729	2															3
3730	2															3
3731	2															3
3732	2															3
3733	1	81	3	4	3	24	1	5	13	2		20	1	2	1	3
3734	2															3
3735	2															3
3736	2															3
3737	2															3
3738	2															3
3739	1	81	3	12	6	24	1	8	22	1	1		1	1	1	3
3740	1	81	3	3	0	31	1	10	8	2		38	1	4	1	3
3740	1	82	4	8	0	26	1	10	8	2		38	1	4	1	3
3741	2															3
3742	1	81	3	3	6	21	1	5	37	2		41	1	8	1	3
3743	2															3
3744	2															3
3745	2															3
3746	1	81	2	4	7	43	1	4	1	2		41	1	7	1	3
3747	2															3
3748	2															3
3749	2															3
3750	2															3
3751	2															3
3752	2															3
3753	2															3
3754	2															3
3755	2															3
3756	1	81	2	11	8	45	1	8	5	2		21	1	1	2	3
3757	2															3
3758	1	81	2	10	4	32	2	5	21	2		41	1	4	1	3
3759	1	81	3	7	9	26	1	99	21	1	1		1	1	1	3
3760	2															3
3761	2															3
3762	1	81	2	10	3	30	2	5	15	2		38	1	3	1	3
3763	1	81	2	7	2	28	1	9	50	2		24	1	3	1	3
3764	2															3
3765	2															3
3766	1	81	3	4	0	28	1	12	8	2		38	1	3	1	3
3766	1	82	3	3	0	26	1	10	8	2		38	1	3	2	3
3767	2															3
3768	1	81	3	25	0	36	1	12	51	1	1		8	1	1	3
3769	2															3
3770	2															3
3771	2															3
3772	2															3
3773	2															3
3774	2															3
3775	2															3
3776	2															3
3777	2															3
3778	2															3
3779	2															3
3780	2															3
3781	2															3
3782	2															3
3783	2															3
3784	2															3
3785	2															3
3786	2															3
3787	2															3
3788	2															3
3789	2															3
3790	2															3
3791	2															3
3792	2															3
3793	2															3
3794	2															3
3795	2															3
3796	2															3
3797	2															3
3798	2															3
3799	2															3
3800	2															3
3801	2															3
3802	2															3
3803	2															3
3804	2															3
3805	2															3
3806	2															3
3807	2															3
3808	1	81	2	0	1	28	1	9	1	2		41	1	4	2	3
3809	2															3
3810	2															3
3811	2															3
3812	2															3
3813	2															3
3814	2															3
3815	2															3
3816	2															3
3817	2															3
3818	2															3
3819	2															3
3820	2															3
3821	2															3
3822	1	81	3	4	11	15	2	6	82	1	39		3	3	2	3
3823	2															3
3824	2															3
3825	2															3
3826	2															3
3827	2															3
3828	2															3
3829	2															3
3830	2															3
3831	2															3
3832	2															3
3833	2															3
3834	2															3
3835	2															3
3836	2															3
3837	2															3
3838	2															3
3839	2															3
3840	2															3
3841	1	81	3	0	3	30	1	1	37	1	1		8	1	1	3
3841	1	82	3	0	3	28	1	1	37	1	1		8	1	1	3
3841	1	83	3	0	3	20	1	5	37	1	1		8	1	1	3
3841	1	84	3	0	3	18	1	4	37	1	1		8	1	1	3
3842	2															3
3843	2															3
3844	2															3
3845	2															3
3846	2															3
3847	2															3
3848	2															3
3849	2															3
3850	2															3
3851	2															3
3852	2															3
3853	2															3
3854	2															3
3855	2															3
3856	2															3
3857	2															3
3858	2															3
3859	2															3
3860	2															3
3861	2															3
3862	2															3
3863	2															3
3864	2															3
3865	2															3
3866	2															3
3867	2															3
3868	2															3
3869	2															3
3870	2															3
3871	2															3
3872	2															3
3873	2															3
3874	2															3
3875	2															3
3876	2															3
3877	2															3
3878	2															3
3879	2															3
3880	2															3
3881	2															3
3882	1	81	3	3	2	20	2	9	82	1	15		3	2	2	3
3882	1	82	3	0	2	22	1	8	21	1	18		1	2	1	3
3883	2															3
3884	2															3
3885	2															3
3886	1	81	3	0	6	18	2	5	8	1	16		3	8	2	3
3887	1	81	3	0	4	22	1	5	21	1	1		1	1	1	3
3888	2															3
3889	2															3
3890	2															3
3891	1	81	3	1	6	19	2	5	82	1	16		3	8	2	3
3891	1	82	3	1	0	17	2	5	82	1	16		3	8	2	3
3892	1	81	3	0	3	19	2	8	8	1	16		3	8	2	3
3893	2															3
3894	1	81	3	0	4	17	1	10	5	1	55		2	2	2	3
3895	2															3
3896	2															3
3897	2															3
3898	1	81	3	1	2	14	1	76	2	1	18		2	9	2	3
3899	2															3
3900	2															3
3901	2															3
3902	2															3
3903	2															3
3904	1	81	2	1	2	35	1	2	1	1	26		1	1	1	3
3905	2															3
3906	1	81	3	0	6	19	2	7	82	1	16		3	7	2	3
3907	1	81	3	5	3	24	1	5	11	1	55		1	1	1	3
3908	1	81	3	2	3	25	2	5	82	1	16		3	7	2	3
3909	1	81	3	4	8	24	2	5	82	1	16		3	2	2	3
3909	1	82	3	1	6	22	2	6	82	1	16		3	2	2	3
3909	1	83	3	4	3	26	1	3	1	1	18		1	1	1	3
3910	2															3
3911	2															3
3912	2															3
3913	2															3
3914	2															3
3915	2															3
3916	2															3
3917	2															3
3918	2															3
3919	2															3
3920	2															3
3921	1	81	3	0	10	16	1	22	81	1	2		2	2	2	3
3922	1	81	3	0	5	19	1	10	13	1	1		1	1	1	3
3923	1	81	3	0	2	18	2	6	13	1	1		1	1	2	3
3924	2															3
3925	1	81	3	4	3	19	1	6	13	1	1		1	1	1	3
3926	2															3
3927	2															3
3928	2															3
3929	2															3
3930	2															3
3931	2															3
3932	2															3
3933	2															3
3934	2															3
3935	2															3
3936	1	81	3	2	1	20	1	5	21	1	1		1	1	1	3
3937	2															3
3938	2															3
3939	2															3
3940	2															3
3941	2															3
3942	1	81	3	4	2	24	2	99	82	1	16		3	2	2	3
3943	2															3
3944	2															3
3945	2															3
3946	2															3
3947	2															3
3948	2															3
3949	2															3
3950	2															3
3951	2															3
3952	2															3
3953	2															3
3954	1	81	3	1	1	20	2	3	82	1	16		3	7	2	3
3955	2															3
3956	2															3
3957	1	81	7	3	6	16	1	8	51	1	16		8	3	1	3
3958	2															3
3959	2															3
3960	2															3
3961	1	81	2	1	2	35	1	99	37	1	1		8	1	1	3
3962	2															3
3963	2															3
3964	2															3
3965	2															3
3966	2															3
3967	2															3
3968	2															3
3969	2															3
3970	2															3
3971	1	81	3	0	3	17	2	2	15	1	1		1	9	2	3
3972	2															3
3973	2															3
3974	2															3
3975	1	81	2	1	2	50	1	99	8	1	14		1	1	1	3
3975	1	82	3	2	2	16	2	4	14	1	1		1	10	1	3
3976	2															3
3977	2															3
3978	2															3
3979	2															3
3980	1	81	2	3	2	30	1	5	13	1	2		1	1	1	3
3981	2															3
3982	2															3
3983	2															3
3984	2															3
3985	2															3
3986	2															3
3987	2															3
3988	2															3
3989	2															3
3990	2															3
3991	2															3
3992	1	81	3	2	3	15	2	5	13	1	2		1	1	1	3
3993	2															3
3994	2															3
3995	2															3
3996	2															3
3997	2															3
3998	2															3
3999	2															3
4000	2															3
4001	2															3
4002	2															3
4003	2															3
4004	2															3
4005	2															3
4006	2															3
4007	2															3
4008	2															3
4009	2															3
4010	2															3
4011	2															3
4012	1	81	3	3	3	42	1	8	13	1	1		1	2	1	3
4012	1	82	3	3	3	37	1	7	13	1	1		1	2	1	3
4013	2															3
4014	2															3
4015	2															3
4016	2															3
4017	2															3
4018	1	81	3	5	5	26	1	5	44	1	50		1	3	1	3
4018	1	82	2	39	2	65	1	6	44	1	50		1	3	1	3
4019	1	81	3	8	7	30	1	5	37	2		38	1	8	1	3
4020	2															3
4021	2															3
4022	2															3
4023	2															3
4024	2															3
4025	2															3
4026	2															3
4027	2															3
4028	1	81	2	9	11	42	1	8	13	1	1		1	2	1	3
4029	2															3
4030	2															3
4031	2															3
4032	2															3
4033	1	81	3	2	8	20	2	4	82	1	50		3	5	2	3
4034	2															3
4035	2															3
4036	1	81	3	11	1	25	2	5	82	1	50		3	5	2	3
4037	2															3
4038	2															3
4039	2															3
4040	2															3
4041	2															3
4042	1	81	3	3	3	28	1	5	22	1	1		1	2	1	3
4043	2															3
4044	2															3
4045	2															3
4046	2															3
4047	2															3
4048	2															3
4049	2															3
4050	1	81	3	3	5	22	2	99	82	1	50		3	5	2	3
4051	1	81	3	11	10	19	2	5	82	1	50		3	5	2	3
4052	2															3
4053	2															3
4054	2															3
4055	2															3
4056	1	81	3	5	10	17	2	10	82	1	50		3	5	2	3
4057	2															3
4058	1	81	3	3	2	21	2	5	82	1	50		3	8	2	3
4059	2															3
4060	2															3
4061	2															3
4062	2															3
4063	2															3
4064	2															3
4065	1	81	2	2	5	60	1	8	13	1	18		1	1	1	3
4066	2															3
4067	1	81	3	9	3	25	1	7	13	1	1		1	2	1	3
4068	1	81	2	7	9	40	1	5	13	1	1		1	2	1	3
4069	1	81	2	25	0	47	1	12	13	2		29	1	8	1	3
4070	2															3
4071	1	81	3	0	6	27	1	10	13	2		24	1	4	2	3
4072	1	81	3	10	1	32	1	7	13	2		29	1	2	1	3
4072	1	82	3	11	3	30	1	8	13	2		29	1	2	1	3
4073	2															3
4074	2															3
4075	1	81	2	3	1	40	1	6	13	1	28		1	1	1	3
4076	2															3
4077	2															3
4078	2															3
4079	2															3
4080	2															3
4081	2															3
4082	1	81	2	3	5	52	1	10	13	2		29	1	1	1	3
4083	2															3
4084	2															3
4085	1	81	3	4	3	23	1	8	13	2		31	1	8	1	3
4086	1	81	2	4	4	40	1	7	13	2		24	1	4	1	3
4087	2															3
4088	1	81	3	2	0	30	1	14	13	2		29	1	2	1	3
4089	1	81	3	2	6	20	1	9	13	2		38	1	2	1	3
4089	1	82	3	0	6	17	1	10	81	2		38	1	2	1	3
4090	1	81	3	1	0	25	1	5	13	2		38	1	2	1	3
4091	2															3
4092	2															3
4093	2															3
4094	1	81	2	0	2	27	1	9	13	2		2	1	2	2	3
4095	2															3
4096	2															3
4097	1	81	3	1	6	19	2	9	82	1	26		3	2	2	3
4098	2															3
4099	1	81	2	1	2	40	1	7	13	2		29	1	1	1	3
4100	1	81	2	0	2	40	1	6	13	2		38	1	4	2	3
4101	2															3
4102	2															3
4103	2															3
4104	2															3
4105	2															3
4106	2															3
4107	2															3
4108	2															3
4109	2															3
4110	2															3
4111	2															3
4112	2															3
