a01	v1_01	pid	v1_02	v1_03	v1_04	v1_05	v1_06	v1_07	v1_08	v1_09	v1_10	v1_11	v1_12	v1_13	v1_14	sample_type
4113	1	81	2	1	2	30	1	4	1	1	18		1	1	1	3
4114	2															3
4115	2															3
4116	2															3
4117	2															3
4118	2															3
4119	2															3
4120	2															3
4121	2															3
4122	2															3
4123	2															3
4124	1	81	3	2	6	18	1	7	13	1	1		1	1	1	3
4125	2															3
4126	1	81	3	2	3	35	1	8	22	1	18		1	1	1	3
4127	1	81	3	3	5	28	1	8	21	1	18		1	2	1	3
4128	2															3
4129	2															3
4130	2															3
4131	2															3
4132	1	81	3	1	0	30	1	10	13	2		29	1	2	1	3
4133	2															3
4134	1	81	2	11	1	37	1	8	13	2		29	1	1	1	3
4135	2															3
4136	2															3
4137	1	81	2	4	6	36	1	8	13	2		24	1	3	1	3
4138	1	81	3	9	4	25	1	9	13	2		29	1	2	1	3
4139	1	81	3	9	3	27	1	8	13	2		29	1	2	1	3
4140	1	81	1	3	2	40	1	7	13	1	18		1	1	1	3
4141	1	81	2	2	10	40	1	5	11	1	25		8	2	1	3
4142	1	81	2	0	7	65	1	2	11	1	25		8	2	1	3
4142	1	82	3	4	5	20	2	5	82	1	27		2	3	2	3
4143	1	81	3	3	5	21	2	4	82	1	27		3	5	2	3
4144	1	81	2	2	6	30	1	2	11	1	25		8	3	1	3
4145	1	81	7	0	7	15	1	3	11	1	25		8	2	2	3
4146	1	81	3	4	4	23	2	6	82	1	27		3	2	2	3
4147	2															3
4148	2															3
4149	2															3
4150	2															3
4151	2															3
4152	2															3
4153	2															3
4154	1	81	3	4	0	21	1	2	13	1	1		1	1	1	3
4155	2															3
4156	1	81	3	4	3	30	1	7	14	1	28		1	1	1	3
4157	2															3
4158	2															3
4159	2															3
4160	2															3
4161	2															3
4162	2															3
4163	2															3
4164	2															3
4165	2															3
4166	1	81	3	3	6	23	1	9	12	1	1		1	1	1	3
4166	1	82	3	0	5	20	1	8	12	1	1		1	1	1	3
4167	1	81	3	0	7	18	2	12	13	1	1		1	1	1	3
4168	2															3
4169	2															3
4170	2															3
4171	2															3
4172	2															3
4173	2															3
4174	2															3
4175	2															3
4176	2															3
4177	2															3
4178	2															3
4179	2															3
4180	2															3
4181	2															3
4182	1	81	3	2	10	17	1	8	24	2		38	1	10	2	3
4182	1	82	1	2	8	40	1	99	7	1	43		1	4	1	3
4183	2															3
4184	2															3
4185	2															3
4186	2															3
4187	2															3
4188	1	81	2	7	2	50	1	10	24	2		38	1	1	1	3
4189	2															3
4190	1	81	3	8	8	25	1	7	21	2		27	1	7	2	3
4191	2															3
4192	1	81	2	11	9	25	1	99	11	1	37		1	1	1	3
4193	2															3
4194	2															3
4195	2															3
4196	2															3
4197	2															3
4198	2															3
4199	2															3
4200	2															3
4201	2															3
4202	2															3
4203	2															3
4204	2															3
4205	2															3
4206	1	81	3	11	2	23	1	9	12	1	2		1	1	1	3
4206	1	82	3	10	2	21	1	12	21	1	1		1	1	1	3
4207	2															3
4208	2															3
4209	2															3
4210	2															3
4211	2															3
4212	2															3
4213	2															3
4214	2															3
4215	2															3
4216	2															3
4217	2															3
4218	2															3
4219	2															3
4220	2															3
4221	2															3
4222	2															3
4223	2															3
4224	1	81	2	9	11	27	1	3	1	2		38	1	1	1	3
4225	2															3
4226	2															3
4227	1	81	3	9	2	32	1	1	23	1	1		1	1	1	3
4228	1	81	3	9	5	24	1	5	7	2		20	1	3	1	3
4229	2															3
4230	2															3
4231	2															3
4232	2															3
4233	2															3
4234	2															3
4235	2															3
4236	2															3
4237	2															3
4238	2															3
4239	2															3
4240	2															3
4241	2															3
4242	2															3
4243	2															3
4244	2															3
4245	2															3
4246	2															3
4247	2															3
4248	2															3
4249	2															3
4250	2															3
4251	2															3
4252	2															3
4253	2															3
4254	2															3
4255	2															3
4256	2															3
4257	2															3
4258	2															3
4259	2															3
4260	2															3
4261	2															2
4262	1	81	3	15	7	30	1	5	51	1	1		1	1	1	2
4262	1	82	3	5	4	28	1	4	8	1	1		1	1	1	2
4262	1	83	3	3	8	20	1	99	8	1	1		1	1	1	2
4263	2															2
4264	1	81	2	9	5	30	1	6	21	1	64		1	1	1	2
4265	1	81	3	5	6	30	1	4	28	1	1		1	1	1	2
4265	1	82	3	3	6	27	1	4	28	1	1		1	1	1	2
4265	1	83	3	1	1	20	1	8	8	1	1		1	1	2	2
4266	2															2
4267	2															2
4268	1	81	3	3	9	20	2	5	8	1	18		1	4	1	2
4269	2															2
4270	1	81	2	7	12	50	1	2	13	1	1		1	1	1	2
4271	2															2
4272	2															2
4273	1	81	7	2	3	51	1	16	13	1	1		1	2	1	2
4274	2															2
4275	2															2
4276	1	81	2	5	6	30	1	99	11	1	1		1	1	1	2
4277	2															2
4278	1	81	2	2	6	38	1	99	11	1	1		1	1	1	2
4279	1	81	2	7	6	40	1	5	11	1	1		1	1	1	2
4280	1	81	2	1	9	38	1	6	51	1	1		1	1	1	2
4281	2															2
4282	2															2
4283	1	81	7	15	2	30	1	8	3	1	1		1	7	1	2
4284	2															2
4285	2															2
4286	2															2
4287	2															2
4288	2															2
4289	2															2
4290	1	81	2	1	0	50	1	99	1	1	64		1	1	1	2
4291	2															2
4292	2															2
4293	2															2
4294	2															2
4295	2															2
4296	2															2
4297	2															2
4298	2															2
4299	2															2
4300	1	81	3	5	0	35	1	16	13	1	1		1	2	1	2
4300	1	82	3	5	0	28	1	10	13	1	1		1	2	2	2
4301	2															2
4302	2															2
4303	2															2
4304	2															2
4305	1	81	2	4	3	55	1	9	13	2		20	1	3	1	2
4306	1	81	3	0	8	18	1	9	23	1	1		1	3	1	2
4307	1	81	3	3	1	50	1	12	13	1	1		1	1	1	2
4307	1	82	3	15	2	40	1	11	13	1	1		1	2	1	2
4307	1	83	3	13	2	35	1	14	13	1	24		1	2	1	2
4307	1	84	3	13	2	33	1	11	39	1	1		1	2	1	2
4308	1	81	2	6	2	50	1	9	13	1	1		1	1	1	2
4308	1	82	3	6	4	22	1	12	5	1	1		1	1	2	2
4309	1	81	3	4	3	22	1	22	13	1	1		1	4	1	2
4310	2															2
4311	1	81	3	5	7	32	1	14	14	1	1		1	2	1	2
4311	1	82	3	4	8	28	1	14	14	1	1		1	2	1	2
4311	1	83	3	3	7	26	1	16	14	1	1		1	2	2	2
4312	2															2
4313	2															2
4314	2															2
4315	2															2
4316	1	81	3	0	8	19	1	33	81	1	64		2	2	2	2
4317	1	81	2	15	9	48	1	10	12	1	1		1	4	1	2
4318	1	81	3	2	2	18	2	3	13	1	1		1	4	1	2
4319	1	81	7	4	1	25	1	12	14	1	1		1	1	1	2
4320	2															2
4321	1	81	2	3	6	35	1	10	13	1	1		1	1	1	2
4322	1	81	3	10	2	27	1	9	13	1	1		1	1	1	2
4323	2															2
4324	2															2
4325	2															2
4326	1	81	6	4	8	32	1	10	13	1	2		1	1	1	2
4326	1	82	6	4	6	29	1	10	13	1	1		1	1	1	2
4326	1	83	6	0	2	20	1	10	13	1	1		1	1	2	2
4327	1	81	3	2	6	40	1	5	8	1	1		1	1	1	2
4328	1	81	3	1	0	18	2	4	11	1	1		1	4	1	2
4329	2															2
4330	2															2
4331	1	81	2	2	6	40	1	10	13	1	1		1	1	1	2
4332	1	81	3	1	3	26	1	9	13	1	5		1	8	1	2
4333	1	81	2	1	6	30	2	5	8	1	18		1	4	2	2
4334	2															2
4335	2															2
4336	2															2
4337	2															2
4338	2															2
4339	1	81	3	1	0	14	2	5	8	1	5		1	4	2	2
4340	2															2
4341	2															2
4342	1	81	3	4	2	21	1	9	23	1	1		1	2	1	2
4343	2															2
4344	1	81	3	1	1	18	2	8	8	1	18		1	2	1	2
4345	2															2
4346	2															2
4347	2															2
4348	1	81	3	3	2	28	1	12	13	1	59		1	1	1	2
4349	2															2
4350	2															2
4351	2															2
4352	2															2
4353	2															2
4354	2															2
4355	2															2
4356	2															2
4357	2															2
4358	1	81	7	4	0	45	1	8	13	2		29	1	1	1	2
4359	2															2
4360	2															2
4361	2															2
4362	1	81	2	4	8	50	1	5	8	1	1		1	1	1	2
4363	2															2
4364	2															2
4365	1	81	2	4	0	30	1	7	8	1	1		1	1	1	2
4366	2															2
4367	1	81	2	1	6	33	1	99	1	2		13	1	3	1	2
4368	1	81	3	4	1	22	1	9	8	2		38	1	4	1	2
4368	1	82	3	0	6	18	1	5	8	2		38	1	3	1	2
4369	2															2
4370	2															2
4371	2															2
4372	2															2
4373	2															2
4374	2															2
4375	2															2
4376	1	81	6	4	4	35	1	14	13	1	1		1	1	1	2
4376	1	82	6	3	9	28	1	15	13	1	1		1	1	1	2
4377	2															2
4378	2															2
4379	2															2
4380	1	81	3	2	2	16	1	5	8	1	1		1	1	1	2
4381	2															3
4382	2															3
4383	2															3
4384	2															3
4385	2															3
4386	2															3
4387	2															3
4388	2															3
4389	2															3
4390	2															3
4391	1	81	3	9	6	33	1	10	13	1	1		1	1	1	3
4392	2															3
4393	2															3
4394	2															3
4395	2															3
4396	2															3
4397	2															3
4398	2															3
4399	2															3
4400	2															3
4401	2															3
4402	2															3
4403	2															3
4404	2															3
4405	2															3
4406	2															3
4407	2															3
4408	2															3
4409	1	81	7	1	1	18	1	99	7	1	1		8	2	1	3
4410	2															3
4411	2															3
4412	2															3
4413	2															3
4414	2															3
4415	1	81	3	1	2	17	1	7	37	1	1		1	5	2	3
4416	2															3
4417	2															3
4418	2															3
4419	2															3
4420	2															3
4421	2															3
4422	2															3
4423	2															3
4424	2															3
4425	2															3
4426	1	81	3	7	4	20	2	8	82	1	39		3	3	2	3
4427	2															3
4428	2															3
4429	1	81	3	6	5	30	1	16	14	1	52		1	1	1	3
4430	2															3
4431	1	81	2	3	6	55	1	9	50	1	40		8	1	1	3
4431	1	82	3	1	2	18	1	7	50	1	40		8	1	1	3
4432	2															3
4433	2															3
4434	2															3
4435	2															3
4436	2															3
4437	2															3
4438	2															3
4439	2															3
4440	2															3
4441	2															3
4442	2															3
4443	2															3
4444	2															3
4445	1	81	3	3	1	20	2	9	81	1	1		2	3	2	3
4445	1	82	2	0	6	60	1	0	3	1	10		1	1	1	3
4446	1	81	3	0	10	18	2	10	81	1	37		3	3	2	3
4447	2															3
4448	1	81	3	1	11	17	2	5	82	1	10		3	2	2	3
4449	2															3
4450	1	81	3	4	9	22	1	6	36	1	1		1	1	1	3
4451	2															3
4452	2															3
4453	1	81	3	0	8	30	1	10	21	1	1		1	1	1	3
4454	2															3
4455	2															3
4456	1	81	2	0	4	30	1	99	72	1	10		1	1	1	3
4457	2															3
4458	2															3
4459	1	81	3	4	0	23	1	12	81	1	10		2	1	1	3
4460	1	81	2	3	5	33	1	6	35	2		20	1	4	1	3
4461	2															3
4462	2															3
4463	2															3
4464	2															3
4465	2															3
4466	2															3
4467	2															3
4468	2															3
4469	2															3
4470	2															3
4471	2															3
4472	2															3
4473	2															3
4474	2															3
4475	1	81	3	3	8	19	2	6	82	1	37		3	4	2	3
4476	2															3
4477	2															3
4478	2															3
4479	1	81	3	2	6	14	1	5	81	1	10		2	2	2	3
4480	2															3
4481	2															3
4482	2															3
4483	2															3
4484	2															3
4485	2															3
4486	2															3
4487	2															3
4488	1	81	2	6	0	27	1	99	21	1	22		1	1	1	3
4489	2															3
4490	2															3
4491	2															3
4492	2															3
4493	2															3
4494	2															3
4495	2															3
4496	2															3
4497	2															3
4498	2															3
4499	2															3
4500	2															3
4501	2															3
4502	2															3
4503	2															3
4504	2															3
4505	2															3
4506	2															3
4507	2															3
4508	2															3
4509	2															3
4510	2															3
4511	1	81	3	4	0	18	1	76	81	1	48		1	2	1	3
4512	2															3
4513	2															3
4514	2															3
4515	2															3
4516	2															3
4517	2															3
4518	1	81	3	1	2	21	1	12	81	1	1		2	2	2	3
4519	2															3
4520	2															3
4521	2															3
4522	2															3
4523	2															3
4524	2															3
4525	2															3
4526	2															3
4527	1	81	2	1	0	52	1	10	39	1	1		8	1	1	3
4527	1	82	3	1	5	24	1	10	7	2		30	1	8	1	3
4528	2															3
4529	2															3
4530	2															3
4531	2															3
4532	2															3
4533	2															3
4534	2															3
4535	2															3
4536	2															3
4537	2															3
4538	2															3
4539	1	81	3	0	5	32	1	12	12	1	18		1	1	2	3
4539	1	82	3	4	0	25	1	12	8	1	1		8	2	2	3
4539	1	83	3	4	0	22	1	75	81	1	1		2	2	2	3
4540	2															3
4541	2															3
4542	2															3
4543	2															3
4544	2															3
4545	2															3
4546	2															3
4547	2															3
4548	1	81	3	4	0	32	1	5	37	1	1		1	1	1	3
4549	2															3
4550	2															3
4551	2															3
4552	2															3
4553	2															3
4554	2															3
4555	2															3
4556	2															3
4557	2															3
4558	1	81	3	0	6	28	1	4	22	1	1		1	2	2	3
4558	1	82	3	0	5	26	1	5	22	1	1		1	1	2	3
4559	2															3
4560	1	81	3	10	4	17	2	75	5	1	51		2	2	2	3
4561	2															3
4562	2															3
4563	2															3
4564	2															3
4565	2															3
4566	2															3
4567	2															3
4568	2															3
4569	2															3
4570	2															3
4571	2															3
4572	2															3
4573	2															3
4574	2															3
4575	2															3
4576	1	81	2	1	6	30	1	10	35	2		38	1	7	1	3
4577	2															3
4578	2															3
4579	1	81	3	1	3	18	1	10	5	1	38		2	2	2	3
4580	2															3
4581	2															3
4582	2															3
4583	2															3
4584	2															3
4585	2															3
4586	2															3
4587	2															3
4588	2															3
4589	2															3
4590	2															3
4591	2															3
4592	2															3
4593	2															3
4594	1	81	3	1	0	20	1	12	81	1	46		2	2	2	3
4595	2															3
4596	2															3
4597	2															3
4598	2															3
4599	1	81	2	8	0	42	1	12	46	1	1		1	1	1	3
4599	1	82	3	0	3	11	1	5	81	1	1		2	2	2	3
4600	2															3
4601	2															2
4602	2															2
4603	2															2
4604	2															2
4605	1	81	2	2	4	30	1	99	11	1	24		1	1	1	2
4606	2															2
4607	2															2
4608	2															2
4609	2															2
4610	2															2
4611	2															2
4612	1	81	2	3	1	30	1	99	21	1	1		1	1	1	2
4613	2															2
4614	2															2
4615	2															2
4616	2															2
4617	2															2
4618	1	81	2	2	1	35	1	99	67	1	59		1	1	1	2
4619	2															2
4620	1	81	2	2	2	28	1	99	67	1	59		1	1	1	2
4621	2															2
4622	1	81	3	3	0	20	1	99	13	1	1		1	2	1	2
4622	1	82	3	0	4	22	2	6	82	1	11		3	5	2	2
4623	2															2
4624	1	81	3	0	4	8	2	67	81	1	4		2	2	2	2
4625	2															2
4626	2															2
4627	2															2
4628	1	81	3	3	4	30	1	22	13	2		29	1	3	1	2
4629	2															2
4630	2															2
4631	2															2
4632	2															2
4633	2															2
4634	2															2
4635	2															2
4636	2															2
4637	2															2
4638	1	81	3	2	10	14	1	2	8	1	28		1	1	1	2
4639	2															2
4640	1	81	3	2	0	14	1	2	13	1	5		1	2	1	2
4640	1	82	3	2	0	12	1	2	13	1	5		1	2	1	2
4641	2															3
4642	2															3
4643	1	81	2	1	5	55	1	10	13	1	1		1	1	1	3
4643	1	82	3	1	8	20	2	9	82	1	11		3	2	2	3
4644	1	81	3	4	1	23	1	12	81	1	1		2	2	2	3
4645	2															3
4646	2															3
4647	2															3
4648	2															3
4649	2															3
4650	2															3
4651	1	81	7	3	4	22	1	9	52	1	1		8	1	1	3
4652	1	81	3	1	2	19	1	8	10	1	1		1	1	2	3
4653	1	81	3	1	6	22	2	8	82	1	11		3	2	2	3
4653	1	82	3	2	1	19	1	8	13	1	1		1	1	2	3
4653	1	83	3	1	2	24	1	8	13	1	1		1	1	2	3
4653	1	84	3	1	2	17	1	8	2	1	1		1	1	2	3
4654	1	81	3	3	6	25	1	5	8	1	1		1	1	1	3
4655	2															3
4656	1	81	3	3	0	26	1	7	8	2		40	1	4	1	3
4656	1	82	3	1	3	20	2	8	82	1	11		3	2	2	3
4657	2															3
4658	2															3
4659	2															3
4660	1	81	7	1	3	21	2	10	82	1	11		3	3	2	3
4661	2															2
4662	2															2
4663	2															2
4664	2															2
4665	2															2
4666	2															2
4667	2															2
4668	2															2
4669	2															2
4670	2															2
4671	2															2
4672	2															2
4673	2															2
4674	2															2
4675	2															2
4676	2															2
4677	2															2
4678	2															2
4679	2															2
4680	2															2
4681	2															2
4682	2															2
4683	2															2
4684	2															2
4685	2															2
4686	2															2
4687	2															2
4688	2															2
4689	2															2
4690	2															2
4691	2															2
4692	2															2
4693	2															2
4694	2															2
4695	2															2
4696	2															2
4697	2															2
4698	2															2
4699	2															2
4700	2															2
4701	2															2
4702	2															2
4703	2															2
4704	2															2
4705	2															2
4706	2															2
4707	2															2
4708	2															2
4709	2															2
4710	2															2
4711	2															2
4712	2															2
4713	2															2
4714	2															2
4715	2															2
4716	2															2
4717	2															2
4718	2															2
4719	2															2
