a01	plotid	g01	g02	g03	g04	g05	g06	g07	g08a	g08b	g08c	g09a	g09b	g09c	g10	g11	g12	g13a	g13b	g13c	g14	g15a	g15b	g15c	g16a	g16b	g16c	g17a	g17b	g17c	g18a	g18b	g18c	g19a	g19b	g19c	flag	sample_type
3017	5	8	0.5	0.0	0.0	2	2		1			1	72		5000	3	1991	1			2	1			1			1			1			1				3
3018	1	1	32.0	0.0	0.0	2			1			1			700000	3	1800	98			4																	3
3018	2	2	1150.0	1500.0	2.0	2	1		1			1			4000000	3	1800	98			7																	3
3018	3	2	600.0	1200.0	3.0	2	1		1			1			2200000	3	1800	98			7																	3
3018	4	2	200.0	1300.0	4.0	2	1		1			1			650000	3	1810	98			7																	3
3018	5	2	200.0	600.0	2.0	2	1		1			1			700000	3	1810	98			7																	3
3018	6	2	130.0	300.0	0.0	2	1		1			1			500000	3	1800	98			7																	3
3018	7	2	100.0	180.0	0.0	2	1		1			1			420000	3	1800	98			7																	3
3019	1	1	20.0	0.0	0.0	2			1			1			500000	3	1972	98			4																	3
3019	2	2	120.0	1200.0	2.0	2	7		1			1			600000	3	1977	72			1	72			72			72			72			72				3
3019	3	2	120.0	1250.0	3.0	2	7		1			1			600000	3	1997	72			1	72			72			72			72			72				3
3019	4	2	45.0	1000.0	2.0	2	7		1			1			220000	3	1977	72			1	72			72			72			72			72				3
3019	5	2	44.0	1400.0	2.0	2	7		1			1			200000	3	1977	72			1	72			72			72			72			72				3
3019	6	2	62.0	50.0	0.0	2	7		1			1			350000	3	1977	72			1	72			72			72			72			72				3
3019	7	2	15.0	1100.0	3.0	2	7		1			1			90000	3	1977	72			1	72			72			72			72			72				3
3020	1	1	35.0	0.0	0.0	2			1	72		1	72		400000	3	2006	98			4																	3
3020	2	2	30.0	1300.0	3.0	2	7		1			1			250000	1	2010	72			1	72			72			72			72			72				3
3020	3	2	8.0	100.0	2.0	2	7		1			1			42000	3	2000	72			1	72			72			72			72			72				3
3020	4	2	7.0	120.0	2.0	2	7		1			1			40000	3	1995	72			1	72			72			72			72			72				3
3020	5	2	15.0	1500.0	2.0	2	7		1			1			70000	3	1995	72			1	72			72			72			72			72				3
3021	1	1	5.0	0.0	0.0	2			72			72			30000	5	2006	98			4																	3
3022	1	1	15.0	0.0	0.0	2			2			2			80000	2	1990	98			4																	3
3023	1	1	10.5	0.0	0.0	2			2			2			15750	2	2009	98			4																	3
3024	1	1	9.0	0.0	0.0	2			1			1			360000	3	1790	98			4																	3
3024	2	2	25.0	600.0	0.0	2	2		1			1			500000	1	1998	1			1	1			1			1			1			1				3
3024	3	2	15.0	600.0	0.0	2	2		1			1			450000	3	1994	1			1	1			1			1			1			1				3
3024	4	2	15.0	250.0	0.0	2	2		1			1			200000	3	1994	1			1	1			1			1			1			1				3
3024	5	2	15.0	200.0	0.0	2	2		1			1			120000	3	1994	1			1	1			1			1			1			1				3
3024	6	2	15.0	200.0	0.0	2	2		1			1			125000	3	1994	1			1	1			1			1			1			1				3
3024	7	2	14.0	50.0	0.0	2	2		1			1			130000	3	1994	1			1	1			1			1			1			1				3
3024	8	2	12.0	50.0	0.0	2	2		1			1			140000	3	1994	1			1	1			1			1			1			1				3
3024	9	2	7.0	250.0	0.0	2	2		1			1			100000	3	1994	1			1	1			1			1			1			1				3
3024	10	2	8.0	200.0	0.0	2	2		1			1			70000	3	1994	1			1	1			1			1			1			1				3
3024	11	2	6.0	300.0	0.0	2	2		1			1			90000	3	1994	1			1	1			1			1			1			1				3
3024	12	8	4.0	40.0	0.0	2	2		1			1			50000	3	1994	1			2	1			1			1			1			1				3
3025	1	1	1.5	0.0	0.0	2			1			1			20000	2	2001	1			4																	3
3026	1	1	4.0	0.0	0.0	2			1			1			60000	1	2006	98			4																	3
3026	2	2	4.0	0.0	0.0	2	2		1			1			50000	1	2010	1			1	1			1			1			1			1				3
3026	3	2	7.0	0.0	0.0	2	4		72			72			60000	6	2011	1			1	1			1			1			1			1				3
3027	1	1	10.0	0.0	0.0	2			1			1			100000	1	2003	1			4																	3
3027	2	2	45.0	1000.0	4.0	2	2		1			1			350000	1	1991	1			1	1			1			1			1			1				3
3027	3	2	15.0	200.0	0.0	2	2		1			1			120000	3	2006	1			1	1			1			1			1			1				3
3027	4	2	7.5	50.0	0.0	2	2		1			1			75000	1	2006	1			1	1			1			1			1			1				3
3027	5	2	7.5	20.0	0.0	2	2		1			1			75000	3	2006	1			1	1			1			1			1			1				3
3027	6	2	30.0	200.0	0.0	2	4		72			72			250000	6	2008	1			1	1			1			1			1			1				3
3027	7	2	25.0	100.0	0.0	2	4		72			72			270000	6	2008	1			1	1			1			1			1			1				3
3027	8	2	15.0	400.0	0.0	2	4		72			72			200000	6	2009	1			1	1			1			1			1			1				3
3027	9	2	15.0	200.0	0.0	2	4		72			72			200000	6	2009	1			1	1			1			1			1			1				3
3027	10	2	10.0	50.0	0.0	2	4		72			72			120000	6	2009	1			1	1			1			1			1			1				3
3027	11	2	8.0	40.0	0.0	2	4		72			72			80000	6	2008	1			1	1			1			1			1			1				3
3028	1	1	30.0	0.0	0.0	3			1			1			600000	2	1993	71			4																	3
3028	2	9	15.0	0.0	0.0	4	1		1			1			150000	2	1993	71			7																	3
3029	1	1	7.0	0.0	0.0	3			1			1			210000	2	1974	71			4																	3
3030	1	1	55.0	0.0	0.0	4			4			4			850000	1	1990	71			4																	3
3030	2	2	20.0	0.0	3.0	4	4		72			72			300000	6	2001	1			1	1			1			1			1			1				3
3030	3	2	20.0	0.0	5.0	4	4		72			72			300000	6	2001	1			1	1			1			1			1			1				3
3030	4	2	17.0	0.0	5.0	4	4		72			72			210000	6	2001	1			1	1			1			1			1			1				3
3030	5	2	11.0	0.0	3.0	4	4		72			72			220000	6	2003	1			1	1			1			1			1			1				3
3030	6	2	8.0	0.0	5.0	4	4		72			72			160000	6	2004	1			1	1			1			1			1			1				3
3030	7	2	7.0	0.0	5.0	4	4		72			72			140000	6	2002	1			1	1			1			1			1			1				3
3030	8	2	12.0	0.0	5.0	4	4		72			72			240000	6	2002	1			1	1			1			1			1			1				3
3031	1	1	5.0	0.0	0.0	3			1			1			150000	3	1974	71			4																	3
3032	1	1	3.0	0.0	0.0	2			1			1			150000	3	1995	71			4																	3
3033	1	1	5.0	0.0	0.0	2			1			1			150000	3	2003	71			4																	3
3034	1	1	3.0	0.0	0.0	4			1			72			30000	3	2007	98			4																	3
3035	1	1	5.0	0.0	0.0	4			7			7			50000	4	1942	98			4																	3
3035	2	8	5.0	0.0	0.0	4	2		7			7			80000	4	1942	1	5		2	1	5		1	5		1	5		1	5		1	5			3
3035	3	2	50.0	200.0	2.0	4	3	416.0	72			72			500000	6	2009	1	5		1	1	5		1	5		1	5		1	5		1	5			3
3035	4	2	25.0	200.0	2.5	4	3	200.0	72			72			220000	6	2008	1	5		1	1	5		1	5		1	5		1	5		1	5			3
3035	5	2	15.0	0.0	0.0	4	3	120.0	72			72			150000	6	2006	1	5		1	1	5		1	5		1	5		1	5		1	5			3
3036	1	1	5.0	0.0	0.0	4			6			6			40000	3	2009	1			4																	3
3037	1	1	2.0	0.0	0.0	4			72			72			16000	5	1998	98			4																	3
3038	1	1	12.0	0.0	0.0	4			74			74			200000	7	1962	98			4																	3
3039	1	1	2.0	0.0	0.0	4			1			1			30000	2	2006	1			4																	3
3039	2	2	25.0	350.0	2.0	4	5		72			72			300000	6	2009	72			1	72			72			72			72			72				3
3039	3	2	15.0	450.0	2.0	4	5		72			72			150000	6	2009	1			1	1			1			1			1			1				3
3040	1	1	25.0	0.0	0.0	4			1			1			250000	3	1960	1			4																	3
3040	2	2	30.0	200.0	0.0	4	5		72			72			300000	6	2010	98			1	1	3		1	3		1	3		1	3		1	3			3
3040	3	2	27.0	300.0	0.0	4	3	224.0	72			72			300000	6	2010	98			1	1	3		1	3		1	3		1	3		1	3			3
3041	1	1	24.0	0.0	0.0	4			72			72			700000	5	2009	1			4																	3
3042	1	1	10.0	0.0	0.0	4			72			72			400000	5	1990	98			4																	3
3043	1	1	5.0	0.0	0.0	5			1			1			150000	3	1990	98			4																	3
3044	1	1	2.0	0.0	0.0	5			1			1			80000	1	2002	98			4																	3
3045	1	1	2.0	0.0	0.0	5			1			72			10000	3	2008	98			4																	3
3046	1	1	15.0	0.0	0.0	5			72			72			500000	4	1990	98			4																	3
3047	1	1	7.0	0.0	0.0	4			1			1			350000	1	1984	1			4																	3
3047	2	2	15.0	500.0	2.0	4	4		72			72			450000	6	2009	1			1	1			1			1			1			1				3
3048	1	1	10.0	0.0	0.0	2			71			72			500000	3	1985	98			4																	3
3049	1	1	3.0	0.0	0.0	2			71			72			150000	3	2006	71			4																	3
3050	1	1	45.0	0.0	0.0	2			1			72			2200000	3	2009	1	3		4																	3
3050	2	2	45.0	1500.0	6.0	2	4		72			72			1125000	6	1990	1	3		1	1	3		1	3		1	3		1	3		1	2			3
3050	3	2	14.0	1500.0	6.0	2	4		72			72			350000	6	1990	1	3		1	1	3		1	3		1	3		1	3		1	2			3
3050	4	2	30.0	1000.0	3.0	2	4		72			72			750000	6	1990	1	3		1	1	3		1	3		1	3		1	3		1	2			3
3050	5	2	30.0	1000.0	3.0	2	4		72			72			750000	6	1990	1	3		1	1	3		1	3		1	3		1	3		1	2			3
3050	6	2	14.0	1000.0	3.0	2	4		72			72			350000	6	1990	1	3		1	1	3		1	3		1	3		1	3		1	2			3
3050	7	2	14.0	1000.0	3.0	2	4		72			72			350000	6	1990	1	3		1	1	3		1	3		1	3		1	3		1	2			3
3050	8	2	10.0	1000.0	3.0	2	4		72			72			250000	6	1990	1	3		1	1	3		1	3		1	3		1	3		1	2			3
3050	9	2	45.0	200.0	0.0	2	4		72			72			11250000	6	1990	1	3		1	1	3		1	3		1	3		1	3		1	3			3
3051	1	1	1.0	0.0	0.0	2			72			72			50000	4	2003	98			4																	3
3052	1	1	15.0	0.0	0.0	2			71			72			100000	3	1920	71			4																	3
3053	1	1	4.0	0.0	0.0	2			1			1			200000	3	1990	71			4																	3
3053	2	1	4.0	0.0	5.0	2			2			2			100000	2	2011	98			4																	3
3054	1	1	3.0	0.0	0.0	2			2			2			60000	1	2006	98			4																	3
3055	1	1	4.0	0.0	0.0	2			1			1			100000	3	2009	98			4																	3
3056	1	1	5.0	0.0	0.0	2			72			72			20000	5	2010	1			4																	3
3057	1	1	21.0	0.0	0.0	2			71			72			1050000	1	2000	71			4																	3
3057	2	2	60.0	1000.0	0.0	2	7		71			72			800000	1	2000	72			1	72			72			72			72			72				3
3057	3	2	15.0	1000.0	0.0	2	7		71			72			200000	1	1999	72			1	72			72			72			72			72				3
3057	4	2	15.0	1000.0	0.0	2	7		71			72			200000	1	1995	72			1	72			72			72			72			72				3
3057	5	2	20.0	950.0	0.0	2	7		71			72			250000	1	1995	72			1	72			72			72			72			72				3
3057	6	4	7.0	500.0	0.0	2	1		71			72			500000	3	2000	98			5																	3
3058	1	1	18.0	0.0	0.0	2			1			1			2000000	1	1984	98			4																	3
3058	2	2	10.0	0.0	0.0	2	7		1			1			700000	1	1984	72			1	72			72			72			72			72				3
3059	1	1	3.0	0.0	0.0	2			1			1			90000	3	2004	1			4																	3
3060	1	1	2.0	0.0	0.0	2			72			72			100000	4	2011	1			4																	3
3061	1	1	8.0	0.0	0.0	4			1			1			200000	3	1995	98			4																	3
3061	2	2	30.0	0.0	0.0	4	7		1			1			120000	3	1995	72			1	72			72			72			72			72				3
3062	1	1	2.0	0.0	0.0	4			1			1			100000	3	1990	71			4																	3
3062	2	5	2.0	0.0	0.0	4	6	20.0	1			1			100000	3	1990	72			1	72			72			72			72			72				3
3062	3	2	45.0	500.0	4.0	4	4		72			72			500000	6	2005	1			1	1	3	5	1			1			98			1				3
3062	4	2	37.0	300.0	0.0	4	4		72			72			400000	6	2005	1			1	1	3	5	1			1			98			1				3
3062	5	2	30.0	800.0	4.0	4	4		72			72			300000	6	2005	1			1	3	5	1	1			1			98			1				3
3062	6	2	30.0	800.0	4.0	4	4		72			72			300000	6	2005	1			1	1	3	5	1			1			98			1				3
3062	7	2	30.0	800.0	4.0	4	4		72			72			300000	6	2005	1			1	1	3	5	1			1			98			1				3
3062	8	2	30.0	800.0	4.0	4	4		72			72			300000	6	2005	1			1	1	3	5	1			1			98			1				3
3062	9	2	21.0	500.0	0.0	4	4		72			72			200000	6	2005	1			1	1	3	5	1			1			98			1				3
3062	10	2	21.0	1000.0	0.0	4	4		72			72			200000	6	2005	1			1	1	3	5	1			1			98			1				3
3062	11	2	20.0	1000.0	4.0	4	4		72			72			200000	6	2005	1			1	1	3	5	1			1			98			1				3
3062	12	2	20.0	1000.0	4.0	4	4		72			72			200000	6	2005	1			1	1	3	5	1			1			98			1				3
3063	1	1	4.0	0.0	0.0	4			1			72			200000	3	2000	1			4																	3
3063	2	2	25.0	200.0	3.0	4	2		1			1			200000	3	2000	1			1	1	5		1			1			1			1				3
3063	3	2	12.0	300.0	3.0	4	2		1			1			100000	3	2000	1			1	1	5		1			1			1			1				3
3063	4	2	10.0	400.0	3.0	4	2		1			1			80000	3	2000	1			1	1	5		1			1			1			1				3
3063	5	2	7.0	200.0	3.0	4	2		1			1			70000	3	2000	1			1	1	5		1			1			1			1				3
3063	6	2	4.0	200.0	2.0	4	2		1			1			80000	3	2000	1			1	1	5		1			1			1			1				3
3063	7	2	3.0	200.0	2.0	4	2		1			1			45000	3	2000	1			1	1	5		1			1			1			1				3
3063	8	2	3.0	100.0	2.0	4	2		1			1			45000	3	2000	1			1	1	5		1			1			1			1				3
3063	9	2	32.0	200.0	4.0	4	4		72			72			300000	6	2009	1			1	1	5		1			1			1			1				3
3063	10	2	30.0	300.0	4.0	4	4		72			72			300000	6	2009	1			1	1	5		1			1			1			1				3
3063	11	2	30.0	300.0	4.0	4	3	100.0	72			72			300000	6	2009	1			1	1	5		1			1			1			1				3
3064	1	1	4.0	0.0	0.0	4			1			1			20000	2	1980	1			4																	3
3064	2	2	35.0	150.0	0.0	4	7		1			1			175000	1	1990	1			1	72			72			72			72			72				3
3064	3	2	17.0	300.0	0.0	4	2		1			1			85000	2	1980	1			1	1			1			1			1			1				3
3064	4	2	15.0	300.0	0.0	4	2		1			1			75000	2	1980	1			1	1			1			1			1			1				3
3064	5	2	6.0	200.0	0.0	4	2		1			1			30000	2	1980	1			1	1			1			1			1			1				3
3065	1	1	2.0	0.0	0.0	4			1			72			100000	3	2009	1			4																	3
3065	2	2	37.0	0.0	5.0	4	4		72			72			50000	6	2008	1			1	1			1			1			1			1				3
3065	3	2	21.0	0.0	5.0	4	4		72			72			30000	6	2008	1			1	1			1			1			1			1				3
3065	4	2	30.0	2000.0	3.0	4	4		72			72			200000	6	2011	1			1	1			1			1			1			1				3
3065	5	2	30.0	2000.0	3.0	4	4		72			72			200000	6	2011	1			1	1			1			1			1			1				3
3066	1	1	6.0	0.0	0.0	5			1			72			300000	3	2009	98			4																	3
3066	2	5	2.0	200.0	0.0	5	1		1			72			100000	1	2009	98			5																	3
3067	1	1	2.0	0.0	0.0	5			1			1			80000	3	2001	1			4																	3
3067	2	2	45.0	500.0	5.0	4	4		72			72			700000	6	2009	1			1	1			1			1			1			1				3
3067	3	2	15.0	200.0	4.0	4	4		72			72			2500000	6	2009	1			1	1			1			1			1			1				3
3067	4	2	15.0	500.0	0.0	4	4		72			72			2500000	6	2009	1			1	1			1			1			1			1				3
3068	1	1	16.0	0.0	0.0	5			1			1			150000	1	1988	98			4																	3
3068	2	2	60.0	300.0	2.0	5	2		1			1			200000	1	1988	1			1	1			1			1			1			1				3
3068	3	2	40.0	50.0	0.0	5	2		1			1			400000	1	1988	1			1	1			1			1			1			1				3
3068	4	2	30.0	500.0	0.0	5	8		1			1			200000	1	1988	72			1	72			72			72			72			72				3
3068	5	2	25.0	300.0	2.0	5	2		1			1			90000	1	1988	1			1	1			1			1			1			1				3
3068	6	2	26.0	700.0	0.0	5	2		1			1			120000	3	1980	1			1	1			1			1			1			1				3
3068	7	2	25.0	700.0	0.0	5	2		1			1			110000	3	1980	1			1	1			1			1			1			1				3
3068	8	2	25.0	700.0	0.0	5	2		1			1			110000	3	1980	1			1	1			1			1			1			1				3
3068	9	2	20.0	300.0	2.0	5	2		1			1			65000	3	1980	1			1	1			1			1			1			1				3
3068	10	2	20.0	300.0	2.0	5	2		1			1			65000	3	1980	1			1	1			1			1			1			1				3
3068	11	2	20.0	0.0	0.0	5	2		1			1			200000	1	1988	1			1	1			1			1			1			1				3
3068	12	2	20.0	0.0	0.0	5	2		1			1			200000	1	1988	1			1	1			1			1			1			1				3
3068	13	2	15.0	500.0	0.0	5	8		1			1			100000	1	1988	72			1	72			72			72			72			72				3
3068	14	2	15.0	500.0	0.0	5	8		1			1			100000	1	1988	72			1	72			72			72			72			72				3
3068	15	8	30.0	0.0	0.0	5	2		1			1			200000	1	1988	1			2	1			1			1			1			1			1	3
3069	1	1	8.0	0.0	0.0	2			3			3			160000	3	1980	71			4																	3
3069	2	2	30.0	400.0	0.0	2	4		72			72			300000	6	2010	71			1	71			1			1			1			1				3
3070	1	1	58.0	0.0	0.0	2			71			72			700000	3	1981	98			4																	3
3070	2	2	90.0	250.0	0.0	2	2		71			72			1200000	3	1981	1			1	1			1			1			1			1				3
3070	3	2	90.0	500.0	4.0	2	7		71			72			400000	3	1981	72			1	72			72			72			72			72				3
3070	4	2	75.0	300.0	1.0	2	7		71			72			750000	3	1981	72			1	72			72			72			72			72				3
3070	5	2	60.0	250.0	0.0	2	2		71			72			800000	3	1981	1			1	1			1			1			1			1				3
3070	6	2	60.0	100.0	0.0	2	2		71			72			800000	3	1981	1			1	1			1			1			1			1				3
3070	7	2	32.0	500.0	0.0	2	7		71			72			200000	3	1981	72			1	72			72			72			72			72				3
3070	8	2	30.0	500.0	4.0	2	7		71			72			130000	3	1981	72			1	72			72			72			72			72				3
3070	9	2	30.0	100.0	0.0	2	7		71			72			400000	3	1981	72			1	72			72			72			72			72				3
3070	10	2	30.0	300.0	0.0	2	7		71			72			250000	3	1981	72			1	72			72			72			72			72				3
3070	11	2	30.0	300.0	0.0	2	7		71			72			250000	3	1981	72			1	72			72			72			72			72				3
3070	12	2	15.0	300.0	1.0	2	7		71			72			150000	3	1981	72			1	72			72			72			72			72				3
3070	13	2	15.0	500.0	0.0	2	7		71			72			100000	3	1981	72			1	72			72			72			72			72				3
3070	14	2	15.0	500.0	0.0	2	7		71			72			100000	3	1981	72			1	72			72			72			72			72				3
3070	15	5	5.0	950.0	0.0	2	1		71			72			1000000	3	1981	98			7																	3
3070	16	8	14.0	0.0	0.0	2	2		71			72			150000	3	1981	71			2	71			71			71			71			71				3
3070	17	2	14.0	200.0	0.0	2	2		71			72			200000	3	1981	71			1	71			71			71			71			71				3
3070	18	2	14.0	200.0	0.0	2	2		71			72			200000	3	1981	71			1	71			71			71			71			71				3
3071	1	1	6.0	0.0	0.0	4			7			7			40000	1	1990	98			4																	3
3071	2	2	30.0	600.0	0.0	4	2		71			71			200000	1	2008	1			1	1			1			1			1			1				3
3071	3	2	19.0	100.0	0.0	4	2		7			7			55000	3	1987	1			1	1			1			1			1			1				3
3071	4	2	18.0	100.0	0.0	4	2		7			7			52000	3	1987	1			1	1			1			1			1			1				3
3071	5	2	18.0	500.0	5.0	4	2		7			7			120000	3	1987	1			1	1			1			1			1			1				3
3071	6	2	9.0	500.0	4.0	4	2		7			7			56000	3	1987	1			1	1			1			1			1			1				3
3071	7	2	9.0	450.0	4.0	4	2		7			7			58000	3	1987	1			1	1			1			1			1			1				3
3071	8	2	11.0	100.0	4.0	4	2		7			7			50000	3	1987	1			1	1			1			1			1			1				3
3071	9	8	15.0	0.0	2.0	4	2		7	72		7	72		90000	3	1948	71	72		2	71	72		71	72		71	72		71	72		71	72			3
3072	1	1	5.0	0.0	0.0	5			1			1			50000	3	1991	98			4																	3
3072	2	2	150.0	2000.0	3.0	5	4		72			72			500000	6	1995	1			1	1			1			1			1			1				3
3072	3	8	1.0	10.0	0.0	5	2		1			1			8000	3	1991	1			2	1			1			1			1			1				3
3073	1	1	1.0	0.0	0.0	4			72			72			4000	5	2010	98			4																	3
3074	1	1	6.0	0.0	0.0	4			71			71			24000	1	1998	98			4																	3
3074	2	2	30.0	60.0	0.0	4	2		71			71			90000	1	1995	1			1	1			1			1			1			1				3
3074	3	2	28.0	500.0	2.0	4	2		71			71			84000	1	1991	1			1	1			1			1			1			1				3
3074	4	2	22.0	1000.0	3.0	4	2		71			71			60000	1	1993	1			1	1			1			1			1			1				3
3074	5	2	23.0	600.0	3.0	4	2		71			71			69000	1	1996	1			1	1			1			1			1			1				3
3074	6	2	25.0	1000.0	4.0	4	7		71			71			75000	1	1996	72			1	72			72			72			72			72				3
3074	7	2	15.0	900.0	4.0	4	7		71			71			45000	1	1996	72			1	72			72			72			72			72				3
3074	8	2	10.0	400.0	3.0	4	2		1			1			30000	1	1995	1			1	1			1			1			1			1				3
3074	9	2	10.0	500.0	3.0	4	2		71			71			30000	1	1993	1			1	1			1			1			1			1				3
3074	10	2	10.0	500.0	4.0	4	2		71			71			25000	1	1996	1			1	1			1			1			1			1				3
3074	11	2	5.0	300.0	3.0	4	2		71			71			10000	1	1996	1			1	1			1			1			1			1				3
3074	12	2	5.0	100.0	2.0	4	2		71			71			15000	1	1995	1			1	1			1			1			1			1				3
3074	13	2	5.0	200.0	3.0	4	2		71			71			15000	1	1995	1			1	1			1			1			1			1				3
3074	14	8	40.0	50.0	0.0	4	2		71			71			80000	1	1996	71			2	71			71			71			71			71				3
3075	1	1	9.0	0.0	0.0	2			71			72			450000	3	1970	71			4																	3
3075	2	4	11.0	300.0	0.0	2	1		71			72			500000	3	1960	71			5																	3
3075	3	2	60.0	500.0	0.0	2	4		72			72			180000	6	2007	1			1	1	71		1			1			1			1				3
3075	4	2	15.0	300.0	0.0	2	4		72			72			600000	6	2007	1			1	1	71		1			1			1			1				3
3075	5	2	20.0	400.0	0.0	2	4		72			72			1000000	6	2007	1			1	1	71		1			1			1			1				3
3076	1	1	4.0	0.0	0.0	2			1			72			200000	3	1990	2			4																	3
3077	1	1	8.0	0.0	0.0	2			71			72			240000	3	1992	71			4																	3
3077	2	2	30.0	1000.0	0.0	2	4		72			72			150000	6	2009	1			1	1			1			1			1			1				3
3077	3	2	30.0	1000.0	0.0	2	4		72			72			150000	6	2009	1			1	1			1			1			1			1				3
3077	4	2	30.0	1000.0	0.0	2	4		72			72			150000	6	2009	1			1	1			1			1			1			1				3
3077	5	2	30.0	1000.0	0.0	2	4		72			72			150000	6	2009	1			1	1			1			1			1			1				3
3078	1	1	24.0	0.0	0.0	2			1			1			240000	3	1965	71			4																	3
3078	2	2	52.0	500.0	3.0	2	2		71			71			300000	1	1999	1			1	1			1			1			1			1				3
3078	3	2	30.0	700.0	3.0	2	2		1			1			150000	1	1995	1			1	1			1			1			1			1				3
3078	4	2	17.0	600.0	3.0	2	2		71			71			75000	3	1965	1			1	1			1			1			1			1				3
3078	5	2	8.0	500.0	3.0	2	2		71			71			30000	3	1965	1			1	1			1			1			1			1				3
3078	6	7	30.0	400.0	0.0	2	7		71			71			150000	3	1965	72			1	72			72			72			72			72				3
3078	7	8	30.0	400.0	0.0	2	7		71			71			150000	3	1965	72			1	72			72			72			72			72				3
3078	8	9	4.0	100.0	0.0	3	1		71			71			40000	1	1965	72			7																	3
3079	1	1	3.0	0.0	0.0	2			71			72			40000	3	1950	71	72		4																	3
3079	2	2	20.0	1000.0	0.0	2	2		71			71			150000	1	2001	71			1	71			71			71			71			71				3
3079	3	2	10.0	1000.0	0.0	2	2		71			71			100000	1	2002	71			1	71			71			71			71			71				3
3079	4	2	8.0	300.0	0.0	2	2		71			71			80000	1	2005	71			1	71			71			71			71			71				3
3079	5	2	8.0	300.0	0.0	2	2		71			71			80000	1	2005	71			1	71			71			71			71			71				3
3080	1	1	17.0	0.0	0.0	2			71			72			600000	3	1980	98			4																	3
3080	2	2	30.0	0.0	0.0	2	7		2			2			500000	3	2000	72			1	72			72			72			72			72				3
3080	3	2	8.0	0.0	0.0	2	7		71			72			300000	3	1980	72			1	72			72			72			72			72				3
3081	1	1	6.0	0.0	0.0	5			1			1			60000	1	1990	1			4																	3
3081	2	2	16.0	500.0	0.0	4	7		2			2			150000	2	1972	72			1	72			72			72			72			72				3
3081	3	2	15.0	500.0	0.0	4	7		2			2			150000	2	1990	72			1	72			72			72			72			72				3
3081	4	2	15.0	600.0	0.0	4	7		2			2			150000	2	1990	72			1	72			72			72			72			72				3
3081	5	2	15.0	800.0	0.0	4	7		2			2			150000	2	1990	72			1	72			72			72			72			72				3
3081	6	2	15.0	600.0	0.0	4	7		2			2			150000	2	1990	72			1	72			72			72			72			72				3
3081	7	2	15.0	500.0	0.0	4	7		2			2			140000	2	1990	72			1	72			72			72			72			72				3
3081	8	2	11.0	500.0	0.0	4	7		2			2			800000	2	1990	72			1	72			72			72			72			72				3
3081	9	2	11.0	500.0	0.0	4	7		2			2			850000	2	1990	72			1	72			72			72			72			72				3
3081	10	2	7.5	500.0	0.0	4	7		2			2			50000	2	1990	72			1	72			72			72			72			72				3
3081	11	2	7.5	500.0	0.0	4	7		2			2			50000	2	1990	72			1	72			72			72			72			72				3
3082	1	1	7.0	0.0	0.0	4			1			1			70000	2	1980	1			4																	3
3083	1	1	7.5	0.0	0.0	5			1			72			150000	3	2008	1			4																	3
3083	2	2	30.0	200.0	0.0	5	2		1			72			300000	3	2008	1			1	71			1			1			1			1				3
3083	3	2	30.0	100.0	0.0	5	2		1			72			300000	3	2008	1			1	71			1			1			1			1				3
3083	4	2	7.5	100.0	0.0	5	2		1			72			100000	3	2008	1			1	71			1			1			1			1				3
3083	5	2	15.0	100.0	0.0	5	4		72			72			200000	6	2009	1			1	71			1			1			1			1				3
3083	6	2	15.0	150.0	0.0	5	4		72			72			200000	6	2009	1			1	71			1			1			1			1				3
3083	7	2	10.0	100.0	0.0	5	4		72			72			100000	6	2009	1			1	71			1			1			1			1				3
3083	8	2	5.0	100.0	0.0	5	4		72			72			500000	6	2009	1			1	71			1			1			1			1				3
3083	9	2	5.0	100.0	0.0	5	4		72			72			50000	6	2009	1			1	72			1			1			1			1				3
3083	10	2	5.0	100.0	0.0	5	4		72			72			50000	6	2009	1			1	72			1			1			1			1				3
3083	11	2	5.0	100.0	0.0	5	4		72			72			50000	6	2009	1			1	72			1			1			1			1				3
3084	1	1	39.0	0.0	0.0	4			1			1			780000	1	1970	98			4																	3
3085	1	1	3.0	0.0	0.0	4			1			72			60000	3	2009	1			4																	3
3085	2	2	2.0	0.0	0.0	4	2		1			72			60000	3	2009	1	2		2	1	2		1	2		1			1			1				3
3085	3	2	45.0	500.0	0.0	4	4		72			72			400000	6	2008	1			2	1	72		1			1			1			1				3
3085	4	2	30.0	500.0	0.0	4	4		72			72			200000	6	2008	1			2	1	72		1			1			1			1				3
3086	1	1	7.0	0.0	0.0	4			1	4		72			140000	3	2011	1	4		4																	3
3086	2	2	30.0	150.0	0.0	4	2		1	4		72			300000	3	2011	1			2	1			1			1			1			1				3
3086	3	2	30.0	200.0	0.0	4	2		1	4		72			300000	3	2011	1			2	1			1			1			1			1				3
3086	4	2	7.5	150.0	0.0	4	2		1	4		72			80000	3	2011	1			2	1			1			1			1			1				3
3086	5	2	7.5	150.0	0.0	4	2		1	4		72			85000	3	2011	1			2	1			1			1			1			1				3
3086	6	8	3.0	150.0	6.0	4	2		1	4		72			60000	3	2011	1			7																	3
3086	7	2	50.0	300.0	0.0	4	4		72			72			400000	6	2009	1			2	1			1			1			1			1				3
3086	8	2	30.0	200.0	0.0	4	4		72			72			300000	6	2009	1			2	1			1			1			1			1				3
3086	9	2	18.0	200.0	0.0	4	4		72			72			150000	6	2009	1			2	1			1			1			1			1				3
